EnemyWeak#0,"""不要看對手弱小就大意了<br>別鬆懈！"""
TacticsAttack#45,"""我が名はヒューイ！<br>恐れぬならば、どこからでも<br>かかってこい！\u3000はっはっは！"""
Avoid#45,"""見え見えだ！"""
HealSelf#45,"""根性で回復！"""
BuffSelf#45,"""気合いで補助！"""
HealOther#45,"""君も根性で回復したまえ！"""
BuffOther#45,"""君もこの補助を役立てたまえ！"""
QuestStart1#45,"""俺に任せておけ！"""
QuestStart2#37,"""君と組むと調子がいいんだ！"""
QuestEnd1#45,"""終わった！"""
QuestEnd2#37,"""きびきび動けたな！"""
IncidentStart#47,"""むむっ、何か起こる予感！"""
IncidentSuccess#47,"""大成功、だな！"""
IncidentFailure#47,"""まだまだ未熟……"""
PSE#47,"""むっ、フォトンがうるさい！<br>これはＰＳＥの予感だ！"""
PSELevelUp#47,"""よし、さらに続けるぞ！"""
PSEBurst#47,"""きまった！<br>これが最終段階だ！"""
HP30#47,"""この程度の傷、なめておけば治る！"""
HP10#47,"""死中に活を見出す！"""
ItemRare#47,"""おっ、いいものじゃないか！<br>もってけもってけ！"""
DamageSmall#47,"""ぐっ"""
DamageMiddle#47,"""なにっ"""
DamageLarge#47,"""うぐっ！"""
Trap#47,"""罠とは卑怯な！"""
ThankTrapRescue#47,"""感謝する！"""
TrapRescueOther#45,"""待たせたな！"""
MemberDamaged#45,"""俺に任せて下がるといい！"""
MemberDead#47,"""……許さんぞ、絶対に！"""
AbilityExe#45,"""/toge オレ、絶好調！"""
AbilitySpecial#45,"""/toge ふはは！\u3000オレに任せておけ！"""
Resurrect#45,"""根性で復活！"""
PartyJoin#45,"""/ci1 1 任された！"""
Marvelous#45,"""その調子だ！"""
IncidentJsApcBegin#37,"""/toge /ci2 1 困ったフォトンを感じ取り！<br>六芒均衡ヒューイ、華麗に登場！<br>後はオレに任せとけ！"""
IncidentJsApcFailure#37,"""/toge /ci2 1 六芒均衡といえど、油断すれば<br>このザマだ！\u3000油断は禁物だぞ！"""
IncidentJsApcSuccess#37,"""/toge /ci2 1 ふっ……オレを止めたくば<br>今の百倍は連れてくるんだな！"""
IncidentJsApcBeginEvo#31,"""/toge /ci2 まだ来るか！<br>はははっ、骨のあるやつらだな！<br>……だが、オレは止まらない！"""
IncidentJsMultiApcBegin#23,"""/toge /ci2 1 /mn15 ふはははははっ！<br>六芒均衡ヒューイ！\u3000華麗に参上！<br>敵に囲まれているが気にしない！"""
IncidentJsMultiApcSuccess#23,"""/toge /ci2 1 /mn15 よしよし終わったな！<br>それでは、次のフォトンの元へ<br>向かうとするか、クラリスクレイス！"""
Die#48,"""里......里里里......"""
DamageSmall#48,"""哩！"""
DamageMiddle#48,"""哩！"""
DamageLarge#48,"""哩！"""
IncidentEscortFear#0,"""/mn2 里里里......里里里......！"""
IncidentEscortStartMove#0,"""/mn17 里里里！\u3000里里里！"""
IncidentEscortSuccess#0,"""/ci2 1 /mn38 里里！\u3000里里里！"""
Die#49,"""りぃ……りりり……"""
DamageSmall#49,"""りっ！"""
DamageMiddle#49,"""りっ！"""
DamageLarge#49,"""りっ！"""
IncidentEscortFear#1,"""/mn2 りりり……りりり……！"""
IncidentEscortStartMove#1,"""/mn17 りりりっ！\u3000りりりっ！"""
IncidentEscortSuccess#1,"""/ci2 1 /mn38 りり！\u3000りりり！"""
EnemyWeak#46,"""這點程度就想向我挑戰......！"""
EnemyLarge#46,"""體型是蠻大的，不過<br>實際上又有多少實力呢？"""
EnemyBoss#46,"""壓軸登場了是吧"""
EnemyRare#46,"""唔，那是稀有物種吧"""
EnemyBoost#46,"""這個感覺......小心點"""
DestroyEnemy1#46,"""好了，下一個！"""
DestroyEnemy2#46,"""就這點程度啊！"""
DestroyEnemy3#46,"""太簡單了！"""
CondFreeze#46,"""嘖，凍結了嗎......！"""
CondBurn#46,"""嘖，是燃燒嗎......！"""
CondShock#46,"""嘖，觸電了嗎......！"""
CondPoison#46,"""嘖，竟然中毒了......！"""
CondPanic#46,"""嘖，是混亂嗎......！"""
CondStan#46,"""嘖，不能動了......！"""
CondMirage#46,"""嘖，是幻覺嗎......！"""
Die#50,"""我沒資格指導別人......"""
ThankHeal#48,"""得救了！"""
ThankBuff#46,"""很好的判斷"""
ThankCure#46,"""麻煩你了"""
DefeatEnemy#46,"""鎮壓完畢"""
LevelUp#46,"""往更高的境界邁進吧！"""
InvokeSkill1#40,"""一口氣上吧！"""
InvokeSkill2#36,"""打倒敵人，不要失手！"""
InvokeSkill3#34,"""你太大意了！"""
PBFull#46,"""竟敢在我面前撒野！"""
PBRelease#46,"""好了，結束這一切吧......！"""
TacticsFree#48,"""那麼，我要自由行動了"""
TacticsGuard#48,"""所有人鞏固防禦！"""
TacticsMassedAttack#48,"""集中攻擊，減少敵人數量吧"""
TacticsAttack#46,"""我來引開敵人！"""
Avoid#46,"""太慢了！"""
HealSelf#46,"""差不多該恢復了"""
BuffSelf#46,"""無論什麼事都需要事前準備"""
HealOther#46,"""決不能忘了恢復"""
BuffOther#46,"""強化能力也是很重要的"""
QuestStart1#46,"""繃緊神經上吧！"""
QuestEnd1#46,"""好，任務結束！"""
IncidentStart#48,"""做好準備，以備不時之需！"""
IncidentSuccess#48,"""好，你做得很好！"""
IncidentFailure#48,"""這也是不得已的"""
PSE#48,"""PSE似乎開始了"""
PSELevelUp#48,"""再繼續提升吧！"""
PSEBurst#48,"""這樣就完成了！"""
HP30#48,"""挺有一手的......"""
HP10#48,"""再這樣下去......"""
ItemRare#48,"""哦哦，你拿到好東西了呢"""
DamageSmall#50,"""痛！"""
DamageMiddle#50,"""可惡！"""
DamageLarge#50,"""嗚啊！"""
Trap#48,"""我竟然會中了陷阱......"""
ThankTrapRescue#48,"""我得向你道謝"""
TrapRescueOther#46,"""我馬上來救你"""
MemberDamaged#46,"""不要勉強自己！"""
MemberDead#48,"""......饒不了你！"""
AbilityExe#46,"""/toge 身體越來越輕了！"""
AbilitySpecial#46,"""/toge 交給我來吧！"""
Resurrect#46,"""還沒結束呢！"""
PartyJoin#46,"""/ci1 1 讓我見識你的力量吧！"""
Marvelous#46,"""身手不錯嘛！"""
IncidentJsApcBegin#38,"""/toge /ci3 2 你好像被包圍了啊<br>讓我來幫你！"""
IncidentJsApcFailure#38,"""竟然這點程度的交戰都應付不來......<br>我的實力也大不如前了......"""
IncidentJsApcSuccess#38,"""/ci2 2 好，你做得很好！<br>那麼，我該走了！"""
IncidentJsApcBeginEvo#32,"""嗯，新面孔嗎！<br>不要掉以輕心哦！"""
EnemyWeak#47,"""この程度で挑んでくるとは……！"""
EnemyLarge#47,"""図体は大きいようだが<br>果たして実力はどうかな"""
EnemyBoss#47,"""真打ち登場というヤツか"""
EnemyRare#47,"""む、あれは稀少な種だな"""
EnemyBoost#47,"""この雰囲気は……気をつけろ"""
DestroyEnemy1#47,"""さあ、次だ！"""
DestroyEnemy2#47,"""この程度か！"""
DestroyEnemy3#47,"""他愛のないことだな！"""
CondFreeze#47,"""ちっ、凍結か……！"""
CondBurn#47,"""ちっ、燃焼か……！"""
CondShock#47,"""ちっ、感電か……！"""
CondPoison#47,"""ちっ、毒だと……！"""
CondPanic#47,"""ちっ、混乱か……！"""
CondStan#47,"""ちっ、動けん……！"""
CondMirage#47,"""ちっ、幻惑か……！"""
Die#51,"""指導者失格だな……"""
ThankHeal#49,"""助かったぞ！"""
ThankBuff#47,"""良い判断だ"""
ThankCure#47,"""手間をかける"""
DefeatEnemy#47,"""制圧を完了した"""
LevelUp#47,"""さらなる高みを目指したまえ！"""
InvokeSkill1#41,"""一気に行くぞ！"""
InvokeSkill2#37,"""確実に仕留める！"""
InvokeSkill3#35,"""油断が過ぎたな！"""
PBFull#47,"""好き勝手やってくれるな！"""
PBRelease#47,"""さあ、終わりにしようか……！"""
TacticsFree#49,"""では、自由にやらせてもらう"""
TacticsGuard#49,"""各自、守りを固めろ！"""
TacticsMassedAttack#49,"""集中して数を減らすぞ"""
TacticsAttack#47,"""こちらに引きつける！"""
Avoid#47,"""遅い！"""
HealSelf#47,"""そろそろ回復しておくか"""
BuffSelf#47,"""準備は何事においても必要だ"""
HealOther#47,"""回復を忘れてはいけないぞ"""
BuffOther#47,"""能力強化も重要だ"""
QuestStart1#47,"""気を引き締めていきたまえ！"""
QuestEnd1#47,"""よし、任務完了だ！"""
IncidentStart#49,"""不測の事態に備えよ！"""
IncidentSuccess#49,"""よし、よくやったぞ！"""
IncidentFailure#49,"""致し方なし"""
PSE#49,"""ＰＳＥが始まるようだな"""
PSELevelUp#49,"""さらに続けるぞ！"""
PSEBurst#49,"""これで完了だ！"""
HP30#49,"""なかなかやる……"""
HP10#49,"""このままでは……"""
ItemRare#49,"""おお、良い物を手に入れたな"""
DamageSmall#51,"""つっ！"""
DamageMiddle#51,"""くそ！"""
DamageLarge#51,"""ぐぁっ！"""
Trap#49,"""私が罠にかかってしまうとは……"""
ThankTrapRescue#49,"""感謝するぞ"""
TrapRescueOther#47,"""すぐに助けるぞ"""
MemberDamaged#47,"""無茶はするなよ！"""
MemberDead#49,"""……許しはしない！"""
AbilityExe#47,"""/toge 身体が軽くなってきたな！"""
AbilitySpecial#47,"""/toge 任せてもらおうか！"""
Resurrect#47,"""まだ終わらん！"""
PartyJoin#47,"""/ci1 1 君の力を見せてもらおう！"""
Marvelous#47,"""いい動きだ！"""
IncidentJsApcBegin#39,"""/toge /ci3 2 囲まれているようだな<br>手伝うぞ！"""
IncidentJsApcFailure#39,"""この程度の交戦で……<br>私も衰えたな……"""
IncidentJsApcSuccess#39,"""/ci2 2 よし、よくやったぞ！<br>では、私は行くとしよう！"""
IncidentJsApcBeginEvo#33,"""む、新手か！<br>気を抜くなよ！"""
EnemyWeak#48,"""不是我的對手"""
EnemyLarge#48,"""這才值得我打倒"""
EnemyBoss#48,"""好了，接下來才是重頭戲"""
EnemyRare#48,"""似乎有個稀有的傢伙呢"""
EnemyBoost#48,"""這個感覺......小心點"""
DestroyEnemy1#48,"""好了，下一個來吧"""
DestroyEnemy2#48,"""連熱身運動都算不上"""
DestroyEnemy3#48,"""是不是有點過火了？"""
CondFreeze#48,"""嗚......凍結了？"""
CondBurn#48,"""嗚......是燃燒？"""
CondShock#48,"""嗚......觸電了？"""
CondPoison#48,"""嗚......中毒了？"""
CondPanic#48,"""嗚......混亂了？"""
CondStan#48,"""嗚......不能動了......！"""
CondMirage#48,"""嗚......是幻覺？"""
Die#52,"""我竟然會......？"""
ThankHeal#50,"""讓我跟你道謝吧"""
ThankBuff#48,"""很好的判斷"""
ThankCure#48,"""得救了"""
DefeatEnemy#48,"""壓制完畢"""
LevelUp#48,"""你會變得更強的"""
InvokeSkill1#42,"""一口氣決勝負吧"""
TechFire#12,"""燃燒吧"""
TechIce#16,"""我來讓你結冰"""
TechThunder#16,"""你逃不了的"""
TechWind#12,"""我來將你切碎"""
TechLight#12,"""被光貫穿吧"""
TechDark#12,"""黑暗聚於我手"""
PBFull#48,"""別得寸進尺了"""
PBRelease#48,"""好了，去吧"""
TacticsFree#50,"""了解，我會自由行動的"""
TacticsGuard#50,"""現在必須忍耐吧"""
TacticsMassedAttack#50,"""很合理的戰術"""
TacticsAttack#48,"""引誘敵人的工作就交給我吧"""
Avoid#48,"""太慢了"""
HealSelf#48,"""最重要的是不能陷入危機"""
BuffSelf#48,"""做得到的事就都得做"""
HealOther#48,"""不要忘了恢復"""
BuffOther#48,"""不可以疏忽了輔助"""
QuestStart1#48,"""讓我看看你的力量"""
QuestEnd1#48,"""辛苦了，任務結束囉"""
IncidentStart#50,"""這是......似乎要發生什麼事了"""
IncidentSuccess#50,"""似乎成功了呢，你做得很好"""
IncidentFailure#50,"""唉，這也是沒辦法的"""
PSE#50,"""PSE要開始了"""
PSELevelUp#50,"""再繼續提升吧"""
PSEBurst#50,"""這樣就結束了"""
HP30#50,"""原來輕忽大意的是我......"""
HP10#50,"""再這樣下去......"""
ItemRare#50,"""哎呀，你撿到好東西了呢"""
DamageSmall#52,"""痛！"""
DamageMiddle#52,"""呃！"""
DamageLarge#52,"""嗚！"""
Trap#50,"""我竟然會中了陷阱......"""
ThankTrapRescue#50,"""得救了"""
TrapRescueOther#48,"""你還好吧？"""
MemberDamaged#48,"""不可以勉強自己喲"""
MemberDead#50,"""......我不會原諒你的"""
AbilityExe#48,"""/toge 體能的狀況似乎很不錯"""
AbilitySpecial#48,"""/toge 交給我吧"""
Resurrect#48,"""這樣我可躺不住啊"""
PartyJoin#48,"""/ci1 1 來進行課外活動吧"""
Marvelous#48,"""身手不錯喔"""
IncidentJsApcBegin#40,"""/ci3 2 你好像被包圍了呢<br>我來幫你吧"""
IncidentJsApcFailure#40,"""我竟然連這點程度都應付不來......？<br>對不起，我要撤退了"""
IncidentJsApcSuccess#40,"""/ci2 2 好像結束了呢<br>那麼，我走了"""
EnemyWeak#49,"""私の相手じゃないわね"""
EnemyLarge#49,"""倒しがいはありそうね"""
EnemyBoss#49,"""さて、ここからが本番よ"""
EnemyRare#49,"""稀少なやつがいるようね"""
EnemyBoost#49,"""この雰囲気……気をつけなさい"""
DestroyEnemy1#49,"""さあ、次よ"""
DestroyEnemy2#49,"""準備運動にもならないわ"""
DestroyEnemy3#49,"""やりすぎたかしら？"""
CondFreeze#49,"""く……凍結？"""
CondBurn#49,"""く……燃焼？"""
CondShock#49,"""く……感電？"""
CondPoison#49,"""く……毒？"""
CondPanic#49,"""く……混乱？"""
CondStan#49,"""く……動きが……！"""
CondMirage#49,"""く……幻惑？"""
Die#53,"""この私が……？"""
ThankHeal#51,"""礼を言うよ"""
ThankBuff#49,"""良い判断ね"""
ThankCure#49,"""助かったよ"""
DefeatEnemy#49,"""制圧完了ね"""
LevelUp#49,"""あなたはもっと強くなるわ"""
InvokeSkill1#43,"""一気に決めるわよ"""
TechFire#13,"""燃えなさい"""
TechIce#17,"""凍り付かせてあげる"""
TechThunder#17,"""逃げられないわよ"""
TechWind#13,"""切り裂いてあげるわ"""
TechLight#13,"""光に貫かれなさい"""
TechDark#13,"""闇をこの手に"""
PBFull#49,"""調子に乗るのもそこまでよ"""
PBRelease#49,"""さあ、行ってらっしゃい"""
TacticsFree#51,"""了解、自由にやらせてもらう"""
TacticsGuard#51,"""今は耐え時だね"""
TacticsMassedAttack#51,"""理に適った作戦ね"""
TacticsAttack#49,"""囮は任せなさい"""
Avoid#49,"""遅い"""
HealSelf#49,"""危機に陥らないことが重要"""
BuffSelf#49,"""出来ることはやるべきね"""
HealOther#49,"""回復を忘れないように"""
BuffOther#49,"""補助をおろそかにしないように"""
QuestStart1#49,"""力を示してみせて"""
QuestEnd1#49,"""ご苦労様、任務完了よ"""
IncidentStart#51,"""これは……何か起きるわね"""
IncidentSuccess#51,"""成功のようね、よくやったわ"""
IncidentFailure#51,"""ま、仕方がないわ"""
PSE#51,"""ＰＳＥが始まるわよ"""
PSELevelUp#51,"""さらに続けるわよ"""
PSEBurst#51,"""これで終了よ"""
HP30#51,"""油断していたのは私か……"""
HP10#51,"""このままじゃあ……"""
ItemRare#51,"""あら、良い物を拾ったようね"""
DamageSmall#53,"""つっ"""
DamageMiddle#53,"""つうっ"""
DamageLarge#53,"""ぐうっ！"""
Trap#51,"""私が罠にかかるなんて……"""
ThankTrapRescue#51,"""助かったわ"""
TrapRescueOther#49,"""大丈夫かしら？"""
MemberDamaged#49,"""無理は禁物よ"""
MemberDead#51,"""……許さないわよ"""
AbilityExe#49,"""/toge 身体の調子がいいみたい"""
AbilitySpecial#49,"""/toge 私に任せなさい"""
Resurrect#49,"""寝てもいられないわね"""
PartyJoin#49,"""/ci1 1 課外授業と行きましょう"""
Marvelous#49,"""いい動きよ"""
IncidentJsApcBegin#41,"""/ci3 2 囲まれているようね<br>協力するわよ"""
IncidentJsApcFailure#41,"""私がこの程度で……？<br>ごめんなさい、撤退するわ"""
IncidentJsApcSuccess#41,"""/ci2 2 終わったみたいね<br>それじゃ、私は行くわ"""
EnemyWeak#50,"""嘍囉快給我滾"""
EnemyLarge#50,"""大而無用"""
EnemyBoss#50,"""現身了啊......"""
EnemyRare#50,"""......再怎麼稀奇，敵人還是敵人"""
EnemyBoost#50,"""這個感覺......！"""
DestroyEnemy1#50,"""哼......"""
DestroyEnemy2#50,"""誰叫你要妨礙我"""
DestroyEnemy3#50,"""......去下個地點吧"""
CondFreeze#50,"""凍結了嗎......"""
CondBurn#50,"""是燃燒嗎......"""
CondShock#50,"""麻痺了嗎......"""
CondPoison#50,"""中毒了嗎......"""
CondPanic#50,"""不過是混亂罷了......"""
CondStan#50,"""就算我不能動了......"""
CondMirage#50,"""是幻覺嗎......"""
Die#54,"""可惡......竟然在這種地方......"""
ThankHeal#52,"""......我該向你道謝"""
ThankBuff#50,"""......我不會說你多管閒事"""
ThankCure#50,"""......很正確的判斷"""
DefeatEnemy#50,"""下個目標在哪裡"""
LevelUp#50,"""哼，好好幹活吧"""
InvokeSkill1#44,"""滾！"""
InvokeSkill2#38,"""不會讓你逃走的！"""
InvokeSkill3#36,"""從我面前消失！"""
PBFull#50,"""膽子不小嘛......啊？"""
PBRelease#50,"""閃開，走啦！"""
TacticsFree#52,"""我要自由行動囉"""
TacticsGuard#52,"""嘖，只能挨打不合我的個性"""
TacticsMassedAttack#52,"""我要集中擊潰敵人"""
TacticsAttack#50,"""通通一起上，我來對付你們"""
Avoid#50,"""哼！"""
HealSelf#50,"""我要恢復了"""
BuffSelf#50,"""做好準備，才不會失手"""
HealOther#50,"""哼，別忘了恢復啊"""
BuffOther#50,"""哼，別忘了準備啊"""
QuestStart1#50,"""快點開始吧"""
QuestEnd1#50,"""就到此為止吧"""
IncidentStart#52,"""......要發生什麼事了"""
IncidentSuccess#52,"""理所當然的結果"""
IncidentFailure#52,"""嘖......竟然失敗了"""
PSE#52,"""PSE要發生了"""
PSELevelUp#52,"""你想繼續試試看？"""
PSEBurst#52,"""這樣活性化就結束了"""
HP30#52,"""我還能打......！"""
HP10#52,"""嗚......還沒，還沒完呢......！"""
ItemRare#52,"""我沒興趣<br>盡管拿去吧"""
DamageSmall#54,"""嘖！"""
DamageMiddle#54,"""嗚啊！"""
DamageLarge#54,"""嗚！"""
Trap#52,"""竟然中了陷阱......！"""
ThankTrapRescue#52,"""......給你添麻煩了"""
TrapRescueOther#50,"""真會找麻煩......！"""
MemberDamaged#50,"""不要勉強自己"""
MemberDead#52,"""......我又......！"""
AbilityExe#50,"""/toge 狀況還不錯"""
AbilitySpecial#50,"""/toge 就這樣殺光你們......！"""
Resurrect#50,"""......哼，沒有問題"""
PartyJoin#50,"""/ci1 1 真沒辦法"""
Marvelous#50,"""繼續打吧"""
IncidentJsApcBegin#42,"""/ci4 2 你出現得正好<br>來幫我一點忙吧"""
IncidentJsApcFailure#42,"""......似乎有點太貪心了<br>我要先撤退了"""
IncidentJsApcSuccess#42,"""/ci2 2 ......就跟你道個謝吧"""
IncidentJsApcBeginEvo#34,"""/ci5 2 ......這個感覺<br>嘖，又來了嗎"""
EnemyWeak#51,"""ザコは消えろ"""
EnemyLarge#51,"""図体だけの無能が"""
EnemyBoss#51,"""おでましか……"""
EnemyRare#51,"""……珍しかろうが敵は敵だよ"""
EnemyBoost#51,"""この雰囲気……ッ！"""
DestroyEnemy1#51,"""ふん……"""
DestroyEnemy2#51,"""邪魔をするからだ"""
DestroyEnemy3#51,"""……次、行くよ"""
CondFreeze#51,"""凍結……か"""
CondBurn#51,"""燃焼……か"""
CondShock#51,"""麻痺……か"""
CondPoison#51,"""毒……か"""
CondPanic#51,"""混乱ぐらいで……"""
CondStan#51,"""動きが取れなくても……"""
CondMirage#51,"""幻惑……か"""
Die#55,"""くそ……こんなところで……"""
ThankHeal#53,"""……感謝はする"""
ThankBuff#51,"""……余計とはいわない"""
ThankCure#51,"""……判断は正しいね"""
DefeatEnemy#51,"""次の目標はどこ"""
LevelUp#51,"""ふん、せいぜい働いてくれよ"""
InvokeSkill1#45,"""消えなっ！"""
InvokeSkill2#39,"""逃しはしない！"""
InvokeSkill3#37,"""アタシの前から消えろ！"""
PBFull#51,"""やってくれたじゃないか……ええ？"""
PBRelease#51,"""どいてな、行くよ！"""
TacticsFree#53,"""自由にやるよ"""
TacticsGuard#53,"""ちっ、耐えるなんて性に合わないね"""
TacticsMassedAttack#53,"""集中的に潰す"""
TacticsAttack#51,"""全員まとめて相手してやるよ"""
Avoid#51,"""ふん！"""
HealSelf#51,"""回復させてもらう"""
BuffSelf#51,"""確実に仕留める準備だ"""
HealOther#51,"""ふん、回復を忘れるんじゃない"""
BuffOther#51,"""ふん、準備を忘れるんじゃない"""
QuestStart1#51,"""さっさと始めるよ"""
QuestEnd1#51,"""この位にしておこうか"""
IncidentStart#53,"""……何かが起きる"""
IncidentSuccess#53,"""当然の結末よ"""
IncidentFailure#53,"""ちっ……失敗なんて"""
PSE#53,"""ＰＳＥが起こるよ"""
PSELevelUp#53,"""続けるつもり？"""
PSEBurst#53,"""これで活性完了"""
HP30#53,"""まだやれる……！"""
HP10#53,"""ぐ……まだ、まだっ……！"""
ItemRare#53,"""興味は無い<br>好きなだけ持っていきなよ"""
DamageSmall#55,"""ちっ"""
DamageMiddle#55,"""うあっ"""
DamageLarge#55,"""ぐぅっ！"""
Trap#53,"""罠なんかに……！"""
ThankTrapRescue#53,"""……手間をかけたね"""
TrapRescueOther#51,"""手のかかるっ……！"""
MemberDamaged#51,"""無理するんじゃない"""
MemberDead#53,"""……またアタシは……ッ！"""
AbilityExe#51,"""/toge 悪くない調子だ"""
AbilitySpecial#51,"""/toge このまま全てを……！"""
Resurrect#51,"""……ふん、問題ない"""
PartyJoin#51,"""/ci1 1 仕方がないね"""
Marvelous#51,"""このままいくよ"""
IncidentJsApcBegin#43,"""/ci4 2 いいところにいるね<br>ちょっと手伝いな"""
IncidentJsApcFailure#43,"""……欲張りすぎたか<br>アタシは撤退させてもらうよ"""
IncidentJsApcSuccess#43,"""/ci2 2 ……一応、感謝だけはしておくよ"""
IncidentJsApcBeginEvo#35,"""/ci5 2 ……この気配<br>ちっ、まだ来るか"""
EnemyWeak#52,"""如果是這點程度的怪物<br>我應該也可以對付......"""
EnemyLarge#52,"""好、好大......<br>這就是本尊的魄力"""
EnemyBoss#52,"""哇、哇哇、好厲害<br>跑出來了!"""
EnemyRare#52,"""咦、是稀有的種類<br>有看過資料"""
EnemyBoost#52,"""......總覺得很恐怖"""
DestroyEnemy1#52,"""成功了！"""
DestroyEnemy2#52,"""我也做到了！"""
DestroyEnemy3#52,"""都是多虧了前輩！"""
CondFreeze#52,"""嗚嗚......好冷......"""
CondBurn#52,"""嗚嗚......好熱......"""
CondShock#52,"""嗚嗚......麻痺了......"""
CondPoison#52,"""嗚嗚......毒......."""
CondPanic#52,"""嗚嗚......世界在搖晃......"""
CondStan#52,"""嗚嗚......身體動不了......"""
CondMirage#52,"""嗚嗚......好刺眼......"""
Die#56,"""真討厭......這種......"""
ThankHeal#54,"""謝謝您！"""
ThankBuff#52,"""得救了！"""
ThankCure#52,"""麻煩您了！"""
DefeatEnemy#52,"""總算是應付過去了......"""
LevelUp#52,"""前輩真是厲害"""
InvokeSkill1#46,"""就這樣！"""
InvokeSkill2#40,"""我應該也能做到！"""
InvokeSkill3#38,"""要把牠打倒！"""
TechFire#14,"""請燃燒！"""
TechIce#18,"""請凍結！"""
TechThunder#18,"""麻痺了！"""
TechWind#14,"""被打飛了！"""
TechLight#14,"""麻煩你了！"""
TechDark#14,"""這個怎麼樣？"""
PBFull#52,"""輪到這個秘藏的了！"""
PBRelease#52,"""加油喔!"""
TacticsFree#54,"""所謂自由......嗯、嗯嗯<br>我、我了解了！"""
TacticsGuard#54,"""所謂手勢......嗯、嗯嗯<br>我、我了解了！"""
TacticsMassedAttack#54,"""所謂集中......嗯、嗯嗯<br>我、我了解了！"""
TacticsAttack#52,"""所謂誘餌......嗯、嗯嗯<br>我、我了解了！"""
Avoid#52,"""呃！"""
HealSelf#52,"""真是好險......"""
BuffSelf#52,"""沒、沒有輔助的話......"""
HealOther#52,"""沒、沒沒、沒問題嗎!"""
BuffOther#52,"""要去輔助了!"""
QuestStart1#52,"""前、前輩!<br>我會加油的!"""
QuestStart2#38,"""如果前輩也一起的話<br>我就沒問題!"""
QuestEnd1#52,"""成功了、成功了！"""
QuestEnd2#38,"""都是多虧了前輩！"""
IncidentStart#54,"""這、這個是什麼東西"""
IncidentSuccess#54,"""前、前輩能一起來真是太好了<br>如果是一個人的話不知道會怎麼樣......"""
IncidentFailure#54,"""抱、抱歉......<br>我技巧不好......"""
PSE#54,"""呃......難道這就是<br>PSE那東西嗎?"""
PSELevelUp#54,"""好酷、好酷!<br>就像資料上看到的一樣!"""
PSEBurst#54,"""這就是PSE爆發......<br>好酷......比想像的還厲害!"""
HP30#54,"""嗚嗚、還、還沒還沒......"""
HP10#54,"""......再繼續下去就沒辦法了"""
ItemRare#54,"""那還真是很好的東西呢!"""
DamageSmall#56,"""呀！"""
DamageMiddle#56,"""好痛！"""
DamageLarge#56,"""討厭!"""
Trap#54,"""竟然在這種地方有陷阱......!"""
ThankTrapRescue#54,"""謝、謝謝您!"""
TrapRescueOther#52,"""你、你沒問題嗎!?"""
MemberDamaged#52,"""回復!"""
MemberDead#54,"""竟、竟然......<br>竟然這樣......!"""
AbilityExe#52,"""/toge 身體好輕<br>現在的話我也可以的！"""
AbilitySpecial#52,"""/toge 交給我吧！"""
Resurrect#52,"""還差一點，加油!"""
PartyJoin#52,"""/ci1 1 哇嗚、不加油不行......！"""
Marvelous#52,"""我也會加油的，前輩!"""
IncidentJsApcBegin#44,"""/mn2 /ci4 3 前、前輩！<br>抱歉、請協助我！<br>好多敵人要過來了......！"""
IncidentJsApcFailure#44,"""/mn7 嗚嗚......抱歉......<br>沒辦法再繼續下去了......"""
IncidentJsApcSuccess#44,"""/mn15 /ci2 1 呼、總算還是做到了......<br>前輩、謝謝您！"""
IncidentJsApcBeginEvo#36,"""哇哇、哇哇哇……！<br>不覺得好像，還會出來的樣子……"""
EnemyWeak#53,"""こ、このぐらいの敵なら<br>わたしでもなんとか……"""
EnemyLarge#53,"""お、大きい……<br>これが本物の迫力"""
EnemyBoss#53,"""わ、わわっ、すごいのが<br>出てきましたよ！"""
EnemyRare#53,"""あれ、珍しい種類のやつです<br>資料で見たことあります"""
EnemyBoost#53,"""……なんだか、怖い感じです"""
DestroyEnemy1#53,"""やりました！"""
DestroyEnemy2#53,"""わたしにもできました！"""
DestroyEnemy3#53,"""先輩のおかげです！"""
CondFreeze#53,"""うう……さむいです……"""
CondBurn#53,"""うう……熱いです……"""
CondShock#53,"""うう……痺れが……"""
CondPoison#53,"""うう……毒が……"""
CondPanic#53,"""うう……世界がぐらぐらです"""
CondStan#53,"""うう……身体が動かない……"""
CondMirage#53,"""うう……目がちかちかして……"""
Die#57,"""やだ……こんなの……"""
ThankHeal#55,"""ありがとうございます！"""
ThankBuff#53,"""助かりました！"""
ThankCure#53,"""お手数をおかけします！"""
DefeatEnemy#53,"""な、なんとかなりました……"""
LevelUp#53,"""先輩はすごいなぁ……"""
InvokeSkill1#47,"""これでっ！"""
InvokeSkill2#41,"""わたしにもできるはず！"""
InvokeSkill3#39,"""やっちゃいます！"""
TechFire#15,"""燃えてください！"""
TechIce#19,"""凍ってください！"""
TechThunder#19,"""痺れちゃってっ！"""
TechWind#15,"""吹き飛んじゃえーっ！"""
TechLight#15,"""お願いしますっ！"""
TechDark#15,"""これならどうですかっ！"""
PBFull#53,"""とっておきの出番ですっ！"""
PBRelease#53,"""がんばってねっ！"""
TacticsFree#55,"""自由って……え、ええと<br>わ、わかりました！"""
TacticsGuard#55,"""守勢って……あの、えっと<br>わ、わかりました！"""
TacticsMassedAttack#55,"""集中って……え、あの<br>わ、わかりました！"""
