Title_DeadMenu#0,"""無法戰鬥狀態菜單"""
CharaMenu_moralskeeper_category#0,"""個人管理"""
CharaMenu_moralskeeper_menu#0,"""舉報此玩家"""
CharaMenu_category00#0,"""查看資料"""
CharaMenu_category01#0,"""交流"""
CharaMenu_category02#0,"""好友"""
CharaMenu_category03#0,"""其他"""
CharaMenu_Error02#0,"""不可選擇該角色。"""
CharaMenu_TypeChange#0,"""切換顯示"""
CharaMenu_ToastType1#0,"""切換為了分類顯示。"""
CharaMenu_ToastType2#0,"""切換為了全部顯示。"""
CharaMenu_GroupChat#0,"""分組"""
CharaMenu_GroupChatChange#0,"""交換隊長"""
CharaMenu_GroupChatDelete#0,"""除名成員"""
CharaMenu_Gamertag#0,"""-"""
OperationGuide#0,"""<%Decide>選擇　<%Cancel>返回"""
Title#1,"""職業櫃台"""
MainClass#0,"""主職業"""
SubClass#0,"""副職業"""
Class#0,"""職業"""
MainClassSelect#0,"""主職業選擇"""
SubClassSelect#0,"""副職業選擇"""
ClassSelect#0,"""職業選擇"""
SkillTree#0,"""天賦樹"""
SkillTreeConfig#0,"""學習職業技能"""
SkillTreeSelect#0,"""天賦樹選擇"""
ClassChangeTitle#0,"""職業變更"""
AutoSkillTreeConfig#0,"""推薦設定"""
ClassLevel#0,"""Lv.(MAX)"""
SkillTreeConfirmTitle#0,"""技能確認"""
MainClassChangeMessage#0,"""是否要將主職業變更為$(0) Lv.$(1)？"""
MainClassChangeSuccess#0,"""變更了主職業。"""
SubClassChangeMessage#0,"""選擇$(0) Lv.$(1)當作副職業。<br>選擇副職業後……<br>・能力値可獲得少許加成。<br>・可使用該職業的技能。<br>・可使用該職業的PA/法術。<br><br>是否確定？"""
SubClassChangeMessageVillain#0,"""選擇$(0) Lv.$(1)作為副職業。<br>選擇做為副職業后，該職業的……<br> <br>　・屬性面板會少量加成至角色。<br>　・職業技能將可以使用。<br>　・法術將可使用。<br>　<yellow>※$(0)的PA無法使用。<c><br><br>確定麼？"""
SubClassChangeMessageMaster#0,"""選擇$(0) Lv.$(1)作為副職業。<br>選擇做為副職后該職業的……<br> <br>　・屬性面板會少量加成至角色。<br>　・職業技能將可以使用。<br>　<yellow>※$(0)的PA無法使用。<c><br><br>確定麼？"""
SubClassChangeMessageSlayer#0,"""選擇$(0) Lv.$(1)作為副職業。<br>選擇做為副職后該職業的……<br> <br>　・屬性面板會少量加成至角色。<br>　・職業技能將可以使用。<br>　<yellow>※$(0)的PA無法使用。<c><br><br>確定麼？"""
SubClassChangeSuccess#0,"""變更了副職業。"""
ClassChangeMessage#0,"""是否將職業變更為$(0) Lv.$(1)？"""
ClassChangeSuccess#0,"""變更了職業。"""
ClassChangeFailed#0,"""現在無法變更職業。"""
ClassChangeFailMessage#0,"""$(0)為現在的職業，無須變更。"""
MainClassChangeFailMessage#0,"""$(0)為現在的主職業。"""
SubClassChangeFailMessage#0,"""$(0)為現在的副職業。"""
SubClassChangeWpnmanFailMessage#0,"""不能選擇$(0)作為副職業。"""
MainClassChangeWpnmanMessage#0,"""<yellow>※選擇$(0)會取消掉副職業。<c>"""
MainClassChangeWpnmanFailMessage#0,"""要選擇$(0)需要<br>滿足以下條件。<br><br>・ARKS任務「フォンガルフ討伐」的完成<br>・庫菲的委託<br>「$(0)職業解放試驗」的完成<br><yellow>　※任意職業達到75級。<br>　※如果已完成一次該委託<br>　　以後的角色<br>　　就不再需要任意職業到達75級這個條件。<c>"""
MainClassChangeVillainFailMessage#0,"""要選擇$(0)需要<br>滿足以下條件。<br><br>・ARKS任務「フォンガルフ討伐」的完成<br>・庫菲的委託<br>「$(0)職業解放試驗」的完成<br><yellow>　※任意職業達到75級。<br>　※如果已完成一次該委託<br>　　以後的角色<br>　　就不再需要任意職業到達75級這個條件。<c>"""
MainClassChangeEtoileFailMessage#0,"""要選擇$(0)需要<br>滿足以下條件。<br><br>・ARKS任務「フォンガルフ討伐」的完成<br>・庫菲的委託<br>「$(0)職業解放試驗」的完成<br><yellow>　※任意職業達到75級。<br>　※如果已完成一次該委託<br>　　以後的角色<br>　　就不再需要任意職業到達75級這個條件。<c>"""
MainClassChangeSlayerFailMessage#0,"""要選擇$(0)需要<br>滿足以下條件。<br><br>・ARKS任務「フォンガルフ討伐」的完成<br>・庫菲的委託<br>「$(0)職業解放試驗」的完成<br><yellow>　※任意職業達到75級。<br>　※如果已完成一次該委託<br>　　以後的角色<br>　　就不再需要任意職業到達75級這個條件。<c>"""
SkillTreeAdd#0,"""天賦樹追加<pict Arcscash>"""
SkillTreeReset#0,"""天賦樹移動<pict Arcscash>"""
SkillTreeResetSG#0,"""天賦樹移動<pict StarGem>"""
SkillTreeResetAll#0,"""所有的天賦樹初始化"""
SkillTreeGet#0,"""學習職業技能"""
SkillTreeReturn#0,"""離開職業櫃台"""
ClassList#0,"""職業列表"""
SkillTreeList#0,"""想設置的天賦樹列表"""
SkillTreeAddAsk#0,"""是否確定新增天賦樹？"""
SkillTreeAddSuccess#0,"""增加了天賦樹。"""
SkillTreeAddFailed#0,"""新增天賦樹失敗。"""
SkillTreeAddFailedFull#0,"""已不能再增加。"""
SkillTreeApplyAsk#0,"""是否確定設置此天賦樹？"""
SkillTreeApplySuccess#0,"""設置了天賦樹。"""
SkillTreeApplyFailed#0,"""天賦樹設置失敗。"""
SkillTreeApplyFailedCurrent#0,"""此天賦樹原本就已被設置。"""
SkillTreeApplyFailedQuest#0,"""接受任務的途中無法變更職業。"""
SkillTreeResetAsk#0,"""是否確定移動此天賦樹？"""
SkillTreeResetSuccess#0,"""天賦樹移動完成。"""
SkillTreeResetFailed#0,"""天賦樹移動失敗。"""
SkillTreeResetFailedCurrent#0,"""無法移動正在使用中的天賦樹。"""
SkillTreeResetAllAsk#0,"""消耗一張“N-全天賦樹初始化”後，<br>就可重置所有的天賦樹，並重新分配SP。<br><br>是否確定？<br>"""
SkillTreeResetAllSuccess#0,"""初始化了所有的天賦樹。<br>請別忘了重新分配SP。"""
SkillTreeResetAllFailed#0,"""所有的天賦樹初始化失敗。<br>請稍候再試一次。"""
SkillTreeResetAllFailedNG#0,"""未擁有“N-全天賦樹初始化”，<br>因此無法初始化。"""
ClassSelectExplain#0,"""<c f0df60>「職業選擇」可變更目前的職業，當擁有多個天賦樹時，「天賦樹選擇」可配置想使用的天賦樹。<c>"""
ClassSelectExplain_v#0,"""<c f0df60>「職業選擇」可變更目前的職業，當擁有多個天賦樹時，可選擇「天賦樹選擇」<c>"""
SkillTreeAddPath#0,"""新增此$(0)專用的天賦樹<br><pict Arcscash><c ff4f3f>AC消費內容<c>。<br>是否要進入“N-天賦樹追加”購買頁面？<br><br>（所持數：$(1)）"""
SkillTreeAddTicket#0,"""<pict Arcscash><c 5fdf00>使用已購買的道具<c><br>是否確定使用<yellow>“N-天賦樹追加”<c><br>增加$(0)專用的天賦樹？<br><br>（所持數：$(1)）<br><br>"""
SkillTreeResetPath#0,"""<pict Arcscash><c ff4f3f>AC消費內容<c><br>前往<yellow>“N-追加天賦樹移動”<c>的<br>購買確認畫面麼？<br><br>移動前　　 / $(1) 專用天賦樹<br>移動後　　 / $(0) 專用天賦樹<br><br>（所持数：$(2)）"""
SkillTreeResetPathSG#0,"""<pict StarGem><c 1dedd7>SG消費內容<c><br>前往<yellow>“N-追加天賦樹移動”<c>的<br>購買確認畫面麼？<br><br>移動前　　 / $(1) 專用天賦樹<br>移動後　　 / $(0) 專用天賦樹<br><br>（所持数：$(2)）"""
SkillTreeResetTicket#0,"""<br><pict Arcscash><c 5fdf00>使用已購買的道具<c><br>是否確定使用<yellow>“N-追加天賦樹移動”<c><br>移動$(0)專用的天賦樹？<br>移動前  / $(1) 專用天賦樹<br>移動後  / $(0) 專用天賦樹<br>（所持數：$(2)）<br>"""
SkillTreeResetTicketSG#0,"""<pict StarGem><c 5fdf00>使用已購買的道具<c><br>使用道具<yellow>“N-追加天賦樹移動”<c><br>移動天賦樹麼？<br><br>移動前　　/ $(1) 專用天賦樹<br>移動後　　/ $(0) 專用天賦樹<br><br>（所持數：$(2)）"""
SkillTreeExplain#0,"""<c f0df60>消耗天賦點數(SP)以學習職業技能。SP可在升級後獲得。按下<%NextTabDetails><c f0df60>查看詳細信息。<c>"""
SkillTreeExplain_v#0,"""<c f0df60>消耗天賦點數(SP)以學習職業技能。SP可在升級後獲得。<c>"""
SkillTreeAddExplain#0,"""<c f0df60>使用“N-天賦樹追加”或是使用AC購買，即可移動天賦樹。請選擇欲移動的天賦樹<c>"""
SkillTreeResetExplain#0,"""<c f0df60>使用“N-追加天賦樹移動”或是使用AC購買，即可移動天賦樹。請選擇欲移動的天賦樹。<c>"""
SkillTreeResetExplainSG#0,"""<c f0df60>使用“N-追加天賦樹移動”或是使用SG購買，即可移動天賦樹。請選擇欲移動的天賦樹。<c>"""
SkillTreeResetExplain_v#0,"""<c f0df61>使用“N-追加天賦樹移動”或是使用AC購買，即可移動天賦樹。<c>"""
SkillTreeResetExplainSG_v#0,"""<c f0df61>使用“N-追加天賦樹移動”或是使用SG購買，即可移動天賦樹。<c>"""
SkillTreeReset2Explain#0,"""<c f0df60>可將所選擇的天賦樹移動為<yellow>其他職業專用。<c f0df60>請選擇要移動給的職業。<c>"""
SkillTreeReset2Explain_v#0,"""<c f0df60>可將所選擇的天賦樹移動為<yellow>其他職業專用。<c f0df60>請選擇職業。<c>"""
ClassCounterExplain#0,"""<c f0df60>可變更職業，或是學習職業技能。<c>"""
SkillTreeAddNum#0,"""可增加的天賦樹數"""
Check#0,"""確認"""
SkillTreeInfoTitle#0,"""職業・天賦樹情報"""
SkillTreeTotal#0,"""增加的天賦樹總數"""
TreeListCaption#0,"""天賦樹($(0)）"""
TreeListPoint#0,"""剩餘SP"""
MoreDetails#0,"""按下<pict Sign_SELECT>查看詳情"""
MySetExplain#0,"""<c f0df60>保存了個人配置，之後可隨時選取。<c>"""
MySetExplain2button#0,"""<c f0df60>保存了個人配置，之後可隨時選取。<c><red>※現在是2鍵模式。<c>"""
MySetExplain3button#0,"""<c f0df60>保存了個人配置，之後可隨時選取。<c><red>※現在是3鍵模式。<c>"""
ManualSkillTreeGet#0,"""自己分配"""
AutoSkillTreeGet#0,"""推薦設定"""
AutoSkillTreeAsk#0,"""將自動分配天賦點數。<br>確認麼？<br><yellow>※包括已學習的技能<br>　整個天賦樹將會被替換。<c>"""
AutoSkillTreeList#0,"""將根據推薦設定替換以下技能。<br>確認麼？<br><br><red>※想要自己重新學習技能的話<br>需要道具全天賦樹初始化票證。<c>"""
AutoSkillTreeListVita#0,"""將根據推薦設定替換以下技能。<br>確認麼？<br><red>※想要自己重新學習技能的話<br>需要道具全天賦樹初始化票證。<c>"""
AutoSkillTreeSuccess#0,"""替換成推薦技能成功了。"""
AutoSkillTreeFailed#0,"""替換成推薦技能失敗了。"""
Title#2,"""職業詳情"""
Experience#0,"""經驗值"""
NextExperience#0,"""升級所需EXP"""
EquipableWeapon#0,"""可裝備的武器"""
Blank#0,"""―"""
Together_EXP#0,"""連動經驗值"""
Together_EXP_Max#0,"""連動經驗值上限"""
ClassLevel#1,"""Lv.(MAX)"""
Title#3,"""職業技能詳情"""
NoSelectMessage#0,"""未選擇職業技能"""
MaxLevel#0,"""MAXLv."""
Percent#0,"""$(0)％"""
Second#0,"""$(0)秒"""
Piece#0,"""$(0)個"""
Shot#0,"""$(0)發"""
Plus#0,"""＋$(0)"""
Minus#0,"""－$(0)"""
Times#0,"""$(0)回"""
Blank#1,"""―"""
LevelZero#0,"""未學會"""
MaxLevelValue#0,"""（$(0)）"""
Decimal#0,"""$(1).$(0)"""
Prev#0,"""前"""
Next#0,"""後"""
PartyInfoReb_001#0,"""由於隊員進行了移動，隊長或副隊長的權限被轉交給了其他隊員。"""
PartyInfoReb_002#0,"""由於隊員進行了移動，你不再是副隊長了。"""
PartyInfoReb_003#0,"""將$(0)移出了隊伍。"""
PartyInfoReb_004#0,"""將副隊長權限轉交給了$(0)。"""
PartyInfoReb_005#0,"""將隊長權限轉交給了$(0)。"""
EnterConfirmMessage#0,"""在美容院內無法聊天。<br>收到的消息會保存在記錄窗口。<br><br>任務、隊伍相關的通知也不會顯示。<br><br><yellow>道具背包沒有空位時<br>無法穿著角色倉庫的服裝。<c><br><br>進入美容院麼？<br><br><red>※雖然在美容院內標記為SG<br>但也可以使用AC購買的美容院票證。<c>"""
EnterConfirmMessage2#0,"""在美容院內無法聊天。<br>收到的消息會保存在記錄窗口。<br><br>任務、隊伍相關的通知也不會顯示。<br><br><yellow>道具背包沒有空位時<br>無法穿著角色倉庫的服裝。<c><br><br>進入美容院麼？<br><br>美容院使用票證　　　　可重複編輯時間：$(0)"""
EnterConfirmMessage3#0,"""在美容院內無法聊天。<br>收到的消息會保存在記錄窗口。<br><br>任務、隊伍相關的通知也不會顯示。<br><br><yellow>道具背包沒有空位時<br>無法穿著角色倉庫的服裝。<c><br><br>進入美容院麼？<br><br>變色票證　　重複編輯中道具：$(0)個<br>　　　　　　　　　　最短剩餘時間　　：$(1)<br>　　　　　　　　　　$(2)"""
EnterConfirmMessage4#0,"""在美容院內無法聊天。<br>收到的消息會保存在記錄窗口。<br><br>任務、隊伍相關的通知也不會顯示。<br><br><yellow>道具背包沒有空位時<br>無法穿著角色倉庫的服裝。<c><br><br>進入美容院麼？<br><br>美容院使用票證　　　　可重複編輯時間　：$(0)<br>變色票證　　重複編輯中道具：$(1)個<br>　　　　　　　　　　最短剩餘時間　　：$(2)<br>　　　　　　　　　　$(3)"""
EnterConfirmMessage5#0,"""在美容院內無法聊天。<br>收到的消息會保存在記錄窗口。<br><br>任務、隊伍相關的通知也不會顯示。<br><br><yellow>道具背包沒有空位時<br>無法穿著角色倉庫的服裝。<c><br><br>進入美容院麼？<br><br>可重複編輯時間：$(0)"""
EnterConfirmMessage6#0,"""在美容院內無法聊天。<br>收到的消息會保存在記錄窗口。<br><br>任務、隊伍相關的通知也不會顯示。<br><br><yellow>道具背包沒有空位時<br>無法穿著角色倉庫的服裝。<c><br><br>進入美容院麼？<br><br>可重複編輯時間：$(0)<br><br>變色票證　　重複編輯中道具：$(1)個<br>　　　　　　　　　　最短剩餘時間　　：$(2)<br>　　　　　　　　　　$(3)"""
FightingPower#0,"""戰鬥力"""
AttackPower#0,"""攻擊力"""
DefencePower#0,"""防禦力"""
Label_WeaponRise#0,"""武器提升"""
Labal_Resist_Condition#0,"""屬性抗性"""
ValueZeroPercent#0,"""+0%"""
Param_ComparePlus_Percent#0,"""<light_orange2>＋$(0)％<c>"""
Param_CompareMinus_Percent#0,"""<vivid_cyan2>－$(0)％<c>"""
LeaderMenuLabel06#0,"""隊員集合"""
PartyMenuText06#0,"""$(0)發送了集合邀請。<br>在$(1)秒以内選擇<yellow>“是”<c>，則將會自動傳送到以下場所。是否接受邀請？<br>預計傳送區域：$(2)"""
PartyConfigLabel25#0,"""<pict icon_voice_chat><pict 4space>推薦語音聊天"""
PartyConfigLabel26#0,"""隊伍參加條件"""
PartyConfigLabel27#0,"""現在的隊伍設定"""
Block_help_ClassicBlock#0,"""移動到『PSO2』線路。"""
Block_help_Beginner#0,"""為新手玩家享受遊戲而準備的線路。<br>也十分歡迎肯出手相助的老手玩家！<br>※匹配僅會在新手線路內進行。"""
Block_help_Normal#0,"""為集散想在$(0)地區冒險的玩家<br>而準備的線路。<br>※匹配僅會在同一地區的線路間進行。"""
Block_help_Stream#0,"""推薦想在$(0)地區進行攝影・直播時使用。<br>遊戲中的玩家角色可能會被公開在媒體上。<br>※匹配僅會在攝影推薦線路內進行。"""
Block_help_PF_CloudPC#0,"""【“雲版”＆“PC”共用】"""
Block_help_PF_CloudOnly#0,"""【“雲版”專用】"""
Window_Titletelop_Loginbonus#0,"""登錄獎勵"""
Window_Title_LoginbonusInfo#0,"""登錄獎勵情報"""
Label_DeliveryPeriod#0,"""實施期間"""
Label_Progress#0,"""進展"""
Content_DeliveryPeriod#0,"""$(1)～$(0)為止"""
Content_Progress#0,"""$(1)/$(0)"""
Mes_Loginbonus#0,"""記載登錄獎勵的說明。"""
ItemDetail_Title#0,"""道具詳情"""
LoginBonusTabName_Normal#0,"""通常$(0)"""
LoginBonusTabName_Limited#0,"""期間限定$(0)"""
LoginBonusTabName_Inherit#0,"""移交$(0)"""
AutoWordTypeTrialStart#0,"""試煉参加時"""
AutoWordTypeTrialSuccess#0,"""試煉成功時"""
AutoWordTypeTrialFailure#0,"""試煉失敗時"""
AutoWordTypeFastTravelStart#0,"""快速旅行開始"""
AutoWordTypeFastTravelEnd#0,"""快速旅行結束"""
AutoWordTypePhotonDash#0,"""光子衝刺"""
AutoWordTypePhotonDashAttack#0,"""衝刺攻擊"""
AutoWordTypePhotonGlide#0,"""光子滑翔"""
AutoWordTypeGlideAttack#0,"""下墜攻擊"""
AutoWordTypeWeaponAction#0,"""武器動作"""
AutoWordTypeGetGathering#0,"""採集獲得"""
PlBadCond:Burn#0,"""燃燒"""
PlBadCond:Freeze#0,"""凍結"""
PlBadCond:Shock#0,"""麻痺"""
PlBadCond:Mirage#0,"""幻視"""
PlBadCond:Panic#0,"""混亂"""
PlBadCond:Poison#0,"""中毒"""
PlBadCond:Stun#0,"""眩暈"""
PlBadCond:Injury#0,"""創傷"""
