Name_00000#0,"""初級打擊武器Lv.1"""
Name_00009#4,"""集中的火環製作清單1"""
Name_00010#4,"""集中的火環製作清單2"""
Name_00011#4,"""集中的火環製作清單3"""
Name_00012#4,"""火焰的火環製作清單1"""
Name_00013#4,"""火焰的火環製作清單2"""
Name_00014#4,"""火焰的火環製作清單3"""
Name_00015#4,"""火環製作清單1"""
Name_00016#4,"""火環製作清單2"""
Name_00017#4,"""火環製作清單3"""
Name_00018#4,"""火焰的炎爆製作清單1"""
Name_00019#4,"""火焰的炎爆製作清單2"""
Name_00020#4,"""火焰的炎爆製作清單3"""
Name_00021#4,"""廣域的炎爆製作清單1"""
Name_00022#4,"""廣域的炎爆製作清單2"""
Name_00023#4,"""廣域的炎爆製作清單3"""
Name_00024#4,"""炎爆製作清單1"""
Name_00025#4,"""炎爆製作清單2"""
Name_00026#4,"""炎爆製作清單3"""
Name_00027#4,"""效率的焰浪製作清單1"""
Name_00028#4,"""效率的焰浪製作清單2"""
Name_00029#4,"""效率的焰浪製作清單3"""
Name_00030#4,"""火焰的焰浪製作清單1"""
Name_00031#4,"""火焰的焰浪製作清單2"""
Name_00032#4,"""火焰的焰浪製作清單3"""
Name_00033#4,"""焰浪製作清單1"""
Name_00034#4,"""焰浪製作清單2"""
Name_00035#4,"""焰浪製作清單3"""
Name_00036#4,"""多數的攻擊結界製作清單1"""
Name_00037#4,"""多數的攻擊結界製作清單2"""
Name_00038#4,"""多數的攻擊結界製作清單3"""
Name_00039#4,"""集中的攻擊結界製作清單1"""
Name_00040#4,"""集中的攻擊結界製作清單2"""
Name_00041#4,"""集中的攻擊結界製作清單3"""
Name_00042#4,"""攻擊結界製作清單1"""
Name_00043#4,"""攻擊結界製作清單2"""
Name_00044#4,"""攻擊結界製作清單3"""
Name_00045#4,"""火焰的熾火球製作清單1"""
Name_00046#4,"""火焰的熾火球製作清單2"""
Name_00047#4,"""火焰的熾火球製作清單3"""
Name_00048#4,"""集中的熾火球製作清單1"""
Name_00049#4,"""集中的熾火球製作清單2"""
Name_00050#4,"""集中的熾火球製作清單3"""
Name_00051#4,"""熾火球製作清單1"""
Name_00052#4,"""熾火球製作清單2"""
Name_00053#4,"""熾火球製作清單3"""
Name_00054#4,"""效率的伊魯．火球製作清單1"""
Name_00055#4,"""效率的伊魯．火球製作清單2"""
Name_00056#4,"""效率的伊魯．火球製作清單3"""
Name_00057#4,"""集中的伊魯．火球製作清單1"""
Name_00058#4,"""集中的伊魯．火球製作清單2"""
Name_00059#4,"""集中的伊魯．火球製作清單3"""
Name_00060#4,"""伊魯．火球製作清單1"""
Name_00061#4,"""伊魯．火球製作清單2"""
Name_00062#4,"""伊魯．火球製作清單3"""
Name_10000#2,"""效率的冰刃製作清單1"""
Name_10001#2,"""效率的冰刃製作清單2"""
Name_10002#2,"""效率的冰刃製作清單3"""
Name_10003#2,"""冰牙的冰刃製作清單1"""
Name_10004#2,"""冰牙的冰刃製作清單2"""
Name_10005#2,"""冰牙的冰刃製作清單3"""
Name_10006#2,"""冰刃製作清單1"""
Name_10007#2,"""冰刃製作清單2"""
Name_10008#2,"""冰刃製作清單3"""
Name_10009#2,"""冰牙的冰波製作清單1"""
Name_10010#2,"""冰牙的冰波製作清單2"""
Name_10011#2,"""冰牙的冰波製作清單3"""
Name_10012#2,"""效率的冰波製作清單1"""
Name_10013#2,"""效率的冰波製作清單2"""
Name_10014#2,"""效率的冰波製作清單3"""
Name_10015#2,"""冰波製作清單1"""
Name_10016#2,"""冰波製作清單2"""
Name_10017#2,"""冰波製作清單3"""
Name_10018#2,"""多數的冰風暴製作清單1"""
Name_10019#2,"""多數的冰風暴製作清單2"""
Name_10020#2,"""多數的冰風暴製作清單3"""
Name_10021#2,"""冰牙的冰風暴製作清單1"""
Name_10022#2,"""冰牙的冰風暴製作清單2"""
Name_10023#2,"""冰牙的冰風暴製作清單3"""
Name_10024#2,"""冰風暴製作清單1"""
Name_10025#2,"""冰風暴製作清單2"""
Name_10026#2,"""冰風暴製作清單3"""
Name_10027#2,"""廣域的冰晶落製作清單1"""
Name_10028#2,"""廣域的冰晶落製作清單2"""
Name_10029#2,"""廣域的冰晶落製作清單3"""
Name_10030#2,"""冰牙的冰晶落製作清單1"""
Name_10031#2,"""冰牙的冰晶落製作清單2"""
Name_10032#2,"""冰牙的冰晶落製作清單3"""
Name_10033#2,"""冰晶落製作清單1"""
Name_10034#2,"""冰晶落製作清單2"""
Name_10035#2,"""冰晶落製作清單3"""
Name_10036#2,"""集中的防禦結界製作清單1"""
Name_10037#2,"""集中的防禦結界製作清單2"""
Name_10038#2,"""集中的防禦結界製作清單3"""
Name_10039#2,"""多數的防禦結界製作清單1"""
Name_10040#2,"""多數的防禦結界製作清單2"""
Name_10041#2,"""多數的防禦結界製作清單3"""
Name_10042#2,"""防禦結界製作清單1"""
Name_10043#2,"""防禦結界製作清單2"""
Name_10044#2,"""防禦結界製作清單3"""
Name_10045#2,"""深刻的冰矢狂舞製作清單1"""
Name_10046#2,"""深刻的冰矢狂舞製作清單2"""
Name_10047#2,"""深刻的冰矢狂舞製作清單3"""
Name_10048#2,"""冰牙的冰矢狂舞製作清單1"""
Name_10049#2,"""冰牙的冰矢狂舞製作清單2"""
Name_10050#2,"""冰牙的冰矢狂舞製作清單3"""
Name_10051#2,"""冰矢狂舞製作清單1"""
Name_10052#2,"""冰矢狂舞製作清單2"""
Name_10053#2,"""冰矢狂舞製作清單3"""
Name_10054#2,"""集中的伊魯．冰刃製作清單1"""
Name_10055#2,"""集中的伊魯．冰刃製作清單2"""
Name_10056#2,"""集中的伊魯．冰刃製作清單3"""
Name_10057#2,"""冰牙的伊魯．冰刃製作清單1"""
Name_10058#2,"""冰牙的伊魯．冰刃製作清單2"""
Name_10059#2,"""冰牙的伊魯．冰刃製作清單3"""
Name_10060#2,"""伊魯．冰刃製作清單1"""
Name_10061#2,"""伊魯．冰刃製作清單2"""
Name_10062#2,"""伊魯．冰刃製作清單3"""
Name_20000#2,"""集中的落雷製作清單1"""
Name_20001#2,"""集中的落雷製作清單2"""
Name_20002#2,"""集中的落雷製作清單3"""
Name_20003#2,"""效率的落雷製作清單1"""
Name_20004#2,"""效率的落雷製作清單2"""
Name_20005#2,"""效率的落雷製作清單3"""
Name_20006#2,"""落雷製作清單1"""
Name_20007#2,"""落雷製作清單2"""
Name_20008#2,"""落雷製作清單3"""
Name_20009#2,"""迅雷的連鎖閃電製作清單1"""
Name_20010#2,"""迅雷的連鎖閃電製作清單2"""
Name_20011#2,"""迅雷的連鎖閃電製作清單3"""
Name_20012#2,"""效率的連鎖閃電製作清單1"""
Name_20013#2,"""效率的連鎖閃電製作清單2"""
Name_20014#2,"""效率的連鎖閃電製作清單3"""
Name_20015#2,"""連鎖閃電製作清單1"""
Name_20016#2,"""連鎖閃電製作清單2"""
Name_20017#2,"""連鎖閃電製作清單3"""
Name_20018#2,"""迅雷的雷獄製作清單1"""
Name_20019#2,"""迅雷的雷獄製作清單2"""
Name_20020#2,"""迅雷的雷獄製作清單3"""
Name_20021#2,"""效率的雷獄製作清單1"""
Name_20022#2,"""效率的雷獄製作清單2"""
Name_20023#2,"""效率的雷獄製作清單3"""
Name_20024#2,"""雷獄製作清單1"""
Name_20025#2,"""雷獄製作清單2"""
Name_20026#2,"""雷獄製作清單3"""
Name_20027#2,"""加速的雷光球製作清單1"""
Name_20028#2,"""加速的雷光球製作清單2"""
Name_20029#2,"""加速的雷光球製作清單3"""
Name_20030#2,"""迅雷的雷光球製作清單1"""
Name_20031#2,"""迅雷的雷光球製作清單2"""
Name_20032#2,"""迅雷的雷光球製作清單3"""
Name_20033#2,"""雷光球製作清單1"""
Name_20034#2,"""雷光球製作清單2"""
Name_20035#2,"""雷光球製作清單3"""
Name_20036#2,"""迅雷的強電磁場製作清單1"""
Name_20037#2,"""迅雷的強電磁場製作清單2"""
Name_20038#2,"""迅雷的強電磁場製作清單3"""
Name_20039#2,"""深刻的強電磁場製作清單1"""
Name_20040#2,"""深刻的強電磁場製作清單2"""
Name_20041#2,"""深刻的強電磁場製作清單3"""
Name_20042#2,"""強電磁場製作清單1"""
Name_20043#2,"""強電磁場製作清單2"""
Name_20044#2,"""強電磁場製作清單3"""
Name_20045#2,"""迅雷的天怒連擊製作清單1"""
Name_20046#2,"""迅雷的天怒連擊製作清單2"""
Name_20047#2,"""迅雷的天怒連擊製作清單3"""
Name_20048#2,"""集中的天怒連擊製作清單1"""
Name_20049#2,"""集中的天怒連擊製作清單2"""
Name_20050#2,"""集中的天怒連擊製作清單3"""
Name_20051#2,"""天怒連擊製作清單1"""
Name_20052#2,"""天怒連擊製作清單2"""
Name_20053#2,"""天怒連擊製作清單3"""
Name_20054#2,"""迅雷的伊魯．落雷製作清單1"""
Name_20055#2,"""迅雷的伊魯．落雷製作清單2"""
Name_20056#2,"""迅雷的伊魯．落雷製作清單3"""
Name_20057#2,"""集中的伊魯．落雷製作清單1"""
Name_20058#2,"""集中的伊魯．落雷製作清單2"""
Name_20059#2,"""集中的伊魯．落雷製作清單3"""
Name_20060#2,"""伊魯．落雷製作清單1"""
Name_20061#2,"""伊魯．落雷製作清單2"""
Name_20062#2,"""伊魯．落雷製作清單3"""
Name_30000#2,"""集中的風刃製作清單1"""
Name_30001#2,"""集中的風刃製作清單2"""
Name_30002#2,"""集中的風刃製作清單3"""
Name_30003#2,"""風斬的風刃製作清單1"""
Name_30004#2,"""風斬的風刃製作清單2"""
Name_30005#2,"""風斬的風刃製作清單3"""
Name_30006#2,"""風刃製作清單1"""
Name_30007#2,"""風刃製作清單2"""
Name_30008#2,"""風刃製作清單3"""
Name_30009#2,"""風斬的環風刃製作清單1"""
Name_30010#2,"""風斬的環風刃製作清單2"""
Name_30011#2,"""風斬的環風刃製作清單3"""
Name_30012#2,"""集中的環風刃製作清單1"""
Name_30013#2,"""集中的環風刃製作清單2"""
Name_30014#2,"""集中的環風刃製作清單3"""
Name_30015#2,"""環風刃製作清單1"""
Name_30016#2,"""環風刃製作清單2"""
Name_30017#2,"""環風刃製作清單3"""
Name_30018#2,"""多數的旋風柱製作清單1"""
Name_30019#2,"""多數的旋風柱製作清單2"""
Name_30020#2,"""多數的旋風柱製作清單3"""
Name_30021#2,"""風斬的旋風柱製作清單1"""
Name_30022#2,"""風斬的旋風柱製作清單2"""
Name_30023#2,"""風斬的旋風柱製作清單3"""
Name_30024#2,"""旋風柱製作清單1"""
Name_30025#2,"""旋風柱製作清單2"""
Name_30026#2,"""旋風柱製作清單3"""
Name_30027#2,"""效率的龍捲柱製作清單1"""
Name_30028#2,"""效率的龍捲柱製作清單2"""
Name_30029#2,"""效率的龍捲柱製作清單3"""
Name_30030#2,"""風斬的龍捲柱製作清單1"""
Name_30031#0,"""風斬的龍捲柱製作清單2"""
Name_30032#0,"""風斬的龍捲柱製作清單3"""
Name_30033#0,"""龍捲柱製作清單1"""
Name_30034#0,"""龍捲柱製作清單2"""
Name_30035#0,"""龍捲柱製作清單3"""
Name_30036#0,"""風斬的烈風衝擊製作清單1"""
Name_30037#0,"""風斬的烈風衝擊製作清單2"""
Name_30038#0,"""風斬的烈風衝擊製作清單3"""
Name_30039#0,"""集中的烈風衝擊製作清單1"""
Name_30040#0,"""集中的烈風衝擊製作清單2"""
Name_30041#0,"""集中的烈風衝擊製作清單3"""
Name_30042#0,"""烈風衝擊製作清單1"""
Name_30043#0,"""烈風衝擊製作清單2"""
Name_30044#0,"""烈風衝擊製作清單3"""
Name_30045#0,"""集中的風痕結界製作清單1"""
Name_30046#0,"""集中的風痕結界製作清單2"""
Name_30047#0,"""集中的風痕結界製作清單3"""
Name_30048#0,"""效率的風痕結界製作清單1"""
Name_30049#0,"""效率的風痕結界製作清單2"""
Name_30050#0,"""效率的風痕結界製作清單3"""
Name_30051#0,"""風痕結界製作清單1"""
Name_30052#0,"""風痕結界製作清單2"""
Name_30053#0,"""風痕結界製作清單3"""
Name_30054#0,"""廣域的伊魯．風刃製作清單1"""
Name_30055#0,"""廣域的伊魯．風刃製作清單2"""
Name_30056#0,"""廣域的伊魯．風刃製作清單3"""
Name_30057#0,"""集中的伊魯．風刃製作清單1"""
Name_30058#0,"""集中的伊魯．風刃製作清單2"""
Name_30059#0,"""集中的伊魯．風刃製作清單3"""
Name_30060#0,"""伊魯．風刃製作清單1"""
Name_30061#0,"""伊魯．風刃製作清單2"""
Name_30062#0,"""伊魯．風刃製作清單3"""
Name_40000#2,"""效率的光箭製作清單1"""
Name_40001#2,"""效率的光箭製作清單2"""
Name_40002#2,"""效率的光箭製作清單3"""
Name_40003#2,"""閃光的光箭製作清單1"""
Name_40004#2,"""閃光的光箭製作清單2"""
Name_40005#2,"""閃光的光箭製作清單3"""
Name_40006#2,"""光箭製作清單1"""
Name_40007#2,"""光箭製作清單2"""
Name_40008#2,"""光箭製作清單3"""
Name_40009#2,"""閃光的旋光劍製作清單1"""
Name_40010#2,"""閃光的旋光劍製作清單2"""
Name_40011#2,"""閃光的旋光劍製作清單3"""
Name_40012#2,"""集中的旋光劍製作清單1"""
Name_40013#2,"""集中的旋光劍製作清單2"""
Name_40014#2,"""集中的旋光劍製作清單3"""
Name_40015#2,"""旋光劍製作清單1"""
Name_40016#2,"""旋光劍製作清單2"""
Name_40017#2,"""旋光劍製作清單3"""
Name_40018#2,"""閃光的光之槍製作清單1"""
Name_40019#2,"""閃光的光之槍製作清單2"""
Name_40020#2,"""閃光的光之槍製作清單3"""
Name_40021#2,"""集中的光之槍製作清單1"""
Name_40022#2,"""集中的光之槍製作清單2"""
Name_40023#2,"""集中的光之槍製作清單3"""
Name_40024#2,"""光之槍製作清單1"""
Name_40025#2,"""光之槍製作清單2"""
Name_40026#2,"""光之槍製作清單3"""
Name_40027#2,"""多數的回復結界製作清單1"""
Name_40028#2,"""多數的回復結界製作清單2"""
Name_40029#2,"""多數的回復結界製作清單3"""
Name_40030#2,"""閃光的回復結界製作清單1"""
Name_40031#0,"""閃光的回復結界製作清單2"""
Name_40032#0,"""閃光的回復結界製作清單3"""
Name_40033#0,"""回復結界製作清單1"""
Name_40034#0,"""回復結界製作清單2"""
Name_40035#0,"""回復結界製作清單3"""
Name_40036#0,"""集中的淨化結界製作清單1"""
Name_40037#0,"""集中的淨化結界製作清單2"""
Name_40038#0,"""集中的淨化結界製作清單3"""
Name_40039#0,"""效率的淨化結界製作清單1"""
Name_40040#0,"""效率的淨化結界製作清單2"""
Name_40041#0,"""效率的淨化結界製作清單3"""
Name_40042#0,"""淨化結界製作清單1"""
Name_40043#0,"""淨化結界製作清單2"""
Name_40044#0,"""淨化結界製作清單3"""
Name_40045#0,"""多數的光之立場製作清單1"""
Name_40046#0,"""多數的光之立場製作清單2"""
Name_40047#0,"""多數的光之立場製作清單3"""
Name_40048#0,"""閃光的光之立場製作清單1"""
Name_40049#0,"""閃光的光之立場製作清單2"""
Name_40050#0,"""閃光的光之立場製作清單3"""
Name_40051#0,"""光之立場製作清單1"""
Name_40052#0,"""光之立場製作清單2"""
Name_40053#0,"""光之立場製作清單3"""
Name_40054#0,"""加速的伊魯．光箭製作清單1"""
Name_40055#0,"""加速的伊魯．光箭製作清單2"""
Name_40056#0,"""加速的伊魯．光箭製作清單3"""
Name_40057#0,"""閃光的伊魯．光箭製作清單1"""
Name_40058#0,"""閃光的伊魯．光箭製作清單2"""
Name_40059#0,"""閃光的伊魯．光箭製作清單3"""
Name_40060#0,"""伊魯．光箭製作清單1"""
Name_40061#0,"""伊魯．光箭製作清單2"""
Name_40062#0,"""伊魯．光箭製作清單3"""
Name_50000#2,"""深闇的闇影彈製作清單1"""
Name_50001#2,"""深闇的闇影彈製作清單2"""
Name_50002#2,"""深闇的闇影彈製作清單3"""
Name_50003#2,"""效率的闇影彈製作清單1"""
Name_50004#2,"""效率的闇影彈製作清單2"""
Name_50005#2,"""效率的闇影彈製作清單3"""
Name_50006#2,"""闇影彈製作清單1"""
Name_50007#2,"""闇影彈製作清單2"""
Name_50008#2,"""闇影彈製作清單3"""
Name_50009#2,"""集中的闇光陣製作清單1"""
Name_50010#2,"""集中的闇光陣製作清單2"""
Name_50011#2,"""集中的闇光陣製作清單3"""
Name_50012#2,"""深闇的闇光陣製作清單1"""
Name_50013#2,"""深闇的闇光陣製作清單2"""
Name_50014#2,"""深闇的闇光陣製作清單3"""
Name_50015#2,"""闇光陣製作清單1"""
Name_50016#2,"""闇光陣製作清單2"""
Name_50017#2,"""闇光陣製作清單3"""
Name_50018#2,"""集中的闇影之雨製作清單1"""
Name_50019#2,"""集中的闇影之雨製作清單2"""
Name_50020#2,"""集中的闇影之雨製作清單3"""
Name_50021#2,"""深闇的闇影之雨製作清單1"""
Name_50022#2,"""深闇的闇影之雨製作清單2"""
Name_50023#2,"""深闇的闇影之雨製作清單3"""
Name_50024#2,"""闇影之雨製作清單1"""
Name_50025#2,"""闇影之雨製作清單2"""
Name_50026#2,"""闇影之雨製作清單3"""
Name_50027#2,"""深闇的闇影追跡製作清單1"""
Name_50028#2,"""深闇的闇影追跡製作清單2"""
Name_50029#2,"""深闇的闇影追跡製作清單3"""
Name_50030#2,"""集中的闇影追跡製作清單1"""
Name_50031#0,"""集中的闇影追跡製作清單2"""
Name_50032#0,"""集中的闇影追跡製作清單3"""
Name_50033#0,"""闇影追跡製作清單1"""
Name_50034#0,"""闇影追跡製作清單2"""
Name_50035#0,"""闇影追跡製作清單3"""
Name_50036#0,"""集中的吸血結界製作清單1"""
Name_50037#0,"""集中的吸血結界製作清單2"""
Name_50038#0,"""集中的吸血結界製作清單3"""
Name_50039#0,"""效率的吸血結界製作清單1"""
Name_50040#0,"""效率的吸血結界製作清單2"""
Name_50041#0,"""效率的吸血結界製作清單3"""
Name_50042#0,"""吸血結界製作清單1"""
Name_50043#0,"""吸血結界製作清單2"""
Name_50044#0,"""吸血結界製作清單3"""
Name_50045#0,"""深闇的死亡漫延製作清單1"""
Name_50046#0,"""深闇的死亡漫延製作清單2"""
Name_50047#0,"""深闇的死亡漫延製作清單3"""
Name_50048#0,"""廣域的死亡漫延製作清單1"""
Name_50049#0,"""廣域的死亡漫延製作清單2"""
Name_50050#0,"""廣域的死亡漫延製作清單3"""
Name_50051#0,"""死亡漫延製作清單1"""
Name_50052#0,"""死亡漫延製作清單2"""
Name_50053#0,"""死亡漫延製作清單3"""
Name_50054#0,"""效率的伊魯．闇影彈製作清單1"""
Name_50055#0,"""效率的伊魯．闇影彈製作清單2"""
Name_50056#0,"""效率的伊魯．闇影彈製作清單3"""
Name_50057#0,"""深闇的伊魯．闇影彈製作清單1"""
Name_50058#0,"""深闇的伊魯．闇影彈製作清單2"""
Name_50059#0,"""深闇的伊魯．闇影彈製作清單3"""
Name_50060#0,"""伊魯．闇影彈製作清單1"""
Name_50061#0,"""伊魯．闇影彈製作清單2"""
Name_50062#0,"""伊魯．闇影彈製作清單3"""
Name_00000#5,"""火焔のフォイエレシピ１"""
Name_00001#5,"""火焔のフォイエレシピ２"""
Name_00002#5,"""火焔のフォイエレシピ３"""
Name_00003#5,"""効率のフォイエレシピ１"""
Name_00004#5,"""効率のフォイエレシピ２"""
Name_00005#5,"""効率のフォイエレシピ３"""
Name_00006#5,"""フォイエレシピ１"""
Name_00007#5,"""フォイエレシピ２"""
Name_00008#5,"""フォイエレシピ３"""
Name_00009#5,"""集中のギ・フォイエレシピ１"""
Name_00010#5,"""集中のギ・フォイエレシピ２"""
Name_00011#5,"""集中のギ・フォイエレシピ３"""
Name_00012#5,"""火焔のギ・フォイエレシピ１"""
Name_00013#5,"""火焔のギ・フォイエレシピ２"""
Name_00014#5,"""火焔のギ・フォイエレシピ３"""
Name_00015#5,"""ギ・フォイエレシピ１"""
Name_00016#5,"""ギ・フォイエレシピ２"""
Name_00017#5,"""ギ・フォイエレシピ３"""
Name_00018#5,"""火焔のラ・フォイエレシピ１"""
Name_00019#5,"""火焔のラ・フォイエレシピ２"""
Name_00020#5,"""火焔のラ・フォイエレシピ３"""
Name_00021#5,"""広域のラ・フォイエレシピ１"""
Name_00022#5,"""広域のラ・フォイエレシピ２"""
Name_00023#5,"""広域のラ・フォイエレシピ３"""
Name_00024#5,"""ラ・フォイエレシピ１"""
Name_00025#5,"""ラ・フォイエレシピ２"""
Name_00026#5,"""ラ・フォイエレシピ３"""
Name_00027#5,"""効率のサ・フォイエレシピ１"""
Name_00028#5,"""効率のサ・フォイエレシピ２"""
Name_00029#5,"""効率のサ・フォイエレシピ３"""
Name_00030#5,"""火焔のサ・フォイエレシピ１"""
Name_00031#5,"""火焔のサ・フォイエレシピ２"""
Name_00032#5,"""火焔のサ・フォイエレシピ３"""
Name_00033#5,"""サ・フォイエレシピ１"""
Name_00034#5,"""サ・フォイエレシピ２"""
Name_00035#5,"""サ・フォイエレシピ３"""
Name_00036#5,"""数多のシフタレシピ１"""
Name_00037#5,"""数多のシフタレシピ２"""
Name_00038#5,"""数多のシフタレシピ３"""
Name_00039#5,"""集中のシフタレシピ１"""
Name_00040#5,"""集中のシフタレシピ２"""
Name_00041#5,"""集中のシフタレシピ３"""
Name_00042#5,"""シフタレシピ１"""
Name_00043#5,"""シフタレシピ２"""
Name_00044#5,"""シフタレシピ３"""
Name_00045#5,"""火焔のナ・フォイエレシピ１"""
Name_00046#5,"""火焔のナ・フォイエレシピ２"""
Name_00047#5,"""火焔のナ・フォイエレシピ３"""
Name_00048#5,"""集中のナ・フォイエレシピ１"""
Name_00049#5,"""集中のナ・フォイエレシピ２"""
Name_00050#5,"""集中のナ・フォイエレシピ３"""
Name_00051#5,"""ナ・フォイエレシピ１"""
Name_00052#5,"""ナ・フォイエレシピ２"""
Name_00053#5,"""ナ・フォイエレシピ３"""
Name_00054#5,"""効率のイル・フォイエレシピ１"""
Name_00055#5,"""効率のイル・フォイエレシピ２"""
Name_00056#5,"""効率のイル・フォイエレシピ３"""
Name_00057#5,"""集中のイル・フォイエレシピ１"""
Name_00058#5,"""集中のイル・フォイエレシピ２"""
Name_00059#5,"""集中のイル・フォイエレシピ３"""
Name_00060#5,"""イル・フォイエレシピ１"""
Name_00061#5,"""イル・フォイエレシピ２"""
Name_00062#5,"""イル・フォイエレシピ３"""
Name_10000#3,"""効率のバータレシピ１"""
Name_10001#3,"""効率のバータレシピ２"""
Name_10002#3,"""効率のバータレシピ３"""
Name_10003#3,"""氷牙のバータレシピ１"""
Name_10004#3,"""氷牙のバータレシピ２"""
Name_10005#3,"""氷牙のバータレシピ３"""
Name_10006#3,"""バータレシピ１"""
Name_10007#3,"""バータレシピ２"""
Name_10008#3,"""バータレシピ３"""
Name_10009#3,"""氷牙のギ・バータレシピ１"""
Name_10010#3,"""氷牙のギ・バータレシピ２"""
Name_10011#3,"""氷牙のギ・バータレシピ３"""
Name_10012#3,"""効率のギ・バータレシピ１"""
Name_10013#3,"""効率のギ・バータレシピ２"""
Name_10014#3,"""効率のギ・バータレシピ３"""
Name_10015#3,"""ギ・バータレシピ１"""
Name_10016#3,"""ギ・バータレシピ２"""
Name_10017#3,"""ギ・バータレシピ３"""
Name_10018#3,"""数多のラ・バータレシピ１"""
Name_10019#3,"""数多のラ・バータレシピ２"""
Name_10020#3,"""数多のラ・バータレシピ３"""
Name_10021#3,"""氷牙のラ・バータレシピ１"""
Name_10022#3,"""氷牙のラ・バータレシピ２"""
Name_10023#3,"""氷牙のラ・バータレシピ３"""
Name_10024#3,"""ラ・バータレシピ１"""
Name_10025#3,"""ラ・バータレシピ２"""
Name_10026#3,"""ラ・バータレシピ３"""
Name_10027#3,"""広域のサ・バータレシピ１"""
Name_10028#3,"""広域のサ・バータレシピ２"""
Name_10029#3,"""広域のサ・バータレシピ３"""
Name_10030#3,"""氷牙のサ・バータレシピ１"""
Name_10031#3,"""氷牙のサ・バータレシピ２"""
Name_10032#3,"""氷牙のサ・バータレシピ３"""
Name_10033#3,"""サ・バータレシピ１"""
Name_10034#3,"""サ・バータレシピ２"""
Name_10035#3,"""サ・バータレシピ３"""
Name_10036#3,"""集中のデバンドレシピ１"""
Name_10037#3,"""集中のデバンドレシピ２"""
Name_10038#3,"""集中のデバンドレシピ３"""
Name_10039#3,"""数多のデバンドレシピ１"""
Name_10040#3,"""数多のデバンドレシピ２"""
Name_10041#3,"""数多のデバンドレシピ３"""
Name_10042#3,"""デバンドレシピ１"""
Name_10043#3,"""デバンドレシピ２"""
Name_10044#3,"""デバンドレシピ３"""
Name_10045#3,"""深刻のナ・バータレシピ１"""
Name_10046#3,"""深刻のナ・バータレシピ２"""
Name_10047#3,"""深刻のナ・バータレシピ３"""
Name_10048#3,"""氷牙のナ・バータレシピ１"""
Name_10049#3,"""氷牙のナ・バータレシピ２"""
Name_10050#3,"""氷牙のナ・バータレシピ３"""
Name_10051#3,"""ナ・バータレシピ１"""
Name_10052#3,"""ナ・バータレシピ２"""
Name_10053#3,"""ナ・バータレシピ３"""
Name_10054#3,"""集中のイル・バータレシピ１"""
Name_10055#3,"""集中のイル・バータレシピ２"""
Name_10056#3,"""集中のイル・バータレシピ３"""
Name_10057#3,"""氷牙のイル・バータレシピ１"""
Name_10058#3,"""氷牙のイル・バータレシピ２"""
Name_10059#3,"""氷牙のイル・バータレシピ３"""
Name_10060#3,"""イル・バータレシピ１"""
Name_10061#3,"""イル・バータレシピ２"""
Name_10062#3,"""イル・バータレシピ３"""
Name_20000#3,"""集中のゾンデレシピ１"""
Name_20001#3,"""集中のゾンデレシピ２"""
Name_20002#3,"""集中のゾンデレシピ３"""
Name_20003#3,"""効率のゾンデレシピ１"""
Name_20004#3,"""効率のゾンデレシピ２"""
Name_20005#3,"""効率のゾンデレシピ３"""
Name_20006#3,"""ゾンデレシピ１"""
Name_20007#3,"""ゾンデレシピ２"""
Name_20008#3,"""ゾンデレシピ３"""
Name_20009#3,"""雷迅のギ・ゾンデレシピ１"""
Name_20010#3,"""雷迅のギ・ゾンデレシピ２"""
Name_20011#3,"""雷迅のギ・ゾンデレシピ３"""
Name_20012#3,"""効率のギ・ゾンデレシピ１"""
Name_20013#3,"""効率のギ・ゾンデレシピ２"""
Name_20014#3,"""効率のギ・ゾンデレシピ３"""
Name_20015#3,"""ギ・ゾンデレシピ１"""
Name_20016#3,"""ギ・ゾンデレシピ２"""
Name_20017#3,"""ギ・ゾンデレシピ３"""
Name_20018#3,"""雷迅のラ・ゾンデレシピ１"""
Name_20019#3,"""雷迅のラ・ゾンデレシピ２"""
Name_20020#3,"""雷迅のラ・ゾンデレシピ３"""
Name_20021#3,"""効率のラ・ゾンデレシピ１"""
Name_20022#3,"""効率のラ・ゾンデレシピ２"""
Name_20023#3,"""効率のラ・ゾンデレシピ３"""
Name_20024#3,"""ラ・ゾンデレシピ１"""
Name_20025#3,"""ラ・ゾンデレシピ２"""
Name_20026#3,"""ラ・ゾンデレシピ３"""
Name_20027#3,"""加速のサ・ゾンデレシピ１"""
Name_20028#3,"""加速のサ・ゾンデレシピ２"""
Name_20029#3,"""加速のサ・ゾンデレシピ３"""
Name_20030#3,"""雷迅のサ・ゾンデレシピ１"""
Name_20031#3,"""雷迅のサ・ゾンデレシピ２"""
Name_20032#3,"""雷迅のサ・ゾンデレシピ３"""
Name_20033#3,"""サ・ゾンデレシピ１"""
Name_20034#3,"""サ・ゾンデレシピ２"""
Name_20035#3,"""サ・ゾンデレシピ３"""
Name_20036#3,"""雷迅のゾンディールレシピ１"""
Name_20037#3,"""雷迅のゾンディールレシピ２"""
Name_20038#3,"""雷迅のゾンディールレシピ３"""
Name_20039#3,"""深刻のゾンディールレシピ１"""
Name_20040#3,"""深刻のゾンディールレシピ２"""
Name_20041#3,"""深刻のゾンディールレシピ３"""
Name_20042#3,"""ゾンディールレシピ１"""
Name_20043#3,"""ゾンディールレシピ２"""
Name_20044#3,"""ゾンディールレシピ３"""
