MYROOM#0,"""My Room"""
Info_SetTimer#0,"""ตั้งเวลาบนเซิร์ฟเวอร์ให้เป็น$(0)นาฬิกา$(1)นาที$(2)วินาที"""
Info_TimeUp#0,"""ผ่านไป$(0)นาที !"""
Info_ClockPickUp#0,"""ขณะนี้ เป็นเวลา$(0)นาฬิกา"""
Title#7,"""タイマーのセット"""
Menu_Select01#1,"""1分"""
Menu_Select02#1,"""3分"""
Menu_Select03#1,"""5分"""
Menu_Cancel#1,"""キャンセル"""
Info_SetTimer#1,"""サーバー時間$(0)時$(1)分$(2)秒にセットしました。"""
Info_TimeUp#1,"""$(0)分経過！"""
Info_ClockPickUp#1,"""只今、$(0)時になりました。"""
Cancel#0,"""ย้อนกลับไป"""
ItemAdd#0,"""เพิ่มไอเท็ม"""
ItemDelete#0,"""เอาไอเท็มออก"""
MesetaEdit#0,"""ตั้งราคา"""
PlayInfo_Title#0,"""หมุนกาจาปอง"""
PlayInfo#0,"""ใช้ $(0) Meseta ต่อการหมุน 1 ครั้ง<br>ต้องการหมุนหรือไม่ ?<br>Meseta ที่มีอยู่ขณะนี้: $(1)"""
GetItem#0,"""ได้ไอเท็ม$(0)"""
ErrorItemMax#0,"""โกดังไม่มีที่ว่างอีกแล้ว"""
AddSetItem#0,"""เพิ่มไอเท็ม$(0)"""
DeleteSetItem#0,"""เอาไอเท็ม$(0)ออก"""
EditMesetaInfo#0,"""โปรดตั้งราคาสำหรับการหมุน Photon Gacha 1 ครั้ง<br>*ไม่สามารถตั้งให้ต่ำกว่าราคาต่ำสุดได้<br>(ราคารวมภาษี:  $(1)$(0))"""
Title_Check#2,"""ตรวจสอบกาจาปอง"""
Check_Title#0,"""ยืนยัน"""
EmptyItem#0,"""บันทึกเดี๋ยวนี้"""
Check_AddItem_Message#0,"""กำลังนำ $(0) บรรจุลง Photon Gacha<br>ยืนยันการบรรจุหรือไม่ ?"""
Check_Delete_Message#0,"""นำ$(0)ออกจากกาจาปอง?"""
AddIten_ResultMessage#0,"""$(0) เพิ่ม<br><br>ได้รับรายได้จากการ PhotoGacha<br>จาก Visiphone ร้านของฉัน<br>ภายใต้การจัดการร้านของฉัน> ยืนยันการขาย"""
DeleteIten_ResultMessage#0,"""$(0) ลบออก"""
GetIten_ResultTtile#0,"""PhotoGacha ผล"""
GetIten_ResultMessage#0,"""คุณได้ $(0)"""
MoveItem_Title#2,"""รายงาน"""
MoveItem_Message#2,"""คุณไม่สามารถที่จะเก็บรายการใน storehouse ของคุณ<br>เพราะไอเทมได้เกินจำนวนสูงสุดของ<br>รายการที่ได้รับอนุญาตหรือมีห้องพักใน ช่องเก็บของ ของคุณ """
Cancel#1,"""戻る"""
ItemAdd#1,"""アイテムの追加"""
ItemDelete#1,"""アイテムの取り下げ"""
MesetaEdit#1,"""価格設定"""
PlayInfo_Title#1,"""フォトガチャンを回す"""
PlayInfo#1,"""フォトガチャン１回$(0)メセタです。<br>回しますか？<br>あなたの現在の所持金は<br>$(1)メセタです。"""
GetItem#1,"""$(0)を手に入れました。"""
ErrorItemMax#1,"""倉庫が一杯で空き容量がありません。"""
AddSetItem#1,"""$(0)を追加しました。"""
DeleteSetItem#1,"""$(0)を取り下げました。"""
EditMesetaInfo#1,"""フォトガチャン１回の価格を設定してください。<br>※最低価格未満には変更できません。<br>（税込価格： $(1)$(0)）"""
Title_Check#3,"""確認"""
Check_Title#1,"""確認"""
EmptyItem#1,"""未登録"""
Check_AddItem_Message#1,"""$(0)を<br>フォトガチャンに追加します。<br>よろしいですか?"""
Check_Delete_Message#1,"""$(0)を<br>フォトガチャンから取り下げます。<br>よろしいですか?"""
AddIten_ResultMessage#1,"""$(0)を追加しました。<br><br>フォトガチャンの売り上げは、<br>ビジフォンのマイショップから<br>マイショップ管理\u3000＞ 売り上げ確認より、<br>受け取ることができます。"""
DeleteIten_ResultMessage#1,"""$(0)を取り下げました。"""
GetIten_ResultTtile#1,"""フォトガチャンの結果"""
GetIten_ResultMessage#1,"""$(0)を手に入れました。"""
MoveItem_Title#3,"""報告"""
MoveItem_Message#3,"""アイテムパックの空き容量不足、<br>またはアイテムの所持可能数を超えるため、<br>入手したアイテムを倉庫に預けました。"""
Title#8,"""ติดตั้งเพดานตกแต่ง"""
Title_Left#0,"""พอยท์"""
Title_Right#0,"""ของตกแต่งห้อง"""
MenuPoint1#0,"""ติดตั้งพอยท์1"""
MenuPoint2#0,"""ติดตั้งพอยท์2"""
MenuPoint3#0,"""ติดตั้งพอยท์3"""
MenuPoint4#0,"""ติดตั้งพอยท์4"""
None#0,"""ไม่มี"""
Select_Set#0,"""ติดตั้งของตกแต่ง"""
Select_Delete#0,"""ถอดออก"""
Title#9,"""ルームグッズ天井設置"""
Title_Left#1,"""ポイント"""
Title_Right#1,"""ルームグッズ"""
MenuPoint1#1,"""設置ポイント1"""
MenuPoint2#1,"""設置ポイント2"""
MenuPoint3#1,"""設置ポイント3"""
MenuPoint4#1,"""設置ポイント4"""
None#1,"""なし"""
Select_Set#1,"""グッズを設置する"""
Select_Delete#1,"""撤去する"""
Adaptive_Tune0#0,"""Tune A"""
Adaptive_Tune1#0,"""Tune B"""
Adaptive_Tune2#0,"""Tune C"""
Adaptive_Tune3#0,"""Tune D"""
Adaptive_Tune4#0,"""Tune E"""
Adaptive_Tune5#0,"""Tune F"""
Adaptive_Tune6#0,"""Tune G"""
Adaptive_Tune7#0,"""Tune H"""
Adaptive_Tune8#0,"""Tune I"""
Adaptive_Tune9#0,"""Tune J"""
Adaptive_Tune0#1,"""チューンA"""
Adaptive_Tune1#1,"""チューンB"""
Adaptive_Tune2#1,"""チューンC"""
Adaptive_Tune3#1,"""チューンD"""
Adaptive_Tune4#1,"""チューンE"""
Adaptive_Tune5#1,"""チューンF"""
Adaptive_Tune6#1,"""チューンG"""
Adaptive_Tune7#1,"""チューンH"""
Adaptive_Tune8#1,"""チューンI"""
Adaptive_Tune9#1,"""チューンJ"""
LayoutChangeCheckTitle#0,"""ยืนยันการเปลี่ยน Room ที่ใช้"""
LayoutChecge_MenuBase#0,"""My Room Layout$(0)<pict Arcscash>"""
LayoutChecge_MenuBase2#0,"""My Room Layout$(0)"""
LayoutChecge_Pattern_0#0,"""Mini Room"""
LayoutChecge_Pattern_1#0,"""A"""
LayoutChecge_Pattern_2#0,"""B"""
LayoutChecge_CheckInfo#0,"""จะเปลี่ยน My Room Layout เป็น \""$(0)\"" ใช่หรือไม่?"""
LayoutChecge_IfMyRoom#0,"""\""ใช้ My Room\"" จะมีระยะเวลาการใช้ภายในที่กำหนด (สามารถเริ่ม My Room ได้ที่ \""เปลี่ยน My Room ที่ใช้)"""
LayoutChangeCheckTitle#1,"""使用ルームの変更確認"""
LayoutChecge_MenuBase#1,"""マイルーム レイアウト$(0)<pict Arcscash>"""
LayoutChecge_MenuBase2#1,"""マイルーム レイアウト$(0)"""
LayoutChecge_Pattern_0#1,"""ミニルーム"""
LayoutChecge_Pattern_1#1,"""A"""
LayoutChecge_Pattern_2#1,"""B"""
LayoutChecge_CheckInfo#1,"""マイルームのレイアウトを<br>「$(0)」に変更します。<br>よろしいですか?"""
LayoutChecge_IfMyRoom#1,"""「マイルーム利用」有効期間内です。（マイルーム端末で「使用ルーム変更」可能）"""
Info_Weight#0,"""น่ำหนักของ$(0)อยูที่$(1)"""
Info_Weight#1,"""$(0)の体重は$(1)です。"""
StrongBox_Input#0,"""กรุณาใส่รหัสผ่าน"""
StrongBox_PinCode#0,"""ตั้งรหัส$(0)แล้ว"""
StrongBox_PinCodeTitle#0,"""ยืนยันรหัสผ่าน"""
StrongBox_Input#1,"""パスワードを入力してください。"""
StrongBox_PinCode#1,"""パスワードは、$(0)に設定されました。"""
StrongBox_PinCodeTitle#1,"""パスワード確認"""
CashBox_Num4#0,"""ตัวที่ 4"""
CashBox_Num5#0,"""ตัวที่ 5"""
CashBox_Num6#0,"""ตัวที่ 6"""
CashBox_Num7#0,"""ตัวที่ 7"""
CashBox_Num8#0,"""ตัวที่ 8"""
CashBox_Num9#0,"""ตัวที่ 9"""
CashBox_InputNum#0,"""โปรดเดารหัสผ่านให้ถูกต้อง<br>หากเดาผิด ระบบจะให้คำใบ้โดยแสดงเป็นค่าที่แตกต่างกับรหัสที่ตั้งไว้"""
CashBox_ChangeDigit#0,"""ปรับค่าเรียบร้อย"""
CashBox_Num4#1,"""4桁"""
CashBox_Num5#1,"""5桁"""
CashBox_Num6#1,"""6桁"""
CashBox_Num7#1,"""7桁"""
CashBox_Num8#1,"""8桁"""
CashBox_Num9#1,"""9桁"""
CashBox_InputNum#1,"""設定されているパスワードを予想し入力してください。<br>外れると当たりの数と桁違いの数がヒントとして<br>表示されます。"""
CashBox_ChangeDigit#1,"""設定が変更されました。"""
SelectSP_Title#0,"""เลือก Partner"""
SelectSP_Cancel#0,"""ย้อนกลับไป"""
SetSP#0,"""เรียก$(0)"""
Error_NotSP#0,"""เนื่องจากไม่มี Support Partner เลยไม่สามารถเรียกได้"""
SelectSP_Title#1,"""パートナー選択"""
SelectSP_Cancel#1,"""戻る"""
SetSP#1,"""$(0)を呼び出しました。"""
Error_NotSP#1,"""サポートパートナーを取得していないため、<br>呼び出すことができません。"""
Dice_Text_Title#0,"""ใส่ข้อความ"""
Enter#2,"""ตกลง"""
Cancel#2,"""ยกเลิก"""
DiceMenu_Title#0,"""ท็อปเมนูของลูกเต๋า"""
DiceMenu_Play#0,"""เขย่าลูกเต๋า"""
DiceMenu_Edit#0,"""ใส่ข้อความ"""
DiceMenu_Move#0,"""เคลื่อนย้ายของ"""
DiceMenu_Remove#0,"""ถอดออก"""
DiceMenu_Back#0,"""ย้อนกลับไป"""
Dice_Text_Title#1,"""メッセージを編集する"""
Enter#3,"""決定"""
Cancel#3,"""キャンセル"""
DiceMenu_Title#1,"""サイコロトップメニュー"""
DiceMenu_Play#1,"""サイコロを振る"""
DiceMenu_Edit#1,"""メッセージを編集する"""
DiceMenu_Move#1,"""グッズを動かす"""
DiceMenu_Remove#1,"""撤去する"""
DiceMenu_Back#1,"""戻る"""
Shower_1_1#0,"""ระดับน้ำเบา"""
Shower_1_2#0,"""ระดับน้ำปานกลาง"""
Shower_1_3#0,"""ระดับน้ำแรง"""
Shower_2_1#0,"""อุ่นน้อย"""
Shower_2_2#0,"""อุ่นปานกลาง"""
Shower_2_3#0,"""อุ่นมาก"""
ShowerTitle_1#0,"""ปรับระดับความแรง"""
ShowerTitle_2#0,"""ปรับระดับความอุ่น"""
Shower_1_1#1,"""水量を少なめに設定する"""
Shower_1_2#1,"""水量を普通に設定する"""
Shower_1_3#1,"""水量を多めに設定する"""
Shower_2_1#1,"""水温を低く設定する"""
Shower_2_2#1,"""水温を普通に設定する"""
Shower_2_3#1,"""水温を高く設定する"""
ShowerTitle_1#1,"""水量調節"""
ShowerTitle_2#1,"""水温調節"""
Timer_1#0,"""ถ่ายรูป"""
Timer_2#0,"""ถ่ายรูปใน 5 วินาที"""
Timer_3#0,"""ถ่ายรูปใน 10 วินาที"""
Timer_4#0,"""ถ่ายรูปใน 15 วินาที"""
Back#0,"""Back"""
ErrorShootTitle#0,"""รูปภาพ Error"""
ErrorShootMessage#0,"""ถ่ายรูปแล้ว"""
ErrorSettingTitle#0,"""รูปภาพ Error"""
ErrorSettingMessage#0,"""ไม่สามารถเปลี่ยนได้ เนื่องจาก อยู่ระหว่างการถ่ายรูปแล้ว"""
TimerTitle#0,"""Photo Menu"""
Timer_1#1,"""すぐに撮影"""
Timer_2#1,"""5秒後に撮影"""
Timer_3#1,"""10秒後に撮影"""
Timer_4#1,"""15秒後に撮影"""
Back#1,"""戻る"""
ErrorShootTitle#1,"""撮影エラー"""
ErrorShootMessage#1,"""既に撮影中です。"""
ErrorSettingTitle#1,"""撮影エラー"""
ErrorSettingMessage#1,"""撮影中のため、<br>設定を変更できませんでした。"""
TimerTitle#1,"""撮影メニュー"""
OrgelOn#0,"""เล่นกล่องดนตรี"""
OrgelOff#0,"""หยุดกล่องดนตรี"""
OrgelOn#1,"""オルゴールが鳴り出しました。"""
OrgelOff#1,"""オルゴールを止めました。"""
