TitleLogo_Enter#0,"""กดเพื่อเริ่มเกม"""
Send#2,"""ตกลง"""
Cancel#2,"""ย้อนกลับ"""
FormName#3,"""ワンタイムパスワード認証"""
Notice#1,"""ワンタイムパスワードを<yellow>半角<c>で入力してください。<br><br>ワンタイムパスワードは発行されてから<br><yellow>約1分間<c>で使えなくなります。<br>一定時間経過した場合は<br>あらためて「再発行」をお願いします。<br><br>また、<red>6回連続<c>で間違えますと、<br>ロック状態となります。<br>ロック状態の解除に関する情報は<br>プレイヤーズサイトにてご確認ください。"""
Send#3,"""決定"""
Cancel#3,"""戻る"""
FormName#4,"""ชื่อ ARKS"""
Notice#2,"""ชื่อ ARKS ก็คือ<br>เอกลักษณ์เฉพาะในการแยกแยะผู้เล่นใน <br>[Phantasy Star Online 2]<br><br>ชื่อ ARKS ที่ท่านตั้ง<yellow>จะปรากฏให้ผู้อื่นเห็น<c><br><br>ท่านไม่สามารถใช้ชื่อที่ซ้ำกับผู้เล่นท่านอื่นได้ โปรดระวังด้วย<br><br>ไม่เพียงแต่ตัวอักษร Half-width เท่านั้น <br><yellow>แต่ตัวอักษร Full-width เองก็ใช้ได้เช่นกัน<c>"""
Change_FormName#0,"""เปลี่ยนชื่อ ARKS"""
Change_Notice#0,"""ท่านกำลังดำเนินการเปลี่ยนชื่อ ARKS<br><br>ชื่อ ARKS ที่ท่านตั้ง<yellow>จะปรากฏให้ผู้อื่นเห็น<c><br><br>ท่านไม่สามารถใช้ชื่อที่ซ้ำกับผู้เล่นท่านอื่นได้ โปรดระวังด้วย<br><br><yellow>การเปลี่ยนชื่อ ARKS สามารถทำได้เพียงครั้งเดียวเท่านั้น<c><br><br>ไม่เพียงแต่ตัวอักษร Half-width เท่านั้น <br><yellow>แต่ตัวอักษร Full-width เองก็ใช้ได้เช่นกัน<c>"""
Send#4,"""ตกลง"""
Cancel#4,"""ย้อนกลับ"""
Error1#0,"""ไม่สามารถใช้ชื่อ ARKS นี้ได้<br>เนื่องจากมีการใส่เครื่องหมายสัญลักษณ์<br>หรือมีการเว้นวรรคที่หน้าหรือหลังชื่อตัวละคร"""
Error2#0,"""ชื่อ ARKS ของท่านมีคำห้ามใช้"""
Error3#0,"""เพื่อความปลอดภัย ชื่อ ARKSของท่านจะ<br>ไม่สามารถใช้ตัวอักษรซ้ำกับ Play ID ได้<br><br>โปรดใช้ชื่ออื่น<br><br>Error Code [2300]"""
Error4#0,"""มีผู้เล่นอื่นใช้ชื่อ ARKS นี้แล้ว"""
NameError_Unchanged#0,"""การเปลี่ยนชื่อ ARKS ถูกยกเลิก<br>เนื่องจากไม่มีการเปลี่ยนแปลง"""
MobileError1#0,"""เนื่องจากยังไม่มีการเชื่อมต่อกับตัวละครที่สร้างใน <br><yellow>[Phantasy Star Online2 es]<c>  ทำให้ไม่สามารถเล่นได้<br><br><yellow>โปรดตรวจสอบการเชื่อมต่อตัวละครจาก <br>[Phantasy Star Online2 es] และลองใหม่อีกครั้ง<c><br><br>โปรดตรวจสอบรายละเอียดจากคู่มือออนไลน์ของ [PSO2es] อีกครั้ง<br>โดยคลิก URL ตามด้านล่าง และกด (ยืนยัน) เพื่อเชื่อมต่อไปยังบราว์เซอร์<br><&URL pso2es_players_linkage>"""
MobileError1_v#0,"""เนื่องจากยังไม่มีการเชื่อมต่อกับตัวละครที่สร้างใน <br><yellow>[Phantasy Star Online2 es]<c>  ทำให้ไม่สามารถเล่นได้<br><br><yellow>โปรดตรวจสอบการเชื่อมต่อตัวละครจาก <br>[Phantasy Star Online2 es] และลองใหม่อีกครั้ง<c><br><br>โปรดตรวจสอบรายละเอียดจากคู่มือออนไลน์ของ [PSO2es] อีกครั้ง"""
MobileMessage1#0,"""สามารถเชื่อต่อกับตัวละครใน<yellow>[Phantasy Star Online2 es]<c>ได้สำเร็จ"""
FormName#5,"""プレイヤーIDネーム入力"""
Notice#3,"""プレイヤーIDネームとは<br>『ファンタシースターオンライン2』の中で<br>各プレイヤーを判別するための名前のことです。<br><br>設定したプレイヤーIDネームは、<br><yellow>他のユーザーに公開されます。<c><br><br>他のプレイヤーと重複するプレイヤーIDネームは<br>設定できませんのでご注意ください。<br><br>半角文字だけでなく、<yellow>全角文字も使用できます。<c>"""
Change_FormName#1,"""プレイヤーIDネーム変更"""
Change_Notice#1,"""プレイヤーIDネームを変更します。<br><br>設定したプレイヤーIDネームは、<br><yellow>他のユーザーに公開されます。<c><br><br>他のプレイヤーと重複するプレイヤーIDネームは<br>設定できませんのでご注意ください。<br><br><yellow>プレイヤーIDネームの変更は<br>一度しかおこなえません。<c><br><br>半角文字だけでなく、<yellow>全角文字も使用できます。<c>"""
Send#5,"""決定"""
Cancel#5,"""戻る"""
Error1#1,"""プレイヤーIDネームに使用できない<br>記号が含まれているか、<br>プレイヤーIDネームの前後に<br>半角または全角スペース記号が含まれています。"""
Error2#1,"""プレイヤーIDネームに<br>使用できない語句が含まれています。"""
Error3#1,"""プレイヤーIDネームに<br>SEGA IDと同じ文字列を含めることは、<br>セキュリティの都合上できません。<br><br>別の内容でご登録をお願いいたします。<br><br>エラーコード[2300]"""
Error4#1,"""このプレイヤーIDネームは、<br>他のプレイヤーがすでに使用しています。"""
NameError_Unchanged#1,"""プレイヤーIDネームに変更がなかったため<br>キャンセルしました。"""
MobileError1#1,"""<yellow>『ファンタシースターオンライン2 es』<c>で<br>作成されたキャラクターが連動されていないため、<br>プレイすることができません。<br><br><yellow>『ファンタシースターオンライン2 es』に戻って<br>キャラクター連動を行ってから<br>再度ログインしてください。<c><br><br>詳しくは『PSO2es』の<br>オンラインマニュアルをご確認ください。<br>以下のURLをクリック（決定）すると、<br>ブラウザーで開きます。<br><&URL pso2es_players_linkage>"""
MobileError1_v#1,"""<yellow>『ファンタシースターオンライン2 es』<c>で<br>作成されたキャラクターが連動されていないため、<br>プレイすることができません。<br><br><yellow>『ファンタシースターオンライン2 es』に戻って<br>キャラクター連動を行ってから<br>再度ログインしてください。<c><br><br>詳しくは『PSO2es』の<br>オンラインマニュアルをご確認ください。"""
MobileMessage1#1,"""<yellow>『ファンタシースターオンライン2 es』<c>からの<br>キャラクター連動に成功しました。"""
FormName#6,"""ยืนยันชื่อ ARKS"""
Notice#4,"""ท่านยืนยันที่จะใช้ชื่อ ARKS นี้หรือไม่ ?<br><br><yellow>*หลังจากจบการตั้งชื่อในขั้นตอนนี้แล้ว<br>หากต้องการเปลี่ยนชื่อในภายหลังจะมีการเรียกชำระ AC เป็นค่าใช้จ่าย<br>และสามารถเปลี่ยนได้เพียงครั้งเดียวเท่านั้น<c>"""
Back#0,"""ย้อนกลับ"""
Back_Help#0,"""ย้อนกลับไปหน้าใส่ชื่อ ARKS"""
Send#6,"""ลงทะเบียน"""
Send_Help#0,"""ลงทีเบียนชื่อที่ใส่ไว้"""
Notice_Change#0,"""ยืนยันการใช้ชื่อ ARKS ใหม่ตามด้านล่างนี้หรือไม่?<br><br><yellow>*การเปลี่ยนชื่อสามารถทำได้เพียงครั้งเดียวเท่านั้น<c>"""
Success_Change#0,"""เปลี่ยนชื่อ ARKS สำเร็จ"""
Failure_Change#0,"""เปลี่ยนชื่อ ARKS ล้มเหลว"""
ErrorNoTicket#0,"""ไม่สามารถเปลี่ยนชื่อ ARKS ได้<br>เนื่องจากท่านไม่มีตั๋วสำหรับเปลี่ยนชื่อ"""
ErrorName#0,"""ไม่สามารถใช้ชื่อ ARKS นี้ได้<br>โปรดใส่ชื่ออื่นและลองอีกครั้ง"""
ErrorDone#0,"""ไม่สามารถเปลี่ยนชื่อ ARKS ได้<br>เนื่องจากการเปลี่ยนชื่อของท่านถูกระงับ"""
ErrorUnchanged#0,"""การเปลี่ยนชื่อ ARKS  ถูกยกเลิก<br>เนื่องจากไม่มีการเปลี่ยนแปลง"""
ErrorOther#0,"""ไม่สามารถเปลี่ยนชื่อ ARKS ได้<br>เนื่องจากเกิดความผิดปกติกับระบบเกม"""
FormName#7,"""プレイヤーIDネーム確認"""
Notice#5,"""以下のプレイヤーIDネームで登録します。<br>よろしいですか？<br><br><br><yellow>※登録後、ACを消費することにより<br>一度だけ変更することができます。<c>"""
Back#1,"""戻る"""
Back_Help#1,"""プレイヤーIDネーム<br>入力画面に戻ります。"""
Send#7,"""登録"""
Send_Help#1,"""登録手続きに進みます。"""
Notice_Change#1,"""以下のプレイヤーIDネームで再登録します。<br>よろしいですか？<br><br><br><yellow>※一度だけ再登録することができます。<c>"""
Success_Change#1,"""プレイヤーIDネームの変更に成功しました。"""
Failure_Change#1,"""プレイヤーIDネームの変更に失敗しました。"""
ErrorNoTicket#1,"""プレイヤーIDネームの変更権を所持していないため<br>名前を変更できませんでした。"""
ErrorName#1,"""このプレイヤーIDネームは使用できません。<br>別の名前を入力してください。"""
ErrorDone#1,"""プレイヤーIDネームの変更が停止されているため<br>名前を変更できませんでした。"""
ErrorUnchanged#1,"""プレイヤーIDネームに変更がなかったため<br>キャンセルしました。"""
ErrorOther#1,"""システムエラーが発生したため<br>名前を変更できませんでした。"""
Title#2,""" Login """
TitleAndShip#0,""" Login  (Ship: $(0))"""
TitleFacebook#0,""" Login ผ่านทาง Facebook"""
Button_Ok#0,""" Login """
Button_Cancel#0,"""กลับ"""
Button_Facebook#0,""" Login ผ่านทาง Facebook ID"""
Caption_IdName#0,"""Play ID"""
Caption_PassWord#0,"""Password"""
Check_SaveAccount#0,"""บันทึก Account"""
Check_SavePassWord#0,"""บันทึก Password"""
ID_Help_Vita#0,"""กำลังเชื่อมต่อ Account ของ Play ID <br>โปรดใส่รหัส Play ID ที่ได้ลงทะเบียนไว้"""
ID_Success_Title#0,"""การเชื่อมต่อเสร็จสิ้น"""
ID_Success_Text#0,"""การเชื่อมต่อ Account ของ Play ID เสร็จสมบูรณ์"""
Title#3,"""ログイン"""
TitleAndShip#1,"""ログイン\u3000（接続先：$(0)）"""
TitleFacebook#1,"""フェイスブックログイン"""
Button_Ok#1,"""ログイン"""
Button_Cancel#1,"""戻る"""
Button_Facebook#1,"""フェイスブックIDでログイン"""
Caption_IdName#1,"""SEGA ID"""
Caption_PassWord#1,"""パスワード"""
Check_SaveAccount#1,"""アカウントを保存"""
Check_SavePassWord#1,"""パスワードを保存"""
ID_Help_Vita#1,"""Sony Entertainment Networkアカウントと<br>SEGA IDの連携を行います。<br>登録したSEGA IDとパスワードを入力して下さい。"""
ID_Success_Title#1,"""連携完了"""
ID_Success_Text#1,"""Sony Entertainment Networkアカウントと<br>SEGA IDの連携が完了しました。"""
Title#4,"""ระบบชวนเพื่อน"""
Message#2,"""หากท่านเริ่มเล่นด้วยคำชวนจากเพื่อนที่เคยเล่น<br>เกม [Phantasy Star Online 2] มาก่อนแล้ว <br>ท่านทั้งสองจะได้รับของขวัญสุดพิเศษ!<br><br>ถ้าท่านได้รับคำชวนจากเพื่อน ให้ใส่ <yellow>รหัส ARKS<c>  ของเพื่อน<br>ซึ่งเป็นตัวเลข 8 หลัก และสามารถตรวจสอบรหัสนี้ได้ที่หน้าเลือก<br>ตัวละครหัวข้อระบบเชิญชวน<br><br>หากเลือก<yellow>ไม่ใช้<c> โดยไม่ใส่รหัส ARKSของเพื่อนจะทำการเริ่มเกมทันที"""
Regist#0,"""ใช้"""
NotRegist#0,"""ไม่ใช้"""
CanInvitedSystemErrorMessage#0,"""เกิดความผิดพลาดขึ้นกับระบบ<br>โปรดรอสักครู่ และลองใหม่อีกครั้ง<br><br>[No.2301]"""
InvitedNotExistErrorMessage#0,"""ไม่มีตัวละครที่มีรหัส ARKS <yellow>$(0)<c>  อยู่ใน <yellow>$(1)<c><br>โปรดตรวจสอบรหัส ARKS หรือ Ship ที่ท่าน Login อีกครั้ง"""
InvitedSystemErrorMessage#0,"""เกิดความผิดพลาดขึ้นกับระบบ<br>โปรดรอสักครู่ และลองใหม่อีกครั้ง<br><br>[No.2301]"""
Title#5,"""お友達招待システム"""
Message#3,"""お友達の招待を受けて<br>『ファンタシースターオンライン２』を始めると、<br>ゲームを一定まで進めた時点で<br>おふたりにすてきなアイテムをプレゼントします！<br><br>お友達からの招待を受けている場合は、<br>お友達のプレイヤーIDを<br><yellow>半角数字<c>で入力してください。<br><br>入力せずに「利用しない」を選択すると、<br>お友達招待システムを利用せずにゲームを始めます。"""
Regist#1,"""決定"""
NotRegist#1,"""利用しない"""
CanInvitedSystemErrorMessage#1,"""システムエラーが起こりました。<br>時間をおいて、再度お試しください。<br><br>[No.2301]"""
InvitedNotExistErrorMessage#1,"""プレイヤーID<yellow>$(0)<c>のプレイヤーのキャラクターは<br><yellow>$(1)<c>には存在しません。<br>入力したプレイヤーID、もしくはログインしたシップに<br>誤りがないかご確認ください。"""
InvitedSystemErrorMessage#1,"""システムエラーが起こりました。<br>時間をおいて、再度お試しください。<br><br>[No.2301]"""
StartMenu_CharaSelect#0,"""เลือกตัวละคร"""
StartMenu_Regist#0,"""-"""
StartMenu_SupportMenu#0,"""เมนูช่วยเหลือ"""
StartMenu_InviteMenu#0,"""ระบบเชิญชวน"""
StartMenu_LoginHistory#0,"""ประวัติการ Login"""
StartMenu_Credit#0,"""Credit"""
StartMenu_GameEnd#0,"""ออกเกม"""
StartMenu_ReturnTitle#0,"""กลับสู่หน้าหลัก"""
StartMenu_Back#0,"""ออกจากระบบ"""
StartMenu_OnlineManualURL#0,"""http://pso2.playpark.com/th/GameGuide?type=5866"""
StartMenu_OnlineManualURLVita#0,"""http://pso2.playpark.com/th/GameGuide?type=5866"""
StartMenu_InviteText#0,"""หากท่านชวนเพื่อนๆ มาเล่น [Phantasy Star Online 2]<br>เมื่อเพื่อนๆ ของท่านเล่นไปได้จนถึงระดับที่กำหนด<br>ท่านและเพื่อนๆ ของท่านก็จะได้รับของขวัญสุดพิเศษ!<br><br>รหัส ARKS ของท่าน: <yellow>$(0)<c><br>Ship ของท่าน: <yellow>$(1)<c><br><br>ใส่ข้อมูลเหล่านี้หรือข้อความอื่นๆ ลงใน e-mail  <br>และส่งให้กับเพื่อนๆ ที่ต้องการชวน<br><br>คัดลอกข้อมูลไปยังคลิปบอร์ด?"""
StartMenu_InviteText_v#0,"""หากท่านชวนเพื่อนๆ มาเล่น [Phantasy Star Online 2]<br>เมื่อเพื่อนๆ ของท่านเล่นไปได้จนถึงระดับที่กำหนด<br>ท่านและเพื่อนๆ ของท่านก็จะได้รับของขวัญสุดพิเศษ!<br><br>รหัส ARKS ของท่าน: <yellow>$(0)<c><br>Ship ของท่าน: <yellow>$(1)<c><br><br>ยืนยัน ชื่อ ARKS และ Ship และแจ้งให้กับ<br>เพื่อนๆ ที่ท่านต้องการชวน"""
StartMenu_ClipboardText#0,"""หากเริ่มเกม [Phantasy Star Online 2] โดยใช้ระบบชวนเพื่อน ท่านและเพื่อนก็จะได้รับของขวัญสุดพิเศษ!<br>กรุณากรอกข้อมูลทางด้านล่างขณะลงทะเบียน<br>Ship ที่เพื่อนอยู่: $(1)<br>รหัส ARKS ของเพื่อน: $(0)"""
StartMenu_CharaSelect#1,"""キャラクター選択"""
StartMenu_Regist#1,"""-"""
StartMenu_SupportMenu#1,"""サポートメニュー"""
StartMenu_InviteMenu#1,"""お友達招待システム"""
StartMenu_LoginHistory#1,"""ログイン履歴"""
StartMenu_Credit#1,"""クレジット"""
StartMenu_GameEnd#1,"""ゲーム終了"""
StartMenu_ReturnTitle#1,"""タイトルに戻る"""
StartMenu_Back#1,"""ログアウト"""
StartMenu_OnlineManualURL#1,"""http://pso2.jp/players/manual/"""
StartMenu_OnlineManualURLVita#1,"""http://pso2.jp/vita/players/manual/"""
StartMenu_InviteText#1,"""『ファンタシースターオンライン２』に<br>お友達を招待していただくと、<br>お友達がゲームを一定まで進めた時点で<br>おふたりにすてきなアイテムをプレゼントします！<br><br>招待者のプレイヤーID：\u3000<yellow>$(0)<c><br>招待者の接続シップ：\u3000<yellow>$(1)<c><br><br>こちらをメールなどに貼りつけて<br>招待したいお友達にお送りください。<br><br>クリップボードにコピーしますか？"""
StartMenu_InviteText_v#1,"""『ファンタシースターオンライン２』に<br>お友達を招待していただくと、<br>お友達がゲームを一定まで進めた時点で<br>おふたりにすてきなアイテムをプレゼントします！<br><br>招待者のプレイヤーID：\u3000<yellow>$(0)<c><br>招待者の接続シップ：\u3000<yellow>$(1)<c><br><br>自分の「プレイヤーID」と「接続シップ」を確認して<br>招待したいお友達に教えましょう。"""
StartMenu_ClipboardText#1,"""お友達招待システムを使って『ファンタシースターオンライン２』を始めると、あなたとお友達にすてきなアイテムをプレゼント！<br>登録時に下の内容をご入力ください。<br>お友達がいるシップ：$(1)<br>お友達のプレイヤーＩＤ：$(0)"""
StartMenu_CharaSelect#2,"""สามารถเลือกตัวละครที่ต้องการ<br>หรือสร้างตัวละครใหม่ได้"""
StartMenu_Regist#2,"""-"""
StartMenu_SupportMenu#2,"""สามารถปรับการตั้งค่า<br>ตัวเลือกต่างๆ ได้"""
StartMenu_InviteMenu#2,"""สามารถชวนเพื่อน<br>มาเล่นเกมได้"""
StartMenu_LoginHistory#2,"""สามารถดูประวัติ<br>การ Login ได้"""
StartMenu_Credit#2,"""ดู Credit ผู้สร้างเกม"""
StartMenu_GameEnd#2,"""ออกเกม"""
StartMenu_ReturnTitle#2,"""กลับสู่หน้าหลัก"""
StartMenu_CharaSelect#3,"""プレイするキャラクターを選択するか、<br>キャラクターを新規作成できます"""
StartMenu_Regist#3,"""-"""
StartMenu_SupportMenu#3,"""オプション設定など<br>各種設定ができます"""
StartMenu_InviteMenu#3,"""お友達をゲームに<br>招待することができます"""
StartMenu_LoginHistory#3,"""ログイン履歴を<br>見ることができます"""
StartMenu_Credit#3,"""クレジットを表示します"""
StartMenu_GameEnd#3,"""ゲームを終了します"""
StartMenu_ReturnTitle#3,"""タイトルに戻ります"""
SupportMenu_PcAccept#0,"""ระบบยืนยัน PC"""
SupportMenu_Configuration#0,"""ตัวเลือก"""
SupportMenu_UserInfo#0,"""เปลี่ยนแปลงข้อมูลผู้ใช้"""
SupportMenu_UserInfo_v#0,"""เปลี่ยนแปลงข้อมูลผู้ใช้ (ไปสู่หน้าเว็บ)"""
SupportMenu_SegaId#0,"""ยืนยัน Play ID"""
SupportMenu_OnlineManual#0,"""คู่มือออนไลน์"""
SupportMenu_ChangeIDName#0,"""เปลี่ยนชื่อ Player ID"""
SupportMenu_CordInput#0,"""-"""
Title#6,"""เมนูช่วยเหลือ"""
SegaIdForm_Title#0,"""ยืนยัน Play ID"""
SegaIdForm_Message#0,"""Play ID ของคุณคือ<br>$(0)"""
Confirm_Title#0,"""ยืนยันการดำเนินบราวเซอร์"""
Confirm_Message#0,"""กำลังย้ายบราว์เซอร์ไปยังหน้าเว็บ <br>ยินยอมให้ยกเลิกการเชื่อมต่อเกมหรือไม่? <br>*หากเล่นเกมอีกครั้งจะย้อนกลับไปหน้าไตเติล"""
ConsumeCheck#0,"""<pict Arcscash><c ff4f3f>รายการต่อไปนี้มีการชำระเป็น AC<c><br>การเปลี่ยนชื่อ Player ID นั้น<br>จำเป็นต้องต้อง [ตั๋วเปลี่ยนชื่อ Player ID]<br><br>-การเปลี่ยนชื่อ Player ID<br> สามารถทำได้<yellow>เพียง 1 ครั้งเท่านั้น<c><br><br>-ไม่สามารถเปลี่ยนเป็นชื่อที่<red>มีผู้อื่นใช้อยู่<c> หรือ <red>เคยถูกใช้ไปแล้ว<c>ได้<br> (ในกรณีที่การเปลี่ยนชื่อถูกยกเลิก จะไม่เสียตั๋วเปลี่ยนชื่อแต่อย่างใด)<br><br>ท่านต้องการซื้อตั๋วเปลี่ยนชื่อ Player ID ด้วย AC จำนวน $(0) หรือไม่?<br><br><yellow>AC ที่มีขณะนี้: $(1)<c><br>"""
ChargeTitle#0,"""เติม AC"""
ChargeMessage#0,"""ท่านมี AC ไม่เพียงพอ <br>ท่านต้องการซื้อเพิ่มหรือไม่?"""
ChargeMessage_v#0,"""ท่านมี AC ไม่เพียงพอ <br>ท่านต้องการซื้อเพิ่มหรือไม่?<br><br><yellow>*ตัวเกมจะถูก Logout<br>และทำการเปิดเบราเซอร์เพื่อไปยังหน้าเวบสำหรับเติม AC โดยอัตโนมัติ<c>"""
TimeOutMessage#0,"""ไม่มีการตอบสนองจากเซิร์ฟเวอร์<br><br>[No.2302]"""
ErrorDone#2,"""ท่านเคยเปลี่ยนชื่อ ARKS ไปแล้วครั้งหนึ่ง<br>จึงไม่สามารถเปลี่ยนชื่อได้อีก"""
ErrorOther#2,"""เกิดความผิดพลาดขึ้นกับระบบ<br>โปรดรอสักครู่ และลองใหม่อีกครั้ง<br><br>[No.2301]"""
ErrorHas#0,"""ไม่สามารถซื้อได้<br>เนื่องจากท่านมี [ตั๋วเปลี่ยนชื่อ ARKS] อยู่แล้ว"""
BuyFailure#0,"""การซื้อล้มเหลว"""
ShortageAC#0,"""การซื้อล้มเหลวเนื่องจากมี AC ไม่เพียงพอ"""
BuySuccess#0,"""ทำการซื้อเรียบร้อยแล้ว"""
SupportMenu_PcAccept#1,"""PC認証"""
SupportMenu_Configuration#1,"""オプション"""
SupportMenu_UserInfo#1,"""ユーザー情報変更"""
SupportMenu_UserInfo_v#1,"""ユーザー情報変更(Webページへ)"""
SupportMenu_SegaId#1,"""SEGA ID確認"""
SupportMenu_OnlineManual#1,"""オンラインマニュアル"""
SupportMenu_ChangeIDName#1,"""プレイヤーIDネーム変更"""
SupportMenu_CordInput#1,"""-"""
Title#7,"""サポートメニュー"""
SegaIdForm_Title#1,"""SEGA ID確認"""
SegaIdForm_Message#1,"""あなたのSEGA IDは<br>$(0)<br>です。"""
Confirm_Title#1,"""ブラウザー起動確認"""
Confirm_Message#1,"""ブラウザーを起動し、Webページへ移動します。<br>ゲームは中断されますがよろしいですか？<br> <br>※ゲームを再開するとタイトル画面に戻ります。"""
ConsumeCheck#1,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>プレイヤーIDネームを変更するには、<br>「プレイヤーIDネーム変更権」が必要です。<br><br>・プレイヤーIDネームの変更は、<br>\u30001つのアカウントにつき<yellow>一度のみ可能です。<c><br><br>・他のプレイヤーが<red>使用中<c>、または<red>使用済<c>の<br>\u3000名前には変更できません。（この時、購入した<br>\u3000プレイヤーIDネーム変更権は消費されません）<br><br>$(0)ACで「プレイヤーIDネーム変更権」を<br>購入しますか？<br><br><yellow>所持AC：$(1)<c>"""
ChargeTitle#1,"""ACチャージ"""
ChargeMessage#1,"""ACが不足しています。<br>チャージしますか？"""
ChargeMessage_v#1,"""ACが不足しています。<br>チャージしますか？<br><br><yellow>※ブラウザーを起動し、Webページへ移動します。<br>ゲームは中断してログアウトされます。<c>"""
TimeOutMessage#1,"""サーバーから応答がありませんでした。<br><br>[No.2302]"""
ErrorDone#3,"""すでに変更されています。<br>プレイヤーIDネームの変更は一度のみです。"""
ErrorOther#3,"""システムエラーが起こりました。<br>時間をおいて、再度お試しください。<br><br>[No.2301]"""
ErrorHas#1,"""既に「プレイヤーIDネーム変更権」を所持しているため、<br>購入する必要はありません。"""
BuyFailure#1,"""購入に失敗しました。"""
ShortageAC#1,"""ACが不足しているため、購入に失敗しました。"""
BuySuccess#1,"""購入に成功しました。"""
SupportMenu_PcAccept#2,"""เปิด/ปิดระบบยืนยัน PC หรือเปลี่ยนข้อมูลลงทะเบียน"""
SupportMenu_Configuration#2,"""เปลี่ยนคุณภาพภาพ, เสียง, และการตั้งค่าอื่นๆ"""
SupportMenu_UserInfo#2,"""เปลี่ยนข้อมูลลงทะเบียนของท่าน"""
SupportMenu_OnlineManual#2,"""ดู Online Manual """
SupportMenu_ChangeIDName#2,"""เปลี่ยนชื่อ ARKS"""
SupportMenu_CordInput#2,"""-"""
SupportMenu_PcAccept#3,"""PC認証のON/OFFや登録情報を変更します"""
SupportMenu_Configuration#3,"""グラフィックやサウンド設定などを変更します"""
SupportMenu_UserInfo#3,"""お客様の登録情報を変更します"""
SupportMenu_OnlineManual#3,"""オンラインマニュアルを表示します"""
SupportMenu_ChangeIDName#3,"""プレイヤーIDネームを変更します"""
SupportMenu_CordInput#3,"""-"""
CharaSelectMenu_Decide#0,"""เริ่มเกม"""
CharaSelectMenu_Create#0,"""สร้างตัวละคร"""
CharaSelectMenu_Delete#0,"""ลบตัวละคร"""
CharaSelectMenu_Setting#0,"""ดำเนินการอื่นๆ"""
CharaSelectMenu_Send#0,"""ตกลง"""
CharaSelectMenu_Cancel#0,"""ยกเลิก"""
CharaSelectMenu_Back#0,"""ย้อนกลับ"""
CharaSelectMenu_Transport#0,"""ย้ายตัวละครไป Ship อื่น"""
CharaSelectMenu_ChangeName#0,"""เปลี่ยนชื่อตัวละคร"""
CharaSelectMenu_DeleteRequest#0,"""<yellow>อยู่ระหว่างขอลบตัวละคร<c>"""
CharaSelectMenu_DeleteConfirm#0,"""<yellow>[ข้อควรระวังเกี่ยวกับการลบตัวละคร]<c><br><br>-เมื่อเริ่มดำเนินการขอลบตัวละครแล้ว<br> ข้อมูลตัวละครนั้นๆ จะถูกลบหลังจากเวลาผ่านไปครบ 24 ชั่วโมง<br> ในระหว่างที่ตัวละครยังไม่ถูกลบ <yellow>ผู้เล่นสามารถขอยกเลิกการลบได้<c><br> โดยหลังจากขอยกเลิกแล้วหากต้องการขอลบตัวละครอีกครั้ง <br> เวลาจะกลับไปเริ่มนับใหม่ทั้งหมด<br><br> <yellow>*โปรดตรวจสอบตารางการปิดปรับปรุงเซิร์ฟเวอร์ให้แน่ใจ<br> เพราะหากระหว่างการขอลบตัวละครเป็นเวลาตรงกับกำหนดการปิดปรับปรุงเซิร์ฟเวอร์<br> ผู้เล่นจะไม่สามารถเข้าเกมมาเพื่อทำการยกเลิกการลบตัวละครได้<c><br><br>- ท่านจะไม่ได้รับ <yellow>[Create Character Pass]<c> คืนเมื่อลบตัวละครไป<br> การสร้างตัวละครใหม่หลังจากลบตัวละครเก่าไปแล้วท่านจำเป็นจะต้องซื้อ <br> [Create Character Pass]  ใหม่อีกครั้ง กรุณาระมัดระวังในการลบตัวละครด้วย<br> ทว่าในกรณีที่ตัวละครของท่านเป็น 0 ท่านไม่จำเป็นต้องมี<br> [Create Character Pass] ในการสร้างตัวละคร<br><br>- <yellow>ไอเทมที่ตัวละครและ Support Partner ครอบครองอยู่ทั้งหมด<c><br> (รวมถึงไอเทมที่ซื้อด้วย AC) และ <yellow>Character-Dependent Expansions<c> ที่ซื้อไว้<br> เมื่อทำการลบตัวละครก็จะหายตามไปด้วย<br><br><yellow>ถ้าต้องการยืนยันการลบตัวละคร ให้กด Ctrl ค้างขณะที่กดปุ่ม [ตกลง]<c>"""
