OrderList#0,"""Daily Craft List"""
AddLinePassBuyConfirmMessage#0,"""<pict Arcscash><c ff4f3f>ชำระเป็น AC<c><br>เพื่อเปิดใช้ Ex Line<br>ต้องการไปยังหน้ายืนยันการชำระ<br>เพื่อเปิดใช้งาน <yellow>[Ex Line]<c> หรือไม่?<br><br><yellow>*Craft Line ที่เปิดใช้แล้ว<br>สามารถใช้งานได้ทุกตัวละคร<c><br><br><yellow>(จำนวน AC ที่มี: $(0))<c><br>"""
ConditionLineReleaseMessage#0,"""Craft Line [$(0)] ได้ถูกเปิดใช้งานแล้ว"""
ResultInfo#1,"""実績情報"""
CraftResult#1,"""クラフト実績"""
CraftLine#1,"""使用するクラフトラインの選択"""
CraftRecipe#1,"""習得クラフトレシピ確認"""
ResultFavor#1,"""実績解除恩恵"""
ResultCondition#1,"""実績解除条件"""
Level#1,"""次のレベルアップまで：あと"""
ResultNum#1,"""解除済み実績数："""
Charge#1,"""クールタイム中"""
Line#1,"""作成可能"""
Lock#1,"""未解放"""
Expire#1,"""期限切れ"""
Line01#1,"""01基本ライン"""
Line02#1,"""02基本ライン"""
Line03#1,"""03基本ライン"""
PremiumLine01#1,"""04プレミアムライン"""
PremiumLine02#1,"""05プレミアムライン"""
PremiumLine03#1,"""06プレミアムライン"""
ExpansionLine01#1,"""07拡張ライン"""
ExpansionLine02#1,"""08拡張ライン"""
ExpansionLine03#1,"""09拡張ライン"""
PremiumRelease#1,"""プレミアムで解放可能"""
ACRelease#1,"""ACで解放可能"""
ConditionRelease#1,"""解放条件を確認"""
Shortening#1,"""時間短縮可能"""
NotReleaseMessage#1,"""このクラフトラインは<br>解放されていないため選択できません。"""
NotReleaseConditionMessage#1,"""この基本ラインは<br>解放されていないため選択できません。<br>クラフトレベル Lv.$(0) で解放されます。"""
ChargeMessage#1,"""「リリパリウム」を所持していないため、<br>クールタイムを短縮できません。<br><br>「リリパリウム」は、クエストやACショップで<br>入手可能で、サイズが大きいほど<br>クールタイム短縮効果も大きくなります。"""
AddLineDisableMessage#1,"""このクラフトラインは使用できません。<br>$(0)を追加することで購入可能になります。"""
LineChargeTimeRemain#1,"""残り：$(0)"""
LineChargeTimeSecond#1,"""1分未満"""
ChargeItemUseConfirmMessage#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>アイテム<yellow>「リリパリウム」<c>を使用すると、<br>クールタイムを短縮できます。<br><br>「リリパリウム」は、クエストやACショップで<br>入手可能で、サイズが大きいほど<br>クールタイム短縮効果も大きくなります。<br><br>「リリパリウム」のサイズを選択し、<br>クールタイムを短縮しますか？"""
ChargeItemSelectTitle#1,"""クールタイム短縮アイテム選択"""
ChargeItemSelectMessage#1,"""使用する「リリパリウム」を選択してください。"""
SelectChargeItemUseConfirmMessage#1,"""$(0)を使用して<br>クールタイムを短縮します。<br>よろしいですか？"""
AddLinePassBuyConfirmMessage#1,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>拡張ラインを解放します。<br><yellow>「クラフトライン追加」<c>の<br>購入確認画面に進みますか？<br><br><yellow>※クラフトラインの追加は、<br>\u3000\u3000キャラクターごとに行われます。<c><br><br><yellow>(所持AC：$(0))<c>"""
ConditionLineReleaseMessage#1,"""クラフトライン「$(0)」が解放されました。"""
Details#0,"""รายละเอียด"""
ExtendDetails#0,"""ข้อมูล Recipe (Equipment Extend)"""
TechnicDetails#0,"""ข้อมูล Recipe (Technic Customize)"""
EnchantDetails#0,"""ข้อมูล Recipe (Ability Install)"""
StampDetails#0,"""รายละเอียดของ Data Drive"""
ConditionDetails#0,"""ค่าพลังหลังใช้งานไอเทม"""
Category#0,"""หัวข้อ"""
ConditionStrike#0,"""Melee Atk ที่ต้องการ"""
ConditionFirearm#0,"""Range Atk ที่ต้องการ"""
ConditionTechnic#0,"""Magic Atk ที่ต้องการ"""
ConditionAbility#0,"""Aptitude ที่ต้องการ"""
ConditionStrikeDefence#0,"""Melee Def ที่ต้องการ"""
ConditionFirearmDefence#0,"""Range Def ที่ต้องการ"""
ConditionTechnicDefence#0,"""Magic Def ที่ต้องการ"""
Class#0,"""Class"""
Extend#2,"""ExLv. หลังดำเนินการ"""
ParamDetails#0,"""ค่าพลังหลังดำเนินการ"""
TechnicCustomize#2,"""รายละเอียด Technic Customize"""
Merit#0,"""Merit"""
Demerit#0,"""Demerit"""
Effect#0,"""ผลพิเศษ"""
NeedLevel#0,"""Extend LV."""
NeedRarity#0,"""Rarity"""
NoSelectMessage#0,"""ยังไม่ได้เลือก Recipe"""
Range#0,"""$(0)-$(1)"""
RarityValue#0,"""Rare $(0)"""
ExtendLevelValue#0,"""Lv.$(0)"""
NeedNone#0,"""ทั้งหมด"""
ExtendResetRecipe#0,"""ทำให้ Extend Level เป็น 0<br>ค่าพลังทั้งหมดจะกลับสู่ค่าเริ่มต้น"""
Details#1,"""詳細"""
ExtendDetails#1,"""レシピ情報（武装エクステンド）"""
TechnicDetails#1,"""レシピ情報（テクニックカスタマイズ）"""
EnchantDetails#1,"""レシピ情報（時限能力インストール）"""
StampDetails#1,"""データドライブ詳細"""
ConditionDetails#1,"""対象アイテムと実行後の状態"""
Category#1,"""対象カテゴリ"""
ConditionStrike#1,"""必要打撃力"""
ConditionFirearm#1,"""必要射撃力"""
ConditionTechnic#1,"""必要法撃力"""
ConditionAbility#1,"""必要技量"""
ConditionStrikeDefence#1,"""必要打撃防御"""
ConditionFirearmDefence#1,"""必要射撃防御"""
ConditionTechnicDefence#1,"""必要法撃防御"""
Class#1,"""クラス"""
Extend#3,"""実行後ExLv."""
ParamDetails#1,"""実行後のパラメーター"""
TechnicCustomize#3,"""テクニックカスタマイズ詳細"""
Merit#1,"""メリット"""
Demerit#1,"""デメリット"""
Effect#1,"""特殊効果"""
NeedLevel#1,"""対象ExLv."""
NeedRarity#1,"""対象レアリティ"""
NoSelectMessage#1,"""レシピが選択されていません"""
Range#1,"""$(0)～$(1)"""
RarityValue#1,"""★$(0)"""
ExtendLevelValue#1,"""Lv.$(0)"""
NeedNone#1,"""すべて"""
ExtendResetRecipe#1,"""エクステンドレベルを0にし、<br>アイテムが持つ本来のステータスに<br>戻します。"""
CraftAnalyzeSelect#0,"""เลือกไอเทมที่จะ Disassemble"""
CraftAnalyzeGet#0,"""ไอเทมที่จะได้รับเมื่อ Disassemble"""
CraftAnalyzeSuccess#0,"""กรณีที่ผลเป็น <green>Success<c>"""
CraftAnalyzeHugeSuccess#0,"""กรณีที่ผลเป็น <c ff007f>Great Success !<c>"""
CraftAnalyzeResult#0,"""ยืนยันไอเทมที่จะ Disassemble"""
CraftAnalyze#0,"""Disassemble ไอเทม"""
CraftAnalyzeExplain#0,"""<c f0df60>เมื่อทำการ Disassemble อุปกรณ์ระดับ Rare 7 ขึ้นไป หรือ Disc Lv.11 ขึ้นไปจะได้รับวัตถุดิบสำหรับการ Craft<c>"""
CraftAnalyzeConfirm#0,"""เตรียม Disassemble [$(0)]<br>ยืนยันการ Disassemble หรือไม่?<br><br>*โปรดระวัง ไอเทมที่ถูก Disassemble แล้ว<c ff0000>จะไม่สามารถกู้กลับมาได้อีก<c>"""
CraftSuccess#0,"""Disassemble <green>Success<c><br>คุณได้รับไอเทมดังต่อไปนี้"""
CraftBigSuccess#0,"""Disassemble <c ff007f>Great Success !<c><br>คุณได้รับไอเทมดังต่อไปนี้"""
CraftAnalyzeDisable#0,"""ไม่สามารถดำเนินการ Disassemble ได้<br>เนื่องจากช่องว่างในช่องเก็บของไม่พอ<br>หรือเกินจำนวนจำกัดที่สามารถครอบครองได้"""
CraftAnalyzeLock#0,"""ไม่สามารถดำเนินการ Disassemble ได้<br>เนื่องจากไอเทมถูกล็อคไว้"""
CraftAnalyzeEquip#0,"""ไม่สามารถดำเนินการ Disassemble ได้<br>เนื่องจากกำลังสวมใส่อยู่"""
CraftAnalyzeComError#0,"""ไม่สามารถดำเนินการ Disassemble ได้<br>เนื่องจากการเชื่อมต่อขัดข้อง"""
CraftAnalyzeNoItem#0,"""ยังไม่ได้ทำการเลือกไอเทม"""
CraftAnalyzeItemInfo#0,""" × $(0)"""
CraftAnalyzeSelect#1,"""分解アイテム選択"""
CraftAnalyzeGet#1,"""分解で得られるアイテム"""
CraftAnalyzeSuccess#1,"""結果が <green>成功<c> の場合"""
CraftAnalyzeHugeSuccess#1,"""結果が <c ff007f>大成功！<c> の場合"""
CraftAnalyzeResult#1,"""アイテム分解の最終確認"""
CraftAnalyze#1,"""アイテム分解"""
CraftAnalyzeExplain#1,"""<c f0df60>★７以上の装備品かLv.11以上のディスクを分解し、クラフトの素材アイテムを得ます。<c>"""
CraftAnalyzeConfirm#1,"""「$(0)」を分解します。<br>よろしいですか？<br><br>※分解したアイテムは<c ff0000>消滅します<c>ので<br>\u3000ご注意ください。<c>"""
CraftSuccess#1,"""アイテム分解に <green>成功<c> しました。<br>以下のアイテムを入手しました。"""
CraftBigSuccess#1,"""アイテム分解に <c ff007f>大成功！<c> しました。<br>以下のアイテムを入手しました。"""
CraftAnalyzeDisable#1,"""アイテムパックの空き容量不足、<br>または所持数の限界を超える可能性があるため<br>分解できませんでした。"""
CraftAnalyzeLock#1,"""このアイテムはロックされているため、<br>分解できません。"""
CraftAnalyzeEquip#1,"""このアイテムは装備中のため、<br>分解できません。"""
CraftAnalyzeComError#1,"""通信エラーのため、<br>分解できませんでした。"""
CraftAnalyzeNoItem#1,"""アイテムが選択されていません"""
CraftAnalyzeItemInfo#1,"""\u3000× $(0)"""
TechnicSelect#0,"""เลือก Photon Magic"""
CustomizeContent#0,"""ข้อมูลการ Customize"""
MakeMaterial#0,"""วัตถุดิบที่ต้องการ"""
TechnicCustomizeResult#0,"""ผลการ Technic Customize"""
TechnicDetail#0,"""รายละเอียก Photon Magic"""
LearnCheck#0,"""ยืนยันการใช้งาน Custom Disc"""
CustomizeAbility#0,"""Customize ความสามารถ"""
Level#2,"""Lv."""
Power#0,"""Power"""
Cost#0,"""PP"""
ExplainTechnicSelect#0,"""<c f0df60>โปรดเลือก Photon Magic ที่ต้องการ Customize<c>"""
ExplainCustomizeTypeSelect#0,"""<c f0df60>โปรดเลือกประเภทของ Photon Magic ที่ต้องการ Customize จาก Recipe<c>"""
ExplainTechnicCustomizeConfirm#0,"""<c f0df60>หน้าสำหรับยืนยันการ Customize<c>"""
TechnicCustomizeConfirmMessage#0,"""ดำเนินการ Technic Customize<br>หลังดำเนินการเสร็จสิ้น Custom Disc จะถูกสร้างขึ้น<br>(สามารถเข้าไปยังช่องเก็บของเพื่อเลือก [ใช้งาน] ได้)<br>ยืนยันการ Customize หรือไม่?<br><br>Cooldown Time: $(0)"""
TechnicCustomizeSuccessMessage#0,"""Technic Customize <green>Success<c>"""
TechnicCustomizeSpecialSuccessMessage#0,"""Technic Customize <c ff007f>Great Success !<c>"""
AchieveAll#2,"""ไม่กำหนดเงื่อนไข"""
AchieveAttrFire#0,"""Fire Photon Magic"""
AchieveAttrIce#0,"""Ice Photon Magic"""
AchieveAttrThunder#0,"""Thunder Photon Magic"""
AchieveAttrWind#0,"""Wind Photon Magic"""
AchieveAttrLight#0,"""Light Photon Magic"""
AchieveAttrDark#0,"""Dark Photon Magic"""
AchieveRecipeNoLevel#2,"""ไม่กำหนดเงื่อนไข"""
AchieveRecipeLevel#2,"""เป็น Recipe ที่ใช้งานได้หลัง Craft Level ถึงระดับ $(0)"""
AchieveCustomNoRank#0,"""ไม่กำหนดเงื่อนไข"""
AchieveCustomRank1#0,"""Recipe Rank: Recipe 1"""
AchieveCustomRank2#0,"""Recipe Rank: Recipe 2"""
AchieveCustomRank3#0,"""Recipe Rank: Recipe 3"""
AchieveResultAll#2,"""ไม่กำหนดเงื่อนไข"""
AchieveResultSuccess#2,"""เฉพาะ Great Success !"""
AchieveMakeAll#2,"""ไม่กำหนดเงื่อนไข"""
AchieveMakeReceive#2,"""ทำการ Craft ตามคำจ้างวาน"""
AchieveNumber#2,""" $(0)/ $(1)"""
AchieveTec_00#0,"""Foie"""
AchieveTec_01#0,"""GiFoie"""
AchieveTec_02#0,"""RaFoie"""
AchieveTec_03#0,"""SaFoie"""
AchieveTec_04#0,"""Amplify"""
AchieveTec_05#0,"""NaFoie"""
AchieveTec_06#0,"""IlFoie"""
AchieveTec_07#0,"""Barta"""
AchieveTec_08#0,"""GiBarta"""
AchieveTec_09#0,"""RaBarta"""
AchieveTec_10#0,"""SaBarta"""
AchieveTec_11#0,"""Shield"""
AchieveTec_12#0,"""NaBarta"""
AchieveTec_13#0,"""IlBarta"""
AchieveTec_14#0,"""Zonde"""
AchieveTec_15#0,"""GiZonde"""
AchieveTec_16#0,"""RaZonde"""
AchieveTec_17#0,"""SaZonde"""
AchieveTec_18#0,"""Zondial"""
AchieveTec_19#0,"""NaZonde"""
AchieveTec_20#0,"""IlZonde"""
AchieveTec_21#0,"""Zan"""
AchieveTec_22#0,"""GiZan"""
AchieveTec_23#0,"""RaZan"""
AchieveTec_24#0,"""SaZan"""
AchieveTec_25#0,"""NaZan"""
AchieveTec_26#0,"""Zanverse"""
AchieveTec_27#0,"""IlZan"""
AchieveTec_28#0,"""Grants"""
AchieveTec_29#0,"""GiGrants"""
AchieveTec_30#0,"""RaGrants"""
AchieveTec_31#0,"""Heal"""
AchieveTec_32#0,"""Purify"""
AchieveTec_33#0,"""NaGrants"""
AchieveTec_34#0,"""IlGrants"""
AchieveTec_35#0,"""Megid"""
AchieveTec_36#0,"""GiMegid"""
AchieveTec_37#0,"""RaMegid"""
AchieveTec_38#0,"""SaMegid"""
AchieveTec_39#0,"""Megiverse"""
AchieveTec_40#0,"""NaMegid"""
AchieveTec_41#0,"""IlMegid"""
TechnicCustomizeDisable#0,"""ไม่สามารถดำเนินการ Technic Customize ได้<br>เนื่องจากช่องว่างในช่องเก็บของไม่พอ"""
TechnicSelect#1,"""テクニック選択"""
CustomizeContent#1,"""カスタマイズ内容"""
MakeMaterial#1,"""作成必要素材"""
TechnicCustomizeResult#1,"""テクニックカスタマイズ結果"""
TechnicDetail#1,"""テクニック詳細"""
LearnCheck#1,"""カスタムディスク使用の最終確認"""
CustomizeAbility#1,"""カスタマイズ性能"""
Level#3,"""Lv."""
Power#1,"""威力"""
Cost#1,"""消費PP"""
ExplainTechnicSelect#1,"""<c f0df60>カスタマイズしたいテクニックを選択してください。<c>"""
ExplainCustomizeTypeSelect#1,"""<c f0df60>クラフトレシピから、テクニックをどのタイプにカスタマイズするか選んでください。<c>"""
ExplainTechnicCustomizeConfirm#1,"""<c f0df60>テクニックカスタマイズの最終確認画面です。<c>"""
TechnicCustomizeConfirmMessage#1,"""テクニックカスタマイズを実行します。<br>実行後は、カスタムディスクが作成されます。<br>（アイテムパックから「使う」で適用できます）<br>よろしいですか？<br><br>発生クールタイム：$(0)"""
TechnicCustomizeSuccessMessage#1,"""テクニックカスタマイズに <green>成功<c> しました。"""
TechnicCustomizeSpecialSuccessMessage#1,"""テクニックカスタマイズに <c ff007f>大成功！<c> しました。"""
AchieveAll#3,"""属性無条件"""
AchieveAttrFire#1,"""属性： 炎属性テクニック"""
AchieveAttrIce#1,"""属性： 氷属性テクニック"""
AchieveAttrThunder#1,"""属性： 雷属性テクニック"""
AchieveAttrWind#1,"""属性： 風属性テクニック"""
AchieveAttrLight#1,"""属性： 光属性テクニック"""
AchieveAttrDark#1,"""属性： 闇属性テクニック"""
AchieveRecipeNoLevel#3,"""無条件"""
AchieveRecipeLevel#3,"""クラフトレベル$(0)以上で解放されるレシピ"""
AchieveCustomNoRank#1,"""無条件"""
AchieveCustomRank1#1,"""レシピランク： レシピ１"""
AchieveCustomRank2#1,"""レシピランク： レシピ２"""
AchieveCustomRank3#1,"""レシピランク： レシピ３"""
AchieveResultAll#3,"""無条件"""
AchieveResultSuccess#3,"""結果条件： 大成功！ のみ"""
AchieveMakeAll#3,"""無条件"""
AchieveMakeReceive#3,"""依頼からクラフトする"""
AchieveNumber#3,""" $(0)/ $(1)"""
AchieveTec_00#1,"""対象： フォイエ"""
AchieveTec_01#1,"""対象： ギ・フォイエ"""
AchieveTec_02#1,"""対象： ラ・フォイエ"""
AchieveTec_03#1,"""対象： サ・フォイエ"""
AchieveTec_04#1,"""対象： シフタ"""
AchieveTec_05#1,"""対象： ナ・フォイエ"""
AchieveTec_06#1,"""対象： イル・フォイエ"""
AchieveTec_07#1,"""対象： バータ"""
AchieveTec_08#1,"""対象： ギ・バータ"""
AchieveTec_09#1,"""対象： ラ・バータ"""
AchieveTec_10#1,"""対象： サ・バータ"""
AchieveTec_11#1,"""対象： デバンド"""
AchieveTec_12#1,"""対象： ナ・バータ"""
AchieveTec_13#1,"""対象： イル・バータ"""
AchieveTec_14#1,"""対象： ゾンデ"""
AchieveTec_15#1,"""対象： ギ・ゾンデ"""
AchieveTec_16#1,"""対象： ラ・ゾンデ"""
AchieveTec_17#1,"""対象： サ・ゾンデ"""
AchieveTec_18#1,"""対象： ゾンディール"""
AchieveTec_19#1,"""対象： ナ・ゾンデ"""
AchieveTec_20#1,"""対象： イル・ゾンデ"""
AchieveTec_21#1,"""対象： ザン"""
AchieveTec_22#1,"""対象： ギ・ザン"""
AchieveTec_23#1,"""対象： ラ・ザン"""
AchieveTec_24#1,"""対象： サ・ザン"""
AchieveTec_25#1,"""対象： ナ・ザン"""
AchieveTec_26#1,"""対象： ザンバース"""
AchieveTec_27#1,"""対象： イル・ザン"""
AchieveTec_28#1,"""対象： グランツ"""
AchieveTec_29#1,"""対象： ギ・グランツ"""
AchieveTec_30#1,"""対象： ラ・グランツ"""
AchieveTec_31#1,"""対象： レスタ"""
AchieveTec_32#1,"""対象： アンティ"""
AchieveTec_33#1,"""対象： ナ・グランツ"""
AchieveTec_34#1,"""対象： イル・グランツ"""
AchieveTec_35#1,"""対象： メギド"""
AchieveTec_36#1,"""対象： ギ・メギド"""
AchieveTec_37#1,"""対象： ラ・メギド"""
AchieveTec_38#1,"""対象： サ・メギド"""
AchieveTec_39#1,"""対象： メギバース"""
AchieveTec_40#1,"""対象： ナ・メギド"""
AchieveTec_41#1,"""対象： イル・メギド"""
TechnicCustomizeDisable#1,"""アイテムパックの空き容量不足のため<br>テクニックカスタマイズを行えません。"""
CraftErrorTitle#0,"""Craft"""
CraftErrorServerBug#0,"""ไม่สามารถเรียกข้อมูล Craft ขึ้นมาได้ [No.2400]"""
CraftErrorClientBug#0,"""ไม่สามารถดำเนินการ Craft ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2401]"""
CraftErrorCraftTypeInvalid#0,"""ไม่สามารถดำเนินการ Craft ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2402]"""
CraftErrorNotInMyRoom#0,"""ไม่สามารถดำเนินการ Craft ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2403]"""
CraftErrorBatteryInvalid#0,"""ไม่สามารถดำเนินการ Craft ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2404]"""
CraftErrorBatteryNotReleased#0,"""ไม่สามารถใช้งาน Craft Line ที่เลือกได้<br>เนื่องจากยังไม่ได้ทำการเปิดใช้"""
CraftErrorBatteryNotPremium#0,"""ไม่สามารถใช้งาน Craft Line ที่เลือกได้<br>ท่านต้องมี Premium Set เพื่อสิทธิ์ในการเปิดใช้"""
CraftErrorBatteryNotPaid#0,"""ไม่สามารถใช้งาน Craft Line ที่เลือกได้<br>เนื่องจากยังไม่ได้ทำการซื้อเป็นเจ้าของ"""
CraftErrorBatteryNotCharged#0,"""ไม่สามารถใช้งาน Craft Line ที่เลือกได้<br>เนื่องจากยังอยู่ในระหว่าง Cooldown"""
CraftErrorBatteryNotForSale#0,"""ไม่สามารถซื้อ Craft Line ที่เลือกได้"""
CraftErrorBatteryAlreadyPaid#0,"""Craft Line ที่เลือกได้ถูกซื้อเรียบร้อยแล้ว"""
CraftErrorBatteryAlreadyCharged#0,"""Craft Line ที่เลือกได้ทำการ Cooldown เรียบร้อย<br>ไม่สามารถลด Cooldown ได้อีก"""
CraftErrorRecipeInvalid#0,"""Craft Recipe ที่เลือกไม่ถูกต้อง"""
CraftErrorRecipeNotLearned#0,"""Craft Recipe ที่เลือกยังไม่ได้รับการเรียนรู้"""
CraftErrorMaterialInvalid#0,"""วัตถุดิบไม่ถูกต้อง"""
CraftErrorMaterialLack#0,"""วัตถุดิบไม่พอ"""
CraftErrorMaterialInpossibleAdd#0,"""ไม่สามารถเพิ่มหรือลบวัตถุดิบได้อีก"""
CraftErrorSupportInvalid#0,"""Boost Item ไม่ถูกต้อง"""
CraftErrorSupportLack#0,"""Boost Item ไม่พอ"""
CraftErrorMesetaLack#0,"""Meseta ไม่พอ"""
CraftErrorArksCashLack#0,"""AC ไม่พอ"""
CraftErrorPaidItemNotFound#0,"""ไม่พบไอเทมที่เลือก"""
CraftErrorPaidItemInvalid#0,"""ไม่สามารถใช้ไอเทมนั้นได้"""
CraftErrorExtendInvalid#0,"""ไม่สามารถดำเนินการ Extend ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2406]"""
CraftErrorExtendTargetNon#0,"""ไม่พบไอเทมที่เลือก"""
CraftErrorExtendTargetInvalid#0,"""ไอเทมที่เลือกนั้นไม่สามารถนำมา Extend ได้"""
CraftErrorExtendParameterInvalid#0,"""กำหนดค่า Extend ไม่ถูกต้อง"""
CraftErrorTechnicInvalid#0,"""เกิดข้อผิดพลาดกับ Technic Customize"""
CraftErrorTechnicParameterInvalid#0,"""กำหนดค่า Technic Customize ไม่ถูกต้อง"""
CraftErrorOrderBlack#0,"""ไม่สามารถดำเนินการสั่ง Craft ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2406]"""
CraftErrorOrderNotMyRoom#0,"""ไม่สามารถใช้งานได้<br>เนื่องจากไม่ได้อยู่ใน My Room"""
CraftErrorOrderSlotNotEmpty#0,"""ใบสั่ง Craft ที่เลือกได้ถูกใช้งานแล้ว"""
CraftErrorOrderSlotNotFound#0,"""การดำเนินการถูกยกเลิก<br>เนื่องจากมีการเปลี่ยนแปลงเกิดขึ้นกับใบสั่ง Craft"""
CraftErrorOrderSlotInvalidState#0,"""ไม่สามารถรับคำจ้างวานได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2407]"""
CraftErrorOrderDBAccess#0,"""ไม่สามารถรับคำจ้างวานได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2408]"""
CraftErrorOrderReceiveMax#0,"""จำนวนงานที่รับได้ของ Crafter ที่เลือกถึงขีดจำกัดแล้ว<br>จึงไม่สามารถสั่งงานได้อีก"""
CraftErrorOrderBackpackFull#0,"""ไม่สามารถรับไอเทมได้<br>เนื่องจากช่องว่างในช่องเก็บของไม่พอ<br>หรือเกินจำนวนจำกัดที่สามารถครอบครองได้"""
CraftErrorGeneral#0,"""ไม่สามารถดำเนินการ Craft ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2409]"""
CraftErrorNoData#0,"""ไม่สามารถดำเนินการ Craft ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2410]"""
CraftErrorMesetaExceedMax#0,"""ไม่สามารถรับงานได้<br>เนื่องจากเก็บ Meseta เกินจำนวนที่เก็บได้"""
CraftErrorParameter#0,"""ไม่สามารถเรียกข้อมูลยอดการผลิตได้<br>กรุณารอสักครู่ แล้วลองใหม่"""
CraftErrorExecuteParamCheck#0,"""ไม่สามารถดำเนินการ Craft ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2411]"""
CraftErrorNpcOrderExpire#0,"""ไม่สามารถดำเนินการได้<br>เนื่องจากงานที่รับจ้างหมดอายุแล้ว"""
CraftErrorNpcOrderInvalidOrderId#0,"""ไม่สามารถรับงานได้ [No.2412]"""
CraftErrorNpcOrderAlreadyCrafted#0,"""งานที่เลือกได้เสร็จลงไปแล้ว"""
CraftErrorNpcOrderBackpackFull#0,"""ไม่สามารถดำเนินการได้<br>เนื่องจากช่องว่างในช่องเก็บของไม่พอ<br>หรือเกินจำนวนจำกัดที่สามารถครอบครองได้"""
CraftErrorEnchantInvalid#0,"""ไม่สามารถดำเนินการ Craft ได้ [No.2413]"""
CraftErrorEnchantParameterInvalid#0,"""ไม่สามารถดำเนินการ Craft ได้<br>กรุณารอสักครู่ แล้วลองใหม่ [No.2414]"""
CraftErrorEnchantNoStamp#0,"""ไม่พบ Data Drive ที่เลือก"""
CraftErrorEnchantTemporaryStampExists#0,"""ไม่สามารถสร้าง Ability Data Drive เพิ่มได้อีก<br>เนื่องจากตรวจพบว่ามี Data Drive ที่เก็บสำรองไว้แล้ว"""
CraftErrorEnchantNoTemporaryStamp#0,"""ไม่พบ  Data Drive ที่เก็บสำรองไว้"""
CraftErrorEnchantExpire#0,"""ไม่สามารถ Update Data Drive ได้<br>เนื่องจากเกิดการเปลี่ยนแปลงกับ [Easy Choice Main Effect]"""
CraftErrorTitle#1,"""クラフト"""
CraftErrorServerBug#1,"""クラフトのデータを取得することができませんでした。<br>[No.2400]"""
CraftErrorClientBug#1,"""クラフトを実行することができませんでした。<br>しばらく時間をあけて、お試しください。<br>[No.2401]"""
CraftErrorCraftTypeInvalid#1,"""クラフトを実行することができませんでした。<br>しばらく時間をあけて、お試しください。<br>[No.2402]"""
CraftErrorNotInMyRoom#1,"""クラフトを実行することができませんでした。<br>しばらく時間をあけて、お試しください。<br>[No.2403]"""
CraftErrorBatteryInvalid#1,"""クラフトを実行することができませんでした。<br>しばらく時間をあけて、お試しください。<br>[No.2404]"""
CraftErrorBatteryNotReleased#1,"""選択されたクラフトラインは解放されていないため<br>使用できません。"""
CraftErrorBatteryNotPremium#1,"""選択されたクラフトラインはプレミアム専用のため<br>使用できません。"""
CraftErrorBatteryNotPaid#1,"""選択されたクラフトラインは未購入のため<br>使用できません。"""
CraftErrorBatteryNotCharged#1,"""選択されたクラフトラインはクールタイム中のため<br>使用できません。"""
CraftErrorBatteryNotForSale#1,"""選択されたクラフトラインは<br>購入することができません。"""
CraftErrorBatteryAlreadyPaid#1,"""選択されたクラフトラインは<br>すでに購入しています。"""
CraftErrorBatteryAlreadyCharged#1,"""選択されたクラフトラインは<br>クールタイムが完了しているため<br>クールタイム時間を短縮できません。"""
CraftErrorRecipeInvalid#1,"""選択されたクラフトレシピが正しくありません。"""
CraftErrorRecipeNotLearned#1,"""選択されたクラフトレシピは習得していません。"""
CraftErrorMaterialInvalid#1,"""必要素材が正しくありません。"""
CraftErrorMaterialLack#1,"""必要素材が不足しています。"""
CraftErrorMaterialInpossibleAdd#1,"""必要素材の追加削除ができません。"""
CraftErrorSupportInvalid#1,"""補助アイテムが正しくありません。"""
CraftErrorSupportLack#1,"""補助アイテムが不足しています。"""
CraftErrorMesetaLack#1,"""メセタが不足しています。"""
CraftErrorArksCashLack#1,"""ACが不足しています。"""
CraftErrorPaidItemNotFound#1,"""選択したアイテムが見つかりませんでした。"""
CraftErrorPaidItemInvalid#1,"""そのアイテムを使うことはできません。"""
CraftErrorExtendInvalid#1,"""エクステンドを実行することができませんでした。<br>しばらく時間をあけて、お試しください。<br>[No.2405]"""
CraftErrorExtendTargetNon#1,"""対象アイテムがありません。"""
CraftErrorExtendTargetInvalid#1,"""そのアイテムはエクステンドすることができません。"""
CraftErrorExtendParameterInvalid#1,"""エクステンドパラメータが正しくありません。"""
CraftErrorTechnicInvalid#1,"""テクニックカスタマイズでエラーが発生しました。"""
CraftErrorTechnicParameterInvalid#1,"""テクニックカスタマイズパラメータが正しくありません。"""
CraftErrorOrderBlack#1,"""クラフトの発注を実行することができませんでした。<br>しばらく時間をあけて、再度お試しください。<br>[No.2406]"""
CraftErrorOrderNotMyRoom#1,"""マイルームではないため、<br>実行することができませんでした。"""
CraftErrorOrderSlotNotEmpty#1,"""選択した発注書は使用中です。"""
