Gat_TitleStatus#0,"""ギャザリングステータス"""
Explain_F0066#0,"""<yellow>東京で20回、釣りをしよう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：すべて"""
Explain_F0067#0,"""<yellow>東京で30回、釣りをしよう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：すべて"""
Explain_F0068#0,"""<yellow>「東京マグロ」を3回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0069#0,"""<yellow>「東京マグロ」を15回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0070#0,"""<yellow>「東京エビ」を3回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0071#0,"""<yellow>「東京エビ」を15回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0072#0,"""<yellow>「アースシェル」を3回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：貝類<br><c d468a0>\u3000※釣り、レア釣りで入手可能<c>"""
Explain_F0073#0,"""<yellow>中型「東京マダイ」を3回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0074#0,"""<yellow>砂漠で10回、釣りをしよう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：すべて"""
Explain_F0075#0,"""<yellow>砂漠で20回、釣りをしよう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：すべて"""
Explain_F0076#0,"""<yellow>砂漠で30回、釣りをしよう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：すべて"""
Explain_F0077#0,"""<yellow>「砂漠ヒラメ」を3回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0078#0,"""<yellow>「砂漠ヒラメ」を15回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0079#0,"""<yellow>「砂漠カニ」を3回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0080#0,"""<yellow>「砂漠カニ」を15回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0081#0,"""<yellow>「リリーパシェル」を3回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0082#0,"""<yellow>中型「砂漠トビウオ」を3回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0083#0,"""<yellow>採掘場跡で10回、釣りをしよう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0084#0,"""<yellow>採掘場跡で20回、釣りをしよう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0085#0,"""<yellow>採掘場跡で30回、釣りをしよう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0086#0,"""<yellow>「採掘場跡タチウオ」を3回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0087#0,"""<yellow>「採掘場跡タチウオ」を15回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0088#0,"""<yellow>「採掘場跡ウナギ」を3回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0089#0,"""<yellow>「採掘場跡ウナギ」を15回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0090#0,"""<yellow>「リリーパシェル」を3回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0091#0,"""<yellow>大型「採掘場跡サメ」を3回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0092#0,"""<yellow>浮上施設で10回、釣りをしよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：すべて"""
Explain_F0093#0,"""<yellow>浮上施設で20回、釣りをしよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：すべて"""
Explain_F0094#0,"""<yellow>浮上施設で30回、釣りをしよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：すべて"""
Explain_F0095#0,"""<yellow>「浮上施設イカ」を3回、釣ろう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：軟体類<br><c 73d882>\u3000※釣りで入手可能<c>"""
Explain_F0096#0,"""<yellow>「浮上施設イカ」を15回、釣ろう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：軟体類<br><c 73d882>\u3000※釣りで入手可能<c>"""
Explain_F0097#0,"""<yellow>「浮上施設イワシ」を3回、釣ろう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0098#0,"""<yellow>「浮上施設イワシ」を15回、釣ろう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0099#0,"""<yellow>「ウォパルシャーク」を3回、釣ろう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：巨大釣り<br><c 73d882>\u3000※巨大釣りは「浮上施設カブのラビオリ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0100#0,"""<yellow>小型「浮上施設ニジエビ」を3回、釣ろう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：小型釣り<br><c 73d882>\u3000※小型釣りは「海岸ムール貝のオリーブづけ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0101#0,"""<yellow>ラスベガスで10回、釣りをしよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：すべて"""
Explain_F0102#0,"""<yellow>ラスベガスで20回、釣りをしよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：すべて"""
Explain_F0103#0,"""<yellow>ラスベガスで30回、釣りをしよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：すべて"""
Explain_F0104#0,"""<yellow>「ラスベガスオマールエビ」を3回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0105#0,"""<yellow>「ラスベガスオマールエビ」を15回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0106#0,"""<yellow>「ラスベガスシマスズキ」を3回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0107#0,"""<yellow>「ラスベガスシマスズキ」を15回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0108#0,"""<yellow>「アースシェル」を3回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0109#0,"""<yellow>中型「ラスベガスバス」を3回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0110#0,"""<yellow>火山洞窟で10回、釣りをしよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_F0111#0,"""<yellow>火山洞窟で20回、釣りをしよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_F0112#0,"""<yellow>火山洞窟で30回、釣りをしよう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：すべて"""
Explain_F0113#0,"""<yellow>「火山洞窟ムール貝」を3回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0114#0,"""<yellow>「火山洞窟ムール貝」を15回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0115#0,"""<yellow>「火山洞窟ヨロイエビ」を3回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0116#0,"""<yellow>「火山洞窟ヨロイエビ」を15回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0117#0,"""<yellow>「アムドゥスキア珊瑚」を3回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：特殊<br><c d468a0>\u3000※釣り、レア釣りで入手可能<c>"""
Explain_F0118#0,"""<yellow>中型「火山洞窟イワナ」を3回、釣ろう！<c><br>\u3000※エリア：火山洞窟<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0119#0,"""<yellow>凍土で10回、釣りをしよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_F0120#0,"""<yellow>凍土で20回、釣りをしよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_F0121#0,"""<yellow>凍土で30回、釣りをしよう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：すべて"""
Explain_F0122#0,"""<yellow>「凍土ニシン」を3回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0123#0,"""<yellow>「凍土ニシン」を15回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0124#0,"""<yellow>「凍土ワカサギ」を3回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0125#0,"""<yellow>「凍土ワカサギ」を15回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0126#0,"""<yellow>「ナベルタートル」を3回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：特殊<br><c d468a0>\u3000※釣り、レア釣りで入手可能<c>"""
Explain_F0127#0,"""<yellow>大型「凍土カツオ」を3回、釣ろう！<c><br>\u3000※エリア：凍土<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
SheetName_F0000#0,"""共通釣り1"""
SheetName_F0001#0,"""共通釣り2"""
SheetName_F0002#0,"""森林釣り1"""
SheetName_F0003#0,"""遺跡釣り1"""
SheetName_F0004#0,"""海岸釣り1"""
SheetName_F0005#0,"""東京釣り1"""
SheetName_F0006#0,"""砂漠釣り1"""
SheetName_F0007#0,"""採掘場跡釣り1"""
SheetName_F0008#0,"""浮上施設釣り1"""
SheetName_F0009#0,"""ラスベガス釣り1"""
SheetName_F0010#0,"""火山洞窟釣り1"""
SheetName_F0011#0,"""凍土釣り1"""
YesNoTitle#0,"""アイテム購入確認"""
YesNoMsgStaminaNotice#0,"""$(0)スタミナが不足しています。<br><br>$(1)<br>「$(4)」を使用すると<br>今すぐ$(0)スタミナを回復できます。<br>$(2)<br><yellow>購入確認画面に進みますか？<c><br><br>$(3)"""
YesNoMsgStaminaBuy#0,"""以下のアイテムを$(3)$(2)で購入します。<br>よろしいですか？<br><br>$(0)<br><br>$(1)"""
AddMsg_GatType_C#0,"""採取"""
AddMsg_GatType_F#0,"""釣り"""
AddMsg_Symbol_AC#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c>"""
AddMsg_Symbol_SG#0,"""<pict StarGem><c 1dedd7>SG消費コンテンツ<c>"""
AddMsg_NoticePrice_Def#0,"""購入対象：<yellow>$(2)<c><br>価格：<green>$(1)$(0)<c>"""
AddMsg_NoticePrice_Off#0,"""購入対象：<yellow>$(3)<c><br>割引後価格：<green>$(1)$(0)<c>\u3000（通常$(2)$(0)）"""
AddMsg_BuyPrice_Def#0,"""購入対象：<yellow>$(2)<c><br>価格：<green>$(1)$(0)<c>"""
AddMsg_BuyPrice_Off#0,"""購入対象：<yellow>$(3)<c><br>割引後価格：<green>$(1)$(0)<c>\u3000（通常$(2)$(0)）"""
AddMsg_HaveValue#0,"""（所持$(0)：$(1)）"""
AddMsg_Bill_AC#0,"""AC"""
AddMsg_Bill_SG#0,"""SG"""
YesNoMsgUseItemNotice#0,"""「$(3)」が不足しています。<br><br>$(0)<br>このアイテムを使用すると<br>確実にレア素材を入手できます。<br>$(1)<br>購入確認画面に進みますか？<br><br>$(2)"""
YesNoMsgUseItemBuy#0,"""以下のアイテムを$(1)ACで購入します。<br>よろしいですか？<br><br>「$(0)」<br><green>$(1)AC<c><br><br>（所持AC：$(2)）"""
DirectBuy_GatCStaItem#0,"""採取スタミナドリンク"""
DirectBuy_GatCStaItem01#0,"""採取スタミナドリンク(1回目)"""
DirectBuy_GatCStaItem02#0,"""採取スタミナドリンク(2回目)"""
DirectBuy_GatCStaItem03#0,"""採取スタミナドリンク(3回目)"""
DirectBuy_GatCStaItem04#0,"""採取スタミナドリンク(4回目)"""
DirectBuy_GatCStaItem05#0,"""採取スタミナドリンク(5回目)"""
DirectBuy_GatCStaItem06#0,"""採取スタミナドリンク(6回目)"""
DirectBuy_GatCStaItem07#0,"""採取スタミナドリンク(7回目)"""
DirectBuy_GatCStaItem08#0,"""採取スタミナドリンク(8回目)"""
DirectBuy_GatCStaItem09#0,"""採取スタミナドリンク(9回目)"""
DirectBuy_GatCStaItem10#0,"""採取スタミナドリンク(10回目以上)"""
DirectBuy_GatFStaItem#0,"""釣りスタミナドリンク"""
DirectBuy_GatFStaItem01#0,"""釣りスタミナドリンク(1回目)"""
DirectBuy_GatFStaItem02#0,"""釣りスタミナドリンク(2回目)"""
DirectBuy_GatFStaItem03#0,"""釣りスタミナドリンク(3回目)"""
DirectBuy_GatFStaItem04#0,"""釣りスタミナドリンク(4回目)"""
DirectBuy_GatFStaItem05#0,"""釣りスタミナドリンク(5回目)"""
DirectBuy_GatFStaItem06#0,"""釣りスタミナドリンク(6回目)"""
DirectBuy_GatFStaItem07#0,"""釣りスタミナドリンク(7回目)"""
DirectBuy_GatFStaItem08#0,"""釣りスタミナドリンク(8回目)"""
DirectBuy_GatFStaItem09#0,"""釣りスタミナドリンク(9回目)"""
DirectBuy_GatFStaItem10#0,"""釣りスタミナドリンク(10回目以上)"""
ErrorGatExecNotItem#0,"""「$(0)」がありません。"""
RecipeName_0000#0,"""使用禁止"""
RecipeName_0001#0,"""使用禁止"""
RecipeName_0002#0,"""使用禁止"""
RecipeName_0003#0,"""森林トマトのサラダのレシピ"""
RecipeName_0004#0,"""お刺身のレシピ"""
RecipeName_0005#0,"""焼き魚のレシピ"""
RecipeName_0006#0,"""森林マグロのカルパッチョのレシピ"""
RecipeName_0007#0,"""森林アユのトマト煮のレシピ"""
RecipeName_0008#0,"""遺跡サケの果実ソースかけのレシピ"""
RecipeName_0009#0,"""遺跡エビのかき揚げのレシピ"""
RecipeName_0010#0,"""海岸ハギの塩焼きのレシピ"""
RecipeName_0011#0,"""海岸ムール貝のオイルづけのレシピ"""
RecipeName_0012#0,"""東京マダイの照り焼きのレシピ"""
RecipeName_0013#0,"""東京マグロのお刺身のレシピ"""
RecipeName_0014#0,"""海鮮スープのレシピ"""
RecipeName_0015#0,"""森林ブリのあら汁のレシピ"""
RecipeName_0016#0,"""ジャーキーのレシピ"""
RecipeName_0017#0,"""肉野菜炒めのレシピ"""
RecipeName_0018#0,"""マリネのレシピ"""
RecipeName_0019#0,"""デリシャスバーガーのレシピ"""
RecipeName_0020#0,"""東京風ハンバーグのレシピ"""
RecipeName_0021#0,"""砂漠ヒラメのパスタのレシピ"""
RecipeName_0022#0,"""採掘場跡ウナギのうな重のレシピ"""
RecipeName_0023#0,"""砂漠カニのコロッケのレシピ"""
RecipeName_0024#0,"""採掘場跡タチウオのソテーのレシピ"""
RecipeName_0025#0,"""浮上施設ミントのムニエルのレシピ"""
RecipeName_0026#0,"""浮上施設イカのブリトーのレシピ"""
RecipeName_0027#0,"""浮上施設イワシのサラダのレシピ"""
RecipeName_0028#0,"""浮上施設カブのラビオリのレシピ"""
RecipeName_0029#0,"""から揚げのレシピ"""
RecipeName_0030#0,"""使用禁止"""
RecipeName_0031#0,"""採掘場跡サメのスープのレシピ"""
RecipeName_0032#0,"""浮上施設ニジエビの清蒸のレシピ"""
RecipeName_0033#0,"""海鮮フルーツコンフィのレシピ"""
RecipeName_0034#0,"""海鮮パンプキンパイのレシピ"""
RecipeName_0035#0,"""凍土ネギのアヒージョのレシピ"""
RecipeName_0036#0,"""凍土ニシンのカインチュアのレシピ"""
RecipeName_0037#0,"""火山洞窟イワナのポワレのレシピ"""
Achieved#0,"""実績：$(0) を達成！"""
Achieved2#0,"""実績：$(0) を達成し、$(1)を入手！"""
ReleasedSheet#0,"""新規実績シートが解放されました。"""
ReleasedKey#0,"""新規実績が解放されました。"""
ReleasedSheetAndKey#0,"""新規実績と実績シートが解放されました。"""
LevelUpC#0,"""<c 99ff97>採取レベルアップ！<c> <c f0df60>Lv.$(0)<c>になりました。"""
LevelUpF#0,"""<c 97fff2>釣りレベルアップ！<c> <c f0df60>Lv.$(0)<c>になりました。"""
