YesText#0,"""ใช่"""
ra_012000_title#0,"""End Cluster"""
ra_012000_date#0,"""A.P.238/4/1"""
ra_010620_title#1,"""調査の許可が下りました"""
ra_010620_date#1,"""A.P.238/3/25/12:00"""
ra_010630_title#1,"""とある学者が行方不明！"""
ra_010630_date#1,"""A.P.238/3/27"""
st_010560_title#1,"""八枚目の受け渡し"""
st_010560_date#1,"""A.P.238/3/28/14:00"""
ra_010820_title#1,"""遺留品と痕跡"""
ra_010820_date#1,"""A.P.238/3/28"""
ra_010830_title#1,"""隠された真実は"""
ra_010830_date#1,"""A.P.238/3/28"""
ra_010640_title#1,"""少女の誘い"""
ra_010640_date#1,"""A.P.238/3/29"""
ra_010650_title#1,"""暗殺未遂とその理由"""
ra_010650_date#1,"""A.P.238/3/29"""
ra_010660_title#1,"""巨躯は滅びない"""
ra_010660_date#1,"""A.P.238/3/30"""
ra_010670_title#1,"""ロジオの推測"""
ra_010670_date#1,"""A.P.238/3/31"""
ra_010730_title#1,"""ぴりぴりした空気"""
ra_010730_date#1,"""A.P.238/3/30"""
ra_010300_title#1,"""うごめく闇に気付く"""
ra_010300_date#1,"""A.P.238/3/30"""
ra_010160_title#1,"""クラリッサの盗難"""
ra_010160_date#1,"""A.P.238/3/31"""
st_010660_title#1,"""アークスの警ら"""
st_010660_date#1,"""A.P.238/3/31/10:30"""
st_010690_title#1,"""隠されているもの"""
st_010690_date#1,"""A.P.238/3/31/10:30"""
st_010670_title#1,"""ちびっこくてうるさいの"""
st_010670_date#1,"""A.P.238/3/31/11:00"""
st_010700_title#1,"""優しい嘘"""
st_010700_date#1,"""A.P.238/3/31/11:00"""
st_010680_title#1,"""不適なゲッテムハルト"""
st_010680_date#1,"""A.P.238/3/31/11:30"""
st_010710_title#1,"""ゼノの予感"""
st_010710_date#1,"""A.P.238/4/1/10:00"""
st_010720_title#1,"""響く鳴動"""
st_010720_date#1,"""A.P.238/4/1/10:30"""
st_010730_title#1,"""過去の原罪"""
st_010730_date#1,"""A.P.238/4/1/11:00"""
st_010740_title#1,"""力の辿り着く先"""
st_010740_date#1,"""A.P.238/4/1/11:30"""
st_010750_title#1,"""巨躯の目覚め"""
st_010750_date#1,"""A.P.238/4/1/11:40"""
st_010760_title#1,"""必ず帰る"""
st_010760_date#1,"""A.P.238/4/1/12:00"""
mv_010080_title#1,"""ダークファルス【巨躯】復活"""
mv_010080_date#1,"""A.P.238/4/1"""
st_010770_title#1,"""絶望のはじまり"""
st_010770_date#1,"""A.P.238/4/1/13:00"""
mv_010090_title#1,"""ダークファルス【巨躯】撃破"""
mv_010090_date#1,"""A.P.238/4/1"""
ra_012000_title#1,"""エンド・クラスター"""
ra_012000_date#1,"""A.P.238/4/1"""
un_012000_title#0,"""Shadow Seeker"""
un_012000_date#0,"""A.P.238/2/23"""
un_012010_title#0,"""Shadow Servant"""
un_012010_date#0,"""A.P.238/2/25"""
un_012020_title#0,"""A Silent Seeker"""
un_012020_date#0,"""A.P.238/2/27"""
un_012030_title#0,"""A Vacant Feeling"""
un_012030_date#0,"""A.P.238/3/1"""
un_012040_title#0,"""Keen Perception"""
un_012040_date#0,"""A.P.238/3/7"""
un_012250_title#0,"""A Chance Meeting"""
un_012250_date#0,"""A.P.238/3/8"""
un_012050_title#0,"""How Far will That Dragonii Go?"""
un_012050_date#0,"""A.P.238/3/15"""
un_012060_title#0,"""We Must End This"""
un_012060_date#0,"""A.P.238/3/26"""
un_012260_title#0,"""Nostalgia"""
un_012260_date#0,"""A.P.238/3/26"""
un_012080_title#0,"""The Scent of D-arkers Is Strong"""
un_012080_date#0,"""A.P.238/3/30"""
ra_012010_title#0,"""A Success and A Failure"""
ra_012010_date#0,"""A.P.238/4/2"""
un_012170_title#0,"""A Crafty Idol"""
un_012170_date#0,"""A.P.238/4/2"""
un_012180_title#0,"""Negotiation with The Idol"""
un_012180_date#0,"""A.P.238/4/2"""
un_012190_title#0,"""A Challenge From the Idol """
un_012190_date#0,"""A.P.238/4/3"""
un_012470_title#0,"""Zeno's Whereabouts"""
un_012470_date#0,"""A.P.238/4/3"""
un_012200_title#0,"""The Idol's Fears"""
un_012200_date#0,"""A.P.238/4/4"""
un_012210_title#0,"""Idol's Impossible Demand"""
un_012210_date#0,"""A.P.238/4/5"""
un_012070_title#0,"""Surveillance or Inspection?"""
un_012070_date#0,"""A.P.238/4/5"""
un_012090_title#0,"""It's Said They're a Traitor"""
un_012090_date#0,"""A.P.238/4/8"""
un_012360_title#0,"""I'll Take Care of Everything"""
un_012360_date#0,"""A.P.238/4/8"""
un_012100_title#0,"""Her and Haddred"""
un_012100_date#0,"""A.P.238/4/10"""
un_012110_title#0,"""Front and Back"""
un_012110_date#0,"""A.P.238/4/10"""
un_012160_title#0,"""Haddred's Thoughts..."""
un_012160_date#0,"""A.P.238/4/14"""
st_012010_title#0,"""Until This is Taken Care Of"""
st_012010_date#0,"""A.P.238/4/15/10:00"""
st_012020_title#0,"""Baffling Actions"""
st_012020_date#0,"""A.P.238/4/15/10:30"""
st_012030_title#0,"""The Reason for Rampage"""
st_012030_date#0,"""A.P.238/4/15/11:00"""
st_012035_title#0,"""A Brother's Thoughts for His Sister"""
st_012035_date#0,"""A.P.238/4/15/11:00"""
st_012040_title#0,"""An Unresponsive Haddred"""
st_012040_date#0,"""A.P.238/4/15/11:30"""
st_012045_title#0,"""A Suffering Tribute"""
st_012045_date#0,"""A.P.238/4/15/11:20"""
st_012050_title#0,"""A Demand for Reality"""
st_012050_date#0,"""A.P.238/4/15/12:00"""
st_012055_title#0,"""Disappearing Into the Void"""
st_012055_date#0,"""A.P.238/4/15/12:00"""
un_012000_title#1,"""影の捜索者"""
un_012000_date#1,"""A.P.238/2/23"""
un_012010_title#1,"""シャドウサーバント"""
un_012010_date#1,"""A.P.238/2/25"""
un_012020_title#1,"""音なき探求"""
un_012020_date#1,"""A.P.238/2/27"""
un_012030_title#1,"""うつろな気配"""
un_012030_date#1,"""A.P.238/3/1"""
un_012040_title#1,"""鋭敏すぎる感覚"""
un_012040_date#1,"""A.P.238/3/7"""
un_012250_title#1,"""邂逅"""
un_012250_date#1,"""A.P.238/3/8"""
un_012050_title#1,"""かの龍はいずこに"""
un_012050_date#1,"""A.P.238/3/15"""
un_012060_title#1,"""始末をしなければ"""
un_012060_date#1,"""A.P.238/3/26"""
un_012260_title#1,"""郷愁"""
un_012260_date#1,"""A.P.238/3/26"""
un_012080_title#1,"""ダーカーの気配が濃いのなら"""
un_012080_date#1,"""A.P.238/3/30"""
ra_012010_title#1,"""ひとつの成就、ひとつの喪失"""
ra_012010_date#1,"""A.P.238/4/2"""
un_012170_title#1,"""お忍びアイドル"""
un_012170_date#1,"""A.P.238/4/2"""
un_012180_title#1,"""アイドルと交流"""
un_012180_date#1,"""A.P.238/4/2"""
un_012190_title#1,"""アイドルからの難題"""
un_012190_date#1,"""A.P.238/4/3"""
un_012470_title#1,"""ゼノの消息"""
un_012470_date#1,"""A.P.238/4/3"""
un_012200_title#1,"""アイドルの悩み"""
un_012200_date#1,"""A.P.238/4/4"""
un_012210_title#1,"""アイドルからの無理難題"""
un_012210_date#1,"""A.P.238/4/5"""
un_012070_title#1,"""監視か観察か"""
un_012070_date#1,"""A.P.238/4/5"""
un_012090_title#1,"""裏切り者と聞いたから"""
un_012090_date#1,"""A.P.238/4/8"""
un_012360_title#1,"""すべてをけしてやる"""
un_012360_date#1,"""A.P.238/4/8"""
un_012100_title#1,"""彼女とハドレッド"""
un_012100_date#1,"""A.P.238/4/10"""
un_012110_title#1,"""表と裏と"""
un_012110_date#1,"""A.P.238/4/10"""
un_012160_title#1,"""ハドレッドの思いは"""
un_012160_date#1,"""A.P.238/4/14"""
st_012010_title#1,"""始末をつけるために"""
st_012010_date#1,"""A.P.238/4/15/10:00"""
st_012020_title#1,"""不可解な行動"""
st_012020_date#1,"""A.P.238/4/15/10:30"""
st_012030_title#1,"""暴走した理由"""
st_012030_date#1,"""A.P.238/4/15/11:00"""
st_012035_title#1,"""姉思いの弟"""
st_012035_date#1,"""A.P.238/4/15/11:00"""
st_012040_title#1,"""答えぬハドレッド"""
st_012040_date#1,"""A.P.238/4/15/11:30"""
st_012045_title#1,"""悲痛なシュプレヒコール"""
st_012045_date#1,"""A.P.238/4/15/11:20"""
st_012050_title#1,"""真実のありかを求めて"""
st_012050_date#1,"""A.P.238/4/15/12:00"""
st_012055_title#1,"""虚空に消ゆ"""
st_012055_date#1,"""A.P.238/4/15/12:00"""
un_012270_title#0,"""Lullaby"""
un_012270_date#0,"""A.P.238/4/14"""
ra_012020_title#0,"""Tragedy or Freedom"""
ra_012020_date#0,"""A.P.238/4/16"""
un_012130_title#0,"""Because it's an Order"""
un_012130_date#0,"""A.P.238/4/16"""
un_012220_title#0,"""An Object Called [Idol]"""
un_012220_date#0,"""A.P.238/4/16"""
un_012140_title#0,"""A Warrior's Dilemma"""
un_012140_date#0,"""A.P.238/4/17"""
un_012230_title#0,"""I Liked the Melody"""
un_012230_date#0,"""A.P.238/4/17"""
un_012120_title#0,"""How to Assign Roles"""
un_012120_date#0,"""A.P.238/4/18"""
un_012150_title#0,"""His and Her Circumstances"""
un_012150_date#0,"""A.P.238/4/19"""
un_012155_title#0,"""The Cheapskate's Disqualification"""
un_012155_date#0,"""A.P.238/4/20"""
un_012350_title#0,"""Towards Ter'Jotr"""
un_012350_date#0,"""A.P.238/4/21"""
un_012240_title#0,"""Last Farewell"""
un_012240_date#0,"""A.P.238/4/22"""
st_012090_title#0,"""A Distance Near Yet Far"""
st_012090_date#0,"""A.P.238/4/23/13:30"""
st_012100_title#0,"""The First Fight Between Siblings"""
st_012100_date#0,"""A.P.238/4/23/14:00"""
st_012110_title#0,"""The Initial Encore"""
st_012110_date#0,"""A.P.238/4/23/14:30"""
st_012120_title#0,"""The Will is Not Forgotten"""
st_012120_date#0,"""A.P.238/4/25/10:00"""
un_012270_title#1,"""子守歌"""
un_012270_date#1,"""A.P.238/4/14"""
ra_012020_title#1,"""悲劇か解放か"""
ra_012020_date#1,"""A.P.238/4/16"""
un_012130_title#1,"""命令だからこそ"""
un_012130_date#1,"""A.P.238/4/16"""
un_012220_title#1,"""【偶像】というもの"""
un_012220_date#1,"""A.P.238/4/16"""
un_012140_title#1,"""強き者のジレンマ"""
un_012140_date#1,"""A.P.238/4/17"""
un_012230_title#1,"""歌は好きだった"""
un_012230_date#1,"""A.P.238/4/17"""
un_012120_title#1,"""役割の演じ方"""
un_012120_date#1,"""A.P.238/4/18"""
un_012150_title#1,"""あいつとわたしの関係"""
un_012150_date#1,"""A.P.238/4/19"""
un_012155_title#1,"""始末屋失格"""
un_012155_date#1,"""A.P.238/4/20"""
un_012350_title#1,"""テリオトーの元へ"""
un_012350_date#1,"""A.P.238/4/21"""
un_012240_title#1,"""最後のさよなら"""
un_012240_date#1,"""A.P.238/4/22"""
st_012090_title#1,"""遠くて近い距離"""
st_012090_date#1,"""A.P.238/4/23/13:30"""
st_012100_title#1,"""最初の姉弟喧嘩"""
st_012100_date#1,"""A.P.238/4/23/14:00"""
st_012110_title#1,"""最期のアンコール"""
st_012110_date#1,"""A.P.238/4/23/14:30"""
st_012120_title#1,"""意志は忘れない"""
st_012120_date#1,"""A.P.238/4/25/10:00"""
ra_013000_title#0,"""Where Our Paths Intersect"""
ra_013000_date#0,"""A.P.238/4/2"""
ra_013030_title#0,"""A Being Called Dark Falz"""
ra_013030_date#0,"""A.P.238/4/2"""
un_013000_title#0,"""Call to Gather! Our Festival Begins!"""
un_013000_date#0,"""A.P.238/4/4"""
un_013010_title#0,"""Zeno Can Certainly..."""
un_013010_date#0,"""A.P.238/4/5"""
un_013020_title#0,"""Why Did She..."""
un_013020_date#0,"""A.P.238/4/7"""
un_013210_title#0,"""A Curious Lump"""
un_013210_date#0,"""A.P.238/4/8"""
un_013150_title#0,"""The Combat Tournament Nears"""
un_013150_date#0,"""A.P.238/4/8"""
un_013160_title#0,"""Though the Combat Tournament is Soon"""
un_013160_date#0,"""A.P.238/4/8"""
un_013170_title#0,"""Let's Party All Night"""
un_013170_date#0,"""A.P.238/4/8"""
un_013190_title#0,"""Center Stage Isn't All Bad"""
un_013190_date#0,"""A.P.238/4/8"""
st_013000_title#0,"""Who will Join With You?"""
st_013000_date#0,"""A.P.238/4/9/10:50"""
st_013100_title#0,"""Let's Fight Together"""
st_013100_date#0,"""A.P.238/4/9/10:55"""
st_013200_title#0,"""Let's Fighting Together"""
st_013200_date#0,"""A.P.238/4/9/10:55"""
st_013300_title#0,"""Let's Accomplish a Lot, Yeah?"""
st_013300_date#0,"""A.P.238/4/9/10:55"""
st_013500_title#0,"""Let's Show Them the Bond Between Sisters!"""
st_013500_date#0,"""A.P.238/4/9/10:55"""
st_013010_title#0,"""The Tactical Meeting Begins!"""
st_013010_date#0,"""A.P.238/4/9/11:00"""
st_013120_title#0,"""A Dependable Growth Rate"""
st_013120_date#0,"""A.P.238/4/9/11:30"""
st_013220_title#0,"""A Dependable Growth Rate"""
st_013220_date#0,"""A.P.238/4/9/11:30"""
st_013320_title#0,"""Eyes that See Don't Lie"""
st_013320_date#0,"""A.P.238/4/9/11:30"""
st_013520_title#0,"""There's No Misunderstanding Here, Right?"""
st_013520_date#0,"""A.P.238/4/9/11:30"""
st_013130_title#0,"""A Common Fight with Value"""
st_013130_date#0,"""A.P.238/4/9/12:00"""
st_013230_title#0,"""A Common Fight with Meaning"""
st_013230_date#0,"""A.P.238/4/9/12:00"""
st_013330_title#0,"""I Don't Get It - So it's Interesting"""
st_013330_date#0,"""A.P.238/4/9/12:00"""
st_013530_title#0,"""I'll Hit You with My True Feeling! This Time it's Final!"""
st_013530_date#0,"""A.P.238/4/9/12:00"""
st_013040_title#0,"""A Gleefully Embarassing Result"""
st_013040_date#0,"""A.P.238/4/9/12:30"""
st_013050_title#0,"""Here the Tactical Meet Ends!"""
st_013050_date#0,"""A.P.238/4/9/13:00"""
st_013051_title#0,"""Here the Tactical Meet Ends! (Defeat Ver.)"""
st_013051_date#0,"""A.P.238/4/9/13:00"""
st_013160_title#0,"""The Invitation is Appreciated"""
st_013160_date#0,"""A.P.238/4/9/13:10"""
st_013260_title#0,"""Thanks For the Invitation"""
st_013260_date#0,"""A.P.238/4/9/13:10"""
st_013360_title#0,"""Fight As Much As You Like - How Satisfying"""
st_013360_date#0,"""A.P.238/4/9/13:10"""
st_013560_title#0,"""An Information Broker That won't Roll Over For Free"""
st_013560_date#0,"""A.P.238/4/9/13:10"""
st_013070_title#0,"""A Contemptuous Darkness"""
st_013070_date#0,"""A.P.238/4/9/13:30"""
st_013080_title#0,"""Your Confirmation"""
st_013080_date#0,"""A.P.238/4/9/15:00"""
un_013200_title#0,"""Don't Forget the Rules"""
un_013200_date#0,"""A.P.238/4/8"""
un_013180_title#0,"""I am Curious About One Thing"""
un_013180_date#0,"""A.P.238/4/8"""
st_013600_title#0,"""It can't Be Helped, So I will Join You"""
st_013600_date#0,"""A.P.238/4/9/10:55"""
st_013400_title#0,"""If Along with Pal"""
st_013400_date#0,"""A.P.238/4/9/10:55"""
st_013620_title#0,"""More Growth than Can Be Imagined"""
st_013620_date#0,"""A.P.238/4/9/11:30"""
st_013420_title#0,"""Anxiety is Swept Away"""
st_013420_date#0,"""A.P.238/4/9/11:30"""
st_013630_title#0,"""Truly Careless"""
st_013630_date#0,"""A.P.238/4/9/12:00"""
st_013430_title#0,"""The Air Is Charged with Feeling"""
st_013430_date#0,"""A.P.238/4/9/12:00"""
st_013640_title#0,"""Resulting in A Major Upheaval!"""
st_013640_date#0,"""A.P.238/4/9/12:30"""
st_013440_title#0,"""He Who Awaits Cometh"""
st_013440_date#0,"""A.P.238/4/9/12:30"""
st_013650_title#0,"""Bringing Justice"""
st_013650_date#0,"""A.P.238/4/9/13:00"""
st_013651_title#0,"""Bringing Justice  (Defeat Ver.)"""
st_013651_date#0,"""A.P.238/4/9/13:00"""
ra_013000_title#1,"""辿る道筋の交錯"""
ra_013000_date#1,"""A.P.238/4/2"""
ra_013030_title#1,"""ダークファルスという存在"""
ra_013030_date#1,"""A.P.238/4/2"""
un_013000_title#1,"""開催予告！オレたちの祭！"""
un_013000_date#1,"""A.P.238/4/4"""
un_013010_title#1,"""ゼノならきっと……"""
un_013010_date#1,"""A.P.238/4/5"""
un_013020_title#1,"""どうして彼女が……"""
un_013020_date#1,"""A.P.238/4/7"""
un_013210_title#1,"""好奇心の塊"""
un_013210_date#1,"""A.P.238/4/8"""
un_013150_title#1,"""戦技大会が間近だが"""
un_013150_date#1,"""A.P.238/4/8"""
un_013160_title#1,"""戦技大会が近いけど"""
un_013160_date#1,"""A.P.238/4/8"""
un_013170_title#1,"""お祭り騒ぎしましょうよお"""
un_013170_date#1,"""A.P.238/4/8"""
un_013190_title#1,"""時には立ちたい表舞台"""
un_013190_date#1,"""A.P.238/4/8"""
st_013000_title#1,"""誰と一緒に向かおうか"""
st_013000_date#1,"""A.P.238/4/9/10:50"""
st_013100_title#1,"""一緒に頑張ろう"""
st_013100_date#1,"""A.P.238/4/9/10:55"""
st_013200_title#1,"""一緒に頑張りましょう"""
st_013200_date#1,"""A.P.238/4/9/10:55"""
st_013300_title#1,"""いっぱいたくさんやりましょうねえ"""
st_013300_date#1,"""A.P.238/4/9/10:55"""
st_013500_title#1,"""姉妹の絆、見せましょう！"""
st_013500_date#1,"""A.P.238/4/9/10:55"""
st_013010_title#1,"""戦技大会、開催！"""
st_013010_date#1,"""A.P.238/4/9/11:00"""
st_013120_title#1,"""頼もしい成長速度"""
st_013120_date#1,"""A.P.238/4/9/11:30"""
st_013220_title#1,"""頼りになる成長速度"""
st_013220_date#1,"""A.P.238/4/9/11:30"""
st_013320_title#1,"""見る目に狂いはありません"""
st_013320_date#1,"""A.P.238/4/9/11:30"""
st_013520_title#1,"""見立てに間違いなかったね！"""
st_013520_date#1,"""A.P.238/4/9/11:30"""
st_013130_title#1,"""価値ある共闘"""
st_013130_date#1,"""A.P.238/4/9/12:00"""
st_013230_title#1,"""意味ある共闘"""
st_013230_date#1,"""A.P.238/4/9/12:00"""
st_013330_title#1,"""わからない、から、おもしろい"""
st_013330_date#1,"""A.P.238/4/9/12:00"""
st_013530_title#1,"""直感が訴える！\u3000この先ラストだと！"""
st_013530_date#1,"""A.P.238/4/9/12:00"""
st_013040_title#1,"""嬉し恥ずかし結果発表！"""
st_013040_date#1,"""A.P.238/4/9/12:30"""
st_013050_title#1,"""これにて、戦技大会終了！"""
st_013050_date#1,"""A.P.238/4/9/13:00"""
st_013051_title#1,"""これにて、戦技大会終了！（敗北）"""
st_013051_date#1,"""A.P.238/4/9/13:00"""
st_013160_title#1,"""誘いに感謝"""
st_013160_date#1,"""A.P.238/4/9/13:10"""
st_013260_title#1,"""誘ってくれてありがとう"""
st_013260_date#1,"""A.P.238/4/9/13:10"""
st_013360_title#1,"""うちほうだいで満足"""
st_013360_date#1,"""A.P.238/4/9/13:10"""
st_013560_title#1,"""タダでは転ばぬ情報屋"""
st_013560_date#1,"""A.P.238/4/9/13:10"""
st_013070_title#1,"""嗤う暗黒"""
st_013070_date#1,"""A.P.238/4/9/13:30"""
st_013080_title#1,"""キミの確認"""
st_013080_date#1,"""A.P.238/4/9/15:00"""
un_013200_title#1,"""ルールはきちんと覚えて"""
un_013200_date#1,"""A.P.238/4/8"""
un_013180_title#1,"""気になることはあるけども"""
un_013180_date#1,"""A.P.238/4/8"""
st_013600_title#1,"""仕方がないから付き合うわ"""
st_013600_date#1,"""A.P.238/4/9/10:55"""
st_013400_title#1,"""相棒と一緒なら"""
st_013400_date#1,"""A.P.238/4/9/10:55"""
st_013620_title#1,"""想像以上の成長"""
st_013620_date#1,"""A.P.238/4/9/11:30"""
st_013420_title#1,"""不安感の払拭"""
st_013420_date#1,"""A.P.238/4/9/11:30"""
st_013630_title#1,"""本当のお節介さん"""
st_013630_date#1,"""A.P.238/4/9/12:00"""
st_013430_title#1,"""感じたことのある空気"""
st_013430_date#1,"""A.P.238/4/9/12:00"""
st_013640_title#1,"""風雲急の結果発表！"""
st_013640_date#1,"""A.P.238/4/9/12:30"""
st_013440_title#1,"""待ち人来たりて"""
st_013440_date#1,"""A.P.238/4/9/12:30"""
st_013650_title#1,"""正義の行い"""
st_013650_date#1,"""A.P.238/4/9/13:00"""
st_013651_title#1,"""正義の行い（敗北）"""
st_013651_date#1,"""A.P.238/4/9/13:00"""
mv_010030_title#0,"""Planetary Travel Naberius"""
mv_010030_date#0,"""\u3000 """
mv_010040_title#0,"""Planetary Travel Lilipa"""
mv_010040_date#0,"""\u3000 """
mv_010050_title#0,"""Planetary Travel Amduskia"""
mv_010050_date#0,"""\u3000 """
mv_010070_title#0,"""Planetary Travel [Elder] Decisive Battle"""
mv_010070_date#0,"""\u3000 """
mv_010030_title#1,"""惑星移動・ナベリウス"""
mv_010030_date#1,"""\u3000"""
mv_010040_title#1,"""惑星移動・リリーパ"""
mv_010040_date#1,"""\u3000"""
mv_010050_title#1,"""惑星移動・アムドゥスキア"""
mv_010050_date#1,"""\u3000"""
mv_010070_title#1,"""惑星移動・ダークファルス【巨躯】決戦"""
mv_010070_date#1,"""\u3000"""
un_010010_title#0,"""Zeno's Search"""
un_010020_title#0,"""Stick Together"""
un_010030_title#0,"""Déjà vu"""
un_010040_title#0,"""Too Nice?"""
un_010050_title#0,"""Peace at Last"""
un_011470_title#0,"""A Promising Future"""
un_010060_title#0,"""An Inseverable Bond"""
un_010070_title#0,"""Motivations"""
un_010080_title#0,"""A Hindrance's Purpose"""
un_010090_title#0,"""Which is Worse?"""
un_010100_title#0,"""The D-arkers Tide"""
un_010110_title#0,"""Those Who Progress, Those Who Obsess"""
un_010120_title#0,"""Crunch Time"""
un_010010_title#1,"""捜索中のゼノ"""
un_010020_title#1,"""仲間と共に歩んでけ"""
un_010030_title#1,"""見たことあるような……"""
un_010040_title#1,"""おせっかいの理由"""
un_010050_title#1,"""ようやくの平和"""
un_011470_title#1,"""嘱望された未来"""
un_010060_title#1,"""腐れ縁は腐れ縁"""
un_010070_title#1,"""アークスになった理由"""
un_010080_title#1,"""足手まといの意味"""
un_010090_title#1,"""どっちが迷惑？"""
un_010100_title#1,"""ダーカーが増えている"""
un_010110_title#1,"""進むひとと狂うひと"""
un_010120_title#1,"""いざというとき"""
un_010130_title#0,"""Echo Unbridled"""
un_010140_title#0,"""A Little Nervous"""
un_010150_title#0,"""Her Greatest Fear"""
un_010160_title#0,"""The Deterrent"""
un_010170_title#0,"""That Feeling of Helplessness"""
un_012480_title#0,"""As a Stand-In"""
un_010130_title#1,"""暴走中のエコー"""
un_010140_title#1,"""実におっかなびっくり"""
un_010150_title#1,"""いちばん怖いこと"""
un_010160_title#1,"""抑止力"""
un_010170_title#1,"""無力感"""
un_012480_title#1,"""留守中の代役として"""
un_010320_title#0,"""Afin in Action"""
un_010340_title#0,"""D-arkers Mysteries"""
un_010350_title#0,"""ARKS Mysteries"""
un_010330_title#0,"""Working Alone"""
un_010360_title#0,"""Jacks of All Trades"""
un_011490_title#0,"""What Afin Seeks"""
un_010390_title#0,"""Just Speak Up!"""
un_011510_title#0,"""The Searching Lagomite"""
un_011480_title#0,"""Afin's Quest"""
un_010380_title#0,"""Dragorii are Awesome"""
un_010370_title#0,"""An Important Search"""
un_012600_title#0,"""I'm Fine is a Lie"""
un_013030_title#0,"""The Abnormal Account?"""
un_013040_title#0,"""A Worrying Atmosphere"""
un_010320_title#1,"""任務中のアフィン"""
un_010340_title#1,"""ダーカーってなんだろな"""
un_010350_title#1,"""アークスってなんだろな"""
un_010330_title#1,"""なるべく一人で動くように"""
un_010360_title#1,"""なんでも使えるのはなんで？"""
un_011490_title#1,"""アフィンが探すものは……"""
un_010390_title#1,"""ダーカーへの不満"""
un_011510_title#1,"""リリーパ族は何かを探す"""
un_011480_title#1,"""アフィンの探すもの"""
un_010380_title#1,"""龍族ってすっげえな"""
un_010370_title#1,"""大事な大事な探しもの"""
un_012600_title#1,"""大丈夫、と言ったら嘘になる"""
un_013030_title#1,"""異変のきっかけは？"""
un_013040_title#1,"""なんだか気になる空気"""
un_011230_title#0,"""What I Should Talk"""
un_011240_title#0,"""Don't overdo it"""
un_011250_title#0,"""I Don't Understand a Thing"""
un_011260_title#0,"""Won't talk to others"""
un_011330_title#0,"""The Cauldron Looks a Bit Hot..."""
un_011380_title#0,"""It Takes All Kinds"""
un_011270_title#0,"""This Feeling with Others"""
un_011280_title#0,"""Resonance - Headaches"""
un_011310_title#0,"""What is the Lost Sea?"""
un_011390_title#0,"""A Feast for The Eyes"""
un_011320_title#0,"""What is the Tunnel?"""
un_011400_title#0,"""Are ARKS Ships Big?"""
un_011340_title#0,"""The Scary Skyscape?"""
un_011290_title#0,"""Resonance - Head is Throbbing"""
un_011370_title#0,"""What's Peace?"""
un_011300_title#0,"""Resonance - A Splitting Migraine"""
un_012380_title#0,"""What's the Furious Dragonii's Goal?"""
un_012390_title#0,"""Emotion Embedded in Song"""
un_013220_title#0,"""Energy is Important"""
un_013230_title#0,"""What's Happening?"""
un_011230_title#1,"""何を喋ればいいんだろう"""
un_011240_title#1,"""無理はしないでね"""
un_011250_title#1,"""わからないことばかり"""
un_011260_title#1,"""他の人とは話さない"""
un_011330_title#1,"""火山洞窟って、暑そう"""
un_011380_title#1,"""いろんなひとがいるんだね"""
un_011270_title#1,"""他の人とはこんな感じ"""
un_011280_title#1,"""共鳴・ちょっと頭が痛い"""
un_011310_title#1,"""砂漠ってどんなところ？"""
un_011390_title#1,"""あたらしいこと、めいっぱい"""
un_011320_title#1,"""坑道ってどんなところ？"""
un_011400_title#1,"""アークスシップはおおきいの？"""
un_011340_title#1,"""浮遊大陸、怖くないの？"""
un_011290_title#1,"""共鳴・また頭が痛い"""
un_011370_title#1,"""平和ってなんだろう"""
un_011300_title#1,"""共鳴・すごく頭が痛い"""
un_012380_title#1,"""暴走龍の目的はなんだろう？"""
un_012390_title#1,"""歌に込められた感情"""
un_013220_title#1,"""活気があるのはいいこと"""
un_013230_title#1,"""なにかがおきているんだね"""
un_010180_title#0,"""An Unexpected Encounter"""
un_010190_title#0,"""The Weak are Worthless"""
un_010200_title#0,"""Bait or Prey"""
un_010210_title#0,"""Wipe Out the D-arkers"""
un_010220_title#0,"""Poor Excuse For a Soldier"""
un_010230_title#0,"""Hatred Manifest"""
un_010240_title#0,"""Guntram and Melfon"""
un_010250_title#0,"""Mere Pawns"""
un_010260_title#0,"""Guntram and Zeno"""
un_010270_title#0,"""You and Zeno"""
un_010280_title#0,"""Those Who Wish for Death"""
un_010180_title#1,"""不意の遭遇"""
un_010190_title#1,"""弱いヤツに価値はない"""
un_010200_title#1,"""撒き餌か主食か"""
un_010210_title#1,"""ダーカーは全て殺せ"""
un_010220_title#1,"""甘々な戦い方"""
un_010230_title#1,"""憎しみの発露"""
un_010240_title#1,"""ゲッテムハルトとメルフォンシーナ"""
un_010250_title#1,"""他人は駒"""
un_010260_title#1,"""ゲッテムハルトとゼノ"""
un_010270_title#1,"""ゼノとオマエ"""
un_010280_title#1,"""死にたがりの"""
un_010290_title#0,"""I'll Only Cause Trouble"""
un_010300_title#0,"""The Silent One"""
un_011440_title#0,"""An Unfathomable Relationship"""
un_010310_title#0,"""Alone"""
un_012490_title#0,"""If Only You weren't Here"""
un_012500_title#0,"""Don't Get In My Way"""
un_010290_title#1,"""不幸にしてしまうから"""
un_010300_title#1,"""無言の子"""
un_011440_title#1,"""よくわからない関係"""
un_010310_title#1,"""誰も助けてはくれない"""
un_012490_title#1,"""あなたさえいなければ"""
un_012500_title#1,"""邪魔をしないでください"""
un_011520_title#0,"""The Lagomite Language"""
un_011520_title#1,"""リリーパ族の言語について"""
un_010870_title#0,"""Not My Thing"""
