YesText#0,"""はい"""
SkillTreeResetExplain_v#0,"""<c f0df61>“N-追加スキルツリー振り替え”を使用、またはACで購入して、スキルツリーを初期化できます。"""
SkillTreeResetExplainSG_v#0,"""<c f0df61>“N-追加スキルツリー振り替え”を使用、またはＳＧで購入して、スキルツリーを初期化できます。<c>"""
SkillTreeReset2Explain#0,"""<c f0df60>選択したツリーを、<yellow>別のクラス用に振り替えることも可能です。<c f0df60>どのクラス用に振り替えるか選択してください。<c>"""
SkillTreeReset2Explain_v#0,"""<c f0df60>選択したツリーを、<yellow>別のクラス用に振り替えることも可能です。<c f0df61>クラスを選択してください。<c>"""
ClassCounterExplain#0,"""<c f0df60>クラスを変更したり、スキルツリーでクラススキルを習得したりできます。<c>"""
SkillTreeAddNum#0,"""スキルツリー追加可能数"""
Check#0,"""確認"""
SkillTreeInfoTitle#0,"""クラス・スキルツリー情報"""
SkillTreeTotal#0,"""追加スキルツリー総数"""
TreeListCaption#0,"""ツリー($(0)）"""
TreeListPoint#0,"""残りSP"""
MoreDetails#0,"""<pict Sign_SELECT>で更に詳細"""
MySetExplain#0,"""<c f0df60>マイセットを保存したり、適用することができます。<c>"""
MySetExplain2button#0,"""<c f0df60>マイセットを保存したり、適用することができます。<c><red>※現在の操作タイプは2ボタンタイプです。<c>"""
MySetExplain3button#0,"""<c f0df60>マイセットを保存したり、適用することができます。<c><red>※現在の操作タイプは3ボタンタイプです。<c>"""
ManualSkillTreeGet#0,"""自分で振り分ける"""
AutoSkillTreeGet#0,"""オススメ設定"""
AutoSkillTreeAsk#0,"""自動的にスキルポイントを振り直します。<br>よろしいですか？<br><yellow>※習得済みスキルも含め<br>\u3000スキルツリーが上書きされます。<c>"""
AutoSkillTreeList#0,"""オススメ設定された以下のスキルを上書きします。<br>よろしいですか？<br><br><red>※任意で振り直したい場合は<br>全スキルツリー初期化パスが必要になります。<c>"""
AutoSkillTreeListVita#0,"""オススメ設定された以下のスキルを上書きします。<br>よろしいですか？<br><red>※任意で振り直したい場合は<br>全スキルツリー初期化パスが必要になります。<c>"""
AutoSkillTreeSuccess#0,"""オススメスキルを上書きしました。"""
AutoSkillTreeFailed#0,"""オススメスキルの上書きに失敗しました。"""
SkillPoint_Zero#0,"""SP<pict 4space>0"""
SkillTreeName#0,"""$(0)($(1))"""
AdditionalSkill#0,"""アドオンスキル"""
AdditonalSkillMenuTitle#0,"""アドオンスキル"""
AdditionalSkillCreate#0,"""アドオンスキル生成"""
AdditionalSkillChange#0,"""アドオンスキルセット"""
AdditionalSkillCreateTitle#0,"""アドオンスキル生成"""
AdditionalSkillRecipeName#0,"""スキル生成$(0)"""
AdditionalSkillRecipeTitle#0,"""$(0)\u3000$(1)の生成結果予測"""
AdditionalSkillMain#1,"""メイン効果"""
AdditionalSkillSub#1,"""サブ効果"""
AdditionalSkillRecipeMain#0,"""Lv.$(0)以上"""
AdditionalSkillRecipeSub#0,"""Lv.$(0)以上"""
AdditionalSkillRecipeLv#0,"""Lv.$(0)"""
AdditionalSkillRecipeText#0,"""生成レベル：$(0)以上"""
AdditionalSkillSupportItemText#0,"""アドオンスキルの生成を開始します。<br>よろしいですか？"""
AdditionalSkillCreateWindowTitle#0,"""アドオンスキル生成"""
AdditionalSkillResultWindowTitle#0,"""登録するアドオンスキル"""
AdditionalSkillCreateWindowText#0,"""アドオンスキルの生成が完了しました。"""
AdditionalSkillResultMain#0,"""メイン効果"""
AdditionalSkillResultSub#0,"""サブ効果"""
AdditionalSkillLv#0,"""Lv.$(0)"""
AdditionalSkillToastBoost#0,"""アドオンスキルブーストが発生しました。"""
AdditionalSkillToastRecipe#0,"""新しいアドオンスキルの生成方法が解放されました。"""
AdditionalSkillSaveWindowTitle#0,"""アドオンスキル登録"""
AdditionalSkillSlotName#0,"""$(0)($(1))"""
AdditionalSkillNoSave#0,"""登録しない"""
AdditionalSkillSetWindowTitle#0,""" $(0)"""
AdditionalSkillSetWindowNoSkill#0,"""アドオンスキルが登録されていません。"""
AdditionalSkillDetailWindowTitle#0,"""アドオンスキル詳細"""
AdditionalSkillSaveConfirmWindowTitle#0,"""アドオンスキル登録"""
AdditionalSkillSaveConfirmWindowText1#0,"""生成したアドオンスキルを<br>登録します。<br>よろしいですか？"""
AdditionalSkillSaveConfirmWindowText2#0,"""<yellow>既にアドオンスキルが<br>登録されています。<c><br><br>生成したアドオンスキルを上書きします。<br>よろしいですか？"""
AdditionalSkillSaveConfirmWindowText3#0,"""登録しない場合、<br>生成したアドオンスキルは失われます。<br>よろしいですか？"""
AdditionalSkillSaveConfirmResultText#0,"""アドオンスキルを登録しました。"""
AdditionalSkillChangeTitle#0,"""アドオンスキルのセット"""
AdditionalSkillPopupConfirm#0,"""アドオンスキルの確認"""
AdditionalSkillPopupSelect#0,"""アドオンスキルの選択"""
AdditionalSkillPopupNameChange#0,"""スキルセットの名前変更"""
AdditionalSkillSlotNameChangeTitle#0,"""スキルセットの名前変更"""
AdditionalSkillMysetTitle#0,"""マイセット：アドオンスキル"""
AdditionalSkillMysetName#0,"""アドオンスキルセット"""
AdditionalSkillMysetItem#0,"""新規保存"""
AdditionalSkillMysetPopupItem1#0,"""マイセット選択"""
AdditionalSkillMysetPopupItem2#0,"""現在の設定で上書き"""
AdditionalSkillMysetPopupItem3#0,"""名前を変えずに上書き"""
AdditionalSkillMysetPopupItem4#0,"""マイセットの名前変更"""
AdditionalSkillMysetPopupItem5#0,"""マイセット削除"""
AdditionalSkillMysetDetailTitle#0,"""マイセット内容"""
AdditionalSkillMysetDetaiItemName#0,"""マイセット詳細"""
AdditionalSkillMysetPopupWindowText1#0,"""“マイセット$(0) $(1)”を<br>セットします。<br>よろしいですか？"""
AdditionalSkillMysetPopupWindowText2#0,"""“マイセット$(0) $(1)”に<br>現在のアドオンスキルの設定を上書きします。<br>よろしいですか？"""
AdditionalSkillMysetPopupWindowText3#0,"""“マイセット$(0) $(1)”に<br>現在のアドオンスキルの設定を上書きします。<br><yellow>※マイセットの名前は変更されません。<c><br>よろしいですか？"""
AdditionalSkillMysetPopupWindowText4#0,"""“マイセット$(0) $(1)”に<br>現在のアドオンスキルの設定を登録します。<br>よろしいですか？"""
AdditionalSkillMysetPopupWindowTitle#0,"""マイセット保存"""
AdditionalSkillMysetPopupWindowText5#0,"""\""マイセット$(0) $(1)\""を削除します。<br>よろしいですか？"""
AdditionalSkillExplain#0,"""アドオンスキルの生成、セットなどが行えます。"""
AdditionalSkillMysetInputTitle#0,"""マイセットの名前変更"""
AdditionalSkillMysetInputText#0,"""“マイセット$(0) $(1)”の<br>名前を変更します。<br>変更後の名前を入力してください。"""
AdditionalSkillSlotInputTitle#0,"""スキルセットの名前変更"""
AdditionalSkillSlotInputText#0,"""“ $(0)”の<br>名前を変更します。<br>変更後の名前を入力してください。"""
AdditionalSkillMysetNodataText#0,"""マイセットが保存されていません。"""
AdditionalSkillLimitText#0,"""クエスト受注中は、<br>この機能は使用できません。"""
AdditionalSkillClassIcon#0,"""<pict $(0)><pict 4space>$(1)"""
AdditionalSkillExceptionDataWindowTitle#0,"""アドオンスキル登録"""
AdditionalSkillExceptionDataWindowText#0,"""未登録のアドオンスキルがあります。<br>アドオンスキルの登録を行ってください。"""
Title_SkipFunction#0,"""ゲームプレイスキップ<pict 4space><pict Arcscash>"""
Title_SkipFunction_TwoLineGuide#0,"""キャラクターを成長させるさまざまな<pict 4space><pict Arcscash>アイテムが購入できます。"""
SkipFunction#0,"""ゲームプレイスキップ<pict 4space><pict Arcscash>"""
SubTitle_SkipFunction#0,"""ゲームプレイスキップ"""
LevelSkip_EP1#0,"""クラスレベル75化&適正装備セット<pict 4space><pict Arcscash>"""
SkillPointSkip_EP1#0,"""『NGS』Ver.1全トレイニア踏破<pict 4space><pict Arcscash>"""
SubTitle_LevelSkip_ClassSelect#0,"""クラス選択"""
SubTitle_LevelSkip_Description#0,"""機能詳細"""
SubTitle_LevelSkip_ItemList#0,"""入手アイテム"""
Headline_Level#0,"""Lv."""
SubTitle_LevelSkip_EP1_Description_Text#0,"""対象クラスのレベルが<yellow>Lv.$(0)<c>になり、<br>レベルに適した<yellow>装備アイテム<c>が入手できます。<br><br><yellow>※既にLv.$(0)以上の場合は変動しません。<c><br><br><yellow>※1キャラクターにつき、<br>\u3000各クラス1回まで使用できます。<br>※使用後は、メインクラスが<br>\u3000選択したクラスに変更されます。<br>※装備アイテムは、“運営倉庫”に送られます。<c>"""
ItemName#0,"""$(0)"""
ItemName_Stack#0,"""$(0) x $(1)"""
ItemName_Grinded#0,"""$(0)＋$(1)"""
Error_LevelSkip_Purchased#0,"""購入済みのため、選択できません。"""
Error_Exception#0,"""情報が取得できませんでした。<br>しばらくしてから、再度アクセスしてください。<br>その後も同様に発生する場合は<br>公式サイトのサポート窓口へお問い合わせください。"""
LevelSkip_EP1_Path#0,"""<pict Arcscash><scarlet>AC消費コンテンツ<c><br>対象クラスのレベルが<yellow>Lv.$(0)<c>になり、<br>レベルに適した<yellow>装備アイテム<c>が入手できます。<br><br><yellow>※既にLv.$(0)以上の場合は変動しません。<c><br><br><yellow>“$(1)”<c>の<br>購入画面に進みますか？<br><br><yellow>※1キャラクターにつき、<br>\u3000各クラス1回まで使用できます。<br>※使用後は、メインクラスが<br>\u3000選択したクラスに変更されます。<br>※装備アイテムは、“運営倉庫”に送られます。<c>"""
Warning_LevelSkip_EP1_Path#0,"""$(0)はLv.$(1)以上のため、<br>これ以上レベルアップできません。<c><br>（現在のレベル：Lv.$(2)）<br><br><yellow>“$(3)”<c>の<br>購入画面に進んでもよろしいですか？"""
Purchased_LevelSkip_EP1_Path#0,"""選択したクラスがレベルアップしました。<br><br>$(0)\u3000Lv.$(1)\u3000⇒\u3000Lv.$(2)<br><br>アイテムが、“運営倉庫”に送られました。<br><br><yellow>※“メインメニュー”の“アイテム”を選択し、<br>\u3000ウインドウ上部の“アイテムパック”の表示を、<br>\u3000“運営倉庫”に切り替えて確認してください。<c>"""
Purchased_LevelSkip_EP1_Path_ItemOnly#0,"""対象クラスに適したアイテムを、<br>“運営倉庫”に送りました。<br><br><yellow>※“メインメニュー”の“アイテム”を選択し、<br>\u3000ウインドウ上部の“アイテムパック”の表示を、<br>\u3000“運営倉庫”に切り替えて確認してください。<c>"""
Error_SkillPointSkip_Purchased#0,"""購入済みか、対象のスキルポイントを獲得済みのため選択できません。"""
SkillPointSkip_EP1_Path#0,"""<pict Arcscash><scarlet>AC消費コンテンツ<c><br><yellow>“『NGS』Ver.1”<c>のあいだに配信された<br><yellow>“トレイニア（コクーン及びタワー）”<c>を<br>すべて攻略済みにして、<br><yellow>$(1)Pt<c>のスキルポイントを獲得します。<br><br><yellow>“$(0)”<c>の<br>購入画面に進みますか？<br><br><scarlet>※購入後に、自動的にログアウトします。<c><br><br><yellow>※攻略済みのトレイニアがある場合も、<br>\u3000購入価格は変わりません。<br>※1アカウントにつき、1回まで使用できます。<br>※この機能の内容は、今後のアップデートにより、<br>\u3000変更される場合があります。<c>"""
Purchased_SkillPointSkip#0,"""購入が完了しました。<br>内容反映のため、ログアウトします。"""
Error_SkipFunction_NotSolo#0,"""マッチング中、もしくはパーティーを組んでいる、<br>あるいはパーティー関連の機能を利用中のため、<br>使用できません。"""
LibraryMenu_Title#0,"""図鑑リスト"""
LibraryMenuType_Weapon#0,"""武器図鑑"""
LibraryMenuType_Unit#0,"""ユニット図鑑"""
LibraryMenuType_Story#0,"""ストーリーあらすじ"""
LibraryMenuType_RoomGoods#0,"""-"""
LibraryMenuType_Enemy#0,"""-"""
LibraryMenuType_License#0,"""-"""
LibraryMenuType_SkitList#0,"""-"""
LibraryMenuType_TutorialList#0,"""-"""
LibraryMenuType_Enchant#0,"""-"""
LibraryMenuType_GatC#0,"""採取図鑑"""
LibraryMenuType_GatF#0,"""釣り図鑑"""
SkitList_StoryEvent#0,"""ストーリーイベント"""
SkitList_CharacterEvent#0,"""キャラクターイベント"""
SkitList_MessagePack#0,"""メッセージパック"""
LibraryGuideType_Menu#0,"""<c f0df60>武器やユニットの図鑑、ストーリーあらすじを見ることができます。<c>"""
LibraryGuideType_Weapon#0,"""<c f0df60>入手した武器を閲覧できます。<c>"""
LibraryGuideType_Unit#0,"""<c f0df60>入手したユニットを閲覧できます。<c>"""
LibraryGuideType_Story#0,"""<c f0df60>ストーリーのあらすじを確認することができます。<c>"""
LibraryGuideType_RoomGoods#0,"""-"""
LibraryGuideType_Enemy#0,"""-"""
LibraryGuideType_License#0,"""-"""
LibraryGuideType_SkitList#0,"""-"""
LibraryGuideType_TutorialList#0,"""-"""
LibraryGuideType_Enchant#0,"""-"""
LibraryGuideType_GatC#0,"""<c f0df60>入手した鉱石や植物を閲覧できます。<c>"""
LibraryGuideType_GatF#0,"""<c f0df60>入手した魚を閲覧できます。<c>"""
NotFoundList_Wepon#0,"""対象武器がありません"""
NotFoundList_Unit#0,"""対象ユニットがありません"""
NotFoundList_GatC#0,"""対象アイテムがありません"""
NotFoundList_GatF#0,"""対象アイテムがありません"""
NotFoundList_Common#0,"""対象アイテムがありません"""
L_Category_1#0,"""バトル"""
L_C_1_S_Category_1#0,"""基本操作"""
L_C_1_S_C_1_Item_1#0,"""-"""
L_C_1_S_Category_2#0,"""ハンター"""
L_C_1_S_C_2_Item_1#0,"""-"""
L_C_1_S_Category_3#0,"""レンジャー"""
L_C_1_S_C_3_Item_1#0,"""-"""
L_C_1_S_Category_4#0,"""フォース"""
L_C_1_S_C_4_Item_1#0,"""-"""
L_C_1_S_Category_5#0,"""種族アクション"""
L_C_1_S_C_5_Item_1#0,"""-"""
L_C_1_S_Category_6#0,"""武器"""
L_C_1_S_C_6_Item_1#0,"""-"""
L_C_1_S_Category_7#0,"""マグ"""
L_C_1_S_C_7_Item_1#0,"""-"""
L_C_1_S_Category_8#0,"""キャラクターの成長"""
L_C_1_S_C_8_Item_1#0,"""-"""
L_Category_2#0,"""アイテム"""
L_C_2_S_Category_1#0,"""アイテムの能力"""
L_C_2_S_C_1_Item_1#0,"""-"""
L_C_2_S_Category_2#0,"""アイテムの成長"""
L_C_2_S_C_2_Item_1#0,"""-"""
L_Category_3#0,"""クエスト"""
L_C_3_S_Category_1#0,"""クエストの受注と完了"""
L_C_3_S_C_1_Item_1#0,"""-"""
L_C_3_S_Category_2#0,"""クエスト中"""
L_C_3_S_C_2_Item_1#0,"""-"""
L_Category_4#0,"""オーダー"""
L_Category_5#0,"""メインメニュー"""
L_Category_6#0,"""ショップ"""
L_Category_7#0,"""マイルーム"""
L_Category_8#0,"""コミュニケーション"""
L_Category_9#0,"""チーム"""
L_Category_10#0,"""AC関連"""
ReadFormTitle#0,"""$(0)のアークスカード"""
ReadBasicInfo#0,"""基本情報"""
ReadPlayerName#0,"""プレイヤーIDネーム"""
ReadPlayerID#0,"""プレイヤーID"""
ReadPSNOnlineID#0,"""“PSN”のオンラインID"""
ReadCharaName#0,"""現在のキャラクター"""
ReadGuildName#0,"""所属チーム"""
ReadBirthday#0,"""誕生日"""
ReadHobby#0,"""趣味"""
ReadWishList#0,"""ウィッシュリスト"""
ReadPresentList#0,"""プレゼントリスト"""
MenuBasicInfo#0,"""基本情報"""
MenuComment#0,"""コメント/シンボルアート"""
MenuWishList#0,"""ウィッシュリスト"""
MenuPresentList#0,"""プレゼントリスト"""
MenuOther#0,"""公開設定"""
MenuPreview#0,"""プレビュー"""
EditFormTitle#0,"""アークスカード編集"""
EditBirthday#0,"""誕生日"""
EditHobby#0,"""趣味"""
EditComment#0,"""コメント"""
EditComment_NGS#0,"""コメントの設定"""
EditVector#0,"""シンボルアート"""
EditWishList#0,"""ウィッシュリスト"""
EditPresentList#0,"""プレゼントリスト"""
EditOpenSetting#0,"""公開設定"""
EditVectorSet#0,"""シンボルアートを登録する"""
EditVectorClear#0,"""登録を解除する"""
OpenAll#0,"""全員に公開する"""
OpenAll_NGS#0,"""すべてのプレイヤーに公開する"""
OpenFriend#0,"""フレンドにのみ公開する"""
OpenGuild#0,"""チームメンバーにのみ公開する"""
OpenFriendGuild#0,"""フレンドとチームメンバーに公開する"""
OpenNone#0,"""非公開にする"""
ErrorMessageTitle#0,"""アークスカード"""
ErrorMessageNotFound#0,"""相手のアークスカードは存在しません。"""
ErrorMessagePrivate#0,"""相手のアークスカードは<br>非公開に設定されています。"""
ErrorMessageDBError#0,"""データベースに問題が発生したため、<br>処理できませんでした。<br><br>[No.1036］"""
ErrorMessageUnknown#0,"""問題が発生したため、<br>処理できませんでした。<br><br>[No.1037］"""
ErrorMessageNgWordTitle#0,"""称号の組み合わせで、不適切な文字列が<br>検出されたため、登録できません。"""
ErrorMessageNgWordComment#0,"""コメント設定で、不適切な文字列が<br>検出されたため、一部の文字列を変換しました。"""
ErrorMessageNgWordTitle_Comment#0,"""称号の組み合わせで、不適切な文字列が<br>検出されたため、登録できません。<br><br>コメント設定で、不適切な文字列が<br>検出されたため、一部の文字列を変換しました。"""
CloseText#1,"""閉じる"""
WishListRegisterFormTitle#0,"""ウィッシュリストに登録"""
PresentListRegisterFormTitle#0,"""プレゼントリストに登録"""
ListRegisterSlot#0,"""変更するスロットを選択してください。"""
KeyHelpVitaSelf#0,"""<pict Sign_LEFT><pict Sign_RIGHT>でページ切替/<pict Sign_TRIANGLE>で編集"""
KeyHelpVitaOther#0,"""<pict Sign_LEFT><pict Sign_RIGHT>でページ切替"""
KeyHelpKeyboard#0,"""[←][→]でページ切替/[ESC]で戻る"""
KeyHelpXbox#0,"""<pict Alpha_LEFT><pict Alpha_RIGHT>でページ切替/<%Cancel>で戻る"""
KeyHelpPS#0,"""<pict Sign_LEFT><pict Sign_RIGHT>でページ切替/<%Cancel>で戻る"""
KeyHelpNumber#0,"""<pict Number_LEFT><pict Number_RIGHT>でページ切替/<%Cancel>で戻る"""
ReadXboxGamersTag#0,"""Xbox Liveゲーマータグ"""
Reb_mess01#0,"""基本データ"""
Reb_mess02#0,"""最近使用したキャラクター"""
Reb_mess03#0,"""ファッション"""
Reb_mess04#0,"""獲得した称号"""
Reb_mess05#0,"""発見した記憶のかけら"""
Reb_mess06#0,"""アイテム図鑑"""
Reb_mess07#0,"""エネミー図鑑"""
Reb_mess08#0,"""よく使うクラス"""
Reb_mess09#0,"""よく使うPA"""
Reb_mess10#0,"""よく使うテクニック"""
Reb_mess11#0,"""討伐記録"""
Reb_mess12#0,"""討伐数"""
Reb_mess13#0,"""プレイデータ"""
Reb_mess14#0,"""個人ベスト"""
Reb_mess15#0,"""称号1"""
Reb_mess16#0,"""称号2"""
Reb_mess17#0,"""称号3"""
Reb_mess18#0,"""背景の設定"""
Reb_mess19#0,"""ポーズの設定"""
Reb_mess20#0,"""表情の設定"""
Reb_mess21#0,"""シンボルアート/スタンプの設定"""
Reb_mess22#0,"""表示中のキャラクターを更新しない"""
Reb_mess23#0,"""表示中のキャラクターを更新する"""
Reb_mess24#0,"""決定：<%Decide>\u3000キャンセル：<%Cancel>\u3000編集：<%Function>"""
Reb_mess25#0,"""アークスカード"""
Reb_mess26#0,"""戻る"""
Reb_mess27#0,"""編集"""
Reb_mess28#0,"""決定"""
Reb_mess29#0,"""キャンセル"""
Reb_mess30#0,"""よろしくお願いします。"""
Reb_mess31#0,"""決定：<%Decide>\u3000キャンセル：<%Cancel>"""
Reb_mess32#0,"""スタンプを登録する"""
Reb_mess33#0,"""登録を解除する"""
Title_None#0,"""<space>"""
Title_Tab_All#0,"""すべての称号"""
Title_Tab_NGS#0,"""『NGS』の称号"""
Title_Tab_Classic#0,"""『PSO2』の称号"""
EditCardSymbol#0,"""シンボルアート/スタンプを登録"""
Discard_Changes_Message#0,"""変更を破棄します。<br>よろしいですか？"""
BgSelectTitle#0,"""背景選択"""
BgSelect_Help#0,"""\""累計称号ポイント\""に応じて、<br>新しい背景が利用可能になります。"""
BgSelect_Sub_Title1#0,"""現在の累計称号ポイント"""
BgSelect_Sub_Title2#0,"""目標ポイント"""
BgSelect_Sub_Title3#0,"""背景"""
BgSelect_Pt#0,"""$(0) pt"""
BgSelect_Name#0,"""背景$(0)"""
PoseSelectTitle#0,"""ポーズ選択"""
ExpressionSelectTitle#0,"""表情選択"""
CameraAngle#0,"""カメラアングルの設定"""
CameraAngle_Edit#0,"""カメラアングルを変更する"""
PreviewTitle#0,"""プレビュー"""
LobbyAction_EmotionType_Display#0,"""$(0)($(1))"""
Look_Camera#0,"""カメラ目線"""
Hide_Weopon#0,"""武器の非表示"""
LobbyAction_Default#0,"""立ちポーズ"""
Bg_Default#0,"""標準Ａ"""
Bg_SmokeGold#0,"""スモークレッド"""
Bg_NeonBlue#0,"""ネオンブルー"""
Bg_FancyRappy#0,"""ファンシーラッピー"""
Bg_Basic#0,"""標準Ｂ"""
Bg_GrasslandCity#0,"""ハルファナ平原（昼）Ａ"""
Bg_TidalCove#0,"""バルフロウ大瀑布（昼）Ａ"""
Bg_SunsetWater#0,"""ハルフィリア湖（夕方）Ａ"""
Bg_UrbanDusk#0,"""ハルファナ平原（夕方）Ａ"""
Bg_Waterfall#0,"""バルフロウ大瀑布（昼）Ｂ"""
Bg_NightCape#0,"""バルフロウ大瀑布（夜）Ａ"""
Bg_ExpandingWorld#0,"""ハルファ（昼）Ａ"""
Bg_BasicBlue#0,"""クリアブルー"""
Bg_BasicRed#0,"""クリアレッド"""
Bg_NeonRed#0,"""ネオンレッド"""
Bg_NeonGreen#0,"""ネオングリーン"""
Bg_SmokeBlue#0,"""スモークブルー"""
Bg_Retem1#0,"""キーンラッド岬（昼）Ａ"""
Bg_Retem2#0,"""西リテム（昼）Ａ"""
Bg_Retem3#0,"""マクアド下層Ａ"""
Bg_Retem4#0,"""リテム・エルノザ（夜）Ａ"""
Bg_Retem5#0,"""トリニテス（昼）Ａ"""
Bg_Retem6#0,"""オアシス（夜）Ａ"""
Bg_Retem7#0,"""リテムシティ（夜）Ａ"""
Bg_Retem8#0,"""リテムシティ（夜）Ｂ"""
Bg_Kvaris1#0,"""クヴァリスキャンプ（昼）Ａ"""
Bg_Kvaris2#0,"""ダナン雪原（昼）Ａ"""
Bg_Kvaris3#0,"""ミストラ樹林（昼）Ａ"""
Bg_Kvaris4#0,"""ベルガナ遺跡（昼）Ａ"""
Bg_Kvaris5#0,"""ロストセントラルＡ"""
Bg_Kvaris6#0,"""レイヨルド峡江（昼）Ａ"""
Bg_Kvaris7#0,"""ラトヴァ山（夜）Ａ"""
Bg_Stia1#0,"""スティアキャンプ（夜）Ａ"""
Bg_Stia2#0,"""ノイゼンプラントＡ"""
Bg_Stia3#0,"""アルテラベース（夜）Ａ"""
Bg_Stia4#0,"""デクストベース（夜）Ａ"""
Bg_Stia5#0,"""フェルーサ岩稜（夜）Ａ"""
Bg_Stia6#0,"""ブルガニス島（夜）Ａ"""
Bg_Stia7#0,"""ストロボル島（夕方）Ａ"""
Bg_Chara1#0,"""アイナ"""
Bg_Chara2#0,"""マノン"""
Bg_Chara3#0,"""クロフォード"""
Bg_Chara4#0,"""ブルーダー"""
Bg_Chara5#0,"""ラン"""
Bg_Chara6#0,"""リューリン"""
Bg_Chara7#0,"""ロッサ"""
Bg_Chara8#0,"""オランジェ"""
Open_Title#0,"""背景の使用条件"""
Open_00#0,"""最初から使用可能"""
Open_01#0,"""累計称号ポイント：$(0)pt"""
Open_02#0,"""チケットを使用する"""
Bg_Tab_All#0,"""すべて表示"""
Bg_Tab_TitlePoint#0,"""称号ポイント"""
Bg_Tab_Ticket#0,"""チケット"""
PreviewZoom#1,"""（<c cfcfcf>回転<swguidetype CameraTurn>/拡大<%PaletteReverse><%PaletteForce><c> <%Exception> <yellow>平行移動<swguidetype CameraTurn><c>）"""
PreviewZoom_mouse#1,"""（<c cfcfcf>回転<swguidetype CameraTurn>/拡大<%PaletteReverse><%PaletteForce><c> <pict mouse_right> <yellow>平行移動<swguidetype CameraTurn><c>）"""
PreviewMove#1,"""（<yellow>回転<swguidetype CameraTurn>/拡大<%PaletteReverse><%PaletteForce><c> <%Exception> <c cfcfcf>平行移動<swguidetype CameraTurn><c>）"""
PreviewMove_mouse#1,"""（<yellow>回転<swguidetype CameraTurn>/拡大<%PaletteReverse><%PaletteForce><c> <pict mouse_right> <c cfcfcf>平行移動<swguidetype CameraTurn><c>）"""
TradingItemTag#0,"""トレードするアイテム"""
TradingMesetaTag#0,"""トレードするメセタ"""
CharacterMesetaTag#0,"""現在の所持金："""
DecideItemButtonText#0,"""アイテム決定"""
DecideTradeButtonText#0,"""トレード確定"""
OpponentTradingItemTag#0,"""受け取るアイテム"""
OpponentTradingMesetaTag#0,"""受け取るメセタ"""
OfferingMesetaValueTag#0,"""提示額："""
WaitOpponentDecideItemMessage#0,"""相手の決定を待っています…"""
SelectItemMessage#0,"""アイテム選択中…"""
OfferTradeTitle#0,"""トレード申し込み"""
OfferTradeMessage#0,"""トレードを申し込みました。<br>相手の返答を待っています…"""
CantTradeMsg#0,"""$(0)とはトレードできません。"""
CantTradeByRangeMsg#0,"""選択したプレイヤーはトレード有効範囲にいません。"""
CantTradeByNoRightMsg#0,"""トレード機能のご利用には、両者が<br><yellow>プレミアムユーザー<c>である必要があります。<br><br>「プレミアムセット」をお持ちでない場合は、<br>メインメニューの「ACショップ」からお求めください。"""
CantTradeByBeOfferingMsg#0,"""別のプレイヤーから<br>トレードを申し込まれているため、<br>トレードを提案できません。"""
CantTradeByOppTradingMsg#0,"""$(0)は現在トレード中のため<br>トレードを提案できませんでした。"""
CancelOfferMsg#0,"""トレード申し込みを取り下げました。"""
CanceledOfferMsg#0,"""$(0)がトレード申し込みを<br>取り下げました。"""
AnswerTradeOfferError#0,"""トレード申し込みが取り下げられたため<br>開始できませんでした。"""
AskStartTradeTitle#0,"""トレード開始確認"""
AskStartTradeMsg#0,"""$(0)とのトレードを開始しますか？"""
RejectOfferMsg#0,"""$(0)とのトレードを断りました。"""
Reject2ndPassOfferMsg#0,"""アイテム取引パスワードの認証がおこなわれていないため、<br>$(0)とのトレードがキャンセルされました。"""
RejectedOfferMsg#0,"""$(0)はトレードを断りました。"""
Rejected2ndPassOfferMsg#0,"""$(0)はアイテム取引パスワードの認証が<br>おこなわれていないため、トレードがキャンセルされました。"""
BreakOfferMsg#0,"""$(0)からの申し込みが無効になりました。"""
BrokenOfferMsg#0,"""$(0)への申し込みが無効になりました。"""
StartTradeMsg#0,"""$(0)とのトレードを開始します。"""
CancelOppTradeItemMsg#0,"""$(0)がトレード内容を取り下げました。"""
CompleteTradeMessage#0,"""トレードに成功しました。"""
ErrorMessage#1,"""問題が発生しました。<br><br>[No.1038］"""
CancelTradeTitle#0,"""トレード中止確認"""
AskCancelTradeMsg#0,"""トレードを中止しますか？"""
AbortTradeByCancel#0,"""トレードを中止しました。"""
AbortTradeByDisconnection#0,"""回線切断のため<br>トレードを中止しました。<br><br>[No.1039］"""
AbortTradeByError#0,"""問題が発生したため<br>トレードを中止しました。<br><br>[No.1040］"""
AbortTradeByRange#0,"""自分または相手の距離が離れたか、<br>トレードできない状態になったため、<br>トレードを中止しました。"""
AbortByAnyUser#0,"""いずれかの要求により<br>トレードを中止しました。"""
AbortByOppDisconnection#0,"""$(0)が回線切断したため<br>トレードを中止しました。<br><br>[No.1041］"""
AbortByOppRequest#0,"""$(0)がトレードを中止しました。"""
FailByFullBackpack#0,"""アイテムパックの空き容量不足のため<br>トレードを中止しました。"""
FailByFullStackableItem#0,"""アイテムの所持上限数を超えるため<br>トレードを中止しました。"""
FailByFullMeseta#0,"""メセタの所持上限数を超えるため<br>トレードを中止しました。"""
FailByOppFullBackpack#0,"""$(0)のアイテムパックの空き容量不足のため<br>トレードを中止しました。"""
FailByOppFullStackableItem#0,"""$(0)のアイテムの所持上限数を超えるため<br>トレードを中止しました。"""
