f2#0,"""이머전시 트라이얼 「$(0)」 발생!"""
freefield_begin_20260#0,"""최심부로 향해라!"""
freefield_begin_20270#0,"""최심부로 향해라!"""
urgency_begin_51080#0,"""최심부로 향해라!"""
story_begin_030010#0,"""速やかに閃機種를 섬멸하라!"""
story_begin_140009#0,"""閃機種を 쓰러뜨려라！"""
story_begin_140010#0,"""シバを 쓰러뜨려라！"""
omnibus_begin_700035#0,"""正体不明の敵を退けろ！"""
urgency_begin_51100#0,"""장애물을 제거하며 최심부를 향해라!"""
freefield_begin_20280#0,"""최심부로 향해라!"""
freefield_begin_20290#0,"""최심부로 향해라!"""
trigger_begin_170690#0,"""アヴァールネメシスを 격파하라!"""
urgency_begin_51090#0,"""***"""
urgency_begin_51110#0,"""時間内に가능한 많은 에너미를 격퇴하라!"""
urgency_begin_51120#0,"""최심부로 향해라!"""
urgency_begin_51130#0,"""최심부로 향해라!"""
event_begin_80430#0,"""적성반응을 섬멸하라!"""
story_begin_190010#0,"""地球を守れ！"""
mack_begin_Explore#0,"""装置に工作し、脱出せよ！"""
mack_begin_Defence#0,"""結晶を回収しポッドを補充せよ！"""
mack_begin_SpreadBomb#0,"""時間内により多く敵を 격파하라!"""
mack_begin_Boss#0,"""時間内に強敵を 격파하라!"""
mack_begin_FloorBoss#0,"""最終標的を 격파하라!"""
mack_begin_RestArea#0,"""５つのステップを踏破せよ！"""
urgency_begin_51140#0,"""최심부로 향해라!"""
story_begin_260010#0,"""霊脈を目指せ！"""
story_begin_260020#0,"""ヴァルナを 쓰러뜨려라！"""
event_begin_80440#0,"""敵主力艦隊を 진압하라!"""
bonusgame_begin_150080#0,"""시간 내로 에너미를 모두 격퇴하라!"""
urgency_begin_51180#0,"""時間内に가능한 많은 에너미를 격퇴하라!"""
BeginMsgTemplate#0,"""<yellow>クエスト目標 $(0)<c>"""
SuccessMsg_1#0,"""<yellow>クエストクリア！<c>"""
SuccessMsg_2#0,"""<yellow>出現したテレパイプで帰還せよ<c>"""
FailureMsg#0,"""<yellow>クエスト失敗！<c>"""
RemainPoint#0,"""残り$(0)ポイント"""
IncidentQuestPoint#0,"""$(0)ポイントを得た"""
QuestOpenMsg#0,"""以下のクエストが解放されました。"""
QuestOpenOther#0,"""他"""
TimeLimitRemainingSec#0,"""制限時間まであと$(0)秒！"""
TimeLimitRemainingMin#0,"""制限時間まであと$(0)分！"""
QuotationMarks#0,"""「$(0)」"""
AchieveQuestPointMin#0,"""クエストポイント目標達成！ 更にためるとリザルトランクＵＰのチャンス！"""
AchieveQuestPointMax#0,"""最大クエストポイント達成！"""
UpdateMsgTemplate#0,"""<yellow>クエスト目標更新！ $(0)<c>"""
ResetHalfDoll#0,"""ハーフドールが再度使用可能になりました"""
RepopDisabledMsg#0,"""このエリアの敵性存在の消失を確認"""
QuestRetireSelectedInEscape#0,"""アークスシップへ帰還します"""
DeadCountNotice#0,"""残り戦闘不能回数 $(0)回"""
first_on_success#0,"""Dummy1"""
first_on_bossdead#0,"""Dummy2"""
first_on_bosswarp#0,"""Dummy3"""
first_on_login#0,"""Dummy4"""
first_on_begin#0,"""Dummy5"""
success_clear_incident#0,"""Dummy6"""
fourth_on_success#0,"""Dummy7"""
dummy_caption#0,"""Dummy"""
dummy_text#0,"""Dummy"""
null_caption#0,"""Dummy"""
lobby_caption#0,"""ロビー"""
myroom_caption#0,"""マイルーム"""
StartMsg#0,"""アドバンスリスクが＋$(0)状態のクエストを開始します。"""
EndMsg#0,"""あなたのアドバンスリスクが＋$(0)になりました。"""
ResetMsg#0,"""「$(0)($(1))」のアドバンスリスクがリセットされました。"""
ChangeLeaderMsg#0,"""現在のクエストのアドバンスリスクはクエストを受注したプレイヤーのリスクになります。"""
WaveReward#0,"""ウェーブの報酬を受け取りました。<br>$(0)"""
SizeDisp#0,"""×"""
NpcCom00#0,"""적의 반응을 확인! <br>곧 기지 부근에 도착할 거 같습니다!<br>결정을 회수하고 습격에 대비하세요!"""
NpcCom01#0,"""……으으, 거점이 완전히 파괴됐습니다.<br>어쩔 수 없습니다. 귀환하세요."""
NpcCom02#0,"""수고하셨어요! 훌륭한<br>활약이었다고 생각해요!<br>그럼 귀환해주세요."""
NpcCom03#0,"""수고하셨습니다. 약간은 피해가<br>발생했지만 허용 범위입니다.<br>그럼 귀환해주십시오."""
NpcCom04#0,"""수고하셨습니다. 꽤 피해가<br>발생했습니다만 어쩔 수 없죠.<br>귀환해주십시오."""
NpcCom05#0,"""수고하셨습니다.<br>다음 방어에 공헌할 수 있게<br>열심히 해요!"""
NpcCom06#0,"""와와, 와와왓!<br>가, 강력한 적성 반응이 확인됐어요!<br>여러분 경계, 또 경계에요!"""
NpcCom07#0,"""$(0)거점이 습격당하고있어요!<br>빨리 도움 부탁드려요!"""
NpcCom08#0,"""아앗!<br>$(0) 거점이 함락 직전이에요!<br>서둘러서 도와주세요!"""
NpcCom09#0,"""와왓, 이 반응!<br>다, 다커가 강화돼 있어!<br>주의 주의, 요주의에요!"""
NpcCom10#0,"""적 분들 반응이 줄어들기 시작했어요!<br>조금 더, 앞으로 조금 더에요!"""
NpcCom11#0,"""적성 반응 앞으로 조금! 조금 남았어요!<br>힘내 주세요!"""
NpcCom12#0,"""ああっ、危ない！ 逃げて逃げて！<br>生き残ったゴルドラーダが自爆します！"""
NpcCom12_Last#0,"""やったやった、やりました！<br>ダーカーが諦めて撤退していきます！"""
NpcCom13#0,"""拠点、破壊されちゃいました！<br>残り１つ、これだけはなんとしても<br>守りきってください！ 頑張って！"""
NpcCom14#0,"""はわわっ！？<br>拠点、破壊されちゃいました！<br>残り２つをなんとか守って下さいー！"""
NpcCom15#0,"""拠点、残り３つになっちゃいました……<br>なんとか防衛！ 必死に防衛ですよー！"""
NpcCom16#0,"""あああっ！<br>拠点、破壊されちゃいましたよ！<br>残り４つです！ 守って守ってー！"""
barricade0#0,"""第一防衛ライン、突破されました！<br>敵さんが内部に入ってきちゃいますー！"""
barricade1#0,"""第二防衛ラインも<br>突破されちゃいましたよ！<br>敵の進行、なんとか止めてくださいー！"""
barricade2#0,"""最終防衛ライン、突破されました！<br>これ以上奥に進ませないでくださいー！"""
UITimerExplanation00#0,"""ウェーブ$(0)開始まであと"""
UITimerExplanation01#0,"""ウェーブ$(0)終了まであと"""
UITimerExplanation02#0,"""最終ウェーブ開始まであと"""
UITimerExplanation03#0,"""最終ウェーブ終了まであと"""
EnemyCondition00#0,"""HP20%アップ"""
EnemyCondition01#0,"""HP40%アップ"""
EnemyCondition02#0,"""HP60%アップ"""
EnemyCondition03#0,"""攻撃力20%アップ"""
EnemyCondition04#0,"""攻撃力40%アップ"""
EnemyCondition05#0,"""攻撃力60%アップ"""
LineMsgEnemyConditionNum1#0,"""적의 能力値が 상승했다!<br>  $(0)"""
LineMsgEnemyConditionNum2#0,"""적의 能力値が 상승했다!<br>$(0) $(1)"""
LineMsgBase00#0,"""$(0)拠点が破壊されてしまった！"""
BaseColorOrange#0,"""오렌지"""
BaseColorPurple#0,"""퍼플"""
BaseColorWhite#0,"""화이트"""
BaseColorBlue#0,"""블루"""
BaseColorGreen#0,"""그린"""
Terminal_ActionToastOwn_1#0,"""$(0)にバーストバリアを起動しました。"""
Terminal_ActionToastOwn_2#0,"""$(0)の耐久値を回復しました。"""
Terminal_ActionToastOwn_3#0,"""$(0)でA.I.Sを起動しました。"""
Terminal_ActionToastOwn_4#0,"""$(0)に銃座を配置しました。"""
Terminal_ActionToastOwn_5#0,"""$(0)にフォトン粒子砲を配置しました。"""
Terminal_ActionToastOwn_6#0,"""$(0)を浄化しました。"""
Terminal_ActionToastMember_1#0,"""$(0)によって$(1)にバーストバリアが起動されました。"""
Terminal_ActionToastMember_2#0,"""$(0)によって$(1)の耐久値が回復されました。"""
Terminal_ActionToastMember_3#0,"""$(0)が$(1)でA.I.Sを起動しました。 """
Terminal_ActionToastMember_4#0,"""$(0)によって$(1)に銃座が配置されました。"""
Terminal_ActionToastMember_5#0,"""$(0)によって$(1)にフォトン粒子砲が配置されました。"""
Terminal_ActionToastMember_6#0,"""$(0)が$(1)を浄化しました。"""
TitleNone#0,"""거점 방어 초심자"""
Title0#0,"""은하의 수호자"""
Title1#0,"""최고의 수호자"""
Title2#0,"""희대의 수호자"""
Title3#0,"""광휘의 치유사"""
Title4#0,"""신산귀모 되는 자"""
Title5#0,"""숙련된 치유사"""
Title6#0,"""광휘의 에이스"""
Title7#0,"""백문의 군사"""
Title8#0,"""지략의 전사"""
Title9#0,"""평온의 치유사"""
Title10#0,"""거점의 수호자"""
Title11#0,"""책모지사"""
Title12#0,"""다정한 치유사"""
Title13#0,"""부동의 파수꾼"""
Title14#0,"""거점의 파수꾼"""
Title15#0,"""파괴왕"""
Title16#0,"""영광의 에이스"""
Title17#0,"""다음 세대를 이끌 자"""
Title18#0,"""신진 기예의 용사"""
Title19#0,"""희망의 에이스"""
Title20#0,"""일류 오퍼레이터"""
Title21#0,"""일류 위생병"""
Title22#0,"""민완 오퍼레이터"""
Title23#0,"""민완 위생병"""
Title24#0,"""전수 최강자"""
Title25#0,"""슈퍼 히어로"""
Title26#0,"""결정의 신"""
Title27#0,"""미래의 에이스"""
Title28#0,"""디스트로이어"""
Title29#0,"""중급 오퍼레이터"""
Title30#0,"""중급 위생병"""
Title31#0,"""전수 강자"""
Title32#0,"""결정 마스터"""
Title33#0,"""정의의 히어로"""
Title34#0,"""크래셔"""
Title35#0,"""신진 오퍼레이터"""
Title36#0,"""신진 위생병"""
Title37#0,"""전수 명인"""
Title38#0,"""결정 콜렉터"""
Title39#0,"""모두의 히어로"""
Title40#0,"""신참 오퍼레이터"""
Title41#0,"""신참 위생병"""
Title42#0,"""전수 달인"""
Title43#0,"""결정 디거"""
Title44#0,"""신진 영웅"""
Title45#0,"""견습 오퍼레이터"""
Title46#0,"""결정 비기너"""
Title47#0,"""전수 투사"""
Title48#0,"""신참 히어로"""
Title49#0,"""견습 히어로"""
BaseName#0,"""$(0) 거점"""
PedestalName#0,"""$(0) 방어 소켓"""
UIWaitInterval#0,"""<c 03caff>インターバルエリア転送まで後"""
UIInterval#0,"""ミッションスタートまで後"""
UIIntervalWarning#0,"""<c ff2020>ミッションスタートまで後"""
ToastEnterIntervalClient#0,"""$(0)がインターバルエリアに到達しました"""
LineMessageWaitInterval#0,"""インターバルエリアに到達したのでVRエネルギーの減少を停止します<br>ミッション中のプレイヤーは$(0)秒後に強制転送されます"""
ToastMessageIntervalBonus#0,"""参加者全員がインターバルエリアに入りました。 インターバルマイルボーナス$(0)獲得"""
ToastMessageIntervalBonusPerfect#0,"""参加者全員がインターバルエリアに入りました。 インターバルマイルボーナス$(0)獲得 パーフェクト！"""
ToastMessageAmountBonus#0,"""チャレンジクリア！ インターバルマイルボーナス$(0)獲得"""
ToastMessageAmountBonusPerfect#0,"""チャレンジクリア！ インターバルマイルボーナス$(0)獲得 パーフェクト！"""
NPCAmount40#0,"""ＶＲエネルギーが４０％を切りました。<br>エネルギーが切れますとチャレンジが<br>終了致しますのでご留意ください。"""
NPCAmount10#0,"""ＶＲエネルギーが１０％を切りました。<br>エネルギーを回収してミッションの<br>遂行を目指してください。"""
ToastGetPoint#0,"""$(0)が$(1)マイル入手！"""
ToastGetAmount#0,"""$(0)がVRエネルギー$(1)%回復！"""
ToastGetAmountWithBonus#0,"""$(0)がVRエネルギー$(1)%回復。エクストラチャージボーナス$(2)マイル獲得！"""
HpUp_1#0,"""HP20%アップ"""
HpUp_2#0,"""HP40%アップ"""
HpUp_3#0,"""HP60%アップ"""
AttackUp_1#0,"""攻撃力20%アップ"""
AttackUp_2#0,"""攻撃力40%アップ"""
AttackUp_3#0,"""攻撃力60%アップ"""
LineMsgEnemyConditionNum1#1,"""적의 能力値が 상승했다!<br>  $(0)"""
LineMsgEnemyConditionNum2#1,"""적의 能力値が 상승했다!<br>$(0) $(1)"""
ToastRecordPC#0,"""“PC”版で4名そろったため、クリアタイムを記録します。"""
ToastRecordVita#0,"""“PS Vita”版で2名そろったため、クリアタイムを記録します。"""
ToastRecordNone#0,"""条件を満たしていないため、クリアタイムは記録されません。"""
ToastRecordEnd#0,"""パーティーメンバー数が変更されたため、クリアタイムは記録されません。"""
ItemGetMessage#0,"""$(0)を入手しました。"""
ItemGetMessage2#0,"""$(0)<br>$(1)を入手しました。"""
QuestLevelLimit#0,"""クエストの受注条件を満たしていません。"""
TeamPointMsg#0,"""チームメンバーとクエストをクリア！$(0)TPを獲得！"""
ArealockOpenedQuestInfo#0,"""最深部へ移動可能となった！<yellow>出現したテレパイプを利用し<c>ボスの토벌へ向かえ！"""
WindowTitle#0,"""A.I.S起動"""
WindowMessage#0,"""A.I.Sを起動します。<br>よろしいですか？<br><br>※パーティーで<yellow>$(0)回だけ<c>起動することができます。<br>"""
WindowMessage_Multi#0,"""A.I.Sを起動します。<br>よろしいですか？<br><br>※クエスト内で<yellow>$(0)回だけ<c>起動することができます。<br>"""
LimitMessage#0,"""起動回数制限に達しているため、<br>A.I.Sを起動することができません。"""
Failure_RideConcurrentLimit#0,"""同時起動数上限のため起動に失敗しました"""
Failure_RideCountLimit#0,"""起動回数上限のため起動に失敗しました"""
Failure_Other#0,"""起動に失敗しました"""
Failure_RideConcurrentLimitRgrs#0,"""ラコニウムソードを獲得できませんでした。"""
Failure_RideCountLimitRgrs#0,"""ラコニウムソードはこれ以上獲得できません。"""
Failure_OtherRgrs#0,"""ラコニウムソードの獲得に失敗しました。"""
LineMessage00#0,"""/start13 幻創種の反応を確認！ 에너미를  격파하라!"""
LineMessage01#0,"""/start120 /rt_eff0 /rt_time60 <c c47222>ブロンズエンブレム<c>が出現中！ 入手すればスコア倍率アップ！"""
LineMessage02#0,"""/start180 <c c47222>ブロンズエンブレム<c>消滅！ 에너미를  격파하라!"""
LineMessage03#0,"""/start300 /rt_eff1 /rt_time60 <c c0c0c0>シルバーエンブレム<c>が出現中！ 入手すればスコア倍率アップ！"""
LineMessage04#0,"""/start360 <c c0c0c0>シルバーエンブレム<c>消滅！ 에너미를  격파하라!"""
LineMessage05#0,"""/start480 /rt_eff2 /rt_time60 <c ffd700>ゴールドエンブレム<c>が出現中！ 入手すればスコア倍率アップ！"""
LineMessage06#0,"""/start540 <c ffd700>ゴールドエンブレム<c>消滅！ 에너미를  격파하라!"""
LineMessage07#0,"""/start600 制限時間まであと1分！"""
LineMessage08#0,"""/start630 制限時間まであと30秒！"""
Crystal#0,"""エンブレム争奪戦"""
ArealockQuestStart#0,"""現在、強力な敵性存在の座標捜索中。<br>情報収集のため、該当領域の周辺探索を<br>お願いします。"""
ArealockOpened#0,"""強力な敵性存在の座標を特定。<br>転送用テレパイプ、準備完了です。<br>敵性存在の토벌に向かってください。"""
RidingTimelimitHalf#0,"""領域の展開時間、あと半分ほどです！<br>まだ余裕はあるので、時間いっぱいまで<br>에너미를 토벌しましょう！"""
RidingTimelimitLittle#0,"""領域の展開時間、残りわずかです！<br>あと少し、頑張ってください！"""
RidingQuestStart#0,"""隔離領域を展開します！<br>領域展開の限界まで、가능한 많은 <br>多くの에너미를 토벌してください！"""
DefaultSet_default_0001#0,"""攻撃型"""
DefaultSet_default_0002#0,"""防御型"""
DefaultSet_default_0003#0,"""バランス型"""
DefaultSet_default_0004#0,"""特殊型"""
DefaultSet_practice_0001#0,"""簡易攻撃型"""
DefaultSet_default_0005#0,"""攻撃型"""
DefaultSet_default_0006#0,"""防御型"""
DefaultSet_default_0007#0,"""バランス型"""
DefaultSet_default_0008#0,"""特殊型"""
BaseName0#0,"""<c ee7c00>橙破界塔<c>"""
BaseName1#0,"""<c ba55d3>紫破界塔<c>"""
BaseName2#0,"""<c ffffff>白破界塔<c>"""
BaseName3#0,"""<c 1ea8ff>青破界塔<c>"""
BaseName4#0,"""<c 00d700>緑破界塔<c>"""
WaveHappening0#0,"""魔神城、魔神壁を召喚！<br>破界塔間の移動阻害に注意せよ！"""
WaveHappening1#0,"""魔神城、魔神爆弾による攻撃を開始！<br>上空からの攻撃に注意せよ！"""
WaveHappening2#0,"""魔神城、多数の召喚砲台を起動！<br>破界塔への直接攻撃に注意せよ！"""
WaveHappening3#0,"""魔神城、敵軍の配置を変更！<br>攻め来る敵軍の編制に注意せよ！"""
WaveHappening4#0,"""シエラが支援兵器を配備！<br>兵器による攻撃支援を活かし、破界鎚を護衛せよ！"""
WaveHappening5#0,"""魔神城、索敵妨害を発動！<br>レーダーマップへの妨害に注意せよ！"""
WaveHappening6#0,"""魔神城、魔神霧を発動！<br>霧による視界不良に注意せよ！"""
Wh0#0,"""魔神壁"""
WhText0#0,"""破界塔間の移動阻害"""
Wh1#0,"""魔神爆弾による攻撃"""
WhText1#0,"""上空からの攻撃"""
Wh2#0,"""多数の召喚砲台"""
WhText2#0,"""破界塔への直接攻撃"""
Wh3#0,"""敵軍の配置変更"""
WhText3#0,"""敵軍の編制"""
Wh5#0,"""索敵妨害"""
WhText5#0,"""レーダーマップへの妨害"""
Wh6#0,"""魔神霧"""
WhText6#0,"""霧による視界不良"""
OnQuestBegin_0#0,"""敵軍、攻撃準備に入った模様！<br>今のうちに兵器セットの確認と<br>マナの回収を進めましょう！"""
OnQuestBegin_1#0,"""マナを溜めるとアークス兵器が<br>強化され、召喚する破界鎚の数が<br>増えるなどの恩恵がありますよ！"""
OnDefencePhase1Start0#0,"""敵軍の進攻を確認！<br>破界塔を守りつつ、가능한 많은 <br>マナを回収して下さい！"""
OnDefencePhase1Start1#0,"""敵軍、再度進攻開始！<br>マナを一定量回収するごとに<br>破界塔が自動で回復しますよ！"""
OnDefencePhase1Start2#0,"""敵軍、再進攻開始！<br>破界塔を壊されないよう殲滅しつつ<br>マナの回収をお願いします！"""
OnDefencePhase3Start0#0,"""魔神城から強力な反応を確認！<br>破界塔を狙った攻撃のようです！<br>確実に阻止して下さい！"""
OnDefencePhase3Start1#0,"""再び魔神城から強力な反応……！<br>魔神城の攻撃を阻止し<br>破界塔を防衛して下さい！"""
OnAttackPhase1Start0#0,"""破界鎚、召喚完了！<br>敵軍から破界鎚を護衛し<br>魔神結界を壊しましょう！"""
OnAttackPhase1Start1#0,"""破界鎚、召喚完了！<br>敵軍の攻撃から破界鎚を守り<br>結界を完全に破壊しましょう！"""
OnAttackPhase1Start2#0,"""破界鎚を召喚しました！<br>今度こそ結界を突破しましょう！"""
OnAttackPhase2Start0_0#0,"""魔神結界の破壊に成功！<br>あとは마신성을倒すだけです！<br>まずは腹部のコアを攻撃しましょう！"""
OnAttackPhase2Start0_1#0,"""魔神城は、一定時間ごとに<br>破界塔に向けてレーザーを放ちます！<br>早急にコアを破壊してください！"""
OnAttackPhase3Start0_0#0,"""마신성을攻撃するために<br>左右の階段から中央の橋上に<br>移動して下さい！"""
OnAttackPhase3Start0_1#0,"""今度も魔神城は、一定時間ごとに<br>強力なレーザーを放ってきます！<br>急ぎ 격파を！"""
OnAttackPhase3Start1#0,"""再び防衛機構に登り<br>魔神城の弱点部へ向かってください！"""
OnDefencePhase1End0#0,"""敵軍の制圧を確認！<br>破界鎚を召喚中です。今のうちに<br>進軍の準備をお願いします！"""
OnDefencePhase1End1#0,"""再度破界鎚を召喚し結界を攻撃します！<br>マナを回収して、召喚する<br>破界鎚の数を増やしましょう！"""
OnDefencePhase1End2#0,"""破界鎚召喚中！<br>攻め込む準備をして下さい！"""
OnAttackPhase1End0#0,"""破界鎚の消滅、及び敵増援を確認！<br>再進攻が予測されるため<br>破界塔の守りを固めて下さい！"""
OnAttackPhase1End1#0,"""破界鎚の消滅、及び<br>再度敵増援を確認！<br>破界塔の守りを固めて下さい！"""
OnAttackPhase1End2#0,"""破界鎚の全破壊、及び<br>再度敵増援を確認しました！<br>破界塔の守りを固めて下さい！"""
OnDefencePhaseEndByTimeOver#0,"""敵軍の動きに変化を確認しました！<br>一部에너미は自爆してきますよ！<br>注意して下さい！"""
OnDefencePhaseEnemyDecrease0#0,"""敵軍、数が減ってきています！<br>このまま押し切りましょう！"""
OnDefencePhaseEnemyDecrease1#0,"""敵軍、残りあとわずかです！<br>あと少しですよ！"""
OnWaveHappening#0,"""魔神城に不穏な動き有り！<br>妨害を仕掛けてきそうです！<br>各員は状況に応じ行動して下さい！"""
OnWH2#0,"""魔神城に急激な動きがありました！<br>複数の妨害を確認、危険な状況です！<br>警戒を怠らず、最大限の対応を！"""
OnPlayerWH#0,"""破界鎚、召喚完了しました！<br>サポートしますので、破界鎚を護衛し<br>魔神結界を破壊してください！"""
OnReAttack#0,"""サポートします！<br>破界鎚を召喚するので<br>再度攻める準備をお願いします！"""
OnBossAttackTimeExtend#0,"""サポートします！<br>魔神城の力を一時的に抑えますので<br>今のうちに攻撃を！"""
OnRamCountIncrease#0,"""一定量のマナを回収しました！<br>より多くの破界鎚が召喚できます！<br>引き続きマナを回収しましょう！"""
OnMatLvUpAfterRamMax#0,"""一定量のマナを回収しました！<br>兵器が強化され、破界塔も<br>少しだけ持ち直しましたよ！"""
OnBaseHpDecrease0#0,"""$(0)の損傷拡大！<br>至急救援に向かって下さい！"""
OnBaseHpDecrease1#0,"""$(0)、もう持ちません！<br>大至急救援をお願いします！"""
OnBrokenBase1#0,"""破界塔の機能停止を確認！<br>残るは３つです！ まだ余裕は<br>あります！ 焦らずに行きましょう！"""
OnBrokenBase2#0,"""２つ目の破界塔も機能停止しました！<br>予断を許さない状態です！<br>注意して下さい！"""
OnBrokenBase3#0,"""３つ目の破界塔、機能停止！<br>残る１つは必ず死守して下さい！"""
OnBrokenBaseLowSolo1#0,"""１つ目の破界塔、機能停止！<br>残る１つは必ず死守して下さい！"""
OnHpGaugeDecrease0#0,"""自軍の損傷拡大中！<br>これ以上被害が大きくなれば<br>撤退することになります！"""
OnHpGaugeDecrease1#0,"""自軍の損傷甚大！ これ以上は<br>耐えられません！ 破界塔を守り<br>被害を最小限に抑えて下さい！"""
OnTimeDecreaseRate#0,"""戦闘可能時間、残り半分です！<br>戦局がこちらに傾いていれば勝利ですが<br>可能であれば마신성을 격파して下さい！"""
OnTimeDecreaseSecond#0,"""戦闘可能時間、残りわずかです！<br>あと少し、最後まで諦めずに<br>頑張って下さい！"""
OnSuccessReturn#0,"""それでは帰還して下さい。<br>お疲れ様でした！"""
OnFailureReturn#0,"""残念ですが……仕方がないです。<br>帰還して下さい。"""
OnBreakBossBothArms#0,"""魔神城の両腕、機能停止！<br>腕から頭部に乗り込み<br>とどめを刺して下さい！"""
OnFireRam#0,"""<c 8cf0ff>破界鎚を$(0)機召喚！結界に向け進攻開始！<c>"""
OnBrokenRam#0,"""<c f78384>破界鎚が破壊された！<c>"""
OnBrokenFortByRam#0,"""<c 8cf0ff>破界鎚が結界を破壊した！<c>"""
OnBrokenFort#0,"""<c 8cf0ff>敵結界を破壊した！<c>"""
OnBaseHpDecrease0#1,"""$(0)<c f78384>が損傷！<c>"""
OnBaseHpDecrease1#1,"""$(0)<c f78384>が損傷甚大！！<c>"""
OnEnemyHpGaugeDecrease0#0,"""<c 8cf0ff>敵軍 戦力ゲージ残り50%！<c>"""
OnEnemyHpGaugeDecrease1#0,"""<c 8cf0ff>敵軍 戦力ゲージ残り25%！<c>"""
OnHpGaugeDecrease0#1,"""<c f78384>自軍 戦力ゲージ残り50%！<c>"""
OnHpGaugeDecrease1#1,"""<c f78384>自軍 戦力ゲージ残り25%！<c>"""
OnDefencePhaseEnemyDecrease0#1,"""<c 8cf0ff>敵部隊残り半分！<c>"""
OnDefencePhaseEnemyDecrease1#1,"""<c 8cf0ff>敵部隊残りわずか！<c>"""
OnRamCountIncrease#1,"""<c 8cf0ff>マナLv.UP！ 破界鎚の召喚数増加！ 破界塔が回復し、自軍兵器が強化された！<c>"""
OnMatLvUpAfterRamMax#1,"""<c 8cf0ff>マナLv.UP！ 破界塔が回復し、自軍兵器が強化された！<c>"""
OnBoostStart#0,"""メインマッチブーストの回数を消費し、効果が適用されました。"""
OnBrokenBase#0,"""$(0)が壊されてしまった！（残り$(1)つ）"""
OnTimeDecreaseRate#1,"""戦闘終了まで、残り半分！"""
OnTimeDecreaseSecond#1,"""戦闘終了まで、あと1分！"""
OnAttackPhase1Start#0,"""<yellow>【目標更新】<br><br>破界鎚を護衛し、敵結界を攻撃せよ！<c>"""
OnAttackPhase2Start#0,"""<yellow>【目標更新】<br><br>魔神城の腹部のコアを速やかに 파괴하라!<c>"""
OnAttackPhase3Start#0,"""<yellow>【目標更新】<br><br>左右の階段から防衛機構に乗り込み、마신성을攻め落とせ！<c>"""
OnDefencePhase1Start#0,"""<yellow>【目標更新】<br><br>敵部隊襲来！ 破界塔を守れ！<c>"""
OnDefencePhase3Start#0,"""<yellow>【目標更新】<br><br>魔神城の攻撃と敵部隊の襲撃から破界塔を守れ！<c>"""
OnAttackPhase1End#0,"""<yellow>【目標更新】<br><br>敵軍の反応を確認！ 破界塔への襲撃に備えよ！<c>"""
OnDefencePhase1End#0,"""<yellow>【目標更新】<br><br>破界鎚、召喚中！ 進攻に備えよ！<c>"""
OnReAttack#1,"""<c ffd700>【エクストラアタック発動】<br><br>シエラのサポート発動！ 再進攻に備えよ！<c>"""
OnBossAttackTimeExtend#1,"""<c ffd700>【エクストラアタック発動】<br><br>シエラのサポート発動！ 破界塔への攻撃までの時間が延長！<c>"""
OnWaveHappening#1,"""<c f78384>【アクシデント発生】<br><br>$(0)<c>"""
OnWH2#1,"""<c f78384>【ダブルアクシデント発生】<br><br>魔神城、$(0)と$(1)を同時に発動！<br>$(2)と$(3)に注意せよ！<c>"""
OnPlayerWH#1,"""<c 8cf0ff>【サポート発動】<br><br>$(0)<c>"""
OnGaugeBreakLose#0,"""全ての破界塔が壊されてしまった！"""
DuringPreparePhase#0,"""マナを回収して開戦準備を行え！"""
DuringDefencePhase1#0,"""敵部隊の攻撃から破界塔を守れ！"""
DuringCoolTimeDefenceToAttack#0,"""マナを回収し破界鎚召喚に備えよ！"""
DuringAttackPhase1#0,"""破界鎚を護衛し敵結界を攻撃せよ！"""
DuringCoolTimeAttackToDefence#0,"""敵部隊の破界塔襲撃に備えよ！"""
DuringAttackPhase2#0,"""魔神城の腹部のコアを 파괴하라!"""
DuringDefencePhase3#0,"""魔神城の攻撃と敵襲撃を阻止せよ！"""
DuringAttackPhase3#0,"""魔神城に攻め込み決着をつけろ！"""
MissionCond_Enemy1#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1) 상승했다!"""
MissionCond_Enemy2#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1), $(2) 상승했다!"""
MissionCond_Player1#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>아군의 $(1) 발생!"""
MissionCond_Enemy1Player1#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1) 상승했다!<br>아군의 $(2) 발생!"""
MissionCond_Enemy2Player1#0,"""<red><u>미션 액시던트 발생!</u><c><br>『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1), $(2) 상승했다!<br>아군의 $(3) 발생!"""
MissionCond_Player2#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>아군의 $(1), $(2) 발생!"""
MissionCond_Enemy1Player2#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1) 상승했다!<br>아군의 $(2), $(3) 발생!"""
