EnemyWeak#0,"""試し斬りにもならないの……"""
QuestStart1#15,"""よーっし、がんばるよー！"""
QuestStart2#0,"""貴方と一緒なら……うん<br>ぜったいに、大丈夫！"""
QuestEnd1#15,"""すっごい頼もしかったよ！"""
QuestEnd2#2,"""すごいすごい！\u3000すごいよ！"""
IncidentStart#15,"""えっ、何、何が起きてるの？"""
IncidentSuccess#15,"""よかった、なんとかなったね"""
IncidentFailure#15,"""うう……ごめんなさい……<br>足、ひっぱっちゃった……"""
PSE#15,"""フォトンの感じが変わった……<br>PSEってやつなのかな？"""
PSELevelUp#15,"""なんだか続いてるみたいだね！<br>もっともっと、がんばろう！"""
PSEBurst#15,"""わぁ……これがPSEバーストって<br>やつなんだね、すごい！"""
HP30#15,"""うっ……ま、まだまだ<br>まだ大丈夫だよ、わたし！"""
HP10#15,"""……ううっ！<br>ごめん、ちょっとまずいかも……"""
ItemRare#15,"""あっ、それって<br>珍しいものだよね？"""
DamageSmall#15,"""いたっ！"""
DamageMiddle#15,"""Ow!"""
DamageLarge#15,"""わわわっ！"""
Trap#15,"""えっ、えっ、罠っ！？"""
ThankTrapRescue#15,"""ごめんなさい……<br>すっごく助かった"""
TrapRescueOther#15,"""大丈夫？<br>罠には気をつけてね"""
MemberDamaged#15,"""無理せず下がって！<br>大丈夫、わたしもいるから！"""
MemberDead#15,"""そんなっ！<br>こんなことになるなんて……！"""
AbilityExe#15,"""うん、がんばっちゃうからね！"""
AbilitySpecial#15,"""よーし、がんばっちゃうぞー！"""
Resurrect#15,"""今度は頑張るよー！"""
PartyJoin#15,"""/ci1 1 よろしくね！"""
Marvelous#15,"""すごい！\u3000わたしもがんばらないと！"""
IncidentJsApcBegin#15,"""/mn2 /ci4 2 あ、<%me>！<br>なんだか大変なことになってて……<br>お手伝い、頼んじゃってもいいかな？"""
IncidentJsApcFailure#15,"""/mn5 ごめんなさい、失敗しちゃった……"""
IncidentJsApcSuccess#15,"""/mn37 /ci1 2 ありがとう、なんとか倒せたね。<br>これで落ち着いて会場の飾りつけの<br>お手伝いができるよ。"""
IncidentJsApcBeginEvo#15,"""/mn2 /ci4 2 この雰囲気……<br>まだ来るのかな？"""
EnemyWeak#16,"""散ってください"""
EnemyLarge#16,"""視界の邪魔です"""
EnemyBoss#16,"""落ち着いて仕留めましょう"""
EnemyRare#16,"""珍しいエネミーですね"""
EnemyBoost#16,"""……立ち向かうまでです"""
DestroyEnemy1#16,"""You're done."""
DestroyEnemy2#16,"""さよなら"""
DestroyEnemy3#15,"""Excuse me."""
CondFreeze#16,"""Cold..."""
CondBurn#16,"""Hot..."""
CondShock#16,"""Pins and needles..."""
CondPoison#16,"""Sick..."""
CondPanic#16,"""Spin... Spin..."""
CondStan#16,"""Can't move..."""
CondMirage#16,"""Blurry..."""
Die#16,"""This... is my fate..."""
ThankHeal#16,"""感謝します"""
ThankBuff#16,"""お気遣い、ありがとうございます"""
ThankCure#16,"""I'm terribly sorry for the inconvenience."""
DefeatEnemy#16,"""ここはもう大丈夫のようですね"""
LevelUp#16,"""Strength is a priceless commodity..."""
InvokeSkill1#16,"""Sorry I can't do more..."""
InvokeSkill2#15,"""I will keep it simple..."""
TechFire#5,"""This is my duty..."""
TechIce#6,"""Don't move..."""
TechThunder#5,"""Please hit..."""
TechWind#5,"""死んでください"""
TechLight#6,"""How about this...?"""
TechDark#5,"""消えてください"""
PBFull#16,"""Now, suffer my wrath."""
PBRelease#16,"""I wish I could do more..."""
Avoid#16,"""Useless..."""
HealSelf#16,"""残念でしたね"""
BuffSelf#16,"""Battle without preparation is sure to end in failure..."""
HealOther#16,"""Are you ok?"""
BuffOther#16,"""Please do not let your guard down..."""
QuestStart1#16,"""Let us begin..."""
QuestEnd1#16,"""状況完了です。<br>お疲れさまでした"""
QuestEnd2#3,"""Please, allow me to work with you again."""
IncidentStart#16,"""構えてください。<br>……来ます"""
IncidentSuccess#16,"""成功ですね。<br>少しでも、お役に立てたら嬉しいです"""
IncidentFailure#16,"""もっと、力をつけなければ……"""
PSE#16,"""フォトンの励起状態が<br>開始しましたね"""
PSELevelUp#16,"""さらなる活性化を目指しましょう"""
PSEBurst#16,"""好機を逃さず参りましょう。"""
HP30#16,"""少々、無理しすぎたようです"""
HP10#16,"""……身を捨てる気はありません"""
ItemRare#16,"""ふふ、よかったですね。<br>欲しいものでしたか？"""
DamageSmall#16,"""Urg..."""
DamageMiddle#16,"""くうっ……！"""
DamageLarge#16,"""No..."""
Trap#16,"""Such archaic traps..."""
ThankTrapRescue#16,"""感謝します"""
TrapRescueOther#16,"""無事ですか？"""
MemberDamaged#16,"""お怪我はありませんか？"""
MemberDead#16,"""後悔を味わってください"""
AbilityExe#16,"""力が湧いてくるのを感じます"""
AbilitySpecial#16,"""私に戦わせてください！"""
Resurrect#16,"""……まだ、早いみたい"""
PartyJoin#16,"""/ci1 1 よろしくお願いします"""
Marvelous#16,"""I am quite impressed..."""
IncidentJsApcBegin#16,"""/mn3 /ci3 3 会場の準備をお手伝いするはずが……<br>すみませんが、ご協力お願いします。"""
IncidentJsApcFailure#16,"""/mn27 ……申し訳ありません。<br>一時退避させていただきます。"""
IncidentJsApcSuccess#16,"""/ci2 1 おかげさまで<br>会場の準備に遅れず合流できます。<br>ありがとうございました。"""
IncidentJsApcBeginEvo#16,"""/mn13 /ci4 2 新手のようですが、問題ありません。<br>油断せずに参りましょう。"""
PartyJoin#17,"""/toge /ci2 1 ボク、がんばります！"""
IncidentJsApcBegin#17,"""/ci3 1 ボクのために……<br>ごめんなさい！\u3000よろしくお願いします！"""
IncidentJsApcFailure#17,"""……こ、これ以上は無理。<br>ごめんなさい、ボク、撤退します。"""
IncidentJsApcSuccess#17,"""/ci2 1 これで終わりっ！<br>あのっ、ありがとうございました！<br>おかげで助かりました！"""
IncidentJsApcBeginEvo#17,"""/ci3 1 /toge ……気をつけて下さい。<br>すごいおおきな反応が<br>近づいてきています！"""
AbilityExeRareU#0,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#0,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#0,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#0,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#0,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#18,"""/ci1 1 よろしくお願いします"""
IncidentJsApcBegin#18,"""/ci1 1 すみません、マスター。<br>状況不利につき、協力を要請します。"""
IncidentJsApcFailure#18,"""……戦闘継続、不可能。<br>申し訳ありません、撤退します。"""
IncidentJsApcSuccess#18,"""/ci1 1 状況、終了。<br>協力、ありがとうございました。"""
IncidentJsApcBeginEvo#18,"""/ci1 4 さらに巨大な反応を確認。<br>……来ます。"""
AbilityExeRareU#1,"""良いものを身に着けていると<br>いつもより調子がいいですね！"""
EnemyLargeRareW#1,"""マスターに頂いた<br><weapon>なら<br>勝てます！"""
EnemyBossRareW#1,"""マスターに頂いた<br><weapon>で<br>決着をつけます！"""
EnemyRareRareW#1,"""珍種を発見しました。<br>私の武器とどちらが珍しいでしょうか？"""
EnemyBoostRareW#1,"""雰囲気が異なるようですが……<br><weapon>なら<br>やれます！"""
PartyJoin#19,"""/ci2 1 I'll do my best."""
IncidentJsApcBegin#19,"""/ci2 2 ごめん、君に迷惑は<br>かけたくなかったんだけど……！"""
IncidentJsApcFailure#19,"""……これ以上は、もたない。<br>先に撤退させてもらうよ。"""
IncidentJsApcSuccess#19,"""/ci2 1 ……なんとかなったね。<br>ありがとう、君のおかげだよ。"""
IncidentJsApcBeginEvo#19,"""/ci5 2 ……気をつけて。<br>まだ、大きな反応がある。"""
AbilityExeRareU#2,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#2,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#2,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#2,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#2,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#20,"""/ci2 2 Show me your power."""
IncidentJsApcBegin#20,"""/toge /ci4 1 ……あっ、あなたはっ！<br>た、助けて下さい！<br>敵に囲まれてしまって……！"""
IncidentJsApcFailure#20,"""……これ以上は無理です。<br>すみません、先に撤退します。"""
IncidentJsApcSuccess#20,"""/ci2 1 あ、ありがとうございました！<br>おかげで助かりました！<br>本当に本当に、感謝です！"""
IncidentJsApcBeginEvo#20,"""/moya /ci4 4 なんだろうこれ……<br>すごくおっきな反応が……！"""
AbilityExeRareU#3,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#3,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#3,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#3,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#3,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#21,"""/ci1 4 では、よろしく頼む"""
IncidentJsApcBegin#21,"""/ci1 2 すまない、お前には<br>世話になってばかりだな。"""
IncidentJsApcFailure#21,"""……ここまでか。<br>すまない、先に撤退させてもらう。"""
IncidentJsApcSuccess#21,"""/ci2 5 制圧……完了。<br>お前のおかげだ、感謝する。"""
IncidentJsApcBeginEvo#21,"""/ci3 2 ……気を抜くな。<br>とびきりのヤツが来るようだぞ。"""
AbilityExeRareU#4,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#4,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#4,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#4,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#4,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#22,"""/toge /ci2 1 よろしくなっ！"""
IncidentJsApcBegin#22,"""/ci2 3 /toge おっ、あんた、いいところに！<br>ちょっと敵が多すぎるから<br>手伝ってくれっ！"""
IncidentJsApcFailure#22,"""……ううっ、くそっ！<br>わり、先に撤退するっ！"""
IncidentJsApcSuccess#22,"""/mn15 /ci2 1 よーっしゃよっしゃー！\u3000<br>終わったー！<br>協力してくれてありがとな！"""
IncidentJsApcBeginEvo#22,"""/ci5 2 げげっ、このでっかい反応<br>まだ来るってことかよ！"""
AbilityExeRareU#5,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#5,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#5,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#5,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#5,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#23,"""/ci2 3 それでは、よろしくお願いします"""
IncidentJsApcBegin#23,"""/ci4 1 すみません……<br>貴方に頼ってばかりで……"""
IncidentJsApcFailure#23,"""……これ以上は、もちません。<br>申し訳ありません、撤退させて<br>いただきます。"""
IncidentJsApcSuccess#23,"""/ci2 1 ふぅ……無事、終わりましたね。<br>貴方のおかげです<br>ありがとうございました。"""
IncidentJsApcBeginEvo#23,"""/ci5 3 ……まだ、終わらないようです。<br>巨大な反応が近づいています。"""
AbilityExeRareU#6,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#6,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#6,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#6,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#6,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#24,"""/mn16 /ci2 1 はーい、よろしくっ！"""
IncidentJsApcBegin#24,"""/mn17 /ci2 1 来てくれたんだ！<br>ありがとー、これでなんとか！"""
IncidentJsApcFailure#24,"""……うう、あたし未熟すぎ。<br>ごめん、先に撤退しちゃうね。"""
IncidentJsApcSuccess#24,"""/ci2 2 やたーっ！\u3000なんとかしのげたよ！<br>あなたのお陰！\u3000ありがとう！"""
IncidentJsApcBeginEvo#24,"""/mn19 /ci2 1 あれあれあれれっ？<br>なんかおっきな反応が<br>近づいてくるよ！"""
AbilityExeRareU#7,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#7,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#7,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#7,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#7,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#25,"""/ci1 2 ……さっさと終わらせよう"""
IncidentJsApcBegin#25,"""/ci4 3 ……迷惑をかけてしまって<br>ごめん。"""
IncidentJsApcFailure#25,"""……くそ、迷惑かけっぱなしだ。<br>わたしは退く……ごめん！"""
IncidentJsApcSuccess#25,"""/ci2 5 ……その、なんていうか<br>ごめんなさい。あと、ありがとう。"""
IncidentJsApcBeginEvo#25,"""/moya /ci5 2 ……まだだ。<br>まだ、終わりじゃない。"""
AbilityExeRareU#8,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#8,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#8,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#8,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#8,"""(仮)レア武器装備時にブーストEが出現した"""
