TitleLogo_Enter#0,"""Druk enter toets"""
RegularConfirmMessage#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>「定期メンテナンス時シップ移動申請」を行います。<br>シップ移動は、定期メンテナンス時に行なわれます。<br>シップ移動が実行された際$(1)AC消費されます。<br><br>・移動先には、このキャラクターの所持品などを<br>\u3000持って行けます。シップ自体に保存されている<br>\u3000倉庫内アイテム、フレンドリスト、メールなどは<br>\u3000移動前のシップに残されたままになります。<br>\u3000<yellow>詳しくは、プレイヤーズサイトをご確認ください。<c><br><br>移動先のシップ：<yellow>$(2)<c>へ<br>「定期メンテナンス時シップ移動申請」を行いますか？<br><br><yellow>所持AC：$(0)<c>"""
RegularWait#0,"""定期メンテナンス時シップ移動申請中・・・<br><br>しばらくお待ちください。"""
RegularFinishTitle#0,"""定期メンテナンス時シップ移動"""
RegularFinishMessage#0,"""定期メンテナンス時シップ移動申請を行いました。<br><br><yellow>※申請多数の場合や運営上の都合により、<br>\u3000シップ移動が次週以降に順延される場合があります。<c><br><br>移動が行なわれる際、所持ACが$(0)未満の<br>場合には申請がキャンセルされますので、<br>ご注意ください。<br>タイトル画面へ戻ります。"""
RequestNum1#0,"""<green>少ない<c>"""
RequestNum2#0,"""<green>普通<c>"""
RequestNum3#0,"""<red>多い<c>"""
RequestNum4#0,"""<red>非常に多い<c>"""
CancelRegularConfirmTitle#0,"""定期メンテナンス時シップ移動"""
CancelRegularConfirmMessage#0,"""現在 <yellow>$(0)<c> への<br>移動を申請しています。<br><br>定期メンテナンス時シップ移動<br>の申請を取り下げます。<br>よろしいですか？"""
CancelRegularWait#0,"""定期メンテナンス時シップ移動申請取り下げ中・・・<br><br>しばらくお待ちください。"""
CancelRegularFinishTitle#0,"""定期メンテナンス時シップ移動"""
CancelRegularFinishMessage#0,"""定期メンテナンス時シップ移動申請を<br>取り下げました。<br>タイトル画面へ戻ります。"""
Enquete_Title#0,"""簡単アンケート"""
Enquete_mes01#0,"""一定期間ログインしていなかった方へ質問です。<br>\u3000再び「PSO2」をプレイしようと思ったきっかけを<br>\u3000教えてください。"""
Enquete_Answer00#0,"""■下の選択肢から近い回答を選んでください。"""
Enquete_Answer01#0,"""1. 『PSO2』公式Twitterの情報"""
Enquete_Answer02#0,"""2. 「PSO2 STATION!」などの公式Web番組"""
Enquete_Answer03#0,"""3. 一般ユーザーの動画やライブ放送"""
Enquete_Answer04#0,"""4. ゲーム系情報サイトの記事"""
Enquete_Answer05#0,"""5. 各種PCのWebサイトのバナー広告"""
Enquete_Answer06#0,"""6. スマートフォンのバナー広告"""
Enquete_Answer07#0,"""7. \""PlayStation®Store\""の情報"""
Enquete_Answer08#0,"""8. 雑誌の記事や広告"""
Enquete_Answer09#0,"""9. TVCMや動画広告（YouTube等）"""
Enquete_Answer10#0,"""10.その他"""
Enquete_Thanks_Title#0,"""簡単アンケート"""
Enquete_Thanks_mes#0,"""ご回答ありがとうございます。<br>お礼に10SGを付与しました。<br><br>引き続き『PSO2』をお楽しみください。"""
