YesText#0,"""Да"""
AutoSkillTreeAsk#0,"""Этой настройкой очки умений автоматически распределятся.<br>Желаете продолжить?<br><yellow>※Ваше древо умений будет перезаписано, включая установленные вами очки умений.<c>"""
AutoSkillTreeList#0,"""Следующие умения будут распределены.<br>Желаете продолжить?<br><red>※Если хотите вручную назначить очки умений,<br>тогда вам потребуется [All Skill Tree Reset Pass]<c>"""
AutoSkillTreeListVita#0,"""Следующие умения будут распределены.<br>Желаете продолжить?<br><red>※Если хотите вручную назначить очки умений,<br>тогда вам потребуется [All Skill Tree Reset Pass]<c>"""
AutoSkillTreeSuccess#0,"""Выбраны рекомендуемые умения."""
AutoSkillTreeFailed#0,"""Не удалось выбрать рекомендуемые умения."""
SkillTreeName#0,"""$(0)($(1))"""
LibraryMenu_Title#0,"""Список библиотек"""
LibraryMenuType_Weapon#0,"""Библиотека оружия"""
LibraryMenuType_Unit#0,"""Библиотека юнитов"""
LibraryMenuType_Story#0,"""Кр. содерж. сюжета"""
LibraryMenuType_RoomGoods#0,"""-"""
LibraryMenuType_Enemy#0,"""-"""
LibraryMenuType_License#0,"""-"""
LibraryMenuType_SkitList#0,"""-"""
LibraryMenuType_TutorialList#0,"""-"""
LibraryMenuType_Enchant#0,"""-"""
LibraryMenuType_GatC#0,"""Библиотека добычи"""
LibraryMenuType_GatF#0,"""Библиотека рыбалки"""
SkitList_StoryEvent#0,"""Сюжетные события"""
SkitList_CharacterEvent#0,"""События с персонажами"""
SkitList_MessagePack#0,"""Сообщения"""
LibraryGuideType_Menu#0,"""<c f0df60>Посмотрите на иллюстрации оружий, юнитов и кратких содержаний сюжета.<c>"""
LibraryGuideType_Weapon#0,"""<c f0df60>Здесь вы можете просмотреть оружие, которое собрали.<c>"""
LibraryGuideType_Unit#0,"""<c f0df60>Здесь вы можете просмотреть юниты, которые собрали.<c>"""
LibraryGuideType_Story#0,"""<c f0df60>Здесь вы можете прочитать краткие содержания сюжета.<c>"""
LibraryGuideType_RoomGoods#0,"""-"""
LibraryGuideType_Enemy#0,"""-"""
LibraryGuideType_License#0,"""-"""
LibraryGuideType_SkitList#0,"""-"""
LibraryGuideType_TutorialList#0,"""-"""
LibraryGuideType_Enchant#0,"""-"""
LibraryGuideType_GatC#0,"""<c f0df60>Здесь вы можете просмотреть минералы, которые собрали.<c>"""
LibraryGuideType_GatF#0,"""<c f0df60>Здесь вы можете просмотреть рыбу, которую поймали.<c>"""
NotFoundList_Wepon#0,"""У вас нет собранных оружий"""
NotFoundList_Unit#0,"""У вас нет собранных юнитов"""
NotFoundList_GatC#0,"""Нет предметов."""
NotFoundList_GatF#0,"""Нет предметов."""
NotFoundList_Common#0,"""Нет предметов."""
L_Category_1#0,"""Бои"""
L_C_1_S_Category_1#0,"""Осн. управление"""
L_C_1_S_C_1_Item_1#0,"""-"""
L_C_1_S_Category_2#0,"""Хантер"""
L_C_1_S_C_2_Item_1#0,"""-"""
L_C_1_S_Category_3#0,"""Рейнджер"""
L_C_1_S_C_3_Item_1#0,"""-"""
L_C_1_S_Category_4#0,"""Форс"""
L_C_1_S_C_4_Item_1#0,"""-"""
L_C_1_S_Category_5#0,"""Рассовые действия"""
L_C_1_S_C_5_Item_1#0,"""-"""
L_C_1_S_Category_6#0,"""Оружия"""
L_C_1_S_C_6_Item_1#0,"""-"""
L_C_1_S_Category_7#0,"""Mag'и"""
L_C_1_S_C_7_Item_1#0,"""-"""
L_C_1_S_Category_8#0,"""Развитие персонажа"""
L_C_1_S_C_8_Item_1#0,"""-"""
L_Category_2#0,"""Предметы"""
L_C_2_S_Category_1#0,"""Атрибуты предм."""
L_C_2_S_C_1_Item_1#0,"""-"""
L_C_2_S_Category_2#0,"""Прогресс предм."""
L_C_2_S_C_2_Item_1#0,"""-"""
L_Category_3#0,"""Квесты"""
L_C_3_S_Category_1#0,"""Принятые и пройденные квесты"""
L_C_3_S_C_1_Item_1#0,"""-"""
L_C_3_S_Category_2#0,"""Во время квестов"""
L_C_3_S_C_2_Item_1#0,"""-"""
L_Category_4#0,"""Заказы"""
L_Category_5#0,"""Главное меню"""
L_Category_6#0,"""Магазин"""
L_Category_7#0,"""Ваша комната"""
L_Category_8#0,"""Общение"""
L_Category_9#0,"""Команды"""
L_Category_10#0,"""Касса ARKS"""
ReadFormTitle#0,"""$(0) ARKS-карта"""
ReadBasicInfo#0,"""Основная инфо"""
ReadPlayerName#0,"""Имя Player ID"""
ReadPlayerID#0,"""プレイヤーID"""
ReadPSNOnlineID#0,"""“PSN”のオンラインID"""
ReadCharaName#0,"""Текущий персонаж"""
ReadGuildName#0,"""Команда"""
ReadBirthday#0,"""День рождения"""
ReadHobby#0,"""Хобби"""
ReadWishList#0,"""Отложенные"""
ReadPresentList#0,"""Список подарков"""
MenuBasicInfo#0,"""Основная инфо"""
MenuComment#0,"""Коммент. / Символ Арт"""
MenuWishList#0,"""Отложенные"""
MenuPresentList#0,"""Список подарков"""
MenuOther#0,"""Настройки конф-ти"""
MenuPreview#0,"""Превью"""
EditFormTitle#0,"""Редактировать ARKS-карту"""
EditBirthday#0,"""День рождения"""
EditHobby#0,"""Хобби"""
EditComment#0,"""Комментарий"""
EditVector#0,"""Символ Арты"""
EditWishList#0,"""Отложенные"""
EditPresentList#0,"""Список подарков"""
EditOpenSetting#0,"""Настройки конф-ти"""
EditVectorSet#0,"""Зарег-ть Символ Арт"""
EditVectorClear#0,"""Очистить регистрацию"""
OpenAll#0,"""Открыто для всех"""
OpenFriend#0,"""Открыто только для друзей"""
OpenGuild#0,"""Открыто только для членов команды"""
OpenFriendGuild#0,"""Открыто только для друзей и членов команды"""
OpenNone#0,"""Частная"""
ErrorMessageTitle#0,"""ARKS-карта"""
ErrorMessageNotFound#0,"""У персонажа отсутствует ARKS-карта."""
ErrorMessagePrivate#0,"""У персонажа ARKS-карта в приватном режиме."""
ErrorMessageDBError#0,"""Невозможно просмотреть, поскольку<br>возникли проблемы с базой данных.<br><br>[No.1036]"""
ErrorMessageUnknown#0,"""Невозможно обработать<br>ввиду ошибки.<br><br>[No.1037]"""
WishListRegisterFormTitle#0,"""Добавлено в отложенное"""
PresentListRegisterFormTitle#0,"""Добавлено в Present list"""
ListRegisterSlot#0,"""Пожалуйста, выберите слот для редактирования."""
KeyHelpVitaSelf#0,"""<pict Sign_LEFT><pict Sign_RIGHT>Переключить страницу/<pict Sign_TRIANGLE>Отредактировать"""
KeyHelpVitaOther#0,"""<pict Sign_LEFT><pict Sign_RIGHT>Переключить страницу"""
KeyHelpKeyboard#0,"""[←][→] для переключения / [ESC] для выхода"""
KeyHelpXbox#0,"""<pict Alpha_LEFT><pict Alpha_RIGHT>переключить/<%Cancel>выйти"""
KeyHelpPS#0,"""<pict Sign_LEFT><pict Sign_RIGHT>переключить страницу/<%Cancel>выйти"""
KeyHelpNumber#0,"""<pict Number_LEFT><pict Number_RIGHT>переключить страницу/<%Cancel>выйти"""
ReadXboxGamersTag#0,"""Xbox Liveゲーマータグ"""
TradingItemTag#0,"""Предметы для сделки"""
TradingMesetaTag#0,"""Месета для сделки"""
CharacterMesetaTag#0,"""Доступно месеты:"""
DecideItemButtonText#0,"""Подтверждение предмета"""
DecideTradeButtonText#0,"""Подтверждение сделки"""
OpponentTradingItemTag#0,"""Предмет, который вы получите"""
OpponentTradingMesetaTag#0,"""Месета, которую вы получите"""
OfferingMesetaValueTag#0,"""Месеты предложено:"""
WaitOpponentDecideItemMessage#0,"""Ожидание подтверждения другого игрока..."""
SelectItemMessage#0,"""Выбор предметов..."""
OfferTradeTitle#0,"""Запрос сделки"""
OfferTradeMessage#0,"""У вас запрос для сделки.<br>Ожидание подтверждения другого игрока..."""
CantTradeMsg#0,"""Вы не можете заключить сделку с $(0)."""
CantTradeByRangeMsg#0,"""Вы не можете заключить сделку с данным персонажем, поскольку он вне ваше зоны досягаемости."""
CantTradeByNoRightMsg#0,"""Для сделки оба персонажа должны быть <yellow>премиум пользователями<c>.<br><br> Если у вас нет「Premium Set」,<br>тогда вы можете приобрести его в AC магазине в главном меню."""
CantTradeByBeOfferingMsg#0,"""Невозможно заключить сделку<br>, поскольку другой игрок<br>уже запросил её."""
CantTradeByOppTradingMsg#0,"""Невозможно заключить сделку<br>, поскольку $(0) уже в процессе другой сделки."""
CancelOfferMsg#0,"""Запрос на сделку отменён."""
CanceledOfferMsg#0,"""$(0) отменил запрос на сделку с вами."""
AnswerTradeOfferError#0,"""Невозможно начать,<br>поскольку запрос на сделку был отменён."""
AskStartTradeTitle#0,"""Подтв. сделку"""
AskStartTradeMsg#0,"""Вы собираетесь заключить сделку с $(0)?"""
RejectOfferMsg#0,"""$(0) отклонил вашу сделку."""
Reject2ndPassOfferMsg#0,"""Не удалось подтвердить ваш пароль,<br>отмена сделки с $(0)."""
RejectedOfferMsg#0,"""$(0) отклонил вашу сделку."""
Rejected2ndPassOfferMsg#0,"""Сделка была отменена, так как<br> $(0) не ввёл(ла) свой пароль магазина."""
BreakOfferMsg#0,"""Время сделки с $(0) истекло."""
BrokenOfferMsg#0,"""Ваш запрос на сделку с $(0) истёк."""
StartTradeMsg#0,"""Начинаем сделку с $(0)."""
CancelOppTradeItemMsg#0,"""$(0) отклонил это предложение."""
CompleteTradeMessage#0,"""Сделка успешно завершена."""
ErrorMessage#1,"""Произошла ошибка.<br><br>[No.1038]"""
CancelTradeTitle#0,"""Отмена сделку"""
AskCancelTradeMsg#0,"""Хотите ли вы отменить сделку?"""
AbortTradeByCancel#0,"""Сделка была отменена."""
AbortTradeByDisconnection#0,"""Сделка была отменена,<br>из-за разъединения.<br><br>[No.1039]"""
AbortTradeByError#0,"""Сделка была отменена,<br>из-за ошибки.<br><br>[No.1040]"""
AbortTradeByRange#0,"""Сделка была отменена,<br>поскольку один из игроков ушёл<br>за пределы области проведения сделки."""
AbortByAnyUser#0,"""Сделка была отменена одним из игроков."""
AbortByOppDisconnection#0,"""Сделка была отменена,<br>из-за отключения $(0).<br><br>[No.1041]"""
AbortByOppRequest#0,"""$(0) отменил сделку."""
FailByFullBackpack#0,"""Сделка была отменена,<br>из-за нехватки места в инвентаре."""
FailByFullStackableItem#0,"""Сделка была отменена,<br>поскольку вы не можете носить больше этих предметов."""
FailByFullMeseta#0,"""Сделка была отменена,<br>поскольку вы не можете носить больше месеты."""
FailByOppFullBackpack#0,"""Сделка была отменена,<br>поскольку у $(0) не достаточно места в инвентаре."""
FailByOppFullStackableItem#0,"""Сделка была отменена,<br>поскольку $(0) не может носить больше этих предметов."""
FailByOppFullMeseta#0,"""Сделка была отменена,<br>поскольку $(0) не может носить больше месеты."""
UrgeToSelectAndDecideItem#0,"""<c f0df60>Выберите предметы для сделки и нажмите \""Подтв. предм.\"" или нажмите \""Отмена\"" для отмены сделки.<c>"""
WaitOpponentDecideItemGuide#0,"""<c f0df60>Ожидаем подтверждения $(0). Нажмите отмену для отмены сделки.<c>"""
UrgeToApproveTradeGuide#0,"""<c f0df60>Вы решили залючить сделку. Нажмите \""Подтв. сделку\"", если со всем согласны или отмену для отмены сделки.<c>"""
WaitOpponentApproveTradeGuide#0,"""<c f0df60>Ожидаем подтверждения $(0). Нажмите отмену для отмены сделки.<c>"""
UrgeToSelectAndDecideItem_v#0,"""<c f0df60>Пожалуйста, выберите предметы для торговли, затем нажмите \""Подтвердить предметы\"".<c>"""
WaitOpponentDecideItemGuide_v#0,"""<c f0df60>Ожидание подтверждения $(0).<c>"""
UrgeToApproveTradeGuide_v#0,"""<c f0df60>Вы решили, чем торговать. Нажмите \""Подтвердить сделку\"" если всё в порядке, или нажмите Отмена, чтобы выйти.<c>"""
WaitOpponentApproveTradeGuide_v#0,"""<c f0df60>Ожидание подтверждения  $(0). Нажмите Отмена чтобы выйти.<c>"""
DropOnInventory#0,"""Отмена"""
MenuObject_Display#0,"""Доб. в сделку"""
MenuObject_Withdraw#0,"""Убр. из сделки"""
MenuObject_ChangeNumber#0,"""Изменить количество"""
InputStackItemNumberTitle#0,"""Укажите количество товара"""
InputStackItemNumberMsg#0,"""Как много вы собираетесь торговать?"""
Title#10,"""Предмет сделки"""
TradeTitle#0,"""Сделка"""
EditMesetaTitle#0,"""Изм. месету"""
EditMesetaMessage#0,"""Укажите количество месеты, которое вы хотите предложить."""
ItemEnableSelect#0,"""Выбираемое"""
ItemDisableSelect#0,"""Не выбираемое"""
PictSignRight#0,"""<pict Sign_RIGHT>переключить"""
PictSignLeft#0,"""<pict Sign_LEFT>переключить"""
WaitDecideItemMessage#0,"""Ожидание игрока..."""
VisiphonTitle#0,"""Визифон"""
VisiphonFullTitle#0,"""Визифон"""
VisiphonFullTitleHint#0,"""<c f0df60>Здесь вы можете искать магазины игроков, вводить коды товаров и использовать разные меню.<c>"""
VisiphonFullTitleHint_v#0,"""<c f0df61>Здесь вы можете искать магазины игроков, вводить коды товаров и использовать разные меню.<c>"""
VisiphonMenu_Search#0,"""Поиск ARKS"""
VisiphonMenu_Shop#0,"""Магазины игроков"""
VisiphonMenu_ItemCode#0,"""Коды предметов"""
VisiphonMenu_Friend#0,"""Список друзей"""
VisiphonMenu_Library#0,"""Список библиотек"""
VisiphonMenu_Ranking#0,"""Рейтинг"""
VisiphonMenu_PlayLog#0,"""Игровые рекорды"""
VisiphonMenu_LoginStamp#0,"""Логин печати"""
VisiphonMenu_ProfileEdit#0,"""Ред-ть вашу ARKS-карту"""
VisiphonMenu_Campaign#0,"""Награды за участие в компании"""
VisiphonMenu_CharaSave#0,"""Портрет хранилища данных"""
VisiphonMenu_CharaSaveSelect#0,"""Выбор персонажа"""
VisiphonMenu_CharaSaveUseChara#0,"""Текущий персонаж"""
VisiphonMenu_CharaSaveSP#0,"""Партнёр поддержки"""
Exit#2,"""Назад"""
SearchTitle#0,"""Поиск ARKS"""
SearchFullTitle#0,"""Поиск ARKS"""
SearchFullTitleHint#0,"""<c f0df60>Вы можете найти игрока, персонажа или команду.<c>"""
SearchMenu_Player#0,"""Поиск игрока"""
SearchMenu_PlayerHint#0,"""<c f0df60>Вы можете найти игрока по инфо ARKS-карты. Так же можете осуществить поиск и по ключевым словам из комментариев.<c>"""
SearchMenu_Guild#0,"""Поиск команды"""
SearchMenu_GuildHint#0,"""<c f0df60>Вы можете найти команду по названию или описанию.<c>"""
SearchMenu_Chara#0,"""Поиск персонажа"""
SearchMenu_CharaHint#0,"""<c f0df60>Вы можете найти персонажап по его имени.<c>"""
PlayerSearchTitle#0,"""Поиск игрока"""
PlayerSearch_ID#0,"""Имя Player ID"""
PlayerSearch_Text#0,"""Поиск по тексту"""
PlayerSearch_Wish#0,"""Отложить"""
PlayerSearch_Present#0,"""Список подарков"""
PlayerSearch_Hobby#0,"""Хобби"""
PlayerSearch_MyRoom#0,"""Комната"""
PlayerSearch_Comment#0,"""Комментарий"""
PlayerSearch_MyRoom_Select1#0,"""Не выбрано"""
PlayerSearch_MyRoom_Select2#0,"""Имеется"""
PlayerSearch_MyRoom_Select3#0,"""Не имеется"""
PlayerSearch_MyRoom_Check#0,"""Распологает комнатой"""
PlayerSearch_MyRoom_Enter#0,"""Поиск"""
PlayerSearchResultTitle#0,"""Результат поиска игроков"""
PlayerSearchResult_Limit#0,"""Кол-во рез-ов"""
PlayerSearchResult_Wait#0,"""Поиск"""
PlayerSearchResult_Failure#0,"""Нет такого игрока."""
PlayerSearchResult_Playernum#0,"""$(0)"""
GuildSearchTitle#0,"""Поиск команды"""
GuildSearch_Text#0,"""Поиск по тексту"""
GuildSearch_GuildName#0,"""Назв. команды"""
GuildSearch_GuildLevel#0,"""-"""
GuildSearch_Comment#0,"""Комментарий"""
GuildSearchResultTitle#0,"""Результаты поиска команды"""
GuildSearchResult_Limit#0,"""Количество результатов"""
GuildSearchResult_Failure#0,"""Команда не найдена."""
GuildSearchStatus_Title#0,"""О команде"""
GuildSearchStatus_Web#0,"""Сайт команды"""
GuildSearchStatus_Chat#0,"""Отправить сообщение главе команды"""
VisiphonMenu_PlayLog_Hint#0,"""<c f0df60>Здесь вы можете просмотреть различные игровые результаты.<c>"""
VisiphonMenu_ProfileEdit_Hint#0,"""<c f0df60>Здесь вы можете отредактировать ARKS-карту.<c>"""
VisiphonMenu_Campaign_Hint#0,"""<c f0df60>Здесь вы можете запросить предметы из компании. Невозможно выполнить после окончания компании.<c>"""
VisiphonMenu_Campaign_Hint_v#0,"""<c f0df61>Здесь вы можете получить предметы компании.<c>"""
CharaSearchTitle#0,"""Поиск персонажа"""
CharaSearch_ID#0,"""Имя персонажа"""
CharaSearchResultTitle#0,"""Результаты поиска персонажа"""
CharaSearchResult_Failure#0,"""Персонаж не найден."""
SearchFailureMessage#0,"""Вы не ввели текст для поиска."""
CampaignMenuTitle#0,"""Меню наград компаний"""
CampaignMenuTab1#0,"""Название компании"""
CampaignMenuTab2#0,"""Прод-сть"""
CampaignMenuNoItem#0,"""Нет компаний"""
CampaignConfirmTitle#0,"""Подтверждение"""
CampaignConfirmMessage#0,"""Подтверждение предметов компаний.<br>Желаете продолжить?<br><br>※Предметы можно получить только<br>один раз на аккаунт. Убедитесь что<br>вы находитесь на нужном корабле."""
CampaignConfirmCharaMessage#0,"""以下のキャンペーンアイテムを受け取ります。<br>よろしいですか？<br><br>※アイテムを受け取れるのは、<br>\u3000キャラクターにつき１回のみです。"""
CampaignError1#0,"""Не удалось подтвердить предметы из-за непредвиденной ошибки."""
CampaignError2#0,"""Невозможно принять предмет. <br>Инвентарь заполнен, либо лимит ношения предметов."""
CampaignError3#0,"""невозможно получить предметы.<br>Компания закончилась."""
CampaignError4#0,"""Это может быть получено только при<br>входе на следующей(их) платформе(ах):<br>$(0)"""
CampaignPlatformPC#0,"""・PC"""
CampaignPlatformSwitch#0,"""・PSO2 クラウド（Nintendo Switch™）"""
CampaignPlatformPS4#0,"""・PlayStation®4"""
CampaignPlatformVita#0,"""・PlayStation®Vita"""
CampaignPlatformPCCloud#0,"""・PSO2 クラウド（PC）"""
CampaignPlatformXOne#0,"""・Xbox One"""
CampaignPlatformWin10#0,"""・Microsoft Store Version"""
CampaignPlatformSteam#0,"""・Steam"""
CampaignPlatformEpicGames#0,"""・Epic Games"""
CampaignBondPlatform#0,"""$(0)<br>$(1)"""
CampaignSuccess#0,"""Получил(а) $(0)"""
CampaignNum#0,"""$(0)×$(1)個"""
CharaSaveMessage#0,"""現在のキャラクターのデータを保存し、<br>パートナーキャラクターと追加ロビーアクションの<br>データを更新します。よろしいですか？<br><br>※パートナーキャラクターは、パートナーカードを<br>\u3000取得すると、使用可能になります。<br>\u3000パートナーカードを持っていないデータを保存しても、<br>\u3000使用できなくなることはありません。<br>※チームアクセサリーは保存されません。"""
CharaSaveOverwriteMessage#0,"""すでにキャラクターのデータがあるスロットです。<br><br>現在のキャラクターのデータで上書きし、<br>パートナーキャラクターと追加ロビーアクションの<br>データを更新します。よろしいですか？<br><br>※パートナーキャラクターは、パートナーカードを<br>\u3000取得すると、使用可能になります。<br>\u3000パートナーカードを持っていないデータを保存しても、<br>\u3000使用できなくなることはありません。<br>※チームアクセサリーは保存されません。"""
CharaSaveSucsessMessage#0,"""キャラクター、パートナーキャラクター、<br>追加ロビーアクションの<br>データをを保存しました。"""
CharaSaveFailureMessage#0,"""キャラクター、パートナーキャラクター、<br>追加ロビーアクションの<br>データが保存できませんでした。<br><br>再度「ポートレート用データ保存」を<br>実行してください。"""
CharaSaveNone#0,"""保存データなし"""
CharaSaveMemoryCardNone#0,"""メモリーカードが確認できませんでした。<br><br>メモリーカードが挿入されているか<br>確認してください。"""
CharaSaveCrashData#0,"""『PHANTASY STAR ONLINE2』の<br>セーブデータが破損している可能性があります。<br>破損したデータを削除し、新しいデータを作成します。<br><br>よろしいですか？"""
CharaSaveDataSave#0,"""すでにデータがあるスロットのため、<br>キャラクターのデータを上書き保存し、<br>呼び出せるパートナーキャラクター、<br>追加ロビーアクションのデータを<br>更新します。<br><br>よろしいですか？"""
CharaSaveFailureMessage01#0,"""データが不正である可能性があるため、<br>メモリーカードに保存を<br>することができませんでした。"""
CharaSaveFailureMessage02#0,"""メモリーカードの容量が不足しているため、<br>キャラクター、パートナーキャラクター、<br>追加ロビーアクションのデータを<br>保存することができませんでした。<br><br>メモリーカードの容量を<br><$capacity>kb 以上空けて<br>再度実行してください。"""
CharaSaveFailureMessage03#0,"""キャラクター、パートナーキャラクター、<br>追加ロビーアクションの<br>データ保存に失敗しました。<br>再度「ポートレート用データ保存」を<br>実行してください。"""
CharaSaveSucsessMessage01#0,"""キャラクター、パートナーキャラクター、<br>追加ロビーアクションのデータを保存、更新しました。<br><br>保存されたキャラクター、パートナーキャラクター、<br>追加ロビーアクションは<br>「キャラクターポートレート」で使うことができます。<br><br>「キャラクターポートレート」を使用するには、<br>タイトルメニューの「キャラクターポートレート」を<br>選択してください。"""
CharaSaveTitle#0,"""Портрет хранилища данных"""
CharaSaveHelp#0,"""<c f0df60>キャラクターポートレート用のデータを保存します。<c>"""
RecruitSearchSelect#0,"""Окно выбора"""
RecruitTeamMemberSearch#0,"""По номеру членов"""
RecruitTeamLevelSearch#0,"""По уровню команды"""
RecruitTeamNameSearch#0,"""По имени команды"""
RecruitTeamList#0,"""Список команд"""
RecruitTeamLevel#0,"""Уровень команды"""
RecruitTeamMember#0,"""Члены команды"""
RecruitTeamDetails#0,"""Подроб-ти ком."""
RecruitTeamManager#0,"""Менедж. ком."""
RecruitTeamManagerSendMail#0,"""Отправить заявку главе команды"""
RecruitPost#0,"""Позиция"""
RecruitTeamInfo#0,"""Инфо команды"""
RecruitTeamFlag#0,"""Флаг команды"""
RecruitMasterComment#0,"""Комментарий главы команды"""
RecruitMemberInfo#0,"""Информация членов ком."""
RecruitFriend#0,"""Друзья"""
RecruitBlackList#0,"""Чёрный список"""
RecruitLevel#0,"""$(0)ур."""
RecruitNumber#0,"""$(0)人"""
RecruitMemberList#0,"""Список сленов ком."""
RecruitMemberMaster#0,"""Глава команды"""
RecruitMemberManager#0,"""Менеджер"""
RecruitMemberCommon#0,"""Постоянный член"""
RecruitMemberVisitor#0,"""Новичок"""
RecruitMailYesNo#0,"""Письмо будет отправлено главе команды,<br>что сообщит ему о вашем желании присоединиться.<br>Продолжить?"""
RecruitMailYesNoTitle#0,"""Подтверждение отправки"""
RecruitMailSuccess#0,"""Письмо отправлено"""
RecruitMailMiss#0,"""Нельзя отправить письмо"""
VisiphonMenu_Recruit#0,"""Команды, ищущие участников"""
VisiphonMenu_RecruitHint#0,"""<c f0df60>Показываются команды, которые сейчас ищут участников. Выберите то, как вы хотите чтобы они отображались.<c>"""
CampaignInfoTitle#0,"""Контент компании"""
CampaignInfoTitle2#0,"""Срок действия вознаграждения"""
CampaignInfoTitle3#0,"""Целевые задачи и условия"""
CampaignDateNone#0,"""Не определено"""
CampaignMessage#0,"""<pict New>У вас в наличии $(0)<br>наград компаний."""
LoginStampTitle#0,"""Штампы входа"""
LoginStampCard#0,"""Просмотреть карту штампов"""
LoginStampReward#0,"""Подтв. наград"""
LoginStampTitleHint#0,"""<c f0df60>Вы можете просматривать штамп-карты и список наград.<c>"""
LoginStampCardHint#0,"""<c f0df60>これまで押されたスタンプ一覧です。<c>"""
LoginStampRewardHint#0,"""<c f0df60>スタンプが貯まると貰える報酬一覧です。<c>"""
PeriodNext#0,"""(Доступно в: $(0))"""
VisiphonMenu_Craft#0,"""Крафт"""
VisiphonMenu_CraftHint#0,"""<c f0df60>Вы можете найти игроков которые могут создать для вас предмет,<br>увидеть информацию о крафте и подтвердить заказы.<c>"""
CraftInfo#1,"""Инфо крафта"""
Craft_WorkmanSearch#0,"""Поиск крафтера"""
Craft_FriendSearch#0,"""Поиск крафтера (друзья)"""
Craft_TeamSearch#0,"""Поиск крафтера (команда)"""
Craft_Results#0,"""Достижения крафта"""
Craft_Recipe#0,"""Просм. рецепт крафта"""
Craft_Favor#0,"""Просм. лицензию крафта"""
Craft_CardWriter#0,"""Проверить Data Drive"""
Craft_Craft#0,"""Крафт"""
Craft_Order#0,"""В процессе"""
CraftMenu#0,"""Меню крафта"""
MenuCraft#0,"""Мой крафт"""
OrderReceivedListCheck#0,"""Запросы на крафт"""
SignboardSetup#0,"""Настройки вывески"""
CraftLearnRecipe#0,"""Изуч. рецепт крафта"""
CraftFavorList#0,"""Лицензия крафта"""
CraftOrderCheck#0,"""Ежедн. крафт"""
CampaignTopTitle#0,"""Предметы акции"""
CampaignTopMenu1#0,"""На аккаунт"""
CampaignTopMenu2#0,"""На персонажа"""
VisiphonMenu_Gat#0,"""Добыча"""
VisiphonMenu_GatHint#0,"""<c f0df60>Пояснения добычи.<c>"""
SiriusMenu#0,"""Обменник очков Idola"""
SiriusMenu_WindowTitle#0,"""Окно обмена"""
SiriusMenu_Name1#0,"""Обменник очков Idola"""
SiriusMenu_Name2#0,"""Закрыть обменник очков Idola"""
SiriusMenu_Name1_Hint#0,"""<c f0df60>О обменнике очков Idola.<c>"""
SiriusMenu_Name2_Hint#0,"""<c f0df60>Закрытие.<c>"""
SiriusMenu_Point#0,"""Очков Idola в наличии"""
SiriusMenu_Point_Vita#0,"""Очков Idola в наличии"""
SiriusMenu_HeadSelect#0,"""<c f0df60>Выберите предметы для обмена. Имеется сбрасываемое недельное ограничение на количество обменов. (<utcdow>Ср.4:00</utcdow>)<c>"""
VisiphonBuyItem#0,"""Купить/получить награды (аккаунт)"""
VisiphonBuyItemMessage#0,"""Желаете получить следующие предметы?<br>※Предметы можно получить только один<br>раз на аккаунт. Пожалуйста, убедитесь,<br>что вы забираете их на нужном корабле."""
PrizeExchangePoint#0,"""$(0)<pict sirius_icon>"""
PrizeExchangePointRed#0,"""<red>$(0)<c><pict sirius_icon>"""
ExchangeCheckTitle#0,"""Подтверждение обмена"""
ExchangeCheckMessage#0,"""Обменять $(0)<pict sirius_icon> следующие предметы?"""
ExchangeLimitCheckMessage#0,"""Обменять $(0)<pict sirius_icon> следующие предметы?<br>(Сброс в ср. 13:00 по JST)"""
PreExchangeLimitMessage#0,"""Вы достигли лимита обмена предметами.<br>Возвращайтесь позже.<br>(Сброс в ср. 13:00 по JST)"""
ExchangeLimitMessage#0,"""Лимит обмена достигнут.<br>Не удалось обменять предметы."""
ExchangeCancelTitle#0,"""Отмена обмена"""
ExchangeCancelMessage#0,"""Вы хотите отменить обмен?"""
ExchangePointInsufficient#0,"""Недостаточно очков Idola."""
ExchangeResultTitle#0,"""Обмен предметов"""
ExchangeResultMessage1#0,"""Предметы обменяны."""
ExchangeResultMessage2#0,"""В вашем инвентаре недостаточно места.<br>Пожалуйста, освободите место в вашем<br>инвентаре, затем возвращайтесь позже."""
ExchangeDBAccessMessage#0,"""На сервере истекло время обработки вашего<br>запроса. Пожалуйста, попробуйте позже."""
ItemDateErrorMessage#0,"""Предмет нельзя обменять по причине<br>сбоя данных."""
ExpiredErrorMessage#0,"""Товар нельзя обменять, так как<br>период обмена закончился."""
LimitedItem#0,"""<yellow>Лимитированный<c>"""
LimitedItemTitle1#0,"""<yellow>Ограничение<c>"""
LimitedItemTitle2#0,"""<yellow>Дата сброса<c>"""
LimitedItemText1#0,"""Можете торговать до $(0) """
LimitedItemText2#0,"""$(0) или больше """
LimitedItemTitle3#0,"""Информация обмена"""
SiriusShopTitle#0,"""Обмен очков Idola"""
SiriusShopList#0,"""Список продуктов"""
SiriusShopItemPack#0,"""Набор предметов"""
SiriusShopPossess#0,"""Имеется сейчас """
SiriusShopProductInfo#0,"""Инфо продукта"""
SiriusShopReset#0,"""<yellow>(Сброс в ср. 13:00 по JST)<c>"""
SiriusShopTerm#0,"""<yellow>Времени осталось<c>"""
SiriusShop#0,"""Всего очков"""
PrizeExchangeExchange#0,"""Обмен"""
Back#2,"""Вернуться"""
PrizeExchangeDetails#0,"""Информация о предмете"""
