Gat_TitleStatus#0,"""Состояние сбора"""
Name_F0112#0,"""Ловля в Вулканических пещерах 3"""
Name_F0113#0,"""Ловля V. Cavern Mussel 1"""
Name_F0114#0,"""Ловля V. Cavern Mussel 2"""
Name_F0115#0,"""Ловля V. Cavern Armored Shrimp 1"""
Name_F0116#0,"""Ловля V. Cavern Armored Shrimp 2"""
Name_F0117#0,"""アムドゥスキア珊瑚釣り経験1"""
Name_F0118#0,"""中型火山洞窟イワナ釣り経験1"""
Name_F0119#0,"""Ловля в Тундре 1"""
Name_F0120#0,"""Ловля в Тундре 2"""
Name_F0121#0,"""Ловля в Тундре 3"""
Name_F0122#0,"""凍土ニシン釣り経験1"""
Name_F0123#0,"""凍土ニシン釣り経験2"""
Name_F0124#0,"""凍土ワカサギ釣り経験1"""
Name_F0125#0,"""凍土ワカサギ釣り経験2"""
Name_F0126#0,"""Ловля Naber Turtle 1"""
Name_F0127#0,"""大型凍土カツオ釣り経験1"""
Name_F0128#0,"""Ловля в Туннелях 1"""
Name_F0129#0,"""Ловля в Туннелях 2"""
Name_F0130#0,"""Ловля в Туннелях 3"""
Name_F0131#0,"""Ловля Tunnels Mantis Shrimp 1"""
Name_F0132#0,"""Ловля Tunnels Mantis Shrimp 2"""
Name_F0133#0,"""Ловля Tunnels Snail 1"""
Name_F0134#0,"""Ловля Tunnels Snail 2"""
Name_F0135#0,"""Ловля Lillipa Shell 1"""
Name_F0136#0,"""Ловля Medium Tunnels Characin 1"""
Name_F0137#0,"""Ловля в Широнии 1"""
Name_F0138#0,"""Ловля в Широнии 2"""
Name_F0139#0,"""Ловля в Широнии 3"""
Name_F0140#0,"""Ловля Shironia Carp 1"""
Name_F0141#0,"""Ловля Shironia Carp 2"""
Name_F0142#0,"""Ловля Shironia Spider Crab 1"""
Name_F0143#0,"""Ловля Shironia Spider Crab 2"""
Name_F0144#0,"""Ловля Little Zakuri 1"""
Name_F0145#0,"""Ловля Medium Shironia Mussel 1"""
Name_F0146#0,"""Ловля на Парящем Континенте 1"""
Name_F0147#0,"""Ловля на Парящем Континенте 2"""
Name_F0148#0,"""Ловля на Парящем Континенте 3"""
Name_F0149#0,"""Ловля Skyscape Kelp 1"""
Name_F0150#0,"""Ловля Skyscape Kelp 2"""
Name_F0151#0,"""Ловля Skyscape Tuna 1"""
Name_F0152#0,"""Ловля Skyscape Tuna 2"""
Name_F0153#0,"""アムドゥスキア珊瑚釣り経験1"""
Name_F0154#0,"""Ловля Medium Skyscape Blowfish 1"""
Name_F0155#0,"""Ловля на Морском дне 1"""
Name_F0156#0,"""Ловля на Морском дне 2"""
Name_F0157#0,"""Ловля на Морском дне 3"""
Name_F0158#0,"""Ловля Seabed Oyster 1"""
Name_F0159#0,"""Ловля Seabed Oyster 2"""
Name_F0160#0,"""Ловля Seabed Octopus 1"""
Name_F0161#0,"""Ловля Seabed Octopus 2"""
Name_F0162#0,"""Ловля Vopar Shark 1"""
Name_F0163#0,"""Ловля Medium Seabed Monkfish 1"""
Name_F0164#0,"""Ловля в Святилище 1"""
Name_F0165#0,"""Ловля в Святилище 2"""
Name_F0166#0,"""Ловля в Святилище 3"""
Name_F0167#0,"""Ловля Sanctum Fiddler Crab 1"""
Name_F0168#0,"""Ловля Sanctum Fiddler Crab 2"""
Name_F0169#0,"""Ловля Sanctum Snakehead 1"""
Name_F0170#0,"""Ловля Sanctum Snakehead 2"""
Name_F0171#0,"""アムドゥスキア珊瑚釣り経験1"""
Name_F0172#0,"""Ловля Large Sanctum Marlin 1"""
Name_F0173#0,"""Ловля в Куронии 1"""
Name_F0174#0,"""Ловля в Куронии 2"""
Name_F0175#0,"""Ловля в Куронии 3"""
Name_F0176#0,"""Ловля Kuron Squid 1"""
Name_F0177#0,"""Ловля Kuron Squid 2"""
Name_F0178#0,"""Ловля Kuron Needlefish 1"""
Name_F0179#0,"""Ловля Kuron Needlefish 2"""
Name_F0180#0,"""Ловля Little Zakuri 1"""
Name_F0181#0,"""Ловля Small Kuron Abalone 1"""
Explain_F0000#0,"""<yellow>Порыбачьте 1 раз!<c><br>\u3000※Область: не определена<br>\u3000※Категория: общая"""
Explain_F0001#0,"""<yellow>Порыбачьте 8 раз!<c><br>\u3000※Область: не определена<br>\u3000※Категория: общая"""
Explain_F0002#0,"""<yellow>Порыбачьте 20 раз!<c><br>\u3000※Область: не определена<br>\u3000※Категория: общая"""
Explain_F0003#0,"""<yellow>Порыбачьте 30 раз!<c><br>\u3000※Область: не определена<br>\u3000※Категория: общая"""
Explain_F0004#0,"""<yellow>Порыбачьте 40 раз!<c><br>\u3000※Область: не определена<br>\u3000※Категория: общая"""
Explain_F0005#0,"""<yellow>Порыбачьте 50 раз!<c><br>\u3000※Область: не определена<br>\u3000※Категория: общая"""
Explain_F0006#0,"""<yellow>5回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0007#0,"""<yellow>10回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0008#0,"""<yellow>20回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0009#0,"""<yellow>30回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0010#0,"""<yellow>5回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0011#0,"""<yellow>10回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0012#0,"""<yellow>20回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0013#0,"""<yellow>30回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0014#0,"""<yellow>魚類を10回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0015#0,"""<yellow>小型を10回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：小型釣り<br><c 73d882>\u3000※小型釣りは「海岸ムール貝のオイルづけ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0016#0,"""<yellow>中型を10回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0017#0,"""<yellow>大型を10回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0018#0,"""<yellow>100回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0019#0,"""<yellow>200回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0020#0,"""<yellow>300回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0021#0,"""<yellow>400回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0022#0,"""<yellow>500回、釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて"""
Explain_F0023#0,"""<yellow>50回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0024#0,"""<yellow>75回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0025#0,"""<yellow>100回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0026#0,"""<yellow>125回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0027#0,"""<yellow>150回、追加釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c 73d882>\u3000※追加釣りは「森林ブリのあら汁」で<br>\u3000\u3000発生率上昇<c>"""
Explain_F0028#0,"""<yellow>50回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0029#0,"""<yellow>75回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0030#0,"""<yellow>100回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0031#0,"""<yellow>125回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0032#0,"""<yellow>150回、レア釣りをしよう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：すべて<br><c d468a0>\u3000※レア釣りは、釣り時に<br>\u3000\u3000ランダムで発生<c>"""
Explain_F0033#0,"""<yellow>魚類を50回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0034#0,"""<yellow>Поймать 50 моллюсков!<c><br>\u3000※Область: не определена<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюска во время<br>приготовления Desert Flounder Pasta.<c>"""
Explain_F0035#0,"""<yellow>甲殻類を50回、釣ろう！<c><br>\u3000※エリア：指定なし<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0036#0,"""<yellow>Поймать 50 других объектов!<c><br>\u3000※Область: не определена<br>\u3000※Категория: другое<br><c 73d882>\u3000※Повышение шансов на ловлю других объектов во время<br>приготовления Boiled Shironia Carp.<c>"""
Explain_F0037#0,"""<yellow>Поймать 10 особых объектов!<c><br>\u3000※Область: не определена<br>\u3000※Категория: особое<br><c 73d882>\u3000※Повышение шансов на ловлю особых объектов во время<br>приготовления Roasted Seafood.<c>"""
Explain_F0038#0,"""<yellow>森林で10回、釣りをしよう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：すべて"""
Explain_F0039#0,"""<yellow>森林で20回、釣りをしよう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：すべて"""
Explain_F0040#0,"""<yellow>森林で30回、釣りをしよう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：すべて"""
Explain_F0041#0,"""<yellow>「森林アユ」を3回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0042#0,"""<yellow>「森林アユ」を10回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0043#0,"""<yellow>「森林マグロ」を3回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0044#0,"""<yellow>「森林マグロ」を15回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0045#0,"""<yellow>Поймать 3 Naber Turtle!<c><br>\u3000※Область: Лес<br>\u3000※Категория: особое<br><c 73d882>\u3000※Повышение шансов на ловлю особых объектов во время<br>приготовления Roasted Seafood.<c>"""
Explain_F0046#0,"""<yellow>中型「森林ブリ」を3回、釣ろう！<c><br>\u3000※エリア：森林<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0047#0,"""<yellow>遺跡で10回、釣りをしよう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0048#0,"""<yellow>遺跡で20回、釣りをしよう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0049#0,"""<yellow>遺跡で30回、釣りをしよう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0050#0,"""<yellow>「遺跡エビ」を3回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0051#0,"""<yellow>「遺跡エビ」を15回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0052#0,"""<yellow>「遺跡キンメダイ」を3回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0053#0,"""<yellow>「遺跡キンメダイ」を15回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0054#0,"""<yellow>Поймать 3 Naber Turtle!<c><br>\u3000※Область: Руины<br>\u3000※Категория: особое<br><c 73d882>\u3000※Повышение шансов на ловлю особых объектов во время<br>приготовления Roasted Seafood.<c>"""
Explain_F0055#0,"""<yellow>大型「遺跡サケ」を3回、釣ろう！<c><br>\u3000※エリア：遺跡<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0056#0,"""<yellow>海岸で10回、釣りをしよう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：すべて"""
Explain_F0057#0,"""<yellow>海岸で20回、釣りをしよう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：すべて"""
Explain_F0058#0,"""<yellow>海岸で30回、釣りをしよう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：すべて"""
Explain_F0059#0,"""<yellow>Поймать 3 Coast Clam!<c><br>\u3000※Область: Побережье<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюска во время<br>приготовления Desert Flounder Pasta.<c>"""
Explain_F0060#0,"""<yellow>Поймать 15 Coast Clam!<c><br>\u3000※Область: Побережье<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюска во время<br>приготовления Desert Flounder Pasta.<c>"""
Explain_F0061#0,"""<yellow>Поймать 3 Coast Mussel!<c><br>\u3000※Область: Побережье<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюска во время<br>приготовления Desert Flounder Pasta.<c>"""
Explain_F0062#0,"""<yellow>Поймать 15 Coast Mussel!<c><br>\u3000※Область: Побережье<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюска во время<br>приготовления Desert Flounder Pasta.<c>"""
Explain_F0063#0,"""<yellow>Поймать 3 Vopar Shark!<c><br>\u3000※Область: Побережье<br>\u3000※Категория: большая рыба<br><c 73d882>\u3000※Повышение шансов на ловлю большой рыбы во время<br>приготовления Facility Turnip Ravioli.<c>"""
Explain_F0064#0,"""<yellow>大型「海岸ハギ」を3回、釣ろう！<c><br>\u3000※エリア：海岸<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0065#0,"""<yellow>東京で10回、釣りをしよう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：すべて"""
Explain_F0066#0,"""<yellow>東京で20回、釣りをしよう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：すべて"""
Explain_F0067#0,"""<yellow>東京で30回、釣りをしよう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：すべて"""
Explain_F0068#0,"""<yellow>「東京マグロ」を3回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0069#0,"""<yellow>「東京マグロ」を15回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「焼き魚」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0070#0,"""<yellow>「東京エビ」を3回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0071#0,"""<yellow>「東京エビ」を15回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0072#0,"""<yellow>Поймать 3 Earth Shell!<c><br>\u3000※Область: Токио<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюска во время<br>приготовления Desert Flounder Pasta.<c>"""
Explain_F0073#0,"""<yellow>中型「東京マダイ」を3回、釣ろう！<c><br>\u3000※エリア：東京<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0074#0,"""<yellow>砂漠で10回、釣りをしよう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：すべて"""
Explain_F0075#0,"""<yellow>砂漠で20回、釣りをしよう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：すべて"""
Explain_F0076#0,"""<yellow>砂漠で30回、釣りをしよう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：すべて"""
Explain_F0077#0,"""<yellow>「砂漠ヒラメ」を3回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0078#0,"""<yellow>「砂漠ヒラメ」を15回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0079#0,"""<yellow>「砂漠カニ」を3回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0080#0,"""<yellow>「砂漠カニ」を15回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0081#0,"""<yellow>「リリーパシェル」を3回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0082#0,"""<yellow>中型「砂漠トビウオ」を3回、釣ろう！<c><br>\u3000※エリア：砂漠<br>\u3000※対象カテゴリ：中型釣り<br><c 73d882>\u3000※中型釣りは「遺跡エビのかき揚げ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0083#0,"""<yellow>採掘場跡で10回、釣りをしよう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0084#0,"""<yellow>採掘場跡で20回、釣りをしよう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0085#0,"""<yellow>採掘場跡で30回、釣りをしよう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：すべて"""
Explain_F0086#0,"""<yellow>「採掘場跡タチウオ」を3回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0087#0,"""<yellow>「採掘場跡タチウオ」を15回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0088#0,"""<yellow>「採掘場跡ウナギ」を3回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0089#0,"""<yellow>「採掘場跡ウナギ」を15回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0090#0,"""<yellow>「リリーパシェル」を3回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0091#0,"""<yellow>大型「採掘場跡サメ」を3回、釣ろう！<c><br>\u3000※エリア：採掘場跡<br>\u3000※対象カテゴリ：大型釣り<br><c 73d882>\u3000※大型釣りは「森林アユのトマト煮」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0092#0,"""<yellow>浮上施設で10回、釣りをしよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：すべて"""
Explain_F0093#0,"""<yellow>浮上施設で20回、釣りをしよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：すべて"""
Explain_F0094#0,"""<yellow>浮上施設で30回、釣りをしよう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：すべて"""
Explain_F0095#0,"""<yellow>Поймать 3 Facility Squid!<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюсков во время<br>приготовления Seafood Pumpkin Pie.<c>"""
Explain_F0096#0,"""<yellow>Поймать 15 Facility Squid!<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: моллюски<br><c 73d882>\u3000※Повышение шансов на ловлю моллюсков во время<br>приготовления Seafood Pumpkin Pie.<c>"""
Explain_F0097#0,"""<yellow>「浮上施設イワシ」を3回、釣ろう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0098#0,"""<yellow>「浮上施設イワシ」を15回、釣ろう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0099#0,"""<yellow>「ウォパルシャーク」を3回、釣ろう！<c><br>\u3000※エリア：浮上施設<br>\u3000※対象カテゴリ：巨大釣り<br><c 73d882>\u3000※巨大釣りは「浮上施設カブのラビオリ」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0100#0,"""<yellow>小型「浮上施設ニジエビ」を3回、釣ろう！<c><br>\u3000※Область: Сооружение<br>\u3000※Категория: Small Fish<br><c 73d882>\u3000※Повышение шансов на ловлю маленькой рыбы во время<br>приготовления Oil-Preserved Coast Mussles.<c>"""
Explain_F0101#0,"""<yellow>ラスベガスで10回、釣りをしよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：すべて"""
Explain_F0102#0,"""<yellow>ラスベガスで20回、釣りをしよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：すべて"""
Explain_F0103#0,"""<yellow>ラスベガスで30回、釣りをしよう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：すべて"""
Explain_F0104#0,"""<yellow>「ラスベガスオマールエビ」を3回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0105#0,"""<yellow>「ラスベガスオマールエビ」を15回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：甲殻類<br><c 73d882>\u3000※甲殻類は「東京マグロのお刺身」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0106#0,"""<yellow>「ラスベガスシマスズキ」を3回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0107#0,"""<yellow>「ラスベガスシマスズキ」を15回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：魚類<br><c 73d882>\u3000※魚類は「採掘場跡タチウオのソテー」で<br>\u3000\u3000取得率上昇<c>"""
Explain_F0108#0,"""<yellow>「アースシェル」を3回、釣ろう！<c><br>\u3000※エリア：ラスベガス<br>\u3000※対象カテゴリ：貝類<br><c 73d882>\u3000※貝類は「砂漠ヒラメのパスタ」で<br>\u3000\u3000取得率上昇<c>"""
