TEST#0,"""Isso é um teste."""
LobbyAction_kouhoutai1#0,"""Fazer Pose de Gravura"""
LobbyAction_kouhoutai4#0,"""Ueba!"""
LobbyAction_bigpresent#0,"""Caixa de Presente"""
LobbyAction_blanko#0,"""Agitar"""
LobbyAction_tobu#0,"""Voar"""
LobbyAction_simpledance#0,"""Passo Unico"""
LobbyAction_dislike#0,"""Desgostar"""
LobbyAction_catapult#0,"""A Postos"""
LobbyAction_turn#0,"""Olhar ao Redor"""
LobbyAction_boxing2#0,"""Boxeando 2"""
LobbyAction_Hyurandance#0,"""Dança Hyur"""
LobbyAction_Miqo'tedance#0,"""Dança Miqo'te"""
LobbyAction_sitdown#0,"""Sentar-se"""
LobbyAction_firedans#0,"""Dança do Fogo"""
LobbyAction_lean3#0,"""Sonolento"""
LobbyAction_airboard#0,"""Prancha Aerea"""
LobbyAction_rappymimicry#0,"""RAPPIES"""
LobbyAction_liveperformance#0,"""Performance VO"""
LobbyAction_shake#0,"""Balancar"""
LobbyAction_cam2#0,"""Ação de Camera 2"""
LobbyAction_yokoso1#0,"""Encorajar 1"""
LobbyAction_yokoso2#0,"""Encorajar 2"""
LobbyAction_motherc#0,"""Saudacao Refinada"""
LobbyAction_hozue#0,"""Descansar a cabeca nas maos"""
LobbyAction_dance38#0,"""Dança 38"""
LobbyAction_Gformation#0,"""Formacao de Ginastica"""
LobbyAction_drift#0,"""A Deriva"""
LobbyAction_signboard#0,"""Segurar Placa"""
LobbyAction_vivian#0,"""Arrancada Vivienne"""
LobbyAction_cooking#0,"""Cozinhando"""
LobbyAction_flightform#0,"""Forma de Voo"""
LobbyAction_teatime#0,"""Festa do Cha"""
LobbyAction_famitu#0,"""Ler Famitsu"""
LobbyAction_console2#0,"""TERMINAL 2"""
LobbyAction_snowplay#0,"""Brincar na Neve"""
LobbyAction_dance39#0,"""Dança 39"""
LobbyAction_shimamura#0,"""Fazer Pose de PR"""
LobbyAction_liveperformance2#0,"""Performance VO 2"""
LobbyAction_dance40#0,"""Dança 40"""
LobbyAction_dance41#0,"""Dança 42"""
LobbyAction_dance42#0,"""Dança 43"""
LobbyAction_dance43#0,"""Dança 41"""
LobbyAction_dance44#0,"""Dança 44"""
LobbyAction_gunaction#0,"""Ação de Arma"""
LobbyAction_hagito#0,"""Hagith PhemuT"""
LobbyAction_stscoter#0,"""Segway"""
LobbyAction_ippuku#0,"""Ochaya em todos os lugares"""
LobbyAction_waiting2#0,"""Esperando 2"""
LobbyAction_kumite#0,"""Duelo Freestyle"""
LobbyAction_refuse#0,"""Movimento de Deslizar"""
LobbyAction_winnerdance#0,"""Dança do Vencedor"""
LobbyAction_watering#0,"""Regando"""
LobbyAction_waitpose1#0,"""Esperando 3"""
LobbyAction_beastdush#0,"""Engatinhar"""
LobbyAction_dance45#0,"""Dança 45"""
LobbyAction_playcat#0,"""Brincar com Gato"""
LobbyAction_liveperformance3#0,"""Performance VO 3"""
LobbyAction_loserpose#0,"""Fazer Pose de Perdedor"""
LobbyAction_ski#0,"""Esquiar"""
LobbyAction_syachihoko#0,"""SHACHIOKI"""
LobbyAction_flyingbase#0,"""Base Voadora"""
LobbyAction_lookup#0,"""Olhar Para Cima"""
LobbyAction_repair#0,"""Consertar"""
LobbyAction_dance46#0,"""Dança ARKS 2"""
LobbyAction_swimming#0,"""Nadar"""
LobbyAction_surfing#0,"""Surfar"""
LobbyAction_konamon#0,"""Cozinhar Farinha"""
LobbyAction_heropose#0,"""Fazer Pose de Heroi"""
LobbyAction_dontaku#0,"""DONTAKU"""
LobbyAction_rappyballoon#0,"""Balão Rappy"""
LobbyAction_icecream#0,"""Tomar Sorvete"""
LobbyAction_qunapose#0,"""Fazer Pose da Quna"""
LobbyAction_liveperformance4#0,"""Performance VO 4"""
LobbyAction_polldance#0,"""POLE DANCE"""
LobbyAction_cameraappeal#0,"""Apelar pra Camera"""
LobbyAction_pizza#0,"""Pizza-La"""
LobbyAction_swimming2#0,"""Brincando na Piscina"""
LobbyAction_dance46_2#0,"""Dança 46"""
LobbyAction_kasakasa#0,"""Passo do Caranguejo"""
LobbyAction_reachingout#0,"""Dar as Mãos"""
LobbyAction_hangedman#0,"""Suspenso"""
LobbyAction_wiping#0,"""Limpar Poeira"""
LobbyAction_pumpkin#0,"""Abobora"""
LobbyAction_trafficcontrol#0,"""Controle de Trafego"""
LobbyAction_warp#0,"""Teleporte"""
LobbyAction_dance47#0,"""Dança 47"""
LobbyAction_waiting4#0,"""Esperando 4"""
LobbyAction_waiting5#0,"""Esperando 5"""
LobbyAction_punk#0,"""Louco"""
LobbyAction_bodybuild#0,"""BodyBuilding"""
LobbyAction_waiting6#0,"""Esperando 6"""
LobbyAction_takoage#0,"""Soltar Pipa"""
LobbyAction_winnerdance2#0,"""Fazer Dança do Vencedor 2"""
LobbyAction_xierapose#0,"""Fazer Pose da Xiera"""
LobbyAction_bbq#0,"""Churrasco"""
LobbyAction_dance48#0,"""Dança 48"""
LobbyAction_shoji#0,"""Porta de Papel"""
LobbyAction_dance49#0,"""Dança 49"""
LobbyAction_norinori#0,"""Alto Astral"""
LobbyAction_dance50#0,"""Dança 50"""
LobbyAction_alisapose#0,"""Fazer Pose da Alisa"""
LobbyAction_headwash#0,"""Lavar a Cabeca"""
LobbyAction_waiting7#0,"""Esperando 7"""
LobbyAction_rhythm#0,"""Ritmo"""
LobbyAction_psnovapose1#0,"""Fazer Pose da Nova 1"""
LobbyAction_psnovapose2#0,"""Fazer Pose da Nova 2"""
LobbyAction_dance51#0,"""Dança 51"""
LobbyAction_rapper#0,"""RAP"""
LobbyAction_pose26#0,"""Fazer Pose de PR 2"""
LobbyAction_voperformance5#0,"""Performance VO 5"""
LobbyAction_tcg#0,"""Jogo de Carta em VR"""
LobbyAction_maromero#0,"""MARON & MELON"""
LobbyAction_hopscotch#0,"""Amarelinha"""
LobbyAction_zenmeditation#0,"""Meditacao Zen"""
LobbyAction_halo#0,"""Luz de Fundo"""
LobbyAction_soullost#0,"""Morrer"""
LobbyAction_dance53#0,"""Dança 52"""
LobbyAction_henchiranchi#0,"""HENCHI/RANCHI"""
LobbyAction_umbrelladance#0,"""Dança do Guarda-Chuva"""
LobbyAction_cowboy#0,"""Tiroteio de Cauboi"""
LobbyAction_yuishaku#0,"""YUI & SHAKU"""
LobbyAction_p3dance1#0,"""Persona3D Dance 1"""
LobbyAction_p3dance2#0,"""Persona3D Dance 2"""
LobbyAction_p3dance3#0,"""Persona3D Dance 3"""
LobbyAction_p5dance1#0,"""Persona5D Dance 1"""
LobbyAction_p5dance2#0,"""Persona5D Dance 2"""
LobbyAction_p5dance3#0,"""Persona5D Dance 3"""
LobbyAction_swimming2tr#0,"""Nadar 2"""
LobbyAction_yuishaku2#0,"""YUI & SHAKU 2"""
LobbyAction_yuishaku3#0,"""YUI & SHAKU 3"""
LobbyAction_beatless#0,"""B E A T L E S S """
LobbyAction_weddingpose#0,"""Fazer Pose de Casamento"""
LobbyAction_virginroad#0,"""Corredor do Casamento"""
LobbyAction_sit5#0,"""Sentar 5"""
LobbyAction_dance54#0,"""Dança 53"""
LobbyAction_henchiranchi2#0,"""HENCHI/RANCHI 2"""
LobbyAction_drunkenfist#0,"""Mestre Bebado"""
LobbyAction_espose#0,"""Pose de Marine"""
LobbyAction_voperformance7#0,"""Performance VO 6"""
LobbyAction_ermirpose#0,"""Pose do Elmir"""
LobbyAction_margaretapose#0,"""Pose da Margareta"""
LobbyAction_flyingbase2#0,"""Base Voadora 2"""
LobbyAction_weaponoidpose1#0,"""Pose de Weaponoid 1"""
LobbyAction_weaponoidpose2#0,"""Pose de Weaponoid 2"""
LobbyAction_jyudenkun#0,"""Carregador-kun"""
LobbyAction_flowpose#0,"""Pose do Flo & Frau"""
LobbyAction_bukikamae#0,"""Fazer Pose com Arma"""
LobbyAction_weaponoidpose3#0,"""Pose de Weaponoid 3"""
LobbyAction_weaponoidpose4#0,"""Pose de Weaponoid 4"""
LobbyAction_burasagaru#0,"""Suspenso no Ar"""
LobbyAction_butakimu#0,"""Comer Butakim"""
LobbyAction_suwadance#0,"""Dança Suwa"""
LobbyAction_chairdance#0,"""Dança da Cadeira"""
LobbyAction_siriusu#0,"""ULY/STELLA"""
LobbyAction_maruipose#0,"""Pose da Marui"""
LobbyAction_volcano#0,"""Monster Hunter Frontier 1"""
LobbyAction_638dance#0,"""Dança 54"""
LobbyAction_simpledanse#0,"""Dança 55"""
LobbyAction_candle#0,"""Luz"""
LobbyAction_tabledance#0,"""Dança da Mesa"""
LobbyAction_voperformance6#0,"""Performance Vo 7"""
LobbyAction_636voperformance#0,"""Performance Vo 8"""
LobbyAction_637voperformance#0,"""Performance Vo 9"""
LobbyAction_sealandfree#0,"""Selar e Liberar"""
LobbyAction_kkpose#0,"""Primeira Greração CC Pose 1"""
LobbyAction_kkpose2#0,"""Primeira Geração CC Pose 2"""
LobbyAction_wolfatossapose#0,"""WOLF & ATOSSA"""
LobbyAction_wasabeaf#0,"""Comer Wasabeef"""
LobbyAction_648prpose#0,"""Pose Paraiso dos Doces"""
LobbyAction_almapose#0,"""Pose da Alma"""
LobbyAction_almaball#0,"""Bola da Alma"""
LobbyAction_ashikumi#0,"""Cruzar Pernas"""
LobbyAction_0514dance4#0,"""Chamar Atencao"""
LobbyAction_nijidoro#0,"""Conseguir Drop Rainbow"""
LobbyAction_rounddance#0,"""Dança 56"""
LobbyAction_danboul#0,"""Caixa de Papelao"""
LobbyAction_danmachi#0,"""Dungeon Ni 1"""
LobbyAction_birthday#0,"""Aniversario"""
LobbyAction_valentine#0,"""Dia dos Namorados"""
LobbyAction_taruasobi#0,"""Jogar Barrel"""
LobbyAction_ksng#0,"""King Of Fighters 1"""
LobbyAction_prpose2#0,"""Colchão VV"""
LobbyAction_sakura#0,"""Observar Flores de Cerejeira"""
LobbyAction_yumomi#0,"""YUNOMI"""
LobbyAction_477sit#0,"""Sentar 6"""
LobbyAction_0725dance#0,"""Dança 57"""
LobbyAction_rrnn1#0,"""Pose de Nanoha"""
LobbyAction_rrnn2#0,"""Pose de Fate"""
LobbyAction_rrnn3#0,"""Pose do Hayate"""
LobbyAction_kantopose#0,"""Especialidade de Kanto"""
LobbyAction_psnikomi#0,"""Pose de Personagem Puso Ni """
LobbyAction_psnikomi2#0,"""Pose do Ichika & Tetra"""
LobbyAction_nagoyapose#0,"""Especialidade Nagoya"""
LobbyAction_sapporopose#0,"""Especialidade Sapporo"""
LobbyAction_phantom#0,"""Pose do Phantom"""
LobbyAction_656pose#0,"""Pose Lean"""
LobbyAction_dadakone#0,"""Birra"""
LobbyAction_katanapose#0,"""Pose de Katana"""
LobbyAction_kono1#0,"""KONOSUBA 1"""
LobbyAction_fukuokapose#0,"""Especialidade Fukuoka"""
LobbyAction_xiaopose#0,"""Pose do Xiao"""
LobbyAction_jumppose#0,"""Pose voadora"""
LobbyAction_falldown#0,"""Caindo"""
LobbyAction_regiuspose#0,"""Pose do Regius"""
LobbyAction_mariapose#0,"""Pose da Maria"""
LobbyAction_harrietpose#0,"""Pose da Harriet"""
LobbyAction_rain#0,"""Chuva"""
LobbyAction_gunpose#0,"""Pose Rifle de Assalto"""
LobbyAction_kansaipose#0,"""Especialidade Kobe"""
LobbyAction_ep4dance7#0,"""Dança 58"""
LobbyAction_mgr#0,"""Carrossel"""
LobbyAction_tmachinegun#0,"""Pose Metralhadoras"""
LobbyAction_bananaboat#0,"""Barco de Banana"""
LobbyAction_stratospose#0,"""Pose da Stratos"""
LobbyAction_lawson#0,"""Sinal Lawson"""
LobbyAction_696bed#0,"""Cama 3"""
LobbyAction_698hiza#0,"""Ajoelhando"""
LobbyAction_756weaponoidpose#0,"""Pose Weaponoid 7"""
LobbyAction_photoncircle#0,"""Circulo de Photons"""
LobbyAction_752psnikomi#0,"""Cartão Final do Puso ni"""
LobbyAction_755weaponoidpose#0,"""Pose Weaponoid 6"""
LobbyAction_754weaponoidpose#0,"""Pose Weaponoid 5"""
LobbyAction_rodpose#0,"""Pose Cajado"""
LobbyAction_699qunapose#0,"""Pose da Quna 2"""
LobbyAction_risapose#0,"""Pose da Lisa"""
LobbyAction_dice#0,"""Jogar Dados"""
LobbyAction_730sitdown#0,"""Sentar-se 2"""
LobbyAction_allfire#0,"""Descarregar Pente"""
LobbyAction_matoipose#0,"""Pose da Matoi 1"""
LobbyAction_771matoivielpose#0,"""Pose da Matoi 2"""
LobbyAction_772matoivielpose#0,"""Pose da Matoi 3"""
LobbyAction_twindaggerpose#0,"""Pose Adagas"""
LobbyAction_766sit#0,"""Sentar 7"""
LobbyAction_perrier#0,"""Beber Perrier"""
LobbyAction_talispose#0,"""Pose Talismã"""
LobbyAction_775idolapose#0,"""Pose Pers Idola 1"""
LobbyAction_776idolapose#0,"""Pose Pers Idola 2"""
LobbyAction_idolachannel#0,"""Canal Idola"""
LobbyAction_jasperrosa#0,"""JASPER/ROSA"""
LobbyAction_774swordpose#0,"""Pose Espada"""
LobbyAction_tsuntsun#0,"""Cutucar"""
LobbyAction_812sukunahime#0,"""Pose da Sukuna-hime 1"""
LobbyAction_813sukunahime#0,"""Pose da Sukuna-hime 2"""
LobbyAction_828sukunahime#0,"""Pose da Sukuna-hime 3"""
LobbyAction_timecheck#0,"""Olhar as Horas"""
LobbyAction_komamawashi#0,"""Jogar Peão"""
LobbyAction_labomikuji#0,"""Fortuna"""
LobbyAction_doublesaberpose#0,"""Pose Sabre Duplo"""
LobbyAction_genocide#0,"""Zonde/Cela"""
LobbyAction_765genocide#0,"""Barta/Estatua"""
LobbyAction_wandpose#0,"""Pose Varinha"""
LobbyAction_seesnow#0,"""Olhar pra Neve"""
LobbyAction_yukiasobi#0,"""Brincar na Neve 2"""
LobbyAction_795na#0,"""FESTIVAL"""
LobbyAction_814na#0,"""X/B"""
LobbyAction_815na#0,"""O/X"""
LobbyAction_816na#0,"""SONIC/TAILS"""
LobbyAction_fanservice#0,"""Fanservice!"""
LobbyAction_dualbladepose#0,"""Pose Laminas Duplas"""
LobbyAction_launcherpose#0,"""Pose Bazuca"""
LobbyAction_rideon#0,"""Montar"""
LobbyAction_wiredlancepose#0,"""Pose Lamina Cabeada"""
LobbyAction_officechair#0,"""Cadeira de Escritorio"""
LobbyAction_etoilepose#0,"""Pose do Etoile"""
LobbyAction_787secondkkpose#0,"""Segunda Ger. CC Pose"""
LobbyAction_zenopose#0,"""Pose do Zeno"""
LobbyAction_788thirdkkpose#0,"""Terceira Ger. CC Pose"""
LobbyAction_811animepose#0,"""EP ORACLE 1"""
LobbyAction_830animepose#0,"""EP ORACLE 2"""
LobbyAction_pillowpose#0,"""Daikimakura"""
LobbyAction_taktpose#0,"""Pose Batuta"""
LobbyAction_eggrace#0,"""Corrida com Ovos"""
LobbyAction_partizanpose#0,"""Pose Partizan"""
LobbyAction_762picnic#0,"""Picnic improvisado 1"""
LobbyAction_831animepose#0,"""EP ORACLE 3"""
LobbyAction_holaf#0,"""Khorshid e Akhtar"""
LobbyAction_jene#0,"""Pose da Gene"""
LobbyAction_836clockpose#0,"""Pose de Relogio"""
LobbyAction_knuckle#0,"""Pose Punhos"""
LobbyAction_825console#0,"""TERMINAL 3"""
LobbyAction_819dance#0,"""Dança 59"""
LobbyAction_gunslashpose#0,"""Pose GunBlade"""
LobbyAction_teacup#0,"""Xicara de Cha"""
LobbyAction_tarzan#0,"""Atletico"""
LobbyAction_760psnikomi#0,"""Zect e Mitarashi"""
LobbyAction_832animepose#0,"""EP ORACLE 4"""
LobbyAction_849animepose#0,"""EP ORACLE 5"""
LobbyAction_donpose#0,"""PW vs PSO2"""
LobbyAction_851donpose#0,"""Pose PR 3"""
LobbyAction_848voperformance#0,"""Performance VO 10"""
LobbyAction_ashpose#0,"""Comunicado EP ORACLE"""
LobbyAction_etph#0,"""ET & PH"""
LobbyAction_bbowpose#0,"""Pose Arco"""
LobbyAction_sliding#0,"""Deslizando"""
LobbyAction_jbootspose#0,"""Pose Bota Jato"""
LobbyAction_wpswd01#0,"""Espada/Partizan"""
LobbyAction_arukas#0,"""Novo Sakura Wars A"""
LobbyAction_868arukas#0,"""Novo Sakura Wars B"""
LobbyAction_sparkler#0,"""Brilhos"""
LobbyAction_dance52#0,"""Dança 60"""
LobbyAction_syagami#0,"""Agachar 2"""
LobbyAction_hizadati2#0,"""Ajoelhando 2"""
LobbyAction_876picnic#0,"""Picnic improvisado 2"""
LobbyAction_rfllncaction#0,"""Rifle/Bazuca"""
LobbyAction_874weaponoid#0,"""Pose Weaponoid 8"""
LobbyAction_875weaponoid#0,"""Pose Weaponoid 9"""
LobbyAction_879xibapose#0,"""Pose da Shiva 1"""
LobbyAction_varuna#0,"""Pose do Varuna """
LobbyAction_880xibapose#0,"""Pose da Shiva 2"""
LobbyAction_grd#0,"""GRIDMAN"""
LobbyAction_campmk#0,"""Acampamento"""
LobbyAction_sortie5#0,"""Chegada 2"""
LobbyAction_katoripose#0,"""Pose da Katori"""
LobbyAction_euclitapose#0,"""Pose da Yucreta"""
LobbyAction_898effpose#0,"""Posa Magica 1"""
LobbyAction_899effpose#0,"""Pose Magica 2"""
LobbyAction_658effectpose#0,"""Pose Magica 3"""
LobbyAction_aikapose#0,"""Pose da Aika"""
LobbyAction_itsukirina#0,"""Pose do Itsuki/Rina"""
LobbyAction_885hitsugi#0,"""Pose da Hitsugi 2"""
LobbyAction_rodtls#0,"""Cajado/Talis"""
LobbyAction_556poseneta#0,"""Pose PR 4"""
LobbyAction_850clockpose#0,"""Pose de Relogio 2"""
LobbyAction_rodfly#0,"""Voando com Vassoura"""
LobbyAction_udekumi#0,"""Cruzar Braços 2"""
LobbyAction_kgr#0,"""SENRAN KAGURA"""
LobbyAction_dagknu#0,"""Punhos / Adagas"""
LobbyAction_tmggth#0,"""TMG / Gunblade"""
LobbyAction_sitirin#0,"""Grelhador"""
LobbyAction_888stratos#0,"""Pose da Stratos 2"""
LobbyAction_889stratos#0,"""Pose da Stratos 3"""
LobbyAction_890kyokuya#0,"""Pose do Kyokuya 1"""
LobbyAction_891kyokuya#0,"""Pose do Kyokuya 2"""
LobbyAction_863oracle#0,"""EP ORACLE 6"""
LobbyAction_892rukot#0,"""Pose da Lucotte 1"""
LobbyAction_817steam#0,"""HEADCRAB"""
LobbyAction_893rukot#0,"""Pose da Lucotte 2"""
LobbyAction_894rukot#0,"""Pose da Lucotte 3"""
LobbyAction_idoramatoi#0,"""Pose Matoi do Idola"""
LobbyAction_toutobu#0,"""Respeito"""
LobbyAction_thanksgivingday#0,"""Peru"""
LobbyAction_kotatsu#0,""" Relaxando１ """
LobbyAction_464relax#0,""" Relaxando２ """
LobbyAction_dsawlc#0,"""S Duplo / L Cabeada"""
LobbyAction_lusterpose#0,"""Pose do Luster"""
LobbyAction_wndtkt#0,"""Varinha／Batuta"""
LobbyAction_oden#0,"""おでん"""
LobbyAction_dbljbt#0,"""LaminasDuplas／BotaJato"""
LobbyAction_ktnbow#0,"""Katana／Arco"""
LobbyAction_rodeo#0,"""Pose de Rodeo 1"""
LobbyAction_rodeo2#0,"""Pose de Rodeo 2"""
LobbyAction_clawmachine#0,"""Garra pegua UFO"""
LobbyAction_6posefireice#0,"""Elementos: Fogo & Gelo"""
LobbyAction_6posewinthun#0,"""Elements: Relampago & Vento"""
LobbyAction_6poselightdark#0,"""Elements: Trevas & Luz"""
LobbyAction_thief#0,"""Ladrão"""
LobbyAction_setsumei#0,"""Explicar"""
LobbyAction_spider#0,"""Aranha"""
LobbyAction_awadate#0,"""Bate"""
LobbyAction_kobushipose#0,"""Pose mão fechada"""
LobbyAction_ushipose#0,"""Pose Momo"""
LobbyAction_goodpose#0,"""Pose Momo"""
LobbyAction_nakayoshi#0,"""Pose da Amizade"""
LobbyAction_1yubipose#0,"""「１」Pausa"""
LobbyAction_koyubipose#0,"""Pose do Dedinho"""
LobbyAction_heartpose#0,"""Coração"""
LobbyAction_bakyunpose#0,"""Pose Bakyum"""
LobbyAction_909vocaldance#0,"""Dança Diva 1"""
LobbyAction_910vocaldance#0,"""Dança Diva 2"""
LobbyAction_911vocaldance#0,"""Dança Diva 3"""
LobbyAction_932vocaldance#0,"""Dança Diva 4"""
LobbyAction_2yubipose#0,"""「２」Pausa"""
LobbyAction_0309jumppose#0,"""Pose Pulando"""
LobbyAction_hitonakapose#0,"""pose V"""
LobbyAction_airquotes#0,"""Entre Aspas"""
LobbyAction_maloiksign#0,"""Sinal de Rock"""
LobbyAction_kamenpose#0,"""[PERSONA] Pose"""
LobbyAction_935prpose#0,"""Pose PR 5"""
LobbyAction_933sonictails#0,"""Sonic e Tails 2"""
LobbyAction_sitpiece#0,"""Paz agachada"""
LobbyAction_threepose#0,"""「３」Pausa"""
LobbyAction_heropose2#0,"""Pose do Hero +"""
LobbyAction_phantom2#0,"""Pose do Phantom +"""
LobbyAction_966dance#0,"""Performance VO 11"""
LobbyAction_972performance#0,"""Ｖｏパフォーマンス１２"""
LobbyAction_hinadan#0,"""観覧席"""
LobbyAction_fourpose#0,"""「４」ポーズ"""
LobbyAction_943cheerup#0,"""励ます"""
LobbyAction_950aisatsu#0,"""おじぎ"""
LobbyAction_hello2re#0,"""挨拶２+"""
LobbyAction_944look#0,"""手のひらを見る"""
LobbyAction_fivepose#0,"""「５」ポーズ"""
LobbyAction_graffiti#0,"""らくがき"""
LobbyAction_953sonkei#0,"""礼４"""
LobbyAction_947sit#0,"""座る８"""
LobbyAction_954hurue#0,"""迫りくる恐怖"""
LobbyAction_pccollabo#0,"""Intel"""
LobbyAction_Pchair_viri#0,"""Cadeira de Photons (Viridiano)"""
LobbyAction_Pchair_green#0,"""Cadeira de Photons (Verde)"""
LobbyAction_Pchair_sky#0,"""Cadeira de Photons (Ceu)"""
LobbyAction_Pchair_blue#0,"""Cadeira de Photons (Azul)"""
LobbyAction_Pchair_purple#0,"""Cadeira de Photons (Roxo)"""
LobbyAction_Pchair_pink#0,"""Cadeira de Photons (Rosa)"""
LobbyAction_Pchair_red#0,"""Cadeira de Photons (Vermelho)"""
LobbyAction_Pchair_oran#0,"""Cadeira de Photons (Laranja)"""
LobbyAction_Pchair_yellow#0,"""Cadeira de Photons (Amarelo)"""
LobbyAction_Pchair_whiti#0,"""Cadeira de Photons (Branco)"""
LobbyAction_Pchair_gold#0,"""Cadeira de Photons (Dourado)"""
LobbyAction_Pchair_black#0,"""Cadeira de Photons (Preto)"""
LobbyAction_Pchair_rappy#0,"""Cadeira de Photons (Rappy)"""
LobbyActionCategory_99#0,"""Lobby Actions: Favoritos"""
LobbyActionCategory_1#0,"""Lobby Actions: Basicos"""
LobbyActionCategory_4#0,"""ロビアク：追加1"""
LobbyActionCategory_5#0,"""ロビアク：追加2"""
LobbyActionCategory_6#0,"""ロビアク：追加3"""
LobbyActionCategory_7#0,"""ロビアク：追加4"""
LobbyActionCategory_8#0,"""ロビアク：追加5"""
LobbyActionCategory_9#0,"""ロビアク：追加6"""
LobbyActionCategory_10#0,"""ロビアク：追加7"""
LobbyActionCategory_11#0,"""ロビアク：追加8"""
LobbyActionCategory_12#0,"""ロビアク：追加9"""
LobbyActionCategory_13#0,"""ロビアク：追加10"""
LobbyActionCategory_14#0,"""ロビアク：追加11"""
LobbyActionCategory_15#0,"""ロビアク：追加12"""
LobbyActionCategory_16#0,"""ロビアク：追加13"""
LobbyActionCategory_17#0,"""ロビアク：追加14"""
LobbyActionCategory_18#0,"""ロビアク：追加15"""
LobbyActionCategory_19#0,"""ロビアク：ポーズ1"""
LobbyActionCategory_20#0,"""ロビアク：ポーズ2"""
LobbyActionCategory_21#0,"""ロビアク：ポーズ3"""
LobbyActionCategory_22#0,"""ロビアク：ポーズ4"""
LobbyActionCategory_23#0,"""ロビアク：NPCポーズ1"""
LobbyActionCategory_24#0,"""ロビアク：NPCポーズ2"""
LobbyActionCategory_25#0,"""ロビアク：NPCポーズ3"""
LobbyActionCategory_26#0,"""ロビアク：NPCポーズ4"""
LobbyActionCategory_27#0,"""ロビアク：パフォーマンス1"""
LobbyActionCategory_28#0,"""ロビアク：パフォーマンス2"""
LobbyActionCategory_29#0,"""ロビアク：パフォーマンス3"""
LobbyActionCategory_30#0,"""ロビアク：パフォーマンス4"""
LobbyActionCategory_31#0,"""ロビアク：コラボ1"""
LobbyActionCategory_32#0,"""ロビアク：コラボ2"""
LobbyActionCategory_33#0,"""ロビアク：コラボ3"""
LobbyActionCategory_2#0,"""ロビアク：人文字"""
LobbyActionCategory_3#0,"""フォトンチェア"""
LobbyAction_MonomanePayAction#0,"""Para realizar essa acao do lobby, necessita-se do ticket correspondente."""
LobbyActionCategoryTab_99#0,"""0. Favoritos"""
LobbyActionCategoryTab_0#0,"""1. Exibir Todos"""
LobbyActionCategoryTab_1#0,"""$(0). Basicos"""
LobbyActionCategoryTab_4#0,"""$(0).追加1"""
LobbyActionCategoryTab_5#0,"""$(0).追加2"""
LobbyActionCategoryTab_6#0,"""$(0).追加3"""
LobbyActionCategoryTab_7#0,"""$(0).追加4"""
LobbyActionCategoryTab_8#0,"""$(0).追加5"""
LobbyActionCategoryTab_9#0,"""$(0).追加6"""
LobbyActionCategoryTab_10#0,"""$(0).追加7"""
LobbyActionCategoryTab_11#0,"""$(0).追加8"""
LobbyActionCategoryTab_12#0,"""$(0).追加9"""
LobbyActionCategoryTab_13#0,"""$(0).追加10"""
LobbyActionCategoryTab_14#0,"""$(0).追加11"""
LobbyActionCategoryTab_15#0,"""$(0).追加12"""
LobbyActionCategoryTab_16#0,"""$(0).追加13"""
LobbyActionCategoryTab_17#0,"""$(0).追加14"""
LobbyActionCategoryTab_18#0,"""$(0).追加15"""
LobbyActionCategoryTab_19#0,"""$(0).ポーズ1"""
LobbyActionCategoryTab_20#0,"""$(0).ポーズ2"""
LobbyActionCategoryTab_21#0,"""$(0).ポーズ3"""
LobbyActionCategoryTab_22#0,"""$(0).ポーズ4"""
LobbyActionCategoryTab_23#0,"""$(0).NPCポーズ1"""
LobbyActionCategoryTab_24#0,"""$(0).NPCポーズ2"""
LobbyActionCategoryTab_25#0,"""$(0).NPCポーズ3"""
LobbyActionCategoryTab_26#0,"""$(0).NPCポーズ4"""
LobbyActionCategoryTab_27#0,"""$(0).パフォーマンス1"""
LobbyActionCategoryTab_28#0,"""$(0).パフォーマンス2"""
LobbyActionCategoryTab_29#0,"""$(0).パフォーマンス3"""
LobbyActionCategoryTab_30#0,"""$(0).パフォーマンス4"""
LobbyActionCategoryTab_31#0,"""$(0).コラボ1"""
LobbyActionCategoryTab_32#0,"""$(0).コラボ2"""
LobbyActionCategoryTab_33#0,"""$(0).コラボ3"""
LobbyActionCategoryTab_2#0,"""$(0).人文字"""
LobbyActionCategoryTab_3#0,"""$(0).フォトンチェア"""
LobbyActionCategoryTab_Used#0,"""Recentemente Usados"""
LobbyActionSex_0#0,"""Pose Masculina"""
LobbyActionSex_1#0,"""Pose Feminina"""
LobbyAction_Random#0,"""Aleatorio"""
LobbyAction_None#0,"""Nenhum"""
LobbyAction_cancel#0,"""Padrao"""
LobbyAction_Favorite_Add#0,"""Adicionar aos favoritos"""
LobbyAction_Favorite_Delete#0,"""Remover dos favoritos"""
LobbyAction_Favorite_Up#0,"""Mover para Cima 1"""
LobbyAction_Favorite_Down#0,"""Mover para Baixo 1"""
LobbyAction_Favorite_Top#0,"""Mover para o Topo"""
LobbyAction_Favorite_Bottom#0,"""Mover para a Base"""
LobbyAction_Favorite_Add_Msg#0,"""A acao do lobby \""$(0)\"" foi adicionada aos favoritos. （$(1)/$(2)）"""
LobbyAction_Favorite_Add_ErrorMsg#0,"""O registro falhou pois voce atingiu o limite de favoritos. （$(0)/$(1)）"""
LobbyAction_Favorite_Delete_Msg#0,"""A acao do lobby 「$(0)」 foi removida dos favoritos.（$(1)/$(2)）"""
