YesText#0,"""Да"""
SlayerBlink#1,"""Ганслеш: Используйте обычную атаку в соответствующий момент времени, чтобы приблизиться к цели на высокой скорости.<br><yellow>Только для основного класса.<c>"""
SummonerPetGearExtra#1,"""“フレドラン”と“ヴォルファー”の<br>タクトギアのストック数が<br>３に増加する。<br><yellow>※タクト専用<c>"""
SummonerWeaponActionChargeGuard#1,"""武器アクションボタンを長押ししている間、<br>受けるダメージを軽減し、<br>打ち上げや吹き飛ばしを防ぐ。<br>また、攻撃を受けた時に、<br>“マルメロ”のゲージが<br>蓄積するようになる。<br><yellow>※メインクラス／タクト専用<c>"""
Duration#0,"""Прод-сть эффекта"""
Recast#0,"""Перезарядка"""
AtpRate#0,"""Сила"""
AutoMateRate#0,"""Шанс сраб-я"""
Critical#0,"""Шанс сраб-я"""
CriticalInstant#0,"""Шанс сраб-я"""
ConditionRate#0,"""Шанс сраб-я"""
DamageReductionRate#0,"""Уменьшение"""
HpMax#0,"""Макс. HP"""
HpMaxRate#0,"""Макс. HP"""
BaseHpRate#0,"""Макс. HP"""
Num#0,"""Выстрелов"""
PpHeal#0,"""Восстановление PP"""
PpUse#0,"""Необходимо PP"""
HealRateMain#0,"""Скор-ть восст-я (Осн.)"""
HealRateSub#0,"""Скор-ть восст-я (Под.)"""
HpRecoveryRateMain#0,"""Восст-е НР (Осн.)"""
HpRecoveryRateSub#0,"""Восст-е НР (Под.)"""
HpConversionRate#0,"""Восст.НР за удар"""
HpHealLimit#0,"""Макс. восст. НР"""
PpConversionRate#0,"""Восст.РР за удар"""
PpHealLimit#0,"""Макс. восст. РР"""
HomingAngularVelocity#0,"""Преслед."""
HomingEndTime#0,"""Время преслед."""
PhysicRateMain#0,"""Усил.физ.Down(Осн.)"""
PhysicRateSub#0,"""Усил.физ.Down(Под.)"""
ElementRateMain#0,"""Усил.атриб.Down(Осн.)"""
ElementRateSub#0,"""Усил.атриб.Down(Под.)"""
PhysicDownRateLv1#0,"""Усил.физ.Down(1.этап)"""
PhysicDownRateLv2#0,"""Усил.физ.Down(2.этап)"""
PhysicDownRateLv3#0,"""Усил.физ.Down(3.этап)"""
ElementDownRateLv1#0,"""Усил.атриб.Down(1.этап)"""
ElementDownRateLv2#0,"""Усил.атриб.Down(2.этап)"""
ElementDownRateLv3#0,"""Усил.атриб.Down(3.этап)"""
FrailRate#0,"""Сниж.степ.усил."""
AtpRateMain#0,"""Степ.увел.урона"""
AtpRateSub#0,"""Степ.увел.урона(Под.)"""
DmgReductionRateMain#0,"""Степ.сниж.урона"""
DmgReductionRateSub#0,"""Степ.сниж.урона(Под.)"""
RegionNumLimit#0,"""Кол-во.макс.лом-х.част."""
ShotInterval#0,"""Интервал стрельбы"""
PhotonBladeNum#0,"""Кол-во выстрелов"""
PpMax#0,"""Макс. PP"""
Rate#0,"""Восстановление HP"""
Time#0,"""Прод-сть """
EffectRate#0,"""Мод-р ненависти"""
IronWillRate#0,"""Шанс сраб-я"""
OccurRate#0,"""Шанс сраб-я"""
AntiPoison#0,"""Восстан. от яда"""
AntiBurn#0,"""Восстан. от огня"""
BlowJABonusRate#0,"""Сила S-ATK"""
ShootJABonusRate#0,"""Сила R-ATK"""
AddRecoverPP#0,"""Скорость восстан. PP"""
TechJABonusRate#0,"""Сила"""
DamageRate#0,"""Сила"""
BasePoint#0,"""Стандартное значение"""
PlusHealRate#0,"""Доп. объём восстановления"""
SkillPpRate#0,"""Стандарт PP"""
AttackDownRate#0,"""Сила физ. Down"""
ElementDownRate#0,"""Степ.увел.атриб. Down"""
DonwAtpRate#0,"""Сила при Down"""
StatusEffectValue#0,"""Эффект.отриц.сост."""
PPRecoverSpeed#0,"""Скор.естеств.восст.РР"""
MaxDuration#0,"""Макс. продолжительность"""
TakeRate#0,"""Шанс сраб-я"""
ChageTimeRate#0,"""Время зарядки"""
StepTime#0,"""Прод-сть"""
DownRate#0,"""Шанс сниж."""
HateTime#0,"""Время действия"""
HateEffectValue#0,"""Объём эффекта"""
HealRate#0,"""Объём исцеления"""
DownRateAll#0,"""Степень умен-я урона"""
AtpDownRate#0,"""Степень сниж-я урона"""
PpUseUpRate#0,"""Степень расхода РР"""
PpUseDownRate#0,"""Степ. сниж-я расхода РР"""
CriticalRate#0,"""Расстояние накопл. шкалы"""
AtpAndDownRate#0,"""Степ. увел-я силы/Down"""
Range#0,"""Область эффекта"""
AtpRateLow#0,"""Сила при ７５%HP и больше"""
DownRateLow#0,"""Down при ７５%HP и больше"""
AtpRateHigh#0,"""Сила при １００%HP"""
DownRateHigh#0,"""Down при １００%HP"""
AtpRateProper#0,"""Крит урон на ОР"""
AtpRateMiss#0,"""Крит урон на не ОР"""
CriticalInstantProper#0,"""Крит шанс на ОР"""
CriticalInstantMiss#0,"""Крит шанс на не ОР"""
AttackSpeedRateLv1#0,"""Скор. атаки при 50 -"""
AttackSpeedRateLv2#0,"""Скор. атаки при 80 -"""
AttackSpeedRateLv3#0,"""Скор. атаки при 81 +"""
AttackSpeedRateMax#0,"""Скорость атаки при макс"""
AddPpMax#0,"""Дополнительные PP"""
MulMaxHpRate#0,"""Макс. степень сниж. HP"""
PpRate#0,"""Стандарт PP"""
RecoveryEffectRateOther#0,"""Увел-е объёма исцеления"""
RecoveryEffectRateSelf#0,"""Увел-е объёма исцеления"""
AtpRateDown#0,"""Степень сниж-я урона"""
DownRateDown#0,"""Степень снижения Down"""
DfpRate#0,"""Степень снижения урона"""
MaxTime#0,"""Макс. продолжительность"""
CriticalInstantNeoTimeM#0,"""75～99% шанс крита"""
PpHealRateNeoTimeM#0,"""75～99% автовосст-я РР"""
CriticalInstantNeoTimeH#0,"""100% шанс крита"""
PpHealRateNeoTimeH#0,"""100% автовосст-я РР"""
FrontDamage#0,"""Атака спереди"""
BackDamage#0,"""Атака сзади"""
HpHeal#0,"""Восст. HP"""
AddGearRateTM#0,"""Накопление Gear"""
ShiftaRate#0,"""Shifta эффект"""
AddCritical#0,"""Шанс сраб-я"""
DebandRate#0,"""Шанс Deband"""
CutRate#0,"""Шанс сниж."""
PExConditionRate#0,"""Вер. шанса"""
HpRecoveryRate#0,"""Восст. НР"""
PpRecoveryRate#0,"""Восст. РР"""
ItemRecoveryEffectUp#0,"""Эф. предм вост. НР"""
AtpUpRate#0,"""Бонус атаки"""
ConversionRate#0,"""Объ-м конв-я"""
PpGain#0,"""Вос. РР"""
StrikeSense#0,"""Шанс"""
ShootingSense#0,"""Шанс"""
ForceSense#0,"""Шанс"""
AbnormalRate#0,"""Шанс сраб-я"""
PpSkillRate#0,"""Шанс"""
ReactionTimeRate#0,"""Задержка"""
PPDecrease#0,"""Стоим. РР"""
AtpWeakStrikeRate#0,"""S против слаб-й"""
AtpWeakFirearmRate#0,"""R против слаб-й"""
AtpWeakTechniqueRate#0,"""T против слаб-й"""
AtpFirmRate#0,"""Урон против сопр."""
StrikeMagDex#0,"""Шанс S-ATK"""
FirearmMagDex#0,"""Шанс T-ATK"""
VictimNum#0,"""Счёт целей"""
StrikeConvertDex#0,"""Соотн. S-ATK"""
FirearmConvertDex#0,"""Соотн. S-ATK"""
ResistAll#0,"""Весь урон"""
PpHealRate#0,"""Восст. РР"""
PpAttackHealRate#0,"""Восст. РР"""
PpActionRate#0,"""Стоим. РР"""
PpActionRateWeapon#0,"""Оруж. PA требует РР"""
PpActionRateWeaponOther#0,"""Ост. оруж. требуют РР"""
HardnessRate#0,"""Сила замор-ки"""
TimeDef#0,"""Инт-л атак"""
TimeMax#0,"""Инт-л атак"""
TimeExt#0,"""Инт-л атак"""
FirearmInstant#0,"""*R-ATK"""
PBGageGainRateWeakPointShoot#0,"""Увел. шанса PB Gauge"""
DurationRate#0,"""Прод-ть статус эфф."""
ReducedGearRate#0,"""Умен. стоим-ти Gear"""
HpHealRate#0,"""Восст. HP"""
IntervalRate#0,"""Инт. атаки Mag'а"""
GpSwordGainRate#0,"""Шанс накопл. Gear"""
GpWlanceGainRate#0,"""Шанс накопл. Gear"""
GpPartisanGainRate#0,"""Шанс накопл. Gear"""
GpKatanaGainRate#0,"""Шанс накопл. Gear"""
AtpRatePerSec#0,"""Бонус силы/сек"""
AtpRatePerSecMax#0,"""Макс. бонус"""
RecastRate#0,"""Уменш. повт. исп-я"""
AtpAttributeRate#0,"""Бонус атр."""
AtpAnotherAttributeRate#0,"""Бонус проч-х атр."""
ShotParameterTime#0,"""Время созд-я"""
PpGainMax#0,"""Макс. предост-е РР"""
AddChain#0,"""Счёт-к чейна"""
SpeedRate#0,"""Скорость пули"""
AtpRateMax#1,"""Макс. бонус"""
DamageDrainRate#0,"""Кража НР"""
TechnicMagDex#0,"""Конверсия T-ATK"""
HpRecoveryEffectRate#0,"""Бонус вост. НР"""
AnimationSpeedRate#0,"""Скор. атаки"""
PaChageTimeRate#0,"""Скор. зарядки"""
AtpRateHitWeak#0,"""Урон по слабости"""
AtpRateNotWeak#0,"""Урон не по слаб."""
AtpRateHitBreakable#0,"""Урон по разруш."""
AtpRateNotBreakable#0,"""Урон по не раз."""
CraftMastaryRate#0,"""Бонус крафта"""
PpAttackHeal#0,"""Восст. РР"""
TriggerRate#0,"""Шанс сраб-я"""
Level#0,"""Уровень"""
EffectiveRate#0,"""Степень эффекта"""
AddGearRateJB#0,"""Шанс накопл. Gear"""
PpGainKCounter#0,"""Восст. РР"""
PpGainKEdge#0,"""Преим. восст. РР"""
AtpRateCEdge#0,"""Преим. урона"""
AtpJustRate#0,"""JA урон"""
AtpRateKatanaGear1#0,"""Сила Gear 1"""
AtpRateKatanaGear2#0,"""Сила Gear 2"""
RodShootAtpRate#0,"""Сила выстрела"""
RodShootPpHeal#0,"""Сила восст. выстрела"""
AtpRateNotJA#0,"""Не JA"""
PBGageGainRateJustAttack#0,"""*Increase PB gauge from JAs"""
AtpRateGearPoint099#0,"""*Damage boost at Gear 0"""
AtpRateGearPoint199#0,"""*Damage boost at Gear 1"""
AtpRateGearPoint299#0,"""*Damage boost at Gear 2"""
AtpRateGearPoint300#0,"""*Damage boost at Gear 3"""
PpHealRateGearPoint099#0,"""*PP recovery at Gear 0"""
PpHealRateGearPoint199#0,"""*PP recovery at Gear 1"""
PpHealRateGearPoint299#0,"""*PP recovery at Gear 2"""
PpHealRateGearPoint300#0,"""*PP recovery at Gear 3"""
InvalidationRateGearPoint099#0,"""*Guard Rate at Gear 0"""
InvalidationRateGearPoint199#0,"""*Guard Rate at Gear 1"""
InvalidationRateGearPoint299#0,"""*Guard Rate at Gear 2"""
InvalidationRateGearPoint300#0,"""*Guard Rate at Gear 3"""
ExperienceRateSubClass#0,"""Объем опыта"""
PPCutRate#0,"""Объем восст. пет."""
HpHealRateSubPet#0,"""Вост. НР"""
TamingMaster#2,"""S,R,T-ATK"""
TamingDexRate#0,"""*DEX"""
TamingHpRate#0,"""Макс. НР"""
TamingPpRate#0,"""Макс. РР"""
Border#0,"""Порог НР"""
EffectTime#0,"""Эффект прод-и"""
PBRateMain#0,"""Объём накопл. PB(Осн.)"""
PBRateSub#0,"""Объём накопл. PB(Под.)"""
DecreaseTime#0,"""Уменьшение продолж-ти"""
ReduceRecast#0,"""Ускорение перезарядки"""
DamageReductionMainRate#0,"""Степ.сниж.урона (Осн.)"""
DamageReductionSubRate#0,"""Степ.сниж.урона (Под.)"""
PPHealPoint#0,"""Объём восстановления PP"""
AddPP#0,"""Объём восстановления PP"""
AttackDownSubRate#0,"""Физ.сила при Down(Под.)"""
ElementDownSubRate#0,"""Атриб.сила при Down(Под.)"""
AttackDownPPRate#0,"""Степ.восст.РР физ.Down"""
ElementDownPPRate#0,"""Степ.восст.РР атрб.Down"""
AttackDownPPSubRate#0,"""Восст.РР физ.Down(Под.)"""
ElementDownPPSubRate#0,"""Восст.РР атрб.Down(Под.)"""
GuardRateMain#0,"""Накопл.отриц.сост.(Осн.)"""
GuardRateSub#0,"""Накопл.отриц.сост.(Под.)"""
GuardRate#0,"""Накопл.отриц.сост."""
EaseRateMain#0,"""Прод.отриц.сост.(Осн.)"""
EaseRateSub#0,"""Прод.отриц.сост.(Под.)"""
ForceTalisConcentrateRate#0,"""Продолжительность"""
ActionPpRate#0,"""Степ. сниж-я расхода РР"""
PpActionRateAccumulation#0,"""Степ.сниж.расхода РР"""
PpHealMaxVolume#0,"""Объём восстановления PP"""
PpHealValue#0,"""Объём восстановления PP"""
PpRecoveryDeathState#0,"""Объём восстановления РР"""
MainRecoveryRate#0,"""Объём естеств.восст.РР(Осн.)"""
SubRecoveryRate#0,"""Объём естеств.восст.РР(Под.)"""
Stock#0,"""Макс. количество зарядов"""
PpHealVal#0,"""Объём восстановления PP"""
PpRecoveryRateMain#0,"""Объём естеств.восст.РР(Осн.)"""
PpRecoveryRateSub#0,"""Объём естеств.восст.РР(Под.)"""
PBGaugeAddValueMain#0,"""Объём накопл. PB(Осн.)"""
PBGaugeAddValueSub#0,"""Объём накопл. PB(Под.)"""
NumberRequired#0,"""Требуемое кол-во раз"""
PhysicalDownRate#0,"""Увел.значения физ.Down"""
ElementDownAtpRate#0,"""Атриб.сила при Down"""
AttackDownRateMain#0,"""Физ.сила при Down(Осн.)"""
AttackDownPPRateMain#0,"""Восст.РР физ.Down(Осн.)"""
ElementDownPPRateMain#0,"""Восст.РР атрб.Down(Осн.)"""
RegenerateRate#0,"""Стоим. вост."""
TimeRate#0,"""Эффект прод-и"""
AtpRateNear#0,"""Малой дальн."""
AtpRateMiddle#0,"""Средн. дальн."""
InputDuration#0,"""Время приёма."""
AtpPetRate#0,"""Сила пет."""
IntervalRegenerate#0,"""Период вост."""
NeedPp#1,"""Стоим. РР"""
Probability#0,"""Шанс актив."""
RingGpKatanaLossRate#0,"""Степ. сниж-я Gear"""
RingGpKatanaGainRate#0,"""Степ. усил-я Gear"""
GpSwordLossRate#0,"""Умен. стоим. Gear"""
GpWlanceLossRate#0,"""Потребл-е Gear"""
ScaleX#0,"""Скор. расш."""
RotationSpeedRate#0,"""Скор. вращ."""
AISBlasterspeed#0,"""Скор. выстр."""
AISRespawn#0,"""Время респ."""
AISResistdown#0,"""Весь урон"""
ResistBurn#0,"""Сопр. горению"""
ResistFreeze#0,"""Сопр. заморозке"""
ResistShock#0,"""Сопр. шоку"""
ResistMirage#0,"""Сопр. миражу"""
ResistPoison#0,"""Сопр. яду"""
ResistPanic#0,"""Сопр. панике"""
ShotParameterAngularVelocity#0,"""Идуктив-сть"""
ScaleY#0,"""Радиус пораж."""
ItemHealRateNoAutoMate#0,"""Вост. от предм."""
ShotParameterHomingEndTime#0,"""Время прин."""
MateUseSpeed#0,"""Скор. сип. леч. предм."""
WeaponAttrRate#0,"""Степ. преобр. атриб."""
JBTSC_Rate#0,"""Время зарядки"""
SDR_Rate#0,"""Время неуязв."""
LNWU_Rate#0,"""Эффект-сть"""
PpActionRateWideSupport#0,"""Стоим. РР"""
Count#0,"""Частота"""
PhotonBlastGaugeAddValue#0,"""Увеличение шкалы PB"""
PreCount#0,"""Начальный запас зарядов"""
AddRate#0,"""Усиление Weak Bullet"""
AddTime#0,"""Увел-е прод-ти WB"""
PbBonus#0,"""Увеличение шкалы PB"""
PPRecover#0,"""Объём восстановления PP"""
GrenadeAtpRate#0,"""Мощность гранаты"""
TrapAtpRate#0,"""Мощность ловушки"""
ForcePhotonFlareTecShortChargeRate#0,"""Требуемое кол-во раз"""
StatusEffectValueMain#0,"""Эффект.отриц.сост.(Осн.)"""
StatusEffectValueSub#0,"""Эффект.отриц.сост.(Под.)"""
StatusEffectDurationMain#0,"""Прод.отриц.сост.(Осн.)"""
StatusEffectDurationSub#0,"""Прод.отриц.сост.(Под.)"""
DecreaseHP#0,"""Требуется НР"""
PPRecoverRateMain#0,"""Скор-ть восст. РР(Осн.)"""
PPRecoverRateSub#0,"""Скор-ть восст. РР(Под.)"""
ChargeDuration#0,"""Прод-ть зарядки"""
PPRecoverRate#0,"""Скор-ть восст. РР"""
MaxPPRecover#0,"""Макс. восст. РР"""
KillingPPRecover#0,"""Объём восст. РР"""
DownPPRecover#0,"""Объём восст. РР при Down"""
EffectRange#0,"""Область эффекта"""
PPRecoverValue#0,"""Объём восстановления PP"""
DurationDecreaseRate#0,"""Степень уменьш. прод-ти"""
PPRecoverValueMain#0,"""Объём восст.РР(Осн.)"""
PPRecoverValueSub#0,"""Объём восст.РР(Под.)"""
PhysicalDownAtpRateMain#0,"""Физ.сила при Down(Осн.)"""
PhysicalDownAtpRateSub#0,"""Физ.сила при Down(Под.)"""
ElementDownAtpRateMain#0,"""Атриб.сила при Down(Осн.)"""
ElementDownAtpRateSub#0,"""Атриб.сила при Down(Под.)"""
PhysicalDownPPRecoverRateMain#0,"""Восст.РР физ.Down(Осн.)"""
PhysicalDownPPRecoverRateSub#0,"""Восст.РР физ.Down(Под.)"""
ElementDownPPRecoverRateMain#0,"""Восст.РР атрб.Down(Осн.)"""
ElementDownPPRecoverRateSub#0,"""Восст.РР атрб.Down(Под.)"""
DamageRateMain#0,"""Объём получ. урона(Осн.)"""
DamageRateSub#0,"""Объём получ. урона(Под.)"""
DamageStoreRate#0,"""Степень накопл. урона"""
Criticalpercentage#0,"""Шанс крит."""
ScaleZ#0,"""Радиус пораж."""
AtomizerSpeedRate#0,"""Скорость исп."""
CombatDoubleCount#0,"""Счёт."""
HitGpWpnmanRate#0,"""Шанс накопл. Gear"""
PpTecRate#0,"""Степ. расх. РР"""
AtpAll#0,"""Увел. силы атаки"""
DfpAll#0,"""Увел. защиты"""
AtpAllMax#0,"""Макс. увел. атаки"""
AddGpMax#0,"""Макс. увел. защиты"""
IronWillDecayRate#0,"""Шанс актив. уничт."""
IronWillRateMin#0,"""Мин. скор. актив."""
StrikeMagAtpMakingUniform#0,"""Конверсия S-ATK"""
FirearmMagAtpMakingUniform#0,"""Конверсия R-ATK"""
TechnicMagAtpMakingUniform#0,"""Конверсия T-ATK"""
GpGainPerSeconds#0,"""Увел. Gear в сек"""
IntensiveAdvAtpRate#0,"""Шанс усиления H"""
NeedLevelUpPoint#0,"""Требуется очков"""
ChargeTimeRate#0,"""Степень зарядки"""
InvokeTime#0,"""Время активации"""
Vitality#0,"""Продолжительность"""
AliveTime#0,"""Время выживания"""
DamageReductionRatePT2#0,"""Группа 2х игроков"""
DamageReductionRatePT3#0,"""Группа 3х игроков"""
DamageReductionRatePT4#0,"""Группа 4х игроков"""
HighTimeRimit#0,"""*Damage Tolerance"""
PpHealRateMove#0,"""Восст. РР"""
PpHealRateNoMove#0,"""*Hold Position Rate"""
HpGain#0,"""*HP Recovery"""
HpGainMax#0,"""*Max Recovery"""
hitcount#0,"""*Hits"""
PetDamageReductionRate#0,"""*Reduction Rate (Pets)"""
PetStandDamageRate#0,"""*Damage Spread Rate"""
PPConversionRate#1,"""*Conversion Rate"""
CriticalConversionRate#0,"""*Critical Rate Conversion"""
CriticalConversionRateMax#1,"""*Max Crit Rate"""
CriticalAtpRate#0,"""*Crit Damage Conversion"""
CriticalAtpRateMax#1,"""*Max Crit Damage"""
AtpRateBoss#0,"""*Boss Damage"""
AtpRateShield#0,"""*Shield Damage"""
DamageReductionRateHate#0,"""*Defender Reduction Effect"""
HpRecoveryEffectRateSelf#0,"""*Self Recovery Amount"""
HpRecoveryEffectRateOther#0,"""*Others Recovery Amount"""
AtpRateHateTarget#0,"""*Hate Power Multiplier"""
AtpRateDefenderHateTarget#0,"""*Defender Reduction Effect"""
AttackHateRate#0,"""*Attack Hate Rate Boost"""
CorrectionRate#0,"""*Gain Increase Rate"""
GpVillainGainRate#0,"""*Gear Increase Rate"""
NonChargeAtpRate#0,"""*Uncharged Power"""
ChargeAtpRate#0,"""*Charge Power"""
GpGainRate#0,"""*Gear Gain"""
CorrectionDownRate#0,"""*Value Down Rate"""
VillainPPAttackHealRate#0,"""*ATK PP Recovery"""
VillainPPAutoHealRate#0,"""*PP Recovery Rate"""
VillainDecreaseGearRate#0,"""*Gear Consumption"""
VillainStepTimeExtend#0,"""*Invincibility Extension"""
PpMaxUp#0,"""*Max PP"""
AddReductionRate#0,"""*Reduction Rate"""
MaxReductionRate#0,"""*Maximum Rate"""
DecreasePerSecReductionRate#0,"""*Rate per/s"""
RecastTime#0,"""*Cooldown"""
ItemHealRate#0,"""*HP Recovery Rate"""
DecreaseRecoveryRate#0,"""*Recovery Reduction Rate"""
MaxRecoveryRate#0,"""*Max HP Recovery Rate"""
IncreasePerSecRecoveryRate#0,"""*HP per/s Rate"""
CountArts#0,"""*Duration"""
SameArts#0,"""*Rate Limit"""
IntensiveDecrease#0,"""*Power Reduction"""
AddIntensive#0,"""*Power Increase"""
StockNum#0,"""*Stock No."""
PhDodgeCShotAtpRate#0,"""*DC Shot Boost"""
AddValue#0,"""*Amount Added"""
ReductionConvertRate#0,"""*Conversion Reduction"""
MaxReductionConvertRate#0,"""*Reduction Limit"""
HpConvertRate#0,"""*HP Recovery Conversion"""
PpConvertRate#0,"""*PP Recovery Conversion"""
PpAutoHealRate#0,"""*Auto PP Recovery Amount"""
DamageResist#0,"""*Damage Reduction"""
IncreaceRate#0,"""Скор-ть.накопл.шкалы"""
PpAtkRate#0,"""Объём восстановления PP"""
PpNaturalRate#0,"""Объём естеств.восст.РР"""
PPDownRate#0,"""Степень снижения"""
PPDownMaxRate#0,"""Макс степень снижения"""
BartaNumberRequiredLevel1#0,"""Треб.кол-во.раз.(1 этап)"""
BartaNumberRequiredLevel2#0,"""Треб.кол-во.раз.(2 этап)"""
AtpRateForDisplay#0,"""威力"""
AtpRateFinishKatana#0,"""カタナフィニッシュ威力"""
AtpRateFinishBow#0,"""バレットボウフィニッシュ威力"""
AtpRateFinishFomelgion#0,"""フォメルギオン威力"""
AtpRateFinishBarantsion#0,"""バーランツィオン威力"""
AtpRateFinishZandion#0,"""ザンディオン威力"""
PetGearStockMax#0,"""最大ストック数"""
PetGearBaseRate#0,"""ギアゲージ上昇率"""
PetGearMaxRate#0,"""ギアゲージ上昇率上限"""
SkillRateMain#0,"""発動確率(メイン)"""
SkillRateSub#0,"""発動確率(サブ)"""
SkillRate#0,"""発動確率"""
DamageThreshold#0,"""発動ダメージ量"""
HPThreshold#0,"""発動HP"""
HoTRateMain#0,"""HP継続回復率(メイン)"""
HoTRateSub#0,"""HP継続回復率(サブ)"""
TaktWAStrikeAtp0#0,"""威力(蓄積なし)"""
TaktWAStrikeAtp1#0,"""威力(１段階目)"""
TaktWAStrikeAtp2#0,"""威力(２段階目)"""
TaktWAStrikeNumRequired1#0,"""必要回数(１段階目)"""
TaktWAStrikeNumRequired2#0,"""必要回数(２段階目)"""
HpIncrease#0,"""増加HP"""
AddHpHealRate#0,"""HP回復率"""
VelocityRate#0,"""移動速度"""
AddPpHealRate#0,"""PP回復率"""
JumpRate#0,"""ジャンプ力"""
AttackPbHeal#0,"""PBゲージ上昇量"""
NaturalPbHeal#0,"""PBゲージ上昇量"""
CriticalRateIncrease#0,"""クリティカル率上昇量"""
PpIncrease#0,"""増加PP"""
AnimSpeedLv1#0,"""101チェイン以上時攻撃速度"""
AnimSpeedLv2#0,"""121チェイン以上時攻撃速度"""
AnimSpeedLv3#0,"""141チェイン以上時攻撃速度"""
ShieldCountMain#0,"""シールド耐久回数(メイン)"""
ShieldCountSub#0,"""シールド耐久回数(サブ)"""
JellenRateFrail1#0,"""威力(1段階)"""
JellenRateFrail2#0,"""威力(2段階)"""
ChainCountMax#0,"""最大チェイン数"""
ChainFinishAtpRate#0,"""チェインフィニッシュ初期威力"""
AtpRatePerChain#0,"""1チェインあたりの威力上昇量"""
ChargeGuardRecast#0,"""ゲージ蓄積リキャスト"""
RestaHealRate#0,"""レスタサイン回復威力"""
GearAtpRate#0,"""1段階毎の威力上昇量"""
GearPpUse#0,"""1段階毎のPP消費軽減量"""
GearPPRecoverValue#0,"""1段階毎の攻撃時PP回復量"""
GearRecoveryRateMain#0,"""ギアゲージ上昇率(メイン)"""
GearRecoveryRateSub#0,"""ギアゲージ上昇率(サブ)"""
GearPpRecoveryMain#0,"""1段階毎のPP回復率(メイン)"""
GearPpRecoverySub#0,"""1段階毎のPP回復率(サブ)"""
CriticalRateMain#0,"""クリティカル率上昇量(メイン)"""
CriticalRateSub#0,"""クリティカル率上昇量(サブ)"""
AtpRateFinish#0,"""フィニッシュ威力"""
Message#0,"""<%Access> просмотреть текущее событие."""
Message_v#0,"""Нажмите на экран, чтобы наблюдать за событием!"""
Male#0,"""Динар"""
brigitta#0,"""Бригитта"""
Message_Live#0,"""<%Access> смена камеры"""
Message_v_Live#0,"""Нажмите, чтобы сменить камеру"""
Message_v_MovieOnly#0,"""Нажмите на экран, чтобы наблюдать за событием!"""
AutoWordTypeTrialStart#0,"""Прибытие на испытание"""
AutoWordTypeTrialSuccess#0,"""Завершение испытания"""
AutoWordTypeTrialFailure#0,"""Испытание провалено"""
AutoWordTypeFastTravelStart#0,"""Начало быстрого перемещения"""
AutoWordTypeFastTravelEnd#0,"""Окончание быстрого перемещения"""
AutoWordTypePhotonDash#0,"""Фотонный рывок"""
AutoWordTypePhotonDashAttack#0,"""Атака в рывке"""
AutoWordTypePhotonGlide#0,"""Фотонное парение"""
AutoWordTypeGlideAttack#0,"""Атака в пике"""
AutoWordTypeWeaponAction#0,"""Действие оружия"""
AutoWordTypeGetGathering#0,"""Подъём предмета сбора"""
MenuButtonShortcut#0,"""Шаблоны слов"""
MenuButtonAuto#0,"""Автотекст"""
MenuButtonBack#0,"""Назад"""
MenuButtonGroupChat#0,"""Групповой чат"""
MenuButtonDenySettings#0,"""Отклонить настройки группового приглашения"""
MenuBuringTransmission#0,"""Загрузка..."""
TitleAutoWordEdit#0,"""Введите содержимое"""
PictSignCircle#0,"""Простой ввод <pict Sign_CIRCLE>"""
PictSignTriangle#0,"""Подробный ввод <pict Sign_TRIANGLE>"""
ShortcutWordEdit#0,"""Ред. шаблоны слов"""
AutoWordEdit#0,"""Ред. автотекст"""
ShortcutWordHint#0,"""Шаблон $(0)"""
ShortcutWordHintAndCommand#0,"""Шаблон $(0) (/s$(1))"""
AutoWordAddButtonText#0,"""Доб. сообщение"""
AutoWordAddButton#0,"""＋"""
AutoWordRemoveButton#0,"""－"""
AutoWordCategoryEvent#0,"""Событие"""
AutoWordCategoryMember#0,"""Член"""
AutoWordCategoryAction#0,"""Действие"""
AutoWordCategoryOther#0,"""Прочее"""
AutoWordTypeMissionStart#0,"""При старте квеста"""
AutoWordTypeMissionClear#0,"""При окончании квеста"""
AutoWordTypeIncidentStart#0,"""При срочном задании"""
AutoWordTypeIncidentSuccess#0,"""При выполнении срочного испытания"""
AutoWordTypeIncidentFailure#0,"""При провале срочного испытания"""
AutoWordTypePseStart#0,"""При запуске PSE"""
AutoWordTypePseLevelup#0,"""При поднятии уровня PSE"""
AutoWordTypePseBurst#0,"""При усилении PSE"""
AutoWordTypePseClimax#0,"""PSEクライマックス発生時"""
AutoWordTypeMissionReceive#0,"""При принятии квеста"""
AutoWordTypeMissionJoin#0,"""При присоединении к квесту"""
AutoWordTypeLevelupSelf#0,"""При поднятии уровня вами"""
AutoWordTypeLevelupFriend#0,"""При поднятии уровня другими"""
AutoWordTypeDeath#0,"""При смерти"""
AutoWordTypeRevival#0,"""При воскрешении"""
AutoWordTypePinch#0,"""На пороге смерти"""
AutoWordTypeHp30#0,"""Когда остаётся 30% HP"""
AutoWordTypeHp10#0,"""Когда остаётся 10% HP"""
AutoWordTypeThankHeal#0,"""При исцелении кем-то"""
AutoWordTypeThankAssist#0,"""При поддержке кого-то"""
AutoWordTypeUseHealItem#0,"""При использовании лечащих предметов"""
AutoWordTypeGetRareItemSelf#0,"""При подборе редких предметов"""
AutoWordTypeGetRareItemFriend#0,"""При подборе редких предметов другом"""
AutoWordTypeDamageSmall#0,"""При получении небольшого урона"""
