YesText#0,"""Si"""
RankingMenuGuildNew#0,"""Ultimas clasificaciones"""
RankingMenuGuildOld#0,"""Clasificaciones previas"""
RankingMenuGuild01#0,"""Clasificación de puntos de Team"""
RankingMenuGuild02#0,"""Clasificación de items raros entregados"""
RankinLabelGuild01#0,"""Clasificación de puntos de Team"""
RankinLabelGuild02#0,"""Clasificación de items raros entregados"""
RankingText01#0,"""Periodo total"""
RankingText02#0,"""Actualizaciones lunes a las 07:00 JST"""
RankingText03#0,"""Periodo total"""
RankingText04#0,"""Clasificaciones"""
RankingText05#0,"""Nombre del personaje / Player ID"""
RankingText06#0,"""Resultados"""
RankingText07#0,"""Su clasificación"""
RankingText07_SeasonEvent#0,"""Current Rank"""
RankingText08#0,"""Lista de clasificaciones"""
RankingText09#0,"""Clasificación del Team"""
RankingText10#0,"""Nombre del Team"""
RankingText11#0,"""Nombre del personaje"""
RankingText12#0,"""Nombre ID del jugador"""
RankingTab01#0,"""General"""
RankingTab02#0,"""Entre amigos"""
RankingTab03#0,"""Entre miembros del Team"""
RankingTab04#0,"""General"""
RankingTab05#0,"""Sobre el Team"""
RankingTab06#0,"""Sobre ti"""
RankingPopup#0,"""$(0) veces"""
RankingSurprizeNewHint#0,"""<c f0df60>Estas son las ultimas clasificaciones interrumpidas.<c>"""
RankingSurprizeOldHint#0,"""<c f0df60>Estas son las clasificaciones interrumpidas pasadas.<c>"""
RankingWeeklyProgressHint#0,"""<c f0df60>Este es el progreso de las clasificaciones semanales.<c>"""
RankingWeeklyNewHint#0,"""<c f0df60>Estas son las ultimas clasificaciones semanales.<c>"""
RankingWeeklyOldHint#0,"""<c f0df60>Esta es la clasificación de las semanas pasadas.<c>"""
RankingGuildProgressHint#0,"""<c f0df60>Este es el progreso de la clasificación del Team.<c>"""
RankingGuildNewHint#0,"""<c f0df60>Estas son las ultimas clasificaciones del Team.<c>"""
RankingGuildOldHint#0,"""<c f0df60>Estas son las clasificaciones previas del Team.<c>"""
RankingNoData#0,"""No hay datos de clasificación para está clasificación"""
RankingRankVita#0,"""Clasificación $(0)"""
RankingPointVita#0,"""(Resultados $(0))"""
RankingPointVita_SeasonEvent#0,"""(Puntos actuales: $(0))"""
RankingNoTeam#0,"""El Team no existe"""
RankingPointString#0,"""$(0)pt"""
RankingError_Title#0,"""Anuncio"""
RankingError_Msg#0,"""Los datos de la clasificación están<br>deshabilitados temporalmente."""
ArksRanking_Title#0,"""ARKS League"""
ArksRanking_Rank#0,"""Rank"""
ArksRanking_Reward#0,"""RewRecompensaard"""
ArksRanking_TopTitle#0,"""ARKS League Menu"""
ArksRanking_New#0,"""Newest League Info"""
ArksRanking_History#0,"""ARKS League Log"""
ArksRanking_Back#0,"""Volver"""
ArksRanking_HistoryNum#0,"""$(0) veces"""
ArksRanking_WhatsNew#0,"""($(0))"""
ArksRanking_NoRanking#0,"""No hay datos de clasificación disponibles."""
ArksRanking_NoReward#0,"""No hay datos de recompensa disponibles."""
ArksRanking_Com#0,"""Transmitiendo"""
ArksRanking_WaitResult#0,"""Se están tabulando los resultados"""
ArksRanking_NotPlay#0,"""Actualmente no está abierto"""
ArksRanking_NoJoin#0,"""No estás participando en esta liga."""
ArksRanking_NoJoin2#0,"""El periodo de participación en esta liga ha terminado."""
ArksRanking_Stop#0,"""Temporalmente no disponible."""
ArksRanking_GetReward#0,"""Recompensas de la Liga ARKS obtenidas"""
ArksRanking_RewardConfirm#0,"""Recibidos los siguientes objetos como<br>recompensas de la Liga ARKS"""
ArksRanking_GetReward_Log#0,"""Recibida la recompensa de la Liga ARKS"""
ArksRanking_Title_Enemy#0,"""$(0) Lv.$(1)+: Liga de derrota de enemigos"""
ArksRanking_Title_Enemy2#0,"""$(0): Liga de Derrota de Enemigos"""
ArksRanking_Title_Quest#0,"""$(0) [$(1)]: Liga de Ataque de Tiempo"""
ArksRanking_Title_Quest2#0,"""$(0): Liga de Contrarreloj"""
ArksRanking_Title_ItemDrop#0,"""$(0): Liga de Recogida de Objetos"""
ArksRanking_Title_Fishing#0,"""$(0): Liga del tamaño de los peces"""
ArksRanking_Title_Meseta#0,"""Liga de ganancias de meseta"""
ArksRanking_Title_QuestClear#0,"""$(0): Quest Clear Count League"""
ArksRanking_Title_QuestClear_S#0,"""SÓLO RANGO $(0)/$(1): LIGA DE COMPLETACIÓN"""
ArksRanking_Title_Ride_High#0,"""Riding Quest [$(0)]: High Score League"""
ArksRanking_Title_Ride_Total#0,"""Búsqueda de la equitación [$(0)]: Liga de puntuación total"""
ArksRanking_Title_Score_High#0,"""$(0) [$(1)]: Liga de puntuación alta"""
ArksRanking_Title_Score_Total#0,"""$(0) [$(1)]: Liga de puntuación total"""
ArksRanking_Title_Score_Armada#0,"""Flota Int: Liga de puntos"""
ArksRanking_NoMark#0,"""-"""
ArksRanking_RankData#0,"""Lugar #$(0)"""
ArksRanking_RankData2#0,"""$(0)lugar ～ $(1)lugar"""
ArksRankingError_Title#0,"""Anuncio"""
ArksRankingError_Msg#0,"""Liga de ARKS está temporalmente<br>fuera de servicio."""
ArksRankingText01#0,"""Periodo de espera"""
ArksRankingText02#0,"""Rank"""
ArksRankingText03#0,"""Nombre del pj/Nombre ID del jugador"""
ArksRankingText04#0,"""Resultados"""
ArksRankingText05#0,"""Tu clasificación"""
ArksRankingText06#0,"""Lista de clasificación"""
ArksRanking_Float#0,"""$(0).$(1)"""
ClearRank_S#0,"""S"""
ClearRank_A#0,"""A"""
ClearRank_B#0,"""B"""
ClearRank_C#0,"""C"""
Gmmessage_Title#0,"""Mensaje del administrador"""
Gmmessage_AlertTitle#0,"""Advertencia del administrador"""
QuestWarpTitle#0,"""Seleccione destino"""
QuestWarpStart#0,"""Punto de inicio"""
QuestWarpTelepipe#0,"""Telepipe"""
QuestWarpMostPopulousChip#0,"""Locación con mas jugadores"""
SynchronizeTitle#0,"""Miembros participantes"""
SynchronizeMyParty#0,"""Tu grupo"""
SynchronizeMemberName#0,"""Nombre de los integrantes"""
SynchronizeStageClear#0,"""Nivel actual"""
SynchronizeQuestName#0,"""Nombre de la misión"""
SynchronizeBossTitle#0,"""Transportador"""
SynchronizeStartTitle#0,"""Puerta de inicio"""
SynchronizeBossMessage#0,"""Este teletransportador se activara automa-<br>ticamente cuando todos los miembros esten presentes.<br>Por otra parte, el lider del grupo puede activar<br>antes con los miembros que estan en el teletransportador."""
SynchronizeBossMessage_ex#0,"""Este teletransportador se activara<br>automaticamente cuando todos los miembros esten presentes."""
SynchronizeStartMessage#0,"""Esta puerta se abrira automaticamente cuando lleguen todos los miembros."""
SynchronizeButtonForward#0,"""Comienza teletransportación"""
SynchronizeButtonRemove#0,"""Dejar la teletransportación"""
SynchronizeStartButtonRemove#0,"""Deja la puerta"""
SynchronizeInaccessible#0,"""No puede usar el Teletransportador ahora.<br><br>Estara utilizable nuevamente<br>después de pasados unos momentos."""
SynchronizeTransferStart#0,"""Teletransportador activado. Teletransporte al inicio."""
SynchronizeMultiBossWakeUp#0,"""¿Activar el teletransportador?"""
SynchronizeMultiBossMessage#0,"""Teletransportador activado.<br>En 30 segundos todos los miembros en el teletransportador seran transportados.<br>¿Detener la teletransportacion?"""
SynchronizeMultiBossMessageExc#0,"""Teletransportador activado.<br>Tras un breve periodo de tiempo, todos los miembros del teletransportador serán transportados.<br><br>¿Detener el teletransportador?"""
SynchronizeMultiBossRemove#0,"""Detener la teletransportación"""
SynchronizeMultiBossGoto#0,"""Teletransportador activado. Por favor, dirijase al teletransportador dentro de los 30 segundos."""
SynchronizeMultiBossGotoExc#0,"""Teleportador activado. Por favor, dirígete al teletransportador dentro del límite de tiempo."""
SynchronizeMultiBossTrans#0,"""La cuenta regresiva ha terminado. teletransportación activada."""
SynchronizeStartOpen#0,"""Todos los miembros han llegado. La puerta se abrira después de la cuenta regresiva."""
PaidItemListTitle#0,"""Objetos requeridos"""
PaidErrorTitle#0,"""Objetos necesarios insuficientes"""
PaidErrorInsufficient1#0,"""Los siguientes objetos desaparecieron."""
PaidErrorInsufficient2#0,"""Se requiere el objeto en el inventario<br>con el fin de iniciar está misión."""
PaidErrorBonusGame#0,"""No existe una llave o la fecha del objeto expiro."""
PaidTitle#0,"""Puerta de inicio"""
PaidLeaderMessage#0,"""Si pagas por todos, tendras que pagar la cantidad que se muestra<br>en el cuadro de 'Objetos requeridos'<br><br>¿Quieres continuar?"""
PaidMemberMessage#0,"""Paga los 'Objetos requeridos' para comenzar<br>la misión. Si fallas en completar la misión<br>por alguna razon, los items no seran devueltos. Continuar?"""
PaidMemberMessage2#0,"""Paga los 'Objetos requeridos' para comenzar<br>la misión. Si fallas en completar la misión<br>por alguna razon, los items no seran devueltos. Continuar?<br><br>Seleccionado Etapa: $(0)"""
PaidBonusGameMessage#0,"""Para iniciar está misión se necesita un<br><yellow>$(0)<c><br><br>Tenga en cuenta que si se pierde la<br>conexion o pierdes durate está misión<br>los objetos usados no seran devueltos.<br>¿Deseas continuar?"""
PaidButtonYes#0,"""Confirmar"""
PaidButtonNo#0,"""Cancelar"""
PaidButtonCancel#0,"""Cancelar"""
PaidButtonChange#0,"""Cambiar metodo"""
PaidSelectTitle#0,"""Puerta de inicio"""
PaidSelectMessage#0,"""Para comenzar la misión, deben estar todos<br>presentes y confirmar que esten listos.<br><br>Si la misión se cancela o pierdes la conexión<br>con la misión en progreso los objetos<br>usados <red>no seran devueltos.<c><br><br>¿Qué metodo de pago vas a utilizar?"""
PaidSelectTag1#0,"""El lider paga"""
PaidSelectTag2#0,"""Todos pagan"""
PaidWaitTitle#0,"""Puerta de inicio"""
PaidLeaderWait#0,"""El lider está listo para pagar por todos los miembros.<br>Por favor espere a que todos los miembros del grupo esten listos."""
PaidMemberWait#0,"""Pago de objetos completo.<br>Por favor espere a que todos los miembros del grupo esten listos."""
PaidWaitLeaderDecide#0,"""Por favor espere al lider del grupo<br>Seleccione un metodo de pago."""
PaidMemberToast#0,"""Metodo de Pago 'Cada miembro paga' seleccionado. Por favor pague en la puerta."""
PaidLeaderToast#0,"""Metodo de Pago 'El Lider paga' seleccionado. Por favor pague en la puerta."""
PaidChangeToast#0,"""Porque la opción de pago ha cambiado, debe reiniciar el procedimiento de pago."""
EternalWaitStart#0,"""La etapa ha sido seleccionada. Por favor espere a que todos los miembros del grupo esten listos."""
EternalWaitSelect#0,"""Por favor espere a que el lider del grupo seleccione el nivel."""
EternalSelectWessage#0,"""Por favor, seleccione el nivel que le<br>gustaría jugar."""
EternalPlayFloor#0,"""Iniciar nivel"""
EternalFloorChange#0,"""Cambiar piso"""
PaidLeaderMessage2#0,"""Si se selecciona [El líder paga por todos], el <br>líder del grupo necesitará el número de objetos especificados <br>en la lista actual de [Objetos necesarios].<br><br><c ffff00>[Aumento del nivel de amenaza AQ]<c><br>El líder puede aumentar su propio nivel de amenaza AQ. <br>añadiendo una Cápsula de Avance como parte del pago.<br><br>Cuando se aumenta el Nivel de Amenaza AQ, los enemigos<br>se vuelven más fuertes y la tasa de aparición de enemigos raros<br>en la zona final se incrementa.<br><br>Para aumentar el Riesgo en 1 para esta búsqueda,<br>se necesitarán $(1) $(0)(s)."""
PaidMemberMessage3#0,"""Debes pagar los [Items requeridos] para poder empezar <br>la búsqueda. Ten en cuenta que los ítems mencionados no serán devueltos <br>si abandonas la quest o te desconectas del servidor. <br><br><c ffff00>[Aumento del Nivel de Amenaza AQ]<c><br>El líder puede aumentar su propio Lv. de Amenaza AQ<br>añadiendo una Cápsula de Avance como parte del pago. <br><br>Cuando se aumenta el Nivel de Amenaza AQ, los enemigos se vuelven <br>más fuertes y la tasa de aparición de enemigos raros en la <br>zona final se incrementa.<br><br>Para aumentar el Riesgo en 1 para esta búsqueda,<br>$(1) $(0)(s) será necesario."""
AdvanceRiskMessage#0,"""Puedes aumentar el Nivel de Amenaza AQ añadiendo $(2) $(0)(s).<br>¿Estás seguro de que deseas proceder?<br><br><c ffff00>Hay un límite máximo en el Lv.<br>de Amenaza AQ para cada personaje, y el Nivel de Amenaza AQ no puede <br>incrementarse más allá de este umbral. <br><br>Nota: Si tu líder cambia después de haber aceptado <br>la misión, existe el riesgo de que los niveles de amenaza AQ de la misión y del personaje ya no sean los mismos.<c><br>(Tus $(1)s: $(3))"""
PaidSelectMessage2#0,"""Para empezar esta Mision, cada miembro del grupo debe pagar los <br>artículos de la lista [Required Items] individualmente, o el <br>líder debe pagar colectivamente en nombre de todos los miembros.<br><br>Nota: Si la búsqueda se abandona o tu conexión con el <br>servidor se pierde durante la búsqueda, los artículos gastados no se devolverán. <br><br>¿Cómo quieres pagar?<br><br><c ffff00>Es posible aumentar el nivel de AQ<br>del líder del grupo pagando [Objetos requeridos]<br> adicionales una vez que se haya seleccionado un método de pago.<br><br>Ten en cuenta, sin embargo, que dichos objetos<br>sólo pueden ser pagados por el líder del grupo.<c>"""
AdvanceRiskTitle1#0,"""Riesgo de Advance aumentado"""
AdvanceRiskTitle2#0,"""Riesgo de Advance aumentado"""
AdvanceRiskTitle3#0,"""Additional Advance Capsule"""
AdvanceRiskTitle4#0,"""Plus"""
AdvanceRiskTitle5#0,"""Quest Advance Risk Up"""
AdvanceRiskTitle6#0,"""Risk Up"""
AdvanceRiskTitle7#0,"""<c ffff00>[Start Advance Risk]<c>"""
AdvanceRiskTitle8#0,"""Actual"""
AdvanceRiskTitle9#0,"""Adicional"""
AdvanceRiskTitle10#0,"""Total"""
AdvanceRiskTitle11#0,"""<c ffff00>[Consumed Advance Capsules]<c>"""
AdvanceRiskDisp#0,"""Advance Risk: $(0)"""
AdvanceRiskReset#0,"""La bonificación por riesgo se ha restablecido debido a un cambio en el método de pago."""
BootupLandingCraft#0,"""¿Iniciar la persecución de [Profound Darkness]?<br><yellow>※No se puede cancelar una vez iniciada.<c>"""
PaidLeaderMessageWarning#0,"""Si el lider paga por todos,<br>debe tener la cantidad<br>solicitada en [Objetos Requeridos]<br><br><yellow>※ Algunos miembros no han alcanzado este Nivel $(0).<br>este nivel no se actualizara para ellos.<c><br><br>¿Desea continuar?"""
PaidMemberMessage4#0,"""Debes pagar la cantidad de [Objetos Requeridos]<br>para iniciar la misión.<br>Si la misión se abandona o se desconecta,<br>no se devolveran estos objetos. ¿Quieres continuar?<br><br>Escoge Nivel: $(0)<br>Ultimo Nivel Alcanzado: $(1)"""
PaidMemberMessage4Warning#0,"""Los objetos requeridos deben ser pagados para iniciar la misión si se abandona la misión o se desconectan,<br>estos objetos no seran devueltos ¿Quieres continuar?<br><br>Escoge piso: $(0)<br>Ultimo piso Alcanzado: <yellow>$(1)<br><br>※ Debido a que el piso Elegido no<br>coincide con el último piso completado, incluso si<br>completas, este piso no va a subir al siguiente.<c>"""
PaidMemberMessage4Warning2#0,"""Los objetos requeridos deben ser pagados para iniciar la misión<br>Si se abandona la misión o se desconectan,<br>estos objetos no seran devueltos ¿Quieres continuar?<br><br>Escoge piso: $(0)<br>Ultimo piso Alcanzado: <yellow>-<br><br>※ Debido a que el piso Elegido no<br>coincide con el último piso completado, incluso si<br>completas, este piso no va a subir al siguiente.<c>"""
MaxFloorWarning#0,"""No se pudo adquirir su progreso."""
MemberMaxFloorWarning#0,"""No se pudo adquirir los progreso del miembro."""
SelectFloorWarning#0,"""Usted no cumple con los requisitos. La etapa alcanza no va a cambiar."""
PhantomShipMultiBossGoto#0,"""Equipos de embarque AIS activado. Por favor dirigirse al hangar de AIS dentro de 30 segundos."""
PhantomShipBootup#0,"""Activar el equipo de embarque AIS?"""
PhantomShipMultiBossMessage#0,"""Equipos de embarque AIS activado.<br>Despues de 30 segundos, los miembros del Grupo en el hangar abordaran sus AIS.<br><br>Desactivar el equipo de embarque AIS?"""
PhantomShipMultiBossRemove#0,"""Desactivar el equipo de embarque de A.I.S."""
PhantomShipMultiBossStart#0,"""Prepárate para la batalla. Comienza la secuencia de lanzamiento"""
DKMultiBossGoto#0,"""Punto de entrada activado. Por favor diríjase hacia el punto de entrada dentro de 30 segundos."""
DKMultiBossWakeUp#0,"""Investigar el punto de entrada?"""
DKMultiBossMessage#0,"""Los miembros del grupo serán<br>transportados después de 30 segundos.<br>¿Dejar el punto de entrada?"""
DKMultiBossRemove#0,"""Dejar el punto de entrada."""
DKMultiBossTrans#0,"""La cuenta regresiva ha terminado. Comienza la teletransportacion."""
DKInaccessible#0,"""Activación fallida."""
SynchronizeBossTitleDK#0,"""Punto de entrada"""
SynchronizeBossMessageDK#0,"""El dispositivo de transporte se activará<br>automáticamente una vez que todos<br>los miembros del grupo estén presentes.<br><br>El líder del grupo puede activar la entarada<br>sin esperar a los otros miembros."""
SynchronizeButtonForwardDK#0,"""Comienza la teletransportacion"""
SynchronizeButtonRemoveDK#0,"""Dejar el punto de entrada."""
SynchronizeTransferStartDK#0,"""Activar teletransportacion"""
DPP1MultiBossGoto#0,"""Dispositivo de despliegue Rideroid activado. Por favor diríjase al muelle de carga en los próximos 30 segundos."""
DPP1Bootup#0,"""¿Activar el dispositivo de despliegue de Rideroid?"""
DPP1MultiBossMessage#0,"""Dispositivo de despliegue Rideroid activado.<br>los miembros ARKS partirán después de<br>30 segundos,<br><br>¿Desactivar el dispositivo de despliegue Rideroid?"""
DPP1MultiBossRemove#0,"""Desactivar el dispositivo de despliegue Rideroid"""
DPP1MultiBossStart#0,"""Preparaciones de la batalla completadas. Rideroids desplegados."""
DEMultiBossGoto#0,"""Activación de la escalera. Diríjase a la escalera en los próximos 30 segundos."""
DEBootup#0,"""¿Activar la escalera?"""
DEMultiBossMessage#0,"""Escalera activada.<br>Después de 30 segundos, todos los miembros<br>dentro del área se dirigirán a la batalla.<br><br>¿Detiene la activación de la escalera?"""
DEMultiBossRemove#0,"""Parar la activación de la escalera"""
DEMultiBossStart#0,"""Activación de la escalera completa. Ahora puede partir."""
BasnetGoto#0,"""Preparacion completada. Dirigirse al campamento dentro de 30 segundos"""
BasnetBootup#0,"""¿Listo para salir?<br>※ Necesitas al menos $(0) miembros (Actualmente: $(1))"""
BasnetBootupUnlimited#0,"""¿Deseas partir? （Actualmente hay $(0) personas）"""
BasnetBootupSkit#0,"""¿Deseas partir?"""
BasnetMessage#0,"""Preparativos de salida terminados.<br>En 30 segundos, se enviarán los<br>$(0) miembros al campo de batalla."""
BasnetMessageSkit#0,"""La preparación para la partida se completó.<br>Después de 30 segundos, participaran los miembros en el campamento."""
BasnetRemove#0,"""Cancelar la salida"""
BasnetStart#0,"""Iniciando la batalla"""
BasnetFailed1#0,"""No puedes dejar el campamento.<br>※ Necesitas al menos $(0) o más miembros."""
BasnetFailed2#0,"""No puedes dejar el campamento.<br>※ Algunos de sus miembros aún están en el Lobby."""
BasnetTitle#0,"""Dirígete al campo de batalla"""
RDMultiBossGoto#0,"""La transferencia ha comenzado. Diríjase hacia el punto de transferencia dentro de los 30 segundos."""
RDBootup#0,"""Iniciar la transferencia"""
RDMultiBossMessage#0,"""Esto comenzará la cuenta regresiva.<br>La transferencia comenzará después<br>de 30 segundos.<br><br>¿Desea continuar?"""
RDMultiBossRemove#0,"""Detener la transferencia"""
RDMultiBossStart#0,"""Transferencia iniciada. Iniciando batalla."""
OmegaBossMessage#0,"""La transferencia comenzara una vez<br>que todos los miembros del grupo esten<br>presentes.<br><br>Solo el líder del grupo puede comenzar<br>por adelantado sin la presencia de otros."""
OmegaBossMessage_ex#0,"""La transferencia comenzará una vez que<br>todos los miembros del grupo estén presentes."""
OmegaButtonForward#0,"""Iniciar transferencia"""
OmegaButtonRemove#0,"""Detener la transferencia"""
OmegaInaccessible#0,"""La transferencia no está disponible actualmente.<br><br>Podrás volver a usarlo después<br>de un breve período de tiempo."""
OmegaTransferStart#0,"""Cuenta regresiva terminada. Comenzando transferencia."""
OmegaMultiBossWakeUp#0,"""¿Iniciar transferencia?"""
OmegaMultiBossMessage#0,"""Esto iniciará una cuenta regresiva.<br>La transferencia comenzará después de 30 segundos.<br><br>¿Desea continuar?"""
OmegaMultiBossRemove#0,"""Cancelar transferencia"""
OmegaMultiBossGoto#0,"""Comenzando cuenta regresiva.<br>Por favor permanezca dentro del teleport<br>dentro de los 30 segundos."""
OmegaMultiBossTrans#0,"""Cuenta regresiva terminada. Comenzando transferencia."""
OmegaBossTitle#0,"""Comenzar la transferencia"""
OmegaMultiBossMessageExc#0,"""La transferencia comenzará en breve.<br>Será transferido después de un breve período de tiempo.<br><br>¿Desea continuar?"""
OmegaMultiBossGotoExc#0,"""Transferencia iniciada. Diríjase hacia el punto de transferencia dentro del período de tiempo."""
SelectDifficultyQuestLV#0,"""Selecciona la dificultad de la misión.<br>(Dificultad Alcanzada/ $(0))"""
SelectDifficultyQuestLV0#0,"""Selecciona la dificultad de la misión.<br>(Dificultad Alcanzada/no explorada)"""
SelectDifficultyQuestCountCheck#0,"""¿Te gustaria iniciar la misión?<br>(Puedes completarla $(0) veces mas)<br>※ El número de veces que se pueden completar se restablecera a las 5 en punto todos los días<br>※ Las cantidades sobrantes no se transferiran al dia siguiente<br>※ La cantidad permitida de intentos se consume al momento de ingresar al mundo."""
DPP1MultiBossMessageExc#0,"""Se ha activado el Vendedor de Ridroides.<br>Los miembros del grupo que se encuentren en las inmediaciones serán<br>desplegados después de un tiempo determinado.<br>¿Desea detener el Vendedor de Ridroides?"""
DPP1MultiBossGotoExc#0,"""Vendedor de Ridroides activado. Llega a la nave de desembarco dentro del tiempo asignado."""
DEMultiBossMessageExc#0,"""Se ha activado el Círculo Hechicero.<br>Los miembros del grupo que se encuentren en las inmediaciones se<br>desplegarán después de un tiempo determinado.<br>¿Quieres detener el Círculo Hechicero?"""
DEMultiBossGotoExc#0,"""Círculo hechicero activado. Llega al Círculo Hechicero dentro del tiempo asignado."""
PhantomShipMultiBossMessageExc#0,"""Se ha activado el Dispositivo de Abordaje AIS.<br>Los miembros del grupo que están dentro del hangar abordarán después de<br>un tiempo determinado.<br>¿Quieres detener el Dispositivo de Abordaje AIS?"""
PhantomShipMultiBossGotoExc#0,"""Dispositivo de abordaje AIS activado. Entre en el hangar AIS dentro del tiempo asignado."""
BasnetMessageExc#0,"""Preparativos de despliegue completados.<br>Un total de $(0) miembros del grupo serán<br>desplegados en el campo de batalla después de que haya transcurrido un tiempo establecido."""
BasnetGotoExc#0,"""Preparativos de despliegue completados. Llega al Campamento dentro del tiempo asignado."""
BasnetMessageSkitExc#0,"""Preparativos de despliegue completados.<br>Todos los miembros del grupo en las cercanías serán<br>desplegados al campo de batalla después de un tiempo<br>establecido."""
RDMultiBossMessageExc#0,"""Se ha activado la Barrera de Transporte.<br>Todos los miembros del grupo en las cercanías serán<br>desplegados después de un tiempo determinado.<br>¿Quieres detener la Barrera de Transporte?"""
RDMultiBossGotoExc#0,"""Barrera de transporte activada. Llega al Sitio de Teletransportación dentro del tiempo asignado."""
DKMultiBossMessageExc#0,"""Los miembros del grupo que estén cerca serán teletransportados<br>después de un tiempo determinado.<br>¿Quieres salir del Punto de Entrada?"""
DKMultiBossGotoExc#0,"""Punto de entrada activado. Llega al Punto de Entrada dentro del tiempo asignado."""
MEDMultiBossGoto#0,"""Los preparativos comenzaran pronto. Dirígete al bote de desembarque en 30 segundos"""
MEDMultiBossWakeUp#0,"""¿Comenzar los preparativos?"""
MEDMultiBossMessage#0,"""Esto iniciará los preparativos.<br>Después de 30 segundos, la operación comenzará<br>con los miembros presentes.<br><br>¿Eso esta bien?"""
MEDMultiBossRemove#0,"""Preparacion cancelada"""
MEDMultiBossTrans#0,"""Preparaciones completas. Viajando al espacio alterado."""
MEDInaccessible#0,"""Preparacion cancelada"""
SynchronizeBossTitleMED#0,"""Motor de postcombustión de Photons"""
SynchronizeInaccessibleMED#0,"""Se está preparando el motor de regeneración de Photons.<br>Por favor, espere un momento y vuelva a intentarlo."""
SynchronizeButtonRemoveMED#0,"""Cancelar preparativos"""
ArmadaQuestGoto1#0,"""La secuencia de lanzamiento ha comenzado. Dirígete al hangar."""
ArmadaQuestGoto1Exc#0,"""La secuencia de lanzamiento ha comenzado. Dirígete al hangar."""
ArmadaQuestStart#0,"""Prepárate para la batalla. Comienza la secuencia de lanzamiento"""
ArmadaBootup#0,"""Iniciar el lanzamiento ahora?"""
SynchronizeArmadaTitle#0,"""Iniciar controles de secuencia"""
SynchronizeArmadaInaccessible#0,"""Los controles de secuencia de lanzamiento están actualmente en funcionamiento. Espere un momento e intente nuevamente más tarde."""
ArmadaMessage1Exc#0,"""Comenzó la secuencia de lanzamiento.<br>Después de un tiempo, todos los miembros<br>dentro del hangar serán enviados.<br><br>¿Te gustaría abortar el lanzamiento?"""
ArmadaMessage2Exc#0,"""La secuencia de embarque de A.I.S ha comenzado. Después de un tiempo, todos los miembros dentro del hangar serán desplegados.<br><br>¿Cancelar?"""
ArmadaMessage1#0,"""Comenzó la secuencia de lanzamiento.<br>Después de un tiempo, todos los miembros<br>dentro del hangar serán enviados.<br><br>¿Te gustaría abortar el lanzamiento?"""
ArmadaMessage2#0,"""La secuencia de embarque de A.I.S ha comenzado. Después de un tiempo, todos los miembros dentro del hangar serán desplegados.<br><br>¿Cancelar?"""
ArmadaRemove1#0,"""Abortar secuencia de lanzamiento"""
ArmadaRemove2#0,"""Abortar secuencia de embarque"""
ArmadaQuestGoto2#0,"""Comenzó la secuencia de embarque de A.I.S. Por favor dirígete al hangar."""
ArmadaQuestGoto2Exc#0,"""Comenzó la secuencia de embarque de A.I.S. Por favor dirígete al hangar."""
PrismMultiBossGoto#0,"""Dispositivo de embarque A.I.S activado. Dirígete al hangar en 30 segundos."""
PrismMultiBossGotoExc#0,"""Dispositivo de embarque A.I.S activado. Dirígete al hangar en 30 segundos."""
PrismBootup#0,"""¿Desea activar el dispositivo de embarque A.I.S?"""
PrismMultiBossMessage#0,"""El equipo de embarque de A.I.S esta activado.<br>Después de 30 segundos, los miembros<br>saldran del hangar.<br><br>¿Desea detener el sistema de embarque A.I.S?"""
PrismMultiBossMessageExc#0,"""El equipo de embarque de A.I.S esta activado.<br>Después de 30 segundos, los miembros<br>saldran del hangar.<br><br>¿Desea detener el sistema de embarque A.I.S?"""
PrismMultiBossRemove#0,"""Detener el dispositivo de embarque de A.I.S"""
PrismMultiBossStart#0,"""Prepárate para la batalla. Comienza la secuencia de lanzamiento"""
CypherBossTitle#0,"""Abortar transferencia"""
CypherBossMessage#0,"""La transferencia ha comenzado.<br>Todos los miembros cercanos al dispositivo de transferencia serán transferidos en breve.<br><br>¿Desea cancelar la transferencia?"""
CypherButtonForward#0,"""¿Iniciar dispositivo de transferencia?"""
CypherButtonRemove#0,"""Abortar transferencia"""
CypherInaccessible#0,"""El dispositivo de transferencia no está disponible actualmente.<br><br>Volverá a estar disponible pronto."""
CypherTransferStart#0,"""Dispositivo de transferencia activado. Transfiriendo ahora."""
CypherMultiBossTrans#0,"""Cuenta regresiva completa. Transfiriendo ahora."""
CypherMultiBossGoto#0,"""La transferencia ha comenzado.<br>Dirijase al dispositivo de transferencia inmediatamente."""
CypherMultiBossWakeUp#0,"""¿Iniciar dispositivo de transferencia?"""
CypherMultiBossMessageExc#0,"""La transferencia ha comenzado.<br>Todos los miembros cercanos al dispositivo de transferencia serán transferidos en breve.<br><br>¿Desea cancelar la transferencia?"""
CypherMultiBossRemove#0,"""Abortar transferencia"""
CypherMultiBossMessage#0,"""La transferencia ha comenzado.<br>Todos los miembros cercanos al dispositivo de transferencia serán transferidos en breve.<br><br>¿Desea cancelar la transferencia?"""
CypherMultiBossGotoExc#0,"""La transferencia ha comenzado.<br>Dirijase al dispositivo de transferencia inmediatamente."""
BhMultiBossGoto#0,"""A.I.S. boarding equipment activated. Please head to the bow of the battleship within 30 seconds."""
BhMultiBossGotoExc#0,"""Equipo de abordaje A.I.S. activado. Por favor, diríjase a la proa del acorazado en 30 segundos."""
