MenuTitle#0,"""Exchange Shop"""
item_PADamageUpRiflePA10_4#1,"""Aumenta el daño de<br>Satellite canon"""
item_PADamageUpRiflePA10_5#1,"""Aumenta el daño de<br>Satellite canon"""
item_PADamageUpLauncherPA1_1#1,"""Aumenta el daño de<br>Divine Launcher."""
item_PADamageUpLauncherPA1_2#1,"""Aumenta el daño de<br>Divine Launcher."""
item_PADamageUpLauncherPA1_3#1,"""Aumenta el daño de<br>Divine Launcher."""
item_PADamageUpLauncherPA1_4#1,"""Aumenta el daño de<br>Divine Launcher."""
item_PADamageUpLauncherPA1_5#1,"""Aumenta el daño de<br>Divine Launcher."""
item_PADamageUpLauncherPA2_1#1,"""Aumenta el daño de<br>Concentrate One."""
item_PADamageUpLauncherPA2_2#1,"""Aumenta el daño de<br>Concentrate One."""
item_PADamageUpLauncherPA2_3#1,"""Aumenta el daño de<br>Concentrate One."""
item_PADamageUpLauncherPA2_4#1,"""Aumenta el daño de<br>Concentrate One."""
item_PADamageUpLauncherPA2_5#1,"""Aumenta el daño de<br>Concentrate One."""
item_PADamageUpLauncherPA3_1#1,"""Aumenta el daño de<br>Cluster Bullet."""
item_PADamageUpLauncherPA3_2#1,"""Aumenta el daño de<br>Cluster Bullet."""
item_PADamageUpLauncherPA3_3#1,"""Aumenta el daño de<br>Cluster Bullet."""
item_PADamageUpLauncherPA3_4#1,"""Aumenta el daño de<br>Cluster Bullet."""
item_PADamageUpLauncherPA3_5#1,"""Aumenta el daño de<br>Cluster Bullet."""
item_PADamageUpLauncherPA5_1#1,"""Aumenta el daño de<br>Zero Distance."""
item_PADamageUpLauncherPA5_2#1,"""Aumenta el daño de<br>Zero Distance."""
item_PADamageUpLauncherPA5_3#1,"""Aumenta el daño de<br>Zero Distance."""
item_PADamageUpLauncherPA5_4#1,"""Aumenta el daño de<br>Zero Distance."""
item_PADamageUpLauncherPA5_5#1,"""Aumenta el daño de<br>Zero Distance."""
item_PADamageUpLauncherPA6_1#1,"""Aumenta el daño de<br>Rodeo Drive."""
item_PADamageUpLauncherPA6_2#1,"""Aumenta el daño de<br>Rodeo Drive."""
item_PADamageUpLauncherPA6_3#1,"""Aumenta el daño de<br>Rodeo Drive."""
item_PADamageUpLauncherPA6_4#1,"""Aumenta el daño de<br>Rodeo Drive."""
item_PADamageUpLauncherPA6_5#1,"""Aumenta el daño de<br>Rodeo Drive."""
item_PADamageUpLauncherPA7_1#1,"""Aumenta el daño de<br>Crazy Smash."""
item_PADamageUpLauncherPA7_2#1,"""Aumenta el daño de<br>Crazy Smash."""
item_PADamageUpLauncherPA7_3#1,"""Aumenta el daño de<br>Crazy Smash."""
item_PADamageUpLauncherPA7_4#1,"""Aumenta el daño de<br>Crazy Smash."""
item_PADamageUpLauncherPA7_5#1,"""Aumenta el daño de<br>Crazy Smash."""
item_PADamageUpLauncherPA9_1#1,"""Aumenta el daño de<br>Flame Bullet."""
item_PADamageUpLauncherPA9_2#1,"""Aumenta el daño de<br>Flame Bullet."""
item_PADamageUpLauncherPA9_3#1,"""Aumenta el daño de<br>Flame Bullet."""
item_PADamageUpLauncherPA9_4#1,"""Aumenta el daño de<br>Flame Bullet."""
item_PADamageUpLauncherPA9_5#1,"""Aumenta el daño de<br>Flame Bullet."""
item_PADamageUpLauncherPA10_1#1,"""Aumenta el daño de<br>Cosmos Breaker"""
item_PADamageUpLauncherPA10_2#1,"""Aumenta el daño de<br>Cosmos Breaker"""
item_PADamageUpLauncherPA10_3#1,"""Aumenta el daño de<br>Cosmos Breaker"""
item_PADamageUpLauncherPA10_4#1,"""Aumenta el daño de<br>Cosmos Breaker"""
item_PADamageUpLauncherPA10_5#1,"""Aumenta el daño de<br>Cosmos Breaker"""
item_PADamageUpLauncherPA11_1#1,"""Aumenta el daño de<br>Sphere Eraser."""
item_PADamageUpLauncherPA11_2#1,"""Aumenta el daño de<br>Sphere Eraser."""
item_PADamageUpLauncherPA11_3#1,"""Aumenta el daño de<br>Sphere Eraser."""
item_PADamageUpLauncherPA11_4#1,"""Aumenta el daño de<br>Sphere Eraser."""
item_PADamageUpLauncherPA11_5#1,"""Aumenta el daño de<br>Sphere Eraser."""
item_PPCutLauncherPA11_1#1,"""Reduce costo PP<br>de Sphere Eraser."""
item_PPCutLauncherPA11_2#1,"""Reduce costo PP<br>de Sphere Eraser."""
item_PPCutLauncherPA11_3#1,"""Reduce costo PP<br>de Sphere Eraser."""
item_PPCutLauncherPA11_4#1,"""Reduce costo PP<br>de Sphere Eraser."""
item_PPCutLauncherPA11_5#1,"""Reduce costo PP<br>de Sphere Eraser."""
item_PADamageUpMachinegunPA2_1#1,"""Aumenta el daño de<br>Bullet Squall."""
item_PADamageUpMachinegunPA2_2#1,"""Aumenta el daño de<br>Bullet Squall."""
item_PADamageUpMachinegunPA2_3#1,"""Aumenta el daño de<br>Bullet Squall."""
item_PADamageUpMachinegunPA2_4#1,"""Aumenta el daño de<br>Bullet Squall."""
item_PADamageUpMachinegunPA2_5#1,"""Aumenta el daño de<br>Bullet Squall."""
item_PADamageUpMachinegunPA3_1#1,"""Aumenta el daño de<br>Dead Approach."""
item_PADamageUpMachinegunPA3_2#1,"""Aumenta el daño de<br>Dead Approach."""
item_PADamageUpMachinegunPA3_3#1,"""Aumenta el daño de<br>Dead Approach."""
item_PADamageUpMachinegunPA3_4#1,"""Aumenta el daño de<br>Dead Approach."""
item_PADamageUpMachinegunPA3_5#1,"""Aumenta el daño de<br>Dead Approach."""
item_PADamageUpMachinegunPA4_1#1,"""Aumenta el daño de<br>Messiah Time."""
item_PADamageUpMachinegunPA4_2#1,"""Aumenta el daño de<br>Messiah Time."""
item_PADamageUpMachinegunPA4_3#1,"""Aumenta el daño de<br>Messiah Time."""
item_PADamageUpMachinegunPA4_4#1,"""Aumenta el daño de<br>Messiah Time."""
item_PADamageUpMachinegunPA4_5#1,"""Aumenta el daño de<br>Messiah Time."""
item_PADamageUpMachinegunPA5_1#1,"""Aumenta el daño de<br>Infinite Fire."""
item_PADamageUpMachinegunPA5_2#1,"""Aumenta el daño de<br>Infinite Fire."""
item_PADamageUpMachinegunPA5_3#1,"""Aumenta el daño de<br>Infinite Fire."""
item_PADamageUpMachinegunPA5_4#1,"""Aumenta el daño de<br>Infinite Fire."""
item_PADamageUpMachinegunPA5_5#1,"""Aumenta el daño de<br>Infinite Fire."""
item_PADamageUpMachinegunPA6_1#1,"""Aumenta el daño de<br>Satellite Aim"""
item_PADamageUpMachinegunPA6_2#1,"""Aumenta el daño de<br>Satellite Aim"""
item_PADamageUpMachinegunPA6_3#1,"""Aumenta el daño de<br>Satellite Aim"""
item_PADamageUpMachinegunPA6_4#1,"""Aumenta el daño de<br>Satellite Aim"""
item_PADamageUpMachinegunPA6_5#1,"""Aumenta el daño de<br>Satellite Aim"""
item_PADamageUpMachinegunPA7_1#1,"""Aumenta el daño de<br>Elder Rebellion"""
item_PADamageUpMachinegunPA7_2#1,"""Aumenta el daño de<br>Elder Rebellion"""
item_PADamageUpMachinegunPA7_3#1,"""Aumenta el daño de<br>Elder Rebellion"""
item_PADamageUpMachinegunPA7_4#1,"""Aumenta el daño de<br>Elder Rebellion"""
item_PADamageUpMachinegunPA7_5#1,"""Aumenta el daño de<br>Elder Rebellion"""
item_PADamageUpMachinegunPA9_1#1,"""Aumenta el daño de<br>Heel Stab."""
item_PADamageUpMachinegunPA9_2#1,"""Aumenta el daño de<br>Heel Stab."""
item_PADamageUpMachinegunPA9_3#1,"""Aumenta el daño de<br>Heel Stab."""
item_PADamageUpMachinegunPA9_4#1,"""Aumenta el daño de<br>Heel Stab."""
item_PADamageUpMachinegunPA9_5#1,"""Aumenta el daño de<br>Heel Stab."""
item_PPCutMachinegunPA11_1#1,"""Reduce costo PP<br>de Grim Barrage."""
item_PPCutMachinegunPA11_2#1,"""Reduce costo PP<br>de Grim Barrage."""
item_PPCutMachinegunPA11_3#1,"""Reduce costo PP<br>de Grim Barrage."""
item_PPCutMachinegunPA11_4#1,"""Reduce costo PP<br>de Grim Barrage."""
item_PPCutMachinegunPA11_5#1,"""Reduce costo PP<br>de Grim Barrage."""
item_PADamageUpKatanaPA2_1#1,"""Habilidad no establecida"""
item_PADamageUpKatanaPA2_2#1,"""Habilidad no establecida"""
item_PADamageUpKatanaPA2_3#1,"""Habilidad no establecida"""
item_PADamageUpKatanaPA2_4#1,"""Habilidad no establecida"""
item_PADamageUpKatanaPA2_5#1,"""Habilidad no establecida"""
item_PADamageUpKatanaPA3_1#1,"""Aumenta el daño de<br>Kanran-kikyou."""
item_PADamageUpKatanaPA3_2#1,"""Aumenta el daño de<br>Kanran-kikyou."""
item_PADamageUpKatanaPA3_3#1,"""Aumenta el daño de<br>Kanran-kikyou."""
item_PADamageUpKatanaPA3_4#1,"""Aumenta el daño de<br>Kanran-kikyou."""
item_PADamageUpKatanaPA3_5#1,"""Aumenta el daño de<br>Kanran-kikyou."""
item_PADamageUpKatanaPA4_1#1,"""Aumenta el daño de<br>Sakura-endo."""
item_PADamageUpKatanaPA4_2#1,"""Aumenta el daño de<br>Sakura-endo."""
item_PADamageUpKatanaPA4_3#1,"""Aumenta el daño de<br>Sakura-endo."""
item_PADamageUpKatanaPA4_4#1,"""Aumenta el daño de<br>Sakura-endo."""
item_PADamageUpKatanaPA4_5#1,"""Aumenta el daño de<br>Sakura-endo."""
item_PADamageUpKatanaPA7_1#1,"""Aumenta el daño de<br>Hatou-rindou."""
item_PADamageUpKatanaPA7_2#1,"""Aumenta el daño de<br>Hatou-rindou."""
item_PADamageUpKatanaPA7_3#1,"""Aumenta el daño de<br>Hatou-rindou."""
item_PADamageUpKatanaPA7_4#1,"""Aumenta el daño de<br>Hatou-rindou."""
item_PADamageUpKatanaPA7_5#1,"""Aumenta el daño de<br>Hatou-rindou."""
item_PADamageUpKatanaPA9_1#1,"""Aumenta el daño de<br>Kazan-nadeshiko."""
item_PADamageUpKatanaPA9_2#1,"""Aumenta el daño de<br>Kazan-nadeshiko."""
item_PADamageUpKatanaPA9_3#1,"""Aumenta el daño de<br>Kazan-nadeshiko."""
item_PADamageUpKatanaPA9_4#1,"""Aumenta el daño de<br>Kazan-nadeshiko."""
item_PADamageUpKatanaPA9_5#1,"""Aumenta el daño de<br>Kazan-nadeshiko."""
item_PADamageUpCompoundbowPA1_1#1,"""Aumenta el daño de<br>Master Shot."""
item_PADamageUpCompoundbowPA1_2#1,"""Aumenta el daño de<br>Master Shot."""
item_PADamageUpCompoundbowPA1_3#1,"""Aumenta el daño de<br>Master Shot."""
item_PADamageUpCompoundbowPA1_4#1,"""Aumenta el daño de<br>Master Shot."""
item_PADamageUpCompoundbowPA1_5#1,"""Aumenta el daño de<br>Master Shot."""
item_PADamageUpCompoundbowPA2_1#1,"""Aumenta el daño de<br>Penetrate Arrow."""
item_PADamageUpCompoundbowPA2_2#1,"""Aumenta el daño de<br>Penetrate Arrow."""
item_PADamageUpCompoundbowPA2_3#1,"""Aumenta el daño de<br>Penetrate Arrow."""
item_PADamageUpCompoundbowPA2_4#1,"""Aumenta el daño de<br>Penetrate Arrow."""
item_PADamageUpCompoundbowPA2_5#1,"""Aumenta el daño de<br>Penetrate Arrow."""
item_PADamageUpCompoundbowPA5_1#1,"""Aumenta el daño de<br>Kamikaze Arrow."""
item_PADamageUpCompoundbowPA5_2#1,"""Aumenta el daño de<br>Kamikaze Arrow."""
item_PADamageUpCompoundbowPA5_3#1,"""Aumenta el daño de<br>Kamikaze Arrow."""
item_PADamageUpCompoundbowPA5_4#1,"""Aumenta el daño de<br>Kamikaze Arrow."""
item_PADamageUpCompoundbowPA5_5#1,"""Aumenta el daño de<br>Kamikaze Arrow."""
item_PADamageUpCompoundbowPA7_1#1,"""Aumenta el daño de<br>Final Nemesis."""
item_PADamageUpCompoundbowPA7_2#1,"""Aumenta el daño de<br>Final Nemesis."""
item_PADamageUpCompoundbowPA7_3#1,"""Aumenta el daño de<br>Final Nemesis."""
item_PADamageUpCompoundbowPA7_4#1,"""Aumenta el daño de<br>Final Nemesis."""
item_PADamageUpCompoundbowPA7_5#1,"""Aumenta el daño de<br>Final Nemesis."""
item_PADamageUpCompoundbowPA8_1#1,"""Aumenta el daño de<br>Tritt Shooter."""
item_PADamageUpCompoundbowPA8_2#1,"""Aumenta el daño de<br>Tritt Shooter."""
item_PADamageUpCompoundbowPA8_3#1,"""Aumenta el daño de<br>Tritt Shooter."""
item_PADamageUpCompoundbowPA8_4#1,"""Aumenta el daño de<br>Tritt Shooter."""
item_PADamageUpCompoundbowPA8_5#1,"""Aumenta el daño de<br>Tritt Shooter."""
item_PPCutCompoundbowPA11_1#1,"""Reduce el costo<br>de PP para<br>Chase Arrow."""
item_PPCutCompoundbowPA11_2#1,"""Reduce el costo<br>de PP para<br>Chase Arrow."""
item_PPCutCompoundbowPA11_3#1,"""Reduce el costo<br>de PP para<br>Chase Arrow."""
item_PPCutCompoundbowPA11_4#1,"""Reduce el costo<br>de PP para<br>Chase Arrow."""
item_PPCutCompoundbowPA11_5#1,"""Reduce el costo<br>de PP para<br>Chase Arrow."""
item_PADamageUpJetbootsPA1_1#1,"""Aumenta el daño de<br>Strike Gust."""
item_PADamageUpJetbootsPA1_2#1,"""Aumenta el daño de<br>Strike Gust."""
item_PADamageUpJetbootsPA1_3#1,"""Aumenta el daño de<br>Strike Gust."""
item_PADamageUpJetbootsPA1_4#1,"""Aumenta el daño de<br>Strike Gust."""
item_PADamageUpJetbootsPA1_5#1,"""Aumenta el daño de<br>Strike Gust."""
item_PADamageUpJetbootsPA2_1#1,"""Aumenta el daño de<br>Gran Wave."""
item_PADamageUpJetbootsPA2_2#1,"""Aumenta el daño de<br>Gran Wave."""
item_PADamageUpJetbootsPA2_3#1,"""Aumenta el daño de<br>Gran Wave."""
item_PADamageUpJetbootsPA2_4#1,"""Aumenta el daño de<br>Gran Wave."""
item_PADamageUpJetbootsPA2_5#1,"""Aumenta el daño de<br>Gran Wave."""
item_PADamageUpJetbootsPA3_1#1,"""Aumenta el daño de<br>Moment Gale."""
item_PADamageUpJetbootsPA3_2#1,"""Aumenta el daño de<br>Moment Gale."""
item_PADamageUpJetbootsPA3_3#1,"""Aumenta el daño de<br>Moment Gale."""
item_PADamageUpJetbootsPA3_4#1,"""Aumenta el daño de<br>Moment Gale."""
item_PADamageUpJetbootsPA3_5#1,"""Aumenta el daño de<br>Moment Gale."""
item_PADamageUpDbladePA1_1#1,"""Aumenta el daño de<br>Distraction Wing."""
item_PADamageUpDbladePA1_2#1,"""Aumenta el daño de<br>Distraction Wing."""
item_PADamageUpDbladePA1_3#1,"""Aumenta el daño de<br>Distraction Wing."""
item_PADamageUpDbladePA1_4#1,"""Aumenta el daño de<br>Distraction Wing."""
item_PADamageUpDbladePA1_5#1,"""Aumenta el daño de<br>Distraction Wing."""
item_PADamageUpDbladePA2_1#1,"""Aumenta el daño de<br>Dispersión Shrike."""
item_PADamageUpDbladePA2_2#1,"""Aumenta el daño de<br>Dispersión Shrike."""
item_PADamageUpDbladePA2_3#1,"""Aumenta el daño de<br>Dispersión Shrike."""
item_PADamageUpDbladePA2_4#1,"""Aumenta el daño de<br>Dispersión Shrike."""
item_PADamageUpDbladePA2_5#1,"""Aumenta el daño de<br>Dispersión Shrike."""
item_PADamageUpDbladePA3_1#1,"""Aumenta el daño de<br>Heavenly Kite."""
item_PADamageUpDbladePA3_2#1,"""Aumenta el daño de<br>Heavenly Kite."""
item_PADamageUpDbladePA3_3#1,"""Aumenta el daño de<br>Heavenly Kite."""
item_PADamageUpDbladePA3_4#1,"""Aumenta el daño de<br>Heavenly Kite."""
item_PADamageUpDbladePA3_5#1,"""Aumenta el daño de<br>Heavenly Kite."""
item_PADamageUpDbladePA4_1#1,"""Aumenta el daño de<br>Justice Crow."""
item_PADamageUpDbladePA4_2#1,"""Aumenta el daño de<br>Justice Crow."""
item_PADamageUpDbladePA4_3#1,"""Aumenta el daño de<br>Justice Crow."""
item_PADamageUpDbladePA4_4#1,"""Aumenta el daño de<br>Justice Crow."""
item_PADamageUpDbladePA4_5#1,"""Aumenta el daño de<br>Justice Crow."""
item_PADamageUpDbladePA5_1#1,"""Aumenta el daño de<br>Starling Fall."""
item_PADamageUpDbladePA5_2#1,"""Aumenta el daño de<br>Starling Fall."""
item_PADamageUpDbladePA5_3#1,"""Aumenta el daño de<br>Starling Fall."""
item_PADamageUpDbladePA5_4#1,"""Aumenta el daño de<br>Starling Fall."""
item_PADamageUpDbladePA5_5#1,"""Aumenta el daño de<br>Starling Fall."""
item_PADamageUpDbladePA6_1#1,"""Aumenta el daño de<br>Kestrel Rampage."""
item_PADamageUpDbladePA6_2#1,"""Aumenta el daño de<br>Kestrel Rampage."""
item_PADamageUpDbladePA6_3#1,"""Aumenta el daño de<br>Kestrel Rampage."""
item_PADamageUpDbladePA6_4#1,"""Aumenta el daño de<br>Kestrel Rampage."""
item_PADamageUpDbladePA6_5#1,"""Aumenta el daño de<br>Kestrel Rampage."""
item_DamageUpProbability_1#1,"""Potencial sin establecer_116"""
item_DamageUpProbability_2#1,"""Potencial sin establecer_117"""
item_DamageUpProbability_3#1,"""Potencial sin establecer_118"""
item_DamageUpProbability_4#1,"""Potencial sin establecer_119"""
item_DamageUpProbability_5#1,"""Potencial sin establecer_120"""
item_DamageDrain_1#1,"""Absorber HP en un<br>porcentaje fijo cuan-<br>do recibes daño"""
item_DamageDrain_2#1,"""Absorber HP en un<br>porcentaje fijo cuan-<br>do recibes daño"""
item_DamageDrain_3#1,"""Absorber HP en un<br>porcentaje fijo cuan-<br>do recibes daño"""
item_DamageDrain_4#1,"""Absorber HP en un<br>porcentaje fijo cuan-<br>do recibes daño"""
item_DamageDrain_5#1,"""Absorber HP en un<br>porcentaje fijo cuan-<br>do recibes daño"""
item_DamageInvalidStrike_1#1,"""Potencial sin establecer_126"""
item_DamageInvalidStrike_2#1,"""Potencial sin establecer_127"""
item_DamageInvalidStrike_3#1,"""Potencial sin establecer_128"""
item_DamageInvalidStrike_4#1,"""Potencial sin establecer_129"""
item_DamageInvalidStrike_5#1,"""Potencial sin establecer_130"""
item_DamageInvalidFirearm_1#1,"""Potencial sin establecer_131"""
item_DamageInvalidFirearm_2#1,"""Potencial sin establecer_132"""
item_DamageInvalidFirearm_3#1,"""Potencial sin establecer_133"""
item_DamageInvalidFirearm_4#1,"""Potencial sin establecer_134"""
item_DamageInvalidFirearm_5#1,"""Potencial sin establecer_135"""
item_DamageInvalidTechnic_1#1,"""Potencial sin establecer_136"""
item_DamageInvalidTechnic_2#1,"""Potencial sin establecer_137"""
item_DamageInvalidTechnic_3#1,"""Potencial sin establecer_138"""
item_DamageInvalidTechnic_4#1,"""Potencial sin establecer_139"""
item_DamageInvalidTechnic_5#1,"""Potencial sin establecer_140"""
item_DamageInvalidAll_1#1,"""Potencial sin establecer_141"""
item_DamageInvalidAll_2#1,"""Potencial sin establecer_142"""
item_DamageInvalidAll_3#1,"""Potencial sin establecer_143"""
item_DamageInvalidAll_4#1,"""Potencial sin establecer_144"""
item_DamageInvalidAll_5#1,"""Potencial sin establecer_145"""
item_SaveUpperTrap_1#1,"""Reduce tiempo<br>de reutilización<br>con trampas."""
item_SaveUpperTrap_2#1,"""Reduce tiempo<br>de reutilización<br>con trampas."""
item_SaveUpperTrap_3#1,"""Reduce tiempo<br>de reutilización<br>con trampas."""
item_SaveUpperTrap_4#1,"""Reduce tiempo<br>de reutilización<br>con trampas."""
item_SaveUpperTrap_5#1,"""Reduce tiempo<br>de reutilización<br>con trampas."""
item_SavePoisonTrap_1#1,"""Potencial sin establecer_151"""
item_SavePoisonTrap_2#1,"""Potencial sin establecer_152"""
item_SavePoisonTrap_3#1,"""Potencial sin establecer_153"""
item_SavePoisonTrap_4#1,"""Potencial sin establecer_154"""
item_SavePoisonTrap_5#1,"""Potencial sin establecer_155"""
item_SaveStanGrenade_1#1,"""Potencial sin establecer_156"""
item_SaveStanGrenade_2#1,"""Potencial sin establecer_157"""
item_SaveStanGrenade_3#1,"""Potencial sin establecer_158"""
item_SaveStanGrenade_4#1,"""Potencial sin establecer_159"""
item_SaveStanGrenade_5#1,"""Potencial sin establecer_160"""
item_JustGuardStan_1#1,"""Potencial sin establecer_161"""
item_JustGuardStan_2#1,"""Potencial sin establecer_162"""
item_JustGuardStan_3#1,"""Potencial sin establecer_163"""
item_JustGuardStan_4#1,"""Potencial sin establecer_164"""
item_JustGuardStan_5#1,"""Potencial sin establecer_165"""
item_JustAttackStan_1#1,"""Puedes aturdir<br>al efectuar un<br>just attack."""
item_JustAttackStan_2#1,"""Puedes aturdir<br>al efectuar un<br>just attack."""
item_JustAttackStan_3#1,"""Puedes aturdir<br>al efectuar un<br>just attack."""
item_JustAttackStan_4#1,"""Puedes aturdir<br>al efectuar un<br>just attack."""
item_JustAttackStan_5#1,"""Puedes aturdir<br>al efectuar un<br>just attack."""
item_MagTAProb_1#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagTAProb_2#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagTAProb_3#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagTAProb_4#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagTAProb_5#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagAAShort_1#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagAAShort_2#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagAAShort_3#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagAAShort_4#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagAAShort_5#1,"""Reduce el intervalo<br>entre los trigger<br>actions del MAG."""
item_MagAAUp_1#1,"""Potencial sin establecer_181"""
item_MagAAUp_2#1,"""Potencial sin establecer_182"""
item_MagAAUp_3#1,"""Potencial sin establecer_183"""
item_MagAAUp_4#1,"""Potencial sin establecer_184"""
item_MagAAUp_5#1,"""Potencial sin establecer_185"""
item_PPSlayer1_1#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_PPSlayer1_2#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_PPSlayer1_3#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_PPSlayer1_4#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_PPSlayer1_5#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_PPSlayer2_1#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_PPSlayer2_2#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_PPSlayer2_3#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_PPSlayer2_4#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_PPSlayer2_5#1,"""Aumenta el S-ATK y<br>R-ATK cuando el<br>PP es de 50% o -."""
item_JustGuardDamageUp_1#1,"""Aumenta el daño de<br>Just Guard-based attacks."""
item_JustGuardDamageUp_2#1,"""Aumenta el daño de<br>Just Guard-based attacks."""
item_JustGuardDamageUp_3#1,"""Aumenta el daño de<br>Just Guard-based attacks."""
item_JustGuardDamageUp_4#1,"""Aumenta el daño de<br>Just Guard-based attacks."""
item_JustGuardDamageUp_5#1,"""Aumenta el daño de<br>Just Guard-based attacks."""
item_CriticalAbnormalUp_1#1,"""Potencial sin establecer_191"""
item_CriticalAbnormalUp_2#1,"""Potencial sin establecer_192"""
item_CriticalAbnormalUp_3#1,"""Potencial sin establecer_193"""
item_CriticalAbnormalUp_4#1,"""Potencial sin establecer_194"""
item_CriticalAbnormalUp_5#1,"""Potencial sin establecer_195"""
item_JustAttackAbnormalUp_1#1,"""Potencial sin establecer_196"""
item_JustAttackAbnormalUp_2#1,"""Potencial sin establecer_197"""
item_JustAttackAbnormalUp_3#1,"""Potencial sin establecer_198"""
item_JustAttackAbnormalUp_4#1,"""Potencial sin establecer_199"""
item_JustAttackAbnormalUp_5#1,"""Potencial sin establecer_200"""
item_GearPointAmplifier_1#1,"""Aumenta la velocidad<br>de acumulación<br>de los engranajes"""
item_GearPointAmplifier_2#1,"""Aumenta la velocidad<br>de acumulación<br>de los engranajes"""
item_GearPointAmplifier_3#1,"""Aumenta la velocidad<br>de acumulación<br>de los engranajes"""
item_GearPointAmplifier_4#1,"""Aumenta la velocidad<br>de acumulación<br>de los engranajes"""
item_GearPointAmplifier_5#1,"""Aumenta la velocidad<br>de acumulación<br>de los engranajes"""
item_WeatherDamageUpFine_1#1,"""Aumenta el daño<br>durante clear weather."""
item_WeatherDamageUpFine_2#1,"""Aumenta el daño<br>durante clear weather."""
item_WeatherDamageUpFine_3#1,"""Aumenta el daño<br>durante clear weather."""
item_WeatherDamageUpFine_4#1,"""Aumenta el daño<br>durante clear weather."""
item_WeatherDamageUpFine_5#1,"""Aumenta el daño<br>durante clear weather."""
item_WeatherDamageUpAurora_1#1,"""Aumenta el daño en<br>el área de Tundra<br>durante una Aurora."""
item_WeatherDamageUpAurora_2#1,"""Aumenta el daño en<br>el área de Tundra<br>durante una Aurora."""
item_WeatherDamageUpAurora_3#1,"""Aumenta el daño en<br>el área de Tundra<br>durante una Aurora."""
item_WeatherDamageUpAurora_4#1,"""Aumenta el daño en<br>el área de Tundra<br>durante una Aurora."""
item_WeatherDamageUpAurora_5#1,"""Aumenta el daño en<br>el área de Tundra<br>durante una Aurora."""
item_WeatherDamageUpMeteor_1#1,"""Aumenta el daño Aumenta el daño en<br>el Desierto durante<br>una lluvia meteoros."""
item_WeatherDamageUpMeteor_2#1,"""Aumenta el daño Aumenta el daño en<br>el Desierto durante<br>una lluvia meteoros."""
item_WeatherDamageUpMeteor_3#1,"""Aumenta el daño Aumenta el daño en<br>el Desierto durante<br>una lluvia meteoros."""
item_WeatherDamageUpMeteor_4#1,"""Aumenta el daño Aumenta el daño en<br>el Desierto durante<br>una lluvia meteoros."""
item_WeatherDamageUpMeteor_5#1,"""Aumenta el daño Aumenta el daño en<br>el Desierto durante<br>una lluvia meteoros."""
item_WeatherDamageUpIdeograph_1#1,"""Aumenta el daño in<br>Shironia during special<br>weather. Highest bonus<br>during black & white<br>characters."""
item_WeatherDamageUpIdeograph_2#1,"""Aumenta el daño in<br>Shironia during special<br>weather. Highest bonus<br>during black & white<br>characters."""
item_WeatherDamageUpIdeograph_3#1,"""Aumenta el daño in<br>Shironia during special<br>weather. Highest bonus<br>during black & white<br>characters."""
item_WeatherDamageUpIdeograph_4#1,"""Aumenta el daño in<br>Shironia during special<br>weather. Highest bonus<br>during black & white<br>characters."""
item_WeatherDamageUpIdeograph_5#1,"""Aumenta el daño in<br>Shironia during special<br>weather. Highest bonus<br>during black & white<br>characters."""
item_BurningHearts_1#1,"""Eficaz para apagar<br>las llamas de los<br>incendios."""
item_BurningHearts_2#1,"""Eficaz para apagar<br>las llamas de los<br>incendios."""
item_BurningHearts_3#1,"""Protege las vidas<br>y las esperanzas<br>de todos ...<br>...defiende su futuro."""
item_BurningHearts_4#1,"""Eficaz para apagar<br>las llamas de los<br>incendios."""
item_BurningHearts_5#1,"""Eficaz para apagar<br>las llamas de los<br>incendios."""
item_SacrificeUP_1#1,"""Durante Guard Stance,<br>Restaura HP cuando<br>los enemigos mueren<br>dentro de un cierto<br>radio"""
item_SacrificeUP_2#1,"""Durante Guard Stance,<br>Restaura HP cuando<br>los enemigos mueren<br>dentro de un cierto<br>radio"""
