PartyJoin#0,"""/toge /ci2 1 ผมจะพยายามครับ!"""
CondBurn#20,"""อ๊ากก...!"""
CondShock#20,"""อั้ก..."""
CondPoison#20,"""ได้ไง..."""
CondPanic#20,"""อ๊าก..."""
CondStan#20,"""กรอด...!"""
CondMirage#20,"""อึก...!"""
CondInjury#20,"""อั้ก"""
Die#20,"""ฉันขอถอยก่อนล่ะ"""
ThankHeal#20,"""ฟู่ ขอบใจสำหรับสิ่งนี้นะ"""
ThankBuff#20,"""ต้องขอบคุณนายจริงๆ"""
ThankCure#20,"""ขอบใจที่ช่วยนะ"""
DefeatEnemy#20,"""แก้ปัญหาเรียบร้อย"""
LevelUp#20,"""อะไรนะ? นายยังแข็งแกร่งขึ้นได้อีกงั้นเหรอ?"""
InvokeSkill1#20,"""กินนี่ซะ!"""
InvokeSkill2#20,"""ย้าาา!"""
InvokeSkill3#20,"""มีอะไรจะสั่งเสียไหม?"""
PBFull#20,"""ฉันพร้อมที่จะปลดปล่อยแล้ว"""
PBRelease#20,"""รับนี่ไป!"""
Avoid#20,"""...โฮ่!"""
HealSelf#11,"""ค่อยดีขึ้นหน่อย"""
BuffSelf#11,"""กันไว้ดีกว่าแก้ล่ะนะ"""
HealOther#20,"""นี่จะช่วยให้นายลุยต่อได้"""
BuffOther#20,"""ใช้ให้เป็นประโยชน์ล่ะ"""
ItemRare#20,"""โชคเข้าข้างนายแฮะ ใช่ไหมล่ะ?"""
DamageSmall#20,"""อั้ก!"""
DamageMiddle#20,"""อึก!"""
DamageLarge#20,"""อือ!"""
MemberDamaged#20,"""เฮ้ นายไม่เป็นไรนะ?"""
MemberDead#20,"""ไม่นะ... เกิดอะไรขึ้น...?"""
Resurrect#20,"""ฉันแก่เกินไปสำหรับเรื่องพวกนี้แล้ว..."""
PartyJoin#29,"""ให้ฉันดูหน่อยสิว่านายมีดีอะไรบ้าง"""
DestroyEnemy1#21,"""ยอดเยี่ยม"""
DestroyEnemy2#21,"""แสดงฝีมือได้ดี!"""
DestroyEnemy3#21,"""ผลงานดีนี่"""
CondFreeze#21,"""ช่างหนาวเหน็บอะไรเช่นนี้...!"""
CondBurn#21,"""อั้ก เปลวเพลิง!"""
CondShock#21,"""อา ขยับแขนไม่ได้เลย..."""
CondPoison#21,"""ฉัน... รู้สึกไม่ค่อยดีเลย..."""
CondPanic#21,"""อะไรนะ?! นี่มันหมายความว่ายังไง?"""
CondStan#21,"""รู้สึกทรงตัวไม่อยู่...!"""
CondMirage#21,"""ตาฝาดไปแน่ๆ เลย..."""
CondInjury#21,"""อึก... ลางไม่ดีซะแล้ว..."""
Die#21,"""ฉันคงไปต่อไม่ไหวแล้วล่ะ"""
ThankHeal#21,"""สดชื่นขึ้นเยอะเลย!"""
ThankBuff#21,"""แหม ช่างเป็นพลังที่ทรงอานุภาพอะไรเช่นนี้"""
ThankCure#21,"""ฉันหายดีแล้ว!"""
DefeatEnemy#21,"""...แล้วก็ไปตัวต่อไปกันเลย"""
LevelUp#21,"""โอ้โห ยังมีศักยภาพซ่อนอยู่อีกงั้นหรือ"""
InvokeSkill1#21,"""ฮ้าาา!"""
InvokeSkill2#21,"""เสร็จฉันล่ะ!"""
InvokeSkill3#21,"""แบบนี้เป็นไงล่ะ?"""
PBFull#21,"""นี่จะเป็นสิ่งที่น่าตื่นตาตื่นใจแน่"""
PBRelease#21,"""จะไม่มีอะไรเหลือรอดจากการโจมตีนี้ไปได้"""
Avoid#21,"""โอ้ ให้ตายสิ...!"""
HealSelf#12,"""ฉันควรจะรักษาแผลตัวเองซะหน่อย"""
BuffSelf#12,"""ถึงเวลาต้องออกแรงสักหน่อยแล้ว"""
HealOther#21,"""ยังมีแรงสู้ต่อไหม?"""
BuffOther#21,"""มาใช้ประโยชน์จากสิ่งนี้กันเถอะ"""
ItemRare#21,"""โฮ่ อิจฉาจังเลยนะ..."""
DamageSmall#21,"""อั้ก!"""
DamageMiddle#21,"""อึก!"""
DamageLarge#21,"""อ้าก"""
MemberDamaged#21,"""คราวหน้าก็ระวังตัวให้มากกว่านี้หน่อยสิ"""
MemberDead#21,"""อั้ก บ้าที่สุด..."""
Resurrect#21,"""ต้องขอขอบคุณเลยนะ"""
PartyJoin#30,"""ฉันจะคอยดูนะว่านายมีดีอะไรบ้าง"""
DestroyEnemy1#22,"""เยี่ยม!"""
DestroyEnemy2#22,"""ดูดีเลยนี่"""
DestroyEnemy3#22,"""สุดยอด!"""
CondFreeze#22,"""หะ-หนาวจัง...!"""
CondBurn#22,"""โอ๊ย ร้อนๆๆ!"""
CondShock#22,"""มะ-มันชาไปหมด...!"""
CondPoison#22,"""แหวะ..."""
CondPanic#22,"""ว้าว ว้าว ว้าว..."""
CondStan#22,"""อะ-อั้ก..."""
CondMirage#22,"""กะ-การเล็งของฉัน..."""
CondInjury#22,"""โอ๊ย!"""
Die#22,"""ขอโทษนะ... ทุกคน..."""
ThankHeal#22,"""ขอบคุณ!"""
ThankBuff#22,"""นี่ต้องช่วยได้แน่!"""
ThankCure#22,"""ขอบคุณ!"""
DefeatEnemy#22,"""เยี่ยม!"""
LevelUp#22,"""ยินดีด้วย! นายแข็งแกร่งขึ้นอีกแล้วนะ!"""
InvokeSkill1#22,"""ฮ้าาา!"""
InvokeSkill2#22,"""ตรงนั้นแหละ!"""
InvokeSkill3#22,"""เสร็จฉันล่ะ!"""
TechFire#14,"""ฮ้าาา!"""
TechIce#14,"""ย่ะ!"""
TechThunder#14,"""ย้าาา!"""
TechWind#14,"""ย่าห์!"""
TechLight#14,"""ฮร้าก!"""
TechDark#14,"""ต่าห์!"""
PBFull#22,"""เอาล่ะ พร้อมแล้ว!"""
PBRelease#22,"""ฉันไม่ยอมแพ้หรอก!"""
Avoid#22,"""ฮึบ...!"""
HealSelf#13,"""ต้องฮีลแล้ว!"""
BuffSelf#13,"""ต้องได้ผลแน่!"""
HealOther#22,"""เป็นอะไรไหม? ให้ฉันรักษาให้นะ"""
BuffOther#22,"""โอเค รับไป!"""
HP30#16,"""แกต้องทำได้ดีกว่านี้สิ...!"""
HP10#16,"""ต้องรีบทำอะไรสักอย่างแล้ว..."""
ItemRare#22,"""โอ้ เจอของดีแฮะ!"""
DamageSmall#22,"""โอ๊ย!"""
DamageMiddle#22,"""อั้ก!"""
DamageLarge#22,"""เหวอ!"""
MemberDamaged#22,"""ไม่เป็นไรใช่ไหม?!"""
MemberDead#22,"""หา?! ไม่นะ...!"""
Resurrect#22,"""ฉันยังไม่จบแค่นี้หรอก!"""
PartyJoin#31,"""สวัสดี!"""
DestroyEnemy1#23,"""เยี่ยมไปเลย!"""
DestroyEnemy2#23,"""ดูดีนี่นา"""
DestroyEnemy3#23,"""สุดยอด!"""
CondFreeze#23,"""หะ..หนาวจัง...!"""
CondBurn#23,"""โอ๊ย ร้อนๆๆ!"""
CondShock#23,"""มะ..มันชาไปหมด...!"""
CondPoison#23,"""แหวะ..."""
CondPanic#23,"""เหวอๆๆ..."""
CondStan#23,"""อั่ก..."""
CondMirage#23,"""ปะ..เป้าเล็งฉัน..."""
CondInjury#23,"""โอ๊ย!"""
Die#23,"""ขอโทษนะ... ทุกคน..."""
ThankHeal#23,"""ขอบใจนะ!"""
ThankBuff#23,"""ช่วยได้เยอะเลย!"""
ThankCure#23,"""ขอบใจนะ!"""
DefeatEnemy#23,"""เยี่ยม!"""
LevelUp#23,"""ยินดีด้วย! แข็งแกร่งขึ้นอีกแล้วนะ!"""
InvokeSkill1#23,"""ฮ่าาาห์!"""
InvokeSkill2#23,"""ตรงนั้นแหละ!"""
InvokeSkill3#23,"""เสร็จฉันล่ะ!"""
TechFire#15,"""ย่าาาห์!"""
TechIce#15,"""ฮย่าห์!"""
TechThunder#15,"""ย่าาาห์!"""
TechWind#15,"""ย่าห์!"""
TechLight#15,"""ฮร่าาาห์!"""
TechDark#15,"""ต่าห์!"""
PBFull#23,"""เอาล่ะ พร้อมแล้ว!"""
PBRelease#23,"""ฉันไม่ยอมแพ้หรอก!"""
Avoid#23,"""ฮึบ...!"""
HealSelf#14,"""ต้องฟื้นฟูแล้ว!"""
BuffSelf#14,"""แบบนี้ต้องเวิร์กแน่!"""
HealOther#23,"""เป็นอะไรไหม? ให้ฉันช่วยรักษานะ"""
BuffOther#23,"""โอเค รับนี่ไป!"""
HP30#17,"""แกต้องทำให้ได้ดีกว่านี้นะ...!"""
HP10#17,"""ต้องรีบทำอะไรสักอย่างแล้ว..."""
ItemRare#23,"""โอ้ เจอของดีนี่นา!"""
DamageSmall#23,"""โอ๊ย!"""
DamageMiddle#23,"""อั่ก!"""
DamageLarge#23,"""เหวอ!"""
MemberDamaged#23,"""ไม่เป็นไรใช่ไหม?!"""
MemberDead#23,"""เอ๊ะ?! แย่แล้ว...!"""
Resurrect#23,"""ฉันยังไม่จบแค่นี้หรอก!"""
PartyJoin#32,"""ดีจ้า!"""
DestroyEnemy1#24,"""ฝีมือไม่เบานี่นา!"""
DestroyEnemy2#24,"""ทักษะยอดเยี่ยมไปเลย!"""
DestroyEnemy3#24,"""คราวหน้าเรามาแข่งกันหน่อยดีกว่า!"""
Die#24,"""โทษที! ที่เหลือฝากด้วยนะ!"""
ThankHeal#24,"""ขอบใจ!"""
ThankBuff#24,"""ขอบคุณนะ!"""
DefeatEnemy#24,"""ทุกคนปลอดภัยนะ? เยี่ยม!"""
LevelUp#24,"""เดี๋ยวฉันจะตามนายไปติดๆ เลย"""
InvokeSkill1#24,"""รับนี่ไป!!"""
InvokeSkill2#24,"""ฉันยังไม่จบแค่นี้หรอก!"""
InvokeSkill3#24,"""คิดว่าจะยอมงั้นเหรอ?!"""
PBFull#24,"""โทษทีที่ให้รอนะ! ปล่อยให้เป็นหน้าที่ฉันเอง!"""
PBRelease#24,"""นี่คือพลังทั้งหมดของฉันนนน!!!"""
Avoid#24,"""เหวอ!"""
HealSelf#15,"""ฉันต้องระวังตัวให้มากกว่านี้"""
BuffSelf#15,"""เอาล่ะ!"""
HealOther#24,"""มานี่ เดี๋ยวปฐมพยาบาลให้!"""
BuffOther#24,"""ใช้นี่ซะ!"""
ItemRare#24,"""โอ้ เจอของแรร์เข้าแล้วสิ!"""
DamageSmall#24,"""อั่ก!"""
DamageMiddle#24,"""ชิ...!"""
DamageLarge#24,"""อ๊าก!"""
MemberDamaged#24,"""เฮ้ ตรงนั้นโอเคไหม?!"""
MemberDead#24,"""ฉันปล่อยให้เรื่องแบบนี้เกิดขึ้นได้ไง...?!"""
Resurrect#24,"""คราวหน้าฉันจะเป็นคนช่วยนายเอง!"""
PartyJoin#33,"""ฉันมาแล้ว! พึ่งพาฉันได้เลย!"""
DestroyEnemy1#25,"""ฝีมือไม่เบานี่นา!"""
DestroyEnemy2#25,"""ทักษะยอดเยี่ยมไปเลย!"""
DestroyEnemy3#25,"""คราวหน้าเรามาแข่งกันหน่อยดีกว่า!"""
Die#25,"""โทษที! ที่เหลือฝากด้วยนะ!"""
ThankHeal#25,"""ขอบใจ!"""
ThankBuff#25,"""ขอบคุณนะ!"""
DefeatEnemy#25,"""ทุกคนปลอดภัยนะ? เยี่ยม!"""
LevelUp#25,"""เดี๋ยวฉันจะตามนายไปติดๆ เลย"""
InvokeSkill1#25,"""รับนี่ไป!!"""
InvokeSkill2#25,"""ฉันยังไม่จบแค่นี้หรอก!"""
InvokeSkill3#25,"""คิดว่าจะยอมงั้นเหรอ?!"""
PBFull#25,"""โทษทีที่ให้รอนะ! ปล่อยให้เป็นหน้าที่ฉันเอง!"""
PBRelease#25,"""นี่คือพลังทั้งหมดของฉันนนน!!!"""
Avoid#25,"""เหวอ!"""
HealSelf#16,"""ฉันต้องระวังตัวให้มากกว่านี้"""
BuffSelf#16,"""เอาล่ะ!"""
HealOther#25,"""มานี่ เดี๋ยวปฐมพยาบาลให้!"""
BuffOther#25,"""ใช้นี่ซะ!"""
ItemRare#25,"""โอ้ เจอของแรร์เข้าแล้วสิ!"""
DamageSmall#25,"""อั่ก!"""
DamageMiddle#25,"""ชิ...!"""
DamageLarge#25,"""อ๊าก!"""
MemberDamaged#25,"""เฮ้ ตรงนั้นโอเคไหม?!"""
MemberDead#25,"""ฉันปล่อยให้เรื่องแบบนี้เกิดขึ้นได้ไง...?!"""
Resurrect#25,"""คราวหน้าฉันจะเป็นคนช่วยนายเอง!"""
PartyJoin#34,"""ฉันมาแล้ว! พึ่งพาฉันได้เลย!"""
DestroyEnemy1#26,"""ดูนายสิ ไม่เบาเลย"""
DestroyEnemy2#26,"""เคลื่อนไหวได้ดีนี่"""
DestroyEnemy3#26,"""แบบนั้นแหละที่ฉันต้องการ"""
Die#26,"""...พลาดได้ไงเนี่ย..."""
ThankHeal#26,"""อ่า นายเจ๋งสุดไปเลย"""
ThankBuff#26,"""ขอบใจ"""
DefeatEnemy#26,"""...อืม ก็กะไว้แล้วล่ะ"""
LevelUp#26,"""นี่ นายเก่งขึ้นนะเนี่ย"""
InvokeSkill1#26,"""ฉันไม่ยอมหรอกน่า!"""
InvokeSkill2#26,"""กินนี่ซะ!"""
InvokeSkill3#26,"""ปิดฉากล่ะนะ!"""
PBFull#26,"""เอาล่ะ ลุยกันเลย!"""
PBRelease#26,"""จะทำยังไงต่อล่ะ? แกหนีไปไหนไม่ได้อีกแล้ว"""
Avoid#26,"""ชิ...!"""
HealSelf#17,"""กลับมาเหมือนใหม่เลย"""
BuffSelf#17,"""เอาล่ะ"""
HealOther#26,"""รอก่อน เดี๋ยวรักษาให้"""
BuffOther#26,"""ฉันจะสนับสนุนนายเอง"""
ItemRare#26,"""โอ้ นั่นอะไรน่ะ?"""
DamageSmall#26,"""อั่ก!"""
DamageMiddle#26,"""อั่ก...!"""
DamageLarge#26,"""อึก!"""
MemberDamaged#26,"""ไม่เป็นไรใช่ไหม?!"""
MemberDead#26,"""เฮ้...! ทำใจดีๆ ไว้!"""
Resurrect#26,"""คราวหน้าฉันจะไม่แพ้"""
PartyJoin#35,"""ฉันจะเข้าร่วมด้วย"""
DestroyEnemy1#27,"""ดูนายสิ ไม่เบาเลย"""
DestroyEnemy2#27,"""เคลื่อนไหวได้ดีนี่"""
DestroyEnemy3#27,"""แบบนั้นแหละที่ฉันต้องการ"""
Die#27,"""...พลาดได้ไงเนี่ย..."""
ThankHeal#27,"""อ่า นายเจ๋งสุดไปเลย"""
ThankBuff#27,"""ขอบใจ"""
DefeatEnemy#27,"""...อืม ก็กะไว้แล้วล่ะ"""
LevelUp#27,"""นี่ นายเก่งขึ้นนะเนี่ย"""
InvokeSkill1#27,"""ฉันไม่ยอมหรอกน่า!"""
InvokeSkill2#27,"""กินนี่ซะ!"""
InvokeSkill3#27,"""ปิดฉากล่ะนะ!"""
PBFull#27,"""เอาล่ะ ลุยกันเลย!"""
PBRelease#27,"""จะทำยังไงต่อล่ะ? แกหนีไปไหนไม่ได้อีกแล้ว"""
Avoid#27,"""ชิ...!"""
HealSelf#18,"""กลับมาเหมือนใหม่เลย"""
BuffSelf#18,"""เอาล่ะ"""
HealOther#27,"""รอก่อน เดี๋ยวรักษาให้"""
BuffOther#27,"""ฉันจะสนับสนุนนายเอง"""
ItemRare#27,"""โอ้ นั่นอะไรน่ะ?"""
DamageSmall#27,"""อั่ก!"""
DamageMiddle#27,"""อั่ก...!"""
DamageLarge#27,"""อึก!"""
MemberDamaged#27,"""ไม่เป็นไรใช่ไหม?!"""
MemberDead#27,"""เฮ้...! ทำใจดีๆ ไว้!"""
Resurrect#27,"""คราวหน้าฉันจะไม่แพ้"""
PartyJoin#36,"""ฉันจะเข้าร่วมด้วย"""
DestroyEnemy1#28,"""สุดยอดไปเลย"""
DestroyEnemy2#28,"""การต่อสู้ของคุณน่าหลงใหลมาก"""
DestroyEnemy3#28,"""นี่คงจะให้ข้อมูลการต่อสู้ที่ดีกับเราได้..."""
Die#28,"""ขอโทษที วันนี้ฉันฟอร์มตกจริงๆ"""
ThankHeal#28,"""ขอบคุณนะ"""
ThankBuff#28,"""ขอบคุณสำหรับบัฟนะ"""
DefeatEnemy#28,"""ดูเหมือนนั่นจะเป็นตัวสุดท้ายในบริเวณนี้แล้วนะ"""
LevelUp#28,"""คุณจะแข็งแกร่งขึ้นทุกครั้งที่เจอหน้ากันเลยใช่ไหมเนี่ย?"""
InvokeSkill1#28,"""รนหาที่เองนะ"""
InvokeSkill2#28,"""ช่วยอยู่นิ่งๆ หน่อยได้ไหม?"""
InvokeSkill3#28,"""ความตายของแกจะไม่สูญเปล่า!"""
PBFull#28,"""สงสัยถึงตาฉันออกโรงบ้างแล้วล่ะ!"""
PBRelease#28,"""แกคงไม่อยากโดนเจ้านี่อัดเข้าหรอกนะ"""
Avoid#28,"""เหวอ!"""
HealSelf#19,"""เอาล่ะ ฉันน่าจะโอเคแล้ว"""
BuffSelf#19,"""เตรียมพร้อมล่ะนะ"""
HealOther#28,"""เดี๋ยวฉันรักษาให้นะ"""
BuffOther#28,"""นี่น่าจะช่วยให้คุณต่อสู้ได้อย่างมีประสิทธิภาพมากขึ้นนะ"""
ItemRare#28,"""ว้าว คุณควรเอาเจ้านั่นไปตรวจสอบนะ"""
DamageSmall#28,"""อั่ก!"""
DamageMiddle#28,"""อั่ก...!"""
DamageLarge#28,"""อ๊าก!"""
MemberDamaged#28,"""ระวังด้วย!"""
MemberDead#28,"""อ๊ะ... แย่แล้ว!"""
Resurrect#28,"""ฉันไม่เป็นไรแล้วล่ะ"""
PartyJoin#37,"""ไปกันเถอะ"""
DestroyEnemy1#29,"""สุดยอดไปเลย"""
DestroyEnemy2#29,"""การต่อสู้ของคุณน่าหลงใหลมาก"""
DestroyEnemy3#29,"""นี่คงจะให้ข้อมูลการต่อสู้ที่ดีกับเราได้..."""
Die#29,"""ขอโทษที วันนี้ฉันฟอร์มตกจริงๆ"""
ThankHeal#29,"""ขอบคุณนะ"""
ThankBuff#29,"""ขอบคุณสำหรับบัฟนะ"""
DefeatEnemy#29,"""ดูเหมือนนั่นจะเป็นตัวสุดท้ายในบริเวณนี้แล้วนะ"""
LevelUp#29,"""คุณจะแข็งแกร่งขึ้นทุกครั้งที่เจอหน้ากันเลยใช่ไหมเนี่ย?"""
InvokeSkill1#29,"""รนหาที่เองนะ"""
InvokeSkill2#29,"""ช่วยอยู่นิ่งๆ หน่อยได้ไหม?"""
InvokeSkill3#29,"""ความตายของแกจะไม่สูญเปล่า!"""
PBFull#29,"""สงสัยถึงตาฉันออกโรงบ้างแล้วล่ะ!"""
PBRelease#29,"""แกคงไม่อยากโดนเจ้านี่อัดเข้าหรอกนะ"""
Avoid#29,"""เหวอ!"""
HealSelf#20,"""เอาล่ะ ฉันน่าจะโอเคแล้ว"""
BuffSelf#20,"""เตรียมพร้อมล่ะนะ"""
HealOther#29,"""เดี๋ยวฉันรักษาให้นะ"""
BuffOther#29,"""นี่น่าจะช่วยให้คุณต่อสู้ได้อย่างมีประสิทธิภาพมากขึ้นนะ"""
ItemRare#29,"""ว้าว คุณควรเอาเจ้านั่นไปตรวจสอบนะ"""
DamageSmall#29,"""อั่ก!"""
DamageMiddle#29,"""อั่ก...!"""
DamageLarge#29,"""อ๊าก!"""
MemberDamaged#29,"""ระวังด้วย!"""
MemberDead#29,"""อ๊ะ... แย่แล้ว!"""
Resurrect#29,"""ฉันไม่เป็นไรแล้วล่ะ"""
PartyJoin#38,"""ไปกันเถอะ"""
DestroyEnemy1#30,"""สุดยอดไปเลย!"""
DestroyEnemy2#30,"""ฉันจะจำท่าสู้เมื่อกี้ไว้เลย"""
DestroyEnemy3#30,"""ค่อยอุ่นใจหน่อยที่มีคุณอยู่ด้วย"""
Die#30,"""ขอโทษนะ..."""
ThankHeal#30,"""ขอบคุณนะ"""
ThankBuff#30,"""ขอบใจมากนะ"""
DefeatEnemy#30,"""ฟู่... เจ้าพวกนั้นหมดแล้วสินะ..."""
LevelUp#30,"""ยินดีด้วยนะ"""
InvokeSkill1#30,"""เล็งแล้วยิง!"""
InvokeSkill2#30,"""ฉันไม่เคยพลาดหรอก"""
InvokeSkill3#30,"""ตรงนั้นแหละ"""
PBFull#30,"""ด้วยพลังนี้ ฉันจะปกป้องทุกคนเอง!"""
PBRelease#30,"""โทษทีนะ แต่มันจะเจ็บหน่อยล่ะ"""
Avoid#30,"""เหวอ!"""
HealSelf#21,"""แค่นี้ก็น่าจะพอ"""
BuffSelf#21,"""เอาล่ะนะ"""
HealOther#30,"""อย่าฝืนตัวเองสิ เข้าใจไหม?"""
BuffOther#30,"""นี่ น่าจะช่วยได้นะ"""
ItemRare#30,"""อา ได้ของดีมานี่นา!"""
DamageSmall#30,"""อั่ก!"""
DamageMiddle#30,"""โอ๊ย!"""
DamageLarge#30,"""อ๊าก!"""
MemberDamaged#30,"""ปะ...เป็นอะไรไหม?!"""
MemberDead#30,"""แย่แล้ว...! ทำใจดีๆ ไว้! ไม่นะ!"""
Resurrect#30,"""ขอบคุณนะ คุณช่วยชีวิตฉันไว้เลย"""
PartyJoin#39,"""มาพยายามด้วยกันเถอะ"""
DestroyEnemy1#31,"""สุดยอดไปเลย!"""
DestroyEnemy2#31,"""ฉันจะจำท่าสู้เมื่อกี้ไว้เลย"""
DestroyEnemy3#31,"""ค่อยอุ่นใจหน่อยที่มีคุณอยู่ด้วย"""
Die#31,"""ขอโทษนะ..."""
ThankHeal#31,"""ขอบคุณนะ"""
ThankBuff#31,"""ขอบใจมากนะ"""
DefeatEnemy#31,"""ฟู่... เจ้าพวกนั้นหมดแล้วสินะ..."""
LevelUp#31,"""ยินดีด้วยนะ"""
InvokeSkill1#31,"""เล็งแล้วยิง!"""
InvokeSkill2#31,"""ฉันไม่เคยพลาดหรอก"""
InvokeSkill3#31,"""ตรงนั้นแหละ"""
PBFull#31,"""ด้วยพลังนี้ ฉันจะปกป้องทุกคนเอง!"""
PBRelease#31,"""โทษทีนะ แต่มันจะเจ็บหน่อยล่ะ"""
Avoid#31,"""เหวอ!"""
HealSelf#22,"""แค่นี้ก็น่าจะพอ"""
BuffSelf#22,"""เอาล่ะนะ"""
HealOther#31,"""อย่าฝืนตัวเองสิ เข้าใจไหม?"""
BuffOther#31,"""นี่ น่าจะช่วยได้นะ"""
ItemRare#31,"""อา ได้ของดีมานี่นา!"""
DamageSmall#31,"""อั่ก!"""
DamageMiddle#31,"""โอ๊ย!"""
DamageLarge#31,"""อ๊าก!"""
MemberDamaged#31,"""ปะ...เป็นอะไรไหม?!"""
MemberDead#31,"""แย่แล้ว...! ทำใจดีๆ ไว้! ไม่นะ!"""
Resurrect#31,"""ขอบคุณนะ คุณช่วยชีวิตฉันไว้เลย"""
PartyJoin#40,"""มาพยายามด้วยกันเถอะ"""
DestroyEnemy1#32,"""สุดยอด!"""
DestroyEnemy2#32,"""ดูออกเลยว่าคุณไม่ใช่หน้าใหม่"""
DestroyEnemy3#32,"""พึ่งพาได้จังเลยนะ"""
Die#32,"""อึก... ฉันไปต่อไม่ไหวแล้ว..."""
ThankHeal#32,"""ขอบคุณนะ"""
ThankBuff#32,"""ขอบใจมากนะ"""
DefeatEnemy#32,"""ทุกคนปลอดภัยดีไหม?"""
LevelUp#32,"""ยินดีด้วย!"""
InvokeSkill1#32,"""เอาล่ะนะ!"""
InvokeSkill2#32,"""ย่าาาห์!"""
InvokeSkill3#32,"""แล้วแบบนี้ล่ะ?"""
TechFire#16,"""จงมอดไหม้...!"""
TechIce#16,"""แช่แข็งซะ!"""
TechThunder#16,"""สายฟ้า!"""
TechWind#16,"""สายลมฟาดฟัน!"""
TechLight#16,"""แสงสว่าง...!"""
TechDark#16,"""ความมืดมิด...!"""
PBFull#32,"""เอาล่ะ ชาร์จเต็มที่แล้ว!"""
PBRelease#32,"""อยู่นิ่งๆ สิ จะได้อัดให้โดน!"""
Avoid#32,"""ว้าย!"""
HealSelf#23,"""ค่อยหมดห่วงไปเรื่องนึง"""
BuffSelf#23,"""...เอาล่ะ เรียบร้อย"""
HealOther#32,"""เดี๋ยวฉันรักษาให้นะ!"""
BuffOther#32,"""ระวังตัวด้วย!"""
ItemRare#32,"""เฮ้ ได้ของดีมานี่นา"""
DamageSmall#32,"""อั่ก!"""
DamageMiddle#32,"""ก็แค่แผลถลอก...!"""
DamageLarge#32,"""โอเค อันนั้นเจ็บจริง!"""
MemberDamaged#32,"""เป็นอะไรไหม?! อย่าฝืนนะ!"""
MemberDead#32,"""ฉะ-ฉันรักษาคุณไม่ทัน...!"""
Resurrect#32,"""ฉันจะไม่แพ้อีกแล้ว"""
PartyJoin#41,"""สวัสดี!"""
DestroyEnemy1#33,"""สุดยอด!"""
DestroyEnemy2#33,"""ดูออกเลยว่าคุณไม่ใช่หน้าใหม่"""
DestroyEnemy3#33,"""พึ่งพาได้จังเลยนะ"""
Die#33,"""อึก... ฉันไปต่อไม่ไหวแล้ว..."""
ThankHeal#33,"""ขอบคุณนะ"""
ThankBuff#33,"""ขอบใจมากนะ"""
DefeatEnemy#33,"""ทุกคนปลอดภัยดีไหม?"""
LevelUp#33,"""ยินดีด้วย!"""
InvokeSkill1#33,"""เอาล่ะนะ!"""
InvokeSkill2#33,"""ย่าาาห์!"""
InvokeSkill3#33,"""แล้วแบบนี้ล่ะ?"""
TechFire#17,"""จงมอดไหม้...!"""
TechIce#17,"""แช่แข็งซะ!"""
TechThunder#17,"""สายฟ้า!"""
TechWind#17,"""สายลมฟาดฟัน!"""
TechLight#17,"""แสงสว่าง...!"""
TechDark#17,"""ความมืดมิด...!"""
PBFull#33,"""เอาล่ะ ชาร์จเต็มที่แล้ว!"""
PBRelease#33,"""อยู่นิ่งๆ สิ จะได้อัดให้โดน!"""
Avoid#33,"""ว้าย!"""
HealSelf#24,"""ค่อยหมดห่วงไปเรื่องนึง"""
BuffSelf#24,"""...เอาล่ะ เรียบร้อย"""
HealOther#33,"""เดี๋ยวฉันรักษาให้นะ!"""
BuffOther#33,"""ระวังตัวด้วย!"""
ItemRare#33,"""เฮ้ ได้ของดีมานี่นา"""
DamageSmall#33,"""อั่ก!"""
DamageMiddle#33,"""ก็แค่แผลถลอก...!"""
DamageLarge#33,"""โอเค อันนั้นเจ็บจริง!"""
MemberDamaged#33,"""เป็นอะไรไหม?! อย่าฝืนนะ!"""
MemberDead#33,"""ฉะ-ฉันรักษาคุณไม่ทัน...!"""
Resurrect#33,"""ฉันจะไม่แพ้อีกแล้ว"""
PartyJoin#42,"""สวัสดี!"""
DestroyEnemy1#34,"""โห สวยงาม"""
DestroyEnemy2#34,"""ฝีมือไม่เบาเลยนี่"""
DestroyEnemy3#34,"""น่าเสียดายนะที่คุณไม่ได้อยู่กับ ARKS ของรีเทม"""
Die#34,"""ขอโทษที... ที่เหลือ ฝากด้วยนะ..."""
ThankHeal#34,"""โทษทีนะที่ทำให้ต้องลำบาก"""
ThankBuff#34,"""อ่า ขอบใจ"""
DefeatEnemy#34,"""ตรงนี้หมดแค่นี้แหละ"""
LevelUp#34,"""โฮ่ นายเก่งขึ้นอีกแล้วนะ"""
InvokeSkill1#34,"""ฮะ!"""
InvokeSkill2#34,"""ย่าห์!"""
InvokeSkill3#34,"""ตายซะ!"""
PBFull#34,"""ฉันพร้อมลุยแล้ว!"""
PBRelease#34,"""ทุกคน ถอยไป!"""
Avoid#34,"""เฮอะ...!"""
HealSelf#25,"""เอาล่ะ"""
BuffSelf#25,"""เผื่อไว้ก่อน"""
HealOther#34,"""ฉันจะรักษาให้เอง!"""
BuffOther#34,"""ระวังตัวด้วยล่ะ เข้าใจไหม?"""
ItemRare#34,"""หืม นั่นมัน...!"""
DamageSmall#34,"""อั่ก!"""
DamageMiddle#34,"""ชิ!"""
DamageLarge#34,"""อั้ก...!"""
MemberDamaged#34,"""อย่าบุ่มบ่ามเข้าไปสิ หาจังหวะก่อน"""
