YesText#0,"""Yes"""
HunterMassiveHunterAfterShield#1,"""マッシブハンターの効果終了時に、<br>シールドを付与する。<br>シールドはPA発動中のみ展開され、<br>受けるダメージを軽減し、<br>打ち上げや吹き飛ばしを防ぐ。<br>展開中に一定回数攻撃を受けると、<br>シールドは消滅する。"""
HunterSwordAvengeAttackSwitch#1,"""ハンターアーツアヴェンジ発動後に、<br>最初に発動する通常攻撃が、<br>強力な攻撃に変化する。<br><yellow>※ソード専用<c>"""
HunterPartisanQuickAssault#1,"""ステップアタックやステップカウンター、<br>アサルトチャージ、フォトンブラスト<br>発動後の特定タイミングで、<br>武器アクションボタンを押すことで、<br>エネミーに高速で接近した後に攻撃を行う。<br><yellow>※パルチザン専用<c>"""
HunterWLanceAvengeBonus#1,"""ハンターアーツアヴェンジが<br>発動したPAの<br>距離による威力上昇が、常に最大になる。<br><yellow>※ワイヤードランス専用<c>"""
SummonerTwoPlatoonsExtend#1,"""ファミリアユニゾンを当てたエネミーを、<br>トレブルクリフマーキングの<br>マーキング状態にする。<br><yellow>※タクト専用<c>"""
TechterShiftaDebandBoost#1,"""<yellow>【アクティブスキル】<c><br>シフタ・デバンドを前方で発動させる。<br>再使用が可能になるまでの時間は、<br>通常のシフタ・デバンドと共有される。<br><yellow>※メインクラス専用<c>"""
TechterMixTechGaugeBonus#1,"""弱点属性のテクニックや、<br>法撃爆発でエネミーを攻撃したときに、<br>複合属性テクニックの<br>ゲージ蓄積量が増加する。<br><yellow>※フォース、テクター武器専用<c>"""
TechterWandDiscardPurge#1,"""一定回数、法撃爆発をエネミーに当てた後、<br>ウォンドエレメントリヴォークを<br>発動することで、<br>追加で攻撃が発生するようになる。<br>このスキルが発動できない状態のときは、<br>ウォンドエレメントリヴォークも<br>使用できなくなる。<br><yellow>※ウォンド専用<c>"""
TechterTalisShotMarking#1,"""通常攻撃や武器アクションを<br>複数回エネミーに当てることで、<br>エネミーをマーキング状態にする。<br>マーキング状態のエネミーは、<br>タリス展開中のテクニックで、<br>与えるダメージが増加する。<br><yellow>※タリス専用<c>"""
ForceMixTechExecutePP#1,"""複合属性テクニック発動中に、<br>PPが自然回復するようになる。<br><yellow>※メインクラス／フォース、テクター武器専用<c>"""
ForceMixTechGaugeBonus#1,"""弱点属性のテクニックや、<br>法撃爆発でエネミーを攻撃したときに、<br>複合属性テクニックの<br>ゲージ蓄積量が増加する。<br><yellow>※フォース、テクター武器専用<c>"""
ForceRodChargeTechQuickMove#1,"""テクニックチャージ中の<br>移動速度が上昇する。<br><yellow>※ロッド専用<c>"""
ForceTalisShotMarking#1,"""通常攻撃や武器アクションを<br>複数回エネミーに当てることで、<br>エネミーをマーキング状態にする。<br>マーキング状態のエネミーは、<br>タリス展開中のテクニックで、<br>与えるダメージが増加する。<br><yellow>※タリス専用<c>"""
SlayerWeaponActionStayCounterCritical#1,"""スラッシュカウンターの<br>クリティカル発生率が上昇する。<br><yellow>※メインクラス／ガンスラッシュ専用<c>"""
ForceTalisTecBurst#1,"""<yellow>[Active Skill]<c><br>Adds a gauge that fills as you attack enemies. Activate when the gauge is full for a special ranged attack.<br><yellow>※Talis only.<c>"""
TechterTalisTecBurst#1,"""<yellow>[Active Skill]<c><br>Adds a gauge that fills as you attack enemies. Activate when the gauge is full for a special ranged attack.<br><yellow>※Talis only.<c>"""
RangerGaugeShotGun#1,"""<yellow>[Active Skill]<c><br>Adds a gauge that fills up when you deal damage with a rifle. Activate to consume the gauge and fire a short-range blast.<br><yellow>※Assault Rifle only.<c>"""
GunnerGaugeShotGun#1,"""<yellow>[Active Skill]<c><br>Adds a gauge that fills up when you deal damage with a rifle. Activate to consume the gauge and fire a short-range blast.<br><yellow>※Assault Rifle only.<c>"""
SlayerBlink#1,"""Gunslash: Use a Normal Attack at the correct timing to warp to the target at high speed. <yellow>Main Class only."""
SummonerPetGearExtra#1,"""“フレドラン”と“ヴォルファー”の<br>タクトギアのストック数が<br>３に増加する。<br><yellow>※タクト専用<c>"""
SummonerWeaponActionChargeGuard#1,"""武器アクションボタンを長押ししている間、<br>受けるダメージを軽減し、<br>打ち上げや吹き飛ばしを防ぐ。<br>また、攻撃を受けた時に、<br>“マルメロ”のゲージが<br>蓄積するようになる。<br><yellow>※メインクラス／タクト専用<c>"""
HunterSwordStepCounterExtend#1,"""ステップカウンターが、<br>素早くエネミーに突撃を行う<br>攻撃に変化する。<br><yellow>※ソード専用<c>"""
HunterWLanceSpecialAttack#1,"""<yellow>【アクティブスキル】<c><br>攻撃により蓄積した<br>ゲージを消費することで、<br>前方に強力な斬撃を放つ。<br><yellow>※ワイヤードランス専用<c>"""
FighterTDAttackExtend#1,"""PAを複数回エネミーに<br>当てることでゲージを蓄積する。<br>そのゲージを最大にすると、一定回数、<br>通常攻撃に追加で衝撃波が<br>発生するようになる。<br><yellow>※ツインダガー専用<c>"""
FighterKnuckleStepCounterExtend#1,"""ステップカウンターが、<br>素早くエネミーに突撃を行う<br>攻撃に変化する。<br><yellow>※ナックル専用<c>"""
FighterDSWindAmplify#1,"""デッドリーアーチャー<br>またはスパイラルドライブ発動後に、<br>一定時間、カマイタチの段階が<br>上がりやすくなる。<br><yellow>※メインクラス／ダブルセイバー専用<c>"""
GunnerChainTriggerFinishAmplify#1,"""チェインフィニッシュ発動後に、<br>一定時間、ヘイルオブバレッツの<br>ゲージ蓄積量が増加する。<br><yellow>※メインクラス／ツインマシンガン専用<c>"""
RangerRifleAttackExtend#1,"""PAを複数回エネミーに<br>当てることでゲージを蓄積する。<br>そのゲージを最大にすると、一定回数、<br>通常攻撃が強力な攻撃に変化する。<br><yellow>※アサルトライフル専用<c>"""
RangerLauncherClusterBombExtend#1,"""武器アクションによる爆発の<br>攻撃範囲が拡大し、威力が上昇する。<br><yellow>※メインクラス／ランチャー専用<c>"""
ForceRodAttackExtend#1,"""テクニックを複数回エネミーに<br>当てることでゲージを蓄積する。<br>そのゲージを最大にすると、一定回数、<br>通常攻撃が強力な攻撃に変化する。<br>変化した攻撃は、最後に使用した<br>テクニックと同じ属性になる。<br><yellow>※ロッド専用<c>"""
ForceTalisTecBurstBloomFlourish#1,"""PAによるタリスの展開中に、<br>展開状態に応じて<br>トリッキーキャパシタの攻撃が変化する。<br><yellow>※タリス専用<c>"""
TechterWandTechSkipAttack#1,"""チャージテクニックを発動した後の<br>通常攻撃が３段目扱いの<br>強力な攻撃に変化する。<br><yellow>※ウォンド専用<c>"""
TechterTalisTecBurstBloomFlourish#1,"""PAによるタリスの展開中に、<br>展開状態に応じて<br>トリッキーキャパシタの攻撃が変化する。<br><yellow>※タリス専用<c>"""
BraverKatanaSkipArts#1,"""ステップカウンター発動後に、<br>使用するPAが３段目に変化し、<br>威力が上昇する。<br><yellow>※メインクラス／カタナ専用<c>"""
BraverBowReinForce#1,"""PAを複数回エネミーに<br>当てることでゲージを蓄積する。<br>そのゲージを最大にすると、<br>次の通常攻撃が強力な攻撃に変化する。<br>その後、最初に使用する<br>チャージしたディメンショナルレイを除く<br>PAの威力が上昇する。<br><yellow>※バレットボウ専用<c>"""
BouncerDBladeStepCounterExtend#1,"""武器アクションによる<br>回避成功後の通常攻撃と<br>ステップカウンターが<br>素早くエネミーに突撃を行う<br>攻撃に変化する。<br><yellow>※デュアルブレード専用<c>"""
BouncerTecArtsSkipAttack#1,"""異なるPAを連続で使用した後の<br>通常攻撃が３段目扱いの<br>強力な攻撃に変化する。<br><yellow>※ジェットブーツ専用<c>"""
SummonerTwoPlatoonsMarmeloPlus#1,"""ファミリアユニゾン発動時に、<br>“マルメロ”のゲージが<br>１段階以上の場合、ストックを１消費して<br>追加でマルメロが攻撃を行う。<br><yellow>※メインクラス／タクト専用<c>"""
SlayerGearOverTimeAfterAmplify#1,"""ガンスラッシュギアオーバードライブの<br>効果終了時に、一定時間、<br>ガンスラッシュギアの<br>ゲージ蓄積量が増加する。<br><yellow>※メインクラス／ガンスラッシュ専用<c>"""
BraverNoTargetBossAtpUp#1,"""自身を狙っていないボスエネミーに、<br>PAで与えるダメージが増加する。<br><yellow>※メインクラス／バレットボウ専用<c>"""
RangerNoTargetBossAtpUp#1,"""自身を狙っていないボスエネミーに、<br>PAで与えるダメージが増加する。<br><yellow>※メインクラス／レンジャー武器専用<c>"""
GunnerNoTargetBossAtpUp#1,"""自身を狙っていないボスエネミーに、<br>PAで与えるダメージが増加する。<br><yellow>※メインクラス／ガンナー武器専用<c>"""
ForceNoTargetBossAtpUp#1,"""自身を狙っていないボスエネミーに、<br>PAとテクニックで与えるダメージが<br>増加する。<br><yellow>※メインクラス／フォース武器専用<c>"""
TechterNoTargetBossAtpUp#1,"""自身を狙っていないボスエネミーに、<br>PAとテクニックで与えるダメージが<br>増加する。<br><yellow>※メインクラス／タリス専用<c>"""
HunterPartisanVolgraptorShortRecast#1,"""攻撃の無効化成功時に、<br>ヴォルグラプターの<br>再使用が可能になるまでの時間を短縮する。<br>ただし、再使用が可能になるまでのあいだに<br>時間を短縮できる回数には上限がある。<br><yellow>※メインクラス／パルチザン専用<c>"""
ForceReflectCounterShot#1,"""Any Technique used immediately after successfully blocking an attack with a Guard also fires a Tech bullet of the same Attribute.<br><yellow>※Rod only.<c>"""
ArsenalModule#0,"""時間経過でバッテリーにエネルギーを蓄積し、<br>25%以上チャージすると、<br>M.A.R.S.を呼び出すことができる。<br>M.A.R.S.装備中に再度ボタンを押すと、<br>装備が解除される。"""
RangerLauncherWeakBulletExtend#1,"""武器アクションで付着させた<br>スティッキーボムの爆発、<br>フィアーイレイザー、<br>およびチャージしたディバインインパクトが<br>命中したときに、そのエネミーに<br>自分が当てたウィークバレットの<br>効果時間をリセットする。<br><yellow>※メインクラス／ランチャー専用<c>"""
GunnerChainFinishPartyPPGain#1,"""チェインフィニッシュ発動時に、<br>チェイン数に応じて、<br>自分以外の同一パーティーの<br>キャラクターのPPを回復する。<br><yellow>※メインクラス／ツインマシンガン専用<c>"""
GunnerTMGAccel#1,"""Pressing the Normal Attack button with the correct timing after a Weapon Action performs a special attack that makes you rise into the air.<br><yellow>※Main Class/Twin Machineguns only<c>"""
FighterTDAltAccel#1,"""通常攻撃の４段目やアクセルドライブ、<br>フォトンブラスト発動後の<br>特定タイミングで、<br>通常攻撃ボタンを押すことで、<br>高速移動をしながら攻撃を行う。<br><yellow>※ツインダガー専用<c>"""
FighterArtsImpact#1,"""PAを複数回エネミーに<br>当てることでゲージを蓄積する。<br>そのゲージが最大の状態でPAを当てたとき、<br>追加で攻撃が発生する。<br>一度のゲージ蓄積中、各PAの前半後半のうち<br>まだエネミーに当てていない攻撃の<br>ゲージ蓄積量が増加する。<br><yellow>※メインクラス／ファイター武器専用<c>"""
Duration#0,"""Effect Duration"""
Recast#0,"""Cooldown"""
AtpRate#0,"""Power"""
AutoMateRate#0,"""Proc Rate"""
Critical#0,"""Proc Rate"""
CriticalInstant#0,"""Proc Rate"""
ConditionRate#0,"""Proc Rate"""
DamageReductionRate#0,"""Reduction"""
HpMax#0,"""Max HP"""
HpMaxRate#0,"""Max HP"""
BaseHpRate#0,"""Max HP"""
Num#0,"""Shots"""
PpHeal#0,"""PP Recovery"""
PpUse#0,"""PP Cost"""
HealRateMain#0,"""Recovery Boost (Main)"""
HealRateSub#0,"""Recovery Boost (Sub)"""
HpRecoveryRateMain#0,"""HP Recovery (Main)"""
HpRecoveryRateSub#0,"""HP Recovery (Sub)"""
HpConversionRate#0,"""HP Recovered per Hit"""
HpHealLimit#0,"""Maximum HP Recovery"""
PpConversionRate#0,"""PP Recovered per Hit"""
PpHealLimit#0,"""Maximum PP Recovery"""
HomingAngularVelocity#0,"""Tracking"""
HomingEndTime#0,"""Tracking Time"""
PhysicRateMain#0,"""Phys. Down Boost (Main)"""
PhysicRateSub#0,"""Phys. Down Boost (Sub)"""
ElementRateMain#0,"""Attr. Down Boost (Main)"""
ElementRateSub#0,"""Attr. Down Boost (Sub)"""
PhysicDownRateLv1#0,"""Phys. Down Boost (1-Stage)"""
PhysicDownRateLv2#0,"""Phys. Down Boost (2-Stage)"""
PhysicDownRateLv3#0,"""Phys. Down Boost (3-Stage)"""
ElementDownRateLv1#0,"""Attr. Down Boost (1-Stage)"""
ElementDownRateLv2#0,"""Attr. Down Boost (2-Stage)"""
ElementDownRateLv3#0,"""Attr. Down Boost (3-Stage)"""
FrailRate#0,"""Decline Rate Boost"""
AtpRateMain#0,"""ATK Damage Rate Boost"""
AtpRateSub#0,"""ATK Damage Rate Boost (Sub)"""
DmgReductionRateMain#0,"""Damage Redu. Rate"""
DmgReductionRateSub#0,"""Damage Redu. Rate (Sub)"""
RegionNumLimit#0,"""No. of Maximum Part Breaks"""
ShotInterval#0,"""Refire Rate"""
PhotonBladeNum#0,"""No. of Shots"""
PpMax#0,"""Max PP"""
Rate#0,"""HP Restoration"""
Time#0,"""Effect Duration"""
EffectRate#0,"""Hate Modifier"""
IronWillRate#0,"""Proc Rate"""
OccurRate#0,"""Proc Rate"""
AntiPoison#0,"""Poison Recovery"""
AntiBurn#0,"""Burn Recovery"""
BlowJABonusRate#0,"""Strike Power"""
ShootJABonusRate#0,"""Ranged Power"""
AddRecoverPP#0,"""PP Recovery Rate"""
TechJABonusRate#0,"""Power"""
DamageRate#0,"""Power"""
BasePoint#0,"""Base Value"""
PlusHealRate#0,"""Add. Recovery Amount"""
SkillPpRate#0,"""Base PP"""
AttackDownRate#0,"""Physical Down Damage Boost"""
ElementDownRate#0,"""Attr. Down Infliction Rate"""
DonwAtpRate#0,"""Damage Boost Vs. Down"""
StatusEffectValue#0,"""Status Chance"""
PPRecoverSpeed#0,"""Natural PP Recovery"""
MaxDuration#0,"""Max Effect Duration"""
TakeRate#0,"""Proc Rate"""
ChageTimeRate#0,"""Charge Time"""
StepTime#0,"""Extension"""
DownRate#0,"""Reduction Rate"""
HateTime#0,"""Effect Duration"""
HateEffectValue#0,"""Effect Amount"""
HealRate#0,"""Recovery Amount"""
DownRateAll#0,"""Damage Reduction Rate"""
AtpDownRate#0,"""ATP Reduction Rate"""
PpUseUpRate#0,"""PP Consumption Rate"""
PpUseDownRate#0,"""PP Consumption Reduction Rate"""
CriticalRate#0,"""会心距離時ゲージ蓄積量"""
AtpAndDownRate#0,"""威力・ダウン値上昇率"""
Range#0,"""効果範囲"""
AtpRateLow#0,"""HP75％以上時威力"""
DownRateLow#0,"""HP75％以上時ダウン値"""
AtpRateHigh#0,"""HP100％時威力"""
DownRateHigh#0,"""HP100％時ダウン値"""
AtpRateProper#0,"""会心距離クリティカル威力"""
AtpRateMiss#0,"""非適正距離クリティカル威力"""
CriticalInstantProper#0,"""会心距離クリティカル率"""
CriticalInstantMiss#0,"""非適正距離クリティカル率"""
AttackSpeedRateLv1#0,"""Attack Speed Boost (up to 50 Chain)"""
AttackSpeedRateLv2#0,"""Attack Speed Boost (up to 80 Chain)"""
AttackSpeedRateLv3#0,"""Attack Speed Boost (81 Chain or more)"""
AttackSpeedRateMax#0,"""Maximum Attack Speed Boost"""
AddPpMax#0,"""Added PP"""
MulMaxHpRate#0,"""HP Consumed"""
PpRate#0,"""Base PP"""
RecoveryEffectRateOther#0,"""Recovery Power Rate"""
RecoveryEffectRateSelf#0,"""Recovery Power Rate"""
AtpRateDown#0,"""ATP Reduction Rate"""
DownRateDown#0,"""ダウン値低下率"""
DfpRate#0,"""Damage Taken"""
MaxTime#0,"""Maximum Duration"""
CriticalInstantNeoTimeM#0,"""75～99%時クリティカル率"""
PpHealRateNeoTimeM#0,"""75～99%時PP自動回復量"""
CriticalInstantNeoTimeH#0,"""100%時クリティカル率"""
PpHealRateNeoTimeH#0,"""100%時PP自動回復量"""
FrontDamage#0,"""Front Power"""
BackDamage#0,"""Rear Power"""
HpHeal#0,"""HP Recovery"""
AddGearRateTM#0,"""Gear Accumulation Rate"""
ShiftaRate#0,"""Shifta Effect"""
AddCritical#0,"""Proc Rate"""
DebandRate#0,"""Deband Rate"""
CutRate#0,"""Reduction Rate"""
PExConditionRate#0,"""Proc Rate"""
HpRecoveryRate#0,"""HP Recovery"""
PpRecoveryRate#0,"""PP Recovery"""
ItemRecoveryEffectUp#0,"""HP Restore Item Effect Up"""
AtpUpRate#0,"""Attack Bonus"""
ConversionRate#0,"""Convert Rate"""
PpGain#0,"""PP Recovery"""
StrikeSense#0,"""Rate"""
ShootingSense#0,"""Rate"""
ForceSense#0,"""Rate"""
AbnormalRate#0,"""Proc Rate"""
PpSkillRate#0,"""Rate"""
ReactionTimeRate#0,"""Delay"""
PPDecrease#0,"""PP Costs"""
AtpWeakStrikeRate#0,"""Striking vs Weak"""
AtpWeakFirearmRate#0,"""Ranged vs Weak"""
AtpWeakTechniqueRate#0,"""Technique vs Weak"""
AtpFirmRate#0,"""Damage vs Resist"""
StrikeMagDex#0,"""S-ATK Rate"""
FirearmMagDex#0,"""R-ATK Rate"""
VictimNum#0,"""Target Count"""
StrikeConvertDex#0,"""S-ATK Ratio"""
FirearmConvertDex#0,"""S-ATK Ratio"""
ResistAll#0,"""All Damage"""
PpHealRate#0,"""PP Restoration"""
PpAttackHealRate#0,"""PP Restoration"""
PpActionRate#0,"""PP Cost"""
PpActionRateWeapon#0,"""Fi Weapons PP"""
PpActionRateWeaponOther#0,"""Other Weapons PP"""
HardnessRate#0,"""Freeze Power"""
TimeDef#0,"""Attack Interval"""
TimeMax#0,"""Attack Interval"""
TimeExt#0,"""Attack Interval"""
FirearmInstant#0,"""R-ATK"""
PBGageGainRateWeakPointShoot#0,"""PB Gauge Increase Rate"""
DurationRate#0,"""Status Effect Duration"""
ReducedGearRate#0,"""Gear Decrease Amount"""
HpHealRate#0,"""HP Recovery"""
IntervalRate#0,"""Mag Attack Interval"""
GpSwordGainRate#0,"""Gear Accumulation Rate"""
GpWlanceGainRate#0,"""Gear Accumulation Rate"""
GpPartisanGainRate#0,"""Gear Accumulation Rate"""
GpKatanaGainRate#0,"""Gear Accumulation Rate"""
AtpRatePerSec#0,"""Power/Sec"""
AtpRatePerSecMax#0,"""Max Bonus"""
RecastRate#0,"""Cooldown Reduction"""
AtpAttributeRate#0,"""Same Attribute Bonus"""
AtpAnotherAttributeRate#0,"""Other Attribute Bonus"""
ShotParameterTime#0,"""Generation Time"""
PpGainMax#0,"""PP Gain Max"""
AddChain#0,"""Chain Count"""
SpeedRate#0,"""Bullet Speed"""
AtpRateMax#1,"""Max Bonus"""
DamageDrainRate#0,"""HP Steal"""
TechnicMagDex#0,"""T-ATK Rate"""
HpRecoveryEffectRate#0,"""HP Restore Bonus"""
AnimationSpeedRate#0,"""Attack Spd."""
PaChageTimeRate#0,"""Charge Red."""
AtpRateHitWeak#0,"""Weakness Damage"""
AtpRateNotWeak#0,"""Non-weak Damage"""
AtpRateHitBreakable#0,"""Breakable Damage"""
AtpRateNotBreakable#0,"""Unbreakable Damage"""
CraftMastaryRate#0,"""Craft Bonus"""
PpAttackHeal#0,"""PP Recovery"""
TriggerRate#0,"""Proc Rate"""
Level#0,"""Level"""
EffectiveRate#0,"""Effective Rate"""
AddGearRateJB#0,"""Gear Accumulation Rate"""
PpGainKCounter#0,"""PP Recovery"""
PpGainKEdge#0,"""Edge PP Regen"""
AtpRateCEdge#0,"""Edge Power"""
AtpJustRate#0,"""JA Power"""
AtpRateKatanaGear1#0,"""Gear Power 1"""
AtpRateKatanaGear2#0,"""Gear Power 2"""
RodShootAtpRate#0,"""Shoot Power"""
RodShootPpHeal#0,"""Shoot PP Recovery"""
AtpRateNotJA#0,"""No JA"""
PBGageGainRateJustAttack#0,"""Increase PB gauge from JAs"""
AtpRateGearPoint099#0,"""Damage Boost at Gear 0"""
AtpRateGearPoint199#0,"""Damage Boost at Gear 1"""
AtpRateGearPoint299#0,"""Damage Boost at Gear 2"""
AtpRateGearPoint300#0,"""Damage Boost at Gear 3"""
PpHealRateGearPoint099#0,"""PP Recovery at Gear 0"""
PpHealRateGearPoint199#0,"""PP Recovery at Gear 1"""
PpHealRateGearPoint299#0,"""PP Recovery at Gear 2"""
PpHealRateGearPoint300#0,"""PP Recovery at Gear 3"""
InvalidationRateGearPoint099#0,"""Guard Rate at Gear 0"""
InvalidationRateGearPoint199#0,"""Guard Rate at Gear 1"""
InvalidationRateGearPoint299#0,"""Guard Rate at Gear 2"""
InvalidationRateGearPoint300#0,"""Guard Rate at Gear 3"""
ExperienceRateSubClass#0,"""EXP Rate"""
PPCutRate#0,"""Pet Recovery Rate"""
HpHealRateSubPet#0,"""HP Recovery"""
TamingMaster#2,"""All ATK Up"""
TamingDexRate#0,"""DEX"""
TamingHpRate#0,"""Max HP"""
TamingPpRate#0,"""Max PP"""
Border#0,"""HP Threshold"""
EffectTime#0,"""Effect Duration"""
PBRateMain#0,"""PB Gauge Fill Rate (Main)"""
PBRateSub#0,"""PB Gauge Fill Rate (Sub)"""
DecreaseTime#0,"""Decrease Duration"""
ReduceRecast#0,"""Cooldown Reduction"""
DamageReductionMainRate#0,"""Damage Reduction Rate (Main)"""
DamageReductionSubRate#0,"""Damage Reduction Rate (Sub)"""
PPHealPoint#0,"""PP Recovery"""
AddPP#0,"""PP Recovery"""
AttackDownSubRate#0,"""Physical Down Damage Boost (Sub)"""
ElementDownSubRate#0,"""Attribute Down Damage Boost (Sub)"""
AttackDownPPRate#0,"""Physical Down PP Recovery"""
ElementDownPPRate#0,"""Attribute Down PP Recovery"""
AttackDownPPSubRate#0,"""Physical Down PP Recovery (Sub)"""
ElementDownPPSubRate#0,"""Attribute Down PP Recovery (Sub)"""
GuardRateMain#0,"""Status Accumulation Rate (Main)"""
GuardRateSub#0,"""Status Accumulation Rate (Sub)"""
GuardRate#0,"""Status Accumulation Rate"""
EaseRateMain#0,"""Status Accu. Rate (Main)"""
EaseRateSub#0,"""Status Accu. Rate (Sub)"""
ForceTalisConcentrateRate#0,"""持続時間"""
ActionPpRate#0,"""PP Reduction Conversion Rate"""
PpActionRateAccumulation#0,"""PP Consumption Conversion Rate"""
PpHealMaxVolume#0,"""PP Recovery"""
PpHealValue#0,"""PP Recovery"""
PpRecoveryDeathState#0,"""Defeat PP Recovery"""
MainRecoveryRate#0,"""PP Regeneration (Main)"""
SubRecoveryRate#0,"""PP Regeneration (Sub)"""
Stock#0,"""Maximum Stocks"""
PpHealVal#0,"""PP Recovery"""
PpRecoveryRateMain#0,"""PP Regeneration (Main)"""
PpRecoveryRateSub#0,"""PP Regeneration (Sub)"""
PBGaugeAddValueMain#0,"""PB Gauge Fill Rate (Main)"""
PBGaugeAddValueSub#0,"""PB Gauge Fill Rate (Sub)"""
NumberRequired#0,"""No. Required"""
PhysicalDownRate#0,"""Physical Down Infliction Rate"""
ElementDownAtpRate#0,"""Attribute Down Damage Boost"""
AttackDownRateMain#0,"""Physical Down Damage Boost (Main)"""
AttackDownPPRateMain#0,"""Physical Down PP Recovery (Main)"""
ElementDownPPRateMain#0,"""Attribute Down PP Recovery (Main)"""
RegenerateRate#0,"""Recovery Amount"""
TimeRate#0,"""Effect Duration"""
AtpRateNear#0,"""Short Range Power"""
AtpRateMiddle#0,"""Medium Range Power"""
InputDuration#0,"""Reception Time"""
AtpPetRate#0,"""Pet Power"""
IntervalRegenerate#0,"""Recovery Interval"""
NeedPp#1,"""PP Cost"""
Probability#0,"""Activation Rate"""
RingGpKatanaLossRate#0,"""Gear Reduction Rate"""
RingGpKatanaGainRate#0,"""Gear Gain Rate"""
GpSwordLossRate#0,"""Gear Decrease Amount"""
GpWlanceLossRate#0,"""Gear Consumption"""
ScaleX#0,"""Expansion"""
RotationSpeedRate#0,"""Rotation Speed"""
AISBlasterspeed#0,"""Firing Speed"""
AISRespawn#0,"""Respawn Time"""
AISResistdown#0,"""All Damage"""
ResistBurn#0,"""Burn Resistance"""
ResistFreeze#0,"""Freeze Resistance"""
ResistShock#0,"""Shock Resistance"""
ResistMirage#0,"""Mirage Resistance"""
ResistPoison#0,"""Poison Resistance"""
ResistPanic#0,"""Panic Resistance"""
ShotParameterAngularVelocity#0,"""Homing Angle"""
ScaleY#0,"""Blast Radius"""
ItemHealRateNoAutoMate#0,"""Mate Recovery"""
ShotParameterHomingEndTime#0,"""Homing Duration"""
MateUseSpeed#0,"""Mate Use Speed"""
WeaponAttrRate#0,"""Attribute Conversion Rate"""
JBTSC_Rate#0,"""Charge Time"""
SDR_Rate#0,"""Invincible Time"""
LNWU_Rate#0,"""Effective Rate"""
PpActionRateWideSupport#0,"""PP Cost"""
Count#0,"""Times"""
PhotonBlastGaugeAddValue#0,"""PB Gauge Increase Rate"""
PreCount#0,"""Initial Stocks"""
AddRate#0,"""Weak Bullet Effect Enhancement"""
AddTime#0,"""Weak Bullet Duration Increase"""
PbBonus#0,"""Photon Blast Gauge Boost Rate"""
PPRecover#0,"""PP Recovery Amount"""
GrenadeAtpRate#0,"""Grenade Damage"""
TrapAtpRate#0,"""Trap Attack Damage"""
ForcePhotonFlareTecShortChargeRate#0,"""Charge Reduction Rate"""
StatusEffectValueMain#0,"""Status Chance (Main)"""
StatusEffectValueSub#0,"""Status Chance (Sub)"""
StatusEffectDurationMain#0,"""Status Duration (Main)"""
StatusEffectDurationSub#0,"""Status Duration (Sub)"""
DecreaseHP#0,"""消費HP"""
PPRecoverRateMain#0,"""PP Recovery Rate (Main)"""
PPRecoverRateSub#0,"""PP Recovery Rate (Sub)"""
ChargeDuration#0,"""Charge Time"""
PPRecoverRate#0,"""PP Recovered"""
MaxPPRecover#0,"""Maximum PP Recovered"""
KillingPPRecover#0,"""Defeat PP Recovery"""
DownPPRecover#0,"""Down PP Recovery"""
EffectRange#0,"""Effect Range"""
PPRecoverValue#0,"""PP Recovery"""
DurationDecreaseRate#0,"""Duration Redu. Rate"""
PPRecoverValueMain#0,"""PP Recovery (Main)"""
PPRecoverValueSub#0,"""PP Recovery (Sub)"""
PhysicalDownAtpRateMain#0,"""Phys. Down Damage Boost (Main)"""
PhysicalDownAtpRateSub#0,"""Physs. Down Damage Boost (Sub)"""
ElementDownAtpRateMain#0,"""Attr. Down Damage Boost (Main)"""
ElementDownAtpRateSub#0,"""Attr. Down Damage Boost (Sub)"""
PhysicalDownPPRecoverRateMain#0,"""Phys. Down PP Recovery (Main)"""
PhysicalDownPPRecoverRateSub#0,"""Phys. Down PP Recovery (Sub)"""
ElementDownPPRecoverRateMain#0,"""Attr. Down PP Recovery (Main)"""
ElementDownPPRecoverRateSub#0,"""Attr. Down PP Recovery (Sub)"""
DamageRateMain#0,"""Damage Taken (Main)"""
DamageRateSub#0,"""Damage Taken (Sub)"""
DamageStoreRate#0,"""Damage Stored"""
Criticalpercentage#0,"""Critical Rate"""
ScaleZ#0,"""Attack Range"""
AtomizerSpeedRate#0,"""Usage Speed"""
CombatDoubleCount#0,"""Count"""
HitGpWpnmanRate#0,"""Gear Fill Rate"""
PpTecRate#0,"""PP Usage Rate"""
AtpAll#0,"""Increased ATK Power"""
DfpAll#0,"""Increased DEF Power"""
AtpAllMax#0,"""ATK Power Up"""
AddGpMax#0,"""Gear Increase"""
IronWillDecayRate#0,"""Cooldown"""
IronWillRateMin#0,"""Activation"""
StrikeMagAtpMakingUniform#0,"""S-ATK Converted"""
FirearmMagAtpMakingUniform#0,"""R-ATK Converted"""
TechnicMagAtpMakingUniform#0,"""T-ATK Converted"""
GpGainPerSeconds#0,"""Gear Per Second"""
IntensiveAdvAtpRate#0,"""H Boost Rate"""
NeedLevelUpPoint#0,"""Required Points"""
ChargeTimeRate#0,"""Charge Rate"""
InvokeTime#0,"""Activation Time"""
Vitality#0,"""Durability"""
AliveTime#0,"""Survival Time"""
DamageReductionRatePT2#0,"""Two Player Party"""
DamageReductionRatePT3#0,"""Three Player Party"""
DamageReductionRatePT4#0,"""Four Player Party"""
HighTimeRimit#0,"""Damage Tolerance"""
