Name_00000#0,"""초급 타격 무기 Lv.1"""
Name_00055#4,"""리어／사막２"""
Name_00056#4,"""리어／사막３"""
Name_00057#4,"""리어／사막 아크스１"""
Name_00058#4,"""리어／사막 아크스２"""
Name_00059#4,"""리어／사막 아크스３"""
Name_00060#4,"""리어／사막 탐색１"""
Name_00061#4,"""리어／사막 탐색２"""
Name_00062#4,"""리어／사막 탐색３"""
Name_00063#4,"""리어／지하 갱도１"""
Name_00064#4,"""리어／지하 갱도２"""
Name_00065#4,"""리어／지하 갱도３"""
Name_00066#3,"""리어／지하 갱도 아크스１"""
Name_00067#3,"""리어／지하 갱도 아크스２"""
Name_00068#3,"""리어／지하 갱도 아크스３"""
Name_00069#3,"""리어／지하 갱도 탐색１"""
Name_00070#3,"""리어／지하 갱도 탐색２"""
Name_00071#3,"""리어／지하 갱도 탐색３"""
Name_00072#3,"""리어／옛 채굴장１"""
Name_00073#3,"""리어／옛 채굴장２"""
Name_00074#3,"""리어／옛 채굴장３"""
Name_00075#3,"""리어／옛 채굴장 아크스１"""
Name_00076#3,"""리어／옛 채굴장 아크스２"""
Name_00077#3,"""리어／옛 채굴장 아크스３"""
Name_00078#3,"""리어／옛 채굴장 탐색１"""
Name_00079#3,"""리어／옛 채굴장 탐색２"""
Name_00080#3,"""리어／옛 채굴장 탐색３"""
Name_00081#3,"""리어／해안１"""
Name_00082#3,"""리어／해안２"""
Name_00083#3,"""리어／해안３"""
Name_00084#3,"""리어／해안 아크스１"""
Name_00085#3,"""리어／해안 아크스２"""
Name_00086#3,"""리어／해안 아크스３"""
Name_00087#3,"""리어／해안 탐색１"""
Name_00088#3,"""리어／해안 탐색２"""
Name_00089#3,"""리어／해안 탐색３"""
Name_00090#3,"""리어／해저１"""
Name_00091#3,"""리어／해저２"""
Name_00092#3,"""리어／해저３"""
Name_00093#3,"""리어／해저 아크스１"""
Name_00094#3,"""리어／해저 아크스２"""
Name_00095#3,"""리어／해저 아크스３"""
Name_00096#3,"""리어／해저 탐색１"""
Name_00097#3,"""리어／해저 탐색２"""
Name_00098#3,"""리어／해저 탐색３"""
Name_00099#3,"""리어／부상 시설１"""
Name_00100#3,"""리어／부상 시설２"""
Name_00101#3,"""리어／부상 시설３"""
Name_00102#3,"""리어／부상 시설 아크스１"""
Name_00103#3,"""리어／부상 시설 아크스２"""
Name_00104#3,"""리어／부상 시설 아크스３"""
Name_00105#3,"""리어／부상 시설 탐색１"""
Name_00106#3,"""리어／부상 시설 탐색２"""
Name_00107#3,"""리어／부상 시설 탐색３"""
Name_00108#3,"""리어／백의 영역１"""
Name_00109#3,"""리어／백의 영역２"""
Name_00110#3,"""리어／백의 영역３"""
Name_00111#3,"""리어／백의 영역 아크스１"""
Name_00112#3,"""리어／백의 영역 아크스２"""
Name_00113#3,"""리어／백의 영역 아크스３"""
Name_00114#3,"""리어／백의 영역 탐색１"""
Name_00115#3,"""리어／백의 영역 탐색２"""
Name_00116#3,"""리어／백의 영역 탐색３"""
Name_00117#3,"""리어／흑의 영역１"""
Name_00118#3,"""리어／흑의 영역２"""
Name_00119#3,"""리어／흑의 영역３"""
Name_00120#3,"""리어／흑의 영역 아크스１"""
Name_00121#3,"""리어／흑의 영역 아크스２"""
Name_00122#3,"""리어／흑의 영역 아크스３"""
Name_00123#3,"""리어／흑의 영역 탐색１"""
Name_00124#3,"""리어／흑의 영역 탐색２"""
Name_00125#3,"""리어／흑의 영역 탐색３"""
Name_00126#3,"""리어／하루코탄３１"""
Name_00127#3,"""리어／하루코탄３２"""
Name_00128#3,"""리어／하루코탄３３"""
Name_00129#3,"""리어／하루코탄３ 아크스１"""
Name_00130#3,"""리어／하루코탄３ 아크스２"""
Name_00131#3,"""리어／하루코탄３ 아크스３"""
Name_00132#3,"""리어／하루코탄３ 탐색１"""
Name_00133#3,"""리어／하루코탄３ 탐색２"""
Name_00134#3,"""리어／하루코탄３ 탐색３"""
Name_00135#3,"""리어／ＥＰ１스토리１"""
Name_00136#3,"""리어／ＥＰ１스토리２"""
Name_00137#3,"""리어／ＥＰ１스토리３"""
Name_00138#3,"""리어／ＥＰ２스토리１"""
Name_00139#3,"""리어／ＥＰ２스토리２"""
Name_00140#3,"""리어／ＥＰ２스토리３"""
Name_00141#3,"""리어／ＥＰ３스토리１"""
Name_00142#3,"""리어／ＥＰ３스토리２"""
Name_00143#3,"""리어／ＥＰ３스토리３"""
Name_00144#3,"""리어／삼림과 용EX１"""
Name_00145#3,"""리어／삼림과 용EX２"""
Name_00146#3,"""리어／삼림과 용EX３"""
Name_00147#3,"""리어／동토와 기갑EX１"""
Name_00148#3,"""리어／동토와 기갑EX２"""
Name_00149#3,"""리어／동토와 기갑EX３"""
Name_00150#3,"""리어／유적과 해왕&극EX１"""
Name_00151#3,"""리어／유적과 해왕&극EX２"""
Name_00152#3,"""리어／유적과 해왕&극EX３"""
Name_00153#3,"""리어／나베리우스AD１"""
Name_00154#3,"""리어／나베리우스AD２"""
Name_00155#3,"""리어／나베리우스AD３"""
Name_00156#3,"""리어／암두스키아AD１"""
Name_00157#3,"""리어／암두스키아AD２"""
Name_00158#3,"""리어／암두스키아AD３"""
Name_00159#3,"""리어／리리파AD１"""
Name_00160#3,"""리어／리리파AD２"""
Name_00161#3,"""리어／리리파AD３"""
Name_00162#3,"""리어／워팔AD１"""
Name_00163#3,"""리어／워팔AD２"""
Name_00164#3,"""리어／워팔AD３"""
Name_00165#3,"""리어／하루코탄AD１"""
Name_00166#3,"""리어／하루코탄AD２"""
Name_00167#3,"""리어／하루코탄AD３"""
Name_00168#3,"""리어／행성 나베리우스"""
Name_00169#3,"""리어／행성 암두스키아"""
Name_00170#3,"""리어／행성 리리파"""
Name_00171#3,"""리어／행성 워팔"""
Name_00172#3,"""리어／행성 하루코탄"""
Name_00173#3,"""리어／함대 교전 구역１"""
Name_00174#3,"""리어／함대 교전 구역２"""
Name_00175#3,"""리어／함대 교전 구역３"""
Name_00176#3,"""리어／디바이드１"""
Name_00177#3,"""리어／イベント１０月"""
Name_00178#3,"""리어／イベント１１月"""
Name_00179#3,"""리어／イベント１２月"""
Name_00180#3,"""리어／イベント１３"""
Name_00181#3,"""리어／イベント１４"""
Name_00182#3,"""리어／イベント１５"""
Name_00183#3,"""리어／イベント１６"""
Name_00184#3,"""리어／イベント１７"""
Name_00185#3,"""리어／イベント１８"""
Name_00186#3,"""리어／イベント１９"""
Name_00187#3,"""리어／イベント２０"""
Name_00188#3,"""리어／아크스 선단１"""
Name_00189#3,"""리어／아크스 선단２"""
Name_00190#3,"""리어／아크스 선단３"""
Name_00191#3,"""리어／나베리우스UL１"""
Name_00192#3,"""리어／나베리우스UL２"""
Name_00193#3,"""리어／나베리우스UL３"""
Name_00194#3,"""리어／리리파UL１"""
Name_00195#3,"""리어／리리파UL２"""
Name_00196#2,"""리어／리리파UL３"""
Name_00197#2,"""리어／익스트림１"""
Name_00198#2,"""리어／지구１"""
Name_00199#2,"""리어／지구２"""
Name_00200#2,"""리어／지구３"""
Name_00201#2,"""리어／암두스키아UL１"""
Name_00202#2,"""리어／암두스키아UL２"""
Name_00203#2,"""리어／암두스키아UL３"""
Name_00204#2,"""리어／채굴 기지１"""
Name_00205#2,"""리어／채굴 기지２"""
Name_00206#2,"""리어／채굴 기지３"""
Name_00207#2,"""리어／오메가１"""
Name_00208#2,"""리어／오메가２"""
Name_00209#2,"""리어／오메가３"""
Name_00210#2,"""리어／未設定２３"""
Name_00211#2,"""리어／未設定２４"""
Name_00212#2,"""리어／未設定２５"""
Name_00213#2,"""리어／未設定２６"""
Name_00214#2,"""리어／未設定２７"""
Name_00215#2,"""리어／未設定２８"""
Name_00216#2,"""리어／未設定２９"""
Name_00217#2,"""리어／未設定３０"""
Name_10000#2,"""암／삼림１"""
Name_10001#2,"""암／삼림２"""
Name_10002#2,"""암／삼림３"""
Name_10003#2,"""암／삼림 아크스１"""
Name_10004#2,"""암／삼림 아크스２"""
Name_10005#2,"""암／삼림 아크스３"""
Name_10006#2,"""암／삼림 탐색１"""
Name_10007#2,"""암／삼림 탐색２"""
Name_10008#2,"""암／삼림 탐색３"""
Name_10009#2,"""암／동토１"""
Name_10010#2,"""암／동토２"""
Name_10011#2,"""암／동토３"""
Name_10012#2,"""암／동토 아크스１"""
Name_10013#2,"""암／동토 아크스２"""
Name_10014#2,"""암／동토 아크스３"""
Name_10015#2,"""암／동토 탐색１"""
Name_10016#2,"""암／동토 탐색２"""
Name_10017#2,"""암／동토 탐색３"""
Name_10018#2,"""암／유적１"""
Name_10019#2,"""암／유적２"""
Name_10020#2,"""암／유적３"""
Name_10021#2,"""암／유적 아크스１"""
Name_10022#2,"""암／유적 아크스２"""
Name_10023#2,"""암／유적 아크스３"""
Name_10024#2,"""암／유적 탐색１"""
Name_10025#2,"""암／유적 탐색２"""
Name_10026#2,"""암／유적 탐색３"""
Name_10027#2,"""암／화산동굴１"""
Name_10028#2,"""암／화산동굴２"""
Name_10029#2,"""암／화산동굴３"""
Name_10030#2,"""암／화산동굴 아크스１"""
Name_10031#2,"""암／화산동굴 아크스２"""
Name_10032#2,"""암／화산동굴 아크스３"""
Name_10033#2,"""암／화산동굴 탐색１"""
Name_10034#2,"""암／화산동굴 탐색２"""
Name_10035#2,"""암／화산동굴 탐색３"""
Name_10036#2,"""암／부유 대륙１"""
Name_10037#2,"""암／부유 대륙２"""
Name_10038#2,"""암／부유 대륙３"""
Name_10039#2,"""암／부유 대륙 아크스１"""
Name_10040#2,"""암／부유 대륙 아크스２"""
Name_10041#2,"""암／부유 대륙 아크스３"""
Name_10042#2,"""암／부유 대륙 탐색１"""
Name_10043#2,"""암／부유 대륙 탐색２"""
Name_10044#2,"""암／부유 대륙 탐색３"""
Name_10045#2,"""암／용제단１"""
Name_10046#2,"""암／용제단２"""
Name_10047#2,"""암／용제단３"""
Name_10048#2,"""암／용제단 아크스１"""
Name_10049#2,"""암／용제단 아크스２"""
Name_10050#2,"""암／용제단 아크스３"""
Name_10051#2,"""암／용제단 탐색１"""
Name_10052#2,"""암／용제단 탐색２"""
Name_10053#2,"""암／용제단 탐색３"""
Name_10054#2,"""암／사막１"""
Name_10055#2,"""암／사막２"""
Name_10056#2,"""암／사막３"""
Name_10057#2,"""암／사막 아크스１"""
Name_10058#2,"""암／사막 아크스２"""
Name_10059#2,"""암／사막 아크스３"""
Name_10060#2,"""암／사막 탐색１"""
Name_10061#2,"""암／사막 탐색２"""
Name_10062#2,"""암／사막 탐색３"""
Name_10063#1,"""암／지하 갱도１"""
Name_10064#1,"""암／지하 갱도２"""
Name_10065#1,"""암／지하 갱도３"""
Name_10066#1,"""암／지하 갱도 아크스１"""
Name_10067#1,"""암／지하 갱도 아크스２"""
Name_10068#1,"""암／지하 갱도 아크스３"""
Name_10069#1,"""암／지하 갱도 탐색１"""
Name_10070#1,"""암／지하 갱도 탐색２"""
Name_10071#1,"""암／지하 갱도 탐색３"""
Name_10072#1,"""암／옛 채굴장１"""
Name_10073#1,"""암／옛 채굴장２"""
Name_10074#1,"""암／옛 채굴장３"""
Name_10075#1,"""암／옛 채굴장 아크스１"""
Name_10076#1,"""암／옛 채굴장 아크스２"""
Name_10077#1,"""암／옛 채굴장 아크스３"""
Name_10078#1,"""암／옛 채굴장 탐색１"""
Name_10079#1,"""암／옛 채굴장 탐색２"""
Name_10080#1,"""암／옛 채굴장 탐색３"""
Name_10081#1,"""암／해안１"""
Name_10082#1,"""암／해안２"""
Name_10083#1,"""암／해안３"""
Name_10084#1,"""암／해안 아크스１"""
Name_10085#1,"""암／해안 아크스２"""
Name_10086#1,"""암／해안 아크스３"""
Name_10087#1,"""암／해안 탐색１"""
Name_10088#1,"""암／해안 탐색２"""
Name_10089#1,"""암／해안 탐색３"""
Name_10090#1,"""암／해저１"""
Name_10091#1,"""암／해저２"""
Name_10092#1,"""암／해저３"""
Name_10093#1,"""암／해저 아크스１"""
Name_10094#1,"""암／해저 아크스２"""
Name_10095#1,"""암／해저 아크스３"""
Name_10096#1,"""암／해저 탐색１"""
Name_10097#1,"""암／해저 탐색２"""
Name_10098#1,"""암／해저 탐색３"""
Name_10099#1,"""암／부상 시설１"""
Name_10100#1,"""암／부상 시설２"""
Name_10101#1,"""암／부상 시설３"""
Name_10102#1,"""암／부상 시설 아크스１"""
Name_10103#1,"""암／부상 시설 아크스２"""
Name_10104#1,"""암／부상 시설 아크스３"""
Name_10105#1,"""암／부상 시설 탐색１"""
Name_10106#1,"""암／부상 시설 탐색２"""
Name_10107#1,"""암／부상 시설 탐색３"""
Name_10108#1,"""암／백의 영역１"""
Name_10109#1,"""암／백의 영역２"""
Name_10110#1,"""암／백의 영역３"""
Name_10111#1,"""암／백의 영역 아크스１"""
Name_10112#1,"""암／백의 영역 아크스２"""
Name_10113#1,"""암／백의 영역 아크스３"""
Name_10114#1,"""암／백의 영역 탐색１"""
Name_10115#1,"""암／백의 영역 탐색２"""
Name_10116#1,"""암／백의 영역 탐색３"""
Name_10117#1,"""암／흑의 영역１"""
Name_10118#1,"""암／흑의 영역２"""
Name_10119#1,"""암／흑의 영역３"""
Name_10120#1,"""암／흑의 영역 아크스１"""
Name_10121#1,"""암／흑의 영역 아크스２"""
Name_10122#1,"""암／흑의 영역 아크스３"""
Name_10123#1,"""암／흑의 영역 탐색１"""
Name_10124#1,"""암／흑의 영역 탐색２"""
Name_10125#1,"""암／흑의 영역 탐색３"""
Name_10126#1,"""암／하루코탄３１"""
Name_10127#1,"""암／하루코탄３２"""
Name_10128#1,"""암／하루코탄３３"""
Name_10129#1,"""암／하루코탄３ 아크스１"""
Name_10130#1,"""암／하루코탄３ 아크스２"""
Name_10131#1,"""암／하루코탄３ 아크스３"""
Name_10132#1,"""암／하루코탄３ 탐색１"""
Name_10133#1,"""암／하루코탄３ 탐색２"""
Name_10134#1,"""암／하루코탄３ 탐색３"""
Name_10135#1,"""암／ＥＰ１스토리１"""
Name_10136#1,"""암／ＥＰ１스토리２"""
Name_10137#1,"""암／ＥＰ１스토리３"""
Name_10138#1,"""암／ＥＰ２스토리１"""
Name_10139#1,"""암／ＥＰ２스토리２"""
Name_10140#1,"""암／ＥＰ２스토리３"""
Name_10141#1,"""암／ＥＰ３스토리１"""
Name_10142#1,"""암／ＥＰ３스토리２"""
Name_10143#1,"""암／ＥＰ３스토리３"""
Name_10144#1,"""암／삼림과 용EX１"""
Name_10145#1,"""암／삼림과 용EX２"""
Name_10146#1,"""암／삼림과 용EX３"""
Name_10147#1,"""암／동토와 기갑EX１"""
Name_10148#1,"""암／동토와 기갑EX２"""
Name_10149#1,"""암／동토와 기갑EX３"""
Name_10150#1,"""암／유적과 해왕&극EX１"""
Name_10151#1,"""암／유적과 해왕&극EX２"""
Name_10152#1,"""암／유적과 해왕&극EX３"""
Name_10153#1,"""암／나베리우스AD１"""
Name_10154#1,"""암／나베리우스AD２"""
Name_10155#1,"""암／나베리우스AD３"""
Name_10156#1,"""암／암두스키아AD１"""
Name_10157#1,"""암／암두스키아AD２"""
Name_10158#1,"""암／암두스키아AD３"""
Name_10159#1,"""암／리리파AD１"""
Name_10160#1,"""암／리리파AD２"""
Name_10161#1,"""암／리리파AD３"""
Name_10162#1,"""암／워팔AD１"""
Name_10163#1,"""암／워팔AD２"""
Name_10164#1,"""암／워팔AD３"""
Name_10165#1,"""암／하루코탄AD１"""
Name_10166#1,"""암／하루코탄AD２"""
Name_10167#1,"""암／하루코탄AD３"""
Name_10168#1,"""암／행성 나베리우스"""
Name_10169#1,"""암／행성 암두스키아"""
Name_10170#1,"""암／행성 리리파"""
Name_10171#1,"""암／행성 워팔"""
Name_10172#1,"""암／행성 하루코탄"""
Name_10173#1,"""암／함대 교전 구역１"""
Name_10174#1,"""암／함대 교전 구역２"""
Name_10175#1,"""암／함대 교전 구역３"""
Name_10176#1,"""암／디바이드１"""
Name_10177#1,"""암／イベント１０月"""
Name_10178#1,"""암／イベント１１月"""
Name_10179#1,"""암／イベント１２月"""
Name_10180#1,"""암／イベント１３"""
Name_10181#1,"""암／イベント１４"""
Name_10182#1,"""암／イベント１５"""
Name_10183#1,"""암／イベント１６"""
Name_10184#1,"""암／イベント１７"""
Name_10185#1,"""암／イベント１８"""
Name_10186#1,"""암／イベント１９"""
Name_10187#1,"""암／イベント２０"""
Name_10188#1,"""암／아크스 선단１"""
Name_10189#1,"""암／아크스 선단２"""
Name_10190#1,"""암／아크스 선단３"""
Name_10191#1,"""암／나베리우스UL１"""
Name_10192#1,"""암／나베리우스UL２"""
Name_10193#1,"""암／나베리우스UL３"""
Name_10194#1,"""암／리리파UL１"""
Name_10195#1,"""암／리리파UL２"""
Name_10196#0,"""암／리리파UL３"""
Name_10197#0,"""암／익스트림１"""
Name_10198#0,"""암／지구１"""
Name_10199#0,"""암／지구２"""
Name_10200#0,"""암／지구３"""
Name_10201#0,"""암／암두스키아UL１"""
Name_10202#0,"""암／암두스키아UL２"""
Name_10203#0,"""암／암두스키아UL３"""
Name_10204#0,"""암／채굴 기지１"""
Name_10205#0,"""암／채굴 기지２"""
Name_10206#0,"""암／채굴 기지３"""
Name_10207#0,"""암／오메가１"""
Name_10208#0,"""암／오메가２"""
Name_10209#0,"""암／오메가３"""
Name_10210#0,"""암／未設定２３"""
Name_10211#0,"""암／未設定２４"""
Name_10212#0,"""암／未設定２５"""
Name_10213#0,"""암／未設定２６"""
Name_10214#0,"""암／未設定２７"""
Name_10215#0,"""암／未設定２８"""
Name_10216#0,"""암／未設定２９"""
Name_10217#0,"""암／未設定３０"""
Name_20000#2,"""레그／삼림１"""
Name_20001#2,"""레그／삼림２"""
Name_20002#2,"""레그／삼림３"""
Name_20003#2,"""레그／삼림 아크스１"""
Name_20004#2,"""레그／삼림 아크스２"""
Name_20005#2,"""레그／삼림 아크스３"""
Name_20006#2,"""레그／삼림 탐색１"""
Name_20007#2,"""레그／삼림 탐색２"""
Name_20008#2,"""레그／삼림 탐색３"""
Name_20009#2,"""레그／동토１"""
Name_20010#2,"""레그／동토２"""
Name_20011#2,"""레그／동토３"""
Name_20012#2,"""레그／동토 아크스１"""
Name_20013#2,"""레그／동토 아크스２"""
Name_20014#2,"""레그／동토 아크스３"""
Name_20015#2,"""레그／동토 탐색１"""
Name_20016#2,"""레그／동토 탐색２"""
Name_20017#2,"""레그／동토 탐색３"""
Name_20018#2,"""레그／유적１"""
Name_20019#2,"""레그／유적２"""
Name_20020#2,"""레그／유적３"""
Name_20021#2,"""레그／유적 아크스１"""
Name_20022#2,"""레그／유적 아크스２"""
Name_20023#2,"""레그／유적 아크스３"""
Name_20024#2,"""레그／유적 탐색１"""
Name_20025#2,"""레그／유적 탐색２"""
Name_20026#2,"""레그／유적 탐색３"""
Name_20027#2,"""레그／화산동굴１"""
Name_20028#2,"""레그／화산동굴２"""
Name_20029#2,"""레그／화산동굴３"""
Name_20030#2,"""레그／화산동굴 아크스１"""
Name_20031#2,"""레그／화산동굴 아크스２"""
Name_20032#2,"""레그／화산동굴 아크스３"""
Name_20033#2,"""레그／화산동굴 탐색１"""
Name_20034#2,"""레그／화산동굴 탐색２"""
Name_20035#2,"""레그／화산동굴 탐색３"""
Name_20036#2,"""레그／부유 대륙１"""
Name_20037#2,"""레그／부유 대륙２"""
Name_20038#2,"""레그／부유 대륙３"""
Name_20039#2,"""레그／부유 대륙 아크스１"""
Name_20040#2,"""레그／부유 대륙 아크스２"""
Name_20041#2,"""레그／부유 대륙 아크스３"""
Name_20042#2,"""레그／부유 대륙 탐색１"""
Name_20043#2,"""레그／부유 대륙 탐색２"""
Name_20044#2,"""레그／부유 대륙 탐색３"""
Name_20045#2,"""레그／용제단１"""
Name_20046#2,"""레그／용제단２"""
Name_20047#2,"""레그／용제단３"""
Name_20048#2,"""레그／용제단 아크스１"""
Name_20049#2,"""레그／용제단 아크스２"""
Name_20050#2,"""레그／용제단 아크스３"""
Name_20051#2,"""레그／용제단 탐색１"""
Name_20052#2,"""레그／용제단 탐색２"""
Name_20053#2,"""레그／용제단 탐색３"""
Name_20054#2,"""레그／사막１"""
Name_20055#2,"""레그／사막２"""
Name_20056#2,"""레그／사막３"""
Name_20057#2,"""레그／사막 아크스１"""
Name_20058#2,"""레그／사막 아크스２"""
Name_20059#2,"""레그／사막 아크스３"""
Name_20060#2,"""레그／사막 탐색１"""
Name_20061#2,"""레그／사막 탐색２"""
Name_20062#2,"""레그／사막 탐색３"""
Name_20063#1,"""레그／지하 갱도１"""
Name_20064#1,"""레그／지하 갱도２"""
Name_20065#1,"""레그／지하 갱도３"""
Name_20066#1,"""레그／지하 갱도 아크스１"""
Name_20067#1,"""레그／지하 갱도 아크스２"""
Name_20068#1,"""레그／지하 갱도 아크스３"""
Name_20069#1,"""레그／지하 갱도 탐색１"""
Name_20070#1,"""레그／지하 갱도 탐색２"""
Name_20071#1,"""레그／지하 갱도 탐색３"""
Name_20072#1,"""레그／옛 채굴장１"""
Name_20073#1,"""레그／옛 채굴장２"""
Name_20074#1,"""레그／옛 채굴장３"""
Name_20075#1,"""레그／옛 채굴장 아크스１"""
Name_20076#1,"""레그／옛 채굴장 아크스２"""
Name_20077#1,"""레그／옛 채굴장 아크스３"""
Name_20078#1,"""레그／옛 채굴장 탐색１"""
Name_20079#1,"""레그／옛 채굴장 탐색２"""
Name_20080#1,"""레그／옛 채굴장 탐색３"""
Name_20081#1,"""레그／해안１"""
Name_20082#1,"""레그／해안２"""
Name_20083#1,"""레그／해안３"""
Name_20084#1,"""레그／해안 아크스１"""
Name_20085#1,"""레그／해안 아크스２"""
Name_20086#1,"""레그／해안 아크스３"""
Name_20087#1,"""레그／해안 탐색１"""
Name_20088#1,"""레그／해안 탐색２"""
Name_20089#1,"""레그／해안 탐색３"""
Name_20090#1,"""레그／해저１"""
Name_20091#1,"""레그／해저２"""
Name_20092#1,"""레그／해저３"""
Name_20093#1,"""레그／해저 아크스１"""
Name_20094#1,"""레그／해저 아크스２"""
Name_20095#1,"""레그／해저 아크스３"""
Name_20096#1,"""레그／해저 탐색１"""
Name_20097#1,"""레그／해저 탐색２"""
Name_20098#1,"""레그／해저 탐색３"""
Name_20099#1,"""레그／부상 시설１"""
Name_20100#1,"""레그／부상 시설２"""
Name_20101#1,"""레그／부상 시설３"""
Name_20102#1,"""레그／부상 시설 아크스１"""
Name_20103#1,"""레그／부상 시설 아크스２"""
Name_20104#1,"""레그／부상 시설 아크스３"""
Name_20105#1,"""레그／부상 시설 탐색１"""
Name_20106#1,"""레그／부상 시설 탐색２"""
Name_20107#1,"""레그／부상 시설 탐색３"""
Name_20108#1,"""레그／백의 영역１"""
Name_20109#1,"""레그／백의 영역２"""
Name_20110#1,"""레그／백의 영역３"""
Name_20111#1,"""레그／백의 영역 아크스１"""
Name_20112#1,"""레그／백의 영역 아크스２"""
Name_20113#1,"""레그／백의 영역 아크스３"""
Name_20114#1,"""레그／백의 영역 탐색１"""
Name_20115#1,"""레그／백의 영역 탐색２"""
Name_20116#1,"""레그／백의 영역 탐색３"""
Name_20117#1,"""레그／흑의 영역１"""
Name_20118#1,"""레그／흑의 영역２"""
Name_20119#1,"""레그／흑의 영역３"""
Name_20120#1,"""레그／흑의 영역 아크스１"""
Name_20121#1,"""레그／흑의 영역 아크스２"""
Name_20122#1,"""레그／흑의 영역 아크스３"""
Name_20123#1,"""레그／흑의 영역 탐색１"""
Name_20124#1,"""레그／흑의 영역 탐색２"""
Name_20125#1,"""레그／흑의 영역 탐색３"""
Name_20126#1,"""레그／하루코탄３１"""
Name_20127#1,"""레그／하루코탄３２"""
Name_20128#1,"""레그／하루코탄３３"""
Name_20129#1,"""레그／하루코탄３ 아크스１"""
Name_20130#1,"""레그／하루코탄３ 아크스２"""
Name_20131#1,"""레그／하루코탄３ 아크스３"""
Name_20132#1,"""레그／하루코탄３ 탐색１"""
Name_20133#1,"""레그／하루코탄３ 탐색２"""
Name_20134#1,"""레그／하루코탄３ 탐색３"""
Name_20135#1,"""레그／ＥＰ１스토리１"""
Name_20136#1,"""레그／ＥＰ１스토리２"""
Name_20137#1,"""레그／ＥＰ１스토리３"""
Name_20138#1,"""레그／ＥＰ２스토리１"""
Name_20139#1,"""레그／ＥＰ２스토리２"""
Name_20140#1,"""레그／ＥＰ２스토리３"""
Name_20141#1,"""레그／ＥＰ３스토리１"""
Name_20142#1,"""레그／ＥＰ３스토리２"""
Name_20143#1,"""레그／ＥＰ３스토리３"""
Name_20144#1,"""레그／삼림과 용EX１"""
Name_20145#1,"""레그／삼림과 용EX２"""
Name_20146#1,"""레그／삼림과 용EX３"""
Name_20147#1,"""레그／동토와 기갑EX１"""
Name_20148#1,"""레그／동토와 기갑EX２"""
Name_20149#1,"""레그／동토와 기갑EX３"""
Name_20150#1,"""레그／유적과 해왕&극EX１"""
Name_20151#1,"""레그／유적과 해왕&극EX２"""
Name_20152#1,"""레그／유적과 해왕&극EX３"""
Name_20153#1,"""레그／나베리우스AD１"""
Name_20154#1,"""레그／나베리우스AD２"""
Name_20155#1,"""레그／나베리우스AD３"""
Name_20156#1,"""레그／암두스키아AD１"""
Name_20157#1,"""레그／암두스키아AD２"""
Name_20158#1,"""레그／암두스키아AD３"""
Name_20159#1,"""레그／리리파AD１"""
Name_20160#1,"""레그／리리파AD２"""
Name_20161#1,"""레그／리리파AD３"""
Name_20162#1,"""레그／워팔AD１"""
Name_20163#1,"""레그／워팔AD２"""
Name_20164#1,"""레그／워팔AD３"""
Name_20165#1,"""레그／하루코탄AD１"""
Name_20166#1,"""레그／하루코탄AD２"""
Name_20167#1,"""레그／하루코탄AD３"""
Name_20168#1,"""레그／행성 나베리우스"""
Name_20169#1,"""레그／행성 암두스키아"""
Name_20170#1,"""레그／행성 리리파"""
Name_20171#1,"""레그／행성 워팔"""
Name_20172#1,"""레그／행성 하루코탄"""
Name_20173#1,"""레그／함대 교전 구역１"""
Name_20174#1,"""레그／함대 교전 구역２"""
Name_20175#1,"""레그／함대 교전 구역３"""
Name_20176#1,"""레그／디바이드１"""
Name_20177#1,"""레그／イベント１０月"""
Name_20178#1,"""레그／イベント１１月"""
Name_20179#1,"""레그／イベント１２月"""
Name_20180#1,"""레그／イベント１３"""
Name_20181#1,"""레그／イベント１４"""
Name_20182#1,"""레그／イベント１５"""
Name_20183#1,"""레그／イベント１６"""
Name_20184#1,"""레그／イベント１７"""
Name_20185#1,"""레그／イベント１８"""
Name_20186#1,"""레그／イベント１９"""
Name_20187#1,"""레그／イベント２０"""
Name_20188#1,"""레그／아크스 선단１"""
Name_20189#1,"""레그／아크스 선단２"""
Name_20190#1,"""레그／아크스 선단３"""
Name_20191#1,"""레그／나베리우스UL１"""
Name_20192#1,"""레그／나베리우스UL２"""
Name_20193#1,"""레그／나베리우스UL３"""
Name_20194#1,"""레그／리리파UL１"""
Name_20195#1,"""레그／리리파UL２"""
Name_20196#0,"""레그／리리파UL３"""
Name_20197#0,"""레그／익스트림１"""
Name_20198#0,"""레그／지구１"""
Name_20199#0,"""레그／지구２"""
Name_20200#0,"""레그／지구３"""
Name_20201#0,"""레그／암두스키아UL１"""
Name_20202#0,"""레그／암두스키아UL２"""
Name_20203#0,"""레그／암두스키아UL３"""
Name_20204#0,"""레그／채굴 기지１"""
Name_20205#0,"""레그／채굴 기지２"""
Name_20206#0,"""레그／채굴 기지３"""
Name_20207#0,"""레그／오메가１"""
Name_20208#0,"""레그／오메가２"""
Name_20209#0,"""레그／오메가３"""
Name_20210#0,"""레그／未設定２３"""
Name_20211#0,"""레그／未設定２４"""
Name_20212#0,"""레그／未設定２５"""
Name_20213#0,"""레그／未設定２６"""
Name_20214#0,"""레그／未設定２７"""
Name_20215#0,"""레그／未設定２８"""
Name_20216#0,"""레그／未設定２９"""
Name_20217#0,"""레그／未設定３０"""
