TitleLogo_Enter#0,"""กดปุ่ม ENTER"""
CharaSelectMenu_Empty#0,"""สร้างตัวละครใหม่"""
CharaSelectItem_Name#0,"""ชื่อตัวละคร"""
CharaSelectItem_Class#0,"""Class"""
CharaSelectItem_PlayTime#0,"""เวลาที่เล่น"""
CharaSelectItem_PlayLimit#0,"""-"""
CharaDeleteTitle#0,"""ลบตัวละคร"""
CharaSelectItem_MobileText_Vita#0,"""ตัวละครที่เชื่อมโยง [PSO2es]"""
CharaSelectItem_MobileText#0,"""ตัวละครที่เชื่อมโยงกับ<br>[Phantasy Star Online 2 es]"""
CharaDeleteTime#0,"""เวลาที่เหลือก่อนถูกลบ"""
CharaDeleteCancelTitle#0,"""ยกเลิกการลบ"""
CharaSelectMenu_DeleteCancel#0,"""<yellow>[ยกเลิกการลบตัวละคร]<c><br><br>- คุณสามารถยกเลิกกระบวนการลบ<br>ตัวละครของคุณได้จนกว่าจะหมดเวลาด้านล่างนี้<br><br><red>เวลาที่เหลือก่อนถูกลบ: $(0)<c><br><br><yellow>หากต้องการยกเลิกคำขอลบ ให้กดปุ่ม<br>[Ctrl] ค้างไว้แล้วกด \""ใช่\""<c>"""
CharaSelectMenu_DeleteCancel_v#0,"""<yellow>[ยกเลิกการลบตัวละคร]<c><br><br>- คุณสามารถยกเลิกกระบวนการลบ<br>ตัวละครของคุณได้จนกว่าจะหมดเวลาด้านล่างนี้<br><br><red>เวลาที่เหลือก่อนถูกลบ: $(0)<c><br><br><yellow>หากต้องการยกเลิกคำขอลบ ให้กดปุ่ม<br><%TabBack><%TabForward> ค้างไว้แล้วกด \""ใช่\""<c>"""
CharaSelectMenu_DeleteCancel_f#0,"""ไม่สามารถยกเลิกกระบวนการลบได้<br><br>ตัวละครถูกลบไปแล้ว"""
CharaSelectMenu_EpisodeItem1#0,"""EP1-3"""
CharaSelectMenu_EpisodeItem2#0,"""EP4-5"""
CharaSelectMenu_DecideItem#0,"""เริ่มเกม ($(0))"""
CharaSelectMenu_Transport_Delay#0,"""ย้ายไปยัง Ship อื่นในช่วงปิดปรับปรุงครั้งต่อไป<pict 4space><pict Arcscash>"""
CharaSelectMenu_Transport_Delay_Please_Wait_Or_Cancel#0,"""ยกเลิกคำขอย้าย Ship ในช่วงปิดปรับปรุงครั้งต่อไป <yellow>(แจ้งขอย้ายไปที่ $(0))<c>"""
CharaSelectItem_Transport_Delay_Please_Wait#0,"""<yellow>คำขอย้าย Ship<c>"""
CharaSelec_ShipName#0,"""ชื่อ Ship"""
CharaSelec_Num#0,"""ตัวละคร"""
CharaSelec_NotCharacter#0,"""หาตัวละครของคุณไม่พบงั้นเหรอ?"""
CharaSelec_LoginIn#0,"""กำลังล็อกอิน"""
CharaCheck_Num#0,"""$(0)"""
CharaCheck_Message#0,"""ในรายชื่อด้านล่างนี้ คุณจะพบจำนวน<br>ตัวละครที่คุณสร้างไว้และ Ship<br>ของตัวละครนั้นๆ<br><br>หากคุณต้องการเลือก Ship อื่น ให้กด<br>ปุ่ม <yellow>[ล็อกเอาต์]<c> แล้วล็อกอินเข้า Ship อื่น"""
CharaCheck_Message_VITA#0,"""ในรายชื่อด้านล่างนี้<br>คุณจะพบตำแหน่งของตัวละครที่คุณสร้างไว้<br>และ Ship ของตัวละครนั้นๆ<br><br>หากคุณต้องการเลือก Ship อื่น<br>ให้กด <yellow>[กลับสู่หน้าไตเติล]<c> แล้ว<br>ล็อกอินเข้า Ship อื่น"""
CharaCheck_NoShipInfo#0,"""ไม่มีข้อมูล Ship"""
PlayGo_CharaSelect_Title#0,"""ข้อความ"""
PlayGo_CharaSelect_Message#0,"""<yellow>กำลังติดตั้งไฟล์ที่จำเป็น<c><br><br>จนกว่าการติดตั้งจะเสร็จสมบูรณ์<br>ฟังก์ชันบางอย่าง (เช่น การย้ายพื้นที่ หรือ<br>การเลือกตัวละคร) อาจไม่สามารถใช้งานได้<br><br>กรุณารอจนกว่าการติดตั้งจะเสร็จสมบูรณ์"""
CharaUndeletable_Title#0,"""การยืนยันการครอบครองไอเทม"""
CharaUndeletable_Message#0,"""ตัวละครที่คุณกำลังจะลบมีไอเทมอยู่<br>ใน Inventory จึงไม่สามารถลบได้<br><br>กรุณาย้ายหรือทิ้งไอเทมจาก<br>ตำแหน่งต่อไปนี้เพื่อดำเนินการลบ<br>ตัวละคร:<br><br>- Inventory ตัวละคร<br>- Character Storage<br><br>ตัวละครที่มี Support Partner จำเป็นต้องนำออก<br>ก่อนจึงจะสามารถลบตัวละครได้"""
EP1_3_CloseIntroduction#0,"""ตั้งแต่วันที่ 9 มิถุนายน 2021:<br><yellow>การผจญภัยครั้งใหม่พร้อมให้เล่นแล้วใน PSO2: NGS<c><br><br>เมื่อคุณดำเนินเนื้อเรื่องของ PSO2: NGS ไปถึงจุดหนึ่ง คุณจะสามารถเดินทางไปมาระหว่างโลกใหม่และโลกเดิมของ PSO2 ได้อย่างอิสระ"""
CharaSelectItem_Class_NotStartedNGS#0,"""ยังไม่ได้เริ่มเล่น [PSO2: NGS]"""
CharaCheck_BodyShape_Title#0,"""ประกาศ"""
CharaCheck_BodyShape_Message#0,"""ภายใต้เงื่อนไขบางประการ รูปลักษณ์ของตัวละคร<br>ที่สร้างใน [PSO2] เดิมอาจมีการเปลี่ยนแปลงอย่างเห็นได้ชัด<br>เนื่องจากผลกระทบของการอัปเดต<br>เอนจินกราฟิกใหม่<br>หากจำเป็น กรุณาแก้ไขตัวละครของคุณโดยใช้เมนู<br>\""สร้างตัวละคร\"" ตอนเริ่มเกม หรือ<br>ใช้ Salon ซึ่งจะสามารถเข้าใช้งานได้หลังจาก<br>ผ่านบทนำของเนื้อเรื่องหลักแล้ว"""
CharaSelectMenu_Demo_Movie#0,"""เล่นวิดีโอแนะนำตัวละคร"""
CharaSelectMenu_MovieSkipWindow_Title#0,"""ข้อความ"""
CharaSelectMenu_MovieSkipWindow_Text#0,"""กำลังจะออกจากการเล่นวิดีโอ<br><br>แน่ใจหรือไม่?"""
CharaSelectMenu_Transport_Daily#0,"""ย้ายไปยัง Ship อื่นในช่วง Daily Transfer ครั้งต่อไป<pict 4space><pict Arcscash>"""
CharaSelectMenu_Transport_Daily_Please_Wait_Or_Cancel#0,"""ยกเลิกคำขอย้าย Ship ในช่วง Daily Transfer ครั้งต่อไป <yellow>(แจ้งขอย้ายไปที่ $(0))<c>"""
CharaSelectMenu_Decide#1,"""เข้าเล่นด้วยตัวละครนี้"""
CharaSelectMenu_Create#1,"""สร้างตัวละครใหม่"""
CharaSelectMenu_Delete#1,"""ลบตัวละครนี้"""
CharaSelectMenu_Cancel#1,"""กลับสู่เมนูก่อนหน้า"""
CharaSelectMenu_ChangeName#1,"""เปลี่ยนชื่อตัวละคร"""
CharaNumMax#0,"""คุณมีจำนวนตัวละครถึงขีดจำกัดแล้ว<br>หากต้องการสร้างตัวละครใหม่<br>กรุณาลบตัวละครที่มีอยู่"""
SystemError#0,"""เกิดข้อผิดพลาดของระบบ กรุณาลองใหม่อีกครั้ง<br><br>[No.2301]"""
ShipMaxError#0,"""การสร้างตัวละครใน Ship นี้ถูกระงับชั่วคราว<br>กรุณาใช้งานใน Ship อื่น"""
ConsumeCheck#1,"""<pict Arcscash><pict 4space><c ff4f3f>คอนเทนต์ AC<c><br>ในการสร้างตัวละครเพิ่ม คุณจำเป็นต้องมี \""Character Slot Pass\""<br><br><yellow>- ตัวละครจะถูกบันทึกไว้ใน \""Ship\""<c><br><br>- ในการเล่นตัวละครที่คุณเพิ่งสร้าง โปรดแน่ใจว่าคุณอยู่ใน Ship เดียวกับตัวละครที่คุณสร้างขึ้น <yellow>ช่องตัวละครที่ซื้อด้วย Pass นี้จะเป็นการใช้งานแบบครั้งเดียว<c><br><br>คุณต้องการใช้ <pict Arcscash><c ff4f3f>$(0) AC<c> เพื่อซื้อ \""Character Slot Pass\"" หรือไม่?<br><br><yellow><pict Arcscash>AC คงเหลือ: $(1)<c><br><yellow>ช่องตัวละครที่เหลืออยู่: $(2)<c> (รวมสูงสุดทุก Ship คือ $(3))"""
ChangeNameConfirm#0,"""<pict Arcscash><pict 4space><c ff4f3f>คอนเทนต์ AC<c><br>ในการเปลี่ยนชื่อตัวละคร คุณจะต้องซื้อ \""Character Rename Pass\""<br><br><yellow>- หลังจากเปลี่ยนชื่อตัวละครแล้ว คุณจะไม่สามารถเปลี่ยนชื่อตัวละครเดิมได้อีกเป็นเวลา $(0) วัน<c><br><br><yellow>- \""Character Rename Pass\"" นี้ใช้ได้เพียงครั้งเดียว แต่สามารถใช้กับตัวละครใดก็ได้ แม้ว่าคุณจะซื้อให้ตัวละครอื่นก็ตาม<c><br><br>คุณต้องการซื้อ \""Character Rename Pass\"" ในราคา <pict Arcscash><c ff4f3f>$(1) AC<c> หรือไม่?<br><br><yellow><pict Arcscash>AC คงเหลือ: $(2)<c>"""
ChargeTitle#1,"""ยืนยันการเติม AC"""
ChargeMessage#1,"""AC ไม่เพียงพอ<br>ต้องการเติม AC เพิ่มหรือไม่?"""
ChargeMessage_v#1,"""AC ไม่เพียงพอ<br>ต้องการเติม AC เพิ่มหรือไม่?<br><br><yellow>※ระบบจะเปิดเว็บเบราว์เซอร์ขึ้นมา<br>ตัวเกมจะปิดลงและคุณจะถูกล็อกเอาต์<c>"""
TimeOutMessage#1,"""การเชื่อมต่อกับเซิร์ฟเวอร์หมดเวลา<br><br>[No.2302]"""
ShortageAC#1,"""AC ไม่เพียงพอ การซื้อล้มเหลว"""
ErrorTime1#0,"""ไม่สามารถซื้อสิทธิ์เปลี่ยนชื่อตัวละครได้<br>กรุณารอจนกว่าจะผ่านไป $(0) วัน<br>จึงจะสามารถเปลี่ยนชื่อตัวละครของคุณได้"""
ErrorTime2#0,"""ไม่สามารถซื้อสิทธิ์เปลี่ยนชื่อตัวละครได้<br>กรุณารอจนกว่าจะผ่านไป $(0) วัน<br>จึงจะสามารถเปลี่ยนชื่อตัวละครของคุณได้<br><br>เวลาที่เหลือ: $(1)"""
BuySuccess#1,"""ซื้อสำเร็จแล้ว"""
ErrorDone#2,"""การซื้อล้มเหลว<br>กระบวนการเปลี่ยนชื่อถูกยกเลิกแล้ว"""
ErrorOther#2,"""เกิดข้อผิดพลาดของระบบ กรุณาลองใหม่อีกครั้ง<br><br>[No.2301]"""
ErrorHas#1,"""คุณมีสิทธิ์เปลี่ยนชื่อตัวละครอยู่แล้ว<br>ยกเลิกการซื้อ"""
BuyFailure#1,"""การซื้อล้มเหลว"""
InfoCaptionPossible#0,"""ช่องทั้งหมด"""
InfoCaptionAc#0,"""AC คงเหลือ"""
InfoCaptionMax#0,"""ตัวละครทั้งหมด"""
PlayTime_Day#0,"""$(0) วัน $(1):$(2):$(3)"""
PlayTime#0,"""$(0):$(1):$(2)"""
MobileWrongShip#0,"""ตัวละครจาก <yellow>[Phantasy Star Online 2 es]<c> กำลัง<br>เชื่อมโยงอยู่ใน Ship ดังต่อไปนี้:<br><br><yellow>- $(0)<c><br><br><yellow>หากคุณต้องการเล่นตัวละครนี้<br>กรุณากลับไปที่หน้าเลือก Ship<br>และล็อกอินเข้าสู่ Ship นั้นๆ<c>"""
NameError_Include#0,"""ชื่อตัวละครมีสัญลักษณ์<br>ที่ไม่สามารถใช้ได้"""
NameError_NGword#0,"""ชื่อตัวละครมีคำ<br>ที่ไม่สามารถใช้ได้"""
NameError_Unchanged#1,"""ยกเลิกกระบวนการแล้ว<br>เนื่องจากไม่มีการเปลี่ยนแปลงชื่อตัวละคร"""
FormName#4,"""ยืนยันชื่อ"""
Notice_Change#1,"""กำลังเปลี่ยนชื่อตัวละครเป็น<br>$(0)<br>คุณต้องการดำเนินการต่อหรือไม่?<br><br><yellow>・การเปลี่ยนชื่อตัวละครสามารถทำได้เพียงครั้งเดียวทุกๆ $(1) วัน<c><br><br><yellow>・คุณสามารถใช้สิทธิ์การเปลี่ยนชื่อที่ซื้อมากับตัวละครอื่นได้<br>ตราบใดที่คุณยังไม่ได้ยืนยันการเปลี่ยนชื่อ<c><br><br><yellow>・การยืนยันการเปลี่ยนชื่อจะใช้สิทธิ์การเปลี่ยนชื่อที่ซื้อมา 1 ครั้ง<br>หากต้องการเปลี่ยนชื่อตัวละครหลายตัว<br>จำเป็นต้องซื้อสิทธิ์การเปลี่ยนชื่อเพิ่มตามจำนวนที่ต้องการ<c>"""
Success_Change#1,"""เปลี่ยนชื่อตัวละครสำเร็จแล้ว"""
Failure_Change#1,"""เปลี่ยนชื่อตัวละครไม่สำเร็จ"""
ErrorNoTicket#1,"""ไม่สามารถเปลี่ยนชื่อได้<br>เนื่องจากคุณไม่มีสิทธิ์ในการเปลี่ยนชื่อตัวละคร"""
ErrorName#1,"""ไม่สามารถใช้ชื่อตัวละครนี้ได้<br>กรุณาป้อนชื่ออื่น"""
ErrorDone#3,"""ไม่สามารถเปลี่ยนชื่อได้<br>เนื่องจากระบบการเปลี่ยนชื่อตัวละครถูกระงับอยู่"""
ErrorTime#2,"""ไม่สามารถเปลี่ยนชื่อตัวละครได้<br>เนื่องจากยังไม่ผ่านระยะเวลาที่กำหนด<br>นับจากการเปลี่ยนชื่อครั้งล่าสุด"""
ErrorUnchanged#1,"""ยกเลิกกระบวนการแล้ว<br>เนื่องจากไม่มีการเปลี่ยนแปลงชื่อตัวละคร"""
ErrorOther#3,"""ไม่สามารถเปลี่ยนชื่อได้<br>เนื่องจากเกิดข้อผิดพลาดของระบบ"""
ParamError#0,"""การสร้างตัวละครใหม่ล้มเหลว<br>เนื่องจากเกิดปัญหากับข้อมูลตัวละคร<br><br>[No.2303]"""
CharaNumMax#1,"""คุณมีจำนวนตัวละครถึงขีดจำกัดแล้ว<br>หากต้องการสร้างตัวละครใหม่<br>กรุณาลบตัวละครที่มีอยู่"""
SystemError#1,"""เกิดข้อผิดพลาดของระบบ<br>กรุณารอสักครู่แล้วลองใหม่อีกครั้ง<br><br>[No.2304]"""
ConsumeCheck#2,"""คุณต้องใช้ $(0) AC ในการสร้าง<br>ตัวละครใหม่<br>ต้องการซื้อเพิ่มหรือไม่?"""
ShortageAC#2,"""AC ไม่เพียงพอ การสร้างตัวละครล้มเหลว"""
Spec#0,"""OS: $(0)<br>CPU: $(1)<br>หน่วยความจำ: $(2)<br>GPU: $(3)<br>ไดรเวอร์ GPU: $(4)"""
Level4#0,"""สามารถเล่นแบบปาร์ตี้ได้ แต่การเล่น<br>แบบกลุ่ม 12 คนอาจมีอาการกระตุก<br>แนะนำให้ตั้งค่ากราฟิกระดับ 2"""
Level5#0,"""คุณสามารถเล่นได้อย่างลื่นไหลหากปรับแต่งการตั้งค่าบางส่วน<br>แนะนำให้ตั้งค่ากราฟิกระดับ 3"""
Level6#0,"""คุณสามารถเล่นได้อย่างลื่นไหล<br>แนะนำให้ตั้งค่ากราฟิกระดับ 3"""
Level7#0,"""คุณสามารถเล่นได้อย่างลื่นไหล<br>และอาจปรับความละเอียดให้สูงขึ้นได้<br>แนะนำให้ตั้งค่ากราฟิกระดับ 4"""
Level8#0,"""คุณสามารถเล่นได้อย่างลื่นไหล<br>แม้จะปรับความละเอียดสูงก็ตาม<br>แนะนำให้ตั้งค่ากราฟิกระดับ 5"""
RebVersion#0,"""Benchmark NGS Ver.$(0)"""
UseAgreement_Title#2,"""ข้อตกลงการใช้งาน"""
UseAgreement_Message#2,"""ในการใช้ซอฟต์แวร์นี้<br>คุณต้องยอมรับและยินยอมตามข้อตกลงสิทธิ์การใช้งานซอฟต์แวร์ (ต่อไปนี้เรียกว่า \""ข้อตกลงนี้\"")<br>รวมถึงข้อควรระวัง แนวทางปฏิบัติ ฯลฯ (ต่อไปนี้เรียกว่า \""แนวทางปฏิบัติ\"")<br>ที่บริษัทของเราประกาศแยกต่างหากบนเว็บไซต์ทางการ<br>กรุณาตรวจสอบแนวทางปฏิบัติก่อนเริ่มใช้ซอฟต์แวร์นี้<br>สำหรับลูกค้าที่ได้รับซอฟต์แวร์นี้ฟรี (รวมถึงกรณีที่แนบมาเป็นของแถมในนิตยสารที่ต้องซื้อ ฯลฯ)<br>จะถือว่าคุณยอมรับและยินยอมตามแนวทางปฏิบัติแล้ว<br>เมื่อคุณเริ่มใช้ซอฟต์แวร์นี้<br><br>บริษัท SEGA จำกัด"""
Menu_Title#0,"""เมนู Benchmark"""
Menu_1#0,"""เริ่ม Benchmark"""
Menu_2#0,"""สร้างตัวละคร"""
Menu_3#0,"""สิทธิ์การใช้งาน"""
Menu_4#0,"""ตัวเลือก"""
Menu_5#0,"""ออกจากเกม"""
Level1#0,"""เนื่องจากภาระการประมวลผลสูง จึงอาจทำให้เกมทำงานช้าลง<br>กรุณาลองปรับลด \""การตั้งค่ากราฟิกอย่างง่าย\"" ในตัวเลือก<br>อย่างไรก็ตาม หากตั้งค่าไว้ที่ระดับ 1 แล้ว<br>เราไม่สามารถรับประกันการทำงานที่ราบรื่นของ 『PSO2：NGS』 ได้"""
Level2#0,"""คาดว่าจะสามารถเล่นได้อย่างราบรื่นในระดับมาตรฐาน<br>หาก \""การตั้งค่ากราฟิกอย่างง่าย\"" ในตัวเลือก<br>ต่ำกว่าระดับ 5 กรุณาลองปรับให้สูงขึ้น"""
Level3#0,"""คาดว่าจะสามารถเล่นได้อย่างลื่นไหล<br>หาก \""การตั้งค่ากราฟิกอย่างง่าย\"" ในตัวเลือก<br>ต่ำกว่าระดับ 5 กรุณาลองปรับให้สูงขึ้น"""
UseAgreementURL#2,"""https://new-gen.pso2.jp/benchmark/download/"""
YesText#0,"""ใช่"""
NoText#0,"""ไม่"""
CloseText#0,"""ปิด"""
OpenText#0,"""เปิด"""
MaxText#0,"""สูงสุด"""
MinText#0,"""ต่ำสุด"""
Sort#0,"""จัดเรียง"""
Fun#0,"""ได้รับ $(0) FUN"""
Error_Time#0,"""ไม่สามารถย้าย Ship ได้<br>เนื่องจากยังไม่ผ่านไป $(0) ชั่วโมงนับจากการย้าย Ship ครั้งล่าสุด"""
Error_Leader#0,"""หัวหน้าทีม (Team Master)<br>ไม่สามารถย้ายไปยัง Ship อื่นได้"""
Error_GroupLeader#0,"""หัวหน้าแชทกลุ่ม (Group Chat)<br>ไม่สามารถย้ายไปยัง Ship อื่นได้"""
Error_Param#0,"""พารามิเตอร์ไม่ถูกต้อง<br>ยกเลิกการย้าย Ship แล้ว"""
Error_System#0,"""ระบบไม่สามารถย้ายคุณไปยัง Ship นั้นได้<br>กรุณารอสักครู่แล้วลองใหม่อีกครั้ง"""
Error_Ban#0,"""เนื่องจากการจำกัดการเข้าถึง<br>คุณจึงไม่สามารถย้ายไปยัง Ship อื่นได้"""
Error_NoMoney#0,"""AC ไม่เพียงพอ<br>ไม่สามารถซื้อ [ย้าย Ship ทันที] ได้"""
Error_NoTicket#0,"""ไม่มีสิทธิ์ [ย้าย Ship ทันที]<br>ไม่สามารถเปลี่ยน Ship ได้"""
SelectTitle#0,"""เลือก Ship ที่คุณต้องการ"""
SelectMessage#0,"""กรุณาเลือก Ship ปลายทาง<br>※สถานะของแต่ละ Ship จะแสดงอยู่ทางด้านขวา<br>※Ship ที่ออฟไลน์จะไม่แสดงขึ้นมา"""
SelectDisable#0,"""ตัวละครนี้มาจาก Ship ดังกล่าว<br>คุณไม่สามารถเลือก Ship นี้เป็นปลายทางได้"""
ConfirmTitle#0,"""ยืนยันการย้าย Ship"""
ConfirmMessage#0,"""นี่คือการย้ายตัวละครไปยัง Ship อื่น<br><br>ตกลงหรือไม่?<br><br>※การเปลี่ยน Ship จะใช้เวลา <yellow>$(0) ชั่วโมง<c>"""
ComfirmBuyMessage#0,"""<pict Arcscash><c ff4f3f>คอนเทนต์ AC<c><br>ในการเปลี่ยนไปยัง Ship อื่น คุณจะต้องซื้อสิทธิ์การเปลี่ยน Ship<br><br>- เมื่อเปลี่ยน Ship <yellow>เฉพาะ Inventory, เครื่องประดับที่สวมใส่ และ Character Storage ของตัวละครที่เลือกเท่านั้นที่จะถูกย้ายไป<c> รายชื่อเพื่อน, ทีม, ผู้เล่นที่ถูกบล็อก และไอเทมใน Storage อื่นๆ จะยังคงอยู่ใน Ship เดิม<br>- หากดำเนินการย้ายในวันที่มีการปิดปรับปรุงเซิร์ฟเวอร์ (Maintenance) กระบวนการย้ายจะถูกยกเลิก<br><br>การย้าย Ship จะใช้เวลา <yellow>$(2) ชั่วโมง<c> จึงจะเสร็จสมบูรณ์<br><br>คุณต้องการใช้ <pict Arcscash><c ff4f3f>$(0) AC<c> เพื่อย้ายไปยัง Ship อื่นหรือไม่?<br><br><c ff4f3f> <yellow>AC คงเหลือ: $(1)<c>"""
Wait#0,"""กำลังย้ายไปยัง Ship ปลายทาง...<br><br>กรุณารอสักครู่"""
FinishTitle#0,"""ย้าย Ship เสร็จสมบูรณ์"""
FinishMessage#0,"""การย้าย Ship เสร็จสมบูรณ์แล้ว<br>ระบบจะนำคุณกลับไปยังหน้าไตเติล"""
Error_CraftOrder#0,"""คุณต้องนำป้ายโฆษณา Craft ออก<br>และทำคำสั่งซื้อ/คำขอ Craft ที่ค้างอยู่ทั้งหมดให้เสร็จสิ้น<br>ก่อนที่จะย้ายไปยัง Ship อื่น<br><br>กรุณาตรวจสอบสิ่งต่อไปนี้:<br>・การตั้งค่าโฆษณา (ในเมนู Craft<br>ที่ Terminal ใน My Room ของคุณ):<br>ยกเลิกสูตร Craft ที่ตั้งไว้ทั้งหมด<br><br>・คำสั่งซื้อสูตร Craft (ในเมนู Craft<br>ที่ Terminal ใน My Room ของคุณ):<br>ทำให้เสร็จสิ้นและ/หรือยกเลิกคำขอที่ยังไม่เสร็จสมบูรณ์<br><br>・คำขอสูตร Craft (ในข้อมูล Craft ของ Vision Phone):<br>ยกเลิกคำขอทั้งหมดที่คุณได้สั่งไว้"""
RegularConfirmTitle#0,"""ยืนยันการย้าย Ship"""
RegularConfirmMessage#0,"""<pict Arcscash><c ff4f3f>คอนเทนต์ AC<c><br>นี่คือการขอย้ายตัวละครในช่วงปิดปรับปรุงเซิร์ฟเวอร์ครั้งต่อไป<br>การย้ายจะเกิดขึ้นเมื่อเซิร์ฟเวอร์ปิดทำการบำรุงรักษาตามปกติ<br>และจะใช้ <pict Arcscash><c ff4f3f>$(1) AC<c> เมื่อดำเนินการเสร็จสิ้น<br><br>- เมื่อเปลี่ยน Ship <yellow>เฉพาะ Inventory, เครื่องประดับที่สวมใส่ และ Character Storage ของตัวละครที่เลือกเท่านั้นที่จะถูกย้ายไป<c> รายชื่อเพื่อน, ทีม, ผู้เล่นที่ถูกบล็อก และไอเทมใน Storage อื่นๆ จะยังคงอยู่ใน Ship เดิม<br><br>Ship ปลายทาง: <yellow>$(2)<c><br>คุณต้องการขอย้าย Ship ในช่วงปิดปรับปรุงเซิร์ฟเวอร์ครั้งต่อไปหรือไม่?<br><br><yellow>AC คงเหลือ: $(0)<c>"""
RegularWait#0,"""คำขอย้าย Ship อยู่ในสถานะรอดำเนินการ...<br><br>กรุณารอสักครู่"""
RegularFinishTitle#0,"""ยืนยันการย้าย Ship"""
RegularFinishMessage#0,"""คุณได้ส่งคำขอย้ายไปยัง Ship อื่นแล้ว<br><br><yellow>※การย้าย Ship อาจถูกเลื่อนออกไป<br>\u3000หากเราได้รับคำขอเป็นจำนวนมาก<br>\u3000หรือหากมีความจำเป็นทางด้านระบบ<c><br><br>โปรดทราบว่าคำขอย้ายของคุณจะถูกยกเลิกหากคุณมี AC คงเหลือน้อยกว่า<br>$(0) AC เมื่อถึงเวลาปิดปรับปรุงเซิร์ฟเวอร์<br>ระบบจะนำคุณกลับไปยังหน้าไตเติล"""
RequestNum1#0,"""<green>ต่ำ<c>"""
RequestNum2#0,"""<green>ปานกลาง<c>"""
RequestNum3#0,"""<red>สูง<c>"""
RequestNum4#0,"""<red>สูงมาก<c>"""
CancelRegularConfirmTitle#0,"""ยืนยันการย้าย Ship"""
CancelRegularConfirmMessage#0,"""คำขอย้ายไปยัง<br><yellow>$(0)<c> ของคุณอยู่ในสถานะรอดำเนินการ<br><br>คุณกำลังจะยกเลิก<br>คำขอย้าย Ship ของคุณ<br>ต้องการดำเนินการต่อหรือไม่?"""
CancelRegularWait#0,"""กำลังยกเลิกคำขอย้าย Ship...<br><br>กรุณารอสักครู่"""
CancelRegularFinishTitle#0,"""ยืนยันการย้าย Ship"""
CancelRegularFinishMessage#0,"""คำขอย้าย Ship<br>ถูกยกเลิกแล้ว<br>กลับสู่หน้าไตเติล"""
CancelRegularFinishMessageAlreadyStartedError#0,"""ไม่สามารถยกเลิกคำขอได้เนื่องจากกระบวนการย้าย Ship ของคุณกำลังดำเนินการอยู่"""
CancelRegularFinishMessageAlreadyDoneError#0,"""ไม่สามารถยกเลิกคำขอได้เนื่องจากกระบวนการย้าย Ship ของคุณเสร็จสิ้นแล้ว"""
DailyConfirmTitle#0,"""การย้าย Ship รายวัน"""
DailyConfirmMessage#0,"""<pict Arcscash><c ff4f3f>คอนเทนต์ AC<c><br>นี่คือการย้ายตัวละคร<br>การย้ายจะเกิดขึ้นทุกวันเวลา <utc>20:00</utc><br>และจะใช้ <pict Arcscash><c ff4f3f>$(1) AC<c> เมื่อดำเนินการเสร็จสิ้น<br><br>- เมื่อเปลี่ยน Ship <yellow>เฉพาะ Inventory, เครื่องประดับที่สวมใส่ และ Character Storage ของตัวละครที่เลือกเท่านั้นที่จะถูกย้ายไป<c> รายชื่อเพื่อน, ทีม, ผู้เล่นที่ถูกบล็อก และไอเทมใน Storage อื่นๆ จะยังคงอยู่ใน Ship เดิม<br><br>- หากคุณย้าย Ship ก่อนที่จะรับรางวัล ARKS Record<br>\u3000คุณจะไม่สามารถรับรางวัลเหล่านั้นได้อีก<br><br>- เวลาในการย้าย Ship รายวันอาจ<br>\u3000เปลี่ยนแปลงในช่วงปิดปรับปรุงเซิร์ฟเวอร์ตามปกติ<br><br>\u3000<yellow>ตรวจสอบรายละเอียดเพิ่มเติมได้ที่เว็บไซต์ของผู้เล่น<c><br><br>Ship ปลายทาง: <yellow>$(2)<c><br>คุณต้องการเริ่มการย้ายในช่วงปิดปรับปรุงเซิร์ฟเวอร์ครั้งต่อไปหรือไม่?<br><br><yellow>AC คงเหลือ: $(0)<c>"""
DailyWait#0,"""การย้าย Ship รายวันกำลังดำเนินการ...<br><br>กรุณารอสักครู่"""
DailyFinishTitle#0,"""การย้าย Ship รายวัน"""
DailyFinishMessage#0,"""คุณได้ส่งคำขอย้าย Ship รายวันแล้ว<br><br><yellow>※การย้าย Ship อาจถูกเลื่อนออกไป<br>\u3000หากเราได้รับคำขอเป็นจำนวนมาก<br>\u3000หรือหากมีความจำเป็นทางด้านระบบ<c><br><br>โปรดทราบว่าคำขอย้ายของคุณจะถูกยกเลิกหากคุณมี AC คงเหลือน้อยกว่า<br>$(0) AC เมื่อถึงเวลาปิดปรับปรุงเซิร์ฟเวอร์<br>ระบบจะนำคุณกลับไปยังหน้าไตเติล"""
CancelDailyConfirmTitle#0,"""การย้าย Ship รายวัน"""
CancelDailyConfirmMessage#0,"""คำขอย้ายไปยัง<br><yellow>$(0)<c> ของคุณอยู่ในสถานะรอดำเนินการ<br><br>คุณกำลังจะยกเลิก<br>คำขอย้าย Ship รายวันของคุณ<br>ต้องการดำเนินการต่อหรือไม่?"""
CancelDailyWait#0,"""กำลังยกเลิกคำขอย้าย Ship รายวัน...<br><br>กรุณารอสักครู่"""
CancelDailyrFinishTitle#0,"""การย้าย Ship รายวัน"""
CancelDailyFinishMessage#0,"""คำขอย้าย Ship รายวัน<br>ถูกยกเลิกแล้ว<br>กลับสู่หน้าไตเติล"""
DailyCharacterLoginTitle#0,"""การย้าย Ship รายวัน"""
