Title_DeadMenu#0,"""전투 불능 메뉴"""
AttackDownRateMain#0,"""물리 다운 시 위력 (메인)"""
AttackDownPPRateMain#0,"""물리 다운 시 PP 회복률 (메인)"""
ElementDownPPRateMain#0,"""속성 다운 시 PP 회복률 (메인)"""
PpUse#0,"""PP 소비량"""
HealRateMain#0,"""회복 위력 상승률 (메인)"""
HealRateSub#0,"""회복 위력 상승률 (서브)"""
HpRecoveryRateMain#0,"""HP 회복률 (메인)"""
HpRecoveryRateSub#0,"""HP 회복률(서브)"""
HpConversionRate#0,"""1 히트당 HP 회복률"""
HpHealLimit#0,"""HP 회복률 상한"""
PpConversionRate#0,"""1 히트당 PP 회복률"""
PpHealLimit#0,"""PP 회복률 상한"""
HomingAngularVelocity#0,"""추적 성능"""
HomingEndTime#0,"""추적 시간"""
PhysicRateMain#0,"""물리 다운치 증가(메인)"""
PhysicRateSub#0,"""물리 다운치 증가(서브)"""
ElementRateMain#0,"""속성 다운치 증가(메인)"""
ElementRateSub#0,"""속성 다운치 증가(서브)"""
PhysicDownRateLv1#0,"""물리 다운치 증가(1단계)"""
PhysicDownRateLv2#0,"""물리 다운치 증가(2단계)"""
PhysicDownRateLv3#0,"""물리 다운치 증가(3단계)"""
ElementDownRateLv1#0,"""속성 다운치 증가(1단계)"""
ElementDownRateLv2#0,"""속성 다운치 증가(2단계)"""
ElementDownRateLv3#0,"""속성 다운치 증가(3단계)"""
FrailRate#0,"""디클라인 상승량"""
AtpRateMain#0,"""횟수마다 주는 데미지 증가"""
AtpRateSub#0,"""횟수마다 주는 데미지 증가(서브)"""
DmgReductionRateMain#0,"""횟수마다 받는 데미지 경감"""
DmgReductionRateSub#0,"""횟수마다 받는 데미지 경감(서브)"""
RegionNumLimit#0,"""유효 부위 파괴 횟수 상한"""
ShotInterval#0,"""발사 간격"""
PhotonBladeNum#0,"""발사 수"""
PATitle#0,"""포톤 아츠 상세"""
TechnicTitle#0,"""테크닉 상세"""
OverloadTitle#0,"""복합 테크닉 상세"""
SkillTitle#0,"""스킬 상세"""
NoSelectPAMessage#0,"""포톤 아츠가 선택되지 않았습니다"""
NoSelectTechnicMessage#0,"""테크닉이 선택되지 않았습니다"""
NoSelectOverloadMessage#0,"""복합 테크닉이 선택되지 않았습니다"""
Power#0,"""위력"""
Dex#0,"""기량 보정"""
NeedPp#0,"""소비 PP"""
PowerValue#0,"""$(0)"""
DexValue#0,"""$(0)% """
EffectValue#0,"""$(0)% """
Burn#0,"""번"""
Shock#0,"""쇼크"""
Freeze#0,"""프리즈"""
Bind#0,"""바인드"""
Silence#0,"""사일런스"""
Poison#0,"""포이즌"""
Break#0,"""브레이크"""
Injury#0,"""인저리"""
Curse#0,"""커스"""
Stun#0,"""스턴"""
Panic#0,"""패닉"""
Mirage#0,"""미라쥬"""
TechnicCustomize#0,"""커스터마이즈 성능"""
Merit#0,"""메리트"""
Demerit#0,"""디메리트"""
Special#0,"""특수효과"""
Custom1#0,"""커스터마이즈 타입 1"""
Custom2#0,"""커스터마이즈 타입 2"""
ActionChange#0,"""동작 변화"""
PetTitle#0,"""펫 상세"""
NeedGauge#0,"""소비 스톡"""
NeedGaugeValue#0,"""$(0) (스톡 수 상한 $(1))"""
NotFoundGaugeValue#0,"""지금 장비한 무기로는<br>해식 PA를 사용할 수 없습니다."""
MyshopTitle#0,"""출품 확인"""
MyshopMessage#0,"""스타잼을 획득하지 않은 옷을<br>등록하려고 합니다.<br>괜찮으십니까?"""
TradeTitle#0,"""등록 확인"""
TradeMessage#0,"""스타잼을 획득하지 않은 옷을<br>등록하려고 합니다.<br>괜찮으십니까?"""
TeamWarehouseTitle#0,"""메시지"""
TeamWarehouseMessage#0,"""스타잼을 입수하지 않은 옷을<br>팀 창고에 맡기려고 합니다.<br><br>팀 창고에 맡긴 옷의 애착도 게이지는<br>리셋됩니다.<br><br>괜찮으십니까?"""
TeamWarehouseTitle2#0,"""메시지"""
TeamWarehouseMessage2#0,"""이 아이템을 팀 창고로 옮깁니다.<br>괜찮으십니까 ?<br><br>팀 창고에 맡긴 옷의 애착도게이지는<br>리셋됩니다.<br><br><yellow>※팀 창고는 다른 플레이어도 이용하므로<br>이용하실때는 주의하시길바랍니다. <c>"""
PresentBoxTitle#0,"""메시지"""
PresentBoxMessage#0,"""스타잼을 입수하지 않은 옷을<br>선물 박스에 넣으려고 합니다.<br>괜찮으시겠습니까?"""
GachaTitle#0,"""메시지"""
GachaMessage#0,"""스타잼을 입수하지 않은 옷을<br>포토가챵에 넣으려고 합니다.<br>괜찮으시겠습니까?"""
RecycleTitle#0,"""확인"""
RecycleMessage#0,"""<c f0df60>$(0)<c>×$(1)<br>와, 선택한 아이템을 교환합니다.<br><yellow>※이하의 아이템 이외는 소비되지 않습니다. <c><br><red>※선택한 아이템에 스타잼을<br>입수하지 않은 옷이 포함되어 있습니다. <c><br>괜찮으십니까?"""
RecycleMessageVita#0,"""<c f0df60>$(0)<c>×$(1)<br>와, 선택한 아이템을 교환합니다.<br><yellow>※이하의 아이템 이외는 소비되지 않습니다. <c><br><red>※선택한 아이템에 스타잼을<br>입수하지 않은 옷이 포함되어 있습니다. <c><br>괜찮으십니까?"""
RewardPopupMenu#0,"""스타잼 입수"""
RewardTitle#0,"""스타잼 입수 확인"""
RewardMessage#0,"""애착도 게이지가 최대가 되었기 때문에,<br>이 옷으로부터 스타잼을 입수할 수 있습니다.<br><br>스타잼을 입수하시겠습니까?"""
RewardGetFailed#0,"""스타잼을 얻지 못했습니다."""
CharaMenu_Party00#0,"""파티"""
CharaMenu_Party01#0,"""파티초대 하기"""
CharaMenu_Party02#0,"""파티리더 변경"""
CharaMenu_Party03#0,"""파티에서 제외하기"""
CharaMenu_Party04#0,"""파티에 참가하기"""
CharaMenu_Bl01#0,"""블록리스트 등록"""
CharaMenu_Bl02#0,"""블록리스트 등록 해제"""
CharaMenu_Guild00#0,"""팀"""
CharaMenu_Guild01#0,"""팀에 스카웃 하기"""
CharaMenu_Guild02#0,"""팀 마스터 양도하기"""
CharaMenu_Guild03#0,"""팀에서 제명하기"""
CharaMenu_Guild04#0,"""매니저로 승격하기"""
CharaMenu_Guild05#0,"""커먼 멤버로 승격하기"""
CharaMenu_Guild06#0,"""커먼 멤버로 강등하기"""
CharaMenu_Guild07#0,"""비지터로 강등하기"""
CharaMenu_Guild08#0,"""팀 함병을 신청한다"""
CharaMenu_Chat01#0,"""귓속말 보내기"""
CharaMenu_Chat02#0,"""-"""
CharaMenu_Mail01#0,"""메일 보내기"""
CharaMenu_Item01#0,"""-"""
CharaMenu_Item02#0,"""아이템 트레이드 신청<pict Arcscash>"""
CharaMenu_Friend01#0,"""프렌드 등록 신청"""
CharaMenu_Friend02#0,"""프렌드 등록 해제"""
CharaMenu_Friend03#0,"""로그인 콜 받기"""
CharaMenu_Friend04#0,"""로그인 콜을 받지 않기"""
CharaMenu_Friend05#0,"""이 블럭으로 이동"""
CharaMenu_Friend06#0,"""아크스 카드 보기"""
CharaMenu_Friend07#0,"""표시 우선도 설정"""
CharaMenu_Friend08#0,"""그룹 설정"""
CharaMenu_MyRoom01#0,"""마이 룸에서 퇴실시키기"""
CharaMenu_MyRoom02#0,"""마이 룸에 방문하기"""
CharaMenu_Chara01#0,"""굿 잡 보내기"""
CharaMenu_Chara02#0,"""캐릭터 정보 보기"""
CharaMenu_Chara03#0,"""패션 정보 보기"""
CharaMenu_Chara04#0,"""코디 카탈로그를 본다"""
CharaMenu_Chara05#0,"""아더 패션에 등록하기"""
CharaMenu_Apc01#0,"""파티에서 제외하기"""
CharaMenu_Action01#0,"""따라하기"""
CharaMenu_Action02#0,"""리액션"""
ClickCharaName#0,"""$(0) 님을 선택했습니다."""
CharaMenu_Error01#0,"""내 계정은 선택할 수 없습니다."""
CharaMenu_Message_Delete01#0,"""메시지 삭제하기"""
CharaMenu_GuildRoom01#0,"""팀 룸에 방문하기"""
CharaMenu_GuildRoom02#0,"""팀 룸에서 퇴실시키기"""
CharaMenu_moralskeeper_category#0,"""퍼스널 커맨드"""
CharaMenu_moralskeeper_menu#0,"""이 플레이어를 신고하기"""
CharaMenu_category00#0,"""캐릭터"""
CharaMenu_category01#0,"""커뮤니케이션"""
CharaMenu_category02#0,"""프렌드"""
CharaMenu_category03#0,"""기타"""
CharaMenu_Error02#0,"""이 캐릭터는 선택할 수 없습니다."""
CharaMenu_TypeChange#0,"""표시형식 변경"""
CharaMenu_ToastType1#0,"""표시를 카테고리 형식으로 변경했습니다."""
CharaMenu_ToastType2#0,"""표시를 리스트 형식으로 변경했습니다."""
CharaMenu_GroupChat#0,"""그룹"""
CharaMenu_GroupChatChange#0,"""리더를 교대하기"""
CharaMenu_GroupChatDelete#0,"""멤버를 제명하기"""
CharaMenu_Gamertag#0,"""-"""
OperationGuide#0,"""<% Decide>선택 <% Cancel>돌아가기"""
Title#1,"""클래스 카운터"""
MainClass#0,"""메인 클래스"""
SubClass#0,"""서브 클래스"""
Class#0,"""클래스"""
MainClassSelect#0,"""메인 클래스 선택"""
SubClassSelect#0,"""서브 클래스 선택"""
ClassSelect#0,"""클래스 선택"""
SkillTree#0,"""스킬 트리"""
SkillTreeConfig#0,"""클래스 스킬 습득"""
SkillTreeSelect#0,"""스킬 트리 선택"""
ClassChangeTitle#0,"""클래스 변경"""
AutoSkillTreeConfig#0,"""추천 설정"""
ClassLevel#0,"""Lv.(MAX)"""
SkillTreeConfirmTitle#0,"""스킬 확인"""
MainClassChangeMessage#0,"""$(0) $(1)레벨로 메인 클래스를 변경합니다.<br>괜찮으십니까?"""
MainClassChangeSuccess#0,"""메인 클래스를 변경했습니다."""
SubClassChangeMessage#0,"""$(0) $(1)레벨을 서브 클래스로 선택합니다.<br>서브 클래스로 선택하면, 그 클래스의<br><br>・스테이터스의 능력치가 조금 가산됩니다.<br>・스킬이 사용 가능해집니다.<br>・PA / 테크닉이 사용 가능해집니다.<br><br>괜찮으십니까?"""
SubClassChangeMessageVillain#0,"""$(0) $(1)레벨을 서브 클래스로 선택합니다.<br>서브 클래스로 선택하면, 그 클래스의<br><br>・스테이터스의 능력치가 조금 가산됩니다.<br>・스킬이 사용 가능해집니다.<br>・테크닉이 사용 가능해집니다.<br><yellow>※$(0)의 PA는 사용할 수 없습니다. <c><br><br>괜찮으십니까?"""
SubClassChangeMessageMaster#0,"""$(0) $(1)레벨을 서브 클래스로 선택합니다.<br>서브 클래스로 선택하면, 그 클래스의<br><br>・스테이터스의 능력치가 조금 가산됩니다.<br>・스킬이 사용 가능해집니다.<br><yellow>※$(0)의 PA는 사용할 수 없습니다. <c><br><br>괜찮으십니까?"""
SubClassChangeMessageSlayer#0,"""$(0) $(1)레벨을 서브 클래스로 선택합니다.<br>서브 클래스로 선택하면, 그 클래스의<br><br>・스테이터스의 능력치가 조금 가산됩니다.<br>・스킬이 사용 가능해집니다.<br><yellow>※$(0)의 PA는 사용할 수 없습니다. <c><br><br>괜찮으십니까?"""
SubClassChangeSuccess#0,"""서브 클래스를 변경했습니다."""
ClassChangeMessage#0,"""$(0) $(1)레벨로 클래스를 변경합니다.<br>괜찮으십니까?"""
ClassChangeSuccess#0,"""클래스를 변경했습니다."""
ClassChangeFailed#0,"""지금은 클래스를 변경할 수 없습니다"""
ClassChangeFailMessage#0,"""현재 클래스는 $(0) 입니다.<br>변경할 필요는 없습니다."""
MainClassChangeFailMessage#0,"""현재 메인 클래스는 $(0) 입니다."""
SubClassChangeFailMessage#0,"""현재 서브 클래스는 $(0) 입니다."""
SubClassChangeWpnmanFailMessage#0,"""$(0)는 서브클래스로 선택할 수 없습니다."""
MainClassChangeWpnmanMessage#0,"""<yellow>※$(0) 선택시 서브 클래스가 해제됩니다.<c>"""
MainClassChangeWpnmanFailMessage#0,"""$(0)를 선택하려면<br>이하의 조건을 달성할 필요가 있습니다.<br><br>・코피의 클라이언트 오더<br>「$(0)클래스 해방 시험」의 클리어<br><yellow> ※아무 클래스 레벨을 75로 만들면 발생합니다.<br>※한번 클라이언트 오더를 클리어했을 경우<br>이후의 캐릭터는<br>레벨을 75로 만들 필요가 없습니다.<c>"""
MainClassChangeVillainFailMessage#0,"""$(0)를 선택하려면<br>이하의 조건을 달성할 필요가 있습니다.<br><br>・코피의 클라이언트 오더<br>「$(0)클래스 해방 시험」의 클리어<br><yellow> ※아무 클래스 레벨을 75로 만들면 발생합니다.<br>※한번 클라이언트 오더를 클리어했을 경우<br>이후의 캐릭터는<br>레벨을 75로 만들 필요가 없습니다.<c>"""
MainClassChangeEtoileFailMessage#0,"""$(0)를 선택하려면<br>이하의 조건을 달성할 필요가 있습니다.<br><br>・코피의 클라이언트 오더<br>「$(0)클래스 해방 시험」의 클리어<br><yellow> ※아무 클래스 레벨을 75로 만들면 발생합니다.<br>※한번 클라이언트 오더를 클리어했을 경우<br>이후의 캐릭터는<br>레벨을 75로 만들 필요가 없습니다.<c>"""
MainClassChangeSlayerFailMessage#0,"""$(0)를 선택하려면<br>이하의 조건을 달성할 필요가 있습니다.<br><br>・코피의 클라이언트 오더<br>「$(0)클래스 해방 시험」의 클리어<br><yellow> ※아무 클래스 레벨을 75로 만들면 발생합니다.<br>※한번 클라이언트 오더를 클리어했을 경우<br>이후의 캐릭터는<br>레벨을 75로 만들 필요가 없습니다.<c>"""
SkillTreeAdd#0,"""스킬 트리 추가 <pict Arcscash>"""
SkillTreeReset#0,"""스킬 트리 이동 <pict Arcscash>"""
SkillTreeResetSG#0,"""스킬 트리 이동 <pict StarGem>"""
SkillTreeResetAll#0,"""모든 스킬 트리 초기화"""
SkillTreeGet#0,"""클래스 스킬 습득"""
SkillTreeReturn#0,"""클래스 카운터를 나가기"""
ClassList#0,"""클래스 목록"""
SkillTreeList#0,"""장착한 스킬 트리 리스트"""
SkillTreeAddAsk#0,"""스킬 트리를 추가합니다.<br>괜찮으시겠습니까?"""
SkillTreeAddSuccess#0,"""스킬 트리를 추가했습니다."""
SkillTreeAddFailed#0,"""스킬 트리 추가에 실패했습니다."""
SkillTreeAddFailedFull#0,"""더 이상 추가할 수 없습니다."""
SkillTreeApplyAsk#0,"""이 스킬 트리를 장착합니다.<br>괜찮으시겠습니까?"""
SkillTreeApplySuccess#0,"""스킬 트리를 장착했습니다."""
SkillTreeApplyFailed#0,"""스킬 트리 장착에 실패했습니다."""
SkillTreeApplyFailedCurrent#0,"""이미 이 스킬 트리가 장착되어있습니다."""
SkillTreeApplyFailedQuest#0,"""퀘스트 수주중에는 클래스를 변경할 수<br>없습니다."""
SkillTreeResetAsk#0,"""이 스킬 트리로 전환합니다.<br>괜찮으십니까?"""
SkillTreeResetSuccess#0,"""스킬 트리를 전환했습니다."""
SkillTreeResetFailed#0,"""스킬 트리 전환에 실패했습니다."""
SkillTreeResetFailedCurrent#0,"""장착중인 스킬 트리는 전환할 수 없습니다."""
SkillTreeResetAllAsk#0,"""「N-모든 스킬 트리 초기화 패스」를 소비해<br>소유하고있는 모든 스킬 트리를<br>초기화하고, SP를 다시 분배할 수 있게됩니다.<br><br>괜찮으십니까?"""
SkillTreeResetAllSuccess#0,"""모든 스킬 트리를 초기화했습니다.<br>SP 재분배를 잊지않고 하시길 바랍니다 ."""
SkillTreeResetAllFailed#0,"""모든 스킬 트리의 초기화에 실패했습니다.<br>시간을 두고 다시 시도해주세요."""
SkillTreeResetAllFailedNG#0,"""“N-모든 스킬 트리 초기화 패스”를<br>소지하고있지않으므로,<br>초기화할 수 없습니다."""
ClassSelectExplain#0,"""<c f0df60>「클래스 선택」으로 현재 클래스로 변경할 수 있습니다. 「스킬 트리 선택」은 여러개의 스킬 트리를 소유중일때 장착할 것을 선택할 수 있습니다. <c>"""
ClassSelectExplain_v#0,"""<c f0df61>「클래스 선택」로 클래스를 변경, 「스킬 트리 선택」은 스킬 트리를 여러개 소유중일때 선택할 수 있습니다. <c>"""
SkillTreeAddPath#0,"""<pict Arcscash><pict 4space><c ff4f3f>AC소비 컨텐츠<c><br>$(0)용의 스킬 트리를 추가합니다.<br><yellow>「스킬 트리 추가 패스」<c>의 구입확인화면으로<br>가시겠습니까?<br><br>(소지수 : $(1))"""
SkillTreeAddTicket#0,"""<pict Arcscash><pict 4space><c 5fdf00>이미 구입한 아이템을 사용<c><br><yellow>「스킬 트리 추가 패스」<c>를 사용해,<br>$(0) 용의 수킬 트리를 추가하시겠습니까?<br><br>(소지수 : $(1))"""
SkillTreeResetPath#0,"""<pict Arcscash><c ff4f3f>AC소비 컨텐츠<c><br><yellow>「추가 트리 전환 패스」<c>의<br>구입확인화면으로 가시겠습니까?<br><br>전환 전 / $(1) 용 스킬 트리<br>전환 후 / $(0) 용 스킬 트리<br><br>(소지수 : $(2))"""
SkillTreeResetPathSG#0,"""<pict StarGem><c 1dedd7>SG소비 컨텐츠<c><br><yellow>「추가 트리 전환 패스」<c>의<br>구입확인화면으로 가시겠습니까?<br><br>전환 전 / $(1) 용 스킬 트리<br>전환 후 / $(0) 용 스킬 트리<br><br>(소지수 : $(2))"""
SkillTreeResetTicket#0,"""<pict Arcscash><pict 4space><c 5fdf00>이미 구입한 아이템의 사용<c><br><yellow>「추가 트리 전환 패스」<c>를 사용해,<br>스킬 트리를 전환하시겠습니까?<br><br>전환 전 / $(1) 용 스킬 트리<br>전환 후 / $(0) 용 스킬 트리<br><br>(소지수 : $(2))"""
SkillTreeResetTicketSG#0,"""<pict StarGem><pict 4space><c 5fdf00>이미 구입한 아이템의 사용<c><br><yellow>「추기 트리 전환 패스」<c>를 사용해,<br>스킬 트리를 전환하시겠습니까?<br><br>전환 전 / $(1) 용 스킬 트리<br>전환 후 / $(0) 용 스킬 트리<br><br>(소지수 : $(2))"""
SkillTreeExplain#0,"""<c f0df60>스킬 포인트(SP)를 소비해, 클래스 스킬을 습득합니다. SP는 레벨 업할때 획득 가능합니다. <% NextTabDetails><c f0df60>로 상세 확인이 가능합니다. <c>"""
SkillTreeExplain_v#0,"""<c f0df60>스킬 포인트(SP)를 소비해, 클래스 스킬을 습득합니다. SP는 레벨 업할때 획득 가능합니다. <c>"""
SkillTreeAddExplain#0,"""<c f0df60>“N-스킬 트리 추가 패스”를 사용하거나 AC로 구입해, 스킬 트리를 추가할 수 있습니다. <c>"""
SkillTreeResetExplain#0,"""<c f0df60>“N-추가 트리 전환 패스”를 사용하거나 AC로 구입해, 스킬 트리를 초기화 할 수 있습니다. 먼저, 전환 할 트리를 선택해 주세요. <c>"""
SkillTreeResetExplainSG#0,"""<c f0df60>“N-추가 트리 전환 패스”를 사용하거나 ＳＧ로 구입해, 스킬 트리를 초기화 할 수 있습니다. 먼저, 전환 할 트리를 선택해 주세요. <c>"""
SkillTreeResetExplain_v#0,"""<c f0df61>“N-추가 트리 전환 패스”를 사용하거나 AC로 구입해, 스킬 트리를 초기화 할 수 있습니다."""
SkillTreeResetExplainSG_v#0,"""<c f0df61>“N-추가 트리 전환 패스”를 사용하거나 ＳＧ로 구입해, 스킬트리를 초기화 할 수 있습니다. <c>"""
SkillTreeReset2Explain#0,"""<c f0df60>선택한 트리를, <yellow>별 클래스용으로 전환이 가능합니다. <c f0df60>어느 클래스용으로 전환할지 선택해 주세요. <c>"""
SkillTreeReset2Explain_v#0,"""<c f0df60>선택한 트리를, <yellow>별 클래스용으로 전환이 가능합니다. <c f0df61>클래스를 선택해주세요. <c>"""
ClassCounterExplain#0,"""<c f0df60>클래스를 변경하거나, 스킬 트리에서 클래스 스킬을 습득하거나 할 수 있습니다. <c>"""
SkillTreeAddNum#0,"""스킬 트리 추가 가능 수"""
Check#0,"""확인"""
SkillTreeInfoTitle#0,"""클래스 스킬 트리 정보"""
SkillTreeTotal#0,"""추가 스킬 트리 총 수"""
TreeListCaption#0,"""트리 ($(0))"""
TreeListPoint#0,"""남은 SP"""
MoreDetails#0,"""<pict Sign_SELECT>로 좀 더 상세하게"""
MySetExplain#0,"""<c f0df60>마이 세트를 보존하거나, 적용시킬 수 있습니다.<c>"""
MySetExplain2button#0,"""<c f0df60>마이 세트를 보존하거나, 적용시킬 수 있습니다.<c><red>※현재 조작 타입은 2버튼 타입입니다.<c>"""
MySetExplain3button#0,"""<c f0df60>마이 세트를 보존하거나, 적용시킬 수 있습니다.<c><red>※현재 조작 타입은 3버튼 타입입니다.<c>"""
ManualSkillTreeGet#0,"""직접 배분한다"""
AutoSkillTreeGet#0,"""추천 설정"""
AutoSkillTreeAsk#0,"""자동으로 스킬 포인트를 분배합니다.<br>괜찮으십니까?<br><yellow>※이미 습득한 스킬도 포함<br>스킬 트리를 덮어씌웁니다.<c>"""
AutoSkillTreeList#0,"""추천 설정으로 이하의 스킬을 덮어씌웁니다.<br>괜찮으십니까?<br><br><red>※임의로 분배하고싶을 경우는<br>모든 스킬 트리 초기화 패스가 필요하게됩니다.<c>"""
AutoSkillTreeListVita#0,"""추천 설정으로 이하의 스킬을 덮어씌웁니다.<br>괜찮으십니까?<br><red>※임의로 분배하고싶을 경우는<br>모든 스킬 트리 초기화 패스가 필요하게됩니다.<c>"""
AutoSkillTreeSuccess#0,"""추천 스킬을 덮어 썼습니다."""
AutoSkillTreeFailed#0,"""추천 스킬 덮어쓰기에 실패했습니다."""
Title#2,"""클래스 상세"""
Experience#0,"""경험치"""
NextExperience#0,"""다음 레벨까지"""
EquipableWeapon#0,"""장비가능 무기"""
Blank#0,"""―"""
Together_EXP#0,"""연동 경험치"""
Together_EXP_Max#0,"""연동 경험치 상한"""
ClassLevel#1,"""Lv.(MAX)"""
Title#3,"""클래스 스킬 상세"""
NoSelectMessage#0,"""클래스 스킬을 선택하지 않았습니다"""
MaxLevel#0,"""MAXLv."""
Percent#0,"""$(0)% """
Second#0,"""$(0)초"""
Piece#0,"""$(0)개"""
Shot#0,"""$(0)발"""
Plus#0,"""＋$(0)"""
Minus#0,"""－$(0)"""
Times#0,"""$(0)회"""
Blank#1,"""―"""
LevelZero#0,"""미습득"""
MaxLevelValue#0,"""（$(0)）"""
Decimal#0,"""$(1).$(0)"""
Prev#0,"""뒤"""
Next#0,"""앞"""
PartyInfoReb_001#0,"""파티 멤버 구성이 변경되어 리더 혹은 서브 리더 권한이 이관되었습니다."""
PartyInfoReb_002#0,"""멤버가 이동해 당신은 서브리더가 아니게 되었습니다."""
PartyInfoReb_003#0,"""$(0)님을 파티에서 제외했습니다."""
PartyInfoReb_004#0,"""$(0)님에게 서브 리더 권한이 넘어갔습니다."""
PartyInfoReb_005#0,"""$(0)님에게 리더 권한이 넘어갔습니다."""
EnterConfirmMessage#0,"""에스테 내에선 채팅을 할 수 없습니다.<br>수신한 내용은 로그 윈도우에 남습니다.<br><br>또한, 파티 관련이나 퀘스트 관련의<br>알림은 오지않으므로, 이해를 부탁드립니다.<br><br><yellow>아이템 팩에 공간이 없을 경우 캐릭터 창고내에<br>코스튬으로는 변경할 수 없습니다.<c><br><br>에스테에 들어가시겠습니까?<br><br><red>※에스테 내에 표기는 SG로 되어있습니다만<br>AC로 구입한 에스테 패스도 이용가능합니다.<c>"""
EnterConfirmMessage2#0,"""에스테 내에선 채팅을 할 수 없습니다.<br>수신한 내용은 로그 윈도우에 남습니다.<br><br>또한, 파티 관련이나 퀘스트 관련의<br>알림은 오지않으므로, 이해를 부탁드립니다.<br><br><yellow>아이템 팩에 공간이 없을 경우 캐릭터 창고내에<br>코스튬으로는 변경할 수 없습니다.<c><br><br>에스테에 들어가시겠습니까?<br><br>에스테 이용 패스 재편집 가능 기간 : $(0)"""
EnterConfirmMessage3#0,"""에스테 내에선 채팅을 할 수 없습니다.<br>수신한 내용은 로그 윈도우에 남습니다.<br><br>또한, 파티 관련이나 퀘스트 관련의<br>알림은 오지않으므로, 이해를 부탁드립니다.<br><br><yellow>아이템 팩에 공간이 없을 경우 캐릭터 창고내에<br>코스튬으로는 변경할 수 없습니다.<c><br><br>에스테에 들어가시겠습니까?<br><br>컬러 체인지 패스 재편집 중 아이템 : $(0)개<br>재편집 가능한 남은 시간: $(1)<br>재편집 가능 대상 아이템: $(2)"""
EnterConfirmMessage4#0,"""에스테 내에선 채팅을 할 수 없습니다.<br>수신한 내용은 로그 윈도우에 남습니다.<br><br>또한, 파티 관련이나 퀘스트 관련의<br>알림은 오지않으므로, 이해를 부탁드립니다.<br><br><yellow>아이템 팩에 공간이 없을 경우 캐릭터 창고내에<br>코스튬으로는 변경할 수 없습니다.<c><br><br>에스테에 들어가시겠습니까?<br><br>에스테 이용 패스 재편집 가능 기간 : $(0)<br>컬러 체인지 패스 재편집 중 아이템 : $(1)개<br>재편집 가능한 남은 시간：$(2)<br>재편집 가능 대상 아이템：$(3)"""
EnterConfirmMessage5#0,"""에스테 내에선 채팅을 할 수 없습니다.<br>수신한 내용은 로그 윈도우에 남습니다.<br><br>또한, 파티 관련이나 퀘스트 관련의<br>알림은 오지않으므로, 이해를 부탁드립니다.<br><br><yellow>아이템 팩에 공간이 없을 경우 캐릭터 창고내에<br>코스튬으로는 변경할 수 없습니다.<c><br><br>에스테에 들어가시겠습니까?<br><br>캐릭터 작성 재편집 가능 기간 : $(0)"""
EnterConfirmMessage6#0,"""에스테 내에선 채팅을 할 수 없습니다.<br>수신한 내용은 로그 윈도우에 남습니다.<br><br>또한, 파티 관련이나 퀘스트 관련의<br>알림은 오지않으므로, 이해를 부탁드립니다.<br><br><yellow>아이템 팩에 공간이 없을 경우 캐릭터 창고내에<br>코스튬으로는 변경할 수 없습니다.<c><br><br>에스테에 들어가시겠습니까?<br><br>캐릭터 작성 재편집 가능 기간 : $(0)<br>컬러 체인지 패스 재편집 중 아이템：$(1)개<br>재편집 가능한 남은 시간：$(2)<br>재편집 가능 대상 아이템：$(3)"""
FightingPower#0,"""전투력"""
AttackPower#0,"""공격력"""
DefencePower#0,"""방어력"""
Label_WeaponRise#0,"""무기 상승"""
Labal_Resist_Condition#0,"""상태이상 내성"""
ValueZeroPercent#0,"""+0% """
Param_ComparePlus_Percent#0,"""<light_orange2>＋$(0)% <c>"""
Param_CompareMinus_Percent#0,"""<vivid_cyan2>－$(0)% <c>"""
LeaderMenuLabel06#0,"""파티 멤버 집합"""
PartyMenuText06#0,"""$(0)님의 집합 요청이 있었습니다.<br>$(1)초 후 까지 수락하시면 자동으로 이동합니다.<br>요청을 수락하시겠습니까?<br>이동 예정 에어리어 : $(2)"""
PartyConfigLabel25#0,"""<pict icon_voice_chat><pict 4space>보이스 채팅 권장"""
PartyConfigLabel26#0,"""파티 참가 조건"""
PartyConfigLabel27#0,"""현재 파티 설정"""
Block_help_ClassicBlock#0,"""『PSO2』의 블럭으로 이동합니다"""
Block_help_Beginner#0,"""초보자 분들이 즐기기 위한 블럭입니다.<br>도움을 주는 베테랑 플레이어도 환영!<br>※매칭은 초보자 블럭 한정으로 진행됩니다."""
Block_help_Normal#0,"""$(0) 리전 모험을 하고싶은 분들끼리<br>모이기 위한 블럭입니다.<br>※매칭은 동일 리전의 블럭 간에서 이루어집니다."""
Block_help_Stream#0,"""$(0) 리전에서 촬영·송출을 할 경우 이용 권장.<br>플레이 중인 캐릭터가 미디어에 공개될 수 있습니다.<br>※매칭은 촬영 권장 블록 한정으로 이루어집니다."""
Block_help_PF_CloudPC#0,"""【“클라우드” & “PC”전용】"""
Block_help_PF_CloudOnly#0,"""【“클라우드”전용】"""
Window_Titletelop_Loginbonus#0,"""로그인 보너스"""
Window_Title_LoginbonusInfo#0,"""로그인 보너스 정보"""
Label_DeliveryPeriod#0,"""전달 기간"""
Label_Progress#0,"""진전"""
Content_DeliveryPeriod#0,"""$(1)~$(0)까지"""
Content_Progress#0,"""$(1)/$(0)"""
Mes_Loginbonus#0,"""로그인 보너스에 대한 설명을 기재합니다."""
ItemDetail_Title#0,"""아이템 상세"""
LoginBonusTabName_Normal#0,"""일반 $(0)"""
