Category_All#0,"""ทั้งหมด"""
Erro_Message_HairStyle#0,"""ทรงผมปัจจุบันไม่รองรับการปรับแต่งไอเทมนี้"""
Erro_Message_HairParts#0,"""Head Parts ปัจจุบันไม่รองรับการปรับแต่งไอเทมนี้"""
Erro_Message_BodyType#0,"""Body Type ปัจจุบันไม่รองรับการปรับแต่งไอเทมนี้"""
Erro_Message_BaseWear#0,"""Basewear/Setwear ปัจจุบันไม่รองรับการปรับแต่งไอเทมนี้"""
Erro_Message_OuterWear#0,"""Outerwear ปัจจุบันไม่รองรับการปรับแต่งไอเทมนี้"""
Erro_Message_InnerWear#0,"""Innerwear ปัจจุบันไม่รองรับการปรับแต่งไอเทมนี้"""
Erro_Message_CastParts#0,"""Cast Parts ปัจจุบันไม่รองรับการปรับแต่งไอเทมนี้"""
Erro_Message_Costume#0,"""คอสตูมปัจจุบันไม่รองรับการปรับแต่งไอเทมนี้"""
Erro_Message_Accessory#0,"""ทรงผมและ Accessory ปัจจุบันไม่รองรับการปรับแต่งรายการนี้"""
Change_To_Edit_items#0,"""มีไอเทมอื่นที่เชื่อมโยงกับไอเทมนี้ การเปลี่ยนแปลงจะถูกนำไปใช้กับทั้งคู่"""
Title_CheckHasEsthePass#0,"""ตรวจสอบไอเทมที่จำเป็น"""
Error_CheckHasEsthePass#0,"""คุณไม่มีไอเทมที่จำเป็นสำหรับการเปลี่ยนสี<br>ในการออก คุณต้องยกเลิกการแก้ไขสีของคุณก่อน"""
Error_ChangeInvalidParts#0,"""ไม่สามารถใช้ไอเทมที่เลือกได้อีกต่อไป เนื่องจาก Body Type ถูกเปลี่ยนแล้ว"""
Error_AccessoryCost#0,"""ไม่สามารถใช้การเปลี่ยนแปลงได้ เนื่องจากคุณใช้ Cost ของ Accessory เกินกำหนด"""
Error_MotionCost#0,"""ไม่สามารถใช้ Motion ได้ เนื่องจากคุณใช้ Cost เกินกำหนด"""
Error_ChangeColor#0,"""ไม่สามารถใช้สีได้ เนื่องจากสีที่คุณเลือกถูกเชื่อมโยงกับคอสตูมอื่น"""
ChangeColorInner1#0,"""เปลี่ยนสี Innerwear 1 แล้ว"""
ChangeColorInner2#0,"""เปลี่ยนสี Innerwear 2 แล้ว"""
ChangeColorBasewear1#0,"""เปลี่ยนสี Basewear 1 แล้ว"""
ChangeColorBasewear2#0,"""เปลี่ยนสี Basewear 2 แล้ว"""
ChangeColorSetwear1#0,"""เปลี่ยนสี Setwear 1 แล้ว"""
ChangeColorSetwear2#0,"""เปลี่ยนสี Setwear 2 แล้ว"""
ChangeColorOuter1#0,"""เปลี่ยนสี Outerwear 1 แล้ว"""
ChangeColorOuter2#0,"""เปลี่ยนสี Outerwear 2 แล้ว"""
ChangeColorSkin1#0,"""เปลี่ยนสีผิวหลักแล้ว"""
ChangeColorSkin2#0,"""เปลี่ยนสีผิวรองแล้ว"""
ChangeColorCastMain#0,"""เปลี่ยนสีหลักของ Cast แล้ว"""
ChangeColorCastSub1#0,"""เปลี่ยนสีรอง 1 ของ Cast แล้ว"""
ChangeColorCastSub2#0,"""เปลี่ยนสีรอง 2 ของ Cast แล้ว"""
ChangeColorCastSub3#0,"""เปลี่ยนสีรอง 3 ของ Cast แล้ว"""
ChangeColorEye1#0,"""เปลี่ยนสีตาขวา"""
ChangeColorEye2#0,"""เปลี่ยนสีตาซ้าย"""
ChangeColorEyebrow#0,"""เปลี่ยนสีคิ้วแล้ว"""
ChangeColorEyelash#0,"""เปลี่ยนสีขนตาแล้ว"""
ChangeColorHair1#0,"""เปลี่ยนสีผม 1 แล้ว"""
ChangeColorHair2#0,"""เปลี่ยนสีผม 2 แล้ว"""
UndoRedo_SkippedSuccess#0,"""ไอเทมไม่อยู่ในช่องเก็บของ/คลังตัวละคร จึงย้อนกลับไปที่ประวัติที่สามารถสวมใส่ได้"""
UndoRedo_Failed#0,"""ใช้การเปลี่ยนแปลงล้มเหลว เนื่องจากไอเทมไม่อยู่ในช่องเก็บของ/คลังตัวละคร"""
Chat_Public_Failed#0,"""ไม่สามารถส่งข้อความแบบ พูดคุยรอบตัว ใน Salon ได้ กรุณาเปลี่ยนช่องทางแชต"""
Label_Wait#0,"""Idle"""
Label_Run#0,"""Move"""
Label_Jump#0,"""Jump"""
Label_Dush#0,"""Dash"""
Label_Glide#0,"""Glide"""
Label_Swim#0,"""Swim"""
Label_SubTitle#0,"""เปลี่ยนการเคลื่อนไหว"""
Label_Landing#0,"""Land"""
Label_SelectedMotion#0,"""การตั้งค่าปัจจุบัน"""
Label_Cost#1,"""Cost"""
Button_ResetDefault#0,"""รีเซ็ตเป็นค่าเริ่มต้น"""
Label_Title#0,"""สุ่มการตั้งค่า"""
Label_Race#0,"""เผ่าพันธุ์"""
Label_Type#0,"""Type"""
Label_Make#0,"""<pict random_box_1> สุ่มสร้าง"""
Selection_Human#0,"""Human"""
Selection_Cast#0,"""Cast"""
Selection_Male#0,"""Type 1"""
Selection_Female#0,"""Type 2"""
Message_SaveFailed#0,"""บันทึก Creation Data ล้มเหลว"""
Message_SaveSuccess#0,"""บันทึก Creation Data แล้ว"""
Message_Confirmation#0,"""มี Creation Data ชื่อนี้อยู่แล้ว ต้องการเขียนทับหรือไม่?"""
Message_Title#0,"""ยืนยันการเขียนทับ"""
Message_LoadFailed#0,"""โหลด Creation Data ล้มเหลว"""
Tag_HumanMale#0,"""Human Type 1"""
Tag_HumanFemale#0,"""Human Type 2"""
Tag_NewmanMale#0,"""Newman Type 1"""
Tag_NewmanFemale#0,"""Newman Type 2"""
Tag_CastMale#0,"""Cast Type 1"""
Tag_CastFemale#0,"""Cast Type 2"""
Tag_DewmanMale#0,"""Dewman Type 1"""
Tag_DewmanFemale#0,"""Dewman Type 2"""
Label_TestButton#1,"""เริ่มการเคลื่อนไหว"""
Label_Pause#1,"""หยุด"""
Message#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 1<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Prologue (เนื้อเรื่องสอนเล่น) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: The First Trial<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้<c>"""
Message_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 1<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Prologue (เนื้อเรื่องสอนเล่น) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: The First Trial<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้<br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์ ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
Message_No#0,"""เริ่มจาก <yellow>Prologue<c> (เนื้อเรื่องสอนเล่น) หรือไม่?<c>"""
Message_1#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 2<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 1 (เนื้อเรื่องหลักของ Aelio Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: A New Mission<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<c>"""
Message_2#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 3<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 2 (เนื้อเรื่องหลักของ Retem Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: A Mission in Kvaris<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<c>"""
Message_1_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 2<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 1 (เนื้อเรื่องหลักของ Aelio Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: A New Mission<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์ ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
Message_2_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 3<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 2 (เนื้อเรื่องหลักของ Retem Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: A Mission in Kvaris<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์ ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
SkipCheck_Title#0,"""ยืนยันการข้าม Main Story"""
SkipCheck_MainText#0,"""ตัวละครที่สร้างใหม่สามารถ<yellow>ข้ามเนื้อเรื่อง<br>ในส่วนที่คุณเคยเคลียร์ไปแล้วได้<c><br><br>โปรดเลือกจุดเริ่มต้นของเนื้อเรื่อง"""
SkipCheck_Text#0,"""เริ่มจาก Prologue"""
SkipCheck_Text1#0,"""เริ่มจาก Chapter 1"""
SkipCheck_Text2#0,"""เริ่มจาก Chapter 2"""
SkipCheck_Text3#0,"""เริ่มจาก Chapter 3"""
ScenarioSelectText_0_0#0,"""เริ่มตั้งแต่ต้นเกม"""
ScenarioSelectText_1_1#0,"""เริ่มจาก Chapter 1"""
ScenarioSelectText_1_2#0,"""เริ่มจาก Chapter 2"""
ScenarioSelectText_1_3#0,"""เริ่มจาก Chapter 3"""
ScenarioSelectText_1_4#0,"""เริ่มจาก Chapter 4"""
ScenarioSelectText_1_5#0,"""เริ่มจาก Chapter 5"""
ScenarioSelectText_1_6#0,"""เริ่มจาก Chapter 6"""
ScenarioSelectText_1_7#0,"""เริ่มจาก Chapter 7"""
ScenarioSelectText_1_8#0,"""เริ่มจาก Chapter 8"""
ScenarioSelectConfirmText_1_4#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 4<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 3 (เนื้อเรื่องหลักของ Kvaris Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: The Beginning of a New Battle<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<c>"""
ScenarioSelectConfirmText_1_5#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 5<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 4 (เนื้อเรื่องหลักของ Stia Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: 決戦の前に<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<c>"""
ScenarioSelectConfirmText_1_6#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 6<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 5<br>(เนื้อเรื่องหลักที่มีฉากหลังเป็นเกาะลอยฟ้า Leciel)<br>ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก<br><yellow>Main Task: つくられたセカイ<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้<br>\u3000หลังจากทำการข้าม เลเวลของคุณจะถูกปรับขึ้นโดยอัตโนมัติ<c>"""
ScenarioSelectConfirmText_1_7#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 7<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 6<br>ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก<br><yellow>Main Task: イルマからの緊急連絡<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้<br>\u3000หลังจากทำการข้าม เลเวลของคุณจะถูกปรับขึ้นโดยอัตโนมัติ<c>"""
ScenarioSelectConfirmText_1_8#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 8<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 7<br>ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก<br><yellow>Main Task: 謎の領域<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้<br>\u3000หลังจากทำการข้าม เลเวลของคุณจะถูกปรับขึ้นโดยอัตโนมัติ<c>"""
ScenarioSelectConfirmText_1_4_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 4<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 3 (เนื้อเรื่องหลักของ Kvaris Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: The Beginning of a New Battle<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์ ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
ScenarioSelectConfirmText_1_5_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 5<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 4 (เนื้อเรื่องหลักของ Stia Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: 決戦の前に<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<c><br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์ ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
ScenarioSelectConfirmText_1_6_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 6<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 5<br>(เนื้อเรื่องหลักที่มีฉากหลังเป็นเกาะลอยฟ้า Leciel)<br>ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก<br><yellow>Main Task: つくられたセカイ<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้<br>\u3000หลังจากทำการข้าม เลเวลของคุณจะถูกปรับขึ้นโดยอัตโนมัติ<br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์<br>\u3000ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
ScenarioSelectConfirmText_1_7_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 7<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 6<br>ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก<br><yellow>Main Task: イルマからの緊急連絡<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้<br>\u3000หลังจากทำการข้าม เลเวลของคุณจะถูกปรับขึ้นโดยอัตโนมัติ<c><br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์<br>\u3000ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
ScenarioSelectConfirmText_0_0#0,"""เริ่มจาก <yellow>Prologue<c>?<c> (เนื้อเรื่องสอนเล่น) หรือไม่?"""
ScenarioSelectConfirmText_1_1#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 1<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Prologue (เนื้อเรื่องสอนเล่น) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: The First Trial<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้<c>"""
ScenarioSelectConfirmText_1_2#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 2<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 1 (เนื้อเรื่องหลักของ Aelio Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: A New Mission<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<c>"""
ScenarioSelectConfirmText_1_3#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 3<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 2 (เนื้อเรื่องหลักของ Retem Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: A Mission in Kvaris<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<c>"""
ScenarioSelectConfirmText_0_0_Playgo#0,"""เริ่มจาก <yellow>Prologue<c> (เนื้อเรื่องสอนเล่น) หรือไม่?<c>"""
ScenarioSelectConfirmText_1_1_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 1<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Prologue (เนื้อเรื่องสอนเล่น) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: The First Trial<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้<br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์ ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
ScenarioSelectConfirmText_1_2_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 2<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 1 (เนื้อเรื่องหลักของ Aelio Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: A New Mission<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์ ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
ScenarioSelectConfirmText_1_3_Playgo#0,"""คุณต้องการ<yellow>เริ่มจาก Chapter 3<c> หรือไม่?<br><br>หากคุณเคลียร์ Main Story: Chapter 2 (เนื้อเรื่องหลักของ Retem Region) ในตัวละครอื่นมาแล้ว คุณสามารถเริ่มเกมได้จาก <yellow>Main Task: A Mission in Kvaris<c><br><br><yellow>※คุณจะไม่ได้รับของรางวัลจาก Task ใดๆ ที่ถูกข้ามด้วยวิธีนี้ นอกจากนี้ เลเวลของคุณจะถูกปรับให้เหมาะสมกับ Region ดังกล่าว<br>※หากการดาวน์โหลดข้อมูลยังไม่เสร็จสมบูรณ์ ระบบจะนำคุณกลับไปยังหน้าจอไตเติล<c>"""
Label_Type1#0,"""เน้น Type 1 เป็นหลัก"""
Label_Type2#0,"""เน้น Type 2 เป็นหลัก"""
Label_Notice#2,"""เลือกว่าจะเน้นใช้งานรูปแบบ Type 1<br>หรือ Type 2 ของ Lobby Actions<br><br><yellow>※การตั้งค่านี้จะส่งผลต่อ Lobby Actions และ Motion ทั้งหมด<c>"""
Popup_Remove#1,"""ถอดออก"""
Popup_RemoveBodyPaint#0,"""ถอด Body Paint"""
Popup_ChangeColorInner1#0,"""เปลี่ยนสี [In] 1"""
Popup_ChangeColorInner2#0,"""เปลี่ยนสี [In] 2"""
Popup_ChangeColorBasewear1#0,"""เปลี่ยนสี [Ba] 1"""
Popup_ChangeColorBasewear2#0,"""เปลี่ยนสี [Ba] 2"""
Popup_ChangeColorSetwear1#0,"""เปลี่ยนสี [Se] 1"""
Popup_ChangeColorSetwear2#0,"""เปลี่ยนสี [Se] 2"""
Popup_ChangeColorOuter1#0,"""เปลี่ยนสี [Ou] 1"""
Popup_ChangeColorOuter2#0,"""เปลี่ยนสี [Ou] 2"""
Popup_ChangeColorSkin1#0,"""เปลี่ยนสีผิวหลัก"""
Popup_ChangeColorSkin2#0,"""เปลี่ยนสีผิวรอง"""
Title_ChangeColorInner1#0,"""สี Innerwear 1"""
Title_ChangeColorInner2#0,"""สี Innerwear 2"""
Title_ChangeColorBasewear1#0,"""สี Basewear 1"""
Title_ChangeColorBasewear2#0,"""สี Basewear 2"""
Title_ChangeColorSetwear1#0,"""สี Setwear 1"""
Title_ChangeColorSetwear2#0,"""สี Setwear 2"""
Title_ChangeColorOuter1#0,"""สี Outerwear 1"""
Title_ChangeColorOuter2#0,"""สี Outerwear 2"""
Title_ChangeColorSkin1#0,"""สีผิวหลัก"""
Title_ChangeColorSkin2#0,"""สีผิวรอง"""
Popup_ChangeColorCastMain#0,"""เปลี่ยนสีหลัก"""
Popup_ChangeColorCastSub1#0,"""เปลี่ยนสีรอง 1"""
Popup_ChangeColorCastSub2#0,"""เปลี่ยนสีรอง 2"""
Popup_ChangeColorCastSub3#0,"""เปลี่ยนสีรอง 3"""
Popup_ChangeColorEye1#0,"""เปลี่ยนสีตาขวา"""
Popup_ChangeColorEye2#0,"""เปลี่ยนสีตาซ้าย"""
Popup_ChangeColorEyebrow#0,"""เปลี่ยนสีคิ้ว"""
Popup_ChangeColorEyelash#0,"""เปลี่ยนสีขนตา"""
Popup_ChangeColorHair1#0,"""เปลี่ยนสีผม 1"""
Popup_ChangeColorHair2#0,"""เปลี่ยนสีผม 2"""
Title_ChangeColorCastMain#0,"""เปลี่ยนสีหลัก"""
Title_ChangeColorCastSub1#0,"""เปลี่ยนสีรอง 1"""
Title_ChangeColorCastSub2#0,"""เปลี่ยนสีรอง 2"""
Title_ChangeColorCastSub3#0,"""เปลี่ยนสีรอง 3"""
Title_ChangeColorHair1#0,"""เปลี่ยนสีผม 1"""
Title_ChangeColorHair2#0,"""เปลี่ยนสีผม 2"""
Title_ChangeColorEye1#0,"""เปลี่ยนสีตาขวา"""
Title_ChangeColorEye2#0,"""เปลี่ยนสีตาซ้าย"""
Title_ChangeColorEyelash#0,"""เปลี่ยนสีขนตา"""
Title_ChangeColorEyebrow#0,"""เปลี่ยนสีคิ้ว"""
Label_CastMainColorShort#0,"""หลัก (Main)"""
Label_CastSubColor1Short#0,"""รอง 1 (Sub 1)"""
Label_CastSubColor2Short#0,"""รอง 2 (Sub 2)"""
Label_CastSubColor3Short#0,"""รอง 3 (Sub 3)"""
Label_CheckboxExplanation#0,"""ซิงค์การเปลี่ยนแปลงทั้งหมดเป็นสีที่กำหนด"""
Label_Checkbox#0,"""ซิงค์ (ชั่วคราว)"""
Label_Reset#0,"""รีเซ็ต"""
Title_Reset#0,"""ยืนยันการรีเซ็ต"""
Message_Reset#0,"""ต้องการรีเซ็ตการตั้งค่าการซิงค์สีหรือไม่?"""
Label_SyncCheckbox#0,"""เปลี่ยนแบบกลุ่ม (Batch Change)"""
Tab_Palletcolor#0,"""หัว / ร่างกาย / แฟชั่น"""
Tab_Accessory#0,"""เครื่องประดับ (Accessories)"""
Tab_Castparts#0,"""Cast Parts"""
Help_NoAccessory_Explanation#0,"""คุณไม่ได้สวมใส่ Accessories อยู่"""
Label_Character#0,"""ตั้งค่าสีตัวละคร"""
Label_Castparts#0,"""ตั้งค่าสี Cast Parts"""
Label_Wearcolor#0,"""ตั้งค่าสีคอสตูม"""
Label_Checkall#0,"""ซิงค์สี"""
Label_Checkall_Comment#0,"""เปลี่ยนสี Accessory ทั้งหมดพร้อมกัน"""
Title_Init_Accse#0,"""กลับเป็นค่าเริ่มต้น"""
Message_Reset_Accse#0,"""การดำเนินการนี้จะเปลี่ยนสี Accessories ทั้งหมดกลับเป็นสีดั้งเดิม<br>คุณแน่ใจหรือไม่?"""
Button_Headcolorsync#0,"""ตั้งค่าการซิงค์สีส่วนหัว"""
Title_Headcolorsync#0,"""ตั้งค่าการซิงค์สีส่วนหัว"""
