Gat_TitleStatus#0,"""Estado de Recolección"""
Name_F0103#0,"""Las Vegas Fishing Lv. 3"""
Name_F0104#0,"""Las Vegas Lobster-catcher Lv. 1"""
Name_F0105#0,"""Las Vegas Lobster-catcher Lv. 2"""
Name_F0106#0,"""Las Vegas Striped Bass-catcher Lv. 1"""
Name_F0107#0,"""Las Vegas Striped Bass-catcher Lv. 2"""
Name_F0108#0,"""Sand Shellfish-catcher Lv. 1"""
Name_F0109#0,"""Med. Las Vegas Bass-catcher Lv. 1"""
Name_F0110#0,"""Volcanic Fishing Lv. 1"""
Name_F0111#0,"""Volcanic Fishing Lv. 2"""
Name_F0112#0,"""Volcanic Fishing Lv. 3"""
Name_F0113#0,"""Volcanic Mussel-catcher Lv. 1"""
Name_F0114#0,"""Volcanic Mussel-catcher Lv. 2"""
Name_F0115#0,"""Volcanic Armored Shrimp-catcher Lv. 1"""
Name_F0116#0,"""Volcanic Armored Shrimp-catcher Lv. 2"""
Name_F0117#0,"""Amduskia Coral-catcher Lv. 1"""
Name_F0118#0,"""Med. Volcanic Caves Char-catcher Lv. 1"""
Name_F0119#0,"""Tundra Fishing Lv. 1"""
Name_F0120#0,"""Tundra Fishing Lv. 2"""
Name_F0121#0,"""Tundra Fishing Lv. 3"""
Name_F0122#0,"""Tundra Herring-catcher Lv. 1"""
Name_F0123#0,"""Tundra Herring-catcher Lv. 2"""
Name_F0124#0,"""Tundra Smelt-catcher Lv. 1"""
Name_F0125#0,"""Tundra Smelt-catcher Lv. 2"""
Name_F0126#0,"""Naverturtle-catcher Lv. 1"""
Name_F0127#0,"""Lg. Tundra Bonito-catcher Lv. 1"""
Name_F0128#0,"""Underground Fishing Lv. 1"""
Name_F0129#0,"""Underground Fishing Lv. 2"""
Name_F0130#0,"""Underground Fishing Lv. 3"""
Name_F0131#0,"""Underground Mantis Shrimp-catcher Lv. 1"""
Name_F0132#0,"""Underground Mantis Shrimp-catcher Lv. 2"""
Name_F0133#0,"""Underground Conch-catcher Lv. 1"""
Name_F0134#0,"""Underground Conch-catcher Lv. 2"""
Name_F0135#0,"""Lillipan Shell-catcher Lv. 1"""
Name_F0136#0,"""Med. Underground Karasin-catcher Lv. 1"""
Name_F0137#0,"""Daybreak Fishing Lv. 1"""
Name_F0138#0,"""Daybreak Fishing Lv. 2"""
Name_F0139#0,"""Daybreak Fishing Lv. 3"""
Name_F0140#0,"""Daybreak Carp-catcher Lv. 1"""
Name_F0141#0,"""Daybreak Carp-catcher Lv. 2"""
Name_F0142#0,"""Daybreak Spider Crab-catcher Lv. 1"""
Name_F0143#0,"""Daybreak Spider Crab-catcher Lv. 2"""
Name_F0144#0,"""Little Zakri-catcher Lv. 1"""
Name_F0145#0,"""Med. Daybreak Dia. Mussel-catcher Lv. 1"""
Name_F0146#0,"""Floating Cont. Fishing Lv. 1"""
Name_F0147#0,"""Floating Cont. Fishing Lv. 2"""
Name_F0148#0,"""Floating Cont. Fishing Lv. 3"""
Name_F0149#0,"""Floating Cont. Kelp-catcher Lv. 1"""
Name_F0150#0,"""Floating Cont. Kelp-catcher Lv. 2"""
Name_F0151#0,"""Floating Cont. Bonito-catcher Lv. 1"""
Name_F0152#0,"""Floating Cont. Bonito-catcher Lv. 2"""
Name_F0153#0,"""Amduskia Coral-catcher Lv. 1"""
Name_F0154#0,"""Med. Floating Cont. Blowfish-catcher Lv. 1"""
Name_F0155#0,"""Seabed Fishing Lv. 1"""
Name_F0156#0,"""Seabed Fishing Lv. 2"""
Name_F0157#0,"""Seabed Fishing Lv. 3"""
Name_F0158#0,"""Seabed Iwagaki Oyster-catcher Lv. 1"""
Name_F0159#0,"""Seabed Iwagaki Oyster-catcher Lv. 2"""
Name_F0160#0,"""Seabed Octopus-catcher Lv. 1"""
Name_F0161#0,"""Seabed Octopus-catcher Lv. 2"""
Name_F0162#0,"""Wopal Shark-catcher Lv. 1"""
Name_F0163#0,"""Med. Seabed Anglerfish-catcher Lv. 1"""
Name_F0164#0,"""Dragon Altar Fishing Lv. 1"""
Name_F0165#0,"""Dragon Altar Fishing Lv. 2"""
Name_F0166#0,"""Dragon Altar Fishing Lv. 3"""
Name_F0167#0,"""Dragon Altar Fiddler Crab-catcher Lv. 1"""
Name_F0168#0,"""Dragon Altar Fiddler Crab-catcher Lv. 2"""
Name_F0169#0,"""Dragon Altar Snakehead-catcher Lv. 1"""
Name_F0170#0,"""Dragon Altar Snakehead-catcher Lv. 2"""
Name_F0171#0,"""Amduskia Coral-catcher Lv. 1"""
Name_F0172#0,"""Giant Dragon Altar Marlin-catcher Lv. 1"""
Name_F0173#0,"""Nightfall Fishing Lv. 1"""
Name_F0174#0,"""Nightfall Fishing Lv. 2"""
Name_F0175#0,"""Nightfall Fishing Lv. 3"""
Name_F0176#0,"""Nightfall Firefly Squid-catcher Lv. 1"""
Name_F0177#0,"""Nightfall Firefly Squid-catcher Lv. 2"""
Name_F0178#0,"""Nightfall Needlefish-catcher Lv. 1"""
Name_F0179#0,"""Nightfall Needlefish-catcher Lv. 2"""
Name_F0180#0,"""Little Zakri-catcher Lv. 1"""
Name_F0181#0,"""Small Nightfall Abalone-catcher Lv. 1"""
Explain_F0000#0,"""<yellow>Ir a pescar una vez!<c><br>\u3000※Area: Sin especificar<br>\u3000※Categoría: Todos"""
Explain_F0001#0,"""<yellow>Ir a pescar 8 veces!<c><br>\u3000※Area: Sin especificar<br>\u3000※Categoría: Todos"""
Explain_F0002#0,"""<yellow>Ir a pescar 20 veces!<c><br>\u3000※Area: Sin especificar<br>\u3000※Categoría: Todos"""
Explain_F0003#0,"""<yellow>Ir a pescar 30 veces!<c><br>\u3000※Area: Sin especificar<br>\u3000※Categoría: Todos"""
Explain_F0004#0,"""<yellow>Ir a pescar 40 veces!<c><br>\u3000※Area: Sin especificar<br>\u3000※Categoría: Todos"""
Explain_F0005#0,"""<yellow>Ir a pescar 50 veces!<c><br>\u3000※Area: Sin especificar<br>\u3000※Categoría: Todos"""
Explain_F0006#0,"""<yellow>¡Pesca 5 veces más!<br> Área: En cualquier lugar<br> Categoría objetivo: Todos<br><c 73d882>El plato 'Sopa de cabeza de pescado de cola amarilla del bosque'<br>aumenta la tasa de desove de la vida marina<c>."""
Explain_F0007#0,"""<yellow>¡Pesca 10 veces más!<c><br> Área: Cualquier lugar<br> Categoría de objetivo: Todos<br><c 73d882>El plato 'Sopa de cabeza de pescado de cola amarilla del bosque'<br>aumenta la tasa de desove de la Vida Marina<c>"""
Explain_F0008#0,"""<yellow>¡Pesca 20 veces más!<c><br> Área: Cualquier lugar<br> Categoría de objetivo: Todos<br><c 73d882>El plato 'Sopa de cabeza de pescado de cola amarilla del bosque'<br>aumenta la tasa de desove de la Vida Marina<c>"""
Explain_F0009#0,"""<yellow>¡Pesca 30 veces más!<c><br> Área: Cualquier lugar<br> Categoría de objetivo: Todos<br><c 73d882>El plato 'Sopa de cabeza de pescado de cola amarilla del bosque'<br>aumenta la tasa de desove de la vida marina<c>"""
Explain_F0010#0,"""<yellow>¡Reune 5 especies marinas raras!<c><br>Área: En cualquier lugar<br> Categoría objetivo: Todos<br><c d468a0>La vida marina rara se captura<br>al azar<br>"""
Explain_F0011#0,"""<yellow>¡Reune 10 especies marinas raras!<c><br>Área: En cualquier lugar<br> Categoría objetivo: Todos<br><c d468a0>La vida marina rara es capturada<br>al azar<br>"""
Explain_F0012#0,"""<yellow>¡Reune 20 especies marinas raras!<c><br>Área: En cualquier lugar<br> Categoría objetivo: Todos<br><c d468a0>La vida marina rara es capturada<br>al azar<br>"""
Explain_F0013#0,"""<yellow>¡Reune 30 especies marinas raras!<c><br>Área: En cualquier lugar<br> Categoría de objetivo: Todos<br><c d468a0>La vida marina rara se captura<br>al azar<br>"""
Explain_F0014#0,"""<yellow>¡Reune peces 10 veces!<c><br> Área: En cualquier lugar<br> Categoría objetivo: Peces<br><c 73d882>El plato 'Pescado a la parrilla' aumenta<br>sus posibilidades de capturar Peces<c>"""
Explain_F0015#0,"""<yellow>¡Reune vida marina de pequeño tamaño 10 veces!<c><br>Área: En cualquier lugar<br> Categoría de objetivo: Pesca de vida marina de pequeño tamaño<br><c 73d882>El plato 'Mejillones costeros marinados' aumenta<br>tus posibilidades de capturar vida marina de pequeño tamaño<br>"""
Explain_F0016#0,"""<yellow>¡Reune vida marina de tamaño medio 10 veces!<c><br>Área: Cualquier lugar<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta<br>sus posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0017#0,"""<yellow>¡Reune vida marina de tamaño grande 10 veces!<c><br>Área: Cualquier lugar<br> Categoría de objetivo: Pesca de vida marina de gran tamaño<br><c 73d882>El plato 'Pez dulce a base de tomate del bosque' aumenta<br> tus posibilidades de capturar vida marina de gran tamaño<br>"""
Explain_F0018#0,"""<yellow>¡Reune 100 objetos!<c><br> Zona: En cualquier lugar<br> Categoría objetivo: Todos"""
Explain_F0019#0,"""<yellow>¡Reune 200 objetos!<c><br> Zona: Cualquier lugar<br> Categoría de destino: Todos"""
Explain_F0020#0,"""<yellow>¡Reune 300 objetos!<c><br> Zona: Cualquier lugar<br> Categoría de destino: Todos"""
Explain_F0021#0,"""<yellow>¡Reune 400 objetos!<c><br> Zona: Cualquier lugar<br> Categoría de destino: Todos"""
Explain_F0022#0,"""<yellow>¡Reune 500 objetos!<c><br> Zona: Cualquier lugar<br> Categoría de destino: Todos"""
Explain_F0023#0,"""<yellow>¡Reune 50 objetos marinos extra!<c><br> Zona: En cualquier lugar<br> Categoría de destino: Todos<br><c 73d882>El plato 'Sopa de cabeza de pez de cola amarilla del bosque'<br>aumenta tus posibilidades de capturar vida marina extra<c>."""
Explain_F0024#0,"""<yellow>¡Reune 75 vidas marinas extra!<c><br>Área: Cualquier lugar<br> Categoría de objetivo: Todos<br><c 73d882>El plato 'Sopa de cola amarilla del bosque'<br>aumenta tus posibilidades de capturar Vida marina extra<c>"""
Explain_F0025#0,"""<yellow>¡Reune 100 vidas marinas extra!<c><br>Área: Cualquier lugar<br> Categoría de objetivo: Todos<br><c 73d882>El plato 'Sopa de cola amarilla del bosque'<br>aumenta tus posibilidades de capturar Vida marina extra<c>"""
Explain_F0026#0,"""<yellow>¡Reune 125 ejemplares extra de vida marina!<c><br>Área: Cualquier lugar<br> Categoría de objetivo: Todos<br><c 73d882>El plato 'Sopa de cola amarilla del bosque'<br>aumenta tus posibilidades de capturar Vida marina extra<c>"""
Explain_F0027#0,"""<yellow>¡Reune 150 de vida marina extra!<c><br>Área: Cualquier lugar<br> Categoría de objetivo: Todos<br><c 73d882>El plato 'Sopa de cola amarilla del bosque'<br>aumenta tus posibilidades de capturar Vida marina extra<c>"""
Explain_F0028#0,"""<yellow>¡Reune 50 especies marinas raras!<c><br>Área: Cualquier lugar<br> Categoría de objetivo: Todos<br><c d468a0>La vida marina rara se captura<br>al azar<br>"""
Explain_F0029#0,"""<yellow>¡Reune 75 especies marinas raras!<c><br>Área: En cualquier lugar<br> Categoría objetivo: Todos<br><c d468a0>La vida marina rara es capturada<br>al azar<br>"""
Explain_F0030#0,"""<yellow>¡Reune 100 especies marinas raras!<c><br>Área: En cualquier lugar<br> Categoría objetivo: Todos<br><c d468a0>La vida marina rara es capturada<br>al azar<br>"""
Explain_F0031#0,"""<yellow>¡Reune 125 especies marinas raras!<c><br>Área: En cualquier lugar<br> Categoría objetivo: Todos<br><c d468a0>La vida marina rara es capturada<br>al azar<br>"""
Explain_F0032#0,"""<yellow>¡Reune 150 especies marinas raras!<c><br>Área: En cualquier lugar<br> Categoría objetivo: Todos<br><c d468a0>La vida marina rara es capturada<br>al azar<br>"""
Explain_F0033#0,"""<yellow>¡Reune peces 50 veces!<c><br> Área: En cualquier lugar<br> Categoría objetivo: Peces<br><c 73d882>El plato 'Pescado a la parrilla' aumenta<br>sus posibilidades de capturar Peces<c>"""
Explain_F0034#0,"""<yellow>¡Reune marisco 50 veces!<c><br> Área: En cualquier lugar<br> Categoría objetivo: Mariscos<br><c 73d882>El plato 'Pasta de platija del desierto' aumenta<br>tus posibilidades de capturar Mariscos<br>"""
Explain_F0035#0,"""<yellow>¡Reune crustáceos 50 veces!<c><br>Área: En cualquier lugar<br> Categoría objetivo: Crustáceos<br><c 73d882>El plato 'Sashimi de atún de Tokio' aumenta<br>tus posibilidades de capturar Crustáceos<br>"""
Explain_F0036#0,"""<yellow>¡Reune objetos varios 50 veces!<c><br>Área: En cualquier lugar<br> Categoría del objetivo: Misc<br><c 73d882>El plato 'Carpa de la provincia del amanecer en salsa de soja'<br>aumenta tus posibilidades de capturar objetos varios<c>."""
Explain_F0037#0,"""<yellow>¡Reune objetos especiales 50 veces!<c><br>Área: En cualquier lugar<br> Categoría del objetivo: Especial<br><c 73d882>El plato 'Envoltura de marisco asado' aumenta<br>tus posibilidades de atrapar objetos especiales<br>"""
Explain_F0038#0,"""<yellow>¡Reune 10 objetos en el Bosque!<c><br>Área: Bosque<br> Categoría objetivo: Todos"""
Explain_F0039#0,"""<yellow>¡Reune 20 objetos en el bosque!<c><br>Área: Bosque<br> Categoría objetivo: Todos"""
Explain_F0040#0,"""<yellow>¡Reune 30 objetos en el bosque!<c><br> Área: Bosque<br> Categoría objetivo: Todos"""
Explain_F0041#0,"""<yellow>¡Reune 3 veces el pez dulce del bosque!<c><br>Área: Bosque<br>Categoría objetivo: Peces"""
Explain_F0042#0,"""<yellow>¡Reune el pez dulce del bosque 10 veces!<c><br>Área: Bosque<br>Categoría de objetivo: Peces"""
Explain_F0043#0,"""<yellow>¡Reune atún del bosque 3 veces!<c><br>Área: Bosque<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Pescado a la parrilla' aumenta<br>sus posibilidades de capturar Peces<br>"""
Explain_F0044#0,"""<yellow>¡Reune atún del bosque 15 veces!<c><br>Área: Bosque<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Pescado a la parrilla' aumenta<br>tus posibilidades de capturar Peces<c>"""
Explain_F0045#0,"""<yellow>¡Reune tortugas náuticas 3 veces! <c><br>Área: Bosque<br> Categoría de objetivo: Especial<br><c 73d882>El plato 'Envoltura de marisco asado' aumenta<br> las posibilidades de capturar objetos especiales<br>"""
Explain_F0046#0,"""<yellow>¡Reune 3 veces rabo amarillo de bosque de tamaño medio!<c><br>Área: Bosque<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta<br>tus posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0047#0,"""<yellow>¡Reune 10 objetos en las Ruinas!<c><br>Área: Ruinas<br> Categoría del objetivo: Todos"""
Explain_F0048#0,"""<yellow>¡Reune 20 objetos en las Ruinas!<c><br> Área: Ruinas<br> Categoría del objetivo: Todos"""
Explain_F0049#0,"""<yellow>¡Reune 30 objetos en las Ruinas!<c><br> Área: Ruinas<br> Categoría del objetivo: Todos"""
Explain_F0050#0,"""<yellow>¡Reune 3 veces camarones en las Ruinas!<c><br>Área: Ruinas<br>Categoría del objetivo: Crustáceo"""
Explain_F0051#0,"""<yellow>¡Reune gambas de las ruinas 15 veces!<c><br>Área: Ruinas<br>Categoría objetivo: Crustáceo"""
Explain_F0052#0,"""<yellow>¡Reune pargos de ojo dorado de las ruinas 3 veces!<c><br>Área: Ruinas<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Pescado a la parrilla' aumenta<br>tus posibilidades de capturar Peces<br>"""
Explain_F0053#0,"""<yellow>¡Reune pargos de ojo dorado de las Ruinas 15 veces!<c><br> Área: Ruinas<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Pescado a la parrilla' aumenta<br>tus posibilidades de capturar Peces<c>."""
Explain_F0054#0,"""<yellow>¡Reune tortugas náuticas 3 veces! <c><br>Área: Ruinas<br> Categoría de objetivo: Especial<br><c 73d882>El plato 'Envoltura de marisco asado' aumenta<br>las posibilidades de capturar objetos especiales<br>"""
Explain_F0055#0,"""<yellow>¡Reune salmón de las ruinas de gran tamaño 3 veces!<c><br>Área: Ruinas<br> Categoría de objetivo: Pesca de vida marina de gran tamaño<br><c 73d882>El plato 'Pez dulce a base de tomate del bosque' aumenta<br> tus posibilidades de capturar vida marina de gran tamaño<br>"""
Explain_F0056#0,"""<yellow>¡Reune 10 objetos en la Costa!<c><br>Área: Costa<br> Categoría de objetivo: Todos"""
Explain_F0057#0,"""<yellow>¡Reune 20 objetos en la costa!<c><br> Zona: Costa<br> Categoría de destino: Todos"""
Explain_F0058#0,"""<yellow>¡Reune 30 objetos en la costa!<c><br> Zona: Costa<br> Categoría de destino: Todos"""
Explain_F0059#0,"""<yellow>¡Reune 3 veces almejas de cuello de botella en la costa!<c><br>Área: Costa<br>Categoría de objetivo: Mariscos"""
Explain_F0060#0,"""<yellow>¡Reune almejas de cuello de botella en la costa 15 veces!<c><br>Área: Costa<br>Categoría de objetivo: Mariscos"""
Explain_F0061#0,"""<yellow>¡Reune mejillones de la costa 3 veces!<c><br> Área: Costa<br> Categoría objetivo: Mariscos<br><c 73d882>El plato 'Pasta de platija del desierto' aumenta<br>tus posibilidades de capturar Peces<c>"""
Explain_F0062#0,"""<yellow>¡Reune mejillones de la costa 15 veces!<c><br>Área: Costa<br> Categoría objetivo: Mariscos<br><c 73d882>El plato 'Pasta de platija del desierto' aumenta<br>tus posibilidades de capturar Peces<c>"""
Explain_F0063#0,"""<yellow>¡Reune tiburones Wopal 3 veces!<c><br>Área: Costa<br> Categoría de objetivo: Pesca de fauna marina de tamaño gigante<br><c 73d882>El plato 'Ravioli de nabo de instalación flotante' aumenta<br> tus posibilidades de capturar fauna marina de tamaño gigante<br>"""
Explain_F0064#0,"""<yellow>¡Reune peces de archivo de tamaño grande en la costa 3 veces!<c><br>Área: Costa<br> Categoría de objetivo: Pesca de vida marina de gran tamaño<br><c 73d882>El plato 'Pez dulce a base de tomate del bosque' aumenta<br> tus posibilidades de capturar vida marina de gran tamaño<br>"""
Explain_F0065#0,"""<yellow>¡Reune 10 objetos en Tokio!<c><br>Área: Tokio<br> Categoría objetivo: Todos"""
Explain_F0066#0,"""<yellow>¡Reune 20 objetos en Tokio!<c><br> Zona: Tokio<br> Categoría de destino: Todos"""
Explain_F0067#0,"""<yellow>¡Reune 30 objetos en Tokio!<c><br> Área: Tokio<br> Categoría de destino: Todos"""
Explain_F0068#0,"""<yellow>¡Reune 3 veces el atún de Tokio!<c><br> Área: Tokio<br> Categoría del objetivo: Pescado<br><c 73d882>El plato 'Pescado a la parrilla' aumenta tus<br>posibilidades de capturar Pescado<br>"""
Explain_F0069#0,"""<yellow>¡Reune atún de Tokio 15 veces!<c><br>Área: Tokio<br> Categoría del objetivo: Pescado<br><c 73d882>El plato 'Pescado a la parrilla' aumenta<br>tus posibilidades de capturar Pescado<br>"""
Explain_F0070#0,"""<yellow>¡Reune gambas de Tokio 3 veces!<c><br>Área: Tokio<br> Categoría del objetivo: Crustáceo<br><c 73d882>El plato 'Sashimi de atún de Tokio' aumenta<br>tus posibilidades de capturar Crustáceos<c>"""
Explain_F0071#0,"""<yellow>¡Reune gambas de Tokio 15 veces!<c><br>Área: Tokio<br> Categoría del objetivo: Crustáceo<br><c 73d882>El plato 'Sashimi de atún de Tokio' aumenta<br>sus posibilidades de capturar Crustáceos<br>"""
Explain_F0072#0,"""<yellow>¡Reune marisco de arena 3 veces!<c><br>Área: Tokio<br> Categoría del objetivo: Mariscos<br><c 73d882>El plato 'Pasta de platija del desierto' aumenta<br>tus posibilidades de capturar Mariscos<c>"""
Explain_F0073#0,"""<yellow>¡Reune 3 veces besugos rojos de Tokio de tamaño medio!<c><br>Área: Tokio<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta<br>tus posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0074#0,"""<yellow>¡Reune 10 objetos en el Desierto!<c><br>Área: Desierto<br> Categoría del objetivo: Todos"""
Explain_F0075#0,"""<yellow>¡Reune 20 objetos en el desierto!<c><br> Área: Desierto<br> Categoría de destino: Todos"""
Explain_F0076#0,"""<yellow>¡Reune 30 objetos en el desierto!<c><br> Área: Desierto<br> Categoría de destino: Todos"""
Explain_F0077#0,"""<yellow>¡Reune 3 veces la platija del desierto!<c><br>Área: Desierto<br>Categoría de objetivo: Peces"""
Explain_F0078#0,"""<yellow>¡Reune una platija del desierto 15 veces!<c><br>Área: Desierto<br>Categoría de objetivo: Peces"""
Explain_F0079#0,"""<yellow>¡Reune cangrejos del desierto 3 veces!<c><br>Área: Desierto<br> Categoría de objetivo: Crustáceo<br><c 73d882>El plato 'Sashimi de atún de Tokio' aumenta<br>sus posibilidades de capturar Crustáceos<br>"""
Explain_F0080#0,"""<yellow>¡Reune cangrejos del desierto 15 veces!<c><br>Área: Desierto<br> Categoría del objetivo: Crustáceos<br><c 73d882>El plato 'Sashimi de atún de Tokio' aumenta<br>tus posibilidades de capturar Crustáceos<br>"""
Explain_F0081#0,"""<yellow>¡Reune 3 veces las conchas de Lillipan!<c><br> Área: Desierto<br> Categoría objetivo: Mariscos<br><c 73d882>El plato 'Pasta de platija del desierto' aumenta<br>tus posibilidades de capturar Mariscos<br>"""
Explain_F0082#0,"""<yellow>¡Reune peces voladores del desierto de tamaño medio 3 veces!<c><br>Área: Desierto<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta<br>tus posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0083#0,"""<yellow>¡Pesca 10 veces en la Mina Abandonada!<c><br>Área: Mina abandonada<br> Categoría de objetivo: Todos"""
Explain_F0084#0,"""<yellow>¡Pesca 20 veces en la Mina Abandonada!<c><br> Área: Mina abandonada<br> Categoría de objetivo: Todos"""
Explain_F0085#0,"""<yellow>¡Pesca 30 veces en la Mina Abandonada!<c><br> Área: Mina abandonada<br> Categoría de objetivo: Todos"""
Explain_F0086#0,"""<yellow>¡Reune 3 veces el pez cinturón de la Mina Abandonada!<c><br>Área: Mina abandonada<br>Categoría de objetivo: Peces"""
Explain_F0087#0,"""<yellow>¡Reune el pez cinturón de la mina abandonada 15 veces!<c><br>Área: Mina abandonada<br>Categoría de objetivo: Peces"""
Explain_F0088#0,"""<yellow>¡Reune anguilas de la mina abandonada 3 veces!<c><br>Área: Mina abandonada<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Mina Abandonada Salteado de Anguilas'<br>aumenta tus posibilidades de capturar Peces<c>."""
Explain_F0089#0,"""<yellow>¡Reune anguilas de mina abandonada 15 veces!<c><br>Área: Mina abandonada<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Mina Abandonada Salteado de Anguilas'<br>aumenta tus posibilidades de capturar Peces<c>."""
Explain_F0090#0,"""<yellow>¡Reune conchas de lilipán 3 veces!<c><br>Área: Mina abandonada<br> Categoría de objetivo: Mariscos<br><c 73d882>El plato 'Pasta de platija del desierto' aumenta<br>sus posibilidades de capturar Mariscos<c>"""
Explain_F0091#0,"""<yellow>¡Reune tiburones de mina abandonada de gran tamaño 3 veces!<c><br>Área: Mina abandonada<br> Categoría de objetivo: Pesca de vida marina de gran tamaño<br><c 73d882>El plato 'Pez dulce a base de tomate del bosque' aumenta<br>tus posibilidades de capturar vida marina de gran tamaño<br>"""
Explain_F0092#0,"""<yellow>¡Pesca 10 veces en la instalación flotante!<c><br>Área: Instalación flotante<br> Categoría de objetivo: Todos"""
Explain_F0093#0,"""<yellow>¡Peces 20 veces en la instalación flotante!<c><br> Área: Instalación flotante<br> Categoría de destino: Todos"""
Explain_F0094#0,"""<yellow>¡Reune 30 animales marinos en la instalación flotante!<c><br>Área: Instalación flotante<br> Categoría objetivo: Todos"""
Explain_F0095#0,"""<yellow>¡Reune 3 veces calamares de la instalación flotante!<c><br>Área: Instalación flotante<br>Categoría de objetivo: Molusco"""
Explain_F0096#0,"""<yellow>¡Reune calamares de la instalación flotante 15 veces!<c><br>Área: Instalación flotante<br>Categoría de objetivo: Molusco"""
Explain_F0097#0,"""<yellow>¡Reune sardinas de la instalación flotante 3 veces!<c><br>Área: Instalación flotante<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Sardinas salteadas de mina abandonada'<br>aumenta tus posibilidades de capturar Peces<c>"""
Explain_F0098#0,"""<yellow>¡Reune sardinas de la instalación flotante 15 veces!<c><br>Área: Instalación flotante<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Sardinas salteadas de mina abandonada'<br>aumenta tus posibilidades de atrapar Peces<c>."""
Explain_F0099#0,"""<yellow>¡Reune tiburones Wopal 3 veces!<c><br>Área: Instalación flotante<br> Categoría de objetivo: Pesca de fauna marina de tamaño gigante<br><c 73d882>El plato 'Ravioli de nabo de la instalación flotante' aumenta<br>sus posibilidades de capturar fauna marina de tamaño gigante<br>"""
Explain_F0100#0,"""<yellow>¡Reune camarones arco iris pequeños de la instalación flotante 3 veces!<c><br>Área: Instalación flotante<br> Categoría de objetivo: Pesca de vida marina de tamaño pequeño<br><c 73d882>El plato 'Mejillones costeros marinados' aumenta<br>sus posibilidades de capturar vida marina de tamaño pequeño<br>"""
Explain_F0101#0,"""<yellow>¡Pesca 10 veces en Las Vegas!<yellow> Área: Las Vegas<br> Categoría del objetivo: Todos"""
Explain_F0102#0,"""<yellow>¡Pesca 20 veces en Las Vegas!<c><br> Área: Las Vegas<br> Categoría de destino: Todos"""
Explain_F0103#0,"""<yellow>¡Pesca 30 veces en Las Vegas!<c><br> Área: Las Vegas<br> Categoría de destino: Todos"""
Explain_F0104#0,"""<yellow>¡Reune 3 veces la langosta de Las Vegas!<c><br>Área: Las Vegas<br>Categoría de objetivo: Crustáceo"""
Explain_F0105#0,"""<yellow>¡Reune la langosta de Las Vegas 15 veces!<c><br>Área: Las Vegas<br>Categoría de objetivo: Crustáceo"""
Explain_F0106#0,"""<yellow>¡Reune la lubina rayada de Las Vegas 3 veces!<c><br>Área: Las Vegas<br> Categoría de objetivo: Peces<br><c 73d882>El plato 'Lubina rayada salteada de mina abandonada'<br>aumenta tus posibilidades de capturar peces<c>"""
Explain_F0107#0,"""<yellow>¡Reune la lubina rayada de Las Vegas 15 veces!<c><br>Área: Las Vegas<br> Categoría objetivo: Peces<br><c 73d882>El plato 'Lubina rayada salteada de mina abandonada'<br>aumenta tus posibilidades de capturar Peces<c>."""
Explain_F0108#0,"""<yellow>¡Reune marisco de arena 3 veces!<c><br>Área: Las Vegas<br> Categoría de objetivo: Mariscos<br><c 73d882>El plato 'Pasta de platija del desierto' aumenta<br>tus posibilidades de capturar Mariscos<c>"""
Explain_F0109#0,"""<yellow>¡Reune 3 veces una lubina de tamaño medio de Las Vegas!<c><br>Área: Las Vegas<br> Categoría de objetivo: Pesca de vida marina de tamaño medio<br><c 73d882>El plato 'Tempura de gambas de las ruinas' aumenta tus<br>posibilidades de capturar vida marina de tamaño medio<br>"""
Explain_F0110#0,"""<yellow>¡Pesca 10 veces en las Cuevas Volcánicas!<c><br>Área: Cuevas volcánicas<br> Categoría de objetivo: Todos"""
Explain_F0111#0,"""<yellow>¡Pesca 20 veces en las Cuevas Volcánicas!<c><br>Área: Cuevas volcánicas<br> Categoría de objetivo: Todos"""
Explain_F0112#0,"""<yellow>¡Pesca 30 veces en las Cuevas Volcánicas!<c><br> Área: Cuevas volcánicas<br> Categoría de objetivo: Todos"""
Explain_F0113#0,"""<yellow>¡Reune mejillones de las Cuevas Volcánicas 3 veces!<c><br>Área: Cuevas volcánicas<br>Categoría objetivo: Mariscos"""
