01_MainLobby_001#0,"""Cuando eres premium, puedes aceptar hasta 40 Ordenes de clientes a la vez."""
Dead_MarineOrca_001#0,"""Un Orgbran deja una gran abertura cuando ataca con ambos brazos, por lo que debes <br>girar hacia la retaguardia para atacar."""
Dead_MarineOrca_002#0,"""El abdomen de un Orgbran es su punto débil. Ten cuidado de evitar sus ataques con dos brazos y saltos."""
Dead_MarineOrca_003#0,"""Un Orgbran que haya cavado bajo tierra sacará la cabeza para realizar un ataque láser. El<br>ataque es difícil de evitar a larga distancia, así que mantente cerca del Orgbran cuando escarbe."""
Dead_MarineOrca_004#0,"""Si infliges una gran cantidad de daño a un Orgbran mientras está bajo tierra, hará que salga, lo que te dará una gran apertura para atacar."""
Dead_MarineOarfish_001#0,"""Un Bal Lodos disparará burbujas desde su parte trasera que pueden ser destruidas con una torreta."""
Dead_MarineOarfish_002#0,"""Golpea la cabeza de un Bal Lodos con un Photon Harpoon Launcher <br>para subir al Bal Lodos al barco."""
Dead_MarineOarfish_003#0,"""Destruye el blindaje de un Bal Lodos para exponer sus puntos débiles."""
Dead_MarineOarfish_004#0,"""Un Bal Lodos se desplaza lateralmente mientras se acerca al barco para indicar que está a punto de realizar un<br>ataque de mordisco. Muévete lateralmente para evitarlo."""
Dead_MarineOarfish_005#0,"""Puedes destruir los enormes misiles de energía que dispara el Bal Lodos desde su boca<br>utilizando una torreta. Destrúyelos antes de que alcancen el barco."""
Dead_AbyssFlower_001#0,"""Destruir el tentáculo de una Biol Meduna hará que clave sus tentáculos restantes en el<br>suelo para fijarse en su sitio. Entonces podrás subirte a ella por detrás y atacar su cabeza. """
Dead_AbyssFlower_002#0,"""Cuando las gigantescas tijeras de una Biol Meduna brillan, ésta está a punto de soltar un ataque láser. Permanecer directamente frente a ella es peligroso, así que esquiva con fuerza hacia la izquierda o la derecha. """
Dead_AbyssFlower_003#0,"""Cuando una Biol Meduna junta sus tentáculos y se levanta se está preparando para<br>realizar un ataque giratorio. Evade huyendo rápidamente o realizando una acción de esquiva."""
Dead_AbyssFlower_004#0,"""La congelación es eficaz contra los tentáculos de la Biol Meduna. Los tentáculos pueden ser congelados para evitar que se muevan durante un tiempo."""
Dead_Spider_001#0,"""Destruir todas las patas de un Dark Ragne lo incapacitará durante mucho tiempo, proporcionando una<br>significativa apertura para los ataques."""
Dead_Spider_002#0,"""Salta para evadir los ataques de torbellino desatados por un Ragne Oscuro."""
Dead_Spider_003#0,"""Cuando un Ragne Oscuro se envuelve en un rayo rojo oscuro, está indicando el inicio de un<br>ataque eléctrico. El ataque tiene un amplio alcance, así que asegúrate de mantener una distancia segura."""
Dead_Spider_004#0,"""El ataque relámpago de un Ragne Oscuro golpeará los puntos del suelo que se iluminan en<br>rojo, así que vigila el suelo y evade cuando sea posible."""
Dead_Doodlebug_001#0,"""Si destruyes por completo todos los Gwanada Bhits, atraerás al Gwanada a la superficie, <br>permitiéndote atacar el punto débil de su abdomen."""
Dead_Doodlebug_002#0,"""El punto débil de un Gwanada Bhit es el núcleo rojo de su punta."""
Dead_Doodlebug_003#0,"""Si parece que vas a ser absorbido por un Gwanada, muévete mientras saltas para esquivar."""
Dead_Doodlebug_004#0,"""Mide el tiempo de tus saltos con cuidado para evitar el ataque de carga de un Gwanada."""
Dead_BirdStacked_001#0,"""Destruye todos los núcleos del abdomen de un Dekor Maryuda para exponer el punto débil de su cabeza.<br>Cuando esté expuesto, el Dekor Maryuda recibirá más daño, pero los ataques también serán más fuertes."""
Dead_BirdStacked_002#0,"""El cuerpo de un Dekor Maryuda se abrirá para señalar un ataque de captura inminente. Evadir el ataque<br>dejará al Dekor Maryuda vulnerable, así que evade a un lado usando Acciones de Esquiva."""
Dead_BirdStacked_003#0,"""Las garras de un Dekor Maryuda pueden destruirse para reducir el alcance de sus ataques con garras."""
Dead_BirdStacked_004#0,"""Cegar es efectivo contra un Dekor Maryuda. Una vez cegado, no podrá moverse durante<br>un tiempo."""
Dead_BirdCentaur_001#0,"""Si destruyes los dos anillos de un Bryu Ringahda, el núcleo de su abdomen quedará al descubierto mientras intenta recuperarse."""
Dead_BirdCentaur_002#0,"""Un Bryu Ringahda seguirá su ataque de carga con un gigantesco ataque de tornado. El ataque<br>no golpeará directamente delante de él, así que mantente cerca para evadirlo."""
Dead_BirdCentaur_003#0,"""Cuando está enfadado, un Bryu Ringahda desencadena un ataque relámpago con su katana. El radio del ataque es grande, así que gira hacia un lado para evadirlo."""
Dead_BirdCentaur_004#0,"""Cuando ataques a un Bryu Ringahda a larga distancia, mantén sus dos anillos a la vista para evitar que te ataque desde un punto ciego."""
Dead_BirdDpHuman_001#0,"""Cuando un Ángel Falz despliega sus alas mientras está en el aire, se está preparando para lanzar un ataque de pilar de hielo. Sigue moviéndote para evitar los pilares de hielo que caen rápidamente."""
Dead_BirdDpHuman_002#0,"""Cuando está enfadado, un Ángel Falz realiza una sucesión de ataques de carga. <br>Usa las acciones de esquiva para evadirte en el momento justo."""
Dead_BirdDpHuman_003#0,"""Cuando se deforma, un Ángel Falz enfadado está indicando que está a punto de realizar un<br>ataque láser repetitivo. Evita los láseres horizontales saltando, y esquiva para evitar los verticales."""
Dead_BirdDpHuman_004#0,"""El punto débil de un Ángel Falz es el núcleo rojo de la parte delantera de su cuerpo. Lo mejor es<br>acercase de frente, evitando en lo posible los ataques y apuntando al núcleo."""
Dead_BirdOwl_001#0,"""El pánico es eficaz contra un Apos Dorios. Cuando se siente pánico, un Apos Dorios <br>se confundirá y dejará de moverse durante un tiempo."""
Dead_BirdOwl_002#0,"""Cuando un Apos Dorios invoca cuatro pilares, está a punto de cargar sus misiles de energía. Destruye todos los pilares para que los misiles de energía exploten y el Apos Dorios se caiga."""
Dead_BirdOwl_003#0,"""El punto débil de un Apos Dorios está en su abdomen, pero los ataques normales no pueden destruirlo.<br>Se puede destruir interfiriendo en su proceso de carga antes de un ataque."""
Dead_BirdOwl_004#0,"""Cuando un Apos Dorios se cae puedes subirte a su cuerpo usando sus hombros y atacar<br>el punto débil de su abdomen."""
Dead_DpBird_001#0,"""Destruye uno de los brazos de Dark Falz Luther para exponer una zona destructible en su brazo superior. <br>Infligirás más daño si consigues destruir la parte superior del brazo en un tiempo determinado."""
Dead_DpBird_002#0,"""Cegar es eficaz contra el abdomen de Dark Falz Luther. Cegar la zona del abdomen dejará al descubierto<br>un punto débil destructible."""
Dead_DpBird_003#0,"""El núcleo que se encuentra en la zona del pecho de Dark Falz Luther está protegido por una barrera, pero cuando se destruye un <br>brazo superior, la barrera se elimina durante un tiempo, exponiendo el núcleo a los ataques."""
Dead_DpBird_004#0,"""Puedes contrarrestar el ataque de congelación de tiempo de Dark Falz Luther pulsando repetidamente las teclas de movimiento<br>. Destruye la espada flotante mientras evitas los ataques mortales de Dark Falz Luther."""
Dead_DpBird_005#0,"""Cuando Dark Falz Luther está enfadado, sus ataques se vuelven más poderosos. <br>Sin embargo, puedes debilitar sus ataques destruyendo la joya de su pecho."""
Dead_FishBigBeastA_001#0,"""Los puntos débiles de un Wolguarda son los núcleos rojos de sus hombros. Apunta usando la vista por encima del hombro para realizar ataques con éxito."""
Dead_FishBigBeastA_002#0,"""El ataque de pisoteo de un Wolguarda infligirá un efecto de aturdimiento. Aléjate lo más rápido posible si<br>alza una de sus patas de forma exagerada."""
Dead_FishBigBeastA_003#0,"""Cuando Wolguarda pone ambas manos en el suelo y adopta una postura defensiva, se está<br>preparando para realizar un ataque de bofetada continua. Esquiva a su alrededor y ataca por detrás."""
Dead_FishBigBeastA_004#0,"""Cuando está enfadado, un Wolguarda realizará una serie de ataques de embestida, así que no bajes la guardia si consigues esquivar uno. Es probable que haya una continuación."""
Dead_AlligatorSnapperA_001#0,"""Una vez que las patas de un Zeshraider están destruidas y se tambalea, al infligirle daño se volcará y expondrá su punto débil."""
Dead_AlligatorSnapperA_002#0,"""Cuando la cabeza de un Zeshraider sale de su caparazón, puedes derribarlo para exponer <br>su punto débil infligiendo un gran daño."""
Dead_AlligatorSnapperA_003#0,"""Puedes subirte a un Zeshraider derribado. Sube al abdomen a través de uno <br>de los brazos para atacar el punto débil de la criatura."""
Dead_AlligatorSnapperA_004#0,"""Cuando la cola de un Zeshraider sale de su caparazón, su cabeza está a punto de salir por el<br>otro lado."""
Dead_DpHuman_001#0,"""Cuando un Falz Hyunal acumula energía en sus brazos está a punto de realizar un ataque de onda de choque. Saltar no es efectivo, pero puedes moverte a la izquierda o a la derecha para evadir el ataque."""
Dead_DpHuman_002#0,"""La espada de un Falz Hyunal emitirá un aura enorme cuando esté a punto de realizar un <br>ataque poderoso. Muévete por detrás de él para evadir el ataque."""
Dead_DpHuman_003#0,"""Cuando un Falz Hyunal vuela en el aire está a punto de realizar un dropkick. Realiza una acción evasiva<br>inmediatamente antes de que se desate el dropkick."""
Dead_DpHuman_004#0,"""La espada de un Falz Hyunal puede ser destruida, y al hacerlo se debilitarán mucho los ataques de espada de la criatura."""
Dead_DpHumanUniq_001#0,"""Si hay consejos sobre la historia, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpHumanUniq_002#0,"""Si hay consejos sobre la historia, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpHumanUniq_003#0,"""Si hay consejos sobre la historia, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpHumanUniq_004#0,"""Si hay consejos sobre la historia, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpFishArm_001#0,"""Destruir las cinco puntas de los dedos de Falz Arm lo derribará durante un tiempo, dejándolo<br>vulnerable a los ataques."""
Dead_DpFishArm_002#0,"""Cuando luches contra un Falz Arm, asegúrate de estar al tanto de dónde se encuentran los otros brazos."""
Dead_DpFishArm_003#0,"""Cuando luches contra un Brazo de Falz, ten cuidado con el Anciano de Falz Oscuro que ocasionalmente atacará<br>desde lejos con láseres."""
Dead_DpFishArm_004#0,"""El choque es eficaz contra un brazo de Falz. Cuando recibe una descarga, el brazo de Falz deja de moverse durante un tiempo."""
Dead_DpFishArmEx_001#0,"""Si hay consejos raros disponibles, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpFishArmEx_002#0,"""Si hay consejos raros disponibles, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpFishArmEx_003#0,"""Si hay consejos raros disponibles, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpFishArmEx_004#0,"""Si hay consejos raros disponibles, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpFishElder_001#0,"""La totalidad de los brazos de Dark Falz Elder pueden ser destruidos, excepto la parte más baja."""
Dead_DpFishElder_002#0,"""Puedes evitar el ataque láser ocular de Dark Falz Elder permaneciendo en una esquina del área de batalla."""
Dead_DpFishElder_003#0,"""El ataque de prensa corporal de Dark Falz Elder se traga todo lo que hay en el centro de la arena, así que<br>muévete mientras saltas para evadirlo."""
Dead_DpFishElder_004#0,"""La dolencia de estado Shock es efectiva contra Dark Falz Elder. Al recibir la descarga, todos los brazos de<br>Dark Falz Elder caerán al suelo durante un tiempo."""
Dead_DpFishElderEx_001#0,"""Si hay consejos raros disponibles, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpFishElderEx_002#0,"""Si hay consejos raros disponibles, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpFishElderEx_003#0,"""Si hay consejos raros disponibles, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_DpFishElderEx_004#0,"""Si hay consejos raros disponibles, se incluirán aquí y se actualizarán en el archivo lua"""
Dead_UltMachineLittleBoss_001#0,"""Destruye la ametralladora de la rodilla de un Zeta Granz para derribarlo durante un determinado <br>periodo de tiempo. En las rodillas es donde debes centrar tus ataques."""
Dead_UltMachineLittleBoss_002#0,"""Destruye las dos ametralladoras que se encuentran en las rodillas de un Zeta Granz para eliminar la armadura protectora de las rodillas de la criatura y exponer su punto débil."""
Dead_UltMachineLittleBoss_003#0,"""Un Zeta Granz lanzará múltiples misiles desde su armadura de cuatro escudos. Puedes reducir el número de misiles lanzados destruyendo las cápsulas de misiles."""
Dead_UltMachineLittleBoss_004#0,"""Quemar es eficaz contra un Zeta Granz. El uso de Quemadura detendrá a la criatura durante un cierto<br>periodo de tiempo, además de interrumpir sus ataques."""
Dead_UltMechaPanthBlade_001#0,"""Destruye las patas de un Falke Leone para reducir el alcance de su ataque de arañazo."""
Dead_UltMechaPanthBlade_002#0,"""Destruye las dos alas de un Falke Leone para derribar a la criatura durante la fase final de su<br>ataque de carga y proporcionar una apertura para un ataque."""
Dead_UltMechaPanthBlade_003#0,"""Destruye la cabeza de un Falke Leone para exponer su punto débil."""
Dead_UltMechaPanthBlade_004#0,"""Quemar es eficaz contra un Falke Leone. Al usar Quemadura, la criatura se detendrá durante un tiempo e<br>interrumpirá sus ataques."""
Dead_UltMechaPanthBuster_001#0,"""Destruye una de las patas de un Varima Leopod para evitar que se lancen más misiles desde esa pata."""
Dead_UltMechaPanthBuster_002#0,"""Destruye una de las alas de un Varima Leopod para evitar más lanzamientos de misiles y bombas desde esa ala."""
Dead_UltMechaPanthBuster_003#0,"""Destruye la cabeza de un Varima Leopod para exponer su punto débil."""
Dead_UltMechaPanthBuster_004#0,"""Quemar es eficaz contra un Varima Leopod. Usar Quemadura detendrá a la criatura durante un tiempo e<br>interrumpirá sus ataques."""
Dead_GG_001#0,"""Destruye una de las alas de un Gal Gryphon mientras vuela por el aire para desequilibrarlo y<br>hacer que caiga al suelo, proporcionando una apertura para un ataque."""
Dead_GG_002#0,"""Destruye las dos alas de un Gal Gryphon para impedir su capacidad de volar por el aire y ralentizarlo durante el despegue."""
Dead_GG_003#0,"""Es posible destruir las pezuñas de un Gal Gryphon. Destruye las cuatro pezuñas para derribar a la criatura durante un tiempo."""
Dead_GG_004#0,"""El shock es efectivo contra un Gal Gryphon. Cuando recibe una descarga, el Gal Gryphon <br>deja de moverse durante un tiempo."""
Dead_DK_001#0,"""＊＊＊"""
Dead_DK_002#0,"""＊＊＊"""
Dead_DK_003#0,"""＊＊＊"""
Dead_DK_004#0,"""＊＊＊"""
Dead_Wop3Sleigh_001#0,"""Puedes derribar a un Nept Casadohra destruyendo su arma y desencadenando un <br>ataque especial. Mientras la criatura está derribada, apunta al punto débil de su cabeza."""
Dead_Wop3Sleigh_002#0,"""Puedes destruir las patas delanteras en forma de cuchilla de un Nept Casadohra. Al hacerlo puedes <br>reducir la velocidad de movimiento y giro de la criatura."""
Dead_Wop3Sleigh_003#0,"""Puedes destruir las patas traseras de un Nept Casadohra, que se usan para disparar proyectiles. <br>Al hacerlo puedes reducir el número de proyectiles disparados."""
Dead_Wop3Sleigh_004#0,"""La congelación es efectiva contra un Nept Casadohra. Puedes congelar el cuerpo de la criatura e impedir que se mueva durante un tiempo. """
Dead_Wop3Wany_001#0,"""Puedes desequilibrar a un Leomaduraad destruyendo las garras de sus patas delanteras y<br>lanzando un ataque especial. Al hacerlo, crearás una abertura en las defensas de la criatura."""
Dead_Wop3Wany_002#0,"""El punto débil de una Leomaduraad es su abdomen. Derriba a la criatura para que sea más fácil atacar el abdomen."""
Dead_Wop3Wany_003#0,"""Quemar es eficaz contra un Leomaduraad que ha cambiado de color. Usando Quemar, puedes restaurar el color original de la<br>criatura y hacer que pierda su efecto de mejora."""
Dead_Wop3Wany_004#0,"""Recibes daño si entras en contacto con el líquido expulsado por un Leomaduraad.<br>El contacto con el líquido también puede infligir una dolencia de estado Pánico."""
Dead_MarineOarfishII_001#0,"""Un Lanzador es eficaz contra un Bar Lodos. Puedes derribar a la criatura disparando un número determinado de proyectiles en su boca."""
Dead_MarineOarfishII_002#0,"""Destruye parte de un Bar Lodos para que abra ligeramente la boca. Dispara proyectiles del lanzador a la boca cuando esté abierta."""
Dead_MarineOarfishII_003#0,"""Durante la batalla, un Bar Lodos rugirá para indicar que está a punto de realizar una serie de<br>ataques respiratorios. Comprueba tu posición en el mapa y esquiva hacia los lados cuando sea posible."""
Dead_MarineOarfishII_004#0,"""Con el momento adecuado, puedes subirte a la cara o a la cola de un Bar Lodos. Salta para <br>ponerte encima de la criatura y destruir sus distintas partes. """
Dead_Mono1Roller_001#0,"""Destruye las cuentas de oración del brazo de un Anjadeurili para reducir la longitud de las llamas emitidas<br>cuando la criatura carga hacia ti."""
Dead_Mono1Roller_002#0,"""Una Trampa de resorte es eficaz contra un Anjadeurili que no esté en peligro. Puede derribar a la criatura,<br>proporcionando una gran apertura en su defensa."""
Dead_Mono1Roller_003#0,"""No puedes hacer mucho daño a las ruedas de un Anjadeurili. En su lugar, ataca la cabeza de la criatura por los lados."""
Dead_Mono1Roller_004#0,"""Al infligir continuamente daño a la cabeza de un Anjadeurili puedes derribarlo durante un<br>tiempo, así que intenta centrar tus ataques en la cabeza."""
Dead_Mono1YoroiA_001#0,"""Tras realizar un furioso ataque de hielo, un Gigur Gunnegam quedará inmovilizado durante un tiempo.<br>Usa el hielo generado por sus ataques como plataforma para atacar su cabeza."""
Dead_Mono1YoroiA_002#0,"""Quemadura es eficaz contra los cristales brillantes de color púrpura que se encuentran en un Gigur Gunnegam. Los cristales se verán envueltos en llamas, causando un gran daño."""
Dead_Mono1YoroiA_003#0,"""Destruye la armadura de los pies de un Gigur Gunnegam para derribar a la criatura. <br>Esto facilitará el acceso a los cristales de su cabeza y abdomen. """
Dead_Mono1YoroiA_004#0,"""Los trozos de hielo que rodean a un Gigur Gunnegam son producidos por sus cristales púrpura <br>brillantes. Destruye dos cristales para evitar que los trozos de hielo se regeneren. """
Dead_Mono1YoroiA_005#0,"""Destruye el casco de un Gigur Gunnegam para revelar dos cristales en su cabeza. Puedes desactivar permanentemente la barrera que rodea su cabeza destruyendo ambos cristales."""
Dead_Mono0GreatEvilA_001#0,"""Destruye las caras de las rodillas de Magatsu para derribarlo durante un tiempo. Al hacerlo, evitarás que avance."""
Dead_Mono0GreatEvilA_002#0,"""Puedes destruir las caras con ojos brillantes que se encuentran en los brazos y hombros de Magatsu. <br>Las caras destruidas ya no te atacarán."""
Dead_Mono0GreatEvilA_003#0,"""Cuando destruyas las enormes caras que se encuentran en la cabeza, el abdomen y los hombros de Magatsu, se <br>abrirán y aparecerá una plataforma que te permitirá atacar el punto débil que hay en su interior. """
Dead_Mono0GreatEvilA_004#0,"""Cuando se forma una enorme luz alrededor de la cabeza de Magatsu, está preparando un ataque de rayo masivo.<br>Recibirás daño si estás sobre una plataforma de cabeza o abdomen."""
Dead_Mono2Xcutioner_001#0,"""Puedes destruir el espejo del abdomen de un Gwahl Jigmolde para exponer el punto débil de la <br>criatura de forma permanente."""
Dead_Mono2Xcutioner_002#0,"""Puedes reducir el número de proyectiles de energía que puede disparar destruyendo ambas colas de un<br>Gwahl Jigmolde."""
Dead_Mono2Xcutioner_003#0,"""Si no consigues evitar el ataque especial de hoz de un Gwahl Jigmolde, quedarás incapacitado durante<br>un tiempo. Ataca la retaguardia de la criatura para liberar tu espíritu antes de que sea absorbido por completo."""
Dead_Mono2Xcutioner_004#0,"""El veneno es efectivo contra un Gwahl Jigmolde. Cuando es envenenado, el Gwahl Jigmolde deja de moverse durante un tiempo."""
Dead_UltBigBeastA_001#0,"""Cuando se enfada, un Bearabos realizará una serie de ataques de prensa giratorios. Busca <br>una apertura en los movimientos de la criatura después de evitar cada ataque."""
Dead_UltBigBeastA_002#0,"""El punto débil del Bearabos es su cara. Intenta atacar entre acciones, como por ejemplo después de que el <br>Bearabos realice un ataque de patada."""
Dead_UltBigBeastA_003#0,"""Cuando se enfada, un Bearabos puede realizar un ataque de carga inmediatamente después de girar <br>en el aire. El ataque es rápido, así que asegúrate de estar preparado para esquivarlo usando una Acción de Esquiva."""
Dead_UltBigBeastA_004#0,"""La congelación es efectiva contra un Bearabos. Cuando se congela, el Bearabos dejará de moverse <br>durante un tiempo y se interrumpirá cualquier ataque en curso."""
Dead_UltMammothA_001#0,"""Destruye las dos protuberancias de la cabeza de un Plosiogrs para debilitar algunos de sus ataques de llama."""
Dead_UltMammothA_002#0,"""Aunque la protuberancia que se encuentra en la espalda de un Plosiogrs es su punto débil, ten cuidado al<br>destruirla ya que al hacerlo se desatará un poderoso ataque de llamas."""
Dead_UltMammothA_003#0,"""La congelación es efectiva contra un Plosiogrs. Cuando se congela, el Plosiogrs dejará de moverse durante un<br>tiempo y se interrumpirá cualquier ataque en curso."""
Dead_UltDragonMagma_001#0,"""Puedes exponer el punto débil de un Diaboigryphis destruyendo su cola."""
Dead_UltDragonMagma_002#0,"""El punto débil de un Diaboigryphis son los cuernos de su cabeza. Ten cuidado con el ataque de aliento y el ataque gore de la criatura, que utiliza sus cuernos."""
Dead_UltDragonMagma_003#0,"""La congelación es efectiva en las patas de un Diaboigryphis. Detendrá a la criatura durante un tiempo, además de interrumpir sus ataques."""
Dead_UltDragonMagma_004#0,"""Un Diaboigryphis cargará desde el aire y realizará un ataque giratorio al posarse. Intenta<br>realizar una acción de esquiva casi exactamente cuando la criatura toque el suelo para evitarlo."""
Dead_WakerSymbolA_001#0,"""Es posible destruir los seis bits que se encuentran en un Anga Phandaj. Destruye todos los bits para<br>derribar a la criatura y exponer el núcleo, que es su punto débil."""
Dead_WakerSymbolA_002#0,"""El pánico es eficaz contra un Anga Phandaj. Cuando se tiene pánico, la criatura permanecerá derribada durante un tiempo, para que puedas centrarte en el ataque. """
Dead_Beetle_001#0,"""El punto débil de un Fal Vibras se encuentra bajo sus alas. Puedes exponer el punto débil de la criatura permanentemente destruyendo las alas."""
Dead_Beetle_002#0,"""Puedes derribar a un Fal Vibras durante un tiempo infligiendo daño a sus patas. Apunta en consecuencia.<br>"""
Dead_Beetle_003#0,"""El pánico es efectivo contra un Fal Vibras. Cuando se le tiene pánico, un Fal Vibras se confunde<br>y deja de moverse durante un tiempo."""
Dead_Beetle_004#0,"""Puedes reducir la potencia de los proyectiles de energía de un Fal Vibras destruyendo sus brazos. """
Dead_DpInsect_001#0,"""Quemar es eficaz contra el aprendiz de Falz Oscuro Zia. Cuando se quema, el Aprendiz de Falz Oscuro<br>Zia retrocederá y expondrá su punto débil, y dejará de moverse durante un tiempo."""
Dead_DpInsect_002#0,"""Cuando el Aprendiz de Falz Oscuro Zia penetra en el suelo con dos tentáculos se está preparando para<br>realizar un ataque de miasma. Intenta evitar el contacto con el miasma."""
Dead_DpInsect_003#0,"""Puedes interrumpir el ataque de rayo masivo lanzado por Zia Aprendiz de Falz Oscuro<br>destruyendo el punto de lanzamiento, lo que le da un amplio espacio para atacar."""
Dead_DpInsect_004#0,"""Cuando Dark Falz Apprentice Zia levanta su cuerpo, se está preparando para desatar una onda de choque<br>de ataque en una amplia zona."""
Dead_Char01_Maskman_001#0,"""Antes de que despliegue su aura roja, puedes desequilibrar a Persona el Enmascarado realizando una<br>Guardia perfecta. Mientras se recupera tendrás la oportunidad de atacar."""
Dead_Char01_MaskmanDS_001#0,"""Antes de que despliegue su aura roja, puedes desequilibrar a Persona the Masked realizando una Guardia perfecta. Mientras se recupera tendrás la oportunidad de atacar."""
Dead_Char01_MaskmanDS_002#0,"""Persona el Enmascarado se protegerá haciendo girar sus Sables Dobles a gran velocidad. Si atacas por el frente, recibirás un contraataque, así que intenta atacar por la retaguardia."""
Dead_Char15_AOld_001#0,"""Antes de que despliegue su aura roja, puedes interrumpir los ataques de una Réplica de [Aprendiz]<br>con una Guardia perfecta. Mientras se recupera tendrás la oportunidad de atacar."""
Dead_Char15_AOld_002#0,"""Quemar es efectivo contra una Réplica de [Aprendiz]. Usar Quemadura derribará a la criatura<br>por un tiempo, sólo asegúrate de evitar su poderoso contraataque."""
Dead_ToyBlock_001#0,"""El cuerpo de un Kodotta Idihta está oculto dentro de un enorme exoesqueleto. Destruye el exoesqueleto<br>sacando cuatro de sus articulaciones."""
Dead_ToyBlock_002#0,"""Cuando un Kodotta Idihta abre las piernas, está a punto de realizar un ataque de vuelo. El ataque<br>tiene un gran alcance, así que asegúrate de mantener una distancia segura para poder esquivarlo."""
Dead_ToyBlock_003#0,"""Un Kodotta Idihta realizará un ataque de caída tras girar a gran velocidad en el aire. Intenta<br>evitar el ataque dando vueltas."""
Dead_ToyBlock_004#0,"""La congelación es eficaz contra un Kodotta Idihta. Puedes congelar el cuerpo de la criatura e impedir que se mueva durante un tiempo."""
Dead_ToyDpHumanM_001#0,"""Destruye el brazo derecho de un Falz Dran para exponer su núcleo de Falspawn y hacer que la criatura sea más<br>susceptible al daño."""
Dead_ToyDpHumanM_002#0,"""Destruye el brazo izquierdo de un Falz Daril para exponer su núcleo de Falspawn y hacer que la criatura sea más<br>susceptible al daño."""
Dead_ToyDpHumanM_003#0,"""Puedes desencadenar una reacción al hacer daño continuo a un Núcleo de Falspawn expuesto, así que<br>ataca agresivamente después de que haya sido expuesto."""
Dead_ToyDpHumanM_004#0,"""Las partes dañadas mientras una criatura está dividida seguirán dañadas después de la fusión. Destruye primero cada parte para que sea más fácil acabar con la forma fusionada."""
Dead_ToyDpHumanF_001#0,"""Destruye el brazo derecho de un Falz Dran para exponer su núcleo de Falspawn y hacer que la criatura sea más<br>susceptible al daño."""
Dead_ToyDpHumanF_002#0,"""Destruye el brazo izquierdo de un Falz Daril para exponer su núcleo de Falspawn y hacer que la criatura sea más<br>susceptible al daño."""
Dead_ToyDpHumanF_003#0,"""Puedes desencadenar una reacción al hacer daño continuo a un Núcleo de Falspawn expuesto, así que<br>ataca agresivamente después de que haya sido expuesto."""
Dead_ToyDpHumanF_004#0,"""Las partes dañadas mientras una criatura está dividida seguirán dañadas después de la fusión. Destruye<br> primero cada parte para que sea más fácil acabar con la forma fusionada."""
Dead_DpAbyssHuman_001#0,"""La barrera que envuelve a un Dio Hyunal reducirá el daño que recibe, pero puedes destruir los núcleos de sus grandes brazos izquierdo y derecho para anular la barrera."""
Dead_DpAbyssHuman_002#0,"""Cuando un Dio Hyunal levanta su enorme brazo derecho y despliega una cuchilla está a punto de <br>realizar un ataque combinado. Intenta evitar quedar atrapado en el ataque."""
Dead_DpAbyssHuman_003#0,"""Cuando un Dio Hyunal levanta su enorme brazo izquierdo y despliega una espada, está a punto de lanzar un ataque de rayo de largo alcance. Muévete hacia un lado para esquivar el ataque."""
Dead_DpAbyssHuman_004#0,"""Cuando un Dio Hyunal se eleva hacia arriba, se está preparando para lanzar un ataque de succión. Ten cuidado con los ataques de seguimiento mientras el ataque de succión está en curso."""
Dead_DpAbyssHumanUniq_001#0,"""La barrera que envuelve a un Viel Hyunal reducirá el daño que recibe, pero puedes destruir los núcleos de sus grandes brazos izquierdo y derecho para anular la barrera."""
Dead_DpAbyssHumanUniq_002#0,"""Cuando un Viel Hyunal levanta su enorme brazo derecho y despliega una hoja, está a punto de realizar un ataque combinado. Intenta evitar quedar atrapado en el ataque."""
Dead_DpAbyssHumanUniq_003#0,"""Cuando un Viel Hyunal levanta su enorme brazo izquierdo y despliega una espada, está a punto de lanzar un ataque de rayo de largo alcance. Muévete hacia un lado para esquivar el ataque."""
Dead_DpAbyssHumanUniq_004#0,"""Cuando un Viel Hyunal se eleva hacia arriba, se prepara para desencadenar un ataque de succión. Ten cuidado con los ataques de seguimiento mientras el ataque de succión está en curso."""
Dead_Char17_Ma_001#0,"""Un Matoi Viel lanzará sucesivamente ataques de proyectil de alta velocidad y de técnica dirigida.<br> Presta atención a la naturaleza de los ataques y evade en consecuencia."""
Dead_Char17_Ma_002#0,"""Después de que un Matoi Viel haya realizado un cierto número de ataques, dejará de moverse brevemente<br>mientras se recupera, dándote una excelente oportunidad para una descarga de ataques concentrados."""
Dead_Char17_Ma_003#0,"""El ataque láser de área de un Matoi Viel es potente, pero puede esquivarse saltando."""
Dead_Char17_Ma_004#0,"""Un Matoi Viel variará su posición mediante un giro. No dejes que se acerque por detrás de ti."""
