Title#0,"""任務櫃台"""
ClosableQuestDifficult#1,"""目前到達的舞台/舞台$(0)<br><br><c ffff00>舞台$(1)達成後，將被重置。<c>"""
ClosableQuestDifficult2#1,"""目前到達的舞台/無<br><br><c ffff00>舞台$(0)達成後，將被重置。<c>"""
TitleApcCompanion#1,"""生成新的小屋"""
MessageApcCompanion#1,"""已接受讓特定夥伴同行的委託。<br>要進行此委託，建議作成新的小屋。<br><br>要作成新的小屋麼?<br><br>※選擇「否」後、就不會做成新的小屋<br>　接受任務。"""
ConfirmHighScore#0,"""ハイスコア確認"""
ConfirmExtraQuest#0,"""キャンペーン内容確認"""
ConfirmArksBoostRoad#1,"""アークスブーストラリー情報"""
HintExtraQuest#1,"""キャンペーン対象クエスト"""
HintABR#1,"""Aランク以上クリアでブーストが加算されます"""
HintClearABR#1,"""クリア済"""
CautionMultiConditionLine5#1,"""パーティーメンバー全員が<br>以下の受注条件を満たしていないため<br>このランクは受けられません。<br><br>・$(0)<br>・$(1)<br>・$(2)<br>・$(3)<br>・$(4)"""
CautionMultiConditionLine6#0,"""パーティーメンバー全員が<br>以下の受注条件を満たしていないため<br>このランクは受けられません。<br><br>・$(0)<br>・$(1)<br>・$(2)<br>・$(3)<br>・$(4)<br>・$(5)"""
CautionQuestClearCountLimit#1,"""クエストのクリア回数制限を超えているため、<br>このクエストは受注できません。"""
ReasonPartySubLevel#1,"""<pict subclass_icon>Lv.$(0)～"""
ReasonClearCountLimit#1,"""クリア回数制限"""
ReasonKillEnemyCountLimit#1,"""討伐可能回数制限"""
AttentionNewRoom_TriggerQuest#0,"""クエストを受注します。<br><br>マルチパーティーも含め現在受注中のクエストに<br>参加している全員がクエスト破棄となります。<br>※トリガークエストの再受注可能時間<br>\u3000または回数が残っている場合に限ります。<br><br>よろしいですか？"""
ClosableQuestDifficult3#1,"""現在の到達ステージ/ステージ$(0)<br><br><c ffff00>ステージのクリアでは、リセットされません。<c>"""
ClosableQuestDifficult4#1,"""現在の到達ステージ/なし<br><br><c ffff00>ステージのクリアでは、リセットされません。<c>"""
ClosableQuestDifficultClearNum#0,"""該任務有完成次數限制。<br><br>最多可完成$(0)次　　/還剩$(1)次<br><br><c ffff00>完成次數限制，會在<utcdow>星期三4:00</utcdow>重置。<c>"""
ClosableQuestDifficultClearNum2#0,"""該任務有完成次數限制。<br><br>最多可完成$(0)次　　/還剩0次<br><red>由于已抵達完成次數限制，因此無法接受。<c><br><br><c ffff00>完成次數限制，會在<utcdow>星期三4:00</utcdow>重置。<c>"""
MessageApcCompanion2#1,"""特定パートナーキャラクターを<br>同行させるクライアントオーダー<br>または、その他イベントを進行中です。<br>それらをプレイする場合は<br>新規ルームの作成をおすすめします。<br><br>新規ルームの作成を行いますか？<br><br>※「いいえ」を選択すると、新規ルームの<br>作成を行わずにクエストを受注します。<br><br><c ff0000>※参加歓迎が選択されています。<br>参加者が現れた場合、<br>パートナーキャラクターが帰還する可能性があります。<br>帰還させたくない場合は参加歓迎を選択せずに<br>クエストを再受注してください。"""
TitleQuestTriggerConsumption#0,"""クエストトリガー消費確認"""
MessageQuestTriggerConsumption#0,"""このトリガークエストを受注すると、<br>以下のアイテムが消費されます。<br><br>対象アイテム： <pict qt_icon>$(0)<br><br>※受注後の予期せぬトラブル対策として<br>\u30003分以内に3回までなら再受注可能です。<br><br><yellow>あなたが再受注可能時間内にこのクエストから<br>離脱すると、クエストに参加している全員が<br>クエスト破棄となりますのでご注意ください。<c><br><br>また、クエスト破棄や回線切断など、<br>いかなる理由でも消費されたクエストトリガーは<br>戻りませんので、ご了承ください。<br><br>クエストを受注してよろしいですか？"""
MessageQuestTriggerConsumption_OnlyBeforeStart#0,"""このトリガークエストを受注すると、<br>以下のアイテムが消費されます。<br>対象アイテム： <pict qt_icon>$(0)<br><br>※受注後の予期せぬトラブル対策として<br>\u3000<red>クエストを開始する前であれば<c><br>\u30003分以内に3回まで再受注可能です。<br><br><yellow>あなたが再受注可能時間内にこのクエストから<br>離脱すると、クエストに参加している全員が<br>クエスト破棄となりますのでご注意ください。<c><br><br>また、クエスト破棄や回線切断など、<br>いかなる理由でも消費されたクエストトリガーは<br>戻りませんので、ご了承ください。<br><br>クエストを受注してよろしいですか？"""
TitleQuestTriggerReorderConfirm#0,"""再受注確認"""
MessageQuestTriggerReorderConfirm#0,"""トリガークエストを再受注します。<br><br><green>※アイテムを消費せず再受注できます。<c><br><br><yellow>あなたがこのクエストから離脱すると、<br>クエストに参加している全員がクエスト破棄と<br>なりますのでご注意ください。<c><br><br>また、クエスト破棄や回線切断など、<br>いかなる理由でも消費されたクエストトリガーは<br>戻りませんので、ご了承ください。<br><br>クエストを再受注してよろしいですか？"""
RidingQuestPoint#0,"""$(0)pt"""
RidingQuestPointTime#0,""" ($(0))"""
AttentionNewRoom_HighLevelQuest#1,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>他のクエストを受注する場合は、クエスト破棄となり、<br>別ブロックに移動後、そのクエストを受注できます。<br><br>「破棄ペナルティー」を受け、クエストを破棄します。<br>よろしいですか？"""
HighScore_Solo#0,"""(ソロ)"""
HighScore_Multi#0,"""(クラス別4人)"""
HighScore_All#0,"""(フリー)"""
HighScore_Duo#0,"""(デュオ)"""
HighScore_Trio#0,"""(トリオ)"""
HintArksMission#0,"""アークスミッション対象クエスト"""
ArmadaHighScore_Menu#0,"""ハイスコア確認"""
ArmadaHighScore_Title#0,"""ハイスコア確認"""
ArmadaHighScore_Text#0,"""全セクター獲得迎撃ポイント合計のハイスコア<br>――――――――――――――――――――――<br>$(0)<pict Target_CP><br><br>※緊急クエストの発生毎にカウントされます。"""
MackInfo#0,"""ディバイドクエスト情報を確認する"""
MackFloorName#0,"""ステップ\u3000$(0)～$(1)"""
MackFloorNG#0,"""パーティーメンバー全員が<br>以下の条件を満たしていないため<br>このクエストは受注できません。<br><br>・ひとつ前のステップを総合評価Sでクリア"""
MackFloorSelectWindowTitle#0,"""ステップ選択"""
Basnet_Grade_ProperBattle#0,"""主要匹配"""
Basnet_Grade_Support_Battle#0,"""自由匹配"""
Basnet_Grade_LimitedBattle#0,"""主要匹配：上級"""
Basnet_Grade#0,"""等級：$(0)"""
Basnet_Grade_Range#0,"""等級：$(1)～$(0)"""
Basnet_Grade_Plus#0,"""等級：$(0)+"""
Basnet_GP#0,"""BP$(0)"""
Basnet_SlctMenu_MatchStart#0,"""開始匹配"""
Basnet_SlctMenu_OrderCntRecovery#0,"""-"""
Basnet_MessageFormTitle#0,"""攻城任務櫃檯"""
Basnet_Proper_Order_confirm_Msg#0,"""將參加等級：$(0)的戰場。<br>勝利後攻城點數會增加。<br><yellow>※將會參加隊伍成員中<br>　主要匹配等級最低的那個等級的戰場。<br>　等級不一樣的隊員<br>　會參加自由匹配。<c><br><br>確定麼？"""
Basnet_Support_Order_confirm_Msg#0,"""將參加等級：1～$(0)的戰場。<br><yellow>※勝利了攻城點數也不會增加。<br>　但是輸了的話攻城點數依然會減少。<br>　敵人也不會掉落導具<br>　收集板的槽也不會增加。<br><br>　匹配設置中<br>　「只和專家玩家組隊遊玩」<br>　的設定在自由匹配不會生效。<c><br><br>確定麼？"""
Basnet_Limited_Order_confirm_Msg#0,"""將參加<br>高難度的主要匹配：上級（等級：$(0)＋）。<br>參加後「主要匹配可接受次數」消耗1次。<br>（主要匹配可接受次數：剩餘$(1)次）<br><br><yellow>※主要匹配：上級是不會和主要匹配<br>　自由匹配的隊伍匹配<br>　而只會參加匹配接受了主要匹配：上級<br>　的隊伍的任務。<c><br><br>確定麼？"""
Basnet_NoLftOverNum_Msg#0,"""-"""
Basnet_OrderRecovery_ConfirmTitle#0,"""-"""
Basnet_OrderRecovery_item_Name#0,"""-"""
Basnet_OrderRecovery_ResultMsg#0,"""-"""
Basnet_GradeSel_Title#0,"""選擇參加等級"""
Basnet_GradeSel_Help_Message#0,"""請選擇想參加的等級。"""
Basnet_PtConfig_DecisionBtn_Text#0,"""搜索隊伍然後出發"""
Basnet_Limited_GP_Error_Msg#0,"""隊伍全員的攻城點數<br>沒有達到$(0)的話，無法選擇<br>「主要匹配：上級」。"""
Title#7,"""任務記錄"""
TitleItemRecord#0,"""道具記錄"""
TitleElementRecord#0,"""特殊能力記錄"""
TitleEnemyRecord#0,"""敵人記錄"""
Back#4,"""返回"""
RecordInfo#0,"""過去$(0)天的統計結果"""
ItemRecord#0,"""道具記錄"""
ElementRecord#0,"""特殊能力記錄"""
EnemyRecord#0,"""敵人記錄"""
CautionNon#4,"""錯誤原因不名。<br><br>[No.3005]"""
CautionNothingItemRecord#0,"""無道具記錄。"""
CautionNothingElementRecord#0,"""無特殊能力記錄。"""
CautionNothingEnemyRecord#0,"""無敵人記錄。"""
CautionAnotherQuest#0,"""現在は受注できないクエストのレコードです。"""
Title#8,"""敵人記錄"""
Back#5,"""返回"""
SortNon#1,"""默認排序"""
EnemyRate#0,"""$(0)％"""
Title#9,"""特殊能力記錄"""
Back#6,"""返回"""
SortNon#2,"""默認排序"""
ElementCount#0,"""$(0)個"""
Title#10,"""道具記錄"""
Back#7,"""返回"""
SortNon#3,"""默認排序"""
ItemDiskLevel#0,"""$(0) Lv.$(1)"""
ItemCount#0,"""$(0)個"""
Title#11,"""隊伍情報"""
TitlePartyInfoEntry#2,"""輸入隊伍情報用菜單"""
Back#8,"""返回"""
PrevPage#0,"""上一頁"""
NextPage#0,"""下一頁"""
AnotherParty#0,"""以其他隊伍名義加入"""
JoinParty#0,"""加入這個隊伍"""
TitleNon#3,"""不明錯誤"""
TitleAnotherParty#0,"""以其他隊伍名義加入"""
TitleJoinParty#0,"""加入隊伍"""
AttentionNon#3,"""不明錯誤"""
AttentionAnotherParty#0,"""接受任務。<br><br>若有接受的任務在身，會自動放棄。<br>確定麼？"""
AttentionAnotherParty_ex#0,"""接受任務。<br><br>如果有接受的任務在身，它會被放棄。<br><br><red>將不會返還開始任務時所支付的<br>美賽達或是道具，還請注意。<c><br><br>是否確定接受任務？"""
AttentionAnotherPartyPass#0,"""接受任務。<br><br>若有接受的任務在身，會自動放棄。<br>確定麼？"""
AttentionAnotherPartyPass_ex#0,"""接受任務。<br><br>如果有接受的任務在身，它會被放棄。<br><br><red>將不會返還開始任務時所支付的<br>美賽達或是道具，還請注意。<c><br><br>是否確定接受任務？"""
AttentionJoinParty#0,"""參加這個隊伍。<br><br>如果有接受的任務在身，任務會被放棄。<br>確定麼？"""
AttentionJoinParty_ex#0,"""參加這個隊伍。<br><br>如果有接受的任務在身，任務會被放棄。<br><br><red>將不會返還開始任務時所支付的<br>美賽達或是道具，還請注意。<c><br><br>是否確認加入這個隊伍？"""
AttentionJoinPartyPass#0,"""參加這個隊伍。<br><br>如果有接受的任務在身，任務會被放棄。<br>確定麼？"""
AttentionJoinPartyPass_ex#0,"""參加這個隊伍。<br><br>如果有接受的任務在身，任務會被放棄。<br><br><red>將不會返還開始任務時所支付的<br>美賽達或是道具，還請注意。<c><br><br>是否確認加入這個隊伍？"""
AttentionMoveBlock#0,"""這個隊伍有「$(0)」。<br>即將移動線路，是否確認移動？"""
AttentionMoveBlock_ex#0,"""因這個隊伍有「$(0)」，<br>移動線路。<br><br><red>將不會返還開始任務時所支付的<br>美賽達或是道具，還請注意。<c><br><br>是否確認移動線路？"""
HintNon#3,"""不明錯誤"""
HintRoomNo#0,"""房間號碼"""
HintPartnerCard#0,"""已有好友"""
HintGuildMember#0,"""已有公會成員"""
HintFriendOrGuild#0,"""已有好友及公會成員"""
HintPassword#0,"""需要密碼"""
HintQusetKindSoro#0,"""個人任務"""
HintQusetKindSingleParty#0,"""單一隊伍任務"""
HintQusetKindMultiParty#0,"""多重隊伍任務"""
HintPartyNum#0,"""隊伍人數"""
HintPlayTime#0,"""遊玩時間"""
PasswordTitle#0,"""輸入密碼"""
PasswordMessage#0,"""請輸入密碼："""
SortNon#4,"""默認排序"""
SortPlayStyle1#0,"""歡迎所有人加入"""
SortPlayStyle2#0,"""重視效率"""
SortPlayStyle3#0,"""輕鬆玩"""
SortPlayStyle4#0,"""盡情享受遊戲"""
SortVacant#0,"""依空餘人數排序"""
SortQuestKind1#1,"""多重隊伍任務"""
SortQuestKind2#1,"""單一隊伍任務"""
SortQuestKind3#1,"""個人任務"""
SortQuestPlayTime#0,"""依任務開始時間排序"""
SortFriend#0,"""已有好友"""
SortGuild#0,"""已有公會成員"""
SortPasswordOff#0,"""無密碼"""
SortProhibitionOff#0,"""隊伍無加入條件"""
SortPartnerOK#0,"""可加入夥伴"""
SortPartnerNG#0,"""不可加入夥伴"""
CautionNon#5,"""錯誤原因不名。<br><br>[No.3006]"""
CautionNotMultiParty#0,"""並非多重隊伍任務<br>所以無法選擇。"""
CautionNotSelectParty#0,"""不符合加入隊伍的條件<br>所以無法選擇。"""
CautionSoloQuest#0,"""這是個人任務，<br>無法以隊伍型式參加。"""
CautionNotPartyLeader#0,"""並非隊長職務，<br>無法以隊伍型式參加。"""
CautionNotSoloParty#1,"""目前正在組成隊伍<br>故無法移動到其他線路。"""
RoomNo#0,"""No.$(0)"""
PartyPersonNum#0,"""$(1)／$(0)"""
PlayTime#0,"""$(0)：$(1)"""
SortUseCoin#0,"""エネミートリガー使用"""
SortUseQuestTrigger#0,"""クエストトリガー使用"""
SortRoomNo#0,"""ルーム番号順"""
AttentionJoinParty_HighLevelQuest#0,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>他のクエストを受注する場合は、クエスト破棄となり、<br>別ブロックに移動後、そのクエストを受注できます。<br><br>「破棄ペナルティー」を受け、クエストを破棄します。<br>よろしいですか？"""
AttentionMoveBlock_HighLevelQuest#0,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>「$(0)」へ移動すると、パーティーから<br>自動的に脱退して、受注中のクエストが破棄されます。<br><br>「破棄ペナルティー」を受け、ブロックを移動します。<br>よろしいですか？"""
AttentionJoinParty_BasnetQuestError#0,"""<yellow>バスタークエストを受注中のパーティーに<br>参加する場合、「クエスト一覧」の<br>「バスタークエスト」から参加するルールを選択する<br>必要があります。<c><br><br>「参加グレード選択」で参加するルールを選択後<br>「現在のブロックのパーティーに参加する」<br>または「他ブロックのパーティーを探す」<br>を選択してください。"""
CautionHiddenParty_Expert#0,"""不符合加入隊伍的條件<br>所以無法選擇。"""
CautionHiddenParty_Basnet#0,"""不符合加入隊伍的條件<br>所以無法選擇。"""
Title#12,"""パーティー情報"""
TitleRoomNo#0,"""房間號碼"""
TitleQuestType#1,"""任務型態"""
TitlePlanet#1,"""行星"""
TitleQuestInfo#0,"""接受中的任務情報"""
TitleQuestAndRankName#0,"""任務名稱"""
TitleQuestName#0,"""任務名稱"""
TitleQuestPartyInfo#0,"""任務隊伍類型"""
TitleQuestTrusteeLevel#0,"""任務參加條件等級"""
TitlePartnerJoin#0,"""加入隊伍"""
TitlePartyMember#0,"""成員"""
TitleComment#0,"""描述"""
TitlePlayStyle#0,"""隊伍風格"""
TitleRequirement#0,"""隊伍參加條件"""
TitleLevel#0,"""等級"""
HintNon#4,"""不明錯誤"""
HintRoomNo#1,"""房間號碼"""
HintPartnerCard#1,"""我的好友"""
HintGuildMember#1,"""我的公會成員"""
HintFriendOrGuild#1,"""我的好友且是公會成員"""
HintMainClass#0,"""職業"""
HintSubClass#0,"""-"""
RoomNo#1,"""No.$(0)"""
BlockName#0,"""（$(0)）"""
PartnerCardOn#0,"""只限好友"""
PartnerCardOff#0,"""－"""
GuildMemberOn#0,"""只限公會成員"""
GuildMemberOff#0,"""－"""
ApcOK#1,"""可"""
ApcNG#1,"""不可"""
PlayerJobLevel#0,"""Lv.$(0)"""
PartyLevelRange#0,"""Lv.$(0)～$(1)"""
QuestAndRankName#0,"""$(0)（$(1)）"""
QuestKindSoro#1,"""個人任務"""
QuestKindSingleParty#1,"""單一隊伍任務"""
QuestKindMultiParty#1,"""多重隊伍任務"""
RoomEntry#0,"""$(1)／$(0)"""
QuestLevelNon#1,"""無"""
QuestLevelLow#0,"""可接受任務的等級/Lv.$(0)～"""
Colon#0,"""："""
ApcNameMake#0,"""$(0)／夥伴角色"""
SupporterNameMake#0,"""$(0)／好友夥伴"""
MercenaryNameMake#0,"""$(0)／自由夥伴"""
PartnerNameMake#0,"""$(0)／支援夥伴"""
Count#0,"""（$(0)刺）"""
PartnerRoomProhibit#0,"""不可呼叫夥伴"""
CostCount#0,"""（目前：+$(0)）"""
NowCostCount#0,"""（目前：+$(0)）"""
FloorCount#0,"""（舞台$(0)）"""
HintSupporter#0,"""サポーター"""
HintApc#0,"""パートナー"""
QuestLevelLow_SubClassLimit#0,"""<pict mainclass_icon>Lv.$(0)～ <pict subclass_icon>Lv.$(1)～"""
RareEnemyCoin#0,"""エネミートリガー"""
CongestionSituation#0,"""混雑状況"""
PremiumSpace#0,"""プレミアムスペース"""
Exchange#0,"""<pict Sign_TRIANGLE>混雑状況確認"""
Return#0,"""<pict Sign_TRIANGLE>戻す"""
Title_Buy#0,"""確認購買道具"""
Title_Use#0,"""確認使用道具"""
UseCheckMessage#0,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>所持カジノコイン<pict AmusementCoin>が<br>カジノコインの<yellow>持ち出し上限 （$(1)）<pict AmusementCoin><c> を<br>超えているため、クエストに持ち出すことができません。<br><br>カジノエリアで遊ぶことでカジノコインを消費するか<br>または景品交換で消費することをおすすめしますが、<br>上限以上のカジノコインを破棄して出発するか、<br>アイテムパック内にお持ちのチケットを使用して、<br>持ち出し上限を一定期間解除することもできます。<br><br>アイテムを使用しますか？<br><yellow>※使用するアイテムを確認したい場合は、<br>アイテムパックから選んでください。<c><br><br>(所持カジノコイン： <red>$(0)<c><pict AmusementCoin>)<br>(持ち出し上限\u3000\u3000： $(1)<pict AmusementCoin>)"""
BuyCheckMessage#0,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>所持カジノコイン（$(1)<pict AmusementCoin>）が<br>カジノコインの<yellow>持ち出し上限 （$(2)）<pict AmusementCoin><c> を<br>超えているため、クエストに持ち出すことができません。<br><br>カジノエリアで遊ぶことでカジノコインを消費するか<br>または景品交換で消費することをおすすめしますが、<br>上限以上のカジノコインを破棄して出発するか、<br>または有料アイテム「<yellow>CC持ち出し上限解除$(0)日<c>」で<br>持ち出し上限を$(0)日間解除することもできます。<br><br>購入確認画面に進みますか？<br><br>(所持カジノコイン： <red>$(1)<c><pict AmusementCoin>)<br>(持ち出し上限\u3000\u3000： $(2)<pict AmusementCoin>)"""
DeleteCheckMessage#0,"""このままクエストに出発すると、<br>カジノコインの<yellow>持ち出し上限 （$(1)）<pict AmusementCoin><c> を<br>超えた分のカジノコインが<red>破棄されます。<c><br><br>本当にクエストに出発しますか？<br><br>(所持カジノコイン： <red>$(0)<c><pict AmusementCoin>)<br>(持ち出し上限\u3000\u3000： $(1)<pict AmusementCoin>)"""
Toast_Delete#0,"""お預かり上限を超えたカジノコイン（CC）は消失しました。"""
Toast_Use#0,"""CC所持枠拡張の期限を$(0)延長しました。"""
TitleHighScore#0,"""ハイスコア確認"""
Back#9,"""返回"""
Title_QuestDetails#0,"""任務詳情"""
Title_RewardDetails#0,"""報酬詳情"""
Title_MapDetails#0,"""マップ"""
Reward_None#0,"""報酬はありません。"""
Reward_AlreadyGet#0,"""<c ffa800>達成報酬は受け取り済みです。<c>"""
Quest_SubText_Event#0,"""<yellow>※<c><%Decide><yellow>でイベント開始<c>"""
Quest_SubText_Quest#0,"""<yellow>※<c><%Decide><yellow>でクエストへ出発<c>"""
Quest_SubText_Matching#0,"""<yellow>※<c><%Decide><yellow>でマッチング開始<c>"""
Quest_SubText_Clear#0,"""<c ffa800>※既にクリア済みなので再受注できません。<c>"""
Quest_Explain_Top#0,"""<yellow>※このクエストはまだ進めることができません。<br>【クエスト受注の条件】<c>"""
Quest_Explain_Bottom#0,"""<yellow>※クエストの受注はソロ(1人)で行ってください。<c>"""
Quest_Explain_Text_1#0,"""・バスタークエストを累計$(0)回勝利する<br>\u3000条件達成まであと <yellow>$(1)<c>回"""
Quest_Explain_Text_2#0,"""・以下のクラスレベルで受注可能<br>\u3000<pict mainclass_icon>Lv.$(0)～"""
Quest_Explain_Text_3#0,"""$(0)のクリア"""
Quest_Story_Explain#0,"""イベントを閲覧します。"""
Quest_Explain_Continue#0,"""メインクエスト【EP5】の<br>ストーリーは、すべてクリア済みです。<br><br>次のEPISODEの配信をお待ちください。"""
Quest_Explain_Continue_1#0,"""EPISODE 1のストーリーは<br>すべてクリア済みです。<br><br>続きは、EPISODE 2でプレイ可能です。<br><br><yellow>※<c><%Decide><yellow>でEPISODE 2へ<c>"""
Quest_Explain_Continue_2#0,"""EPISODE 2のストーリーは<br>すべてクリア済みです。<br><br>続きは、EPISODE 3でプレイ可能です。<br><br><yellow>※<c><%Decide><yellow>でEPISODE 3へ<c>"""
Quest_Explain_Continue_3#0,"""EPISODE 3のストーリーは<br>すべてクリア済みです。<br><br>続きは、EPISODE 4でプレイ可能です。<br><br><yellow>※<c><%Decide><yellow>でEPISODE 4へ<c>"""
Quest_Explain_Continue_4#0,"""EPISODE 4のストーリーは<br>すべてクリア済みです。<br><br>続きは、EPISODE 5でプレイ可能です。<br><br><yellow>※<c><%Decide><yellow>でEPISODE 5へ<c>"""
Quest_Explain_Continue_5#0,"""EPISODE 5のストーリーは<br>すべてクリア済みです。<br><br>続きは、EPISODE 6でプレイ可能です。<br><br><yellow>※<c><%Decide><yellow>でEPISODE 6へ<c>"""
Quest_Explain_Continue_6#0,"""配信中のストーリーはすべてクリア済みです。<br><br>続きは、次回の配信をお待ちください。"""
Quest_Explain_Continue_Main_NormalEnd#0,"""EPISODE 6ストーリーのノーマルエンドに到達しました。<br>特定条件を満たすことで、もう一つの選択が可能です。"""
Quest_Explain_Continue_Main_TrueEnd#0,"""EPISODE 6ストーリーの<br>グランドエンドクリア済みです。"""
Quest_Explain_Continue_Sub_End#0,"""EPISODE 6のサブストーリーは<br>すべてクリア済みです。"""
Quest_Name_Continue#0,"""\u3000\u3000\u3000EPISODE 5\u3000メインストーリー全クリア済み"""
Quest_Name_Continue_Sub#0,"""\u3000\u3000\u3000EPISODE 5\u3000サブストーリー全クリア済み"""
Quest_Name_Continue_1#0,"""\u3000\u3000\u3000EPISODE 2へ"""
Quest_Name_Continue_2#0,"""\u3000\u3000\u3000EPISODE 3へ"""
Quest_Name_Continue_3#0,"""\u3000\u3000\u3000EPISODE4へ"""
Quest_Name_Continue_4#0,"""\u3000\u3000\u3000EPISODE5へ"""
Quest_Name_Continue_5#0,"""\u3000\u3000\u3000EPISODE6へ"""
Quest_Name_Continue_6#0,"""\u3000\u3000\u3000次回配信に続く…"""
Quest_Name_Continue_Main_NormalEnd#0,"""\u3000\u3000\u3000EPISODE 6\u3000ノーマルエンドに到達"""
Quest_Name_Continue_Main_TrueEnd#0,"""\u3000\u3000\u3000EPISODE 6\u3000グランドエンドクリア済み"""
Quest_Name_Continue_Sub_End#0,"""\u3000\u3000\u3000EPISODE 6\u3000サブストーリー全クリア済み"""
Quest_Name_TopContinue_1#0,"""\u3000\u3000\u3000EPISODE 2へ"""
Quest_Name_TopContinue_2#0,"""\u3000\u3000\u3000EPISODE 3へ"""
Quest_Name_TopContinue_3#0,"""\u3000\u3000\u3000EPISODE 3全クリア済み"""
Quest_Explain_TopContinue_1#0,"""EPISODE 1のストーリーは<br>すべてクリア済みです。<br><br>続きは、EPISODE 2でプレイ可能です。<br><br><yellow>※<c><%Decide><yellow>でEPISODE 2へ<c>"""
Quest_Explain_TopContinue_2#0,"""EPISODE 2のストーリーは<br>すべてクリア済みです。<br><br>続きは、EPISODE 3でプレイ可能です。<br><br><yellow>※<c><%Decide><yellow>でEPISODE 3へ<c>"""
Quest_Explain_TopContinue_3#0,"""オムニバスクエスト【EP3】の<br>ストーリーは、すべてクリア済みです。<br><br>引き続き、EPISODE 4以降の<br>ストーリーをお楽しみください。<br><br><yellow>※EPISODE 4のストーリーは<br>艦橋にいるシエラから「EP4モード」に変更し<br>「ストーリーボード【EP4】」を進行することで<br>お楽しみいただけます。<c>"""
Quest_Explain_Basnet#0,"""バスタークエスト選択画面を開きます。<br><br>バスタークエストをクリアすると<br>キャンプシップに帰還します。"""
Quest_Explain_Omnibus_FreeField#0,"""フリーフィールド選択画面を開きます。<br><br>フリーフィールドをクリアすると<br>キャンプシップに帰還します。"""
Sub_Window_change#0,"""<pict Sign_TRIANGLE>切替"""
Quest_Title_Confirm#0,"""任務接受確認"""
Quest_Title_Msg#0,"""メッセージ"""
Quest_Msg_Confirm#0,"""バスタークエスト【ストーリー】を受注します。<br>グレード：$(0) (自動能力調整：Lv.$(1))<br><br>※一人でも進行できますが<br>\u3000他のプレイヤーが合流することがあります。<br>※アカウントにつき1回だけクリアできます。"""
Quest_NoMsg_Party#0,"""・イベントクエスト<br>・ストーリークエスト<br>・バスタークエスト【ストーリー】<br>\u3000は、パーティーを組んだ状態では<br>\u3000受注できません。"""
Quest_NoMsg_Account#0,"""バスタークエスト【ストーリー】は、1アカウントにつき<br>1回だけクリアすることができます。<br><yellow>※このアカウントでは既にクリアしているので<br>再受注することはできません。<c>"""
Quest_NoMsg_Delete#0,"""前回バスタークエストを破棄したため、<br>一定時間全てのバスタークエストを<br>受注することができません。"""
Event_Msg#0,"""選択したイベントを再生します。<br>よろしいですか？<br><yellow>※現在受注中のクエストは破棄されます。<c>"""
Event_Msg1#0,"""進行するEPISODEを変更して<br>選択したイベントを再生します。<br><br>ロビーの状態もEPISODEに合わせて切り替わるため<br><yellow>一部入れなくなるエリア<c>や<yellow>キャラクターがいなくなる<c><br>場合があります。<br>\u3000※再度今と同じEPISODEを選択することで戻ります。<br>\u3000<yellow>※現在受注中のクエストは破棄されます。<c><br><br>進行するEPISODEを変更してよろしいですか？"""
Event_Msg_Already#0,"""選択したイベントを再生します。<br>よろしいですか？<br><yellow>※現在受注中のクエストは破棄されます。<c><br><br><c ffa800>※このイベントは閲覧済みです。<c>"""
Event_Msg_Already1#0,"""進行するEPISODEを変更して<br>選択したイベントを再生します。<br><br>ロビーの状態もEPISODEに合わせて切り替わるため<br>一部入れなくなるエリアやキャラクターがいなくなる<br>場合があります。<br>\u3000※再度今と同じEPISODEを選択することで戻ります。<br>\u3000<yellow>※現在受注中のクエストは破棄されます。<br>\u3000※このイベントは閲覧済みです。<c><br>\u3000<br>進行するEPISODEを変更してよろしいですか？"""
Quest_Msg_Easy#0,"""ストーリークエストを受注しますがよろしいですか？<br><yellow>※このクエストではキャンプシップには行かず<br>\u3000\u3000直接フィールドへ移動します。<br>※現在受注中のクエストは破棄されます。<c><br>───────────────────────<br>失敗条件/戦闘不能後、リタイアを選択"""
Quest_Msg_Easy_Already#0,"""ストーリークエストを受注しますがよろしいですか？<br><yellow>※このクエストではキャンプシップには行かず<br>\u3000\u3000直接フィールドへ移動します。<br>※現在受注中のクエストは破棄されます。<c><br><br><c ffa800>※このクエストはクリア済みです。<c><br>───────────────────────<br>失敗条件/戦闘不能後、リタイアを選択"""
