BlockForm_Title#0,"""ย้าย Block"""
LobbyAction_weaponoid02re#0,"""ウェポノイドポーズ２＋"""
LobbyAction_2313wand#0,"""武器反映ポーズ17"""
LobbyAction_2459twinpose#0,"""抱きつきポーズ"""
LobbyAction_2481koto#0,"""皇巫アマテラスポーズ"""
LobbyAction_2482koto#0,"""PUNI☆MOFUポーズ"""
LobbyAction_waiter#0,"""ホールスタッフポーズ"""
LobbyAction_drink#0,"""コーヒーブレイク3"""
LobbyAction_2464twinpose#0,"""背中合わせポーズ"""
LobbyAction_acrobatics#0,"""アクロバティック"""
LobbyAction_study#0,"""勉強"""
LobbyAction_2449barrier#0,"""バリアを張る2"""
LobbyAction_2446hiza#0,"""膝立ち４"""
LobbyAction_2406wlances#0,"""武器反映ポーズ18"""
LobbyAction_2394handinhand#0,"""手をつなぐ3"""
LobbyAction_2475umbrella#0,"""番傘ポーズ2"""
LobbyAction_2505central#0,"""せんとらるっ！3"""
LobbyAction_suwaritaikire#0,"""座る５＋"""
LobbyAction_flagre#0,"""掲げる＋"""
LobbyAction_2417muscle#0,"""筋トレ2"""
LobbyAction_2431sit#0,"""椅子に座る"""
LobbyAction_2503danceset#0,"""ダンスセット2"""
LobbyAction_2504weaponoid#0,"""ウェポノイドポーズ１１"""
LobbyAction_weaponoid03re#0,"""ウェポノイドポーズ３＋"""
LobbyAction_weaponoid04re#0,"""ウェポノイドポーズ４＋"""
LobbyAction_mechanic#0,"""整備"""
LobbyAction_sidehold#0,"""小脇に抱える"""
LobbyAction_2470weaponact#0,"""武器回し"""
LobbyAction_2443sit#0,"""座る１３"""
LobbyAction_2483idola#0,"""イドラキャラポーズ６"""
LobbyAction_2484idola#0,"""イドラキャラポーズ７"""
LobbyAction_2506idoladance#0,"""スターライトディーヴァ"""
LobbyAction_2507idoladance#0,"""ツインスターディーヴァ"""
LobbyAction_2508idoladance#0,"""コズミックディーヴァ"""
LobbyAction_fgoo#0,"""Fist"""
LobbyAction_foyayubi#0,"""Thumb"""
LobbyAction_fhitosashi#0,"""Index Finger"""
LobbyAction_fkoyubi#0,"""Pinky"""
LobbyAction_fhitooyastand#0,"""Letter L"""
LobbyAction_fhitonakakagi#0,"""Claw"""
LobbyAction_fhitonakaopen#0,"""Peace"""
LobbyAction_fhitonakastand#0,"""Letter U"""
LobbyAction_fhitooyaawase#0,"""Pinch"""
LobbyAction_fhinakuopen#0,"""Letter W"""
LobbyAction_fhinakustand#0,"""Three Fingers"""
LobbyAction_fnahiostand#0,"""Three Fingers 2"""
LobbyAction_fkitsune#0,"""Fox"""
LobbyAction_foyakoyustand#0,"""Aloha"""
LobbyAction_fhitokostand#0,"""Rock Out"""
LobbyAction_fhitooyacross#0,"""Finger Heart"""
LobbyAction_fkagitsume#0,"""Claw 2"""
LobbyAction_2119goo#0,"""Fist 2"""
LobbyAction_2120handopen#0,"""Spread"""
LobbyAction_2121handopen#0,"""Spread 2"""
LobbyAction_2122oyayubi#0,"""Thumb 2"""
LobbyAction_2124goo#0,"""Fist 3"""
LobbyAction_2125handopen#0,"""Spread 3"""
LobbyAction_2126handopen#0,"""Spread 4"""
LobbyAction_2127koyubi#0,"""Pinky 2"""
LobbyAction_nekohand#0,"""Cat Paw"""
LobbyAction_2147goo#0,"""Fist 4"""
LobbyAction_2148handopen#0,"""Spread 5"""
LobbyAction_2149handopen#0,"""Spread 6"""
LobbyAction_2150koyubi#0,"""Pinky 3"""
LobbyAction_wakiwaki#0,"""Flex"""
LobbyAction_2184fopenclose#0,"""Flex 2"""
LobbyAction_2185yubifurifb#0,"""Wiggle Index"""
LobbyAction_2186yubifurilr#0,"""Wiggle Index 2"""
LobbyAction_2193fopenclose#0,"""Flex 3"""
LobbyAction_2194handkuikui#0,"""Flex 4"""
LobbyAction_2195koyubi#0,"""Pinky 4"""
LobbyAction_2196nigiru#0,"""Grasp"""
LobbyAction_kanihand#0,"""Scissors"""
LobbyAction_ftalkfox#0,"""Fox 2"""
LobbyAction_2201handopen#0,"""Spread 7"""
LobbyAction_handhalfopen#0,"""Loose Grip"""
LobbyAction_2212nigiru#0,"""Grasp 2"""
LobbyAction_2213airquotes#0,"""Finger Quotes"""
LobbyAction_2214fopenclose#0,"""Flex 5"""
LobbyAction_2215bosatsu#0,"""Loose Grip 2"""
LobbyAction_girlpiece#0,"""Peace 2"""
LobbyAction_ufinger#0,"""Letter U 2"""
LobbyAction_fingercross#0,"""Cross Fingers"""
LobbyAction_2241piece#0,"""Loose Peace"""
LobbyAction_2242handopen#0,"""Spread 8"""
LobbyAction_2258anomalyhand#0,"""Signature Pose"""
LobbyAction_2273handdown#0,"""Spread 9"""
LobbyAction_2315halfopen#0,"""Loose Grip 3"""
LobbyAction_2318foxfinger#0,"""Loose Grip 4"""
LobbyAction_2352handopen#0,"""Signature Pose 2"""
LobbyAction_2370lshape#0,"""Letter L 2"""
LobbyAction_2427threemage#0,"""三本指3"""
LobbyAction_2467tsumamu#0,"""つまむ2"""
LobbyAction_2502indexfinger#0,"""人差し指2"""
LobbyAction_Pchair_viri#0,"""Photon Chair (Viridia)"""
LobbyAction_Pchair_green#0,"""Photon Chair (Greenill)"""
LobbyAction_Pchair_sky#0,"""Photon Chair (Skyly)"""
LobbyAction_Pchair_blue#0,"""Photon Chair (Bluefull)"""
LobbyAction_Pchair_purple#0,"""Photon Chair (Purplenum)"""
LobbyAction_Pchair_pink#0,"""Photon Chair (Pinkal)"""
LobbyAction_Pchair_red#0,"""Photon Chair (Redria)"""
LobbyAction_Pchair_oran#0,"""Photon Chair (Oran)"""
LobbyAction_Pchair_yellow#0,"""Photon Chair (Yellowboze)"""
LobbyAction_Pchair_whiti#0,"""Photon Chair (Whitill)"""
LobbyAction_Pchair_gold#0,"""Photon Chair (Gold)"""
LobbyAction_Pchair_black#0,"""Photon Chair (Black)"""
LobbyAction_Pchair_rappy#0,"""Photon Chair (Rappy)"""
LobbyActionCategory_99#0,"""Lobby Actions: Favorited"""
LobbyActionCategory_1#0,"""Lobby Actions: Basic"""
LobbyActionCategory_4#0,"""Lobby Action: Additional 1"""
LobbyActionCategory_5#0,"""Lobby Action: Additional 2"""
LobbyActionCategory_6#0,"""Lobby Action: Additional 3"""
LobbyActionCategory_7#0,"""Lobby Action: Additional 4"""
LobbyActionCategory_8#0,"""Lobby Action: Additional 5"""
LobbyActionCategory_9#0,"""Lobby Action: Additional 6"""
LobbyActionCategory_10#0,"""Lobby Action: Additional 7"""
LobbyActionCategory_11#0,"""Lobby Action: Additional 8"""
LobbyActionCategory_12#0,"""Lobby Action: Additional 9"""
LobbyActionCategory_13#0,"""Lobby Action: Additional 10"""
LobbyActionCategory_14#0,"""Lobby Action: Additional 11"""
LobbyActionCategory_15#0,"""Lobby Action: Additional 12"""
LobbyActionCategory_16#0,"""Lobby Action: Additional 13"""
LobbyActionCategory_17#0,"""Lobby Action: Additional 14"""
LobbyActionCategory_18#0,"""Lobby Action: Additional 15"""
LobbyActionCategory_34#0,"""Lobby Action: Additional 16"""
LobbyActionCategory_36#0,"""Lobby Action: Additional 17"""
LobbyActionCategory_38#0,"""Lobby Action: Additional 18"""
LobbyActionCategory_39#0,"""Lobby Action: Additional 19"""
LobbyActionCategory_41#0,"""Lobby Action: Additional 20"""
LobbyActionCategory_43#0,"""Lobby Action: Additional 21"""
LobbyActionCategory_19#0,"""Lobby Action: Pose 1"""
LobbyActionCategory_20#0,"""Lobby Action: Pose 2"""
LobbyActionCategory_21#0,"""Lobby Action: Pose 3"""
LobbyActionCategory_22#0,"""Lobby Action: Pose 4"""
LobbyActionCategory_35#0,"""Lobby Action: Pose 5"""
LobbyActionCategory_45#0,"""Lobby Action: Pose 6"""
LobbyActionCategory_23#0,"""Lobby Action: NPC Pose 1"""
LobbyActionCategory_24#0,"""Lobby Action: NPC Pose 2"""
LobbyActionCategory_25#0,"""Lobby Action: NPC Pose 3"""
LobbyActionCategory_26#0,"""Lobby Action: NPC Pose 4"""
LobbyActionCategory_40#0,"""Lobby Action: Weapon Pose 1"""
LobbyActionCategory_27#0,"""Lobby Action: Performance 1"""
LobbyActionCategory_28#0,"""Lobby Action: Performance 2"""
LobbyActionCategory_29#0,"""Lobby Action: Performance 3"""
LobbyActionCategory_30#0,"""Lobby Action: Performance 4"""
LobbyActionCategory_31#0,"""Lobby Action: Collab 1"""
LobbyActionCategory_32#0,"""Lobby Action: Collab 2"""
LobbyActionCategory_33#0,"""Lobby Action: Collab 3"""
LobbyActionCategory_37#0,"""Lobby Action: Collab 4"""
LobbyActionCategory_42#0,"""Lobby Action: Collab 5"""
LobbyActionCategory_44#0,"""Lobby Action: Collab 6"""
LobbyActionCategory_2#0,"""Lobby Action: Human Letters"""
LobbyActionCategory_3#0,"""Photon Chair"""
LobbyAction_MonomanePayAction#0,"""จำเป็นต้องใช้ ticket ที่เกี่ยวข้อง เพื่อใช้งาน Lobby Action นี้"""
LobbyActionCategoryTab_99#0,"""0. Favorited"""
LobbyActionCategoryTab_0#0,"""1. แสดงทั้งหมด"""
LobbyActionCategoryTab_1#0,"""$(0). Basic"""
LobbyActionCategoryTab_4#0,"""$(0). Additional 1"""
LobbyActionCategoryTab_5#0,"""$(0). Additional 2"""
LobbyActionCategoryTab_6#0,"""$(0). Additional 3"""
LobbyActionCategoryTab_7#0,"""$(0). Additional 4"""
LobbyActionCategoryTab_8#0,"""$(0). Additional 5"""
LobbyActionCategoryTab_9#0,"""$(0). Additional 6"""
LobbyActionCategoryTab_10#0,"""$(0). Additional 7"""
LobbyActionCategoryTab_11#0,"""$(0). Additional 8"""
LobbyActionCategoryTab_12#0,"""$(0). Additional 9"""
LobbyActionCategoryTab_13#0,"""$(0). Additional 10"""
LobbyActionCategoryTab_14#0,"""$(0). Additional 11"""
LobbyActionCategoryTab_15#0,"""$(0). Additional 12"""
LobbyActionCategoryTab_16#0,"""$(0). Additional 13"""
LobbyActionCategoryTab_17#0,"""$(0). Additional 14"""
LobbyActionCategoryTab_18#0,"""$(0). Additional 15"""
LobbyActionCategoryTab_34#0,"""$(0). Additional 16"""
LobbyActionCategoryTab_36#0,"""$(0). Additional 17"""
LobbyActionCategoryTab_38#0,"""$(0). Additional 18"""
LobbyActionCategoryTab_39#0,"""$(0). Additional 19"""
LobbyActionCategoryTab_41#0,"""$(0). Additional 20"""
LobbyActionCategoryTab_43#0,"""$(0). Additional 21"""
LobbyActionCategoryTab_19#0,"""$(0). Pose 1"""
LobbyActionCategoryTab_20#0,"""$(0). Pose 2"""
LobbyActionCategoryTab_21#0,"""$(0). Pose 3"""
LobbyActionCategoryTab_22#0,"""$(0). Pose 4"""
LobbyActionCategoryTab_35#0,"""$(0). Pose 5"""
LobbyActionCategoryTab_45#0,"""$(0). Pose 6"""
LobbyActionCategoryTab_23#0,"""$(0). NPC Pose 1"""
LobbyActionCategoryTab_24#0,"""$(0). NPC Pose 2"""
LobbyActionCategoryTab_25#0,"""$(0). NPC Pose 3"""
LobbyActionCategoryTab_26#0,"""$(0). NPC Pose 4"""
LobbyActionCategoryTab_40#0,"""$(0). Weapon Pose 1"""
LobbyActionCategoryTab_27#0,"""$(0). Performance 1"""
LobbyActionCategoryTab_28#0,"""$(0). Performance 2"""
LobbyActionCategoryTab_29#0,"""$(0). Performance 3"""
LobbyActionCategoryTab_30#0,"""$(0). Performance 4"""
LobbyActionCategoryTab_31#0,"""$(0). Collab 1"""
LobbyActionCategoryTab_32#0,"""$(0). Collab 2"""
LobbyActionCategoryTab_33#0,"""$(0). Collab 3"""
LobbyActionCategoryTab_37#0,"""$(0). Collab 4"""
LobbyActionCategoryTab_42#0,"""$(0). Collab 5"""
LobbyActionCategoryTab_44#0,"""$(0). Collab 6"""
LobbyActionCategoryTab_2#0,"""$(0). Human Letters"""
LobbyActionCategoryTab_3#0,"""$(0). Photon Chair"""
LobbyActionCategoryTab_Used#0,"""ใช้งานล่าสุด"""
LobbyActionSex_0#0,"""Type 1"""
LobbyActionSex_1#0,"""Type 2"""
LobbyAction_Random#0,"""สุ่ม"""
LobbyAction_None#0,"""ไม่มี"""
LobbyAction_cancel#0,"""ค่าเริ่มต้น"""
LobbyAction_Favorite_Add#0,"""เพิ่มลงใน favorites"""
LobbyAction_Favorite_Delete#0,"""นำออกจาก favorites"""
LobbyAction_Favorite_Up#0,"""เลื่อนขึ้น 1"""
LobbyAction_Favorite_Down#0,"""เลื่อนลง 1"""
LobbyAction_Favorite_Top#0,"""เลื่อนไปบนสุด"""
LobbyAction_Favorite_Bottom#0,"""เลื่อนไปล่างสุด"""
LobbyAction_Favorite_Add_Msg#0,"""Lobby Action 【$(0)】 ถูกเพิ่มลงใน favorites แล้ว ($(1)/$(2))"""
LobbyAction_Favorite_Add_ErrorMsg#0,"""การลงทะเบียนล้มเหลวเนื่องจาก favorites ของคุณถึงขีดจำกัดแล้ว ($(0)/$(1))"""
LobbyAction_Favorite_Delete_Msg#0,"""Lobby Action 【$(0)】 ถูกนำออกจาก favorites แล้ว ($(1)/$(2))"""
LobbyActionText#0,"""<%NextTabDetails><pict 4space><yellow>เพิ่มหรือแก้ไข favorites<c>"""
VITA_LobbyActionText#0,"""<pict Sign_select><yellow>ลงทะเบียน/แก้ไข favorites<c>"""
VITA_FavoritesSwitching#0,"""<pict Sign_select>สลับ ทั้งหมด/favorites"""
LobbyAction_TypeA#0,"""<%MultiSelect><pict 4space>+<pict 4space><%Decide> <yellow>Opposite Action<c>"""
LobbyActionLogWindow_TypeA#0,"""<%MultiSelect><pict 4space>+<pict 4space><%Decide> <yellow>Opposite Action<c>"""
LobbyAction_TypeB#0,"""<%MultiSelect><pict 4space>+<pict 4space><%Decide> <yellow>Opposite Action<c>"""
LobbyActionLogWindow_TypeB#0,"""<%MultiSelect><pict 4space>+<pict 4space><%Decide> <yellow>Opposite Action<c>"""
LobbyAction_TypeC#0,"""<pict Sign_TRIANGLE> + <pict Sign_CIRCLE> <yellow>Opposite Action<c>"""
LobbyActionLogWindow_TypeC#0,"""<pict Sign_TRIANGLE> + <pict Sign_CIRCLE> <yellow>Opposite Action<c>"""
ChangeCtrWindow#0,"""<%ChangeCtrlWindowForward> <yellow>สลับหน้าต่าง<c>"""
LobbyAction_Disable_Toast#0,"""Lobby Action นี้ไม่สามารถใช้งานใน Salon ได้"""
LobbyAction_FingerSelect#0,"""<%Function><pict 4space><yellow>Hand Pose<c>"""
LobbyAction_FingerSelect_gray#0,"""<%Function><pict 4space><gray>Hand Pose<c>"""
LobbyAction_Finger_default#0,"""ค่าเริ่มต้น"""
LobbyAction_FingerSelect_BothHands#0,"""ทั้งสองข้าง"""
LobbyAction_FingerSelect_RightHand#0,"""ขวา"""
LobbyAction_FingerSelect_LeftHand#0,"""ซ้าย"""
LobbyAction_EmotionType_Display#0,"""$(0) ($(1))"""
LobbyAction_Unsupported_Toast#0,"""Lobby Action ที่คุณพยายามใช้งานไม่สามารถใช้ใน [PSO2] Blocks ได้"""
Title_ViewMode#0,"""-"""
Title_NewChannel#0,"""-"""
OpenChannelTab#0,"""-"""
ChannelPopupItem1#0,"""-"""
ChannelPopupItem2#0,"""-"""
ChannelPopupItem3#0,"""-"""
TabHeader1#0,"""-"""
TabHeader2#0,"""-"""
SaveAccount#0,"""บันทึก Account"""
SavePassword#0,"""บันทึก Password"""
title#0,"""ประวัติการ Login (50 ครั้งล่าสุด)"""
login_history_date#0,"""วันที่ Login"""
login_history_ip#0,"""IP Address"""
login_history_status#0,"""สถานะ"""
login_history_supplement#0,"""※หากมีการ <yellow>login<c> หรือ <yellow>e-mail authentication<c> ที่คุณไม่คุ้นเคย กรุณาติดต่อฝ่ายสนับสนุน (Support)※"""
State_OK#0,"""<green>Logged in แล้ว<c>"""
State_OK_PcAuth#0,"""<red>ยืนยันอีเมลแล้ว<c>"""
State_Error_Account#0,"""<yellow>Login Error<c>"""
State_Error_PcAuth#0,"""<yellow>Mail Authentication Error<c>"""
State_Error_PcAuth_send#0,"""<yellow>ส่งอีเมลยืนยันแล้ว<c>"""
State_Error_OTP#0,"""<yellow>One Time Password Error<c>"""
State_Reject_Maintenance#0,"""อยู่ระหว่างการปิดปรับปรุง"""
State_Reject_System#0,"""ไม่สามารถ log in ได้"""
NoDataError#0,"""ไม่สามารถดึงข้อมูลได้"""
IPAddress#0,"""$(0).$(1).$(2).$(3)"""
DateWeek#0,"""$(1)/$(2)/$(0) ($(3))"""
DateWeek_v#0,"""$(0)/$(1)/$(2)/($(3))"""
DateTime#0,""" $(0):$(1)"""
DateTime_v#0,"""$(0):$(1)"""
Sunday#0,"""อา."""
Monday#0,"""จ."""
Tuesday#0,"""อ."""
Wednesday#0,"""พ."""
Thursday#0,"""พฤ."""
Friday#0,"""ศ."""
Saturday#0,"""ส."""
Logout_Title#0,"""ออกจากเกม"""
Logout_Message#0,"""แน่ใจหรือไม่ว่าต้องการออกจากเกม?"""
Logout_Wait_Message#0,"""กำลัง Logging out..."""
AutoLogoutWarning_Title#0,"""คำเตือน"""
AutoLogoutWarning_Message#0,"""<c ff9c70>■คำเตือน Automatic Logout■<c><br><br>คุณไม่ได้เริ่ม<br>Challenge Quest มาระยะหนึ่งแล้ว<br><br>หากคุณไม่ปิดหน้าต่างนี้<br>ภายใน <yellow>$(0)<c> คุณจะ<br>ถูก logged out โดยอัตโนมัติ<br><br><yellow>※ฟีเจอร์นี้เปิดใช้งานเฉพาะ<br>ใน Challenge Ship เท่านั้น<c>"""
AutoLogoutDone_Title#0,"""ประกาศ"""
AutoLogoutDone_Message#0,"""<yellow>คุณไม่ได้เริ่ม quest ภายใน<br>เวลาที่กำหนด คุณจึงถูก logged out โดยอัตโนมัติ<c><br><br>※ใน Challenge Ship หากคุณไม่เริ่ม quest ภายใน<br>ระยะเวลาที่กำหนด คุณจะถูก logged out โดยอัตโนมัติ<br><br>กำลังกลับสู่หน้า title screen"""
AutoLogoutWarning_Message_InChallengeShip#0,"""<c ff9c70>■คำเตือน Automatic Logout■<c><br><br>คุณไม่ได้เริ่ม<br>Challenge Quest มาระยะหนึ่งแล้ว<br><br>หากคุณไม่ปิดหน้าต่างนี้<br>ภายใน <yellow>$(0)<c> คุณจะ<br>ถูก logged out โดยอัตโนมัติ<br><br><yellow>※ฟีเจอร์นี้เปิดใช้งานเฉพาะ<br>ใน Challenge Ship เท่านั้น<c>"""
AutoLogoutDone_Message_InChallengeShip#0,"""<yellow>คุณไม่ได้เริ่ม quest ภายใน<br>เวลาที่กำหนด คุณจึงถูก logged out โดยอัตโนมัติ<c><br><br>※ใน challenge ship หากคุณไม่เริ่ม quest ภายใน<br>ระยะเวลาที่กำหนด คุณจะถูก logged out โดยอัตโนมัติ<br><br>กำลังกลับสู่หน้า title screen"""
AutoLogoutWarning_Message_InPokaShip#0,"""<c ff9c70>■คำเตือน Automatic Logout■<c><br>ใน Battle Arena หากไม่เริ่มการ matchmaking ภายในระยะเวลาที่กำหนด คุณจะถูก logged out โดยอัตโนมัติ<c><br><br>คุณสามารถปิดหน้าต่างนี้ภายใน <yellow>$(0)<c><br>เพื่อหยุดการ automatic logout และเล่นต่อไปได้"""
AutoLogoutDone_Message_InPokaShip#0,"""<yellow>ไม่ได้เริ่มการ matchmaking ภายใน<br>เวลาที่กำหนด คุณจึงถูก logged out โดยอัตโนมัติ<c><br><br>※ใน Battle Arena หากไม่เริ่มการ matchmaking ภายในระยะเวลาที่กำหนด คุณจะถูก logged out โดยอัตโนมัติ<br><br>กำลังกลับสู่หน้า title screen"""
PopupItem1#0,"""-"""
PopupItem2#0,"""-"""
PopupItem3#0,"""-"""
PopupItem4#0,"""-"""
PopupItem5#0,"""-"""
PopupItem6#0,"""-"""
PopupItem7#0,"""-"""
PopupItem8#0,"""-"""
PopupItem9#0,"""-"""
LogKind_All#0,"""Log: ทั้งหมด"""
LogKind_Custom#0,"""Log: แสดงทั้งหมด"""
LogKind_Public#0,"""Log: บริเวณใกล้เคียง"""
LogKind_Party#0,"""Log: Party"""
LogKind_Guild#0,"""Log: Team"""
LogKind_System#0,"""Log: System"""
LogKind_NPC#0,"""Log: Character"""
LogKind_Whisper#0,"""Log: Whisper"""
LogKind_Channel#0,"""-"""
LogBalloon_All#0,"""0. แสดงทั้งหมด"""
LogBalloon_Custom#0,"""0. แสดงทั้งหมด"""
LogBalloon_Public#0,"""1. บริเวณใกล้เคียง"""
LogBalloon_Party#0,"""<pict Party>2. Party"""
LogBalloon_Guild#0,"""<pict Guild>3. Team"""
LogBalloon_System#0,"""7. System"""
LogBalloon_NPC#0,"""6. Character"""
LogBalloon_Whisper#0,"""<pict Whisper>4. Whisper"""
LogRange_Public#0,"""1. ส่งไปยังบริเวณใกล้เคียง"""
LogRange_Party#0,"""<pict Party>2. Party"""
LogRange_Guild#0,"""<pict Guild>3. Team"""
LogRange_Whisper#0,"""<pict Whisper>4. Whisper"""
LogRangeTab_Public#0,"""1. บริเวณใกล้เคียง"""
LogRangeTab_Party#0,"""<pict Party>2. Party"""
LogRangeTab_Guild#0,"""<pict Guild>3. Team"""
LogRangeTab_Whisp#0,"""<pict Whisper>4. Whisper"""
WhisperSendTo#0,"""ส่งไปยัง $(0)"""
LogName_System#0,"""System"""
LogButton_Send#0,"""ส่ง"""
LogButton_Input#0,"""<%ChatStart><pict 4space>เปิด Chat """
LogButton_Input_ooo#0,"""<%ChatStart><pict 4space>เปิด Chat"""
LogButton_DirectChat#0,"""โหมด Direct Chat"""
LogButton_Range_Vita#0,"""ส่งข้อความถึง"""
LogButton_Log_Vita#0,"""Log"""
LogButton_Reset_Vita#0,"""ลบทั้งหมด"""
LogToast_ShortLog#0,"""เริ่มการแสดงผล Short Log แตะที่ตัวละครของคุณเพื่อซ่อน"""
LogShortCutEdit#0,"""แก้ไขเสร็จสิ้น"""
LogButton_Balloon#0,"""Balloon"""
LogButton_Manpu#0,"""Symbols"""
LogButton_Cutin#0,"""Cut In"""
LogButton_SE#0,"""-"""
LogButton_Voice#0,"""-"""
LogButton_Color#0,"""-"""
LogButton_Emoji#0,"""-"""
LogButton_Twitter#0,"""-"""
LogButton_LobbyAction#0,"""Lobby Action"""
LogButton_Symbol#0,"""Symbol Art"""
LogButton_Stamp#0,"""Stamp"""
LogButton_ContinuousInput#0,"""ป้อนข้อมูลต่อเนื่อง"""
DirectChatBegin#0,"""เปิดใช้งาน Direct chat แล้ว"""
DirectChatEnd#0,"""ปิดใช้งาน Direct chat แล้ว"""
DirectChatEndTmp#0,"""ปิดใช้งาน Direct chat ชั่วคราว"""
DirectChatBlacklist#0,"""ผู้รับถูกบล็อก ไม่สามารถส่งข้อความได้"""
Log_Toast_Whisper_Name_Fail#0,"""เลือกผู้รับ Whisper chat จากปุ่ม ..."""
Log_Toast_Unknown_Whisper#0,"""ไม่ได้ระบุปลายทางของ Whisper"""
Log_Toast_Disable_Whisper_SymbolArt#0,"""ไม่สามารถส่ง Stamps และ Symbol Art ใน Whisper Chat ได้"""
Log_Toast_Disable_TeamChat#0,"""คุณไม่สามารถส่งข้อความไปยัง Team ได้หากไม่ได้เป็นสมาชิก กรุณาตรวจสอบผู้รับข้อความ"""
Log_Welcome#0,"""ยินดีต้อนรับสู่ <lt>$(0)<rt>!"""
Log_KeyHelp#0,"""ยินดีต้อนรับสู่ Phantasy Star Online 2: New Genesis!<br><br>สามารถหาแพตช์ภาษาอังกฤษอย่างไม่เป็นทางการล่าสุดได้ใน Discord ของเราและใน Tweaker"""
Log_ItemGet#0,"""ได้รับ $(0) แล้ว"""
Log_ItemGetAuto#0,"""Auto-Sale: ได้รับ $(0) แล้ว"""
Log_CapsuleGet#0,"""ได้รับไอเทมจำลอง $(0) แล้ว ดูได้ที่ Extreme Terminal"""
LogSymbolArt#0,"""แสดง Symbol Art แล้ว"""
LogWhisperEmpty#0,"""Whisper log ว่างเปล่า"""
LogGroupChatEmpty#0,"""ไม่สามารถใช้งานได้ในพื้นที่นี้"""
LogWhisperButtonText#0,"""…"""
Tab#0,"""Tab $(0)"""
TabChange_Title#0,"""เปลี่ยน Channel Tab"""
Bubble_Normal#0,"""Normal"""
Bubble_Surprise#0,"""เน้นย้ำ"""
Bubble_Question#0,"""ไม่แน่ใจ"""
ManpuCategory_01#0,"""เชิงบวก"""
ManpuCategory_02#0,"""เชิงลบ"""
ManpuCategory_03#0,"""รูปแบบผสมเชิงบวก"""
ManpuCategory_04#0,"""รูปแบบผสมเชิงลบ"""
Manpu_None#0,"""ไม่มี"""
Manpu_1#0,"""เหงื่อตก 1"""
Manpu_2#0,"""เหงื่อตก 2"""
Manpu_3#0,"""หงุดหงิด"""
Manpu_4#0,"""วิญญาณหลุด"""
Manpu_5#0,"""ซึมเศร้า"""
Manpu_6#0,"""หน้าแดง"""
Manpu_7#0,"""ตาย"""
Manpu_8#0,"""หัวกะโหลก"""
Manpu_9#0,"""ปิ๊งไอเดีย"""
Manpu_10#0,"""เหม่อลอย"""
Manpu_11#0,"""ถอนหายใจ"""
Manpu_12#0,"""โกรธ"""
Manpu_13#0,"""ไม่พอใจ"""
Manpu_15#0,"""หัวเราะ"""
Manpu_16#0,"""หัวใจ"""
Manpu_17#0,"""ตัวโน้ต"""
Manpu_18#0,"""ตกใจ"""
Manpu_19#0,"""สงสัย"""
Manpu_20#0,"""ตกใจ/สงสัย"""
Manpu_21#0,"""ง่วงนอน"""
Manpu_22#0,"""ประหลาดใจ"""
Manpu_23#0,"""ซึมเศร้า+เหงื่อตก 1"""
Manpu_24#0,"""เหงื่อตก 2+หน้าแดง"""
Manpu_25#0,"""ไม่พอใจ+หงุดหงิด"""
Manpu_26#0,"""หงุดหงิด+ตกใจ"""
Manpu_27#0,"""ซึมเศร้า+ถอนหายใจ"""
Manpu_28#0,"""เหม่อลอย+หน้าแดง"""
Manpu_29#0,"""หน้าแดง+โกรธ"""
Manpu_30#0,"""วิญญาณหลุด+หัวกะโหลก"""
Manpu_31#0,"""ปิ๊งไอเดีย+ตกใจ/สงสัย"""
Manpu_32#0,"""เหม่อลอย+หัวใจ"""
Manpu_33#0,"""โกรธ+ถอนหายใจ"""
Manpu_34#0,"""ไม่พอใจ+ตกใจ"""
Manpu_35#0,"""ไม่พอใจ+ตกใจ/สงสัย"""
Manpu_36#0,"""ประหลาดใจ+ตกใจ"""
Manpu_37#0,"""หัวเราะ+หัวใจ"""
Manpu_38#0,"""หัวเราะ+ตัวโน้ต"""
Manpu_39#0,"""โกรธ+สงสัย"""
Cutin_Face_None#0,"""ไม่มี"""
Cutin_Face_Normal#0,"""Normal"""
Cutin_Face_Smile#0,"""Smiling"""
Cutin_Face_Anger#0,"""Angry"""
Cutin_Face_Sad#0,"""Gloomy"""
Cutin_Face_Dubious#0,"""Distrust"""
Cutin_Face_Close#0,"""Eyes Closed"""
Cutin_Face_Smile2#0,"""Smiling 2"""
Cutin_Face_Wink#0,"""Wink"""
Cutin_Face_Custom1#0,"""Custom 1"""
Cutin_Face_Custom2#0,"""Custom 2"""
Cutin_Face_Custom3#0,"""Custom 3"""
Cutin_Camera_Front#0,"""จากด้านหน้า"""
Cutin_Camera_SideFront#0,"""จากมุม"""
Cutin_Camera_SideFrontUp#0,"""จากมุมสูง"""
Cutin_Camera_SideFrontDown#0,"""จากมุมต่ำ"""
Cutin_Camera_Side#0,"""จากด้านข้าง"""
LogKind_Group#0,"""Log: Group"""
LogTitleLobbyAction#0,"""เลือก Lobby Action"""
LogBalloon_Group#0,"""<pict Group><pict 4space>5. Group"""
LogRange_Public_Challenge#0,"""1. ส่งไปยังบริเวณใกล้เคียง"""
LogRange_Public_Poka#0,"""1. ส่งไปยัง Union"""
LogRange_Group#0,"""<pict Group><pict 4space>5. Group Chat"""
LogAnnounce_Show#0,"""เปลี่ยน"""
LogAnnounce_Speak#0,"""เปลี่ยน"""
LogAnnounce_Plus#0,"""+"""
