YesText#0,"""ใช่"""
CampaignPlatformPC#0,"""- PC"""
CampaignPlatformSwitch#0,"""- PSO2 Cloud (Nintendo Switch)"""
CampaignPlatformPS4#0,"""- PlayStation 4"""
CampaignPlatformVita#0,"""- PlayStation Vita"""
CampaignPlatformPCCloud#0,"""- PSO2 Cloud (PC)"""
CampaignPlatformXOne#0,"""- Xbox One"""
CampaignPlatformWin10#0,"""- Microsoft Store"""
CampaignPlatformSteam#0,"""- Steam"""
CampaignPlatformEpicGames#0,"""- Epic Games"""
CampaignBondPlatform#0,"""$(0)<br>$(1)"""
CampaignSuccess#0,"""ได้รับ $(0) แล้ว"""
CampaignNum#0,"""$(0) x$(1)"""
CharaSaveMessage#0,"""ระบบจะบันทึกข้อมูล Character ปัจจุบัน<br>และอัปเดตข้อมูลของ Partner Character<br>รวมถึง Lobby Actions เพิ่มเติม ดำเนินการต่อหรือไม่?<br><br>※Partner Character จะสามารถใช้งานได้<br>\u3000เมื่อคุณได้รับ Partner Card แล้ว<br>\u3000แม้จะบันทึกข้อมูลโดยที่ยังไม่มี Partner Card<br>\u3000ก็จะไม่ทำให้เกิดการใช้งานไม่ได้แต่อย่างใด<br>※Team Accessories จะไม่ถูกบันทึก"""
CharaSaveOverwriteMessage#0,"""Slot นี้มีข้อมูล Character อยู่แล้ว<br><br>ระบบจะเขียนทับด้วยข้อมูล Character ปัจจุบัน<br>และอัปเดตข้อมูลของ Partner Character<br>รวมถึง Lobby Actions เพิ่มเติม ดำเนินการต่อหรือไม่?<br><br>※Partner Character จะสามารถใช้งานได้<br>\u3000เมื่อคุณได้รับ Partner Card แล้ว<br>\u3000แม้จะบันทึกข้อมูลโดยที่ยังไม่มี Partner Card<br>\u3000ก็จะไม่ทำให้เกิดการใช้งานไม่ได้แต่อย่างใด<br>※Team Accessories จะไม่ถูกบันทึก"""
CharaSaveSucsessMessage#0,"""บันทึกข้อมูลของ Character, Partner Character<br>และ Lobby Actions เพิ่มเติม<br>เรียบร้อยแล้ว"""
CharaSaveFailureMessage#0,"""ไม่สามารถบันทึกข้อมูลของ Character, Partner Character<br>และ Lobby Actions เพิ่มเติมได้<br><br>กรุณาใช้งาน \""บันทึกข้อมูล Portrait\""<br>ใหม่อีกครั้ง"""
CharaSaveNone#0,"""ไม่มีข้อมูลที่บันทึกไว้"""
CharaSaveMemoryCardNone#0,"""ไม่พบ Memory Card<br><br>กรุณาตรวจสอบให้แน่ใจว่า<br>ได้ใส่ Memory Card แล้ว"""
CharaSaveCrashData#0,"""Save Data ของ \""PHANTASY STAR ONLINE 2\""<br>อาจจะเสียหาย<br>ระบบจะลบข้อมูลที่เสียหายและสร้างข้อมูลใหม่<br><br>ดำเนินการต่อหรือไม่?"""
CharaSaveDataSave#0,"""เนื่องจาก Slot นี้มีข้อมูลอยู่แล้ว<br>ระบบจะเขียนทับข้อมูล Character<br>และอัปเดตข้อมูลของ Partner Character ที่เรียกใช้งานได้<br>รวมถึง Lobby Actions เพิ่มเติม<br><br>ดำเนินการต่อหรือไม่?"""
CharaSaveFailureMessage01#0,"""ไม่สามารถบันทึกลงใน Memory Card ได้<br>เนื่องจากข้อมูลอาจจะไม่ถูกต้อง"""
CharaSaveFailureMessage02#0,"""ไม่สามารถบันทึกข้อมูลของ Character, Partner Character<br>และ Lobby Actions เพิ่มเติมได้<br>เนื่องจากพื้นที่ว่างใน Memory Card ไม่เพียงพอ<br><br>กรุณาเคลียร์พื้นที่ว่างใน Memory Card<br>อย่างน้อย <$capacity>kb<br>แล้วลองใหม่อีกครั้ง"""
CharaSaveFailureMessage03#0,"""การบันทึกข้อมูลของ Character, Partner Character<br>และ Lobby Actions เพิ่มเติม ล้มเหลว<br>กรุณาใช้งาน \""บันทึกข้อมูล Portrait\""<br>ใหม่อีกครั้ง"""
CharaSaveSucsessMessage01#0,"""บันทึกและอัปเดตข้อมูลของ Character, Partner Character<br>และ Lobby Actions เพิ่มเติมเรียบร้อยแล้ว<br><br>ข้อมูล Character, Partner Character และ<br>Lobby Actions เพิ่มเติมที่บันทึกไว้<br>สามารถนำไปใช้ในโหมด \""Character Portrait\"" ได้<br><br>หากต้องการใช้งาน \""Character Portrait\""<br>กรุณาเลือก \""Character Portrait\""<br>จากเมนูหน้า Title"""
CharaSaveTitle#0,"""บันทึกข้อมูล Portrait"""
CharaSaveHelp#0,"""<c f0df60>บันทึกข้อมูลเพื่อใช้สำหรับโหมด Character Portrait<c>"""
RecruitSearchSelect#0,"""เลือกรูปแบบการแสดงผล"""
RecruitTeamMemberSearch#0,"""แสดงตามจำนวนสมาชิก"""
RecruitTeamLevelSearch#0,"""แสดงตามเลเวล Team"""
RecruitTeamNameSearch#0,"""แสดงตามชื่อ Team"""
RecruitTeamFoundingDateSearch#0,"""แสดงตามวันที่สร้าง (จากใหม่ไปเก่า)"""
RecruitTeamLastLoginDateSearch#0,"""สมาชิกที่ล็อกอินในช่วง 1 ชั่วโมงที่ผ่านมา"""
RecruitTeamFriendSearch#0,"""แสดงตามเพื่อนที่มีร่วมกัน (Mutual Friends)"""
RecruitTeamList#0,"""รายชื่อ Team"""
RecruitTeamLevel#0,"""เลเวล Team"""
RecruitTeamMember#0,"""สมาชิก Team"""
RecruitTeamDetails#0,"""รายละเอียด Team"""
RecruitTeamManager#0,"""ผู้จัดการ Team (Team Managers)"""
RecruitTeamManagerSendMail#0,"""ส่งคำขอเข้าร่วมถึง Team Master"""
RecruitPost#0,"""ตำแหน่ง"""
RecruitTeamInfo#0,"""ข้อมูล Team"""
RecruitTeamFlag#0,"""ธง Team (Team Flag)"""
RecruitMasterComment#0,"""คอมเมนต์จาก Team Master"""
RecruitMemberInfo#0,"""ข้อมูลสมาชิก"""
RecruitFriend#0,"""เพื่อน"""
RecruitBlackList#0,"""บล็อกแล้ว"""
RecruitLastLoginMemberList#0,"""สมาชิกที่ล็อกอินในช่วง 1 ชั่วโมงที่ผ่านมา"""
RecruitLastLoginMemberCount#0,"""$(0)/$(1)"""
RecruitTeamSearching#0,"""กำลังค้นหา..."""
RecruitLevel#0,"""Lv.$(0)"""
RecruitNumber#0,"""$(0)"""
RecruitMemberList#0,"""รายชื่อสมาชิก Team"""
RecruitAdministratorList#0,"""รายชื่อผู้จัดการ Team"""
RecruitMemberMaster#0,"""Team Master"""
RecruitMemberManager#0,"""Manager"""
RecruitMemberCommon#0,"""สมาชิกทั่วไป"""
RecruitMemberVisitor#0,"""ผู้เยี่ยมชม (Visitor)"""
RecruitMailYesNo#0,"""ระบบจะส่งอีเมลไปยัง Team Master เพื่อแจ้งให้ทราบว่าคุณต้องการเข้าร่วม<br>ดำเนินการต่อหรือไม่?"""
RecruitMailYesNoTitle#0,"""ยืนยันการส่งอีเมล"""
RecruitMailSuccess#0,"""ส่งอีเมลแล้ว"""
RecruitMailMiss#0,"""ไม่สามารถส่งอีเมลได้"""
VisiphonMenu_Recruit#0,"""Teams ที่กำลังเปิดรับสมาชิก"""
VisiphonMenu_RecruitHint#0,"""<c f0df60>แสดง Teams ที่กำลังเปิดรับสมาชิกอยู่ในขณะนี้ กรุณาเลือกรูปแบบการแสดงผลที่คุณต้องการ<c>"""
CampaignInfoTitle#0,"""เนื้อหา Campaign"""
CampaignInfoTitle2#0,"""วันหมดอายุของรางวัล"""
CampaignInfoTitle3#0,"""เป้าหมาย/เงื่อนไข"""
CampaignDateNone#0,"""ไม่ได้กำหนด"""
CampaignMessage#0,"""<pict New>มี $(0) Campaign ที่คุณยังไม่ได้รับรางวัล"""
LoginStampTitle#0,"""Login Stamps"""
LoginStampCard#0,"""ดู Stamp Card"""
LoginStampReward#0,"""ดูรางวัล"""
LoginStampTitleHint#0,"""<c f0df60>คุณสามารถดู Stamp Cards และรายการรางวัลได้<c>"""
LoginStampCardHint#0,"""<c f0df60>นี่คือรายการ Stamps ที่ได้รับจนถึงปัจจุบัน<c>"""
LoginStampRewardHint#0,"""<c f0df60>นี่คือรายการรางวัลที่สามารถรับได้จากการสะสม Stamps<c>"""
PeriodNext#0,"""(เวลาที่เหลือ: $(0))"""
VisiphonMenu_Craft#0,"""Craft"""
VisiphonMenu_CraftHint#0,"""<c f0df60>คุณสามารถค้นหา Crafter, ตรวจสอบข้อมูล Craft ต่างๆ และรับไอเทมที่สั่งทำได้<c>"""
CraftInfo#1,"""ข้อมูล Craft"""
Craft_WorkmanSearch#0,"""ค้นหา Crafter"""
Craft_FriendSearch#0,"""ค้นหา Crafter (เพื่อน)"""
Craft_TeamSearch#0,"""ค้นหา Crafter (Team)"""
Craft_Results#0,"""Achievements"""
Craft_Recipe#0,"""ดูสูตร Craft"""
Craft_Favor#0,"""ดู Craft License"""
Craft_CardWriter#0,"""ตรวจสอบ Data Drive"""
Craft_Craft#0,"""Craft"""
Craft_Order#0,"""รอดำเนินการ (Pending)"""
CraftMenu#0,"""เมนู Craft"""
MenuCraft#0,"""การคราฟต์ของฉัน (My Crafts)"""
OrderReceivedListCheck#0,"""คำสั่ง Craft (Crafting Requests)"""
SignboardSetup#0,"""ตั้งค่าป้ายร้าน (Signboard Settings)"""
CraftLearnRecipe#0,"""เรียนรู้สูตร Craft"""
CraftFavorList#0,"""Craft License"""
CraftOrderCheck#0,"""Daily Craft"""
CampaignTopTitle#0,"""ไอเทม Campaign"""
CampaignTopMenu1#0,"""รับไอเทม: Account"""
CampaignTopMenu2#0,"""รับไอเทม: Character"""
VisiphonMenu_Gat#0,"""Gathering"""
VisiphonMenu_GatHint#0,"""<c f0df60>คำอธิบายเกี่ยวกับการ Gathering<c>"""
SiriusMenu#0,"""แลกเปลี่ยน Idola Point"""
SiriusMenu_WindowTitle#0,"""หน้าต่างแลกเปลี่ยน"""
SiriusMenu_Name1#0,"""แลกเปลี่ยน Idola Point"""
SiriusMenu_Name2#0,"""ปิดการแลกเปลี่ยน Idola Point"""
SiriusMenu_Name1_Hint#0,"""<c f0df60>เกี่ยวกับการแลกเปลี่ยน Idola Point<c>"""
SiriusMenu_Name2_Hint#0,"""<c f0df60>ปิด<c>"""
SiriusMenu_Point#0,"""Idola Pts ปัจจุบัน"""
SiriusMenu_Point_Vita#0,"""Idola Pts ปัจจุบัน"""
SiriusMenu_HeadSelect#0,"""<c f0df60>เลือกไอเทมที่ต้องการแลกเปลี่ยน จำนวนครั้งที่สามารถแลกเปลี่ยนได้มีจำกัดในแต่ละสัปดาห์ ซึ่งจะรีเซ็ตทุก <utcdow>วันพุธ 04:00</utcdow><c>"""
VisiphonBuyItem#0,"""ซื้อ/รับรางวัล: Account"""
VisiphonBuyItemMessage#0,"""คุณจะได้รับไอเทมดังต่อไปนี้<br>ต้องการดำเนินการต่อหรือไม่?<br><br>※ไอเทมสามารถรับได้เพียงครั้งเดียวต่อ Account เท่านั้น<br>กรุณาตรวจสอบให้แน่ใจว่าคุณรับไอเทมใน Ship ที่ต้องการแล้ว"""
RecruitTeamManager_None#0,"""ไม่สามารถแสดงผลได้เนื่องจาก Team ถูกยุบไปแล้ว"""
PrizeExchangePoint#0,"""$(0)<pict sirius_icon>"""
PrizeExchangePointRed#0,"""<red>$(0)<c><pict sirius_icon>"""
ExchangeCheckTitle#0,"""ยืนยันการแลกเปลี่ยน"""
ExchangeCheckMessage#0,"""ใช้ $(0)<pict sirius_icon> เพื่อแลกเปลี่ยนกับไอเทมดังต่อไปนี้หรือไม่?<br>"""
ExchangeLimitCheckMessage#0,"""ใช้ $(0)<pict sirius_icon> เพื่อแลกเปลี่ยนกับไอเทมดังต่อไปนี้หรือไม่?<br>(สต็อกสินค้าจะรีเซ็ตทุก <utcdow>วันพุธ 04:00</utcdow>)"""
PreExchangeLimitMessage#0,"""คุณทำการแลกเปลี่ยนไอเทมครบกำหนดแล้ว กรุณากลับมาใหม่ในภายหลัง<br>(สต็อกสินค้าจะรีเซ็ตทุก <utcdow>วันพุธ 04:00</utcdow>)"""
ExchangeLimitMessage#0,"""ถึงขีดจำกัดการแลกเปลี่ยนแล้ว ไม่สามารถแลกเปลี่ยนไอเทมได้"""
ExchangeCancelTitle#0,"""ยกเลิกการแลกเปลี่ยน"""
ExchangeCancelMessage#0,"""คุณต้องการยกเลิกการแลกเปลี่ยนหรือไม่?"""
ExchangePointInsufficient#0,"""Idola Points ไม่เพียงพอ"""
ExchangeResultTitle#0,"""แลกเปลี่ยนไอเทม"""
ExchangeResultMessage1#0,"""แลกเปลี่ยนไอเทมแล้ว"""
ExchangeResultMessage2#0,"""ไม่มีพื้นที่ว่างเพียงพอใน Inventory ของคุณ กรุณาเคลียร์พื้นที่ใน Inventory แล้วกลับมาใหม่อีกครั้ง"""
ExchangeDBAccessMessage#0,"""ไม่สามารถแลกเปลี่ยนไอเทมได้เนื่องจากเกิดข้อผิดพลาด กรุณาลองใหม่อีกครั้งในภายหลัง"""
ItemDateErrorMessage#0,"""ไม่สามารถแลกเปลี่ยนไอเทมได้เนื่องจากดึงข้อมูลล้มเหลว"""
ExpiredErrorMessage#0,"""ไม่สามารถแลกเปลี่ยนไอเทมได้เนื่องจากหมดระยะเวลาแลกเปลี่ยนแล้ว"""
LimitedItem#0,"""<yellow>จำกัดเวลา<c>"""
LimitedItemTitle1#0,"""<yellow>ขีดจำกัดการแลกเปลี่ยน<c>"""
LimitedItemTitle2#0,"""<yellow>วันที่รีเซ็ต<c>"""
LimitedItemText1#0,"""แลกเปลี่ยนได้สูงสุด $(0)"""
LimitedItemText2#0,"""$(0) หรือมากกว่า """
LimitedItemTitle3#0,"""ข้อมูลการแลกเปลี่ยน"""
SiriusShopTitle#0,"""แลกเปลี่ยน Idola Point"""
SiriusShopList#0,"""รายการสินค้า"""
SiriusShopItemPack#0,"""Inventory"""
SiriusShopPossess#0,"""จำนวนที่มีในปัจจุบัน """
SiriusShopProductInfo#0,"""ข้อมูลสินค้า"""
SiriusShopReset#0,"""<yellow>(รีเซ็ตเวลา <utcdow>Wed 4:00</utcdow>)<c>"""
SiriusShopTerm#0,"""<yellow>เวลาที่เหลือ<c>"""
SiriusShop#0,"""Idola Pts รวม"""
PrizeExchangeExchange#0,"""แลกเปลี่ยน"""
Back#2,"""กลับ"""
PrizeExchangeDetails#0,"""รายละเอียดไอเทม"""
Simpleinput#0,"""<pict Sign_SQUARE> ป้อนข้อมูลแบบง่าย (Simple Input)"""
Title#11,"""เมนู Friend Partner"""
Hint#0,"""<c f0df60>คุณสามารถจัดการ Friend Partner ของคุณได้ที่นี่<c>"""
FP_Entry#0,"""ลงทะเบียน Friend Partner"""
FP_List#0,"""ตรวจสอบ Friend Partner"""
FP_Delete#0,"""ลบ Friend Partner"""
FP_EntryHint#0,"""<c f0df60>ลงทะเบียน Character ปัจจุบันเป็น Friend Partner (Team Accessories จะไม่แสดงผล)<c>"""
FP_ListHint#0,"""<c f0df60>แสดงข้อมูลเกี่ยวกับ Friend Partner ปัจจุบันของคุณ<c>"""
FP_DeleteHint#0,"""<c f0df60>ลบ Friend Partner ที่ลงทะเบียนไว้ (คุณสามารถลงทะเบียนใหม่ได้ในภายหลัง)<c>"""
FP_DeleteMessage#0,"""กำลังจะลบ Friend Partner นี้<br>แน่ใจหรือไม่?"""
FP_ListDisableMessage#0,"""คุณยังไม่ได้ลงทะเบียน Friend Partner"""
FP_DeletetDisableMessage#0,"""คุณยังไม่ได้ลงทะเบียน Friend Partner"""
RankingMenuTitle#0,"""เมนู Rankings"""
RankingMenuHint#0,"""<c f0df60>กรุณาเลือก Ranking ที่คุณต้องการตรวจสอบ<c>"""
RankingMenuSurprize#0,"""Interrupt Rankings"""
RankingMenuSurprizeNew#0,"""Rankings ล่าสุด"""
RankingMenuSurprizeOld#0,"""ประวัติ Interrupt Ranking"""
RankinLabelSurprize01#0,"""$(0)~: Enemy Defeat Ranking"""
RankinLabelSurprize02#0,"""$(0) [$(1)]: Time Attack Rankings"""
RankinLabelSurprize03#0,"""$(0) [$(1)]: Riding Quest"""
RankingMenuWeekly#0,"""Weekly Rankings"""
RankingMenuWeeklyProgress#0,"""ความคืบหน้าปัจจุบัน"""
RankingMenuWeeklyNew#0,"""Rankings ล่าสุด"""
RankingMenuWeeklyOld#0,"""Rankings ก่อนหน้า"""
RankingMenuWeekly01#0,"""Rare Container Rankings"""
RankingMenuWeekly02#0,"""Room Visitor Rankings"""
RankingMenuWeekly03#0,"""Time-Attack Rank (Party)"""
RankingMenuWeekly04#0,"""Shared Blocks"""
RankingMenuWeekly05#0,"""Blocks เฉพาะสำหรับ PlayStation®Vita"""
RankingMenuWeekly06#0,"""Time-Attack Solo Rankings"""
RankinLabelWeekly01#0,"""Rare Container Rankings"""
RankinLabelWeekly02#0,"""Room Visitor Rankings"""
RankinLabelWeekly03#0,"""Time Attack Ranking"""
RankingMenuGuild#0,"""Team Rankings"""
RankingMenuGuildProgress#0,"""ความคืบหน้าปัจจุบัน"""
RankingMenuGuildNew#0,"""Rankings ล่าสุด"""
RankingMenuGuildOld#0,"""Rankings ก่อนหน้า"""
RankingMenuGuild01#0,"""Team Point Rankings"""
RankingMenuGuild02#0,"""Rare Item Obtain Rankings"""
RankinLabelGuild01#0,"""Team Point Rankings"""
RankinLabelGuild02#0,"""Rare Item Obtain Rankings"""
RankingText01#0,"""ระยะเวลา Ranking"""
RankingText02#0,"""อัปเดต <utcdow>Sun.22:00</utcdow>"""
RankingText03#0,"""ระยะเวลา Ranking"""
RankingText04#0,"""Rankings"""
RankingText05#0,"""ชื่อ Character/ชื่อ Player ID"""
RankingText06#0,"""ผลลัพธ์ (Results)"""
RankingText07#0,"""อันดับของคุณ"""
RankingText07_SeasonEvent#0,"""อันดับปัจจุบัน"""
RankingText08#0,"""รายชื่อ Ranking"""
RankingText09#0,"""Team Ranking"""
RankingText10#0,"""ชื่อ Team"""
RankingText11#0,"""ชื่อ Character"""
RankingText12#0,"""ชื่อ Player ID"""
RankingTab01#0,"""ทั้งหมด (Overall)"""
RankingTab02#0,"""ในหมู่เพื่อน (Amongst Friends)"""
RankingTab03#0,"""ในหมู่สมาชิก Team (Amongst Team Members)"""
RankingTab04#0,"""ทั้งหมด (Overall)"""
RankingTab05#0,"""รอบๆ Team"""
RankingTab06#0,"""รอบๆ ตัวคุณ"""
RankingPopup#0,"""$(0) ครั้งก่อน"""
RankingSurprizeNewHint#0,"""<c f0df60>นี่คือ Interrupt Rankings ล่าสุด<c>"""
RankingSurprizeOldHint#0,"""<c f0df60>นี่คือ Interrupt Rankings ในอดีต<c>"""
RankingWeeklyProgressHint#0,"""<c f0df60>นี่คือความคืบหน้าของ Weekly Rankings<c>"""
RankingWeeklyNewHint#0,"""<c f0df60>นี่คือ Weekly Rankings ล่าสุด<c>"""
RankingWeeklyOldHint#0,"""<c f0df60>นี่คือ Weekly Rankings ในอดีต<c>"""
RankingGuildProgressHint#0,"""<c f0df60>นี่คือความคืบหน้าของ Team Rankings<c>"""
RankingGuildNewHint#0,"""<c f0df60>นี่คือ Team Rankings ล่าสุด<c>"""
RankingGuildOldHint#0,"""<c f0df60>นี่คือ Team Rankings ก่อนหน้า<c>"""
RankingNoData#0,"""ไม่มีข้อมูลสำหรับ Ranking นี้"""
RankingRankVita#0,"""อันดับ $(0)"""
RankingPointVita#0,"""(ผลลัพธ์ $(0))"""
RankingPointVita_SeasonEvent#0,"""(คะแนนปัจจุบัน $(0))"""
RankingNoTeam#0,"""ไม่มี Team นี้อยู่"""
RankingPointString#0,"""$(0) pt"""
RankingError_Title#0,"""ประกาศ (Notice)"""
RankingError_Msg#0,"""ข้อมูล Ranking ไม่สามารถ<br>ใช้งานได้ชั่วคราว"""
ArksRanking_Title#0,"""ARKS League"""
ArksRanking_Rank#0,"""Rank"""
ArksRanking_Reward#0,"""รางวัล (Reward)"""
ArksRanking_TopTitle#0,"""เมนู ARKS League"""
ArksRanking_New#0,"""ข้อมูล League ล่าสุด"""
ArksRanking_History#0,"""บันทึก ARKS League"""
ArksRanking_Back#0,"""กลับ"""
ArksRanking_HistoryNum#0,"""$(0) ครั้งก่อน"""
ArksRanking_WhatsNew#0,"""($(0))"""
ArksRanking_NoRanking#0,"""ไม่มีข้อมูล Ranking"""
ArksRanking_NoReward#0,"""ไม่มีข้อมูลรางวัล"""
ArksRanking_Com#0,"""กำลังส่งข้อมูล"""
ArksRanking_WaitResult#0,"""กำลังรวบรวมผลลัพธ์"""
ArksRanking_NotPlay#0,"""ขณะนี้ยังไม่เปิด"""
ArksRanking_NoJoin#0,"""คุณไม่ได้เข้าร่วม League นี้"""
ArksRanking_NoJoin2#0,"""หมดระยะเวลาเข้าร่วม League นี้แล้ว"""
ArksRanking_Stop#0,"""ไม่สามารถใช้งานได้ชั่วคราว"""
ArksRanking_GetReward#0,"""ได้รับรางวัล ARKS League"""
ArksRanking_RewardConfirm#0,"""ได้รับไอเทมดังต่อไปนี้<br>เป็นรางวัล ARKS League"""
ArksRanking_GetReward_Log#0,"""ได้รับรางวัล ARKS League แล้ว"""
ArksRanking_Title_Enemy#0,"""$(0) Lv.$(1)+: Enemy Defeat League"""
ArksRanking_Title_Enemy2#0,"""$(0): Enemy Defeat League"""
ArksRanking_Title_Quest#0,"""$(0) [$(1)]: Time Attack League"""
ArksRanking_Title_Quest2#0,"""$(0): Time Attack League"""
ArksRanking_Title_ItemDrop#0,"""$(0): Item Collection League"""
ArksRanking_Title_Fishing#0,"""$(0): Fish Size League"""
ArksRanking_Title_Meseta#0,"""Meseta Earning League"""
ArksRanking_Title_QuestClear#0,"""$(0): Quest Clear Count League"""
ArksRanking_Title_QuestClear_S#0,"""$(0)\u3000เฉพาะ Rank/$(1): Quest Clear Count League"""
ArksRanking_Title_Ride_High#0,"""Riding Quest [$(0)]: High Score League"""
ArksRanking_Title_Ride_Total#0,"""Riding Quest [$(0)]: Total Score League"""
ArksRanking_Title_Score_High#0,"""$(0) [$(1)]: High Score League"""
ArksRanking_Title_Score_Total#0,"""$(0) [$(1)]: Total Score League"""
ArksRanking_Title_Score_Armada#0,"""Fleet Int.: Point League"""
ArksRanking_NoMark#0,"""-"""
ArksRanking_RankData#0,"""อันดับ $(0)"""
ArksRanking_RankData2#0,"""อันดับ $(0) ～ $(1)"""
ArksRankingError_Title#0,"""ประกาศ (Notice)"""
ArksRankingError_Msg#0,"""ARKS League ไม่สามารถ<br>ใช้งานได้ชั่วคราว"""
ArksRankingText01#0,"""ระยะเวลากิจกรรม"""
ArksRankingText02#0,"""Rank"""
ArksRankingText03#0,"""ชื่อ Character/ชื่อ Player ID"""
ArksRankingText04#0,"""ผลลัพธ์ (Results)"""
ArksRankingText05#0,"""อันดับของคุณ"""
ArksRankingText06#0,"""รายชื่อ Ranking"""
ArksRanking_Float#0,"""$(0).$(1)"""
ClearRank_S#0,"""S"""
ClearRank_A#0,"""A"""
ClearRank_B#0,"""B"""
ClearRank_C#0,"""C"""
Gmmessage_Title#0,"""ข้อความจากผู้ดูแลระบบ (Administrator Message)"""
Gmmessage_AlertTitle#0,"""คำเตือนจากผู้ดูแลระบบ (Administrator Warning)"""
QuestWarpTitle#0,"""เลือกจุดหมายปลายทาง"""
QuestWarpStart#0,"""จุดเริ่มต้น (Start Point)"""
QuestWarpTelepipe#0,"""Telepipe"""
QuestWarpMostPopulousChip#0,"""จุดที่มีผู้เล่นมากที่สุด"""
SynchronizeTitle#0,"""สมาชิกที่เข้าร่วม"""
SynchronizeMyParty#0,"""Party ของคุณ"""
SynchronizeMemberName#0,"""ชื่อสมาชิก"""
SynchronizeStageClear#0,"""Stage"""
SynchronizeQuestName#0,"""ชื่อ Quest"""
SynchronizeBossTitle#0,"""Teleporter"""
SynchronizeStartTitle#0,"""ประตูเริ่มต้น (Start Gate)"""
SynchronizeBossMessage#0,"""Teleporter นี้จะทำงานอัตโนมัติ<br>เมื่อสมาชิกทุกคนมาถึง<br><br>นอกจากนี้ Party Leader สามารถออกเดินทางก่อนได้<br>พร้อมกับสมาชิกที่กำลังใช้งาน Teleporter อยู่"""
SynchronizeBossMessage_ex#0,"""Teleporter นี้จะทำงานอัตโนมัติ<br>เมื่อสมาชิกทุกคนมาถึง"""
SynchronizeStartMessage#0,"""ประตูนี้จะเปิดอัตโนมัติเมื่อสมาชิกทุกคนมาถึง"""
SynchronizeButtonForward#0,"""เริ่มการเคลื่อนย้าย"""
SynchronizeButtonRemove#0,"""ออกจาก Teleporter"""
SynchronizeStartButtonRemove#0,"""ออกจากประตู"""
SynchronizeInaccessible#0,"""ไม่สามารถใช้ Teleporter นี้ได้ในขณะนี้<br><br>จะสามารถใช้งานได้อีกครั้ง<br>หลังจากผ่านไปสักระยะหนึ่ง"""
SynchronizeTransferStart#0,"""Teleporter ทำงานแล้ว กำลังเริ่มการเคลื่อนย้าย"""
SynchronizeMultiBossWakeUp#0,"""เปิดใช้งาน Teleporter หรือไม่?"""
SynchronizeMultiBossMessage#0,"""Teleporter ทำงานแล้ว<br>ในอีก 30 วินาที สมาชิกทุกคนที่อยู่ใน Teleporter จะถูกส่งตัว<br><br>หยุดการทำงานของ Teleporter หรือไม่?"""
SynchronizeMultiBossMessageExc#0,"""Teleporter ทำงานแล้ว<br>หลังจากผ่านไปสักระยะหนึ่ง สมาชิกทุกคนที่อยู่ใน Teleporter จะถูกส่งตัว<br><br>หยุดการทำงานของ Teleporter หรือไม่?"""
SynchronizeMultiBossRemove#0,"""หยุดการทำงานของ Teleporter"""
SynchronizeMultiBossGoto#0,"""Teleporter ทำงานแล้ว กรุณามุ่งหน้าไปยัง Teleporter ภายใน 30 วินาที"""
SynchronizeMultiBossGotoExc#0,"""Teleporter ทำงานแล้ว กรุณามุ่งหน้าไปยัง Teleporter ภายในเวลาที่กำหนด"""
SynchronizeMultiBossTrans#0,"""การนับถอยหลังเสร็จสิ้น กำลังเริ่มการเคลื่อนย้าย"""
SynchronizeStartOpen#0,"""สมาชิกทุกคนมาถึงแล้ว ประตูจะเปิดออกหลังจากนับถอยหลัง"""
PaidItemListTitle#0,"""ไอเทมที่ต้องการ (Required Items)"""
PaidErrorTitle#0,"""ไอเทมที่ต้องการไม่เพียงพอ"""
PaidErrorInsufficient1#0,"""ขาดไอเทมดังต่อไปนี้"""
PaidErrorInsufficient2#0,"""จำเป็นต้องใช้ไอเทมด้านบน<br>เพื่อเริ่ม Quest นี้"""
PaidErrorBonusGame#0,"""คุณไม่มี Key ที่ถูกต้องในการเริ่ม Quest นี้"""
PaidTitle#0,"""ประตูเริ่มต้น (Start Gate)"""
PaidLeaderMessage#0,"""หาก Leader เป็นผู้จ่ายรวบยอด<br>จำเป็นต้องใช้จำนวนไอเทมที่แสดงใน<br>\""ไอเทมที่ต้องการ\"" ในขณะนี้<br><br>ตกลงหรือไม่?"""
PaidMemberMessage#0,"""ระบบจะหัก \""ไอเทมที่ต้องการ\"" เพื่อเริ่ม<br>Quest หากมีการยกเลิก Quest หรือหลุดการเชื่อมต่อ<br>ไอเทมเหล่านี้จะไม่ได้รับคืน ตกลงหรือไม่?"""
PaidMemberMessage2#0,"""ระบบจะหัก \""ไอเทมที่ต้องการ\"" เพื่อเริ่ม<br>Quest หากมีการยกเลิก Quest หรือหลุดการเชื่อมต่อ<br>ไอเทมเหล่านี้จะไม่ได้รับคืน ตกลงหรือไม่?<br><br>Stage ที่เลือก: $(0)"""
PaidBonusGameMessage#0,"""จำเป็นต้องจ่ายไอเทมต่อไปนี้เพื่อเริ่ม Quest:<br><yellow>$(0)<c><br><br>โปรดทราบว่าหากยกเลิก Quest หรือหลุดการเชื่อมต่อ<br>จนทำให้ Quest สิ้นสุดลง ไอเทมที่ใช้ไปรวมถึงสิทธิ์<br>ในการเริ่ม Quest จะไม่ได้รับคืน<br>เริ่ม Quest หรือไม่?"""
PaidButtonYes#0,"""ยืนยัน (Confirm)"""
PaidButtonNo#0,"""ยกเลิก (Cancel)"""
