CorrectionAssignMapTitle#0,"""การกู้คืนการตั้งค่าปุ่ม"""
Config_Reb_028_Select_0#0,"""ซิงค์กัน"""
Config_Reb_028_Select_1#0,"""ไม่ซิงค์กัน"""
Config_Reb_029_Name#0,"""ตั้งค่า Lock-On"""
Config_Reb_029_Hint#0,"""เลือกรูปแบบการทำงานของ Lock-On<br>กำหนดว่าจะ Lock-On ด้วยการคลิกปุ่มหนึ่งครั้ง หรือกดปุ่มค้างไว้"""
Config_Reb_029_Select_0#0,"""กดครั้งเดียว"""
Config_Reb_029_Select_1#0,"""กดค้าง"""
Config_Reb_030_Name#0,"""สลับเป้าหมาย Lock-On ด้วย <%RStick>"""
Config_Reb_030_Hint#0,"""เมื่อเปิดใช้งาน จะสามารถเปลี่ยนเป้าหมาย Lock-On ได้ด้วย <%RStick>."""
Config_Reb_030_Select_0#0,"""ไม่ใช้งาน"""
Config_Reb_030_Select_1#0,"""ใช้งาน"""
Config_Reb_031_Name#0,"""ตั้งค่าการสลับ Palette"""
Config_Reb_031_Hint#0,"""ตั้งค่าวิธีการสลับ Palette<br><br>เลือกเพื่อสลับ Palette เฉพาะตอนที่กดปุ่มค้างไว้เท่านั้น"""
Config_Reb_031_Select_0#0,"""กดครั้งเดียว"""
Config_Reb_031_Select_1#0,"""กดค้าง"""
Config_Reb_032_Name#0,"""ตั้งค่ากดปุ่มเคลื่อนที่สองครั้งเพื่อหลบหลีก"""
Config_Reb_032_Hint#0,"""คุณสามารถตั้งค่าระยะเวลาในการกดปุ่มเคลื่อนที่ ([W]/[A]/[S]/[D]) บนคีย์บอร์ดเพื่อทำแอ็กชันหลบหลีกได้"""
Config_Reb_032_Select_0#0,"""เว้นจังหวะนาน"""
Config_Reb_032_Select_1#0,"""เว้นจังหวะปานกลาง"""
Config_Reb_032_Select_2#0,"""เว้นจังหวะสั้น"""
Config_Reb_032_Select_3#0,"""ปิดใช้งาน"""
Config_Reb_033_Name#0,"""มุมมองปกติ: การหมุนกล้อง"""
Config_Reb_033_Hint#0,"""ตั้งค่าความเร็วการหมุนกล้องแนวนอน<br>※เฉพาะมุมมองปกติเท่านั้น"""
Config_Reb_033_Select_0#0,"""ปกติ"""
Config_Reb_033_Select_1#0,"""กลับด้าน"""
Config_Reb_034_Name#0,"""มุมมองปกติ: การหมุนกล้องแนวตั้ง"""
Config_Reb_034_Hint#0,"""ตั้งค่าทิศทางการหมุนกล้องแนวตั้ง<br>※เฉพาะมุมมองปกติเท่านั้น"""
Config_Reb_034_Select_0#0,"""ปกติ"""
Config_Reb_034_Select_1#0,"""กลับด้าน"""
Config_Reb_035_Name#0,"""มุมมองปกติ: การหมุนกล้องแนวนอน"""
Config_Reb_035_Hint#0,"""ตั้งค่าความเร็วการหมุนกล้องแนวนอน<br>※เฉพาะมุมมองปกติเท่านั้น"""
Config_Reb_036_Name#0,"""มุมมองปกติ: ความเร็วการหมุนแนวตั้ง"""
Config_Reb_036_Hint#0,"""ตั้งค่าความเร็วการหมุนกล้องแนวตั้ง<br>※เฉพาะมุมมองปกติเท่านั้น"""
Config_Reb_037_Name#0,"""มุมมองปกติ: ลำดับความสำคัญของการควบคุมกล้องด้วยเมาส์"""
Config_Reb_037_Hint#0,"""เเมื่อใช้เมาส์ ให้เลือกว่าจะให้ความสำคัญกับมุมกล้องหรือเคอร์เซอร์เมาส์<br>※เฉพาะมุมมองปกติเท่านั้น"""
Config_Reb_037_Select_0#0,"""ควบคุมกล้อง"""
Config_Reb_037_Select_1#0,"""ควบคุมเคอร์เซอร์"""
Config_Reb_038_Name#0,"""มุมมองข้ามไหล่: การหมุนกล้อง"""
Config_Reb_038_Hint#0,"""ตั้งค่าความเร็วการหมุนกล้องแนวนอน<br>※เฉพาะมุมมองข้ามไหล่เท่านั้น"""
Config_Reb_038_Select_0#0,"""ปกติ"""
Config_Reb_038_Select_1#0,"""กลับด้าน"""
Config_Reb_039_Name#0,"""มุมมองข้ามไหล่: การหมุนกล้องแนวตั้ง"""
Config_Reb_039_Hint#0,"""ตั้งค่าทิศทางการหมุนกล้องแนวตั้ง<br>※เฉพาะมุมมองข้ามไหล่เท่านั้น"""
Config_Reb_039_Select_0#0,"""ปกติ"""
Config_Reb_039_Select_1#0,"""กลับด้าน"""
Config_Reb_040_Name#0,"""มุมมองข้ามไหล่: การหมุนกล้องแนวนอน"""
Config_Reb_040_Hint#0,"""ตั้งค่าความเร็วการหมุนกล้องแนวนอน<br>※เฉพาะมุมมองข้ามไหล่เท่านั้น"""
Config_Reb_041_Name#0,"""มุมมองข้ามไหล่: ความเร็วการหมุนแนวตั้ง"""
Config_Reb_041_Hint#0,"""ตั้งค่าความเร็วการหมุนกล้องแนวตั้ง<br>※เฉพาะมุมมองข้ามไหล่เท่านั้น"""
Config_Reb_042_Name#0,"""มุมมองข้ามไหล่: ลำดับความสำคัญของการควบคุมกล้องด้วยเมาส์"""
Config_Reb_042_Hint#0,"""เมื่อใช้เมาส์ ให้เลือกว่าจะให้ความสำคัญกับมุมกล้องหรือเคอร์เซอร์เมาส์<br>※เฉพาะมุมมองข้ามไหล่เท่านั้น"""
Config_Reb_042_Select_0#0,"""ควบคุมกล้อง"""
Config_Reb_042_Select_1#0,"""ควบคุมเคอร์เซอร์"""
Config_Reb_047_Name#0,"""ตั้งค่า Direct Chat"""
Config_Reb_047_Hint#0,"""หากเปิดใช้งาน ปุ่มบนคีย์บอร์ดทั้งหมดจะถูกใช้สำหรับการแชทเท่านั้น<br><yellow>※ปุ่ม [ScrollLock] จะสามารถเปลี่ยนการตั้งค่านี้ได้ตลอดเวลา<c>"""
Config_Reb_047_Select_0#0,"""ปิดใช้งาน"""
Config_Reb_047_Select_1#0,"""เปิดใช้งาน"""
Config_Reb_048_Name#0,"""ตั้งค่า Autoword"""
Config_Reb_048_Hint#0,"""ตั้งค่าว่าจะใช้ Autoword หรือไม่<br><yellow>※หากคุณตั้งค่า Autoword ไว้ การเลือก 'ปิดใช้งาน' จะระงับไม่ให้ข้อความทำงาน<c>"""
Config_Reb_048_Select_0#0,"""ปิดใช้งาน"""
Config_Reb_048_Select_1#0,"""เปิดใช้งาน"""
Config_Reb_049_Name#0,"""แสดง Autoword ของผู้อื่น (อีเวนต์)"""
Config_Reb_049_Hint#0,"""ตั้งค่าว่าจะให้แสดง Autoword ประเภทอีเวนต์จากผู้อื่นหรือไม่"""
Config_Reb_049_Select_0#0,"""ไม่แสดง"""
Config_Reb_049_Select_1#0,"""แสดง"""
Config_Reb_091_Name#0,"""แสดง Autoword ของผู้อื่น (สมาชิก)"""
Config_Reb_091_Hint#0,"""ตั้งค่าว่าจะให้แสดง Autoword ประเภทสมาชิกจากผู้อื่นหรือไม่"""
Config_Reb_091_Select_0#0,"""ไม่แสดง"""
Config_Reb_091_Select_1#0,"""แสดง"""
Config_Reb_092_Name#0,"""แสดง Autoword ของผู้อื่น (แอ็กชัน)"""
Config_Reb_092_Hint#0,"""ตั้งค่าว่าจะให้แสดง Autoword ประเภทแอ็กชันจากผู้อื่นหรือไม่"""
Config_Reb_092_Select_0#0,"""ไม่แสดง"""
Config_Reb_092_Select_1#0,"""แสดง"""
Config_Reb_050_Name#0,"""แสดง Autoword ในบันทึกแชท"""
Config_Reb_050_Hint#0,"""ตั้งค่าว่าจะให้แสดง Autoword ในบันทึกแชทหรือไม่"""
Config_Reb_050_Select_0#0,"""ไม่แสดง"""
Config_Reb_050_Select_1#0,"""แสดง"""
Config_Reb_051_Name#0,"""อ้างอิงจดหมายเมื่อตอบกลับ"""
Config_Reb_051_Hint#0,"""ตั้งค่าว่าจะให้อ้างอิงข้อความจดหมายในการตอบกลับหรือไม่"""
Config_Reb_051_Select_0#0,"""ไม่อ้างอิง"""
Config_Reb_051_Select_1#0,"""อ้างอิง"""
Config_Reb_052_Name#0,"""ตั้งค่าเอฟเฟกต์แรร์ดรอป: อาวุธ/ชุดเกราะ"""
Config_Reb_151_Name#0,"""ตั้งค่าเอฟเฟกต์แรร์ดรอป: ไอเทมวัตถุดิบ"""
Config_Reb_052_Hint#0,"""ตั้งค่าระดับความแรร์ขั้นต่ำที่จะให้แสดงเอฟเฟกต์ภาพและเสียงของแรร์ดรอป<br><br>ไอเทมที่มีผล:<br>・อาวุธ<br>・ชุดเกราะ"""
Config_Reb_151_Hint#0,"""ตั้งค่าระดับความแรร์ขั้นต่ำที่จะให้แสดงเอฟเฟกต์ภาพและเสียงของแรร์ดรอป<br><br>ไอเทมที่มีผล:<br>・คอสตูม/ชิ้นส่วน<br>・พรางอาวุธ<br>・ไอเทมกดใช้<br>・ไอเทมวัตถุดิบ"""
Config_Reb_053_Name#0,"""การแสดงแชททีม"""
Config_Reb_053_Hint#0,"""ตั้งค่าว่าจะให้แสดงแชททีมจากผู้เล่นอื่นหรือไม่"""
Config_Reb_053_Select_0#0,"""แสดงทั้งหมด"""
Config_Reb_053_Select_1#0,"""เฉพาะพื้นที่เดียวกัน"""
Config_Reb_053_Select_2#0,"""ไม่แสดง"""
Config_Reb_054_Name#0,"""ตั้งค่าการแสดงผล Symbol Art"""
Config_Reb_054_Hint#0,"""เลือกว่าจะแสดงหรือซ่อน Symbol Art"""
Config_Reb_054_Select_0#0,"""ไม่แสดง"""
Config_Reb_054_Select_1#0,"""แสดง"""
Config_Reb_118_Name#0,"""การแสดงผล Symbol Art: พื้นที่"""
Config_Reb_118_Hint#0,"""ตั้งค่าว่าจะให้แสดง Symbol Art จากแชทพื้นที่หรือไม่<br><br><yellow>※หากตั้งค่าเป็น 【 แสดงบางส่วน 】 คุณจะเห็นเฉพาะ Symbol Art จากตัวคุณเอง, เพื่อน, สมาชิกปาร์ตี้ และสมาชิกทีมเท่านั้น<c>"""
Config_Reb_118_Select_0#0,"""ปิดใช้งาน"""
Config_Reb_118_Select_1#0,"""แสดงบางส่วน"""
Config_Reb_118_Select_2#0,"""แสดง"""
Config_Reb_119_Name#0,"""การแสดงผล Symbol Art: ปาร์ตี้"""
Config_Reb_119_Hint#0,"""ตั้งค่าว่าจะให้แสดง Symbol Art จากแชทปาร์ตี้หรือไม่<br><br><yellow>※หากตั้งค่าเป็น 【 ปิดใช้งาน 】 คุณจะไม่เห็น Symbol Art จากตัวคุณเองหรือผู้เล่นอื่น<c>"""
Config_Reb_120_Name#0,"""การแสดงผล Symbol Art: ทีม"""
Config_Reb_120_Hint#0,"""ตั้งค่าว่าจะให้แสดง Symbol Art จากแชททีมหรือไม่<br><br><yellow>※หากตั้งค่าเป็น 【 ปิดใช้งาน 】 คุณจะไม่เห็น Symbol Art จากตัวคุณเองหรือผู้เล่นอื่น<c>"""
Config_Reb_121_Name#0,"""การแสดงผล Symbol Art: กลุ่ม"""
Config_Reb_121_Hint#0,"""ตั้งค่าว่าจะให้แสดง Symbol Art จากแชทกลุ่มหรือไม่<br><br><yellow>※หากตั้งค่าเป็น 【 ปิดใช้งาน 】 คุณจะไม่เห็น Symbol Art จากตัวคุณเองหรือผู้เล่นอื่น<c>"""
Config_Reb_055_Name#0,"""ตั้งค่าชื่อสำหรับทีม, กลุ่ม หรือ Whisper"""
Config_Reb_055_Hint#0,"""ตั้งค่าว่าจะให้แสดงชื่อ Player ID หรือชื่อตัวละครในแชทกลุ่ม, แชททีม และ Whisper"""
Config_Reb_055_Select_0#0,"""ใช้ชื่อ Player ID"""
Config_Reb_055_Select_1#0,"""ใช้ชื่อตัวละคร"""
Config_Reb_056_Name#0,"""สีพื้นหลังแชท"""
Config_Reb_056_Hint#0,"""ตั้งค่าสีพื้นหลังของแชทให้สอดคล้องกับคนที่คุณกำลังคุยด้วย"""
Config_Reb_056_Select_0#0,"""ไม่เปลี่ยนตามสีแชท"""
Config_Reb_056_Select_1#0,"""เปลี่ยนตามสีแชท"""
Config_Reb_057_Name#0,"""ระดับเสียง BGM"""
Config_Reb_057_Hint#0,"""ตั้งค่าระดับเสียง BGM"""
Config_Reb_058_Name#0,"""ระดับเสียง SE"""
Config_Reb_058_Hint#0,"""ตั้งค่าระดับเสียง SE"""
Config_Reb_059_Name#0,"""ระดับเสียงพากย์ (ตัวละครผู้เล่น)"""
Config_Reb_153_Name#0,"""ระดับเสียงพากย์ (ตัวละครอื่นๆ)"""
Config_Reb_059_Hint#0,"""ตั้งค่าระดับเสียงพากย์สำหรับตัวละครผู้เล่น"""
Config_Reb_153_Hint#0,"""ตั้งค่าระดับเสียงพากย์สำหรับตัวละครอื่นๆ"""
Config_Reb_060_Name#0,"""ระดับเสียงวิดีโอในเกม"""
Config_Reb_060_Hint#0,"""ตั้งค่าระดับเสียงของวิดีโอในเกม"""
Config_Reb_061_Name#0,"""เสียงรอบทิศทาง"""
Config_Reb_061_Hint#0,"""สลับเปิด/ปิดเอฟเฟกต์เสียงรอบทิศทาง"""
Config_Reb_061_Select_0#0,"""ปิด"""
Config_Reb_061_Select_1#0,"""เปิด"""
Config_Reb_062_Name#0,"""เสียงยังเล่นอยู่ขณะพับจอ"""
Config_Reb_062_Hint#0,"""ตั้งค่าว่าจะให้เล่นเสียงหรือไม่เมื่อหน้าต่างเกมไม่ได้เปิดใช้งานอยู่"""
Config_Reb_062_Select_0#0,"""ปิด"""
Config_Reb_062_Select_1#0,"""เปิด"""
Config_Reb_063_Name#0,"""ตั้งค่ารูปแบบสกรีนช็อต"""
Config_Reb_063_Hint#0,"""เลือกรูปแบบไฟล์ที่จะใช้สำหรับสกรีนช็อต"""
Config_Reb_063_Select_0#0,"""JPEG"""
Config_Reb_063_Select_1#0,"""PNG"""
Config_Reb_063_Select_2#0,"""BMP"""
Config_Reb_064_Name#0,"""ตั้งค่าการแสดง UI ในสกรีนช็อต"""
Config_Reb_064_Hint#0,"""ตั้งค่าว่าจะให้แสดงอินเทอร์เฟซ (รวมถึงหน้าต่างต่างๆ) ในสกรีนช็อตหรือไม่<br>※มีผลเฉพาะกับฟังก์ชันในเกมเท่านั้น"""
Config_Reb_064_Select_0#0,"""แสดงเสมอ"""
Config_Reb_064_Select_1#0,"""แสดงเฉพาะบอลลูน"""
Config_Reb_064_Select_2#0,"""ปิดใช้งาน (แสดงเมื่อกด CTRL ค้างไว้)"""
Config_Reb_065_Name#0,"""แหล่งกำเนิดแสงจากเอฟเฟกต์"""
Config_Reb_065_Hint#0,"""ตั้งค่าว่าคุณต้องการให้แสงจากเอฟเฟกต์ของเกมเปิดหรือปิด<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_065_Select_0#0,"""ปิด"""
Config_Reb_065_Select_1#0,"""เปิด"""
Config_Reb_066_Name#0,"""แสงสว่างของสภาพแวดล้อม"""
Config_Reb_066_Hint#0,"""เปิดหรือปิดเอฟเฟกต์แสงสว่างของสภาพแวดล้อม<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_066_Select_0#0,"""ปิด"""
Config_Reb_066_Select_1#0,"""เปิด"""
Config_Reb_138_Name#0,"""Bloom"""
Config_Reb_138_Hint#0,"""สร้างเอฟเฟกต์บนหน้าจอเมื่อมองวัตถุที่สว่างมาก<br><br>การตั้งค่านี้เป็น 0 จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_067_Name#0,"""Bloom"""
Config_Reb_067_Hint#0,"""สร้างเอฟเฟกต์บนหน้าจอเมื่อมองวัตถุที่สว่างมาก<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_067_Select_0#0,"""ปิด"""
Config_Reb_067_Select_1#0,"""เปิด"""
Config_Reb_068_Name#0,"""Depth of Field"""
Config_Reb_068_Hint#0,"""จำลองการเบลอตามธรรมชาติของชั้นบรรยากาศสำหรับวัตถุที่อยู่ไกล<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_068_Select_0#0,"""ปิด"""
Config_Reb_068_Select_1#0,"""เปิด"""
Config_Reb_137_Name#0,"""Motion Blur"""
Config_Reb_137_Hint#0,"""ใช้เอฟเฟกต์เบลอกับการเคลื่อนไหวของกล้องและวัตถุที่เคลื่อนที่อย่างรวดเร็ว<br><br>การตั้งค่านี้เป็น 0 จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_069_Name#0,"""Motion Blur"""
Config_Reb_069_Hint#0,"""เปิดหรือปิดเอฟเฟกต์เบลอภาพ<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_069_Select_0#0,"""ปิด"""
Config_Reb_069_Select_1#0,"""เปิด"""
Config_Reb_070_Name#0,"""เอฟเฟกต์ลำแสง"""
Config_Reb_070_Hint#0,"""เปิดหรือปิดการแสดงผลของลำแสงอาทิตย์<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_070_Select_0#0,"""ปิด"""
Config_Reb_070_Select_1#0,"""เปิด"""
Config_Reb_071_Name#0,"""Anti-aliasing"""
Config_Reb_071_Hint#0,"""เปิดหรือปิดการลบรอยหยัก (Anti-aliasing)<br>การปิดใช้งานจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย<br><br><yellow>※หากคุณตั้งค่านี้ให้รวม TAA บางสิ่ง<br>\u3000 อาจมีรูปร่างหน้าตาเปลี่ยนไป<br>\u3000 เช่น ไอเทมจาก [PSO2]<c>"""
Config_Reb_071_Select_0#0,"""ปิด"""
Config_Reb_071_Select_1#0,"""FXAA"""
Config_Reb_071_Select_2#0,"""TAA"""
Config_Reb_071_Select_3#0,"""TAA + FXAA"""
Config_Reb_072_Name#0,"""ระดับเสียง Voice Chat"""
Config_Reb_072_Hint#0,"""ตั้งค่าระดับเสียงสำหรับ Voice Chat ที่ได้รับ"""
Config_Reb_072_Select_0#0,"""-"""
Config_Reb_072_Select_1#0,"""-"""
Config_Reb_073_Name#0,"""การแสดงแชทกลุ่ม"""
Config_Reb_073_Hint#0,"""ตั้งค่าว่าจะให้แสดงแชทกลุ่มจากผู้เล่นอื่นหรือไม่"""
Config_Reb_073_Select_0#0,"""-"""
Config_Reb_073_Select_1#0,"""-"""
Config_Reb_074_Name#0,"""Ambient Occlusion"""
Config_Reb_074_Hint#0,"""เอฟเฟกต์การให้แสงและเงาที่ออกแบบมาเพื่อเพิ่มความสมจริงของแสง<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_074_Select_0#0,"""ปิด"""
Config_Reb_074_Select_1#0,"""เปิด"""
Config_Reb_075_Name#0,"""Peripheral Dimming"""
Config_Reb_075_Hint#0,"""เอฟเฟกต์ที่ช่วยให้ขอบหน้าจอมืดลงอย่างเป็นธรรมชาติ<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_075_Select_0#0,"""ปิด"""
Config_Reb_075_Select_1#0,"""เปิด"""
Config_Reb_076_Name#0,"""Color Tone Curve"""
Config_Reb_076_Hint#0,"""เอฟเฟกต์ที่ส่งผลต่อโทนสี ความสว่าง และคอนทราสต์ของทั้งหน้าจอ<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_076_Select_0#0,"""ปิด"""
Config_Reb_076_Select_1#0,"""เปิด"""
Config_Reb_077_Name#0,"""-"""
Config_Reb_077_Hint#0,"""-"""
Config_Reb_077_Select_0#0,"""-"""
Config_Reb_077_Select_1#0,"""-"""
Config_Reb_078_Name#0,"""Dynamic Resolution Scaling"""
Config_Reb_078_Hint#0,"""เอฟเฟกต์ที่มีจุดประสงค์เพื่อรักษาเฟรมเรตให้คงที่มากขึ้นโดยแลกกับความละเอียดที่ลดลง<br><br>การตั้งค่านี้เป็น ปิด อาจทำให้เฟรมเรตลดลงในจุดที่มีการประมวลผลหนัก"""
Config_Reb_078_Select_0#0,"""ปิด"""
Config_Reb_078_Select_1#0,"""เปิด"""
Config_Reb_079_Name#0,"""จำนวนโมเดลที่จะแสดงรายละเอียด"""
Config_Reb_079_Hint#0,"""ตั้งค่าจำนวนตัวละครที่จะให้แสดงผลแบบมีรายละเอียด<br><br>ค่าที่ต่ำลงอาจช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_080_Name#0,"""ความโปร่งใสของเอฟเฟกต์ผู้เล่นอื่น"""
Config_Reb_080_Hint#0,"""ตั้งค่าระดับการมองเห็นเอฟเฟกต์ภาพของผู้เล่นอื่นที่อยู่ใกล้เคียง<br><br>ค่าที่ต่ำลงจะทำให้มองเห็นได้น้อยลง"""
Config_Reb_081_Name#0,"""คุณภาพเงา"""
Config_Reb_081_Hint#0,"""ตั้งค่าคุณภาพของเงาที่แสดงผล<br><br>ค่าที่ต่ำลงอาจช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_082_Name#0,"""แสงจากกล้อง"""
Config_Reb_082_Hint#0,"""ตั้งค่าปริมาณแสงที่ส่องกระทบตัวละครของคุณจากมุมกล้อง<br><br>การตั้งค่านี้เป็น 0 อาจช่วยเพิ่มประสิทธิภาพของเครื่อง<br><br><yellow>※Custom Lighting จะทำงานทับซ้อนการตั้งค่านี้<c>"""
Config_Reb_083_Name_old#0,"""การแสดงศัตรูบนแผนที่"""
Config_Reb_083_Hint_old#0,"""ตั้งค่าว่าจะให้แสดงจุดศัตรูบนแผนที่เรดาร์หรือไม่"""
Config_Reb_083_Select_0#0,"""ไม่แสดง"""
Config_Reb_083_Select_1#0,"""แสดงเมื่อสลับ"""
Config_Reb_084_Name#0,"""แสดงมาร์กเกอร์ในระยะ"""
Config_Reb_084_Hint#0,"""ตั้งค่ารูปแบบการแสดงผลของมาร์กเกอร์บนแผนที่"""
Config_Reb_084_Select_0#0,"""แสดงตลอดเวลา"""
Config_Reb_084_Select_1#0,"""แสดงชั่วคราวe"""
Config_Reb_084_Select_2#0,"""ไม่แสดง"""
Config_Reb_085_Name#0,"""Wallkick อัตโนมัติ"""
Config_Reb_085_Hint#0,"""สลับว่าจะให้ Wallkick โดยอัตโนมัติหรือกดใช้งานแบบแมนนวล"""
Config_Reb_085_Select_0#0,"""อัตโนมัติ"""
Config_Reb_085_Select_1#0,"""แมนนวล"""
Config_Reb_083_Name#0,"""หน้าจอสั่น"""
Config_Reb_083_Hint#0,"""เปิด/ปิดการสั่นของหน้าจอเมื่อถูกศัตรูโจมตี<br><br><yellow>※ไม่มีผลในระหว่างคัตซีน<c>"""
Config_Reb_086_Name#0,"""มุมกล้องบอส"""
Config_Reb_086_Hint#0,"""ตั้งค่าว่าจะให้ถอยมุมกล้องให้กว้างขึ้นหรือไม่เมื่อต่อสู้กับศัตรูระดับบอส"""
Config_Reb_086_Select_0#0,"""ปิด"""
Config_Reb_086_Select_1#0,"""เปิด"""
Config_Reb_089_Name#0,"""ทิศทางเป้าหมาย Lock-On"""
Config_Reb_089_Select_0#0,"""มุมมองกล้อง"""
Config_Reb_089_Select_1#0,"""มุมมองตัวละคร 1"""
Config_Reb_089_Select_2#0,"""มุมมองตัวละคร 2"""
Config_Reb_089_Hint#0,"""ตั้งค่าว่าจะให้ความสำคัญกับเป้าหมายใดก่อนเมื่อเริ่มทำการ Lock-On<br><br>[มุมมองกล้อง]<br>เน้นเป้าหมายที่อยู่ในมุมมองกล้องของคุณเป็นหลัก<br>[มุมมองตัวละคร 1]<br>เน้นเป้าหมายที่ตัวละครของคุณกำลังหันหน้าไปหาเป็นหลัก<br>[มุมมองตัวละคร 2]<br>เน้นเป้าหมายที่ตัวละครหันหน้าไปหา แต่จะให้ความสำคัญกับจุดอ่อนและชิ้นส่วนของศัตรูที่อยู่ใกล้กว่าด้วย"""
Config_Reb_090_Name#0,"""จำกัดเสียงพากย์และเสียงแสตมป์"""
Config_Reb_090_Hint#0,"""ตั้งค่าว่าจะให้แสตมป์เล่นเสียงเอฟเฟกต์หรือเสียงพากย์หรือไม่"""
Config_Reb_090_Select_0#0,"""เล่นเสียงพากย์และเอฟเฟกต์"""
Config_Reb_090_Select_1#0,"""ไม่เล่นเสียงจากแชทพื้นที่"""
Config_Reb_090_Select_2#0,"""ไม่เล่นเสียงใดๆ เลย"""
Config_Reb_108_Name#0,"""Screen Space Reflections"""
Config_Reb_108_Hint#0,"""เอฟเฟกต์ที่ช่วยปรับปรุงแสงสะท้อนบนสภาพแวดล้อม<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_106_Name#0,"""Screen Space Shadows"""
Config_Reb_106_Hint#0,"""เอฟเฟกต์ที่ช่วยเพิ่มความสมจริงของเงา<br><br>การปิดใช้งานการตั้งค่านี้จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_093_Name#0,"""คุณภาพก้อนเมฆ"""
Config_Reb_093_Hint#0,"""ควบคุมคุณภาพของก้อนเมฆ<br><br>การลดการตั้งค่านี้ลงจะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_093_Select_0#0,"""ต่ำ"""
Config_Reb_093_Select_1#0,"""ปานกลาง"""
Config_Reb_093_Select_2#0,"""สูง"""
Config_Reb_094_Name#0,"""คุณภาพ Particle"""
Config_Reb_094_Hint#0,"""ควบคุมจำนวนเอฟเฟกต์ Particle ที่จะเรนเดอร์ในเวลาเดียวกัน<br><br>การลดการตั้งค่านี้ลงจะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_095_Name#0,"""การเรนเดอร์ขนสัตว์"""
Config_Reb_095_Hint#0,"""ควบคุมความละเอียดในการเรนเดอร์เอฟเฟกต์ขนสัตว์และเส้นผมบนคอสตูมและตัวละคร<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_096_Name#0,"""Specular Antialiasing"""
Config_Reb_096_Hint#0,"""ลดสัญญาณรบกวน ในการแสดงผลพื้นผิวที่มีความมันวาวเพื่อเพิ่มคุณภาพ<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_097_Name#0,"""Global Illumination"""
Config_Reb_097_Hint#0,"""ปรับปรุงสภาพแวดล้อมด้วยเอฟเฟกต์แสงที่สมจริงยิ่งขึ้น<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง<br><br><yellow>※การเปลี่ยนแปลงจะมีผลในการล็อกอินครั้งถัดไป<c>"""
Config_Reb_098_Name#0,"""Tessellation"""
Config_Reb_098_Hint#0,"""เพิ่มคุณภาพของสภาพแวดล้อมโดยการจำลองความขรุขระของพื้นดิน<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_Reb_099_Name#0,"""V-Sync"""
Config_Reb_099_Hint#0,"""ล็อกเฟรมเรตของเกมให้ตรงกับอัตรารีเฟรชของจอภาพเพื่อลดอาการภาพฉีกขาด<br><br>หากเฟรมเรตของเกมลดลงต่ำกว่าอัตรารีเฟรชของจอภาพ การตั้งค่านี้จะถูกเปลี่ยนเป็น ปิด โดยอัตโนมัติ<br><br><yellow>※หากตั้งค่าเป็น 【 บังคับเปิด 】, การตั้งค่านี้จะไม่เปลี่ยนเป็น ปิด เมื่อเฟรมเรตของเกมลดลงต่ำเกินไป<c>"""
Config_Reb_099_Select_0#0,"""ปิด"""
Config_Reb_099_Select_1#0,"""เปิด"""
Config_Reb_099_Select_2#0,"""บังคับเปิด"""
Config_Reb_100_Name#0,"""Texture Filtering"""
