MenuTitle#0,"""ร้านแลกเปลี่ยน"""
item_DamageCutNative_4#1,"""คำอธิบาย Unset Potential_24"""
item_DamageCutNative_5#1,"""คำอธิบาย Unset Potential_25"""
item_DamageCutMachine_1#1,"""คำอธิบาย Unset Potential_26"""
item_DamageCutMachine_2#1,"""คำอธิบาย Unset Potential_27"""
item_DamageCutMachine_3#1,"""คำอธิบาย Unset Potential_28"""
item_DamageCutMachine_4#1,"""คำอธิบาย Unset Potential_29"""
item_DamageCutMachine_5#1,"""คำอธิบาย Unset Potential_30"""
item_DamageCutDragon_1#1,"""ลดความเสียหายที่ได้รับ<br>จาก Dragonkin ลง 30%"""
item_DamageCutDragon_2#1,"""ลดความเสียหายที่ได้รับ<br>จาก Dragonkin ลง 35%"""
item_DamageCutDragon_3#1,"""ลดความเสียหายที่ได้รับ<br>จาก Dragonkin ลง 40%"""
item_DamageCutDragon_4#1,"""ลดความเสียหายที่ได้รับ<br>จาก Dragonkin ลง 45%"""
item_DamageCutDragon_5#1,"""ลดความเสียหายที่ได้รับ<br>จาก Dragonkin ลง 50%"""
item_DamageCutTitanBlack_1#1,"""ลดความเสียหายที่ได้รับ<br>จาก Kuronites ลง 30%"""
item_DamageCutTitanBlack_2#1,"""ลดความเสียหายที่ได้รับ<br>จาก Kuronites ลง 35%"""
item_DamageCutTitanBlack_3#1,"""ลดความเสียหายที่ได้รับ<br>จาก Kuronites ลง 40%"""
item_DamageCutTitanBlack_4#1,"""ลดความเสียหายที่ได้รับ<br>จาก Kuronites ลง 45%"""
item_DamageCutTitanBlack_5#1,"""ลดความเสียหายที่ได้รับ<br>จาก Kuronites ลง 50%"""
item_PADamageUpSwordPA1_1#1,"""เพิ่ม Damage ของ<br>Rising Edge"""
item_PADamageUpSwordPA1_2#1,"""เพิ่ม Damage ของ<br>Rising Edge"""
item_PADamageUpSwordPA1_3#1,"""เพิ่ม Damage ของ<br>Rising Edge"""
item_PADamageUpSwordPA1_4#1,"""เพิ่ม Damage ของ<br>Rising Edge"""
item_PADamageUpSwordPA1_5#1,"""เพิ่ม Damage ของ<br>Rising Edge"""
item_PPCutSwordPA1_1#1,"""คำอธิบาย Unset Potential_41"""
item_PPCutSwordPA1_2#1,"""คำอธิบาย Unset Potential_42"""
item_PPCutSwordPA1_3#1,"""คำอธิบาย Unset Potential_43"""
item_PPCutSwordPA1_4#1,"""คำอธิบาย Unset Potential_44"""
item_PPCutSwordPA1_5#1,"""คำอธิบาย Unset Potential_45"""
item_PADamageUpSwordPA2_1#1,"""เพิ่ม Damage ของ<br>Twister Fall"""
item_PADamageUpSwordPA2_2#1,"""เพิ่ม Damage ของ<br>Twister Fall"""
item_PADamageUpSwordPA2_3#1,"""เพิ่ม Damage ของ<br>Twister Fall"""
item_PADamageUpSwordPA2_4#1,"""เพิ่ม Damage ของ<br>Twister Fall"""
item_PADamageUpSwordPA2_5#1,"""เพิ่ม Damage ของ<br>Twister Fall"""
item_PPCutSwordPA2_1#1,"""คำอธิบาย Unset Potential_51"""
item_PPCutSwordPA2_2#1,"""คำอธิบาย Unset Potential_52"""
item_PPCutSwordPA2_3#1,"""คำอธิบาย Unset Potential_53"""
item_PPCutSwordPA2_4#1,"""คำอธิบาย Unset Potential_54"""
item_PPCutSwordPA2_5#1,"""คำอธิบาย Unset Potential_55"""
item_PADamageUpSwordPA3_1#1,"""เพิ่ม Damage ของ<br>Nova Strike"""
item_PADamageUpSwordPA3_2#1,"""เพิ่ม Damage ของ<br>Nova Strike"""
item_PADamageUpSwordPA3_3#1,"""เพิ่ม Damage ของ<br>Nova Strike"""
item_PADamageUpSwordPA3_4#1,"""เพิ่ม Damage ของ<br>Nova Strike"""
item_PADamageUpSwordPA3_5#1,"""เพิ่ม Damage ของ<br>Nova Strike"""
item_PPCutSwordPA3_1#1,"""คำอธิบาย Unset Potential_61"""
item_PPCutSwordPA3_2#1,"""คำอธิบาย Unset Potential_62"""
item_PPCutSwordPA3_3#1,"""คำอธิบาย Unset Potential_63"""
item_PPCutSwordPA3_4#1,"""คำอธิบาย Unset Potential_64"""
item_PPCutSwordPA3_5#1,"""คำอธิบาย Unset Potential_65"""
item_PADamageUpSwordPA4_1#1,"""เพิ่ม Damage ของ<br>Ride Slasher"""
item_PADamageUpSwordPA4_2#1,"""เพิ่ม Damage ของ<br>Ride Slasher"""
item_PADamageUpSwordPA4_3#1,"""เพิ่ม Damage ของ<br>Ride Slasher"""
item_PADamageUpSwordPA4_4#1,"""เพิ่ม Damage ของ<br>Ride Slasher"""
item_PADamageUpSwordPA4_5#1,"""เพิ่ม Damage ของ<br>Ride Slasher"""
item_PPCutSwordPA4_1#1,"""คำอธิบาย Unset Potential_71"""
item_PPCutSwordPA4_2#1,"""คำอธิบาย Unset Potential_72"""
item_PPCutSwordPA4_3#1,"""คำอธิบาย Unset Potential_73"""
item_PPCutSwordPA4_4#1,"""คำอธิบาย Unset Potential_74"""
item_PPCutSwordPA4_5#1,"""คำอธิบาย Unset Potential_75"""
item_PADamageUpSwordPA5_1#1,"""เพิ่ม Damage ของ<br>Over End"""
item_PADamageUpSwordPA5_2#1,"""เพิ่ม Damage ของ<br>Over End"""
item_PADamageUpSwordPA5_3#1,"""เพิ่ม Damage ของ<br>Over End"""
item_PADamageUpSwordPA5_4#1,"""เพิ่ม Damage ของ<br>Over End"""
item_PADamageUpSwordPA5_5#1,"""เพิ่ม Damage ของ<br>Over End"""
item_PPCutSwordPA5_1#1,"""คำอธิบาย Unset Potential_81"""
item_PPCutSwordPA5_2#1,"""คำอธิบาย Unset Potential_82"""
item_PPCutSwordPA5_3#1,"""คำอธิบาย Unset Potential_83"""
item_PPCutSwordPA5_4#1,"""คำอธิบาย Unset Potential_84"""
item_PPCutSwordPA5_5#1,"""คำอธิบาย Unset Potential_85"""
item_PADamageUpSwordPA6_1#1,"""เพิ่ม Damage ของ<br>Stun Concido"""
item_PADamageUpSwordPA6_2#1,"""เพิ่ม Damage ของ<br>Stun Concido"""
item_PADamageUpSwordPA6_3#1,"""เพิ่ม Damage ของ<br>Stun Concido"""
item_PADamageUpSwordPA6_4#1,"""เพิ่ม Damage ของ<br>Stun Concido"""
item_PADamageUpSwordPA6_5#1,"""เพิ่ม Damage ของ<br>Stun Concido"""
item_PPCutSwordPA6_1#1,"""คำอธิบาย Unset Potential_91"""
item_PPCutSwordPA6_2#1,"""คำอธิบาย Unset Potential_92"""
item_PPCutSwordPA6_3#1,"""คำอธิบาย Unset Potential_93"""
item_PPCutSwordPA6_4#1,"""คำอธิบาย Unset Potential_94"""
item_PPCutSwordPA6_5#1,"""คำอธิบาย Unset Potential_95"""
item_PADamageUpSwordPA7_1#1,"""เพิ่ม Damage ของ<br>Sonic Arrow"""
item_PADamageUpSwordPA7_2#1,"""เพิ่ม Damage ของ<br>Sonic Arrow"""
item_PADamageUpSwordPA7_3#1,"""เพิ่ม Damage ของ<br>Sonic Arrow"""
item_PADamageUpSwordPA7_4#1,"""เพิ่ม Damage ของ<br>Sonic Arrow"""
item_PADamageUpSwordPA7_5#1,"""เพิ่ม Damage ของ<br>Sonic Arrow"""
item_PPCutSwordPA7_1#1,"""เพิ่ม Damage ของ<br>Cruel Throw"""
item_PPCutSwordPA7_2#1,"""เพิ่ม Damage ของ<br>Cruel Throw"""
item_PPCutSwordPA7_3#1,"""เพิ่ม Damage ของ<br>Cruel Throw"""
item_PPCutSwordPA7_4#1,"""เพิ่ม Damage ของ<br>Cruel Throw"""
item_PPCutSwordPA7_5#1,"""เพิ่ม Damage ของ<br>Cruel Throw"""
item_PADamageUpSwordPA8_1#1,"""คำอธิบาย Unset Potential_106"""
item_PADamageUpSwordPA8_2#1,"""คำอธิบาย Unset Potential_107"""
item_PADamageUpSwordPA8_3#1,"""คำอธิบาย Unset Potential_108"""
item_PADamageUpSwordPA8_4#1,"""คำอธิบาย Unset Potential_109"""
item_PADamageUpSwordPA8_5#1,"""คำอธิบาย Unset Potential_110"""
item_PPCutSwordPA8_1#1,"""คำอธิบาย Unset Potential_111"""
item_PPCutSwordPA8_2#1,"""คำอธิบาย Unset Potential_112"""
item_PPCutSwordPA8_3#1,"""คำอธิบาย Unset Potential_113"""
item_PPCutSwordPA8_4#1,"""คำอธิบาย Unset Potential_114"""
item_PPCutSwordPA8_5#1,"""คำอธิบาย Unset Potential_115"""
item_PADamageUpSwordPA9_1#1,"""เพิ่ม Damage ของ<br>Guilty Break"""
item_PADamageUpSwordPA9_2#1,"""เพิ่ม Damage ของ<br>Guilty Break"""
item_PADamageUpSwordPA9_3#1,"""เพิ่ม Damage ของ<br>Guilty Break"""
item_PADamageUpSwordPA9_4#1,"""เพิ่ม Damage ของ<br>Guilty Break"""
item_PADamageUpSwordPA9_5#1,"""เพิ่ม Damage ของ<br>Guilty Break"""
item_PADamageUpSwordPA11_1#1,"""เพิ่ม Damage ของ<br>Ignition Parry"""
item_PADamageUpSwordPA11_2#1,"""เพิ่ม Damage ของ<br>Ignition Parry"""
item_PADamageUpSwordPA11_3#1,"""เพิ่ม Damage ของ<br>Ignition Parry"""
item_PADamageUpSwordPA11_4#1,"""เพิ่ม Damage ของ<br>Ignition Parry"""
item_PADamageUpSwordPA11_5#1,"""เพิ่ม Damage ของ<br>Ignition Parry"""
item_PADamageUpWlancePA3_1#1,"""เพิ่ม Damage ของ<br>Heavenly Fall"""
item_PADamageUpWlancePA3_2#1,"""เพิ่ม Damage ของ<br>Heavenly Fall"""
item_PADamageUpWlancePA3_3#1,"""เพิ่ม Damage ของ<br>Heavenly Fall"""
item_PADamageUpWlancePA3_4#1,"""เพิ่ม Damage ของ<br>Heavenly Fall"""
item_PADamageUpWlancePA3_5#1,"""เพิ่ม Damage ของ<br>Heavenly Fall"""
item_PADamageUpWlancePA4_1#1,"""เพิ่ม Damage ของ<br>Other Cyclone"""
item_PADamageUpWlancePA4_2#1,"""เพิ่ม Damage ของ<br>Other Cyclone"""
item_PADamageUpWlancePA4_3#1,"""เพิ่ม Damage ของ<br>Other Cyclone"""
item_PADamageUpWlancePA4_4#1,"""เพิ่ม Damage ของ<br>Other Cyclone"""
item_PADamageUpWlancePA4_5#1,"""เพิ่ม Damage ของ<br>Other Cyclone"""
item_PADamageUpWlancePA5_1#1,"""เพิ่ม Damage ของ<br>Other Spin"""
item_PADamageUpWlancePA5_2#1,"""เพิ่ม Damage ของ<br>Other Spin"""
item_PADamageUpWlancePA5_3#1,"""เพิ่ม Damage ของ<br>Other Spin"""
item_PADamageUpWlancePA5_4#1,"""เพิ่ม Damage ของ<br>Other Spin"""
item_PADamageUpWlancePA5_5#1,"""เพิ่ม Damage ของ<br>Other Spin"""
item_PADamageUpWlancePA6_1#1,"""เพิ่ม Damage ของ<br>Holding Current"""
item_PADamageUpWlancePA6_2#1,"""เพิ่ม Damage ของ<br>Holding Current"""
item_PADamageUpWlancePA6_3#1,"""เพิ่ม Damage ของ<br>Holding Current"""
item_PADamageUpWlancePA6_4#1,"""เพิ่ม Damage ของ<br>Holding Current"""
item_PADamageUpWlancePA6_5#1,"""เพิ่ม Damage ของ<br>Holding Current"""
item_PADamageUpWlancePA8_1#1,"""เพิ่ม Damage ของ<br>Cerberus Dance"""
item_PADamageUpWlancePA8_2#1,"""เพิ่ม Damage ของ<br>Cerberus Dance"""
item_PADamageUpWlancePA8_3#1,"""เพิ่ม Damage ของ<br>Cerberus Dance"""
item_PADamageUpWlancePA8_4#1,"""เพิ่ม Damage ของ<br>Cerberus Dance"""
item_PADamageUpWlancePA8_5#1,"""เพิ่ม Damage ของ<br>Cerberus Dance"""
item_PADamageUpWlancePA9_1#1,"""เพิ่ม Damage ของ<br>Wild Round"""
item_PADamageUpWlancePA9_2#1,"""เพิ่ม Damage ของ<br>Wild Round"""
item_PADamageUpWlancePA9_3#1,"""เพิ่ม Damage ของ<br>Wild Round"""
item_PADamageUpWlancePA9_4#1,"""เพิ่ม Damage ของ<br>Wild Round"""
item_PADamageUpWlancePA9_5#1,"""เพิ่ม Damage ของ<br>Wild Round"""
item_PADamageUpWlancePA10_1#1,"""เพิ่ม Damage ของ<br>Kaiser Rise"""
item_PADamageUpWlancePA10_2#1,"""เพิ่ม Damage ของ<br>Kaiser Rise"""
item_PADamageUpWlancePA10_3#1,"""เพิ่ม Damage ของ<br>Kaiser Rise"""
item_PADamageUpWlancePA10_4#1,"""เพิ่ม Damage ของ<br>Kaiser Rise"""
item_PADamageUpWlancePA10_5#1,"""เพิ่ม Damage ของ<br>Kaiser Rise"""
item_PADamageUpPartisanPA1_1#1,"""เพิ่ม Damage ของ<br>Slide Shaker"""
item_PADamageUpPartisanPA1_2#1,"""เพิ่ม Damage ของ<br>Slide Shaker"""
item_PADamageUpPartisanPA1_3#1,"""เพิ่ม Damage ของ<br>Slide Shaker"""
item_PADamageUpPartisanPA1_4#1,"""เพิ่ม Damage ของ<br>Slide Shaker"""
item_PADamageUpPartisanPA1_5#1,"""เพิ่ม Damage ของ<br>Slide Shaker"""
item_PADamageUpPartisanPA2_1#1,"""เพิ่ม Damage ของ<br>Speed Rain"""
item_PADamageUpPartisanPA2_2#1,"""เพิ่ม Damage ของ<br>Speed Rain"""
item_PADamageUpPartisanPA2_3#1,"""เพิ่ม Damage ของ<br>Speed Rain"""
item_PADamageUpPartisanPA2_4#1,"""เพิ่ม Damage ของ<br>Speed Rain"""
item_PADamageUpPartisanPA2_5#1,"""เพิ่ม Damage ของ<br>Speed Rain"""
item_PADamageUpPartisanPA3_1#1,"""เพิ่ม Damage ของ<br>Rising Flag"""
item_PADamageUpPartisanPA3_2#1,"""เพิ่ม Damage ของ<br>Rising Flag"""
item_PADamageUpPartisanPA3_3#1,"""เพิ่ม Damage ของ<br>Rising Flag"""
item_PADamageUpPartisanPA3_4#1,"""เพิ่ม Damage ของ<br>Rising Flag"""
item_PADamageUpPartisanPA3_5#1,"""เพิ่ม Damage ของ<br>Rising Flag"""
item_PADamageUpPartisanPA4_1#1,"""เพิ่ม Damage ของ<br>Zenith Throw"""
item_PADamageUpPartisanPA4_2#1,"""เพิ่ม Damage ของ<br>Zenith Throw"""
item_PADamageUpPartisanPA4_3#1,"""เพิ่ม Damage ของ<br>Zenith Throw"""
item_PADamageUpPartisanPA4_4#1,"""เพิ่ม Damage ของ<br>Zenith Throw"""
item_PADamageUpPartisanPA4_5#1,"""เพิ่ม Damage ของ<br>Zenith Throw"""
item_PADamageUpPartisanPA5_1#1,"""Unset Potential"""
item_PADamageUpPartisanPA5_2#1,"""Unset Potential"""
item_PADamageUpPartisanPA5_3#1,"""Unset Potential"""
item_PADamageUpPartisanPA5_4#1,"""Unset Potential"""
item_PADamageUpPartisanPA5_5#1,"""Unset Potential"""
item_PADamageUpPartisanPA6_1#1,"""เพิ่ม Damage ของ<br>Slide End"""
item_PADamageUpPartisanPA6_2#1,"""เพิ่ม Damage ของ<br>Slide End"""
item_PADamageUpPartisanPA6_3#1,"""เพิ่ม Damage ของ<br>Slide End"""
item_PADamageUpPartisanPA6_4#1,"""เพิ่ม Damage ของ<br>Slide End"""
item_PADamageUpPartisanPA6_5#1,"""เพิ่ม Damage ของ<br>Slide End"""
item_PADamageUpPartisanPA7_1#1,"""เพิ่ม Damage ของ<br>Assault Buster"""
item_PADamageUpPartisanPA7_2#1,"""เพิ่ม Damage ของ<br>Assault Buster"""
item_PADamageUpPartisanPA7_3#1,"""เพิ่ม Damage ของ<br>Assault Buster"""
item_PADamageUpPartisanPA7_4#1,"""เพิ่ม Damage ของ<br>Assault Buster"""
item_PADamageUpPartisanPA7_5#1,"""เพิ่ม Damage ของ<br>Assault Buster"""
item_PPCutPartisanPA7_1#1,"""ลดการใช้ PP ของ<br>Assault Buster"""
item_PPCutPartisanPA7_2#1,"""ลดการใช้ PP ของ<br>Assault Buster"""
item_PPCutPartisanPA7_3#1,"""ลดการใช้ PP ของ<br>Assault Buster"""
item_PPCutPartisanPA7_4#1,"""ลดการใช้ PP ของ<br>Assault Buster"""
item_PPCutPartisanPA7_5#1,"""ลดการใช้ PP ของ<br>Assault Buster"""
item_PADamageUpPartisanPA8_1#1,"""เพิ่ม Damage ของ<br>Bandersnatch"""
item_PADamageUpPartisanPA8_2#1,"""เพิ่ม Damage ของ<br>Bandersnatch"""
item_PADamageUpPartisanPA8_3#1,"""เพิ่ม Damage ของ<br>Bandersnatch"""
item_PADamageUpPartisanPA8_4#1,"""เพิ่ม Damage ของ<br>Bandersnatch"""
item_PADamageUpPartisanPA8_5#1,"""เพิ่ม Damage ของ<br>Bandersnatch"""
item_PADamageUpPartisanPA9_1#1,"""เพิ่ม Damage ของ<br>Sacred Skewer"""
item_PADamageUpPartisanPA9_2#1,"""เพิ่ม Damage ของ<br>Sacred Skewer"""
item_PADamageUpPartisanPA9_3#1,"""เพิ่ม Damage ของ<br>Sacred Skewer"""
item_PADamageUpPartisanPA9_4#1,"""เพิ่ม Damage ของ<br>Sacred Skewer"""
item_PADamageUpPartisanPA9_5#1,"""เพิ่ม Damage ของ<br>Sacred Skewer"""
item_PADamageUpTdaggerPA1_1#1,"""เพิ่ม Damage ของ<br>Raging Waltz"""
item_PADamageUpTdaggerPA1_2#1,"""เพิ่ม Damage ของ<br>Raging Waltz"""
item_PADamageUpTdaggerPA1_3#1,"""เพิ่ม Damage ของ<br>Raging Waltz"""
item_PADamageUpTdaggerPA1_4#1,"""เพิ่ม Damage ของ<br>Raging Waltz"""
item_PADamageUpTdaggerPA1_5#1,"""เพิ่ม Damage ของ<br>Raging Waltz"""
item_PPCutTdaggerPA1_1#1,"""ลดการใช้ PP ของ<br>Raging Waltz"""
item_PPCutTdaggerPA1_2#1,"""ลดการใช้ PP ของ<br>Raging Waltz"""
item_PPCutTdaggerPA1_3#1,"""ลดการใช้ PP ของ<br>Raging Waltz"""
item_PPCutTdaggerPA1_4#1,"""ลดการใช้ PP ของ<br>Raging Waltz"""
item_PPCutTdaggerPA1_5#1,"""ลดการใช้ PP ของ<br>Raging Waltz"""
item_PADamageUpTdaggerPA2_1#1,"""เพิ่ม Damage ของ<br>Shoot Polka"""
item_PADamageUpTdaggerPA2_2#1,"""เพิ่ม Damage ของ<br>Shoot Polka"""
item_PADamageUpTdaggerPA2_3#1,"""เพิ่ม Damage ของ<br>Shoot Polka"""
item_PADamageUpTdaggerPA2_4#1,"""เพิ่ม Damage ของ<br>Shoot Polka"""
item_PADamageUpTdaggerPA2_5#1,"""เพิ่ม Damage ของ<br>Shoot Polka"""
item_PADamageUpTdaggerPA3_1#1,"""เพิ่ม Damage ของ<br>Scar Fugue"""
item_PADamageUpTdaggerPA3_2#1,"""เพิ่ม Damage ของ<br>Scar Fugue"""
item_PADamageUpTdaggerPA3_3#1,"""เพิ่ม Damage ของ<br>Scar Fugue"""
item_PADamageUpTdaggerPA3_4#1,"""เพิ่ม Damage ของ<br>Scar Fugue"""
item_PADamageUpTdaggerPA3_5#1,"""เพิ่ม Damage ของ<br>Scar Fugue"""
item_PADamageUpTdaggerPA4_1#1,"""เพิ่ม Damage ของ<br>Wild Rhapsody"""
item_PADamageUpTdaggerPA4_2#1,"""เพิ่ม Damage ของ<br>Wild Rhapsody"""
item_PADamageUpTdaggerPA4_3#1,"""เพิ่ม Damage ของ<br>Wild Rhapsody"""
item_PADamageUpTdaggerPA4_4#1,"""เพิ่ม Damage ของ<br>Wild Rhapsody"""
item_PADamageUpTdaggerPA4_5#1,"""เพิ่ม Damage ของ<br>Wild Rhapsody"""
item_PADamageUpTdaggerPA5_1#1,"""เพิ่ม Damage ของ<br>Dark Scherzo"""
item_PADamageUpTdaggerPA5_2#1,"""เพิ่ม Damage ของ<br>Dark Scherzo"""
item_PADamageUpTdaggerPA5_3#1,"""เพิ่ม Damage ของ<br>Dark Scherzo"""
item_PADamageUpTdaggerPA5_4#1,"""เพิ่ม Damage ของ<br>Dark Scherzo"""
item_PADamageUpTdaggerPA5_5#1,"""เพิ่ม Damage ของ<br>Dark Scherzo"""
item_PADamageUpTdaggerPA7_1#1,"""เพิ่ม Damage ของ<br>Symphonic Drive"""
item_PADamageUpTdaggerPA7_2#1,"""เพิ่ม Damage ของ<br>Symphonic Drive"""
item_PADamageUpTdaggerPA7_3#1,"""เพิ่ม Damage ของ<br>Symphonic Drive"""
item_PADamageUpTdaggerPA7_4#1,"""เพิ่ม Damage ของ<br>Symphonic Drive"""
item_PADamageUpTdaggerPA7_5#1,"""เพิ่ม Damage ของ<br>Symphonic Drive"""
item_PADamageUpTdaggerPA8_1#1,"""เพิ่ม Damage ของ<br>Ooorchestraaa"""
item_PADamageUpTdaggerPA8_2#1,"""เพิ่ม Damage ของ<br>Ooorchestraaa"""
item_PADamageUpTdaggerPA8_3#1,"""เพิ่ม Damage ของ<br>Ooorchestraaa"""
item_PADamageUpTdaggerPA8_4#1,"""เพิ่ม Damage ของ<br>Ooorchestraaa"""
item_PADamageUpTdaggerPA8_5#1,"""เพิ่ม Damage ของ<br>Ooorchestraaa"""
item_PADamageUpTdaggerPA9_1#1,"""เพิ่ม Damage ของ<br>Bloody Sarabande"""
item_PADamageUpTdaggerPA9_2#1,"""เพิ่ม Damage ของ<br>Bloody Sarabande"""
item_PADamageUpTdaggerPA9_3#1,"""เพิ่ม Damage ของ<br>Bloody Sarabande"""
item_PADamageUpTdaggerPA9_4#1,"""เพิ่ม Damage ของ<br>Bloody Sarabande"""
item_PADamageUpTdaggerPA9_5#1,"""เพิ่ม Damage ของ<br>Bloody Sarabande"""
item_PADamageUpTdaggerPA10_1#1,"""เพิ่ม Damage ของ<br>Facet Folia"""
item_PADamageUpTdaggerPA10_2#1,"""เพิ่ม Damage ของ<br>Facet Folia"""
item_PADamageUpTdaggerPA10_3#1,"""เพิ่ม Damage ของ<br>Facet Folia"""
item_PADamageUpTdaggerPA10_4#1,"""เพิ่ม Damage ของ<br>Facet Folia"""
item_PADamageUpTdaggerPA10_5#1,"""เพิ่ม Damage ของ<br>Facet Folia"""
item_PADamageUpDsaberPA1_1#1,"""เพิ่ม Damage ของ<br>Tornado Dance"""
item_PADamageUpDsaberPA1_2#1,"""เพิ่ม Damage ของ<br>Tornado Dance"""
item_PADamageUpDsaberPA1_3#1,"""เพิ่ม Damage ของ<br>Tornado Dance"""
item_PADamageUpDsaberPA1_4#1,"""เพิ่ม Damage ของ<br>Tornado Dance"""
item_PADamageUpDsaberPA1_5#1,"""เพิ่ม Damage ของ<br>Tornado Dance"""
item_PADamageUpDsaberPA2_1#1,"""เพิ่ม Damage ของ<br>Scissor Edge"""
item_PADamageUpDsaberPA2_2#1,"""เพิ่ม Damage ของ<br>Scissor Edge"""
item_PADamageUpDsaberPA2_3#1,"""เพิ่ม Damage ของ<br>Scissor Edge"""
item_PADamageUpDsaberPA2_4#1,"""เพิ่ม Damage ของ<br>Scissor Edge"""
item_PADamageUpDsaberPA2_5#1,"""เพิ่ม Damage ของ<br>Scissor Edge"""
item_PADamageUpDsaberPA3_1#1,"""เพิ่ม Damage ของ<br>Rambling Moon"""
item_PADamageUpDsaberPA3_2#1,"""เพิ่ม Damage ของ<br>Rambling Moon"""
item_PADamageUpDsaberPA3_3#1,"""เพิ่ม Damage ของ<br>Rambling Moon"""
item_PADamageUpDsaberPA3_4#1,"""เพิ่ม Damage ของ<br>Rambling Moon"""
item_PADamageUpDsaberPA3_5#1,"""เพิ่ม Damage ของ<br>Rambling Moon"""
item_PADamageUpDsaberPA4_1#1,"""เพิ่ม Damage ของ<br>Illusion Rave"""
item_PADamageUpDsaberPA4_2#1,"""เพิ่ม Damage ของ<br>Illusion Rave"""
item_PADamageUpDsaberPA4_3#1,"""เพิ่ม Damage ของ<br>Illusion Rave"""
item_PADamageUpDsaberPA4_4#1,"""เพิ่ม Damage ของ<br>Illusion Rave"""
item_PADamageUpDsaberPA4_5#1,"""เพิ่ม Damage ของ<br>Illusion Rave"""
item_PADamageUpDsaberPA5_1#1,"""เพิ่ม Damage ของ<br>Fake Capture"""
item_PADamageUpDsaberPA5_2#1,"""เพิ่ม Damage ของ<br>Fake Capture"""
item_PADamageUpDsaberPA5_3#1,"""เพิ่ม Damage ของ<br>Fake Capture"""
item_PADamageUpDsaberPA5_4#1,"""เพิ่ม Damage ของ<br>Fake Capture"""
item_PADamageUpDsaberPA5_5#1,"""เพิ่ม Damage ของ<br>Fake Capture"""
item_PADamageUpDsaberPA6_1#1,"""เพิ่ม Damage ของ<br>Surprise Dunk"""
item_PADamageUpDsaberPA6_2#1,"""เพิ่ม Damage ของ<br>Surprise Dunk"""
item_PADamageUpDsaberPA6_3#1,"""เพิ่ม Damage ของ<br>Surprise Dunk"""
item_PADamageUpDsaberPA6_4#1,"""เพิ่ม Damage ของ<br>Surprise Dunk"""
item_PADamageUpDsaberPA6_5#1,"""เพิ่ม Damage ของ<br>Surprise Dunk"""
item_PADamageUpDsaberPA7_1#1,"""เพิ่ม Damage ของ<br>Deadly Archer"""
item_PADamageUpDsaberPA7_2#1,"""เพิ่ม Damage ของ<br>Deadly Archer"""
item_PADamageUpDsaberPA7_3#1,"""เพิ่ม Damage ของ<br>Deadly Archer"""
item_PADamageUpDsaberPA7_4#1,"""เพิ่ม Damage ของ<br>Deadly Archer"""
item_PADamageUpDsaberPA7_5#1,"""เพิ่ม Damage ของ<br>Deadly Archer"""
item_PADamageUpDsaberPA8_1#1,"""เพิ่ม Damage ของ<br>Acro Effect"""
item_PADamageUpDsaberPA8_2#1,"""เพิ่ม Damage ของ<br>Acro Effect"""
item_PADamageUpDsaberPA8_3#1,"""เพิ่ม Damage ของ<br>Acro Effect"""
item_PADamageUpDsaberPA8_4#1,"""เพิ่ม Damage ของ<br>Acro Effect"""
item_PADamageUpDsaberPA8_5#1,"""เพิ่ม Damage ของ<br>Acro Effect"""
item_PADamageUpKnucklePA3_1#1,"""เพิ่ม Damage ของ<br>Pendulum Roll"""
item_PADamageUpKnucklePA3_2#1,"""เพิ่ม Damage ของ<br>Pendulum Roll"""
item_PADamageUpKnucklePA3_3#1,"""เพิ่ม Damage ของ<br>Pendulum Roll"""
item_PADamageUpKnucklePA3_4#1,"""เพิ่ม Damage ของ<br>Pendulum Roll"""
item_PADamageUpKnucklePA3_5#1,"""เพิ่ม Damage ของ<br>Pendulum Roll"""
item_PADamageUpKnucklePA4_1#1,"""เพิ่ม Damage ของ<br>Slide Upper"""
item_PADamageUpKnucklePA4_2#1,"""เพิ่ม Damage ของ<br>Slide Upper"""
item_PADamageUpKnucklePA4_3#1,"""เพิ่ม Damage ของ<br>Slide Upper"""
item_PADamageUpKnucklePA4_4#1,"""เพิ่ม Damage ของ<br>Slide Upper"""
item_PADamageUpKnucklePA4_5#1,"""เพิ่ม Damage ของ<br>Slide Upper"""
item_PADamageUpKnucklePA5_1#1,"""เพิ่ม Damage ของ<br>Straight Charge"""
item_PADamageUpKnucklePA5_2#1,"""เพิ่ม Damage ของ<br>Straight Charge"""
item_PADamageUpKnucklePA5_3#1,"""เพิ่ม Damage ของ<br>Straight Charge"""
item_PADamageUpKnucklePA5_4#1,"""เพิ่ม Damage ของ<br>Straight Charge"""
item_PADamageUpKnucklePA5_5#1,"""เพิ่ม Damage ของ<br>Straight Charge"""
item_PADamageUpKnucklePA7_1#1,"""เพิ่ม Damage ของ<br>Surprise Knuckle"""
item_PADamageUpKnucklePA7_2#1,"""เพิ่ม Damage ของ<br>Surprise Knuckle"""
item_PADamageUpKnucklePA7_3#1,"""เพิ่ม Damage ของ<br>Surprise Knuckle"""
item_PADamageUpKnucklePA7_4#1,"""เพิ่ม Damage ของ<br>Surprise Knuckle"""
item_PADamageUpKnucklePA7_5#1,"""เพิ่ม Damage ของ<br>Surprise Knuckle"""
item_PADamageUpKnucklePA8_1#1,"""เพิ่ม Damage ของ<br>Flash Thousand"""
