f2#0,"""突發試煉「$(0)」失敗!"""
urgency_begin_050090#0,"""エネミーを撃破せよ！"""
event_begin_80460#0,"""時間内に全エリアを突破せよ！"""
BeginMsgTemplate#0,"""<yellow>任務目標　$(0)<c>"""
SuccessMsg_1#0,"""<yellow>任務完成！<c>"""
SuccessMsg_2#0,"""<yellow>用出現的傳送裝置返回<c>"""
FailureMsg#0,"""<yellow>任務失敗！<c>"""
RemainPoint#0,"""剩下$(0)點數"""
IncidentQuestPoint#0,"""獲得了$(0)點"""
QuestOpenMsg#0,"""開放了以下的任務。"""
QuestOpenOther#0,"""其他"""
TimeLimitRemainingSec#0,"""離最後時間還有$(0)秒！"""
TimeLimitRemainingMin#0,"""離最後時間還有$(0)分！"""
QuotationMarks#0,"""「$(0)」"""
AchieveQuestPointMin#0,"""達成任務點數目標!再繼續累積排行就有機會提升!"""
AchieveQuestPointMax#0,"""達成最大任務點數!"""
UpdateMsgTemplate#0,"""<yellow>クエスト目標更新！\u3000$(0)<c>"""
ResetHalfDoll#0,"""ハーフドールが再度使用可能になりました"""
RepopDisabledMsg#0,"""確認此區域敵人是否消失"""
QuestRetireSelectedInEscape#0,"""返回到ARKS戰艦"""
DeadCountNotice#0,"""残り戦闘不能回数 $(0)回"""
first_on_success#0,"""Dummy1"""
first_on_bossdead#0,"""Dummy2"""
first_on_bosswarp#0,"""Dummy3"""
first_on_login#0,"""Dummy4"""
first_on_begin#0,"""Dummy5"""
success_clear_incident#0,"""Dummy6"""
fourth_on_success#0,"""Dummy7"""
dummy_caption#0,"""Dummy"""
dummy_text#0,"""Dummy"""
null_caption#0,"""Dummy"""
lobby_caption#0,"""大廳"""
myroom_caption#0,"""個人小屋"""
StartMsg#0,"""開始高階風險是＋$(0)状態的任務。"""
EndMsg#0,"""你的高階風險變成了＋$(0)。"""
ResetMsg#0,"""重設了「$(0)」的高階風險。"""
ChangeLeaderMsg#0,"""現在のクエストのアドバンスリスクはクエストを受注したプレイヤーのリスクになります。"""
WaveReward#0,"""領取了攻撃波的報酬。<br>$(0)"""
SizeDisp#0,"""×"""
NpcCom00#0,"""偵測到敵意反應！可能馬上就會抵達據點附近！<br>請趕快取回材料、準備迎接攻撃！"""
NpcCom01#0,"""所有的據點全部遭到破壞了......。這也是無可奈何的事，請返航吧。"""
NpcCom02#0,"""辛苦了。成功守住據點了呢！"""
NpcCom03#0,"""辛苦了。雖然多少發生一些損失，但還在容許範圍内。"""
NpcCom04#0,"""辛苦了。雖然需要很長的時間才能復原，但應該還是可以重建的！"""
NpcCom05#0,"""雖然損失慘重，不過......這也是無可奈何的事。請返航吧。"""
NpcCom06#0,"""偵測到強烈的敵意反應！請各自提高警覺！"""
NpcCom07#0,"""$(0)據點現正遭到襲撃！請儘速前往救援！"""
NpcCom08#0,"""$(0)據點機體即將被攻陷！請火速前往救援！"""
NpcCom09#0,"""敵人似乎經過強化！請各自提高警覺！"""
NpcCom10#0,"""敵人反應減少了喔！<br>還差一點，還差一點喔！"""
NpcCom11#0,"""敵人反應還剩一點！　再撐一下！<br>加油啊！"""
NpcCom12#0,"""啊啊！危險！　快逃快逃！<br>剩下的葛爾朵拉達將會自爆！"""
NpcCom12_Last#0,"""太好了！太好了！成功了！<br>黑暗種放棄撤退了！"""
NpcCom13#0,"""據點被破壞了！<br>還剩一個，不論如何都請守下這<br>一個！　加油！"""
NpcCom14#0,"""哇哇哇！？<br>據點被破壞了！<br>還剩兩個請想辦法守下來！"""
NpcCom15#0,"""據點剩三個……<br>請想辦法守下！　拼命守下喔！"""
NpcCom16#0,"""啊啊啊！<br>據點被破壞了！<br>剩下四個！　防守防守！"""
barricade0#0,"""第一防線被突破了！<br>敵人進到内部裡來了！"""
barricade1#0,"""第二防線也<br>被突破了喔！<br>請想辦法阻止敵人前進！"""
barricade2#0,"""最終防線被突破了！<br>請別讓敵人繼續前進！"""
UITimerExplanation00#0,"""距離攻撃波$(0)開始，還剩下"""
UITimerExplanation01#0,"""攻撃波$(0)限制時間"""
UITimerExplanation02#0,"""離最後一攻撃波開始剩"""
UITimerExplanation03#0,"""離最後一攻撃波結束剩"""
EnemyCondition00#0,"""HP小幅增加"""
EnemyCondition01#0,"""HP增加"""
EnemyCondition02#0,"""HP大幅增加"""
EnemyCondition03#0,"""攻擊力UP小"""
EnemyCondition04#0,"""攻擊力UP中"""
EnemyCondition05#0,"""攻擊力UP大"""
LineMsgEnemyConditionNum1#0,"""敵人的能力値上升了！<br>　　　$(0)"""
LineMsgEnemyConditionNum2#0,"""敵人的能力値上升了！<br>$(0)　　$(1)"""
LineMsgBase00#0,"""$(0)據點被破壞了！"""
BaseColorOrange#0,"""橘色"""
BaseColorPurple#0,"""紫色"""
BaseColorWhite#0,"""白色"""
BaseColorBlue#0,"""藍色"""
BaseColorGreen#0,"""綠色"""
Terminal_ActionToastOwn_1#0,"""為$(0)起動了衝擊屏障。"""
Terminal_ActionToastOwn_2#0,"""恢復了$(0)的耐久値。"""
Terminal_ActionToastOwn_3#0,"""在$(0)起動了A.I.S。"""
Terminal_ActionToastOwn_4#0,"""在$(0)設置了機槍座。"""
Terminal_ActionToastOwn_5#0,"""在$(0)設置了光子粒子炮。"""
Terminal_ActionToastOwn_6#0,"""淨化了$(0)。"""
Terminal_ActionToastMember_1#0,"""$(0)為$(1)起動了衝擊屏障。"""
Terminal_ActionToastMember_2#0,"""$(0)回復了$(1)的耐久値。"""
Terminal_ActionToastMember_3#0,"""$(0)在$(1)起動了A.I.S。"""
Terminal_ActionToastMember_4#0,"""$(0)在$(1)設置了機槍座。"""
Terminal_ActionToastMember_5#0,"""$(0)在$(1)設置了光子粒子炮。"""
Terminal_ActionToastMember_6#0,"""$(0)淨化了$(1)。"""
TitleNone#0,"""據點防衛初學者"""
Title0#0,"""銀河的守護者"""
Title1#0,"""至高的守護者"""
Title2#0,"""絶世的守護者"""
Title3#0,"""光輝的治癒者"""
Title4#0,"""神算鬼謀之士"""
Title5#0,"""熟練的治癒者"""
Title6#0,"""光輝的王牌"""
Title7#0,"""百聞不如一見的軍師"""
Title8#0,"""智略的戰士"""
Title9#0,"""平穩的治癒者"""
Title10#0,"""據點的守護者"""
Title11#0,"""策謀之士"""
Title12#0,"""溫柔的治癒者"""
Title13#0,"""不動的看守者"""
Title14#0,"""據點的看守者"""
Title15#0,"""破壞王"""
Title16#0,"""光榮的王牌"""
Title17#0,"""下一代的希望"""
Title18#0,"""新進氣銳的勇士"""
Title19#0,"""希望的王牌"""
Title20#0,"""一流指令員"""
Title21#0,"""一流醫護兵"""
Title22#0,"""有才指令員"""
Title23#0,"""有才醫護兵"""
Title24#0,"""戰守最強"""
Title25#0,"""超級英雄"""
Title26#0,"""結晶神"""
Title27#0,"""未來的王牌"""
Title28#0,"""毀滅者"""
Title29#0,"""中級指令員"""
Title30#0,"""中級醫護兵"""
Title31#0,"""戰守猛者"""
Title32#0,"""結晶大師"""
Title33#0,"""正義的英雄"""
Title34#0,"""破碎者"""
Title35#0,"""新進指令員"""
Title36#0,"""新進醫護兵"""
Title37#0,"""戰守名人"""
Title38#0,"""結晶收集者"""
Title39#0,"""大家的英雄"""
Title40#0,"""新手指令員"""
Title41#0,"""新手醫護兵"""
Title42#0,"""戰守達人"""
Title43#0,"""結晶挖掘者"""
Title44#0,"""新進英雄"""
Title45#0,"""見習指令員"""
Title46#0,"""結晶新手"""
Title47#0,"""戰守鬥士"""
Title48#0,"""新手英雄"""
Title49#0,"""見習英雄"""
BaseName#0,"""$(0)據點"""
PedestalName#0,"""$(0)防衛座"""
UIWaitInterval#0,"""<c 03caff>インターバルエリア転送まで後"""
UIInterval#0,"""ミッションスタートまで後"""
UIIntervalWarning#0,"""<c ff2020>ミッションスタートまで後"""
ToastEnterIntervalClient#0,"""$(0)がインターバルエリアに到達しました"""
LineMessageWaitInterval#0,"""インターバルエリアに到達しました<br>ミッション中のプレイヤーは$(0)秒後に強制転送されます"""
ToastMessageIntervalBonus#0,"""参加者全員がインターバルエリアに入りました。\u3000インターバルマイルボーナス$(0)獲得"""
ToastMessageIntervalBonusPerfect#0,"""参加者全員がインターバルエリアに入りました。\u3000インターバルマイルボーナス$(0)獲得\u3000パーフェクト！"""
ToastMessageAmountBonus#0,"""チャレンジクリア！\u3000インターバルマイルボーナス$(0)獲得"""
ToastMessageAmountBonusPerfect#0,"""チャレンジクリア！\u3000インターバルマイルボーナス$(0)獲得\u3000パーフェクト！"""
NPCAmount40#0,"""ＶＲエネルギーが４０％を切りました。<br>エネルギーが切れますとチャレンジが<br>終了致しますのでご留意ください。"""
NPCAmount10#0,"""ＶＲエネルギーが１０％を切りました。<br>エネルギーを回収してミッションの<br>遂行を目指してください。"""
ToastGetPoint#0,"""$(0)が$(1)マイル入手！"""
ToastGetAmount#0,"""$(0)がVRエネルギー$(1)%回復！"""
ToastGetAmountWithBonus#0,"""$(0)がVRエネルギー$(1)%回復。エクストラチャージボーナス$(2)マイル獲得！"""
HpUp_1#0,"""HP小幅增加"""
HpUp_2#0,"""HP增加"""
HpUp_3#0,"""HP大幅增加"""
AttackUp_1#0,"""攻擊力UP小"""
AttackUp_2#0,"""攻擊力UP中"""
AttackUp_3#0,"""攻擊力UP大"""
LineMsgEnemyConditionNum1#1,"""敵人的能力値上升了！<br>　　　$(0)"""
LineMsgEnemyConditionNum2#1,"""敵人的能力値上升了！<br>$(0)　　$(1)"""
ToastRecordPC#0,"""“PC”版で4名そろったため、クリアタイムを記録します。"""
ToastRecordVita#0,"""“PS Vita”版で2名そろったため、クリアタイムを記録します。"""
ToastRecordNone#0,"""条件を満たしていないため、クリアタイムは記録されません。"""
ToastRecordEnd#0,"""パーティーメンバー数が変更されたため、クリアタイムは記録されません。"""
ItemGetMessage#0,"""$(0)を入手しました。"""
ItemGetMessage2#0,"""$(0)<br>$(1)を入手しました。"""
QuestLevelLimit#0,"""未滿足任務的接受條件。"""
TeamPointMsg#0,"""與公會成員完成任務！獲得$(0)TP！"""
ArealockOpenedQuestInfo#0,"""最深部へ移動可能となった！<yellow>出現したテレパイプを利用し<c>ボスの討伐へ向かえ！"""
WindowTitle#0,"""A.I.S起動"""
WindowMessage#0,"""A.I.Sを起動します。<br>よろしいですか？<br><br>※パーティーで<yellow>$(0)回だけ<c>起動することができます。<br>"""
WindowMessage_Multi#0,"""A.I.Sを起動します。<br>よろしいですか？<br><br>※クエスト内で<yellow>$(0)回だけ<c>起動することができます。<br>"""
LimitMessage#0,"""起動回数制限に達しているため、<br>A.I.Sを起動することができません。"""
Failure_RideConcurrentLimit#0,"""同時起動数上限のため起動に失敗しました"""
Failure_RideCountLimit#0,"""起動回数上限のため起動に失敗しました"""
Failure_Other#0,"""起動に失敗しました"""
Failure_RideConcurrentLimitRgrs#0,"""ラコニウムソードを獲得できませんでした。"""
Failure_RideCountLimitRgrs#0,"""ラコニウムソードはこれ以上獲得できません。"""
Failure_OtherRgrs#0,"""ラコニウムソードの獲得に失敗しました。"""
LineMessage00#0,"""/start13 幻創種の反応を確認！\u3000エネミーを撃破せよ！"""
LineMessage01#0,"""/start120 /rt_eff0 /rt_time60 <c c47222>ブロンズエンブレム<c>が出現中！\u3000入手すればスコア倍率アップ！"""
LineMessage02#0,"""/start180 <c c47222>ブロンズエンブレム<c>消滅！\u3000エネミーを撃破せよ！"""
LineMessage03#0,"""/start300 /rt_eff1 /rt_time60 <c c0c0c0>シルバーエンブレム<c>が出現中！\u3000入手すればスコア倍率アップ！"""
LineMessage04#0,"""/start360 <c c0c0c0>シルバーエンブレム<c>消滅！\u3000エネミーを撃破せよ！"""
LineMessage05#0,"""/start480 /rt_eff2 /rt_time60 <c ffd700>ゴールドエンブレム<c>が出現中！\u3000入手すればスコア倍率アップ！"""
LineMessage06#0,"""/start540 <c ffd700>ゴールドエンブレム<c>消滅！\u3000エネミーを撃破せよ！"""
LineMessage07#0,"""/start600 制限時間まであと1分！"""
LineMessage08#0,"""/start630 制限時間まであと30秒！"""
Crystal#0,"""エンブレム争奪戦"""
ArealockQuestStart#0,"""現在、強力な敵性存在の座標捜索中。<br>情報収集のため、該当領域の周辺探索を<br>お願いします。"""
ArealockOpened#0,"""強力な敵性存在の座標を特定。<br>転送用テレパイプ、準備完了です。<br>敵性存在の討伐に向かってください。"""
RidingTimelimitHalf#0,"""領域の展開時間、あと半分ほどです！<br>まだ余裕はあるので、時間いっぱいまで<br>エネミーを討伐しましょう！"""
RidingTimelimitLittle#0,"""領域の展開時間、残りわずかです！<br>あと少し、頑張ってください！"""
RidingQuestStart#0,"""隔離領域を展開します！<br>領域展開の限界まで、可能な限り<br>多くのエネミーを討伐してください！"""
DefaultSet_default_0001#0,"""攻擊型"""
DefaultSet_default_0002#0,"""防禦型"""
DefaultSet_default_0003#0,"""平衡型"""
DefaultSet_default_0004#0,"""特殊型"""
DefaultSet_practice_0001#0,"""簡易攻擊型"""
DefaultSet_default_0005#0,"""攻擊型"""
DefaultSet_default_0006#0,"""防禦型"""
DefaultSet_default_0007#0,"""平衡型"""
DefaultSet_default_0008#0,"""特殊型"""
BaseName0#0,"""<c ee7c00>橙破界塔<c>"""
BaseName1#0,"""<c ba55d3>紫破界塔<c>"""
BaseName2#0,"""<c ffffff>白破界塔<c>"""
BaseName3#0,"""<c 1ea8ff>藍破界塔<c>"""
BaseName4#0,"""<c 00d700>緑破界塔<c>"""
WaveHappening0#0,"""魔神城、魔神壁を召喚！<br>破界塔間の移動阻害に注意せよ！"""
WaveHappening1#0,"""魔神城、魔神爆弾による攻撃を開始！<br>上空からの攻撃に注意せよ！"""
WaveHappening2#0,"""魔神城、多数の召喚砲台を起動！<br>破界塔への直接攻撃に注意せよ！"""
WaveHappening3#0,"""魔神城、敵軍の配置を変更！<br>攻め来る敵軍の編制に注意せよ！"""
WaveHappening4#0,"""シエラが支援兵器を配備！<br>兵器による攻撃支援を活かし、破界鎚を護衛せよ！"""
WaveHappening5#0,"""魔神城、索敵妨害を発動！<br>レーダーマップへの妨害に注意せよ！"""
WaveHappening6#0,"""魔神城、魔神霧を発動！<br>霧による視界不良に注意せよ！"""
Wh0#0,"""魔神壁"""
WhText0#0,"""破界塔間の移動阻害"""
Wh1#0,"""魔神爆弾による攻撃"""
WhText1#0,"""上空からの攻撃"""
Wh2#0,"""多数の召喚砲台"""
WhText2#0,"""破界塔への直接攻撃"""
Wh3#0,"""敵軍の配置変更"""
WhText3#0,"""敵軍の編制"""
Wh5#0,"""索敵妨害"""
WhText5#0,"""レーダーマップへの妨害"""
Wh6#0,"""魔神霧"""
WhText6#0,"""霧による視界不良"""
OnQuestBegin_0#0,"""敵軍進入攻擊準備姿態了！<br>趁現在設置兵器和進行魔力的回收！"""
OnQuestBegin_1#0,"""積累魔力的話，ARKS兵器會被強化，還有可召喚的破界鎚的數量也會增加。"""
OnDefencePhase1Start0#0,"""確認到敵軍開始進攻！<br>請一邊防衛破界塔，一邊儘可能地收集魔力！"""
OnDefencePhase1Start1#0,"""敵軍再次開始進攻！<br>收集魔力到一定量時破界塔會自動恢復！"""
OnDefencePhase1Start2#0,"""敵軍再次開始進攻！<br>請一邊防衛破界塔不被破壞一邊進行魔力的回收！"""
OnDefencePhase3Start0#0,"""確認到來自魔神城的巨大反應！<br>好像是對破界塔的狙擊攻擊！<br>請一定要阻止它！"""
OnDefencePhase3Start1#0,"""再一次確認到來自魔神城的巨大反應……！<br>請阻止魔神城的攻擊，守衛破界塔！"""
OnAttackPhase1Start0#0,"""破界鎚召喚完畢！<br>請守衛破界鎚不被敵軍破壞，然後破壞障壁！"""
OnAttackPhase1Start1#0,"""破界鎚召喚完畢！<br>請守衛破界鎚不被敵軍破壞，然後破壞剩餘的障壁！"""
OnAttackPhase1Start2#0,"""破界鎚召喚完畢！<br>這次一定要突破敵方的障壁！"""
OnAttackPhase2Start0_0#0,"""成功破壞全部障壁！<br>剩下的就是打倒魔神城了！<br>首先是對腹部的核心進行攻擊！"""
OnAttackPhase2Start0_1#0,"""魔神城會對破界塔發出雷射光線！<br>請儘快破壞核心！"""
OnAttackPhase3Start0_0#0,"""為了對魔神城進行攻擊，請從左右兩邊的階梯前往中央的橋！"""
OnAttackPhase3Start0_1#0,"""這次魔神城也會對破界塔發出雷射光線！<br>請儘快擊敗！"""
OnAttackPhase3Start1#0,"""請再一次登上防衛機構<br>前往魔神城的弱點！"""
OnDefencePhase1End0#0,"""完成對敵軍的鎮壓！<br>正在召喚破界鎚。請趁現在進行進軍的準備！"""
OnDefencePhase1End1#0,"""再一次召喚破界鎚攻擊障壁！<br>去回收魔力，增加可召喚的破界鎚的數量吧！"""
OnDefencePhase1End2#0,"""破界鎚召喚中！<br>請準備突入！"""
OnAttackPhase1End0#0,"""破界鎚消失，敵方增援出現！<br>再一次進攻就要來了，請加固對破界塔的守衛！"""
OnAttackPhase1End1#0,"""破界鎚消失，敵方增援再次出現！<br>請加固對破界塔的守衛！"""
OnAttackPhase1End2#0,"""破界鎚全消失，敵方增援再次出現！<br>請加固對破界塔的守衛！"""
OnDefencePhaseEndByTimeOver#0,"""敵軍的動向發生改變！<br>一部分敵人會自爆！<br>請注意！"""
OnDefencePhaseEnemyDecrease0#0,"""敵軍數量正在減少！<br>就這樣擊潰他們！"""
OnDefencePhaseEnemyDecrease1#0,"""敵軍數量不多了！<br>還有很少的一部分！"""
OnWaveHappening#0,"""魔神城有未知的動向！<br>好像會搗亂的樣子！<br>請各位針對狀況進行行動！"""
OnWH2#0,"""魔神城に急激な動きがありました！<br>複数の妨害を確認、危険な状況です！<br>警戒を怠らず、最大限の対応を！"""
OnPlayerWH#0,"""破界鎚、召喚完了しました！<br>サポートしますので、破界鎚を護衛し<br>魔神結界を破壊してください！"""
OnReAttack#0,"""進行支援！<br>召喚破界鎚<br>請準備再次進攻！"""
OnBossAttackTimeExtend#0,"""進行支援！<br>暫時抑制住魔神城的力量了<br>趁現在快攻擊！"""
OnRamCountIncrease#0,"""已回收一定量的魔力！<br>可以召喚更多破界鎚！<br>繼續回收魔力吧！"""
OnMatLvUpAfterRamMax#0,"""已回收一定量的魔力！<br>兵器已被強化，破界塔也被修復一點兒了！"""
OnBaseHpDecrease0#0,"""$(0)的損傷擴大！<br>請儘快去救援！"""
OnBaseHpDecrease1#0,"""$(0)要沒了！<br>請火速救援！"""
OnBrokenBase1#0,"""破界塔已被破壞！<br>還剩3個！　還有機會！　不要急躁！"""
OnBrokenBase2#0,"""第二個破界塔被破壞！<br>狀況不容樂觀！<br>請注意！"""
OnBrokenBase3#0,"""第三個破界塔被破壞！<br>請一定死守剩下的一個破界塔！"""
OnBrokenBaseLowSolo1#0,"""１つ目の破界塔、機能停止！<br>残る１つは必ず死守して下さい！"""
OnHpGaugeDecrease0#0,"""己方的損傷擴大中！<br>如果損傷繼續擴大的話，就得撤退了！"""
OnHpGaugeDecrease1#0,"""己方的損傷非常大！無法承受更多的損傷！請將損傷減小到最小，守護破界塔！"""
OnTimeDecreaseRate#0,"""可戰鬥的時間，剩餘一半！<br>天平指向我們這邊的話就贏了<br>可能的話，請擊破魔神城！"""
OnTimeDecreaseSecond#0,"""可戰鬥時間很短了！<br>還差一點兒，請不要放棄堅持到最後！"""
OnSuccessReturn#0,"""那麼請返回。<br>幸苦了！"""
OnFailureReturn#0,"""雖然很遺憾……但是沒辦法。<br>請返回吧。"""
OnBreakBossBothArms#0,"""魔神城的兩個手腕機能停止！<br>從手腕向頭部突擊，給予最後的一擊吧！"""
OnFireRam#0,"""召喚了<c 8cf0ff>$(0)個破界鎚！開始向障壁進攻！<c>"""
OnBrokenRam#0,"""<c f78384>破界鎚被破壞了！<c>"""
OnBrokenFortByRam#0,"""<c 8cf0ff>破界鎚破壞障壁了！<c>"""
OnBrokenFort#0,"""<c 8cf0ff>敵方障壁被破壞了！<c>"""
OnBaseHpDecrease0#1,"""$(0)<c f78384>受損！<c>"""
OnBaseHpDecrease1#1,"""$(0)<c f78384>受損巨大！！<c>"""
OnEnemyHpGaugeDecrease0#0,"""<c 8cf0ff>敵軍 戰力槽剩餘50%！<c>"""
OnEnemyHpGaugeDecrease1#0,"""<c 8cf0ff>敵軍 戰力槽剩餘25%！<c>"""
OnHpGaugeDecrease0#1,"""<c f78384>自軍 戰力槽剩餘50%！<c>"""
OnHpGaugeDecrease1#1,"""<c f78384>自軍 戰力槽剩餘25%！<c>"""
OnDefencePhaseEnemyDecrease0#1,"""<c 8cf0ff>敵軍部隊只有一半了！<c>"""
OnDefencePhaseEnemyDecrease1#1,"""<c 8cf0ff>敵軍部隊只有一點兒了！<c>"""
OnRamCountIncrease#1,"""<c 8cf0ff>魔力Lv.UP！　破界鎚的召喚數增加！　破界塔恢復，己方兵器被強化！<c>"""
OnMatLvUpAfterRamMax#1,"""<c 8cf0ff>魔力Lv.UP！　破界塔恢復，己方兵器被強化！<c>"""
OnBoostStart#0,"""消耗主要匹配增益次數，效果開始生效。"""
OnBrokenBase#0,"""$(0)被破壞了！（剩餘$(1)個）"""
OnTimeDecreaseRate#1,"""戰鬥時間還剩一半！"""
OnTimeDecreaseSecond#1,"""戰鬥時間還有1分鐘！"""
OnAttackPhase1Start#0,"""<yellow>【目標更新】<br><br>保護破界鎚，攻擊敵方障壁！<c>"""
OnAttackPhase2Start#0,"""<yellow>【目標更新】<br><br>儘快破壞魔神城腹部的核心！<c>"""
OnAttackPhase3Start#0,"""<yellow>【目標更新】<br><br>從左右兩邊的樓梯達到防衛機構，擊破魔神城！<c>"""
OnDefencePhase1Start#0,"""<yellow>【目標更新】<br><br>敵方部隊襲來！　保護破界塔！<c>"""
OnDefencePhase3Start#0,"""<yellow>【目標更新】<br><br>從魔神城的攻擊和敵方部隊的襲擊中保護破界塔！<c>"""
OnAttackPhase1End#0,"""<yellow>【目標更新】<br><br>確認到敵軍的反應！　對來自敵軍的襲擊做好準備！<c>"""
OnDefencePhase1End#0,"""<yellow>【目標更新】<br><br>召喚破界鎚中！　準備進攻！<c>"""
OnReAttack#1,"""<c ffd700>【目標更新】<br><br>雪拉的支援發動！　準備再次進攻！<c>"""
OnBossAttackTimeExtend#1,"""<c ffd700>【目標更新】<br><br>雪拉的支援發動！　距開始攻擊敗界塔的時間延長了！<c>"""
OnWaveHappening#1,"""<c f78384>【發生突發事件】<br><br>$(0)<c>"""
OnWH2#1,"""<c f78384>【ダブルアクシデント発生】<br><br>魔神城、$(0)と$(1)を同時に発動！<br>$(2)と$(3)に注意せよ！<c>"""
OnPlayerWH#1,"""<c 8cf0ff>【サポート発動】<br><br>$(0)<c>"""
OnGaugeBreakLose#0,"""破界塔全滅了！"""
DuringPreparePhase#0,"""マナを回収して開戦準備を行え！"""
DuringDefencePhase1#0,"""敵部隊の攻撃から破界塔を守れ！"""
DuringCoolTimeDefenceToAttack#0,"""回收魔力準備召喚破界鎚！"""
DuringAttackPhase1#0,"""破界鎚を護衛し敵結界を攻撃せよ！"""
DuringCoolTimeAttackToDefence#0,"""做好準備，敵軍要襲擊敗界塔了！"""
DuringAttackPhase2#0,"""魔神城の腹部のコアを破壊せよ！"""
DuringDefencePhase3#0,"""阻止魔神城的攻擊和敵軍的襲擊！"""
DuringAttackPhase3#0,"""準備對魔神城進行突擊！"""
MissionCond_Enemy1#0,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000『MISSION $(0)』に以下の効果が発生。<br><br>エネミーの$(1)上がった！"""
MissionCond_Enemy2#0,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000『MISSION $(0)』に以下の効果が発生。<br><br>エネミーの$(1)、$(2)上がった！"""
MissionCond_Player1#0,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000『MISSION $(0)』に以下の効果が発生。<br><br>味方の$(1)された！"""
MissionCond_Enemy1Player1#0,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000『MISSION $(0)』に以下の効果が発生。<br><br>エネミーの$(1)上がった！<br>味方の$(2)された！"""
MissionCond_Enemy2Player1#0,"""<red><u>ミッションアクシデント発生！</u><c><br>『MISSION $(0)』に以下の効果が発生。<br><br>エネミーの$(1)、$(2)上がった！<br>味方の$(3)された！"""
MissionCond_Player2#0,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000『MISSION $(0)』に以下の効果が発生。<br><br>味方の$(1)、$(2)された！"""
MissionCond_Enemy1Player2#0,"""<red><u>ミッションアクシデント発生！</u><c><br>\u3000『MISSION $(0)』に以下の効果が発生。<br><br>エネミーの$(1)上がった！<br>味方の$(2)、$(3)された！"""
MissionCond_Enemy2Player2#0,"""<red><u>ミッションアクシデント発生！</u><c><br>『MISSION $(0)』に以下の効果が発生。<br><br>エネミーの$(1)、$(2)上がった！<br>味方の$(3)、$(4)された！"""
RoundCond_Enemy1#0,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)上がった！"""
RoundCond_Enemy2#0,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)、$(2)上がった！"""
RoundCond_Player1#0,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>味方の$(1)された！"""
RoundCond_Enemy1Player1#0,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)上がった！<br>味方の$(2)された！"""
RoundCond_Enemy2Player1#0,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)、$(2)上がった！<br>味方の$(3)された！"""
RoundCond_Player2#0,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>味方の$(1)、$(2)された！"""
RoundCond_Enemy1Player2#0,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)上がった！<br>味方の$(2)、$(3)された！"""
RoundCond_Enemy2Player2#0,"""<yellow><u>ラウンドアクシデント発生！</u><c><br>『$(0)周目』の間、下記効果が発生。<br><br>エネミーの$(1)、$(2)上がった！<br>味方の$(3)、$(4)された！"""
QuestFreshmanM:EnemyHpUp010#0,"""HPが10%"""
QuestFreshmanM:EnemyHpUp020#0,"""HPが20%"""
QuestFreshmanM:EnemyHpUp030#0,"""HPが30%"""
QuestFreshmanM:EnemyHpUp040#0,"""HPが40%"""
QuestFreshmanM:EnemyHpUp050#0,"""HPが50%"""
QuestFreshmanM:EnemyHpUp060#0,"""HPが60%"""
QuestFreshmanM:EnemyHpUp070#0,"""HPが70%"""
QuestFreshmanM:EnemyHpUp080#0,"""HPが80%"""
QuestFreshmanM:EnemyHpUp090#0,"""HPが90%"""
QuestFreshmanM:EnemyHpUp100#0,"""HPが100%"""
QuestFreshmanM:EnemyHpUp200#0,"""HPが200%"""
QuestFreshmanM:EnemyHpUp300#0,"""HPが300%"""
QuestFreshmanM:EnemyHpUp400#0,"""HPが400%"""
QuestFreshmanM:EnemyHpUp500#0,"""HPが500%"""
QuestFreshmanM:EnemyHpUp600#0,"""HPが600%"""
QuestFreshmanM:EnemyHpUp700#0,"""HPが700%"""
QuestFreshmanM:EnemyHpUp800#0,"""HPが800%"""
QuestFreshmanM:EnemyHpUp900#0,"""HPが900%"""
QuestFreshmanM:EnemyHpUp1000#0,"""HPが1000%"""
QuestFreshmanM:EnemyAttackUp010#0,"""攻撃力が10%"""
QuestFreshmanM:EnemyAttackUp020#0,"""攻撃力が20%"""
QuestFreshmanM:EnemyAttackUp030#0,"""攻撃力が30%"""
QuestFreshmanM:EnemyAttackUp040#0,"""攻撃力が40%"""
QuestFreshmanM:EnemyAttackUp050#0,"""攻撃力が50%"""
QuestFreshmanM:EnemyAttackUp060#0,"""攻撃力が60%"""
