r01_gd_flo_wi#0,"""Fuwan"""
Common_ArmorPP#0,"""ไม่ขยับหรือชะงักระหว่าง PA<br>ความเสียหายที่ได้รับ <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Common_GearGuagePP#0,"""อัตราสะสมเกจ Gear <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Common_AtkChgSpeedAtp#0,"""ความเร็วโจมตีเพิ่ม/เวลาชาร์จ <yellow>$(0)<c><br>พลังโจมตีชาร์จ <yellow>$(1)<c>/ไม่ชาร์จ <yellow>$(2)<c><br>ลดการใช้ PP <yellow>$(3)<c>"""
Common_AtkSpeedAtpFL#0,"""ความเร็วโจมตีเพิ่มขึ้น<br>ความแรงครึ่งแรก <yellow>$(0)<c>/ครึ่งหลัง <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
Wlance_CrossingFeatherGuagePP#0,"""อัตราสะสมเกจ Crossing Feather <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Dsaber_WindGuagePP#0,"""อัตราสะสม Kamaitachi <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Dblade_PinionBladeGuagePP#0,"""อัตราสะสมเกจ Pinion Blade <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Rifle_SpreadShotGuagePP#0,"""อัตราสะสมเกจ Spread Shot <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Rifle_AttackImpactGuagePP#0,"""อัตราสะสมเกจ Rifle Attack Impact <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Machinegun_InfinityFireGuagePP#0,"""อัตราสะสมเกจ Hail of Bullets <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Gunslash_EnableChargeSlash#0,"""กด Weapon Action หลัง PA จะเป็น Charge Slash<br>ลดการใช้ PP <yellow>$(0)<c>"""
Katana_PAComboAtpPP#0,"""ความแรง PA ขั้น 1 <yellow>$(0)<c><br>ความแรง PA ขั้น 2 <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
Wand_ElementPursuitGuagePP#0,"""เกจ Wand Element Pursuit ทำงาน<br>ลดการใช้ PP <yellow>$(0)<c>"""
Technic_DownRateMixTechPP#0,"""อัตราสะสมดาวน์ธาตุ <yellow>$(0)<c><br>อัตราสะสมเกจ Compound Technique <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
WlancePA03_Pattern2#0,"""ระยะโจมตีเพิ่มขึ้น<br>โบนัสความแรงระยะที่เหมาะสมทำงานเสมอ<br>ลดการใช้ PP <yellow>$(0)<c>"""
PartisanPA02_Pattern2#0,"""ความแรงฮิตจบและระยะโจมตีเพิ่มขึ้น<br>พลังโจมตีของ PA <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
PartisanPA02_Pattern3#0,"""เมื่อกด PA ค้าง ความแรง/ความเร็วโจมตีเพิ่มขึ้น<br>พลังโจมตีของ PA <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
TdaggerPA02_Pattern2#0,"""ครึ่งแรกพุ่งไปข้างหน้าไกลขึ้น<br>ครึ่งหลังไม่ถอยหลัง/วงคลื่นกระแทกกว้างขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
TdaggerPA02_Pattern3#0,"""ความแรงเมื่อต่อด้วย Accelerator Drive <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
DsaberPA03_Pattern3#0,"""พายุอยู่ได้นานขึ้น<br>ความแรงพายุต่อฮิต <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
KatanaPA03_Pattern2#0,"""ความเร็วโจมตีเพิ่มระหว่าง Brave Combat/ความแรง PA <yellow>$(0)<c><br>จำนวนฮิต Finish Prize <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
RiflePA03_Pattern2#0,"""เมื่อกด PA ค้าง ความแรงเพิ่ม/กระสุนติดตาม<br>พลังโจมตีของ PA <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
RiflePA03_Pattern3#0,"""ความแรงฮิตจบและระยะโจมตีเพิ่มขึ้น<br>พลังโจมตีของ PA <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
LauncherPA01_Pattern2#0,"""จำนวนฮิตระเบิดปูพรมเพิ่มขึ้น<br>ความแรงระเบิดต่อลูก <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
LauncherPA01_Pattern3#0,"""ความแรง PA Launcher ต่อศัตรูที่โดนระเบิดปูพรม <yellow>$(0)<c><br>ระยะห่างระหว่างลูกระเบิดเพิ่มขึ้น<br>พลังโจมตีของ PA <yellow>$(1)<c>/ลดการใช้ PP <yellow>$(2)<c>"""
CompoundBowPA03_Pattern1#0,"""ระยะโจมตีแบบไม่ชาร์จกว้างขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
CompoundBowPA03_Pattern2#0,"""ระยะเวลาโจมตีแบบไม่ชาร์จนานขึ้น<br>ความแรงแบบไม่ชาร์จต่อฮิต <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
CompoundBowPA03_Pattern3#0,"""จำนวนที่สะสมเมื่อชาร์จ <yellow>$(0)<c><br>ความแรงเมื่อชาร์จต่อฮิต <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
DbladePA02_Pattern1#0,"""ไม่ขยับหรือชะงักระหว่าง PA<br>อัตราสะสมเกจ Pinion Blade <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
DbladePA02_Pattern3#0,"""ความเร็วโจตีครึ่งแรกเพิ่มขึ้น<br>ความแรงครึ่งแรก <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
JetBootsPA03_Pattern2#0,"""คลื่นกระแทกอยู่ได้นานขึ้น<br>ความแรงคลื่นกระแทกต่อฮิต <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
JetBootsPA03_Pattern3#0,"""กดโจมตีปกติระหว่าง PA จะเป็น Thrust Drive<br>ลดการใช้ PP <yellow>$(0)<c>"""
TaktPA04_Pattern3#0,"""กดแบบไม่ค้างจะสะสมมาร์ค Treble Clef<br>ลดการใช้ PP <yellow>$(0)<c>"""
GunslashPA04_Pattern2#0,"""เมื่อกดทิศทาง ระยะโจมตีจะกว้างขึ้น/<br>ระยะพุ่งขึ้นแนวตั้งเพิ่มขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
GunslashPA04_Pattern3#0,"""เมื่อไม่กดทิศทาง คลื่นกระแทกจะทำงานต่อเนื่อง<br>เมื่อไม่กดทิศทาง ความแรงต่อฮิต <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
TalisPA01_Pattern1#0,"""หลังกาง Talis <yellow>$(0) วิขึ้นไป<c>, ความแรงเทคนิค <yellow>$(1)<c><br>ระยะเวลากาง Talis <yellow>$(2)<c><br>ระหว่างกาง ลดการใช้ PP เทคนิค <yellow>$(3)<c>"""
TalisPA01_Pattern2#0,"""ระหว่างกาง Talis เทคนิคจะโดนเป้าหมายทันที<br>ระหว่างกาง อัตราสะสมดาวน์ธาตุของเทคนิค <yellow>$(0)<c><br>ระหว่างกาง ลดการใช้ PP เทคนิค <yellow>$(1)<c>"""
TalisPA01_Pattern3#0,"""ระหว่างกาง Talis อัตราสะสมเกจ Tricky Capacitor <yellow>$(0)<c><br>ระหว่างกาง ลดการใช้ PP เทคนิค <yellow>$(1)<c>"""
WandPA01_Pattern2#0,"""โจมตีปล่อยคลื่นกระแทก/ความเร็วเพิ่มขึ้น<br>การโจมตีจะไม่ทำให้ตัวขยับ<br>พลังโจมตีของ PA <yellow>$(0)<c>/ลดการใช้ PP <yellow>$(1)<c>"""
Fire01_Pattern2#0,"""ความเร็วโจมตีเพิ่มขึ้น<br>ระยะเวลาชาร์จ <yellow>$(0)<c><br>ความแรงเทคนิค <yellow>$(1)<c>"""
Fire01_Pattern3#0,"""อัตราสะสมดาวน์ธาตุ <yellow>$(0)<c><br>อัตราสะสม Fire Crest <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
Wind01_Pattern1#0,"""กงจักรลมใหญ่ขึ้น/จำนวนฮิตลดลง<br>ลดการใช้ PP <yellow>$(0)<c>"""
Wind01_Pattern2#0,"""การโจมตีแบบชาร์จกว้างขึ้น/ความเร็วกระสุนเพิ่มขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
Light01_Pattern1#0,"""โจมตีชาร์จและ Ring of Light จะเหลือ 1 ฮิต<br>ความแรงเมื่อชาร์จ <yellow>$(0)<c><br>ระยะเวลาชาร์จ <yellow>$(1)<c>"""
Light01_Pattern2#0,"""ป้องกันการโจมตีศัตรูขณะร่าย<br>ลดการใช้ PP <yellow>$(0)<c>"""
SwordPA03_Pattern2#0,"""ความแรงฮิตที่ 3 เมื่อฮิตที่ 1 ชาร์จ <yellow>$(0)<c><br>ความแรงฮิตที่ 3 เมื่อฮิตที่ 2 ชาร์จ <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
SwordPA03_Pattern3#0,"""แบบชาร์จจะเปลี่ยนเป็นคลื่นกระแทก 1 ฮิต<br>การโจมตีจะไม่ทำให้ตัวขยับ<br>ลดการใช้ PP <yellow>$(0)<c>"""
WlancePA02_Pattern1#0,"""ระยะโจมตีเพิ่มขึ้น<br>โบนัสความแรงระยะที่เหมาะสมทำงานเสมอ<br>ลดการใช้ PP <yellow>$(0)<c>"""
WlancePA02_Pattern2#0,"""ความแรงเมื่อต่อด้วย Wired Lance Weapon Action <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
PartisanPA1_Pattern2#0,"""ชาร์จจะกลายเป็นการโจมตีต่อเนื่อง<br>ความแรงเมื่อชาร์จ <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
TdaggerPA04_Pattern3#0,"""ครึ่งหลังกลายเป็นการโจมตีต่อเนื่อง<br>ลดการใช้ PP <yellow>$(0)<c>"""
KnucklePA03_Pattern2#0,"""ระยะเวลาโจมตีครึ่งแรกนานขึ้น/ฮิตเร็วขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
KnucklePA03_Pattern3#0,"""ครึ่งแรกพุ่งไปข้างหน้าไกลขึ้น<br>ป้องกันการโจมตีศัตรูเมื่อกดใช้<br>ลดการใช้ PP <yellow>$(0)<c>"""
RiflePA01_Pattern1#0,"""ระดับชาร์จ 1:<br>ความแรงเพิ่ม/ระยะกว้างขึ้น/เหลือ 1 ฮิต/เร็วขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
RiflePA01_Pattern2#0,"""ยิงแบบไม่ชาร์จจะติดตามศัตรู<br>ลดการใช้ PP <yellow>$(0)<c>"""
LauncherPA02_Pattern2#0,"""ใช้ PP เมื่อกดค้าง <yellow>$(0)<c><br>เวลาชาร์จ <yellow>$(1)<c>"""
LauncherPA02_Pattern3#0,"""ชาร์จเต็มทันที<br>พลังโจมตีเสริมเมื่อชาร์จ <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
MachinegunPA01_Pattern2#0,"""โบนัสความแรงระยะที่เหมาะสมทำงานเสมอ<br>ลดการใช้ PP <yellow>$(0)<c>"""
MachinegunPA01_Pattern3#0,"""จำนวนครั้งโจมตีเพิ่มขึ้น<br>ความแรงเมื่อไม่ชาร์จ <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
KatanaPA02_Pattern2#0,"""ลดเวลาลดก่อนใช้ Fearless Attitude ได้<br>ความแรงเมื่อต่อด้วย Fearless Attitude <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
CompoundBowPA04_Pattern2#0,"""ระหว่าง Brave Combat ลดเวลาชาร์จ <yellow>$(0)<c><br>จำนวนฮิต Finish Prize <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
CompoundBowPA04_Pattern3#0,"""ความแรงเมื่อต่อด้วย Elude Expand <yellow>$(0)<c><br>เพิ่มเกจ Bullet Bow Attack Impact<br>ลดการใช้ PP <yellow>$(1)<c>"""
DbladePA03_Pattern1#0,"""ระยะเวลาโจมตีครึ่งแรกนานขึ้น/การเคลื่อนไหวลดลง<br>ลดการใช้ PP <yellow>$(0)<c>"""
DbladePA03_Pattern2#0,"""ระยะเวลาโจมตีสลับรูปแบบนานขึ้น<br>ความแรงสลับรูปแบบ <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
JetBootsPA02_Pattern2#0,"""รูปแบบ [ปกติ] จะเพิ่มเกจ Sturm Gigue<br>ลดการใช้ PP <yellow>$(0)<c>"""
JetBootsPA02_Pattern3#0,"""กดโจมตีปกติหลัง PA จะเป็น Thrust Drive<br>ลดการใช้ PP <yellow>$(0)<c>"""
TaktPA02_Pattern1#0,"""ความแรงเมื่อชาร์จจะเพิ่มขณะขี่ Fredran<br>ความแรงระดับ 1 <yellow>$(0)<c>/ระดับ 2 <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
TaktPA02_Pattern2#0,"""ยิงคลื่นสุญญากาศขณะขี่ Fredran<br>ขณะขี่ การใช้ PP และพลังโจมตีจะลดลง<br>การใช้ PP เมื่อเปิด PA <yellow>$(0)<c>"""
TaktPA02_Pattern3#0,"""กดแบบไม่ค้างจะสะสมมาร์ค Treble Clef<br>ลดการใช้ PP <yellow>$(0)<c>"""
Ice01_Pattern1#0,"""โจมตีเป้าหมายทันที<br>ลดการใช้ PP <yellow>$(0)<c>"""
Ice01_Pattern2#0,"""ระเบิดตรา Ice Crest ขั้น 2 จะประทับขั้น 1 ไว้<br>ความแรง Ice Crest ขั้น 2 <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Ice01_Pattern3#0,"""โจมตีแบบไม่ชาร์จใส่ Ice Crest ขั้น 2 ความแรง <yellow>$(0)<c>/<br>อัตราสะสมเกจ Compound Technique <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
Thunder01_Pattern1#0,"""สายฟ้าจะเพิ่มเกจเข้าสู่ Energized <yellow>$(0)<c><br>สายฟ้าชิ่งจะไม่เพิ่มเกจ Energized<br>ลดการใช้ PP <yellow>$(1)<c>"""
Thunder01_Pattern2#0,"""สายฟ้าชิ่งหลายครั้งขึ้น<br>โจมตีชาร์จจะเพิ่มเกจเข้าสู่ Energized<br>ลดการใช้ PP <yellow>$(0)<c>"""
Thunder01_Pattern3#0,"""เมื่อ Energized ความแรงไม่ชาร์จ <yellow>$(0)<c>/<br>ความแรงสายฟ้าชิ่ง <yellow>$(1)<c>/เกจ Compound Technique <yellow>$(2)<c><br>ลดการใช้ PP <yellow>$(3)<c>"""
Dark01_Pattern1#0,"""ระเบิดแบบไม่ชาร์จกว้างขึ้น/กระสุนเร็วขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
Dark01_Pattern2#0,"""ชาร์จจะยิง 1 นัด/<br>กระสุนบินช้าลงและฮิตหลายครั้ง<br>ลดการใช้ PP <yellow>$(0)<c>"""
Dark01_Pattern3#0,"""เมื่อสะสม Dark Beads ครบ 3 ความแรงไม่ชาร์จ <yellow>$(0)<c>/<br>เกจ Compound Technique <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
SwordPA02_Pattern2#0,"""ความเร็วแบบไม่ชาร์จเพิ่ม/ระยะพุ่ง<br>เพิ่ม/พลังโจมตี PA <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Common_RangeExtendDistPP#0,"""ระยะโจมตีเพิ่มขึ้น<br>โบนัสความแรงระยะที่เหมาะสมทำงานเสมอ<br>ลดการใช้ PP <yellow>$(0)<c>"""
WlancePA01_Pattern3#0,"""ถ้า PA นี้ติดบัฟ Hunter Arts Avenger,<br>PA ถัดไปที่ไม่ซ้ำจะได้ความแรงเพิ่ม <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
PartisanPA04_Pattern2#0,"""ฟันงัดและแทงจะปล่อยคลื่นกระแทก<br>ระยะพุ่งเพิ่มขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
PartisanPA04_Pattern3#0,"""ปล่อยให้หมุนจบจะฟื้นฟู PP <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
TdaggerPA03_Pattern1#0,"""ครึ่งแรกพุ่งได้ไกลขึ้น<br>และติดตามเป้าหมายแนวตั้ง<br>ลดการใช้ PP <yellow>$(0)<c>"""
TdaggerPA03_Pattern2#0,"""ครึ่งหลังติดตามศัตรูและ<br>ขยายวงฟันกว้างขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
Common_PasuitGaugeReducttion#0,"""เพิ่มเกจ Fighter Arts Pursuit<br>ในการใช้งาน 2 ครั้งแรกแทนที่จะเป็นครั้งแรกครั้งเดียว<br>ลดการใช้ PP <yellow>$(0)<c>"""
DsaberPA02_Pattern2#0,"""เมื่อครึ่งแรกป้องกันสำเร็จ,<br>ความแรงครึ่งหลัง <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
KnucklePA04_Pattern1#0,"""ถ้าไม่ข้ามครึ่งแรก ครึ่งหลัง<br>จะยิงคลื่นกระแทก/และตัวไม่ขยับ<br>ลดการใช้ PP <yellow>$(0)<c>"""
KnucklePA04_Pattern2#0,"""เมื่อครึ่งแรกป้องกันสำเร็จ,<br>การโจมตีปกติครั้งถัดไปจะใช้งาน Knuckle Attack Switch<br>ลดการใช้ PP <yellow>$(0)<c>"""
KnucklePA04_Pattern3#0,"""ถ้าครึ่งแรกไม่ได้ป้องกันการโจมตี,<br>ความแรงครึ่งหลัง <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
KatanaPA04_Pattern2#0,"""หยุดพุ่งเมื่อถึงตัวศัตรู<br>ระยะพุ่งเพิ่มขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
DbladePA01_Pattern2#0,"""สลับรูปแบบโจมตีเร็วขึ้น/ฮิตที่สองไม่ร่วงลงพื้น<br>ความแรงสลับรูปแบบ <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
DbladePA01_Pattern3#0,"""แบบไม่สลับรูปแบบจะทิ้งการโจมตีค้างไว้<br>ความแรงไม่สลับรูปแบบ <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
RiflePA02_Pattern1#0,"""ความเร็วกระสุนเพิ่มขึ้น<br>โบนัสความแรงระยะที่เหมาะสมทำงานเสมอ<br>ลดการใช้ PP <yellow>$(0)<c>"""
RiflePA02_Pattern2#0,"""แทนที่จะติดตามเป้า จะโจมตีรอบตัว<br>พลังโจมตี PA <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
RiflePA02_Pattern3#0,"""ยิงกระสุนทั้งหมดใส่เป้าหมายเดียวที่ล็อคไว้<br>กระสุนอาจพลาดเป้าในระยะประชิด<br>ลดการใช้ PP <yellow>$(0)<c>"""
LauncherPA03_Pattern2#0,"""ความเร็วโจมตี/ความเร็วเคลื่อนที่ตอนใช้เพิ่มขึ้น<br>พลังโจมตี PA <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
LauncherPA03_Pattern3#0,"""ความแรงรัวยิง <yellow>$(0)<c>/ความแรงฮิตจบ <yellow>$(1)<c><br>จำนวนกระสุนลดลง<br>ลดการใช้ PP <yellow>$(2)<c>"""
MachinegunPA04_Pattern2#0,"""ถ้าใช้ทันทีหลัง TMG PA อื่น,<br>โจมตีไม่ชาร์จจะฮิตหลายครั้งขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
CompoundBowPA02_Pattern1#0,"""โจมตีชาร์จจะยิงธนู 3 ทิศทาง<br>ลดการใช้ PP <yellow>$(0)<c>"""
CompoundBowPA02_Pattern2#0,"""เมื่อชาร์จ พลังโจมตี PA <yellow>$(0)<c>/ป้องกันตอนกดใช้<br>โจมตีชาร์จระยะจะลดลง<br>ลดการใช้ PP <yellow>$(1)<c>"""
CompoundBowPA02_Pattern3#0,"""Elude Expand หลัง PA นี้ จะแรงขึ้น <yellow>$(0)<c><br>และเพิ่มเกจ Bullet Bow Attack Impact<br>ลดการใช้ PP <yellow>$(1)<c>"""
JetBootsPA01_Pattern1#0,"""โจมตีแล้วยิงคลื่นกระแทก<br>ระยะพุ่งตอนโจมตีเพิ่มขึ้น<br>ลดการใช้ PP <yellow>$(0)<c>"""
JetBootsPA01_Pattern2#0,"""ความแรง [กดค้าง] <yellow>$(0)<c><br>ความเร็ว [กดค้าง] ลดลง<br>ลดการใช้ PP <yellow>$(1)<c>"""
JetBootsPA01_Pattern3#0,"""กดโจมตีปกติหลังใช้ PA นี้<br>จะเป็น Thrust Drive<br>ลดการใช้ PP <yellow>$(0)<c>"""
GunslashPA01_Pattern1#0,"""ความแรงเมื่อต่อด้วย Slug Shot <yellow>$(0)<c><br>Slug Shot นั้นจะเพิ่มเกจ Unleash Rage<br>ลดการใช้ PP <yellow>$(1)<c>"""
GunslashPA01_Pattern2#0,"""แบบกดทิศทางจะ<br>เร็วขึ้น/ความแรง PA <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
GunslashPA01_Pattern3#0,"""แบบไม่กดทิศทางจะยิงไกลขึ้น<br>แต่แคบลง<br>ลดการใช้ PP <yellow>$(0)<c>"""
TaktPA01_Pattern1#0,"""ยิงลมหายใจทะลวงรวดเดียว<br>ที่สามารถฮิตศัตรูตัวเดิมได้หลายครั้ง<br>ลดการใช้ PP <yellow>$(0)<c>"""
TaktPA01_Pattern2#0,"""กดค้างจะทำให้มาร์ค<br>Treble Clef ระเบิด<br>ลดการใช้ PP <yellow>$(0)<c>"""
TaktPA01_Pattern3#0,"""กดแบบไม่ค้างจะสะสมมาร์ค Treble Clef<br>ลดการใช้ PP <yellow>$(0)<c>"""
Fire02_Pattern2#0,"""ความเร็วเพิ่ม/ระยะเวลาชาร์จ <yellow>$(0)<c><br>ความแรงเมื่อชาร์จ <yellow>$(1)<c><br>ความแรงเมื่อไม่ชาร์จ <yellow>$(2)<c>"""
Fire02_Pattern3#0,"""อัตราสะสม Fire Crest <yellow>$(0)<c><br>อัตราสะสมเกจ Compound Technique <yellow>$(1)<c><br>ลดการใช้ PP <yellow>$(2)<c>"""
Ice02_Pattern1#0,"""ยิงกระสุนน้ำแข็ง 3 ทิศทาง<br>ลดการใช้ PP <yellow>$(0)<c>"""
Ice02_Pattern2#0,"""ระเบิดตรา Ice Crest ขั้น 2 จะประทับขั้น 1 ไว้<br>ความแรง Ice Crest ขั้น 2 <yellow>$(0)<c><br>ลดการใช้ PP <yellow>$(1)<c>"""
Ice02_Pattern3#0,"""ศัตรูที่ไม่มีตรา Ice Crest<br>จะสะสมเร็วกว่าปกติ 2 เท่า<br>ลดการใช้ PP <yellow>$(0)<c>"""
Light02_Pattern2#0,"""ป้องกันการโจมตีศัตรูเมื่อกดใช้<br>ลดการใช้ PP <yellow>$(0)<c>"""
Light02_Pattern3#0,"""แบบไม่ชาร์จจะทิ้งการโจมตีต่อเนื่องไว้<br>ลดการใช้ PP <yellow>$(0)<c>"""
SwordPA04_Pattern2#0,"""前進距離増加<br>攻撃範囲拡大<br>消費PP<yellow>$(0)<c>"""
TdaggerPA01_Pattern1#0,"""PA前半部分の前進距離増加／上下方向への追尾性能追加<br>PA前半部分の攻撃範囲拡大<br>消費PP<yellow>$(0)<c>"""
TdaggerPA01_Pattern2#0,"""PA後半部分の攻撃速度上昇／攻撃回数減少<br>PA後半部分の最終段の威力低下<br>消費PP<yellow>$(0)<c>"""
KatanaPA01_Pattern1#0,"""連続で2回以上発動時<br>続けて使用するこのPA3段目の威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>"""
KatanaPA01_Pattern2#0,"""PA3段目のフェアレスアティチュード発動可能までの時間短縮<br>PA3段目直後に発動するフェアレスアティチュード威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>"""
DbladePA04_Pattern2#0,"""攻撃速度上昇<br>派生前攻撃の威力<yellow>$(0)<c>／派生後攻撃の威力<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>"""
DbladePA04_Pattern3#0,"""チャージ可能に変化／非チャージ時派生後の攻撃のみ発動／<br>チャージ時に派生前から攻撃を行う挙動に変化<br>消費PP<yellow>$(0)<c>"""
RiflePA04_Pattern1#0,"""攻撃速度上昇／攻撃回数減少<br>消費PP<yellow>$(0)<c>"""
RiflePA04_Pattern2#0,"""ウィークバレットをヒット位置に移動／効果時間をリセット<br>ターゲット位置に攻撃が発生する挙動に変化／攻撃速度上昇<br>攻撃回数減少／PA威力低下／消費PP<yellow>$(0)<c>"""
RiflePA04_Pattern3#0,"""チャージ可能に変化／<br>チャージ時に攻撃範囲が拡大する挙動に変化<br>消費PP<yellow>$(0)<c>"""
MachinegunPA03_Pattern1#0,"""チャージ時の攻撃速度上昇／チャージ時間<yellow>$(0)<c><br>チャージ時威力<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>"""
MachinegunPA03_Pattern2#0,"""チェインフィニッシュ中以外で発動した<br>非チャージ時の攻撃に追加で攻撃が発生<br>消費PP<yellow>$(0)<c>"""
TalisPA02_Pattern1#0,"""PA1段目がフォトン弾を放つ攻撃に変化<br>PA1段目でタリス展開中のテクニックの攻撃範囲拡大<br>タリス展開中のテクニックの消費PP<yellow>$(0)<c>"""
TalisPA02_Pattern2#0,"""非方向入力での発動時にPA2段目から発動する挙動に変化<br>PA2段目の攻撃とタリス展開中のテクニックの攻撃範囲拡大<br>タリス展開中のテクニックの消費PP<yellow>$(0)<c>"""
TalisPA02_Pattern3#0,"""タリス展開中にダウン中のエネミーに対して攻撃時<br>トリッキーキャパシタのゲージ蓄積量<yellow>$(0)<c><br>タリス展開中のテクニックの消費PP<yellow>$(1)<c>"""
WandPA02_Pattern2#0,"""ウォンドラバーズ中<br>攻撃速度上昇／発動時攻撃を無効化／PA威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>"""
WandPA02_Pattern3#0,"""チャージ可能に変化／チャージ時に攻撃範囲が拡大／<br>2回目の叩きつけが持続攻撃を発生させる挙動に変化<br>消費PP<yellow>$(0)<c>"""
TaktPA03_Pattern2#0,"""派生後の非チャージ時に展開される衝撃波が<br>自身に追従する挙動に変化／攻撃範囲拡大<br>消費PP<yellow>$(0)<c>"""
TaktPA03_Pattern3#0,"""派生前からチャージを開始しチャージ段階に応じて攻撃が変化<br>チャージ中に継続的にPPを消費し攻撃を行う挙動に変化<br>消費PP<yellow>$(0)<c>"""
Thunder02_Pattern1#0,"""帯電状態になるまでの蓄電量<yellow>$(0)<c><br>チャージ時のテクニック威力<yellow>$(1)<c>／攻撃範囲縮小<br>消費PP<yellow>$(2)<c>"""
Thunder02_Pattern2#0,"""非チャージ時範囲内の全てのエネミーに雷撃を行う挙動に変化<br>チャージ時の攻撃範囲拡大<br>消費PP<yellow>$(0)<c>"""
Thunder02_Pattern3#0,"""非チャージ時雷撃範囲をターゲット位置に生成する挙動に変化<br>非チャージ時の攻撃間隔短縮／持続時間短縮<br>消費PP<yellow>$(0)<c>"""
<ArsenalModule>Sword:NormalAttack#0,"""Garmr: Normal Attack"""
<ArsenalModule>Sword:PA#0,"""Absolute Shatter """
<ArsenalModule>Sword:WA#0,"""Garmr: Weapon Action"""
<ArsenalModule>Railgun:NormalAttack#0,"""Hydra: Normal Attack"""
